Target_genes	Sp1|Average	SRX12298596|B_cells	SRX7799915|CH12	SRX7799916|CH12	SRX7799920|CH12	SRX7799921|CH12	SRX5371688|ES_cells	SRX5371689|ES_cells	SRX5371690|ES_cells	SRX5371691|ES_cells	SRX5371692|ES_cells	SRX5371698|ES_cells	SRX5371699|ES_cells	SRX5371700|ES_cells	SRX5371701|ES_cells	SRX5850139|ES_cells	SRX5850140|ES_cells	SRX5850141|ES_cells	SRX5850142|ES_cells	SRX5850143|ES_cells	SRX5850144|ES_cells	SRX5850145|ES_cells	SRX5850146|ES_cells	SRX5850147|ES_cells	SRX5850148|ES_cells	SRX5850149|ES_cells	SRX9162528|External_genitalia	SRX9162532|External_genitalia	SRX378972|mESCs,_differentiated	SRX378973|mESC_derived_haematopoietic_progenitor	SRX5818135|Neural_Stem_Cells	SRX5818139|Neural_Stem_Cells	SRX1898479|Striatal_neurons	SRX160414|Trophoblast_stem_cells	STRING
Eomes	39.575758	0	0	0	0	0	0	0	0	0	0	216	0	0	0	68	0	0	0	82	132	0	0	0	0	109	230	297	172	0	0	0	0	0	0
Mettl7a1	39.515152	107	216	272	202	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0
Kbtbd13	39.515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	116	0	0	0	0	520	561	0	0	0	0	0	0	0
Prokr1	39.484848	266	0	0	71	0	192	0	103	0	0	386	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
Traf3ip3	39.454545	0	282	398	177	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp532	39.424242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	680	0	0	0	0	0	0	0
Map10	39.393939	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	143	105	100	0	0	0	0	319	486	0	0	0	0	0	0	0
Tnni3	39.363636	290	0	0	0	0	251	170	219	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	136	0	0
Msantd3	39.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	666	0	0	0	0	0	0	0
Kcnip1	39.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	700	0	0	0	0	0	0	0
Syde1	39.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	571	284	0	0	0	0	0	0
Pappa	39.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	779	0	0	0	0	0	0	0
Vat1l	39.30303	0	0	0	0	0	337	94	330	0	0	289	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	143	0	0	0	0	0	0
Galnt3	39.30303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	647	568	0	0	0	0	0	0	0
Svop	39.272727	0	0	0	0	0	88	0	162	0	0	336	0	0	0	213	0	0	0	0	97	135	0	109	0	0	0	0	156	0	0	0	0	0	0
Rrp1b	39.272727	0	145	216	235	237	0	0	0	0	0	147	0	0	0	0	0	0	0	0	68	164	0	0	0	84	0	0	0	0	0	0	0	0	0
Insl3	39.272727	0	0	0	0	0	232	0	113	0	0	219	0	0	0	114	0	0	0	130	0	0	0	0	0	0	225	263	0	0	0	0	0	0	0
Htra4	39.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	107	0	119	0	0	0	0	0	485	491	0	0	0	0	0	0	0
Hsf2bp	39.272727	0	145	216	235	237	0	0	0	0	0	147	0	0	0	0	0	0	0	0	68	164	0	0	0	84	0	0	0	0	0	0	0	0	0
Lhx8	39.242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	125	0	90	0	0	0	75	456	439	0	0	0	0	0	0	0
Figla	39.242424	0	0	0	0	0	430	337	236	0	0	0	0	0	0	0	0	0	102	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0
Med28	39.212121	0	272	391	121	248	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0
Itgb3bp	39.212121	132	148	258	328	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab7	39.212121	132	148	258	328	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Homer2	39.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	497	684	0	0	0	0	0	0	0
T2	39.151515	0	104	96	0	177	295	0	223	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	135	0	0
Gata4	39.151515	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	112	259	0	0	0	0	122	209	302	0	0	0	0	0	0
Plcb2	39.121212	0	283	225	163	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0
Hoxa5	39.121212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	80	0	84	0	0	423	461	117	0	0	0	0	0	0
Tnfrsf11a	39.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	706	0	0	0	0	0	0	0
Sgpp2	39.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	92	125	195	169	0	162	0	99	131	197	0	0	0	0	0	0	0
Tbx1	39.060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	104	81	108	0	0	82	0	82	361	391	0	0	0	0	0	0	0
Slc6a17	39.060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	140	0	0	77	0	0	398	579	0	0	0	0	0	0	0
Kif26b	39.060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	498	565	0	0	0	0	122	0	0
3110040N11Rik	39.060606	95	253	249	175	241	0	0	0	0	0	92	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
Sp9	39.030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	71	167	88	0	59	0	0	425	366	0	0	0	0	0	0	0
Ampd3	39.030303	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	396	628	0	0	0	0	0	0	0
Tnni2	39.0	0	357	389	202	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thoc7	39.0	0	0	97	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	560	0	0	0	0	0	0	0
Plscr1	39.0	0	249	263	292	373	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cct5	39.0	0	195	271	123	162	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	110	0	0	0	0	0
Baiap3	39.0	0	0	0	0	0	0	0	86	0	0	110	0	0	0	131	0	0	79	0	133	77	0	0	0	0	268	403	0	0	0	0	0	0	0
Atpsckmt	39.0	0	195	271	123	162	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	110	0	0	0	0	0
Sox21	38.969697	0	0	0	0	118	0	0	0	0	0	0	0	0	0	137	0	0	0	0	113	0	0	0	0	0	494	424	0	0	0	0	0	0	0
Fam13a	38.969697	0	361	395	0	156	0	0	117	0	0	95	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unc45b	38.939394	126	136	230	142	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	161	0	0
Nle1	38.939394	126	136	230	142	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	161	0	0
Dlk1	38.939394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	481	718	0	0	0	0	0	0	0
Dph5	38.909091	0	207	246	201	129	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0
Lbx1	38.878788	0	0	0	174	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	413	469	0	0	0	0	0	0	0
Slc9a7	38.848485	156	176	165	203	258	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0
S100a6	38.848485	0	251	325	125	237	0	0	0	0	0	203	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmp8b	38.848485	0	0	155	0	112	213	168	250	0	0	0	0	0	0	63	0	0	0	77	125	119	0	0	0	0	0	0	0	0	0	0	0	0	0
Diras1	38.818182	0	0	0	0	0	175	0	0	0	0	163	0	0	0	139	0	0	0	0	0	0	0	0	0	0	371	433	0	0	0	0	0	0	0
Clip4	38.818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	715	0	0	0	0	0	0	0
Car15	38.787879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	691	0	0	0	0	0	0	0
Arel1	38.787879	458	110	142	78	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0
Ace	38.787879	0	0	0	0	0	65	0	0	0	0	143	0	0	0	131	0	0	0	0	141	174	0	0	0	0	204	422	0	0	0	0	0	0	0
Gusb	38.757576	0	210	256	281	380	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shcbp1	38.727273	0	219	224	124	195	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0
Dock3	38.727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	118	102	0	97	0	0	481	410	0	0	0	0	0	0	0
Dmbx1	38.727273	0	0	0	0	0	0	0	0	0	0	208	0	0	0	118	0	0	0	0	133	0	0	0	0	0	267	298	254	0	0	0	0	0	0
9230112D13Rik	38.727273	0	297	260	307	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gfra4	38.69697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	74	0	0	531	597	0	0	0	0	0	0	0
Adamts18	38.69697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	109	81	0	155	0	0	414	353	0	0	0	0	0	0	0
Dpagt1	38.666667	0	203	195	163	222	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	268	0	0	0	0	0	0
Pdzd4	38.636364	0	0	0	0	92	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	649	0	0	0	0	0	0	0
Hba-a2	38.636364	0	298	336	196	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0
Hba-a1	38.636364	0	298	336	196	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdfy1	38.606061	0	198	210	168	210	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0
Pstk	38.606061	0	120	242	170	291	0	0	0	0	0	138	0	0	0	0	0	0	0	0	141	74	0	0	0	0	0	0	0	0	0	0	98	0	0
Pfn4	38.606061	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	137	155	116	96	0	0	0	0	0	0	0	451	0	0	0	122	0	0
Wfdc13	38.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	259	196	299	0	287	0	0	0	0	0	0	0	0	0
Nop53	38.575758	0	179	261	185	243	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0
Sstr2	38.545455	0	0	0	0	0	172	0	174	0	0	303	0	0	0	0	0	0	0	0	134	0	0	0	0	0	231	258	0	0	0	0	0	0	0
Mr1	38.545455	165	260	210	181	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
Ankdd1a	38.545455	0	176	165	276	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0
Aldh5a1	38.545455	0	0	0	122	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	395	414	0	0	0	0	112	0	0
Prkg2	38.484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	544	628	0	0	0	0	0	0	0
Ppp1r14c	38.484848	0	0	0	0	0	0	0	0	0	0	105	0	0	0	230	0	0	0	83	78	81	0	129	96	0	147	321	0	0	0	0	0	0	0
Acat3	38.484848	295	0	0	0	125	113	0	0	0	0	124	0	0	0	240	0	258	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc2hc1c	38.454545	173	427	388	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
Ndufc2	38.454545	0	210	200	226	275	0	0	0	0	0	0	0	0	0	0	0	0	0	92	124	142	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnah11	38.424242	0	0	0	0	0	287	117	332	0	0	465	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unc93b1	38.393939	0	280	342	219	282	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bves	38.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	561	623	0	0	0	0	0	0	0
Ankrd63	38.363636	0	0	0	0	99	0	0	0	0	0	0	0	0	0	58	66	0	0	81	135	98	68	99	0	0	150	209	0	0	0	0	203	0	0
Efcc1	38.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	79	0	127	0	0	439	381	0	135	0	0	0	0	0
Kcnt2	38.30303	0	0	0	0	0	194	94	323	0	0	141	0	0	0	229	0	0	0	0	107	176	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc27a2	38.272727	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	94	173	0	109	0	78	342	399	0	0	0	0	0	0	0
Mrgprf	38.272727	0	0	0	0	0	153	0	0	0	0	404	0	0	0	272	0	164	0	0	0	130	0	0	0	0	0	0	140	0	0	0	0	0	0
Gnat1	38.272727	0	0	72	94	131	267	210	224	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
Cela2a	38.272727	0	0	0	174	204	260	0	269	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt11	38.242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	700	0	0	0	0	0	0	0
H2-Ab1	38.242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	662	144	0	0	0	0	0	0
Tmem229b	38.212121	0	0	0	100	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	124	0	0	0	0	357	403	0	0	0	0	0	0	0
Slc15a3	38.212121	245	209	295	180	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ano1	38.151515	0	0	0	0	0	118	0	0	0	0	172	0	0	0	376	0	151	0	106	0	186	0	150	0	0	0	0	0	0	0	0	0	0	0
Cdh11	38.060606	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	91	77	178	112	0	121	0	0	160	182	114	0	0	0	75	0	0
Kcnma1	38.030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	444	605	0	0	0	0	122	0	0
Hoxd9	37.969697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	112	158	114	0	77	0	0	232	376	0	0	0	0	75	0	0
Cwf19l2	37.969697	0	398	216	112	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0
Tnfaip8l2	37.939394	114	212	209	200	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	139	0	0
Aldh1l2	37.939394	214	0	0	0	0	146	0	198	0	0	314	0	0	0	119	0	0	0	89	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Exoc3l4	37.909091	136	207	180	258	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0
Cd52	37.909091	183	377	281	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
Acsl6	37.878788	0	161	119	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	73	0	0	0	0	327	280	95	0	0	0	0	0	0
Nubpl	37.787879	96	274	384	190	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k20	37.787879	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	593	0	0	0	0	0	0	0
Chrm3	37.757576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	101	0	0	0	0	0	592	421	0	0	0	0	0	0	0
Romo1	37.727273	0	185	0	150	177	0	0	0	0	0	165	0	0	0	0	0	103	0	0	114	149	0	0	0	0	0	0	202	0	0	0	0	0	0
Nfs1	37.727273	0	185	0	150	177	0	0	0	0	0	165	0	0	0	0	0	103	0	0	114	149	0	0	0	0	0	0	202	0	0	0	0	0	0
Mrc2	37.727273	0	0	0	0	0	79	0	0	0	0	0	0	0	0	421	0	118	0	157	143	183	0	144	0	0	0	0	0	0	0	0	0	0	0
Hrk	37.69697	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	552	102	0	0	0	0	0	0
Hecw2	37.69697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	102	0	0	0	0	473	549	0	0	0	0	0	0	0
Galnt13	37.666667	0	0	0	0	0	0	0	0	0	0	154	0	0	0	144	0	0	0	0	147	0	0	0	0	0	311	487	0	0	0	0	0	0	0
Cfap44	37.666667	0	209	195	90	107	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	318	0	0
Pcdh10	37.636364	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809	0	0	0	273	0	0
H2bu2	37.636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	105	123	272	0	111	0	82	0	0	435	0	0	0	0	0	0
Nrp1	37.606061	0	182	86	127	158	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	135	0	0
Disc1	37.606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	174	88	0	132	0	0	299	385	0	0	0	0	0	0	0
Arpc1a	37.606061	0	215	346	164	212	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Ak5	37.606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	560	558	0	0	0	0	0	0	0
Shisa2	37.575758	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	536	0	0	0	0	0	0	0
Sowaha	37.545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	115	0	0	176	171	100	0	135	85	67	0	307	0	0	0	0	0	0	0
Elfn2	37.545455	0	112	130	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	161	0	0	193	179	0	0	0	0	176	0	0
Cys1	37.545455	122	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	477	424	0	0	0	0	0	0	0
Mfsd2b	37.515152	125	0	0	209	337	98	0	143	0	0	191	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eno4	37.515152	0	260	291	185	180	108	0	66	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd29	37.515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	784	0	0	0	0	0	0	0
Layn	37.484848	0	0	0	0	0	115	0	0	0	0	300	0	0	0	332	0	0	0	135	109	124	0	0	0	0	0	0	122	0	0	0	0	0	0
Ralyl	37.454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	583	0	0	0	0	0	0	0
Ppm1h	37.454545	95	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	136	0	0	0	0	0	436	438	0	0	0	0	0	0	0
Nqo2	37.454545	0	249	266	259	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrfn3	37.454545	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	586	0	0	0	0	0	0	0
Kcnk12	37.424242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	74	0	88	91	0	436	383	0	0	0	0	0	0	0
C2cd4b	37.393939	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	525	519	0	0	0	0	0	0	0
Wdr60	37.363636	0	131	184	155	275	146	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0
Akna	37.363636	0	201	164	162	180	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0
Crispld2	37.333333	139	0	0	0	0	240	137	240	0	0	305	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp948	37.30303	0	0	0	0	0	290	206	257	0	0	297	0	86	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0
Slu7	37.30303	0	359	341	144	256	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ramp2	37.30303	0	0	0	0	0	0	0	0	0	0	110	0	0	0	73	0	70	0	118	102	128	0	0	0	96	211	323	0	0	0	0	0	0	0
Marchf11	37.30303	0	0	0	0	0	0	0	156	0	0	187	0	0	0	103	0	0	0	96	111	64	0	138	0	0	139	140	97	0	0	0	0	0	0
Tmem138	37.272727	0	93	210	106	174	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	77	0	0
Sema3c	37.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	623	0	0	0	0	0	0	0
Irgc1	37.272727	109	0	219	214	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0
Cyb561a3	37.272727	0	93	210	106	174	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	77	0	0
Tenm4	37.242424	0	0	0	0	0	186	0	152	0	0	194	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	191	348	0	0	0	0	0	0
Nudt10	37.212121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	613	0	0	0	0	0	0	0
Dll1	37.212121	72	195	236	256	267	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0
Tacc2	37.181818	0	0	0	0	116	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	130	0	0	0	0	427	428	0	0	0	0	0	0	0
Ntn4	37.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	612	0	0	0	0	0	0	0
Mdh1b	37.181818	0	184	242	115	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0
Fastkd2	37.181818	0	184	242	115	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0
Xrcc2	37.151515	0	228	280	217	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	129	0	0	0	0	0	0
Slc35f2	37.151515	73	0	0	0	0	327	194	245	0	0	95	0	0	0	86	0	0	0	0	125	81	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdnf	37.151515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	112	0	0	102	0	0	224	463	0	0	0	0	180	0	0
Rtcb	37.121212	130	162	166	99	230	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0
Pnck	37.121212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	608	0	0	0	0	0	0	0
Nkrf	37.121212	0	210	165	178	207	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
Tead4	37.090909	0	0	0	0	0	0	0	0	0	0	160	0	0	0	147	0	0	0	71	105	80	0	79	0	0	110	267	205	0	0	0	0	0	0
Rragd	37.090909	0	0	96	105	188	0	0	0	0	0	0	0	0	0	0	0	0	90	73	90	159	0	0	0	0	243	180	0	0	0	0	0	0	0
P2ry1	37.090909	0	0	0	0	0	156	0	237	0	0	233	0	119	0	0	0	0	0	124	101	0	0	0	0	0	0	254	0	0	0	0	0	0	0
Hbq1b	37.090909	0	298	285	196	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132d	37.060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	602	388	140	0	0	0	0	0	0
Glrx	37.060606	0	333	323	221	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dapp1	37.060606	88	193	279	273	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zic4	37.030303	0	0	0	0	0	0	0	0	0	0	96	0	0	0	250	0	0	100	78	149	111	0	125	0	0	0	313	0	0	0	0	0	0	0
Upk1a	37.030303	0	0	0	0	280	425	144	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
