Target_genes	Arid3a|Average	SRX2388539|ES_cells	SRX520224|ES_cells	SRX520225|ES_cells	SRX2388546|Trophoblast_stem_cells	SRX3730213|Trophoblast_stem_cells	STRING
Zfp46	42.0	0	0	0	105	105	0
Timd2	42.0	0	0	0	104	106	0
Tbc1d17	42.0	0	0	0	105	105	0
Suds3	42.0	0	0	0	105	105	0
Stac2	42.0	0	0	0	105	105	0
Sp3	42.0	0	0	0	105	105	0
Slc48a1	42.0	0	0	0	105	105	0
Mbd1	42.0	0	0	0	105	105	0
Lpp	42.0	0	0	0	105	105	0
Gsg1	42.0	0	0	0	105	105	0
Fbxo9	42.0	0	0	0	105	105	0
Dhx35	42.0	0	0	0	105	105	0
Depdc5	42.0	0	0	0	105	105	0
D5Ertd579e	42.0	0	0	0	105	105	0
Cpt2	42.0	0	0	0	105	105	0
Cldn13	42.0	0	0	0	105	105	0
Cilk1	42.0	0	0	0	105	105	0
Calr	42.0	0	0	0	105	105	0
Cables2	42.0	0	0	0	105	105	0
Bmp4	42.0	0	0	0	105	105	0
Atg4d	42.0	0	0	0	105	105	0
Ank3	42.0	0	0	0	105	105	0
Akt1s1	42.0	0	0	0	105	105	0
Ttll11	41.8	0	0	0	104	105	0
Tmem134	41.8	0	0	0	104	105	0
Tas2r109	41.8	0	0	0	0	209	0
Sec23b	41.8	0	0	0	104	105	0
Scarf1	41.8	0	0	0	105	104	0
Rpl22	41.8	0	0	0	105	104	0
Rilp	41.8	0	0	0	105	104	0
Pip4k2c	41.8	0	0	0	105	104	0
Lcp2	41.8	0	0	0	0	209	0
Dnajc18	41.8	0	0	0	105	104	0
Coa3	41.8	0	0	0	104	105	0
Cntd1	41.8	0	0	0	104	105	0
Clasp2	41.8	0	0	0	104	105	0
Aip	41.8	0	0	0	104	105	0
Zmynd15	41.6	0	0	0	104	104	0
Zfp784	41.6	0	0	0	104	104	0
Zfp444	41.6	0	0	0	105	103	0
Zfp345	41.6	0	0	0	102	106	0
Zfp1	41.6	0	0	0	103	105	0
Zbtb8a	41.6	0	208	0	0	0	0
Ywhag	41.6	0	0	0	104	104	0
Xpc	41.6	0	0	0	104	104	0
Tmem170b	41.6	0	0	0	104	104	0
Sulf2	41.6	0	208	0	0	0	0
Scand1	41.6	0	0	0	104	104	0
Rpl7a	41.6	0	0	0	105	103	0
Rnf31	41.6	0	0	0	104	104	0
Psme2	41.6	0	0	0	104	104	0
Por	41.6	0	0	0	104	104	0
Pik3ap1	41.6	0	0	0	104	104	0
Parpbp	41.6	0	0	0	104	104	0
Nup37	41.6	0	0	0	104	104	0
Mocs3	41.6	0	0	0	104	104	0
Med22	41.6	0	0	0	105	103	0
Mapre2	41.6	0	0	0	104	104	0
Lsm3	41.6	0	0	0	104	104	0
Klhl22	41.6	0	0	0	104	104	0
Hoxd10	41.6	0	0	0	104	104	0
H13	41.6	0	0	0	104	104	0
Dpm1	41.6	0	0	0	104	104	0
Dbnl	41.6	0	0	0	103	105	0
Csrp2	41.6	0	0	0	104	104	0
Copz1	41.6	0	0	0	103	105	0
Commd1	41.6	0	0	0	104	104	0
Cnbd2	41.6	0	0	0	104	104	0
Clca2	41.6	0	0	0	104	104	0
Apold1	41.6	0	0	0	104	104	0
Ttc9b	41.4	0	0	0	104	103	0
Rbm33	41.4	0	0	0	104	103	0
Rab5c	41.4	0	0	0	103	104	0
Rab18	41.4	0	0	0	104	103	0
Polr2f	41.4	0	0	0	106	101	0
Lin52	41.4	0	0	0	103	104	0
Kdelr3	41.4	0	0	0	103	104	0
Gstk1	41.4	0	0	0	104	103	0
Csnk1g2	41.4	0	0	0	103	104	0
Arnt	41.4	0	0	0	103	104	0
Aldh6a1	41.4	0	0	0	103	104	0
1700088E04Rik	41.4	0	0	0	106	101	0
Zscan12	41.2	0	0	0	103	103	0
Zfpm1	41.2	0	0	0	103	103	0
Yod1	41.2	0	0	0	103	103	0
Wdr73	41.2	0	0	0	103	103	0
Snip1	41.2	0	0	0	103	103	0
Sh3bp5	41.2	0	0	0	103	103	0
Polr1e	41.2	0	0	0	103	103	0
Pfkfb2	41.2	0	0	0	103	103	0
Nmb	41.2	0	0	0	103	103	0
Nadk	41.2	0	0	0	103	103	0
Gypa	41.2	0	0	0	103	103	0
Gip	41.2	0	0	0	103	103	0
Dnali1	41.2	0	0	0	103	103	0
Dnajc28	41.2	0	0	0	103	103	0
Armc9	41.2	0	0	0	103	103	0
Tpp2	41.0	0	0	0	101	104	0
Serpina5	41.0	0	0	0	113	92	0
Serhl	41.0	0	0	0	102	103	0
Myo5b	41.0	0	0	0	102	103	0
Gm5930	41.0	0	0	0	113	92	0
Bcat1	41.0	0	205	0	0	0	0
Zfp692	40.8	0	0	0	102	102	0
Yipf3	40.8	0	0	0	102	102	0
Wdr90	40.8	0	0	0	102	102	0
Trim50	40.8	0	0	0	102	102	0
Syndig1l	40.8	0	0	0	102	102	0
Srpk1	40.8	0	0	0	102	102	0
Srp68	40.8	0	0	0	102	102	0
Sftpd	40.8	0	0	0	102	102	0
Polrmt	40.8	0	0	0	102	102	0
Polr1c	40.8	0	0	0	102	102	0
Plk1	40.8	0	0	0	102	102	0
Plch2	40.8	0	0	0	102	102	0
Pik3c3	40.8	0	0	0	104	100	0
Neurog2	40.8	0	0	0	102	102	0
Msantd4	40.8	0	0	0	102	102	0
Mrps26	40.8	0	0	0	102	102	0
Mettl14	40.8	0	0	0	102	102	0
Lrp10	40.8	0	0	0	102	102	0
Lipc	40.8	0	0	0	102	102	0
Kras	40.8	0	0	0	102	102	0
Ip6k1	40.8	0	0	0	102	102	0
Ing3	40.8	0	0	0	102	102	0
Ifrd1	40.8	0	0	0	102	102	0
Hoxb8	40.8	0	0	0	102	102	0
Gm38999	40.8	0	0	0	102	102	0
Gm3646	40.8	0	0	0	102	102	0
Gimap3	40.8	0	0	0	102	102	0
Gfm1	40.8	0	0	0	102	102	0
Fkbp6	40.8	0	0	0	102	102	0
F830045P16Rik	40.8	0	0	0	102	102	0
Ephb1	40.8	0	0	0	102	102	0
Ceacam5	40.8	0	0	0	102	102	0
Bbs5	40.8	0	0	0	102	102	0
Atrip	40.8	0	0	0	102	102	0
Arhgap22	40.8	0	0	0	102	102	0
Aldh3a2	40.8	0	0	0	102	102	0
Acvr1b	40.8	0	0	0	102	102	0
Abcc12	40.8	0	0	0	102	102	0
Steap2	40.6	0	0	0	102	101	0
Slco1a6	40.6	0	0	0	102	101	0
Rps28	40.6	0	0	0	101	102	0
Rbm26	40.6	0	0	0	101	102	0
Oser1	40.6	0	0	0	102	101	0
Necap1	40.6	0	0	0	102	101	0
Ndufa7	40.6	0	0	0	101	102	0
Nat8l	40.6	0	0	0	103	100	0
Lrch4	40.6	0	0	0	101	102	0
Lig4	40.6	0	0	0	102	101	0
Fbxo24	40.6	0	0	0	101	102	0
D830030K20Rik	40.6	0	203	0	0	0	0
Crem	40.6	0	0	0	101	102	0
Abhd13	40.6	0	0	0	102	101	0
4930474N05Rik	40.6	0	0	0	101	102	0
Shroom2	40.4	0	202	0	0	0	0
Sertad3	40.4	0	0	0	101	101	0
Rpgrip1l	40.4	0	0	0	101	101	0
Psmb3	40.4	0	0	0	101	101	0
Pcgf2	40.4	0	0	0	101	101	0
Llph	40.4	0	0	0	101	101	0
Hadhb	40.4	0	0	0	101	101	0
Hadha	40.4	0	0	0	101	101	0
H4c9	40.4	0	0	0	103	99	0
H2bc11	40.4	0	0	0	103	99	0
H2ac11	40.4	0	0	0	103	99	0
Gm3696	40.4	0	202	0	0	0	0
Fto	40.4	0	0	0	101	101	0
Cdc14a	40.4	0	0	0	101	101	0
Zbtb43	40.2	0	0	0	100	101	0
Sema3b	40.2	0	0	0	100	101	0
Sdhaf3	40.2	0	0	0	99	102	0
Rpl10a	40.2	0	0	0	101	100	0
Ndst1	40.2	0	201	0	0	0	0
Mcm5	40.2	0	0	0	100	101	0
Mcm10	40.2	0	0	0	100	101	0
Irgq	40.2	0	0	0	101	100	0
Gm45871	40.2	0	0	0	100	101	0
Glrx2	40.2	0	0	0	101	100	0
Crnkl1	40.2	0	0	0	101	100	0
Clns1a	40.2	0	0	0	100	101	0
Cfap97	40.2	0	0	0	101	100	0
Cfap61	40.2	0	0	0	101	100	0
Arih2	40.2	0	104	0	0	97	0
Apc	40.2	0	0	0	100	101	0
Zfyve16	40.0	0	0	0	100	100	0
Unc93b1	40.0	0	0	0	100	100	0
Tpra1	40.0	0	0	0	100	100	0
Tmem69	40.0	0	0	0	100	100	0
Snrpb	40.0	0	0	0	100	100	0
Sec31a	40.0	0	0	0	100	100	0
Scgb1b27	40.0	0	0	0	100	100	0
Saal1	40.0	0	0	0	99	101	0
Saa3	40.0	0	0	0	99	101	0
Rps27a	40.0	0	0	0	99	101	0
Ppan	40.0	0	0	0	101	99	0
Perp	40.0	0	0	0	100	100	0
Nupl1	40.0	0	0	0	100	100	0
Nfe2l2	40.0	0	0	0	100	100	0
Mib2	40.0	0	200	0	0	0	0
Mcm2	40.0	0	0	0	100	100	0
Klf15	40.0	0	0	0	100	100	0
Hgs	40.0	0	0	0	100	100	0
Gpbp1l1	40.0	0	0	0	100	100	0
Eef2k	40.0	0	0	0	100	100	0
Clhc1	40.0	0	0	0	99	101	0
Arl16	40.0	0	0	0	100	100	0
Zfp985	39.8	0	199	0	0	0	0
Wdr89	39.8	0	199	0	0	0	0
Ubb	39.8	0	0	0	99	100	0
Prkab1	39.8	0	0	0	99	100	0
Ikzf5	39.8	0	0	0	99	100	0
Gm33989	39.8	0	0	0	100	99	0
Eci2	39.8	0	0	0	99	100	0
Cdk19	39.8	0	0	0	100	99	0
Ahdc1	39.8	0	0	0	99	100	0
Acadsb	39.8	0	0	0	99	100	0
Zic5	39.6	0	198	0	0	0	0
Zfp60	39.6	0	0	0	98	100	0
Washc1	39.6	0	0	0	99	99	0
Tjp2	39.6	0	0	0	99	99	0
Snw1	39.6	0	0	0	100	98	0
Smyd1	39.6	0	0	0	108	90	0
Sfxn5	39.6	0	0	0	99	99	0
R3hdm4	39.6	0	0	0	99	99	0
Kiss1r	39.6	0	0	0	99	99	0
Igsf9b	39.6	0	0	0	99	99	0
Fsbp	39.6	0	0	0	99	99	0
Btg1	39.6	0	0	0	99	99	0
Alkbh5	39.6	0	0	0	99	99	0
Zfp940	39.4	0	0	0	99	98	0
Utp23	39.4	0	0	0	99	98	0
Ttll4	39.4	0	0	0	99	98	0
Tnip2	39.4	0	0	0	99	98	0
Serbp1	39.4	0	0	0	99	98	0
Rpl31	39.4	0	0	0	98	99	0
Plscr1	39.4	0	197	0	0	0	0
Mrm2	39.4	0	0	0	98	99	0
Gm3500	39.4	0	197	0	0	0	0
Dync1li1	39.4	0	0	0	99	98	0
Copz2	39.4	0	0	0	98	99	0
Cdc23	39.4	0	0	0	98	99	0
Ccdc32	39.4	0	0	0	98	99	0
Amd2	39.4	0	0	0	98	99	0
Amd1	39.4	0	0	0	98	99	0
Ubr1	39.2	0	0	0	98	98	0
Tmem121	39.2	0	0	0	98	98	0
Spopl	39.2	0	0	0	98	98	0
Rwdd2b	39.2	0	0	0	99	97	0
Rpp25	39.2	0	0	0	100	96	0
Rae1	39.2	0	0	0	98	98	0
R3hcc1l	39.2	0	0	0	98	98	0
Pomk	39.2	0	0	0	99	97	0
Nfxl1	39.2	0	0	0	98	98	0
Isyna1	39.2	0	0	0	98	98	0
H4c4	39.2	0	0	0	98	98	0
H2bc6	39.2	0	0	0	98	98	0
Gm572	39.2	0	0	0	99	97	0
Glrx3	39.2	0	0	0	99	97	0
Dnajc5b	39.2	0	0	0	98	98	0
Ccni	39.2	0	0	0	98	98	0
Ccna2	39.2	0	0	0	98	98	0
Bicdl1	39.2	0	0	0	98	98	0
Atp2c1	39.2	0	0	0	107	89	0
2010109A12Rik	39.2	0	0	0	98	98	0
1110002E22Rik	39.2	0	0	0	98	98	0
Zmat5	39.0	0	0	0	97	98	0
Uqcrq	39.0	0	0	0	97	98	0
Uqcr10	39.0	0	0	0	97	98	0
Trnau1ap	39.0	0	0	0	97	98	0
Tmx1	39.0	0	0	0	98	97	0
Pnliprp2	39.0	0	0	0	99	96	0
Neu3	39.0	0	0	0	97	98	0
Ndufa12	39.0	0	0	0	97	98	0
Gm14124	39.0	0	0	0	97	98	0
Gdf9	39.0	0	0	0	97	98	0
B3gat3	39.0	0	0	0	97	98	0
Zfp157	38.8	0	0	0	97	97	0
Zfand6	38.8	0	0	0	97	97	0
Trmt6	38.8	0	0	0	97	97	0
Spp1	38.8	0	194	0	0	0	0
Spc25	38.8	0	0	0	97	97	0
Slfn14	38.8	0	0	0	97	97	0
Sema4d	38.8	0	0	0	97	97	0
Radil	38.8	0	0	0	98	96	0
Prpf4b	38.8	0	0	0	98	96	0
Praf2	38.8	0	0	0	97	97	0
Ppp1r12c	38.8	0	0	0	97	97	0
Otx2	38.8	0	194	0	0	0	0
Nhlrc1	38.8	0	0	0	97	97	0
Mcm8	38.8	0	0	0	97	97	0
E2f4	38.8	0	0	0	97	97	0
Coro1c	38.8	0	0	0	97	97	0
Cep20	38.8	0	0	0	97	97	0
Zfp984	38.6	0	0	0	97	96	0
Uqcrb	38.6	0	0	0	97	96	0
Tymp	38.6	0	0	0	96	97	0
Tufm	38.6	0	0	0	97	96	0
Ttc25	38.6	0	0	0	97	96	0
Sco2	38.6	0	0	0	96	97	0
Prr15l	38.6	0	0	0	97	96	0
Mob3a	38.6	0	0	0	96	97	0
Meis2	38.6	0	193	0	0	0	0
Izumo4	38.6	0	0	0	96	97	0
Hdac2	38.6	0	0	0	96	97	0
Gpr84	38.6	0	0	0	96	97	0
Gm20939	38.6	0	193	0	0	0	0
Gm10767	38.6	0	0	0	97	96	0
Fndc7	38.6	0	0	0	98	95	0
Evi5l	38.6	0	0	0	96	97	0
Clip2	38.6	0	0	0	97	96	0
4930555G01Rik	38.6	0	0	0	71	122	0
Ube2m	38.4	0	0	0	96	96	0
Tbk1	38.4	0	0	0	96	96	0
Strn	38.4	0	0	0	96	96	0
Stk11	38.4	0	0	0	96	96	0
Msh6	38.4	0	192	0	0	0	0
Mettl6	38.4	0	0	0	96	96	0
Hspb2	38.4	0	0	0	96	96	0
H2-L	38.4	0	0	0	95	97	0
H2-D1	38.4	0	0	0	95	97	0
Eaf1	38.4	0	0	0	96	96	0
Dync1h1	38.4	0	0	0	96	96	0
Dusp7	38.4	0	0	0	96	96	0
Dgke	38.4	0	0	0	95	97	0
Chst14	38.4	0	0	0	96	96	0
Chrac1	38.4	0	0	0	95	97	0
Chmp2a	38.4	0	0	0	96	96	0
Cdv3	38.4	0	0	0	96	96	0
Cdc45	38.4	0	0	0	96	96	0
Cdc20	38.4	0	0	0	96	96	0
Arap1	38.4	0	0	0	96	96	0
Zfp58	38.2	0	0	0	95	96	0
Timm8b	38.2	0	0	0	96	95	0
Stk40	38.2	0	0	0	95	96	0
Snrnp70	38.2	0	0	0	96	95	0
Sf3b5	38.2	0	0	0	94	97	0
Sdhd	38.2	0	0	0	96	95	0
Pcdhgc4	38.2	0	191	0	0	0	0
Pacsin1	38.2	0	0	0	95	96	0
Nutf2	38.2	0	0	0	96	95	0
Nrf1	38.2	0	0	0	96	95	0
Mars2	38.2	0	0	0	96	95	0
Ifnar1	38.2	0	191	0	0	0	0
H1f0	38.2	0	0	0	95	96	0
Gcat	38.2	0	0	0	95	96	0
Etv6	38.2	0	0	0	96	95	0
Eef1a1	38.2	0	0	0	96	95	0
Ckap2l	38.2	0	0	0	96	95	0
Ate1	38.2	0	0	0	96	95	0
Txn1	38.0	0	0	0	95	95	0
Tmem253	38.0	0	0	0	95	95	0
Sptlc2	38.0	0	0	0	96	94	0
Smpd2	38.0	0	0	0	95	95	0
Ppil6	38.0	0	0	0	95	95	0
Nars	38.0	0	0	0	95	95	0
Lpcat4	38.0	0	0	0	95	95	0
Kyat3	38.0	0	0	0	95	95	0
Gtf3c4	38.0	0	0	0	95	95	0
Fam219a	38.0	0	0	0	95	95	0
Dynll2	38.0	0	0	0	95	95	0
Dnaic1	38.0	0	0	0	95	95	0
Ddx31	38.0	0	0	0	95	95	0
Ctbs	38.0	0	0	0	95	95	0
Cacnb3	38.0	0	190	0	0	0	0
Zfp708	37.8	0	0	0	94	95	0
Tmem50b	37.8	0	0	0	95	94	0
Tmem238	37.8	0	0	0	94	95	0
Timm9	37.8	0	0	0	94	95	0
Snupn	37.8	0	0	0	97	92	0
Rpl28	37.8	0	0	0	94	95	0
Naa25	37.8	0	0	0	94	95	0
Mapk8ip3	37.8	0	0	0	94	95	0
Itpkc	37.8	0	0	0	94	95	0
Dag1	37.8	0	0	0	94	95	0
Coq8b	37.8	0	0	0	94	95	0
Card19	37.8	0	0	0	94	95	0
2700049A03Rik	37.8	0	0	0	94	95	0
Uba6	37.6	0	0	0	94	94	0
Tm7sf3	37.6	0	0	0	94	94	0
Tm4sf20	37.6	0	0	0	94	94	0
Septin2	37.6	0	0	0	94	94	0
Rpl34-ps1	37.6	0	0	0	94	94	0
Rpl34	37.6	0	0	0	94	94	0
Prrg4	37.6	0	0	0	94	94	0
Kmt5c	37.6	0	0	0	94	94	0
Hdlbp	37.6	0	0	0	94	94	0
Gcc2	37.6	0	0	0	94	94	0
Fxr2	37.6	0	0	0	94	94	0
Fech	37.6	0	0	0	94	94	0
Arf2	37.6	0	0	0	93	95	0
Slc44a2	37.4	0	0	0	94	93	0
Psmb4	37.4	0	0	0	93	94	0
Nip7	37.4	0	0	0	94	93	0
Hdac6	37.4	0	0	0	93	94	0
Gins3	37.4	0	0	0	93	94	0
Gfpt1	37.4	0	0	0	94	93	0
Cog8	37.4	0	0	0	94	93	0
Cldn3	37.4	0	0	0	94	93	0
Chmp4c	37.4	0	187	0	0	0	0
Ttc7b	37.2	0	0	0	93	93	0
Spata25	37.2	0	186	0	0	0	0
Slc25a3	37.2	0	0	0	93	93	0
Rps12	37.2	0	0	0	94	92	0
Mios	37.2	0	0	0	93	93	0
Lars2	37.2	0	0	0	93	93	0
Kdm3b	37.2	0	0	0	93	93	0
H3c15	37.2	0	111	0	75	0	0
H3c14	37.2	0	111	0	75	0	0
H2ac19	37.2	0	111	0	75	0	0
H2ac18	37.2	0	111	0	75	0	0
Gcsh	37.2	0	0	0	93	93	0
Fgfr2	37.2	0	186	0	0	0	0
Dmrt3	37.2	0	0	0	93	93	0
Cep55	37.2	0	0	0	93	93	0
Ccdc88a	37.2	0	186	0	0	0	0
Bcl2l14	37.2	0	0	0	93	93	0
Atp5j2	37.2	0	0	0	93	93	0
Ascc2	37.2	0	0	0	92	94	0
Zfp335	37.0	0	0	0	92	93	0
Yes1	37.0	0	0	0	92	93	0
Vps35l	37.0	0	0	0	93	92	0
Ubr3	37.0	0	0	0	91	94	0
Tmem177	37.0	0	0	0	93	92	0
Sap18b	37.0	0	0	0	93	92	0
Sap18	37.0	0	0	0	93	92	0
Oxnad1	37.0	0	0	0	92	93	0
Nme7	37.0	0	0	0	93	92	0
Mtrex	37.0	0	0	0	93	92	0
Itch	37.0	0	0	0	93	92	0
Eral1	37.0	0	0	0	92	93	0
Enpp3	37.0	0	185	0	0	0	0
Dph3	37.0	0	0	0	92	93	0
Dhx29	37.0	0	0	0	93	92	0
Blzf1	37.0	0	0	0	93	92	0
Aunip	37.0	0	0	0	92	93	0
Zfp612	36.8	0	0	0	92	92	0
Zfp428	36.8	0	0	0	92	92	0
Zfp346	36.8	0	0	0	92	92	0
Wdr41	36.8	0	0	0	92	92	0
Uimc1	36.8	0	0	0	92	92	0
Tlx3	36.8	0	0	0	92	92	0
Thoc2	36.8	0	0	0	92	92	0
Snx15	36.8	0	0	0	92	92	0
Slc9a4	36.8	0	0	0	92	92	0
Scamp5	36.8	0	0	0	91	93	0
Sbp	36.8	0	0	0	92	92	0
Rhox5	36.8	0	0	0	92	92	0
Rgs20	36.8	0	0	0	92	92	0
Rgl3	36.8	0	0	0	92	92	0
Pkd2l2	36.8	0	0	0	91	93	0
Pdcd6	36.8	0	0	0	92	92	0
Paip2	36.8	0	0	0	92	92	0
Mbnl1	36.8	0	0	0	92	92	0
Laptm4a	36.8	0	0	0	92	92	0
Hdx	36.8	0	0	0	92	92	0
Gpa33	36.8	0	184	0	0	0	0
Gm9	36.8	0	0	0	92	92	0
Gatd3a	36.8	0	0	0	92	92	0
Gamt	36.8	0	0	0	92	92	0
Foxo4	36.8	0	0	0	92	92	0
Exosc2	36.8	0	0	0	92	92	0
Efna5	36.8	0	0	0	92	92	0
Dyrk1b	36.8	0	0	0	92	92	0
Dusp27	36.8	0	184	0	0	0	0
Dnajc24	36.8	0	0	0	92	92	0
Dazap1	36.8	0	0	0	92	92	0
Cyp51	36.8	0	184	0	0	0	0
Cmtr2	36.8	0	0	0	92	92	0
Cfap20	36.8	0	0	0	92	92	0
Zbed4	36.6	0	0	0	91	92	0
Ppfia4	36.6	71	112	0	0	0	0
Pms2	36.6	0	0	0	91	92	0
Pik3r4	36.6	0	183	0	0	0	0
Ly6g6e	36.6	0	183	0	0	0	0
Ly6g6d	36.6	0	183	0	0	0	0
Gpsm2	36.6	0	0	0	92	91	0
Faap100	36.6	0	0	0	92	91	0
Eif4e1b	36.6	0	183	0	0	0	0
Cutc	36.6	0	0	0	91	92	0
Cox15	36.6	0	0	0	91	92	0
Aimp2	36.6	0	0	0	91	92	0
Zkscan5	36.4	0	0	0	92	90	0
Zkscan14	36.4	0	0	0	92	90	0
Wtap	36.4	0	182	0	0	0	0
Ttc27	36.4	0	0	0	91	91	0
Tomm5	36.4	0	0	0	90	92	0
Timm23	36.4	0	0	0	90	92	0
Slc35a5	36.4	0	0	0	91	91	0
Rnf32	36.4	0	0	0	91	91	0
Rgs9	36.4	0	0	0	91	91	0
Pstpip2	36.4	0	0	0	92	90	0
Ppp2ca	36.4	0	0	0	91	91	0
Ppp1r3c	36.4	0	0	0	91	91	0
Pigx	36.4	0	0	0	92	90	0
Pdcd6ip	36.4	0	0	0	91	91	0
Parg	36.4	0	0	0	90	92	0
Mad1l1	36.4	0	182	0	0	0	0
Lman1	36.4	0	0	0	91	91	0
Ino80c	36.4	0	0	0	91	91	0
Fbxl3	36.4	0	0	0	91	91	0
Fam25c	36.4	0	182	0	0	0	0
Epc1	36.4	0	0	0	91	91	0
Depdc7	36.4	0	0	0	91	91	0
Cstf3	36.4	0	0	0	91	91	0
Cobl	36.4	0	182	0	0	0	0
Cep19	36.4	0	0	0	92	90	0
Bmp1	36.4	0	0	0	91	91	0
Atg3	36.4	0	0	0	91	91	0
Asb1	36.4	0	0	0	91	91	0
Ankrd1	36.4	0	0	0	91	91	0
Aars2	36.4	0	0	0	91	91	0
Zfp947	36.2	0	0	0	90	91	0
Zfp273	36.2	0	0	0	91	90	0
Ulk3	36.2	0	0	0	90	91	0
Tubgcp5	36.2	0	0	0	91	90	0
Rnf10	36.2	0	0	0	90	91	0
Oas1g	36.2	0	181	0	0	0	0
Nin	36.2	0	0	0	91	90	0
Csnk1a1	36.2	0	0	0	90	91	0
Cox7a2	36.2	0	0	0	90	91	0
Btrc	36.2	0	0	0	90	91	0
Zfp972	36.0	0	0	0	97	83	0
Wwc2	36.0	0	0	0	90	90	0
Traf4	36.0	0	0	0	90	90	0
Top1	36.0	0	0	0	90	90	0
Tmem140	36.0	0	0	0	90	90	0
Smarcd1	36.0	0	0	0	90	90	0
Rpl17	36.0	0	0	0	90	90	0
Rdh11	36.0	0	0	0	90	90	0
Ptpn3	36.0	0	0	0	90	90	0
Mettl18	36.0	0	0	0	90	90	0
Med12l	36.0	0	0	0	90	90	0
Lbh	36.0	0	0	0	90	90	0
H1f4	36.0	0	0	0	90	90	0
Gstm5	36.0	0	0	0	90	90	0
Etl4	36.0	0	0	0	72	108	0
Dnajc13	36.0	0	0	0	90	90	0
Ddx24	36.0	0	0	0	90	90	0
Cttnbp2nl	36.0	0	0	0	90	90	0
Bola3	36.0	0	0	0	90	90	0
BC055324	36.0	0	0	0	90	90	0
Yju2	35.8	0	0	0	89	90	0
Tomt	35.8	0	0	0	90	89	0
Styxl1	35.8	0	0	0	90	89	0
Olfr523	35.8	0	0	0	98	81	0
Nr1h2	35.8	0	0	0	90	89	0
Mdh2	35.8	0	0	0	90	89	0
Mapk7	35.8	0	0	0	90	89	0
Lamtor1	35.8	0	0	0	90	89	0
Ipmk	35.8	0	0	0	90	89	0
Gm14325	35.8	0	179	0	0	0	0
Cisd1	35.8	0	0	0	90	89	0
Wdfy1	35.6	0	0	0	89	89	0
Usp6nl	35.6	0	0	0	89	89	0
Usp29	35.6	0	0	0	89	89	0
Timm22	35.6	0	0	0	88	90	0
Shq1	35.6	0	0	0	89	89	0
Serpina3b	35.6	0	0	0	89	89	0
Rhox4d	35.6	0	0	0	86	92	0
Rcbtb1	35.6	0	0	0	89	89	0
Ralgds	35.6	0	0	0	89	89	0
Rab2a	35.6	0	0	0	89	89	0
Peg3	35.6	0	0	0	89	89	0
Lrrc51	35.6	0	0	0	89	89	0
Ints6	35.6	0	0	0	89	89	0
Hdgf	35.6	0	0	0	89	89	0
Gsdma	35.6	0	0	0	89	89	0
Fancc	35.6	0	0	0	89	89	0
Fam207a	35.6	0	0	0	89	89	0
Cyb5r3	35.6	0	0	0	89	89	0
Crip3	35.6	0	0	0	90	88	0
Bambi	35.6	0	0	0	89	89	0
Arrdc1	35.6	0	0	0	89	89	0
Aktip	35.6	0	0	0	89	89	0
Zfp710	35.4	0	0	0	89	88	0
Wdr35	35.4	0	0	0	89	88	0
Slc25a17	35.4	0	0	0	88	89	0
Slc18a1	35.4	0	0	0	88	89	0
Slc10a7	35.4	0	0	0	88	89	0
Siglec15	35.4	0	0	0	80	97	0
Rbmxl1	35.4	0	0	0	88	89	0
Olfr873	35.4	0	177	0	0	0	0
Mettl9	35.4	0	0	0	89	88	0
Mark4	35.4	0	177	0	0	0	0
Exoc3l2	35.4	0	177	0	0	0	0
Capza1	35.4	0	0	0	89	88	0
Avpi1	35.4	0	0	0	88	89	0
Atp6v1b2	35.4	0	0	0	88	89	0
Apoa4	35.4	0	0	0	89	88	0
Thop1	35.2	0	0	0	88	88	0
Slc44a4	35.2	0	0	0	88	88	0
Sgk1	35.2	0	176	0	0	0	0
Pa2g4	35.2	0	0	0	88	88	0
Noc3l	35.2	0	0	0	88	88	0
Lyplal1	35.2	0	0	0	88	88	0
Fjx1	35.2	0	0	0	88	88	0
Fam178b	35.2	0	0	0	88	88	0
Erlin1	35.2	84	92	0	0	0	0
Cbx8	35.2	0	0	0	88	88	0
Atp5e	35.2	0	0	0	88	88	0
Art4	35.2	0	0	0	88	88	0
Vps52	35.0	0	0	0	88	87	0
Rps18	35.0	0	0	0	88	87	0
Rcn1	35.0	0	175	0	0	0	0
Rbm4	35.0	0	0	0	87	88	0
Raly	35.0	0	0	0	88	87	0
Marveld2	35.0	0	0	0	88	87	0
Lap3	35.0	0	175	0	0	0	0
Gucy1a2	35.0	0	175	0	0	0	0
Eif4a1	35.0	0	0	0	87	88	0
B3galt4	35.0	0	0	0	88	87	0
Pmch	34.8	0	0	0	87	87	0
Osbp	34.8	0	0	0	87	87	0
Marchf9	34.8	0	0	0	87	87	0
Jmjd7	34.8	0	0	0	87	87	0
Iqcc	34.8	0	0	0	88	86	0
Ddhd1	34.8	0	0	0	87	87	0
Dcdc2b	34.8	0	0	0	88	86	0
Cdk4	34.8	0	0	0	87	87	0
Ccn3	34.8	0	174	0	0	0	0
Ccdc28b	34.8	0	0	0	88	86	0
Bcas3	34.8	0	0	0	87	87	0
Abi2	34.8	0	0	0	87	87	0
Abi1	34.8	0	0	0	87	87	0
Smim12	34.6	0	0	0	86	87	0
Nop2	34.6	0	0	0	87	86	0
Map4k1	34.6	0	0	0	87	86	0
Map2k7	34.6	0	0	0	87	86	0
