Target_genes	Zfp57|Average	SRX10265156|ES_cells	SRX10265157|ES_cells	SRX1421936|ES_cells	SRX1421939|ES_cells	SRX14394947|ES_cells	SRX14394948|ES_cells	SRX14394949|ES_cells	SRX14394950|ES_cells	SRX1556082|ES_cells	SRX1556086|ES_cells	SRX1556090|ES_cells	SRX476210|ES_cells	SRX476211|ES_cells	SRX5140866|ES_cells	SRX5140867|ES_cells	SRX5140868|ES_cells	SRX5140869|ES_cells	SRX5140870|ES_cells	STRING
Ngf	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Mrto4	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Mphosph9	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Mdh2	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Mab21l1	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Igsf23	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Glrx3	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Gadd45g	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Fam171a2	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Evpl	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Emc1	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Efnb1	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Dmac2	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Dkk4	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Dap	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Csnk1a1	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Crip1	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Cnpy2	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Cep85	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Baz1a	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
B3gnt8	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Atp23	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Arhgap12	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Anp32e	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Angpt2	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
9830107B12Rik	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
2810006K23Rik	7.166667	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
Usp5	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Upk3a	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Tmem174	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Tmem119	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Tbrg4	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Tbc1d10c	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Tafa3	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Snai1	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Sirpa	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Shmt2	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Rgp1	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Pus1	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Ppm1j	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Plekha5	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Nipsnap2	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
N4bp2	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Me1	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Mcrs1	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Magi1	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Lamb2	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Klhl23	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Hrh4	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
Gm128	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Gba2	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Fstl1	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Flt3l	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Elovl6	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Ecsit	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Cdkn1b	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Cdca3	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Apln	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Adcyap1	7.111111	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Zfp90	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Zfp663	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Tlk1	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Stxbp2	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Srsf5	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Skor1	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Skiv2l	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Ppp4r3b	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Nxph4	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Nme6	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
Nfyb	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
Nelfe	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Mrpl21	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Map2k2	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Ldlr	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Irx4	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Ighmbp2	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Grk2	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Fn3k	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
D2hgdh	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Cdh8	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
B3gntl1	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Atp5j2	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Arhgap42	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Ak5	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
1700042G07Rik	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Yipf6	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Ugt1a10	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Treml4	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Tdpoz9	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Srrm4	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Srpk1	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Snrpd1	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Sigirr	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Sh2d1b2	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Septin1	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Rps7	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Rps6ka2	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Rem1	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Rbbp6	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Rac1	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Pira1	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Pigl	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Olfr901	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Olfr1381	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Odf1	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Ndst3	7.0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncor1	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Mtss2	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Mapre1	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Map7d2	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Krtap22-2	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Krt25	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Ifit3	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Hnrnpa2b1	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Gosr2	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Gm1123	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Gm10229	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Esrp2	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Dyrk1b	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Dnajc21	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Defb25	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Cyp2f2	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Chrm5	7.0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Cbx3	7.0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Zfp7	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Zfp658	6.944444	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
Usp35	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Trim75	6.944444	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
Tma7-ps	6.944444	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0
Syde1	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Spata9	6.944444	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
Smim7	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Sh3kbp1	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Scrt2	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Rnf11	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Rhbdf1	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Prok1	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Ppfibp1	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Mpg	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Krt40	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Kctd21	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Igfals	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
H60b	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Cdhr4	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Cacna1c	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Btg2	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
B3gat3	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Aldh1b1	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Akain1	6.944444	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
Zxdb	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Zfp626	6.888889	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
Zfp511	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Zfp281	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Usp30	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Ubqln4	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Tubgcp2	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Tppp3	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Tmem177	6.888889	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
Tbx3	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Tab2	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Slc41a1	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Slc2a5	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Nup54	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Miga1	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Lrrc15	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Lpin1	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Lamtor2	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Kcnj3	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Inpp5a	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Ifi202b	6.888889	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0
Hspa8	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Haus4	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Gm5148	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Fbxw7	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Erbb3	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Efna4	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Clip4	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Cdc37	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
B230219D22Rik	6.888889	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Trim63	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Tnfrsf1a	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Tesk1	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Smtn	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Scnn1a	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Rhof	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Rfx4	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Ptpn3	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Pold2	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Pias1	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Pcdhgc5	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Nxph3	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Kcnk18	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Irf9	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Igsf9b	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Ido2	6.833333	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gja4	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Faap24	6.833333	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
Eif4e2	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Bloc1s1	6.833333	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Zscan22	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Zfp973	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Zfp84	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Zfp433	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Zfp317	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Zfp109	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Yipf5	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Xrcc4	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Washc2	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Was	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Vmn2r6	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Upk1b	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Ubxn8	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Ttf2	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Ttf1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Ttc4	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Trpm7	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Trip4	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Trim26	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Tnrc18	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Tmem167	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Tma16	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Tlr12	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Timm8a1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Thumpd2	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Thnsl1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Tgoln2	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Tgoln1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Terb2	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Tcerg1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Srbd1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Spty2d1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Sox5	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Snrpg	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Snrpb2	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Sms	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Slc31a1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Scube3	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Rtn3	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Rfesd	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Rc3h2	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Rbm4b	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Rbm26	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Rars	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Rab17	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Pth	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Ppp1cb	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Ppbp	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Pomt1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Pknox2	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Phip	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Phf11b	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Pgrmc1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Pf4	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Pcf11	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Pcdh9	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Pbx1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Patl2	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Papss1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Oxnad1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Oscp1	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Olfr736	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Olfr658	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Olfr520	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Olfr44	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Olfr376	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Olfr220	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Olfr1386	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Olfr1154	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Nkapl	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Neil2	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Ndufb3	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Naa11	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Myl9	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Mucl3	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Mtrex	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Mtap	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Mrps18a	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Mpp6	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Mms22l	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Mid2	6.777778	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
