Target_genes	Bach1|Average	SRX7433236|ES_cells	SRX5508931|Lung_tumors	SRX5508932|Lung_tumors	SRX5508933|Lung_tumors	SRX5508934|Lung_tumors	SRX5508935|Lung_tumors	SRX5508936|Lung_tumors	SRX5508937|Lung_tumors	SRX1629384|M1	SRX2200548|Pro-B_cells	STRING
Klra7	11.7	0	0	0	0	0	0	0	0	117	0	0
Icam5	11.7	0	0	0	0	0	0	0	0	117	0	0
Icam4	11.7	0	0	0	0	0	0	0	0	117	0	0
Hmgxb4	11.7	0	0	0	0	0	0	0	0	117	0	0
Gnai2	11.7	0	0	0	0	0	0	0	0	117	0	0
Gm27021	11.7	0	0	0	0	0	0	0	0	117	0	0
Exoc3l	11.7	0	0	0	0	0	0	0	0	117	0	0
Esco2	11.7	0	0	0	0	0	0	0	0	117	0	0
Emc8	11.7	0	0	0	0	0	0	0	0	117	0	0
Elmo1	11.7	0	0	0	0	0	0	0	0	117	0	0
Elavl3	11.7	0	0	0	0	117	0	0	0	0	0	0
E2f4	11.7	0	0	0	0	0	0	0	0	117	0	0
Dok1	11.7	0	0	0	0	0	0	0	0	117	0	0
Dnaaf2	11.7	0	0	0	0	0	0	0	0	117	0	0
Dctn6	11.7	0	0	0	0	0	0	0	0	117	0	0
Dapp1	11.7	0	0	0	0	0	0	0	0	117	0	0
Csgalnact2	11.7	0	0	0	0	0	0	0	0	117	0	0
Cox4i1	11.7	0	0	0	0	0	0	0	0	117	0	0
Coil	11.7	0	0	0	0	0	0	0	0	117	0	0
Ccdc25	11.7	0	0	0	0	0	0	0	0	117	0	0
Capn1	11.7	0	0	0	0	0	0	0	0	117	0	0
Arrdc4	11.7	0	0	0	117	0	0	0	0	0	0	0
Arpc5l	11.7	0	0	0	0	0	0	0	0	117	0	0
Ap4m1	11.7	0	0	0	0	0	0	0	0	117	0	0
Aldh18a1	11.7	0	0	0	0	0	0	0	0	117	0	0
9430015G10Rik	11.7	0	0	0	0	0	0	0	0	117	0	0
6820408C15Rik	11.7	0	0	0	0	0	117	0	0	0	0	0
1110065P20Rik	11.7	0	0	0	0	0	0	0	0	117	0	0
Zfp654	11.6	0	0	0	0	0	0	0	0	116	0	0
Tsn	11.6	0	0	0	0	0	0	0	0	116	0	0
Tgif1	11.6	0	0	0	0	0	116	0	0	0	0	0
Strip1	11.6	0	0	0	0	0	0	0	0	116	0	0
Srp68	11.6	0	0	0	0	0	0	0	0	116	0	0
Srgap2	11.6	0	0	0	0	0	0	0	0	116	0	0
Slc50a1	11.6	0	0	0	0	0	0	0	0	116	0	0
Skp1	11.6	0	0	0	0	0	0	0	0	116	0	0
Sfxn1	11.6	0	0	0	0	0	0	0	0	116	0	0
Set	11.6	0	0	0	0	0	0	0	0	116	0	0
Rgs2	11.6	0	0	0	0	0	0	0	0	116	0	0
Plekhg3	11.6	0	0	0	0	0	0	0	0	116	0	0
Pikfyve	11.6	0	0	0	0	0	0	0	0	116	0	0
Pex16	11.6	0	0	0	0	0	0	0	0	116	0	0
Pdlim5	11.6	0	0	0	0	0	0	0	0	116	0	0
Olfr955	11.6	0	0	0	0	0	0	0	0	116	0	0
Nme4	11.6	0	0	0	0	0	0	0	0	116	0	0
Mr1	11.6	0	0	0	0	0	0	0	0	116	0	0
Met	11.6	0	0	0	0	0	116	0	0	0	0	0
Lyl1	11.6	0	0	0	0	0	0	0	0	116	0	0
Lrba	11.6	0	0	0	0	0	0	0	0	116	0	0
Large2	11.6	0	0	0	0	0	0	0	0	116	0	0
Irf1	11.6	0	0	0	0	0	0	0	0	116	0	0
Inpp5k	11.6	0	0	0	0	0	0	0	0	116	0	0
Gpr31b	11.6	0	0	0	0	0	0	0	0	116	0	0
Gabpa	11.6	0	0	0	0	0	0	0	0	116	0	0
Fbxl4	11.6	0	0	0	0	0	0	0	0	116	0	0
Fam72a	11.6	0	0	0	0	0	0	0	0	116	0	0
Eif4g3	11.6	0	0	0	0	0	0	0	0	116	0	0
Efna1	11.6	0	0	0	0	0	0	0	0	116	0	0
Cggbp1	11.6	0	0	0	0	0	0	0	0	116	0	0
Cfl1	11.6	0	0	0	0	0	0	0	0	116	0	0
Cep164	11.6	0	0	0	0	0	0	0	0	116	0	0
Cdc42	11.6	0	0	0	0	0	0	0	0	116	0	0
Cc2d1a	11.6	0	0	0	0	0	0	0	0	116	0	0
Bcl10	11.6	0	0	0	0	0	0	0	0	116	0	0
Atp5j	11.6	0	0	0	0	0	0	0	0	116	0	0
Arpc2	11.6	0	0	0	0	0	0	0	0	116	0	0
4930432K21Rik	11.6	0	0	0	0	0	0	0	0	116	0	0
Rabl3	11.5	0	0	0	0	0	0	0	0	115	0	0
Prpf4b	11.5	0	0	0	0	0	0	0	0	115	0	0
Prep	11.5	0	0	0	0	0	0	0	0	115	0	0
Ppp2r1b	11.5	0	0	0	0	0	0	0	0	115	0	0
Oaf	11.5	0	0	0	0	0	115	0	0	0	0	0
Kif18b	11.5	0	0	0	0	0	0	0	0	115	0	0
Hilpda	11.5	0	0	0	0	0	0	0	0	115	0	0
Gtf2e1	11.5	0	0	0	0	0	0	0	0	115	0	0
Gcc2	11.5	0	0	0	0	0	0	0	0	115	0	0
Emc7	11.5	0	0	0	0	0	0	0	0	115	0	0
Dnajc24	11.5	0	0	0	0	115	0	0	0	0	0	0
Depdc1a	11.5	0	0	0	0	0	0	0	0	115	0	0
Cx3cr1	11.5	0	0	0	0	0	0	0	0	115	0	0
Clptm1	11.5	0	115	0	0	0	0	0	0	0	0	0
Ccdc14	11.5	0	0	0	0	0	0	0	0	115	0	0
Avpi1	11.5	0	0	0	0	0	0	0	0	115	0	0
Zfp60	11.4	0	0	0	0	0	0	0	0	114	0	0
Zfp553	11.4	0	0	0	0	0	0	0	0	114	0	0
Utp23	11.4	0	0	0	0	0	0	0	0	114	0	0
Ubald1	11.4	0	0	0	0	0	0	0	0	114	0	0
Twf1	11.4	0	0	0	0	0	0	0	0	114	0	0
Trnt1	11.4	0	114	0	0	0	0	0	0	0	0	0
Stard3	11.4	0	0	0	0	0	0	0	0	114	0	0
St6gal1	11.4	0	0	0	0	0	0	0	0	114	0	0
Smim7	11.4	0	0	0	0	0	0	0	0	114	0	0
Osbpl9	11.4	0	0	0	0	0	0	0	0	114	0	0
Nob1	11.4	0	0	0	0	0	0	0	0	114	0	0
Nasp	11.4	0	0	0	0	0	0	0	0	114	0	0
Mex3b	11.4	0	0	0	0	0	0	0	0	114	0	0
Metrnl	11.4	0	0	0	0	0	0	0	0	114	0	0
Lnpep	11.4	0	0	0	0	0	0	0	0	114	0	0
Klra1	11.4	0	0	0	0	0	0	0	0	114	0	0
Ddb2	11.4	0	0	0	0	0	0	0	0	114	0	0
Cpsf6	11.4	0	0	0	0	0	0	0	0	114	0	0
Commd1	11.4	0	0	0	0	0	114	0	0	0	0	0
Ccdc86	11.4	0	0	0	0	0	0	0	0	114	0	0
B3galnt2	11.4	0	0	0	0	0	0	0	0	114	0	0
Arpc1b	11.4	0	0	0	0	0	0	0	0	114	0	0
Arih2	11.4	0	114	0	0	0	0	0	0	0	0	0
Aptx	11.4	0	0	0	0	0	0	0	0	114	0	0
Zswim9	11.3	0	0	0	0	0	0	0	0	113	0	0
Tsc22d1	11.3	0	0	0	0	0	0	0	0	113	0	0
Strn4	11.3	0	0	0	0	0	0	0	0	113	0	0
Stk35	11.3	0	0	0	113	0	0	0	0	0	0	0
Slirp	11.3	0	0	0	0	0	0	0	0	113	0	0
Rpl36al	11.3	0	0	0	0	0	0	0	0	113	0	0
Peak1	11.3	0	0	0	0	0	0	0	0	113	0	0
Pdp2	11.3	0	0	0	0	0	0	0	0	113	0	0
Otub1	11.3	0	0	0	0	0	0	0	0	113	0	0
Nrp	11.3	0	0	0	0	0	0	0	0	113	0	0
Nifk	11.3	0	0	0	0	0	0	0	0	113	0	0
Nat10	11.3	0	0	0	0	0	0	0	0	113	0	0
Mgat2	11.3	0	0	0	0	0	0	0	0	113	0	0
Lig1	11.3	0	0	0	0	0	0	0	0	113	0	0
Ldb1	11.3	0	0	0	0	0	0	0	0	113	0	0
Hmg20a	11.3	0	0	0	0	0	0	0	0	113	0	0
Gm12500	11.3	0	0	0	0	0	0	0	0	113	0	0
Fkrp	11.3	0	0	0	0	0	0	0	0	113	0	0
Fem1c	11.3	0	0	0	0	0	0	0	0	113	0	0
Fbxo48	11.3	0	0	0	0	0	0	0	0	113	0	0
Fancd2	11.3	0	0	0	0	0	0	0	0	113	0	0
Fam83d	11.3	0	0	0	0	0	0	0	0	113	0	0
Emc3	11.3	0	0	0	0	0	0	0	0	113	0	0
E430018J23Rik	11.3	0	0	0	0	0	0	0	0	113	0	0
Ddx1	11.3	0	0	0	113	0	0	0	0	0	0	0
Cd180	11.3	0	0	0	0	0	0	0	0	113	0	0
Ap2m1	11.3	0	0	0	0	0	0	0	0	113	0	0
Ampd2	11.3	0	0	0	0	0	0	0	0	113	0	0
Alkbh1	11.3	0	0	0	0	0	0	0	0	113	0	0
Ahdc1	11.3	0	0	0	0	0	0	0	0	113	0	0
Acat2	11.3	0	0	0	0	0	0	0	0	113	0	0
Abhd11	11.3	0	0	0	0	0	0	0	0	113	0	0
Uvssa	11.2	0	0	0	0	0	0	0	0	112	0	0
Twistnb	11.2	0	0	0	0	0	0	0	0	112	0	0
Ttc1	11.2	0	0	0	0	0	0	0	0	112	0	0
Tomm5	11.2	0	0	0	0	0	0	0	0	112	0	0
Swsap1	11.2	0	0	0	0	0	0	0	0	112	0	0
Shf	11.2	0	0	0	0	0	0	0	0	112	0	0
Rragb	11.2	0	0	0	112	0	0	0	0	0	0	0
Rpap2	11.2	0	0	0	0	0	0	0	0	112	0	0
Rbm12	11.2	0	0	0	0	0	0	0	0	112	0	0
Ppp3r1	11.2	0	0	0	0	0	0	0	0	112	0	0
Ppa1	11.2	0	0	0	0	0	0	0	0	112	0	0
Pmaip1	11.2	0	0	0	0	0	0	0	0	112	0	0
Pitpnb	11.2	0	0	0	0	0	0	0	0	112	0	0
Nutm1	11.2	0	112	0	0	0	0	0	0	0	0	0
Nabp1	11.2	0	0	0	0	0	0	0	0	112	0	0
Mphosph8	11.2	0	0	0	0	0	0	0	0	112	0	0
Metap1	11.2	0	0	0	0	0	0	0	0	112	0	0
Lrmp	11.2	0	0	0	0	0	0	0	0	112	0	0
Hint3	11.2	0	0	0	0	0	0	0	0	112	0	0
Gm38510	11.2	0	0	0	0	0	0	0	0	112	0	0
Glmn	11.2	0	0	0	0	0	0	0	0	112	0	0
G2e3	11.2	0	0	0	0	0	0	0	0	112	0	0
Ecsit	11.2	0	0	0	0	0	0	0	0	112	0	0
Dus2	11.2	0	0	0	0	0	0	0	0	112	0	0
Dhx15	11.2	0	0	0	0	0	0	0	0	112	0	0
Ddx28	11.2	0	0	0	0	0	0	0	0	112	0	0
Dapk3	11.2	0	0	0	0	0	0	0	0	112	0	0
Cpne1	11.2	0	0	0	0	0	0	0	0	112	0	0
Cox16	11.2	0	0	0	0	0	0	0	0	112	0	0
Cmas	11.2	0	112	0	0	0	0	0	0	0	0	0
Carhsp1	11.2	0	0	0	0	0	0	0	0	112	0	0
Adgre5	11.2	0	0	0	0	0	0	0	0	112	0	0
Wrap53	11.1	0	0	0	0	0	0	0	0	111	0	0
Whrn	11.1	0	0	0	0	0	0	0	0	111	0	0
Vrk1	11.1	0	0	0	0	0	0	0	0	111	0	0
Uqcrq	11.1	0	0	0	0	0	0	0	0	111	0	0
Trp53	11.1	0	0	0	0	0	0	0	0	111	0	0
Trmt1	11.1	0	0	0	0	0	0	0	0	111	0	0
Tmem214	11.1	0	0	0	0	0	0	0	0	111	0	0
Tedc1	11.1	0	0	0	0	0	0	0	0	111	0	0
Spg21	11.1	0	0	0	0	0	0	0	0	111	0	0
Spag4	11.1	0	0	0	0	0	0	0	0	111	0	0
Smim12	11.1	0	0	0	0	0	0	0	0	111	0	0
Slc35d1	11.1	0	0	0	0	0	0	0	0	111	0	0
Setd6	11.1	0	0	0	0	0	0	0	0	111	0	0
Sepsecs	11.1	0	0	0	0	0	0	0	0	111	0	0
Sec31a	11.1	0	0	0	0	0	0	0	0	111	0	0
Samd8	11.1	0	0	0	0	0	0	0	0	111	0	0
Rps15	11.1	0	0	0	0	0	0	0	0	111	0	0
Reps1	11.1	0	0	0	0	0	0	0	0	111	0	0
Rab3gap1	11.1	0	0	0	0	0	0	0	0	111	0	0
Ppp2ca	11.1	0	0	0	0	0	0	0	0	111	0	0
Nus1	11.1	0	0	0	0	0	0	0	0	111	0	0
Nop14	11.1	0	0	0	0	0	0	0	0	111	0	0
Ndufaf5	11.1	0	0	0	0	0	0	0	0	111	0	0
Nap1l4	11.1	0	0	0	0	0	0	0	0	111	0	0
Nacc1	11.1	0	0	0	0	0	0	0	0	111	0	0
Msl3	11.1	0	0	0	0	0	0	0	0	111	0	0
Mrps24	11.1	0	0	0	0	0	0	0	0	111	0	0
Mia3	11.1	0	0	0	0	0	0	0	0	111	0	0
Man1b1	11.1	0	0	0	0	0	0	0	0	111	0	0
Mamstr	11.1	0	0	0	0	0	0	0	0	111	0	0
Lrfn4	11.1	0	0	0	0	0	0	0	0	111	0	0
Lat	11.1	0	0	0	0	0	0	0	0	111	0	0
LOC114841036	11.1	0	0	0	0	0	0	0	0	111	0	0
Khk	11.1	0	0	0	0	0	0	0	0	111	0	0
Itga4	11.1	0	0	0	0	0	0	0	0	111	0	0
Gusb	11.1	0	0	0	0	0	0	0	0	111	0	0
Grk4	11.1	0	0	0	0	0	0	0	0	111	0	0
Gpat4	11.1	0	0	0	0	0	0	0	0	111	0	0
Gmps	11.1	0	0	0	0	0	0	0	0	111	0	0
Gdf9	11.1	0	0	0	0	0	0	0	0	111	0	0
Fkbp2	11.1	0	0	0	0	0	0	0	0	111	0	0
Esf1	11.1	0	0	0	0	0	0	0	0	111	0	0
Ero1a	11.1	0	0	0	0	0	111	0	0	0	0	0
Eif2s3x	11.1	0	0	0	0	0	0	0	0	111	0	0
E030018B13Rik	11.1	0	0	0	0	0	0	0	0	111	0	0
Dusp6	11.1	0	0	0	0	0	0	0	0	111	0	0
Dusp13	11.1	0	0	0	0	0	0	0	0	111	0	0
Dhrs4	11.1	0	0	0	0	0	0	0	0	111	0	0
Ddx19a	11.1	0	0	0	0	0	0	0	0	111	0	0
Cstf2	11.1	0	0	0	0	0	0	0	0	111	0	0
Crip1	11.1	0	0	0	0	0	0	0	0	111	0	0
Clp1	11.1	0	0	0	0	0	0	0	0	111	0	0
Ceacam18	11.1	0	0	0	0	0	0	0	0	111	0	0
Cdca8	11.1	0	0	0	0	0	0	0	0	111	0	0
Bfsp2	11.1	0	0	0	0	0	0	0	0	111	0	0
Apc2	11.1	0	0	0	0	0	0	0	0	111	0	0
Ankrd46	11.1	0	0	0	0	0	0	0	0	111	0	0
9930104L06Rik	11.1	0	0	0	0	0	0	0	0	111	0	0
Zfp740	11.0	0	0	0	0	0	0	0	0	110	0	0
Tut4	11.0	0	0	0	0	0	0	0	0	110	0	0
Tnrc6b	11.0	0	0	0	0	0	0	0	0	110	0	0
Sumo1	11.0	0	0	0	0	0	0	0	0	110	0	0
Sub1	11.0	0	0	0	0	0	0	0	0	110	0	0
Slc25a28	11.0	0	0	0	0	0	0	0	0	110	0	0
Preb	11.0	0	0	0	0	0	0	0	0	110	0	0
Mrnip	11.0	0	0	0	0	0	0	0	0	110	0	0
Klhl24	11.0	0	0	0	0	0	0	0	0	110	0	0
Ifngr1	11.0	0	0	0	0	0	0	0	0	110	0	0
Dtna	11.0	0	0	0	0	0	0	0	0	110	0	0
Csad	11.0	0	0	0	0	0	0	0	0	110	0	0
Chfr	11.0	0	0	0	0	0	0	0	0	110	0	0
Chd2	11.0	0	0	0	0	0	0	0	0	110	0	0
Cebpzos	11.0	0	0	0	0	0	0	0	0	110	0	0
Axl	11.0	0	0	0	0	110	0	0	0	0	0	0
4931414P19Rik	11.0	0	0	0	0	0	0	0	0	110	0	0
Yipf4	10.9	0	0	0	0	0	0	0	0	109	0	0
Yif1b	10.9	0	0	0	0	0	0	0	0	109	0	0
Ttc7	10.9	0	0	0	0	0	0	0	0	109	0	0
Tomm22	10.9	0	0	0	0	0	0	0	0	109	0	0
Tigar	10.9	0	0	0	0	0	0	0	0	109	0	0
Tecpr1	10.9	0	0	0	0	0	0	0	0	109	0	0
Sptssa	10.9	0	0	0	0	0	0	0	0	109	0	0
Snx17	10.9	0	0	0	0	0	0	0	0	109	0	0
Rcc1l	10.9	0	0	0	0	0	0	0	0	109	0	0
Rasgrp2	10.9	0	0	0	0	0	0	0	0	109	0	0
Primpol	10.9	0	0	0	0	0	0	0	0	109	0	0
Ppp1r12b	10.9	0	0	0	0	0	0	0	0	109	0	0
Pold2	10.9	0	0	0	0	0	0	0	0	109	0	0
Mfsd13a	10.9	0	0	0	0	0	0	0	0	109	0	0
Lmna	10.9	0	0	0	0	0	0	0	0	109	0	0
Fam53a	10.9	0	0	0	0	0	0	0	0	109	0	0
Exosc6	10.9	0	0	0	0	0	0	0	0	109	0	0
Eif3m	10.9	0	0	0	0	0	0	0	0	109	0	0
Eif2b4	10.9	0	0	0	0	0	0	0	0	109	0	0
E2f2	10.9	0	0	0	0	0	0	0	0	109	0	0
Dusp7	10.9	0	0	0	0	0	109	0	0	0	0	0
Cnot6l	10.9	0	0	0	0	0	0	0	0	109	0	0
Chaf1b	10.9	0	0	0	0	0	0	0	0	109	0	0
Cdc14a	10.9	0	0	0	0	0	0	0	0	109	0	0
Casp3	10.9	0	0	0	0	0	0	0	0	109	0	0
Borcs5	10.9	0	0	0	0	0	0	0	0	109	0	0
Appbp2	10.9	0	0	0	0	0	0	0	0	109	0	0
2310061I04Rik	10.9	0	0	0	0	0	0	0	0	109	0	0
Zcchc10	10.8	0	0	0	0	0	0	0	0	108	0	0
Ubr1	10.8	0	0	0	0	0	0	0	0	108	0	0
Sumo3	10.8	0	0	0	0	0	0	0	0	108	0	0
Snai3	10.8	0	0	0	0	0	108	0	0	0	0	0
Sf3b5	10.8	0	0	0	0	0	0	0	0	108	0	0
Prcc	10.8	0	0	0	0	0	0	0	0	108	0	0
Ppp1r10	10.8	0	0	0	0	0	0	0	0	108	0	0
Pdcd7	10.8	0	0	0	0	0	0	0	0	108	0	0
Pars2	10.8	0	0	0	0	0	0	0	0	108	0	0
Mrps18b	10.8	0	0	0	0	0	0	0	0	108	0	0
Lman2	10.8	0	0	0	0	0	0	0	0	108	0	0
Litaf	10.8	0	0	0	0	0	0	0	0	108	0	0
Irf2bp1	10.8	0	0	0	0	0	0	0	0	108	0	0
Hrh1	10.8	0	0	0	0	0	108	0	0	0	0	0
Fam13b	10.8	0	0	0	0	0	0	0	0	108	0	0
Fam118a	10.8	0	0	0	0	0	0	0	0	108	0	0
Dtx4	10.8	0	0	0	0	0	0	0	0	108	0	0
Def6	10.8	0	0	0	0	0	0	0	0	108	0	0
Ddx10	10.8	0	0	0	0	0	0	0	0	108	0	0
Cyb5r4	10.8	0	0	0	0	0	0	0	0	108	0	0
Cnot8	10.8	0	0	0	0	0	0	0	0	108	0	0
Cnot2	10.8	0	0	0	0	0	0	0	0	108	0	0
Ccdc43	10.8	0	0	0	0	0	0	0	0	108	0	0
Bnipl	10.8	0	0	0	0	0	0	0	0	108	0	0
Bckdhb	10.8	0	0	0	0	0	0	0	0	108	0	0
Ap3b1	10.8	0	0	0	0	0	0	0	0	108	0	0
Tspan2	10.7	0	0	0	0	0	0	0	0	107	0	0
Top2b	10.7	0	0	0	0	0	107	0	0	0	0	0
Tmem139	10.7	0	0	0	0	0	0	0	0	107	0	0
Taf9	10.7	0	0	0	0	0	0	0	0	107	0	0
Sprr2a3	10.7	0	107	0	0	0	0	0	0	0	0	0
Slc35f5	10.7	0	0	0	0	0	0	0	0	107	0	0
Slc30a9	10.7	0	0	0	0	0	0	0	0	107	0	0
Rnf14	10.7	0	0	0	0	0	0	0	0	107	0	0
Rad17	10.7	0	0	0	0	0	0	0	0	107	0	0
Ppp4c	10.7	0	0	0	0	0	0	0	0	107	0	0
Ncdn	10.7	0	0	0	0	0	0	0	0	107	0	0
Lrrc8a	10.7	0	0	0	0	0	0	0	0	107	0	0
Iqgap2	10.7	0	0	0	0	0	0	0	0	107	0	0
Flnb	10.7	0	0	0	0	0	0	0	0	107	0	0
Ddc	10.7	0	107	0	0	0	0	0	0	0	0	0
Cntrl	10.7	0	0	0	0	0	0	0	0	107	0	0
Ccdc88c	10.7	0	0	0	0	0	0	0	0	107	0	0
Casp2	10.7	0	0	0	0	0	0	0	0	107	0	0
Bloc1s6	10.7	0	0	0	0	0	0	0	0	107	0	0
Ak6	10.7	0	0	0	0	0	0	0	0	107	0	0
Ago3	10.7	0	0	0	0	0	0	0	0	107	0	0
Acsl5	10.7	0	0	0	0	0	0	0	0	107	0	0
AU040320	10.7	0	0	0	0	0	0	0	0	107	0	0
Zswim3	10.6	0	0	0	0	0	0	0	0	106	0	0
Zfp503	10.6	0	0	0	0	0	0	0	0	106	0	0
Uxs1	10.6	0	0	0	0	0	0	0	0	106	0	0
Uri1	10.6	0	0	0	0	0	0	0	0	106	0	0
Tubgcp6	10.6	0	0	0	0	0	0	0	0	106	0	0
Tm2d3	10.6	0	0	0	0	0	0	0	0	106	0	0
Sdcbp2	10.6	0	0	0	0	0	0	0	0	106	0	0
Rsph1	10.6	0	0	0	0	0	0	0	0	106	0	0
Rhbdd1	10.6	0	0	0	0	0	0	0	0	106	0	0
Pnisr	10.6	0	0	0	0	0	0	0	0	106	0	0
Pgp	10.6	0	0	0	0	0	0	0	0	106	0	0
Pgam1	10.6	0	0	0	0	0	0	0	0	106	0	0
Nadk2	10.6	0	0	0	0	0	0	0	0	106	0	0
Mtx2	10.6	0	0	0	0	0	0	0	0	106	0	0
Mbnl1	10.6	0	0	0	0	0	0	0	0	106	0	0
Kcnk4	10.6	0	0	0	0	0	106	0	0	0	0	0
Gpr137	10.6	0	0	0	0	0	106	0	0	0	0	0
Cep250	10.6	0	0	0	0	0	0	0	0	106	0	0
Ap1m1	10.6	0	0	0	0	0	0	0	0	106	0	0
Acot8	10.6	0	0	0	0	0	0	0	0	106	0	0
Ucp2	10.5	0	0	0	0	0	0	0	0	105	0	0
Tjp3	10.5	0	0	0	0	0	0	0	0	105	0	0
Tiparp	10.5	0	0	0	0	0	0	0	0	105	0	0
Spag6	10.5	0	0	0	0	0	0	0	0	105	0	0
Selenoi	10.5	0	0	0	0	0	0	0	0	105	0	0
Rpia	10.5	0	0	0	0	0	0	0	0	105	0	0
Rassf1	10.5	0	0	0	0	0	0	0	0	105	0	0
Prmt6	10.5	0	0	0	0	0	0	0	0	105	0	0
Nsmce4a	10.5	0	0	0	0	0	0	0	0	105	0	0
Ndufb1	10.5	0	0	0	0	0	0	0	0	105	0	0
Map4	10.5	0	0	0	0	0	0	0	0	105	0	0
Jmjd1c	10.5	0	0	0	0	0	0	0	0	105	0	0
Il12a	10.5	0	0	0	0	0	0	0	0	105	0	0
Dynll2	10.5	0	0	0	0	0	0	0	0	105	0	0
Dnajc3	10.5	0	0	0	0	0	0	0	0	105	0	0
Dhcr24	10.5	0	0	0	0	0	0	0	0	105	0	0
Ctnna3	10.5	0	105	0	0	0	0	0	0	0	0	0
Cpsf2	10.5	0	0	0	0	0	0	0	0	105	0	0
Capn5	10.5	0	0	0	0	0	0	0	0	105	0	0
Arhgap35	10.5	0	0	0	0	0	0	0	0	105	0	0
Ap1s1	10.5	0	0	0	0	0	0	0	0	105	0	0
Aldh9a1	10.5	0	0	0	0	0	0	0	0	105	0	0
3110082I17Rik	10.5	0	0	0	0	0	105	0	0	0	0	0
Xpc	10.4	0	0	0	0	0	0	0	0	104	0	0
Wars2	10.4	0	0	0	0	0	0	0	0	104	0	0
Usp10	10.4	0	0	0	0	0	0	0	0	104	0	0
Tmem11	10.4	0	0	0	0	0	0	0	0	104	0	0
Tbck	10.4	0	0	0	0	0	0	0	0	104	0	0
Plcxd2	10.4	0	0	0	0	0	0	0	0	104	0	0
Pigm	10.4	0	0	0	0	0	0	0	0	104	0	0
Pelo	10.4	0	0	0	0	0	0	0	0	104	0	0
Osbpl11	10.4	0	0	0	0	0	0	0	0	104	0	0
Nup43	10.4	0	0	0	0	0	0	0	0	104	0	0
Naa16	10.4	0	0	0	0	0	0	0	0	104	0	0
Mt1	10.4	0	0	0	0	0	0	0	0	104	0	0
Mfng	10.4	0	0	0	0	0	0	0	0	104	0	0
Lsm3	10.4	0	0	0	0	0	0	0	0	104	0	0
Kif2c	10.4	0	0	0	0	0	0	0	0	104	0	0
Hsph1	10.4	0	0	0	0	0	0	0	0	104	0	0
Gm5617	10.4	0	0	0	0	0	0	0	0	104	0	0
Emc4	10.4	0	0	104	0	0	0	0	0	0	0	0
Eea1	10.4	0	0	0	0	0	0	0	0	104	0	0
Cth	10.4	0	0	0	0	0	0	0	0	104	0	0
Cdca4	10.4	0	0	0	0	0	0	0	0	104	0	0
Cbx4	10.4	0	0	0	0	0	0	0	0	104	0	0
Aimp1	10.4	0	0	0	0	0	0	0	0	104	0	0
Zgrf1	10.3	0	0	0	0	0	0	0	0	103	0	0
Xndc1	10.3	0	0	0	0	0	0	0	0	103	0	0
Usf1	10.3	0	0	0	0	0	0	0	0	103	0	0
Uggt1	10.3	0	0	0	0	0	0	0	0	103	0	0
Trip13	10.3	0	0	0	0	0	0	0	0	103	0	0
Trim34a	10.3	0	0	0	0	0	0	0	0	103	0	0
Srp9	10.3	0	0	0	0	0	0	0	0	103	0	0
Snf8	10.3	0	0	0	0	0	0	0	0	103	0	0
Slc11a2	10.3	0	0	0	0	0	0	0	0	103	0	0
Sh3rf1	10.3	0	0	0	0	0	0	0	0	103	0	0
Rnf13	10.3	0	0	0	0	0	0	0	0	103	0	0
Rnf121	10.3	0	0	0	0	0	0	0	0	103	0	0
Rabep2	10.3	0	0	0	0	0	0	0	0	103	0	0
Qtrt2	10.3	0	0	0	0	0	0	0	0	103	0	0
Prc1	10.3	0	0	0	0	0	0	0	0	103	0	0
Pithd1	10.3	0	0	0	0	0	0	0	0	103	0	0
Nup205	10.3	0	0	0	0	0	0	0	0	103	0	0
Nufip1	10.3	0	0	0	0	0	0	0	0	103	0	0
Ntpcr	10.3	0	0	0	0	0	0	0	0	103	0	0
Nol10	10.3	0	0	0	0	0	0	0	0	103	0	0
Nek11	10.3	0	0	0	0	0	0	0	0	103	0	0
Ndufb7	10.3	0	0	0	0	0	0	0	0	103	0	0
N4bp3	10.3	0	0	0	0	0	0	0	0	103	0	0
Mios	10.3	0	0	0	0	0	0	0	0	103	0	0
Mcm3	10.3	0	0	0	0	0	0	0	0	103	0	0
Map4k1	10.3	0	0	0	0	103	0	0	0	0	0	0
Lmnb2	10.3	0	0	0	0	0	0	0	0	103	0	0
Ldah	10.3	0	0	0	0	0	0	0	0	103	0	0
Larp7	10.3	0	0	0	0	0	0	0	0	103	0	0
Lap3	10.3	0	0	0	0	0	0	0	0	103	0	0
Kansl3	10.3	0	0	0	0	0	0	103	0	0	0	0
Gpalpp1	10.3	0	0	0	0	0	0	0	0	103	0	0
Gadd45gip1	10.3	0	0	0	0	0	0	0	0	103	0	0
Fer1l5	10.3	0	0	0	0	0	0	103	0	0	0	0
Fcgr1	10.3	0	0	0	0	0	0	0	0	103	0	0
Erlin1	10.3	0	0	0	0	0	0	0	0	103	0	0
Eif3k	10.3	0	0	0	0	103	0	0	0	0	0	0
Dnaja1	10.3	0	0	0	0	0	0	0	0	103	0	0
Csrp1	10.3	0	0	0	0	0	0	0	0	103	0	0
Crtap	10.3	0	0	0	0	0	0	0	0	103	0	0
Crocc	10.3	0	0	0	0	0	0	0	0	103	0	0
Crcp	10.3	0	0	0	0	0	0	0	0	103	0	0
