Target_genes	Fos|Average	SRX10247302|ASZ001	SRX10247303|ASZ001	SRX671652|Cortical_neuron	SRX671653|Cortical_neuron	SRX671656|Cortical_neuron	SRX671657|Cortical_neuron	SRX671660|Cortical_neuron	SRX671661|Cortical_neuron	SRX671665|Cortical_neuron	SRX671666|Cortical_neuron	SRX671670|Cortical_neuron	SRX671673|Cortical_neuron	SRX671677|Cortical_neuron	SRX671680|Cortical_neuron	SRX2901285|Macrophages	SRX2901286|Macrophages	SRX2901287|Macrophages	SRX2901288|Macrophages	SRX2901289|Macrophages	SRX310209|Mast_Cells	SRX13792898|MEF	SRX13792899|MEF	SRX13792924|MEF	SRX13792925|MEF	SRX13792950|MEF	SRX13792951|MEF	SRX13792980|MEF	SRX13792981|MEF	SRX13792982|MEF	SRX1839213|MEF	SRX1839214|MEF	SRX1839215|MEF	SRX1839216|MEF	SRX1839217|MEF	SRX1839218|MEF	SRX1839269|MEF	SRX1839270|MEF	SRX2254725|Mesenchymal_stem_cells	SRX18326690|Microglia	SRX18326692|Microglia	SRX18326694|Microglia	SRX18326696|Microglia	SRX3730270|Trophoblast_stem_cells	SRX3730288|Trophoblast_stem_cells	STRING
Scyl2	17.477273	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	95	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	153	103	0	0	0	0
Lgr4	17.477273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	204	160	0	0	200	0
Acsl6	17.477273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	118	0	0	0	0	313	0	0	0	0	0	0	0	0
Utp14a	17.454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	251	144	147	0	0	0
Sec14l4	17.454545	0	0	0	0	178	154	0	0	0	144	142	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100a14	17.454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	0
Pter	17.454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	128	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0
Acta1	17.454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	253	175	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp583	17.431818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	310	235	0	0	0	0
Telo2	17.431818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	150	167	124	0	0	0
Rfc1	17.431818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	298	232	0	0	127	0
Ptx4	17.431818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	150	167	124	0	0	0
Ptar1	17.431818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	321	143	157	0	0	0
Laptm4b	17.431818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	80	89	130	0	0	0
2210010C04Rik	17.431818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	136	133	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0
Rnf223	17.409091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	389	0
Ranbp3l	17.409091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	188	0	0	0	0	386	0	0	0	0	0	0	0	0
Ceacam18	17.409091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	267	0	152	0	0	0
Tmem17	17.386364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	127	251	155	141	0	0	0
Nr0b2	17.386364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	194	185	211	0	0	0
Mpig6b	17.386364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	128	96	0	109	0
Ly6g6c	17.386364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	128	96	0	109	0
Crppa	17.386364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	116	233	0	0	0	0	0	161	80	0	0	0	0	0	0	0	0	0	0	0	0
Cox6a1	17.386364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	206	269	173	0	0	0
Ccdc89	17.386364	0	0	0	0	0	0	0	0	0	0	0	232	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	142	0	0	0	0
Asnsd1	17.386364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	160	260	194	0	0	0
Asdurf	17.386364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	160	260	194	0	0	0
Zmynd19	17.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	254	244	118	0	0	0
Tm7sf3	17.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	335	178	98	0	0	0
Etv3l	17.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	121	0	0	282	0	0	140	0	0	0	0	0	0	0	0	0	0	0	109	0
Col1a1	17.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	180	0	116	0	0	0	0	180	0	0	0	0	0	0	0	0
Chaf1b	17.363636	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	104	176	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	121	0	0	0
9530068E07Rik	17.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	66	0	107	171	178	0	0	0	0
R3hcc1	17.340909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	128	120	0	0	237	0
Dbf4	17.340909	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	249	113	0	0	172	0
R3hdm4	17.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	116	149	135	0	233	0
Kiss1r	17.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	116	149	135	0	233	0
Exosc2	17.318182	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	135	87	165	0	0	0	0
Ddit4l	17.318182	0	0	0	0	247	143	0	0	94	90	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmpk2	17.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	234	0	0	0	0	0	136	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp45	17.295455	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	139	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	142	0	0	0	0
Rpl37a	17.295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	311	230	140	0	0	0
Map3k13	17.295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	168	0	0	94	120	0	0	0	151	0	0	0	0	0	0	0	0
Ing2	17.295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	113	140	133	119	0	0	0
Gmppb	17.295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	210	189	157	0	0	0
Cars2	17.295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	199	140	130	0	158	0
Scand1	17.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	210	200	177	0	0	0
Prmt2	17.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	198	150	0	0	0
Lancl2	17.272727	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	113	157	0	217	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc3a	17.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	141	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	73	152	0	0	0	0
Cwf19l1	17.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	239	194	152	0	0	0
Cnbd2	17.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	210	200	177	0	0	0
Chfr	17.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	224	306	81	0	0	0
Alpk2	17.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0
Ugcg	17.25	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	204	174	0	0	0	0
Sfswap	17.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	77	239	214	0	0	0	0
Kitl	17.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0
Clec4e	17.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	199	288	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp53	17.227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	177	109	236	155	0	0	0
Mmp12	17.227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	264	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Gga2	17.227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	164	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0
Cda	17.227273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	623	0
Sub1	17.204545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	94	0	0	107	0	0	0	0	0	0	0	0	0	0	0	167	117	0	0	0
Pdf	17.204545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	277	239	104	0	0	0
Mrps35	17.204545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	191	177	0	0	154	0
Igfbp3	17.204545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757	0
Fam160b2	17.204545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	151	149	130	0	0	0
Col3a1	17.204545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	207	0	0	0	167	0	0	0	156	0	0	0	0	0	0	0	0
Atp10a	17.204545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	149	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	146	0	0	0	0	0	0	171	0
Sem1	17.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	148	139	127	0	0	0
Paqr5	17.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	160	0	0	0	0	0	0	0	0	0	0	160	0	0	0	136	0	0	0	151	0	0	0	0	0	0	0	0
Mrgprd	17.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	106	0	0	162	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0
Mapt	17.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	173	231	209	0	0	0
Ankrd22	17.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	484	0
Trp53i11	17.159091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	196	118	0	0	291	0
Tmem9b	17.159091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	114	250	132	97	0	0	0
Senp7	17.159091	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	220	121	150	0	0	0
Olfr212	17.159091	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp2	17.159091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	292	0	0	0	256	0	0	0	0	0	0	0	0
Gm8439	17.159091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	156	108	124	0	240	0
Fen1	17.159091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	200	112	0	0	0
Rfx7	17.136364	0	0	0	0	0	0	0	0	0	0	183	209	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	136	0	0	0	0	0
Kdelr3	17.136364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	136	0	0	0	0	0	0	402	0
Gm10142	17.136364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	286	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0
Fads1	17.136364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	186	241	109	0	0	0
Cdk16	17.136364	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	83	97	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	80	0	0	113	0	124	0	0	0
Zfhx2	17.113636	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	121	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	191	93	0	0	0
Uros	17.113636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	165	225	146	140	0	0	0
Phlpp1	17.113636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	117	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	283	179	0	0	0	0
Ift81	17.113636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	165	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	108	176	0	0	0	0
Bccip	17.113636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	165	225	146	140	0	0	0
Tapbpl	17.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	158	208	112	0	0	0
Pou5f1	17.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	451	0
Hbb-bt	17.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	227	0	0	0	0	0	0	0	0
Hbb-b2	17.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	227	0	0	0	0	0	0	0	0
Acsf2	17.090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	102	0	0	529	0
Tmem216	17.068182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	278	188	176	0	0	0
Nupr1l	17.068182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	256	119	168	0	0	0
Endod1	17.068182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	135	0	0	292	0
Btf3	17.068182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	128	0	0	0	0	0	0	0	0	0	118	197	184	0	0	0	0
H2bu2	17.045455	0	0	138	0	0	0	0	0	0	0	115	98	106	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0
Gtf3c1	17.045455	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	244	134	88	0	0	0
Fbxo28	17.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	259	255	149	0	0	0
D430042O09Rik	17.045455	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	244	134	88	0	0	0
Ccnq	17.045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	241	181	0	0	220	0
Prpf4b	17.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	272	180	202	0	0	0
Mageb3	17.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	225	215	154	0	0	0
Hdhd3	17.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	115	0	0	176	0
Ctdspl2	17.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	225	215	154	0	0	0
Atrip	17.022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	213	193	112	0	0	0
Sf3b6	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	320	177	127	0	0	0
Rrp7a	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	123	186	217	119	0	0	0
Ppp4r1	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	123	0	0	0	0	0	0	0	78	0	0	141	170	0	0	164	0
Ubox5	16.977273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	268	149	133	0	0	0
Rps6kc1	16.977273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	194	207	0	0	0	0
Ndufc1	16.977273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	245	155	195	0	0	0
Fry	16.977273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	305	176	126	0	0	0
Fastkd5	16.977273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	268	149	133	0	0	0
Zfp874b	16.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	106	129	150	70	0	0	0
Gsdme	16.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	204	97	0	0	0
Cmah	16.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	0
Cd27	16.954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	116	198	136	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl35	16.931818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	255	220	0	0	0	0
Pga5	16.931818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	159	0	0	324	0
Pam16	16.931818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	233	266	130	0	0	0
Krt84	16.931818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	159	0	0	168	0	0	124	0	0	0	0	76	0	0	0	0	0	0	0	0
Gm9573	16.931818	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	129	203	0	0	0	0	0	0	0	0	0	0	0	0	0	143	131	0	0	0	0	0	0	0	0	0	0	0	0
Tymp	16.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	238	143	219	0	0	0
Sco2	16.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	238	143	219	0	0	0
Riox1	16.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	227	187	126	0	0	0
Lipa	16.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	201	120	0	0	0	0
Huwe1	16.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	262	160	140	0	0	0
