Target_genes	Fosl1|Average	SRX142533|C2C12	SRX2396480|MEF	SRX2396481|MEF	SRX2396482|MEF	SRX6437838|Pancreatic_adenocarcinoma	STRING
Rgs3	45.2	0	116	0	110	0	0
Rfc1	45.2	0	0	0	226	0	0
Lrba	45.2	0	0	0	147	79	0
Idi2	45.2	0	92	0	134	0	0
Hnrnpa0	45.2	0	0	0	133	93	0
Heatr5a	45.2	0	0	0	226	0	0
Golt1a	45.2	0	0	0	0	226	0
Gm13276	45.2	0	0	0	0	226	0
Elac1	45.2	0	226	0	0	0	0
Efcab11	45.2	0	0	0	226	0	0
Dhx34	45.2	0	0	0	0	226	0
Coq2	45.2	0	0	0	0	226	0
Brd3os	45.2	0	0	0	226	0	0
Yod1	45.0	0	135	0	0	90	0
Vps11	45.0	0	0	0	225	0	0
Tspan2	45.0	0	0	0	153	72	0
Tomm6	45.0	0	0	0	87	138	0
Tmem143	45.0	0	0	0	152	73	0
Tcaf1	45.0	0	0	0	123	102	0
Syngr4	45.0	0	0	0	152	73	0
Srp54a	45.0	0	0	0	79	146	0
Serpina11	45.0	0	0	117	108	0	0
Rfc3	45.0	0	0	0	0	225	0
Poc1b	45.0	0	0	0	95	130	0
Olfr633	45.0	0	0	0	0	225	0
Olfr557	45.0	0	0	0	0	225	0
Ogfod2	45.0	0	117	0	108	0	0
Niban3	45.0	0	0	0	0	225	0
Kcnq5	45.0	0	0	0	91	134	0
Gm5767	45.0	0	0	0	225	0	0
Galnt4	45.0	0	0	0	95	130	0
Fkbp9	45.0	0	0	0	225	0	0
Arl6ip4	45.0	0	117	0	108	0	0
Arap3	45.0	0	137	0	0	88	0
Abi2	45.0	0	0	0	225	0	0
Ttc32	44.8	0	100	0	0	124	0
Tnfsf18	44.8	0	224	0	0	0	0
Supv3l1	44.8	0	0	0	99	125	0
Slc28a1	44.8	0	224	0	0	0	0
Prkd2	44.8	0	224	0	0	0	0
Pdgfrl	44.8	0	224	0	0	0	0
Olfr1390	44.8	0	224	0	0	0	0
Nrbp2	44.8	0	0	0	224	0	0
Mmp23	44.8	0	224	0	0	0	0
Letmd1	44.8	0	0	0	224	0	0
Kcnk10	44.8	0	224	0	0	0	0
Itgb6	44.8	0	224	0	0	0	0
Havcr1	44.8	0	224	0	0	0	0
Ddx3y	44.8	0	224	0	0	0	0
Aass	44.8	0	125	99	0	0	0
Tcea2	44.6	0	0	0	0	223	0
Slc13a4	44.6	0	117	0	106	0	0
Rtn2	44.6	0	0	0	223	0	0
Prima1	44.6	0	0	108	115	0	0
Ppm1n	44.6	0	0	0	223	0	0
Pon3	44.6	0	223	0	0	0	0
Polr2d	44.6	0	0	0	136	87	0
Dmwd	44.6	0	0	0	223	0	0
Defb20	44.6	114	109	0	0	0	0
Dcbld2	44.6	0	0	0	113	110	0
Coq8a	44.6	0	223	0	0	0	0
Cep350	44.6	0	0	0	123	100	0
Alk	44.6	0	0	0	0	223	0
Zfp660	44.4	0	0	0	222	0	0
Ubxn6	44.4	0	0	0	222	0	0
Ubap2	44.4	0	0	0	222	0	0
Tpst1	44.4	0	222	0	0	0	0
Tbl1xr1	44.4	0	0	0	113	109	0
Sct	44.4	0	0	0	0	222	0
Olfr1396	44.4	0	0	0	0	222	0
Hoxc12	44.4	0	0	0	222	0	0
Hdgfl2	44.4	0	0	0	222	0	0
Gapdhs	44.4	0	0	0	0	222	0
Cdhr5	44.4	0	0	0	0	222	0
Bclaf1	44.4	0	0	0	152	70	0
Ankle1	44.4	0	0	0	0	222	0
Znrf2	44.2	0	141	0	80	0	0
Txndc5	44.2	0	0	0	221	0	0
Tram1	44.2	0	0	0	0	221	0
Tex30	44.2	0	0	0	112	109	0
Sart1	44.2	0	0	0	119	102	0
Nup43	44.2	0	0	0	221	0	0
Eif4g2	44.2	0	0	0	144	77	0
Aspscr1	44.2	0	0	0	221	0	0
Ankrd44	44.2	0	221	0	0	0	0
2610001J05Rik	44.2	0	0	0	0	221	0
2310011J03Rik	44.2	0	0	0	221	0	0
Ushbp1	44.0	0	0	0	220	0	0
Septin12	44.0	0	0	0	220	0	0
Sema3e	44.0	0	0	0	68	152	0
Pon2	44.0	0	110	0	110	0	0
Kcna4	44.0	0	0	0	220	0	0
Gm14296	44.0	0	0	0	220	0	0
Fam169b	44.0	0	220	0	0	0	0
Eml6	44.0	0	142	0	0	78	0
Cwc22	44.0	0	101	0	0	119	0
Ccsap	44.0	0	0	0	220	0	0
Cacna1s	44.0	0	117	0	0	103	0
Babam1	44.0	0	0	0	220	0	0
Ascl5	44.0	0	117	0	0	103	0
4930486L24Rik	44.0	0	0	0	220	0	0
2210418O10Rik	44.0	0	0	0	220	0	0
Zfp781	43.8	0	125	0	0	94	0
Usp30	43.8	0	0	0	0	219	0
Tgfb1	43.8	0	0	0	127	92	0
Slc25a20	43.8	0	0	0	149	70	0
Gm3055	43.8	0	125	0	0	94	0
Fbxw2	43.8	0	0	0	88	131	0
Dact1	43.8	0	100	0	119	0	0
Cndp1	43.8	0	0	0	0	219	0
Chl1	43.8	0	0	0	219	0	0
Bend3	43.8	0	0	120	99	0	0
Ak4	43.8	0	0	0	219	0	0
Acnat1	43.8	0	0	0	0	219	0
Txnrd3	43.6	0	0	0	218	0	0
Trpm2	43.6	0	0	0	0	218	0
Trp53bp2	43.6	0	0	0	218	0	0
Tmub2	43.6	0	0	0	0	218	0
Tbca	43.6	0	0	0	218	0	0
Srsf12	43.6	0	0	0	218	0	0
Rpl7l1	43.6	0	0	0	0	218	0
Pla2g4a	43.6	0	218	0	0	0	0
Pde6b	43.6	218	0	0	0	0	0
Morc4	43.6	0	0	0	0	218	0
Map2	43.6	0	0	0	0	218	0
Hsdl2	43.6	0	0	0	218	0	0
Ctsb	43.6	0	0	0	218	0	0
Cmtr2	43.6	0	0	0	218	0	0
BC016579	43.6	0	0	0	0	218	0
Atxn7	43.6	0	85	0	133	0	0
Zfp85	43.4	0	109	0	108	0	0
Stx12	43.4	0	0	0	217	0	0
Mrps31	43.4	0	0	0	0	217	0
Map4k3	43.4	0	0	0	217	0	0
Lipa	43.4	0	0	0	113	104	0
Iqsec1	43.4	0	0	0	217	0	0
Hcn1	43.4	0	0	0	0	217	0
Gulp1	43.4	0	112	0	105	0	0
Gprasp2	43.4	0	0	0	0	217	0
Capn1	43.4	0	0	0	217	0	0
Asah2	43.4	0	0	0	217	0	0
Alkal1	43.4	0	134	0	83	0	0
2610318N02Rik	43.4	0	0	0	0	217	0
1600014C23Rik	43.4	0	0	0	0	217	0
Zfp445	43.2	0	125	0	0	91	0
Tasor2	43.2	0	109	0	0	107	0
Slc33a1	43.2	0	0	0	0	216	0
Sectm1b	43.2	0	0	0	0	216	0
Ppp2r5a	43.2	0	111	0	0	105	0
Ppp1r7	43.2	0	0	0	0	216	0
Pask	43.2	0	0	0	0	216	0
Ffar4	43.2	0	0	0	0	216	0
Cnep1r1	43.2	0	0	0	216	0	0
Zfp59	43.0	0	0	0	215	0	0
Ucma	43.0	0	215	0	0	0	0
Trp53i13	43.0	0	0	0	215	0	0
Tmed5	43.0	0	98	0	117	0	0
Thrsp	43.0	0	215	0	0	0	0
Slc41a1	43.0	0	0	0	144	71	0
S100g	43.0	0	215	0	0	0	0
Rnf130	43.0	0	0	0	215	0	0
Olfr651	43.0	0	0	215	0	0	0
Nmd3	43.0	0	0	215	0	0	0
Misp3	43.0	0	0	0	0	215	0
Lhfp	43.0	0	0	0	215	0	0
Kcnk3	43.0	0	215	0	0	0	0
Igsf11	43.0	0	215	0	0	0	0
Gpr68	43.0	0	215	0	0	0	0
Gm4832	43.0	0	215	0	0	0	0
Galnt11	43.0	0	215	0	0	0	0
Enc1	43.0	0	0	0	81	134	0
Dnah3	43.0	0	0	0	215	0	0
Ccdc18	43.0	0	98	0	117	0	0
Carm1	43.0	0	0	0	131	84	0
Brip1	43.0	0	0	0	139	76	0
Abhd15	43.0	0	0	0	215	0	0
A430005L14Rik	43.0	0	82	0	133	0	0
Usp13	42.8	0	214	0	0	0	0
Uros	42.8	0	0	0	214	0	0
Trpc1	42.8	0	0	0	214	0	0
Spats1	42.8	0	0	0	214	0	0
Sgsm3	42.8	0	214	0	0	0	0
Rps10	42.8	0	214	0	0	0	0
Rnf34	42.8	0	0	0	108	106	0
Klhl22	42.8	0	0	0	134	80	0
Fbxw9	42.8	0	0	0	214	0	0
Clpx	42.8	0	105	0	109	0	0
Bccip	42.8	0	0	0	214	0	0
Baiap2l2	42.8	0	0	0	0	214	0
Zfp961	42.6	0	134	0	0	79	0
Zfp606	42.6	0	0	0	147	66	0
Ube2j1	42.6	0	108	0	105	0	0
Smg8	42.6	0	0	0	0	213	0
Smap2	42.6	0	0	0	213	0	0
Rock1	42.6	0	0	0	213	0	0
Pbx1	42.6	121	0	0	92	0	0
Nkiras2	42.6	0	0	0	143	70	0
Kank1	42.6	0	0	0	0	213	0
H2-T24	42.6	0	0	0	99	114	0
Gps2	42.6	0	0	0	82	131	0
Fbxo21	42.6	0	0	0	213	0	0
Dnajc7	42.6	0	0	0	143	70	0
Ctcf	42.6	0	213	0	0	0	0
Chst4	42.6	0	213	0	0	0	0
Cebpg	42.6	0	0	0	213	0	0
Zfp110	42.4	0	0	0	122	90	0
Tsc2	42.4	0	0	0	83	129	0
Tppp3	42.4	0	0	0	212	0	0
Tox	42.4	0	0	0	91	121	0
Snupn	42.4	0	0	0	212	0	0
Rhox4d	42.4	0	0	0	0	212	0
Ppcdc	42.4	0	0	0	83	129	0
Nthl1	42.4	0	0	0	83	129	0
Ncoa3	42.4	0	0	0	212	0	0
Mtbp	42.4	0	0	0	0	212	0
Mrpl13	42.4	0	0	0	0	212	0
Manbal	42.4	0	0	0	0	212	0
Fam120b	42.4	0	0	0	113	99	0
Dpp3	42.4	0	0	0	212	0	0
Bambi	42.4	0	0	0	212	0	0
Arhgap33	42.4	0	0	0	212	0	0
1700012B09Rik	42.4	212	0	0	0	0	0
Vwa3b	42.2	0	0	0	211	0	0
Unc93b1	42.2	0	0	0	211	0	0
Rnpepl1	42.2	0	112	0	0	99	0
Mt1	42.2	0	110	0	0	101	0
Kif5c	42.2	0	0	0	211	0	0
Hnrnph1	42.2	0	0	0	136	75	0
Fxr2	42.2	0	112	0	0	99	0
Fam53a	42.2	0	0	0	107	104	0
Eefsec	42.2	0	0	0	83	128	0
Zcchc8	42.0	0	0	0	89	121	0
Wdhd1	42.0	0	0	0	210	0	0
Trim34a	42.0	0	0	0	210	0	0
Tdp2	42.0	0	97	0	113	0	0
Svs3a	42.0	0	0	0	210	0	0
Spcs1	42.0	0	0	0	210	0	0
Socs4	42.0	0	0	0	210	0	0
Slc25a15	42.0	0	0	0	210	0	0
Serp1	42.0	0	0	0	95	115	0
Rps6ka2	42.0	0	0	0	210	0	0
Rpl11	42.0	0	0	0	0	210	0
Prdx4	42.0	0	0	0	210	0	0
Plac8l1	42.0	0	0	0	210	0	0
Ogfrl1	42.0	0	0	0	210	0	0
Ncdn	42.0	0	99	0	111	0	0
Krt10	42.0	0	0	0	0	210	0
Gm3238	42.0	0	0	0	210	0	0
Glt8d1	42.0	0	0	0	210	0	0
Gatad1	42.0	0	0	0	83	127	0
Gabpb1	42.0	0	117	0	0	93	0
Fam81a	42.0	0	0	0	210	0	0
Eif2a	42.0	0	0	0	95	115	0
Caml	42.0	0	0	0	114	96	0
C2cd4c	42.0	0	0	0	210	0	0
Acot13	42.0	0	97	0	113	0	0
AU040320	42.0	0	99	0	111	0	0
1700034J05Rik	42.0	0	0	0	210	0	0
Zdhhc7	41.8	0	209	0	0	0	0
Ubac2	41.8	0	0	0	209	0	0
Slc37a2	41.8	0	0	0	209	0	0
S100b	41.8	0	0	0	209	0	0
Rgl2	41.8	0	0	0	0	209	0
Ranbp3	41.8	0	0	0	0	209	0
Pithd1	41.8	0	0	0	209	0	0
Pin1	41.8	0	0	0	100	109	0
Pacsin3	41.8	0	117	0	0	92	0
Nip7	41.8	0	0	0	105	104	0
Dzip1l	41.8	0	0	0	209	0	0
Col5a2	41.8	0	0	0	209	0	0
Cog8	41.8	0	0	0	105	104	0
Cbx8	41.8	0	0	0	99	110	0
2310033P09Rik	41.8	0	0	0	102	107	0
Zfp719	41.6	0	87	0	121	0	0
Uchl1	41.6	0	0	0	208	0	0
Ube2ql1	41.6	0	0	0	0	208	0
Ttbk2	41.6	0	0	0	100	108	0
Srsf9	41.6	0	0	0	208	0	0
Slc22a5	41.6	0	0	0	208	0	0
Sh3rf1	41.6	0	0	0	208	0	0
Serpina1c	41.6	0	0	100	108	0	0
Scand1	41.6	0	129	0	0	79	0
Rilpl2	41.6	0	0	0	0	208	0
Pdlim4	41.6	0	0	0	208	0	0
Pcyt2	41.6	0	0	0	208	0	0
Mrps35	41.6	0	0	0	0	208	0
Mrpl45	41.6	0	0	0	208	0	0
Fbrs	41.6	0	0	0	208	0	0
Def8	41.6	0	99	0	0	109	0
Ddost	41.6	0	0	0	0	208	0
Cyb5b	41.6	0	0	0	97	111	0
Cnbd2	41.6	0	129	0	0	79	0
Chsy3	41.6	0	0	0	208	0	0
Aldh18a1	41.6	0	74	0	134	0	0
Vinac1	41.4	0	0	0	207	0	0
Ttl	41.4	0	0	0	207	0	0
Tmem41a	41.4	0	0	0	207	0	0
Ssr4	41.4	0	0	0	134	73	0
Sf3b4	41.4	0	0	0	207	0	0
Mrpl27	41.4	0	0	0	0	207	0
Matn2	41.4	0	0	0	112	95	0
Idh3g	41.4	0	0	0	134	73	0
Enpp5	41.4	0	0	0	0	207	0
Eme1	41.4	0	0	0	0	207	0
Cep295nl	41.4	0	207	0	0	0	0
Bin1	41.4	0	125	0	82	0	0
Vps13b	41.2	0	0	0	0	206	0
Tut7	41.2	0	0	0	125	81	0
Slc35b3	41.2	0	0	0	0	206	0
Pomt2	41.2	0	0	0	118	88	0
Pola1	41.2	0	117	0	0	89	0
Olfr1410	41.2	0	0	0	0	206	0
Nudt17	41.2	0	0	0	0	206	0
Mrps18a	41.2	0	93	0	0	113	0
Kras	41.2	0	0	0	206	0	0
Gjb2	41.2	0	0	0	0	206	0
Ctu1	41.2	0	0	0	0	206	0
Znrd2	41.0	0	0	77	128	0	0
Zfp319	41.0	0	0	0	120	85	0
Zfp184	41.0	0	93	0	0	112	0
Zfand6	41.0	0	0	0	205	0	0
Xcr1	41.0	0	205	0	0	0	0
Usb1	41.0	0	0	0	120	85	0
Slc38a10	41.0	0	0	0	109	96	0
Slc1a6	41.0	0	205	0	0	0	0
Rtbdn	41.0	0	205	0	0	0	0
Rpl37a	41.0	0	94	0	0	111	0
Rpl34-ps1	41.0	0	0	0	0	205	0
Rpl34	41.0	0	0	0	0	205	0
Men1	41.0	0	205	0	0	0	0
Mcm3	41.0	0	0	0	0	205	0
Lpar5	41.0	0	0	0	0	205	0
Kcnh4	41.0	0	205	0	0	0	0
Hsd17b14	41.0	0	0	0	0	205	0
Hcrt	41.0	0	205	0	0	0	0
H2-Ea	41.0	0	0	205	0	0	0
Grpel2	41.0	0	0	0	78	127	0
Grhpr	41.0	0	205	0	0	0	0
Gins2	41.0	0	0	0	205	0	0
Eif2b3	41.0	0	205	0	0	0	0
Dio2	41.0	0	0	0	0	205	0
Arhgap20	41.0	0	0	0	205	0	0
Uso1	40.8	0	0	0	115	89	0
Tsnax	40.8	0	58	0	0	146	0
Spsb4	40.8	0	0	0	204	0	0
Slc30a3	40.8	0	204	0	0	0	0
Serpinb6b	40.8	0	125	0	0	79	0
Rbm42	40.8	0	0	0	0	204	0
Pcsk1n	40.8	0	0	0	0	204	0
Micu3	40.8	0	131	0	0	73	0
Gm2a	40.8	0	0	0	204	0	0
Eid2b	40.8	0	0	0	0	204	0
Chrna10	40.8	0	204	0	0	0	0
Arid4a	40.8	0	116	0	0	88	0
AA467197	40.8	0	0	0	0	204	0
Zfp994	40.6	0	0	0	0	203	0
Zfp787	40.6	0	0	0	103	100	0
Zfp458	40.6	0	142	0	0	61	0
Ttc26	40.6	0	0	0	0	203	0
Steap2	40.6	0	203	0	0	0	0
Sec61a1	40.6	0	0	0	0	203	0
Rell1	40.6	0	0	0	203	0	0
Plk1	40.6	0	0	0	203	0	0
Pibf1	40.6	0	109	0	0	94	0
Pde7a	40.6	0	203	0	0	0	0
P4hb	40.6	0	0	0	108	95	0
Mllt6	40.6	0	0	0	203	0	0
Hkdc1	40.6	0	0	0	0	203	0
H3c4	40.6	0	119	0	84	0	0
H2bc8	40.6	0	119	0	84	0	0
H2bc7	40.6	0	119	0	84	0	0
H2ac8	40.6	0	119	0	84	0	0
H2ac7	40.6	0	119	0	84	0	0
Gm7030	40.6	0	0	203	0	0	0
Dis3	40.6	0	109	0	0	94	0
Crnkl1	40.6	0	109	0	0	94	0
Chaf1b	40.6	0	71	0	132	0	0
Cfap61	40.6	0	109	0	0	94	0
Ccdc14	40.6	0	0	0	203	0	0
Asgr1	40.6	0	0	0	0	203	0
2700081O15Rik	40.6	0	0	0	203	0	0
Vapb	40.4	0	0	0	202	0	0
Tsc22d2	40.4	0	91	111	0	0	0
Polr1e	40.4	0	0	0	202	0	0
Mxra7	40.4	0	202	0	0	0	0
Klrc1	40.4	0	0	0	0	202	0
Bbs7	40.4	0	86	0	116	0	0
Akap10	40.4	0	114	0	0	88	0
Acat1	40.4	0	0	0	202	0	0
Zfp61	40.2	0	0	0	0	201	0
Zfp276	40.2	0	0	0	201	0	0
Vps9d1	40.2	0	0	0	201	0	0
Usp17la	40.2	0	0	0	0	201	0
Trhr2	40.2	0	201	0	0	0	0
Prelid3b	40.2	0	0	0	201	0	0
Pdx1	40.2	0	0	0	0	201	0
Hepacam2	40.2	0	0	0	0	201	0
Ensa	40.2	0	84	0	0	117	0
Dyrk2	40.2	0	0	0	201	0	0
Ctsk	40.2	0	0	0	201	0	0
Casp7	40.2	0	0	0	201	0	0
Zfp791	40.0	0	0	0	200	0	0
Trim23	40.0	0	0	0	101	99	0
Trappc13	40.0	0	0	0	101	99	0
Thegl	40.0	0	0	0	200	0	0
Shld3	40.0	0	0	0	101	99	0
Rpf1	40.0	0	0	0	0	200	0
Ost4	40.0	0	0	0	200	0	0
Nox4	40.0	0	0	0	200	0	0
Mtx2	40.0	0	101	0	99	0	0
Lbp	40.0	0	0	0	200	0	0
Klf8	40.0	0	0	0	200	0	0
Kcnj1	40.0	0	0	0	200	0	0
Hey2	40.0	0	0	0	200	0	0
H3c7	40.0	0	94	0	0	106	0
H2bc9	40.0	0	94	0	0	106	0
Ect2l	40.0	0	0	0	200	0	0
Csnk2a2	40.0	0	0	0	200	0	0
Copg1	40.0	0	0	0	0	200	0
Chst14	40.0	0	0	0	200	0	0
Agpat3	40.0	0	0	0	200	0	0
Adam5	40.0	0	0	0	200	0	0
Xrn1	39.8	0	101	0	0	98	0
Taok2	39.8	0	0	0	199	0	0
Slc25a26	39.8	0	0	0	0	199	0
Rpe	39.8	0	0	0	0	199	0
Pnma1	39.8	0	0	0	199	0	0
Nufip1	39.8	0	93	0	0	106	0
Irf2	39.8	0	0	0	199	0	0
Gtf3c2	39.8	0	0	0	99	100	0
Gpalpp1	39.8	0	93	0	0	106	0
Epb41l4a	39.8	0	0	0	199	0	0
Dbt	39.8	72	0	0	0	127	0
Cc2d1a	39.8	0	0	0	199	0	0
Adcy8	39.8	0	0	0	0	199	0
Aatf	39.8	0	0	0	199	0	0
4930432K21Rik	39.8	0	0	0	199	0	0
Wapl	39.6	0	84	0	114	0	0
Tmem98	39.6	0	0	0	79	119	0
Timp2	39.6	0	0	0	96	102	0
Slc22a21	39.6	0	0	0	198	0	0
Rps11	39.6	0	117	0	0	81	0
Prpsap1	39.6	0	0	0	99	99	0
Mettl17	39.6	0	0	0	76	122	0
Ltb4r2	39.6	0	0	0	0	198	0
Hmgb2	39.6	0	0	0	126	72	0
Fabp5	39.6	0	0	0	198	0	0
Cideb	39.6	0	0	0	0	198	0
Akr1e1	39.6	0	86	0	0	112	0
Zfp960	39.4	0	0	0	84	113	0
Usp34	39.4	0	0	0	197	0	0
Tll1	39.4	0	0	197	0	0	0
Tada1	39.4	0	102	0	95	0	0
Rbm28	39.4	0	0	0	0	197	0
Pde5a	39.4	0	0	0	197	0	0
Neurl3	39.4	0	0	0	0	197	0
Ireb2	39.4	0	0	0	109	88	0
Foxa1	39.4	0	0	0	0	197	0
Dvl2	39.4	0	0	0	197	0	0
Ccr5	39.4	0	0	0	0	197	0
C1qtnf12	39.4	0	0	0	197	0	0
Abhd3	39.4	0	0	0	197	0	0
Vstm2l	39.2	0	196	0	0	0	0
Ube2d2a	39.2	0	0	0	196	0	0
Smlr1	39.2	0	196	0	0	0	0
Pvalb	39.2	0	196	0	0	0	0
Plxdc2	39.2	0	0	0	196	0	0
Pla2g12a	39.2	0	196	0	0	0	0
Mapk11	39.2	0	0	0	196	0	0
Lrp2	39.2	0	196	0	0	0	0
Lime1	39.2	0	196	0	0	0	0
Kpna3	39.2	0	196	0	0	0	0
Gpr153	39.2	0	196	0	0	0	0
Gm34653	39.2	0	196	0	0	0	0
Gch1	39.2	0	0	0	196	0	0
Dpy19l1	39.2	0	0	0	196	0	0
Cyp2j6	39.2	0	196	0	0	0	0
Clec2h	39.2	0	196	0	0	0	0
Amz1	39.2	0	196	0	0	0	0
Vmo1	39.0	0	0	0	0	195	0
Tusc1	39.0	0	0	0	195	0	0
Tmod2	39.0	0	0	0	195	0	0
Rnpep	39.0	0	0	0	195	0	0
Rnase6	39.0	0	0	195	0	0	0
Rcor3	39.0	0	0	0	195	0	0
Rbm5	39.0	0	0	0	83	112	0
Rassf2	39.0	0	0	0	195	0	0
Pex10	39.0	0	0	0	195	0	0
Nucb1	39.0	0	94	0	0	101	0
Mterf4	39.0	0	0	0	0	195	0
Mrpl23	39.0	0	0	0	102	93	0
Mrpl20	39.0	0	0	0	0	195	0
M1ap	39.0	0	0	0	0	195	0
Lrp6	39.0	0	0	0	0	195	0
Il7	39.0	0	0	0	195	0	0
Gm32856	39.0	0	0	195	0	0	0
Gltpd2	39.0	0	0	0	0	195	0
Btbd16	39.0	0	0	0	0	195	0
Agbl2	39.0	0	0	0	195	0	0
Zfp654	38.8	0	0	0	194	0	0
Vmp1	38.8	0	0	0	0	194	0
Tmem161a	38.8	0	109	0	0	85	0
Tmem151b	38.8	0	0	0	0	194	0
Ropn1l	38.8	0	58	0	0	136	0
Rab5b	38.8	0	0	0	0	194	0
Ptrh2	38.8	0	0	0	0	194	0
Pomgnt1	38.8	0	0	0	194	0	0
Myo5b	38.8	0	0	0	0	194	0
Frg1	38.8	0	0	0	0	194	0
Chchd6	38.8	0	0	0	122	72	0
Cggbp1	38.8	0	0	0	194	0	0
Tas2r124	38.6	193	0	0	0	0	0
Slc38a8	38.6	0	0	0	0	193	0
Siglec15	38.6	193	0	0	0	0	0
Prrg2	38.6	0	0	0	0	193	0
Polr2j	38.6	0	0	0	0	193	0
Nosip	38.6	0	0	0	0	193	0
Msl1	38.6	0	0	193	0	0	0
Hhipl1	38.6	0	193	0	0	0	0
Fitm1	38.6	0	0	0	193	0	0
Fbxw4	38.6	0	0	0	111	82	0
Cradd	38.6	0	0	0	99	94	0
Chrdl2	38.6	0	0	0	0	193	0
Atad2b	38.6	0	0	0	0	193	0
Anpep	38.6	0	0	0	0	193	0
1190007I07Rik	38.6	0	0	0	104	89	0
Srsf7	38.4	0	0	0	0	192	0
Serhl	38.4	0	0	0	122	70	0
Rps6	38.4	0	0	0	0	192	0
Ptcd1	38.4	0	0	0	0	192	0
Psmf1	38.4	0	0	0	0	192	0
Psmb8	38.4	0	0	0	192	0	0
Parp14	38.4	0	0	0	0	192	0
Mtrr	38.4	0	0	0	192	0	0
Mis18a	38.4	0	0	0	108	84	0
Kctd13	38.4	0	0	0	192	0	0
Fastkd3	38.4	0	0	0	192	0	0
Fam204a	38.4	0	0	0	109	83	0
Cpsf4	38.4	0	0	0	0	192	0
Wdr82	38.2	0	0	0	191	0	0
Ssrp1	38.2	0	0	0	76	115	0
Pigf	38.2	0	0	0	191	0	0
P2rx3	38.2	0	0	0	76	115	0
Nfkbil1	38.2	0	0	0	0	191	0
Cript	38.2	0	0	0	191	0	0
Cldn23	38.2	0	0	0	191	0	0
Ccdc171	38.2	0	0	122	69	0	0
Bud13	38.2	0	0	0	99	92	0
Atp6v1g2	38.2	0	0	0	0	191	0
Acin1	38.2	0	101	0	0	90	0
Zfp449	38.0	0	0	0	190	0	0
Troap	38.0	0	0	0	0	190	0
Tor1a	38.0	0	111	0	0	79	0
Tm7sf3	38.0	0	0	190	0	0	0
Sohlh2	38.0	0	0	0	190	0	0
Sdr39u1	38.0	0	0	0	190	0	0
Scp2	38.0	0	0	0	190	0	0
Rnf8	38.0	0	0	0	190	0	0
Pus7	38.0	0	0	0	0	190	0
Prrxl1	38.0	0	0	0	190	0	0
Pkd2l2	38.0	0	190	0	0	0	0
Pgbd1	38.0	0	0	0	0	190	0
Npr1	38.0	0	0	0	0	190	0
Ndp	38.0	0	0	0	0	190	0
Kif3a	38.0	0	0	0	190	0	0
Kif1a	38.0	0	0	0	190	0	0
Khk	38.0	0	0	0	190	0	0
Jade3	38.0	0	0	0	190	0	0
Hsph1	38.0	0	86	0	0	104	0
Gm21190	38.0	0	190	0	0	0	0
Fam171b	38.0	0	190	0	0	0	0
Fads2	38.0	0	0	0	98	92	0
Dnah8	38.0	0	0	190	0	0	0
Cisd2	38.0	0	0	0	0	190	0
Cgn	38.0	0	0	0	0	190	0
Ccar2	38.0	0	0	0	0	190	0
Asphd2	38.0	0	0	0	190	0	0
Alpk1	38.0	0	0	0	190	0	0
2810021J22Rik	38.0	0	0	0	190	0	0
Zbtb9	37.8	0	0	0	0	189	0
Urad	37.8	0	0	0	0	189	0
Tnik	37.8	0	0	0	189	0	0
Srsf10	37.8	0	0	0	189	0	0
Srrd	37.8	0	189	0	0	0	0
Smpd1	37.8	0	0	0	119	70	0
Shcbp1l	37.8	0	0	0	189	0	0
Sergef	37.8	0	0	0	110	79	0
Sav1	37.8	0	0	0	189	0	0
Rps9	37.8	0	0	0	0	189	0
Pdgfb	37.8	0	0	0	0	189	0
Pbld1	37.8	0	0	0	0	189	0
Hps4	37.8	0	189	0	0	0	0
Fam76b	37.8	0	0	0	115	74	0
Cyba	37.8	0	0	0	189	0	0
Cxcl9	37.8	0	189	0	0	0	0
Crkl	37.8	0	90	0	0	99	0
Cep57	37.8	0	0	0	115	74	0
Ap1s2	37.8	0	0	0	0	189	0
Afg3l2	37.8	0	0	0	189	0	0
Zfp830	37.6	0	80	0	108	0	0
Tob1	37.6	0	0	0	93	95	0
Tmem181a	37.6	0	0	0	188	0	0
Soat1	37.6	0	0	0	87	101	0
Rs1	37.6	0	0	0	0	188	0
Ppp1r3e	37.6	0	0	0	188	0	0
Pkd2	37.6	0	188	0	0	0	0
Panx1	37.6	0	0	0	108	80	0
Lsm14b	37.6	0	0	0	188	0	0
Jpt1	37.6	0	0	0	97	91	0
Hck	37.6	0	0	0	188	0	0
Gsta2	37.6	0	0	0	0	188	0
E030018B13Rik	37.6	0	0	0	188	0	0
Cct6b	37.6	0	80	0	108	0	0
Zfp345	37.4	0	0	0	0	187	0
Vrk1	37.4	0	0	0	99	88	0
Uqcc1	37.4	0	0	0	96	91	0
Ube3a	37.4	0	0	0	187	0	0
Trpm4	37.4	0	0	0	187	0	0
Thumpd2	37.4	0	0	0	0	187	0
Srf	37.4	0	0	0	187	0	0
Rala	37.4	0	0	0	0	187	0
Rad23a	37.4	0	187	0	0	0	0
Podn	37.4	0	187	0	0	0	0
Lmo4	37.4	0	0	187	0	0	0
Impdh1	37.4	0	0	0	187	0	0
Gadd45gip1	37.4	0	187	0	0	0	0
Zfp971	37.2	0	0	0	186	0	0
Trim9	37.2	0	186	0	0	0	0
