Target_genes	Egr2|Average	SRX270569|CD4+_T_cells	SRX270570|CD4+_T_cells	SRX6491107|CD8+_T_cells	SRX122432|Dendritic_Cells	SRX122433|Dendritic_Cells	SRX122434|Dendritic_Cells	SRX122435|Dendritic_Cells	SRX8379010|Macrophages	SRX8379011|Macrophages	SRX8379012|Macrophages	SRX8379013|Macrophages	SRX8379014|Macrophages	SRX8379015|Macrophages	SRX9311757|Macrophages	SRX9311758|Macrophages	SRX9311759|Macrophages	SRX9311760|Macrophages	SRX9311761|Macrophages	SRX9311762|Macrophages	SRX9311763|Macrophages	SRX9311764|Macrophages	SRX9311765|Macrophages	SRX9311766|Macrophages	SRX9311767|Macrophages	SRX9311768|Macrophages	SRX9311769|Macrophages	SRX9311770|Macrophages	SRX9311771|Macrophages	SRX9311772|Macrophages	SRX9311773|Macrophages	SRX9311774|Macrophages	SRX9311775|Macrophages	SRX9311776|Macrophages	SRX9311777|Macrophages	SRX9311778|Macrophages	SRX9311779|Macrophages	SRX9311780|Macrophages	SRX110637|Natural_Killer_T-Cells	SRX110636|Thymocytes	SRX329255|T_cells	SRX329256|T_cells	SRX329257|T_cells	STRING
Dok3	43.547619	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	402	617	145	0	0	201	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aco2	43.547619	635	459	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	131	245	0	107	0	89	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hcn2	43.52381	160	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	324	315	207	0	0	195	0	0	0	281	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0
Cspp1	43.52381	418	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	286	0	0	0	174	0	0	0	106	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0
Cops5	43.52381	418	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	286	0	0	0	174	0	0	0	106	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0
Bahcc1	43.52381	296	104	0	0	0	0	0	0	0	0	0	127	0	119	0	0	0	0	146	190	82	77	0	322	0	0	0	158	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0
Tmem185a	43.5	201	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	369	277	0	94	0	224	0	0	0	120	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0
Setbp1	43.47619	233	261	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	110	178	0	0	0	339	0	0	0	415	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0
Ppp1r2	43.47619	0	119	0	0	0	0	0	0	0	0	0	0	0	159	106	0	0	0	121	478	96	121	0	219	0	0	0	244	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0
Pdzd4	43.47619	156	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	176	0	200	0	307	0	212	0	285	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0
Mob3b	43.452381	286	131	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	288	520	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0
Fbxw10	43.452381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	119	152	0	177	0	489	0	132	0	392	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Ddah1	43.428571	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	293	0	393	0	0	0	467	0	0	0	0	0	0	0	504	0	0	0	0	0	0	0
Btbd1	43.428571	235	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	202	0	0	167	0	0	0	151	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0
Tpm1	43.404762	156	376	0	0	0	0	0	0	0	0	0	0	0	150	0	0	98	0	122	239	159	110	0	171	0	0	0	130	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0
Paip2b	43.380952	436	276	0	0	0	0	0	0	0	0	0	0	0	78	0	0	125	0	198	282	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mkrn2os	43.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	474	0	1165	0	0	0	0	0	0	0
Zswim3	43.357143	736	428	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	93	252	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sv2a	43.357143	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	367	339	118	136	0	233	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd2d	43.357143	168	336	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	212	299	105	101	0	221	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot8	43.357143	736	428	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	93	252	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ulk2	43.285714	417	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	132	253	0	0	0	183	0	0	0	209	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Slc25a23	43.285714	687	474	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	262	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0
Crb3	43.285714	687	474	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	262	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0
Ldhd	43.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	109	410	0	235	0	297	0	137	0	0	0	0	0	0	0	73	0	397	0	0	0	0	0	0	0
Il18r1	43.238095	510	189	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	201	617	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmc2	43.238095	1101	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpn	43.238095	1101	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sost	43.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	167	190	0	142	0	476	309	218	0	0	114	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Insl3	43.190476	584	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	117	0	0	0	317	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcc3	43.190476	195	133	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	244	308	115	0	0	189	0	111	0	191	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0
Fech	43.119048	309	307	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	370	0	217	0	159	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0
Rngtt	43.095238	315	509	0	0	0	0	0	0	0	0	0	0	0	122	125	0	180	0	204	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14685	43.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	190	739	0	144	0	243	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbp	43.047619	182	196	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	239	296	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	524	124	0	0	0	0	0	0
Foxp4	43.047619	396	258	0	0	0	0	0	0	0	0	0	79	0	99	0	0	0	0	225	216	0	0	0	208	0	0	0	187	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0
Ube3c	43.02381	422	312	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	166	309	140	0	0	110	0	74	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0
Tulp3	43.0	354	280	0	0	0	0	0	0	0	0	0	0	0	124	0	0	166	0	136	341	237	0	0	72	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhfpl2	43.0	193	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	277	0	0	0	465	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0
Zfp943	42.952381	184	247	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	215	382	181	0	0	209	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp942	42.952381	184	247	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	215	382	181	0	0	209	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meis2	42.904762	373	495	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	165	350	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0
Fat4	42.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	283	227	155	188	0	428	0	0	0	289	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0
Neurl1b	42.880952	100	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	206	0	0	389	0	0	0	253	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0
H2-Ab1	42.880952	221	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	341	337	150	137	0	221	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0
Nudcd1	42.857143	542	340	0	0	0	0	0	0	0	0	0	0	0	82	0	0	70	0	109	256	0	0	0	159	0	0	0	139	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Tpmt	42.833333	134	219	0	0	0	0	0	0	0	0	0	0	0	226	72	0	107	0	244	314	0	175	0	163	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm1b	42.833333	134	219	0	0	0	0	0	0	0	0	0	0	0	226	72	0	107	0	244	314	0	175	0	163	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt9a	42.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	233	167	203	0	619	0	156	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mif	42.809524	204	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	176	386	187	0	133	0	159	0	0	0	133	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0
Use1	42.785714	729	514	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0
Ocel1	42.785714	729	514	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0
Kcnmb4	42.785714	337	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	130	0	0	314	0	0	0	328	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0
Crip3	42.785714	0	0	0	0	0	0	0	0	0	0	0	0	144	208	0	0	0	125	0	700	0	226	0	224	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep78	42.785714	566	500	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	209	153	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snap47	42.761905	517	370	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	178	214	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0
Sdhaf4	42.761905	568	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	201	0	130	0	116	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jmjd4	42.761905	517	370	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	178	214	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0
Safb2	42.738095	262	334	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	121	299	0	155	0	144	0	0	0	171	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Wapl	42.714286	217	449	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	135	327	0	0	0	181	0	0	0	183	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0
Swi5	42.714286	482	329	0	0	0	0	0	0	0	0	0	0	0	142	0	0	94	0	146	267	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0
Kbtbd6	42.714286	329	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	360	0	0	0	226	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0
Katnal1	42.714286	460	373	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	132	287	122	0	0	172	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golga2	42.714286	482	329	0	0	0	0	0	0	0	0	0	0	0	142	0	0	94	0	146	267	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0
Usp36	42.690476	234	177	0	0	0	0	0	0	0	0	0	0	0	321	74	0	107	0	238	545	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubqln5	42.690476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	462	325	517	0	0	0	0	0	0
Prrt2	42.690476	259	321	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	197	254	0	0	0	281	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabbr1	42.666667	418	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	259	0	0	0	150	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Dlk2	42.666667	444	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	312	0	0	0	193	0	0	0	263	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0
Prdm10	42.642857	189	444	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	216	247	0	159	0	257	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0
Rab11b	42.571429	809	417	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	149	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpa	42.571429	154	182	0	0	0	0	0	0	0	0	0	0	0	269	0	0	145	0	246	313	0	0	0	135	0	0	0	170	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0
Crat	42.571429	154	182	0	0	0	0	0	0	0	0	0	0	0	269	0	0	145	0	246	313	0	0	0	135	0	0	0	170	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0
Eml1	42.547619	312	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	141	170	0	261	0	0	0	131	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0
Wdr83os	42.52381	358	192	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	164	169	0	0	0	249	0	0	0	379	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Txndc8	42.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	759	258	490	0	0	0	0	0	0
Tanc1	42.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	122	0	156	440	189	171	0	199	0	0	0	263	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
Rsl1d1	42.428571	504	412	0	0	0	0	0	0	0	0	0	0	0	258	144	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0
Mrgpra6	42.404762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	762	244	539	0	0	0	0	0	0
Rfx3	42.380952	430	345	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	142	268	0	0	0	139	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1190005I06Rik	42.380952	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	236	321	221	0	0	167	0	0	0	212	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0
Uhrf1bp1	42.357143	263	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	402	0	0	0	227	0	0	0	333	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0
Nr2f1	42.357143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	141	0	0	343	0	0	0	579	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0
Ephb1	42.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	310	530	155	0	0	198	0	0	0	225	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0
2700062C07Rik	42.333333	149	194	0	0	0	0	0	0	0	0	0	0	0	151	0	0	151	0	287	289	140	0	0	126	0	0	0	144	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0
Hdac9	42.261905	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	341	556	135	0	0	0	0	0	0	207	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0
Tnni3	42.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	264	86	0	147	0	309	528	162	77	0	108	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf40a	42.238095	415	489	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	203	0	0	0	76	0	0	0	82	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0
Idua	42.238095	841	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgkq	42.238095	841	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl6ip6	42.238095	415	489	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	203	0	0	0	76	0	0	0	82	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0
Mansc4	42.214286	248	236	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	367	148	91	0	198	0	0	0	219	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Klhl42	42.214286	248	236	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	367	148	91	0	198	0	0	0	219	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
Adck1	42.214286	542	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	205	112	0	0	113	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0
Nsun3	42.190476	375	353	0	0	0	0	0	0	0	0	0	0	0	66	0	0	148	0	204	270	137	0	0	124	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0
Tcf7	42.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	226	253	0	367	0	0	0	361	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0
Pltp	42.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	176	190	272	0	113	0	460	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcl	42.142857	391	231	0	0	0	0	0	0	0	0	0	0	0	180	0	0	103	0	402	353	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lima1	42.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	86	0	212	579	0	116	0	147	0	0	0	108	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0
Liph	42.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	216	184	0	71	0	478	461	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0
Gpr150	42.095238	803	347	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	181	178	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gab1	42.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	187	612	0	79	0	202	0	77	0	336	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0
Mast4	42.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	141	299	0	497	0	90	0	291	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0
Srrm1	42.047619	228	400	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	219	132	72	0	0	151	0	0	0	133	0	0	0	0	0	104	0	214	0	0	0	0	0	0	0
Sharpin	42.047619	484	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	176	84	122	0	135	0	0	0	87	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0
Rnf144b	42.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	204	530	115	0	0	260	0	0	0	193	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0
Mid1	42.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	241	137	0	296	0	396	457	96	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maf1	42.047619	484	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	176	84	122	0	135	0	0	0	87	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0
Hspg2	42.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	355	438	153	429	0	128	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35339	42.047619	484	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	176	84	122	0	135	0	0	0	87	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0
Ctsk	42.047619	180	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	250	0	378	423	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emp1	42.02381	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	131	0	378	395	154	0	0	169	0	0	0	99	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
Dlst	42.02381	132	242	0	0	0	0	0	0	0	0	0	0	0	179	0	0	117	0	287	408	172	0	0	0	0	0	0	123	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Sema3b	42.0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	89	97	0	188	268	131	128	0	236	0	0	0	232	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0
Ttc14	41.97619	315	433	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	212	453	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trib2	41.97619	745	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icmt	41.97619	239	364	0	0	0	0	0	0	0	0	0	0	0	260	88	0	116	0	0	240	0	0	0	161	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps50	41.952381	444	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	151	0	0	0	415	0	0	0	325	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0
Sbsn	41.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	441	484	168	0	0	159	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pot1a	41.952381	650	341	0	0	0	0	0	0	0	0	0	0	0	157	0	0	96	0	134	219	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msantd3	41.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	209	121	0	0	0	381	354	164	0	0	212	0	0	0	208	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0
Mndal	41.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	777	322	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptges3	41.904762	295	457	0	0	0	0	0	0	0	91	0	0	0	115	94	0	0	0	69	176	106	0	0	117	0	0	0	113	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Eml5	41.904762	131	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	433	140	181	101	0	180	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp869	41.880952	195	164	105	0	0	0	0	0	0	0	0	0	0	177	113	0	118	0	311	379	106	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spire1	41.880952	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	299	145	0	484	0	0	0	168	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0
Dcp2	41.857143	770	479	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	112	191	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cul7	41.857143	269	194	0	0	0	0	0	0	0	0	0	0	0	235	0	0	58	0	334	316	203	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc29a3	41.833333	759	485	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	252	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbl	41.833333	453	402	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	135	338	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abtb2	41.833333	217	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	280	147	0	101	0	151	0	0	0	157	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0
Trmt10a	41.809524	437	258	0	0	0	0	0	157	0	144	0	0	0	126	0	0	116	0	128	266	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mttp	41.809524	437	258	0	0	0	0	0	157	0	144	0	0	0	126	0	0	116	0	128	266	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f7	41.809524	238	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	155	82	0	268	0	0	0	262	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0
Cd22	41.785714	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	322	697	160	0	0	159	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcyox1l	41.761905	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	798	125	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strbp	41.738095	547	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	244	0	0	0	325	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0
Gm13279	41.738095	245	208	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	70	204	0	166	0	283	0	0	0	176	0	0	0	136	0	0	0	107	0	0	0	0	0	0	0
