Target_genes	Elf1|Average	SRX184866|CD4+_T_cells	SRX6783984|CH12	SRX6783985|CH12	SRX12734917|Granulocyte-Macrophage_Progenitor_Cells	SRX12734918|Granulocyte-Macrophage_Progenitor_Cells	SRX12734919|Granulocyte-Macrophage_Progenitor_Cells	SRX12734920|Granulocyte-Macrophage_Progenitor_Cells	SRX12734921|Granulocyte-Macrophage_Progenitor_Cells	SRX12734922|Granulocyte-Macrophage_Progenitor_Cells	SRX2242846|Macrophages	SRX6783941|MEL	SRX6783942|MEL	SRX184865|Treg	DRX285483|Unclassified	DRX285485|Unclassified	STRING
Sapcd2	93.533333	0	173	301	0	0	132	105	0	187	179	202	124	0	0	0	0
Cflar	93.533333	0	334	452	0	0	0	0	0	0	443	0	174	0	0	0	0
Tent5c	93.466667	0	0	0	122	328	325	196	0	243	0	0	188	0	0	0	0
Mast2	93.466667	0	483	690	0	0	0	0	0	0	229	0	0	0	0	0	0
H2-Oa	93.466667	252	146	169	0	0	258	0	0	0	319	95	163	0	0	0	0
Fbxo21	93.466667	0	0	95	0	241	451	227	0	242	146	0	0	0	0	0	0
Syk	93.333333	0	123	137	0	120	120	107	0	124	342	106	221	0	0	0	0
Dennd1a	93.333333	0	0	268	139	203	183	0	0	128	287	98	94	0	0	0	0
Snrpf	93.266667	207	162	135	0	0	369	0	0	108	153	0	116	149	0	0	0
Ldlrad3	93.2	0	0	0	147	281	231	327	127	285	0	0	0	0	0	0	0
Slfn10-ps	93.133333	345	347	385	0	0	0	0	0	0	320	0	0	0	0	0	0
Slc22a8	93.133333	0	0	0	206	0	421	0	148	298	0	103	221	0	0	0	0
Ptprc	93.133333	187	284	340	0	0	0	0	0	0	0	258	200	128	0	0	0
Mif	93.133333	0	149	215	114	237	171	202	0	179	130	0	0	0	0	0	0
Galk1	93.133333	0	189	151	0	173	353	239	0	165	0	127	0	0	0	0	0
Gk	93.0	0	0	149	0	154	282	189	0	399	0	0	222	0	0	0	0
Cers2	93.0	115	179	150	0	124	166	93	0	0	191	233	144	0	0	0	0
Anxa9	93.0	115	179	150	0	124	166	93	0	0	191	233	144	0	0	0	0
Psmb8	92.933333	0	296	371	0	0	230	0	0	0	334	0	163	0	0	0	0
Hectd1	92.8	133	198	293	0	145	125	121	0	93	284	0	0	0	0	0	0
B4galt5	92.8	0	196	283	83	196	196	178	0	260	0	0	0	0	0	0	0
Zc3hc1	92.733333	75	252	360	127	0	0	0	0	0	165	205	207	0	0	0	0
Hadhb	92.733333	0	87	116	127	0	325	168	0	197	0	235	136	0	0	0	0
Hadha	92.733333	0	87	116	127	0	325	168	0	197	0	235	136	0	0	0	0
Ttc30a2	92.6	372	0	0	0	0	220	0	0	0	485	0	0	312	0	0	0
Plcl1	92.6	0	201	257	0	167	217	154	0	222	171	0	0	0	0	0	0
Ypel2	92.533333	0	0	169	0	157	362	282	0	319	0	0	99	0	0	0	0
Prpf40b	92.533333	0	0	109	135	178	508	199	0	259	0	0	0	0	0	0	0
Gdpd5	92.533333	0	114	101	0	261	309	195	0	247	161	0	0	0	0	0	0
Xxylt1	92.466667	0	105	297	115	129	299	130	0	185	0	127	0	0	0	0	0
Mospd1	92.4	0	108	195	142	166	350	195	0	230	0	0	0	0	0	0	0
Mc1r	92.4	149	374	326	0	0	0	0	0	0	0	183	354	0	0	0	0
Man2a2	92.333333	81	154	189	0	0	0	0	0	0	961	0	0	0	0	0	0
Mtcp1	92.266667	0	0	112	188	190	356	228	0	310	0	0	0	0	0	0	0
Cmc4	92.266667	0	0	112	188	190	356	228	0	310	0	0	0	0	0	0	0
Chchd6	92.266667	0	233	318	0	126	0	0	0	121	0	302	284	0	0	0	0
Brcc3	92.266667	0	0	112	188	190	356	228	0	310	0	0	0	0	0	0	0
Qrich1	92.2	0	0	169	127	128	245	173	0	204	0	151	186	0	0	0	0
Phf21b	92.2	0	134	210	0	250	291	222	0	276	0	0	0	0	0	0	0
Mapk7	92.2	0	382	506	0	0	0	0	0	0	194	153	148	0	0	0	0
Tent5b	92.133333	0	115	160	0	153	479	292	0	183	0	0	0	0	0	0	0
Nod2	92.133333	0	0	0	0	203	340	310	0	159	370	0	0	0	0	0	0
Klf4	92.133333	0	0	0	153	150	341	327	0	411	0	0	0	0	0	0	0
Heatr3	92.066667	0	0	0	165	173	440	280	0	323	0	0	0	0	0	0	0
Snx21	92.0	0	72	0	0	262	298	288	0	295	165	0	0	0	0	0	0
Atp8b2	92.0	176	0	0	0	134	176	198	0	159	261	0	276	0	0	0	0
Adcy4	92.0	159	0	259	145	0	162	0	0	0	97	256	302	0	0	0	0
1110038F14Rik	91.933333	105	117	236	0	168	140	0	0	160	205	0	248	0	0	0	0
Gstp1	91.866667	0	196	482	0	0	0	0	0	161	0	304	235	0	0	0	0
Ergic1	91.8	0	0	315	0	173	320	249	0	189	0	0	131	0	0	0	0
Dag1	91.8	0	0	98	136	227	177	305	122	312	0	0	0	0	0	0	0
Trib2	91.733333	0	116	216	132	233	416	0	0	263	0	0	0	0	0	0	0
Tmem254c	91.733333	0	294	475	0	0	0	0	0	0	0	215	392	0	0	0	0
Tmem254b	91.733333	0	294	475	0	0	0	0	0	0	0	215	392	0	0	0	0
Tmem254a	91.733333	0	294	475	0	0	0	0	0	0	0	215	392	0	0	0	0
Lancl2	91.733333	0	0	202	92	177	367	148	84	214	92	0	0	0	0	0	0
Neil2	91.666667	232	370	427	0	0	0	0	0	0	346	0	0	0	0	0	0
Ifih1	91.666667	238	170	227	0	0	132	0	0	0	405	0	203	0	0	0	0
Hyi	91.666667	143	310	213	0	0	0	0	0	0	335	173	201	0	0	0	0
Rcan3	91.6	0	0	0	98	298	281	326	0	371	0	0	0	0	0	0	0
Pik3r5	91.533333	283	0	73	0	124	161	0	0	192	161	199	180	0	0	0	0
Sfxn3	91.466667	251	95	0	77	175	152	121	0	0	250	120	131	0	0	0	0
Pdzd7	91.466667	251	95	0	77	175	152	121	0	0	250	120	131	0	0	0	0
Zfyve21	91.4	0	169	180	0	137	144	0	0	160	581	0	0	0	0	0	0
Xrcc3	91.4	0	169	180	0	137	144	0	0	160	581	0	0	0	0	0	0
Zmym2	91.2	0	75	188	0	194	216	167	0	273	0	127	128	0	0	0	0
Scamp5	91.2	0	178	142	0	0	0	0	0	0	1048	0	0	0	0	0	0
Igf2bp3	91.2	0	118	133	108	187	371	210	0	241	0	0	0	0	0	0	0
Spin1	91.066667	95	154	101	0	0	201	82	0	134	287	136	176	0	0	0	0
Arfgef1	91.066667	0	231	213	0	174	167	179	139	182	0	81	0	0	0	0	0
Kdm3b	90.933333	0	214	331	0	0	126	0	0	91	244	187	171	0	0	0	0
3300002I08Rik	90.933333	0	295	515	0	0	0	0	0	0	554	0	0	0	0	0	0
H2-T-ps	90.866667	396	0	0	0	0	0	0	0	0	762	0	0	205	0	0	0
Stk10	90.8	0	128	215	0	105	0	0	0	118	112	313	371	0	0	0	0
Rpap3	90.733333	0	0	113	0	269	246	140	0	239	0	161	193	0	0	0	0
Hoxa2	90.733333	0	322	420	0	0	0	0	0	0	619	0	0	0	0	0	0
Hoxa1	90.733333	0	322	420	0	0	0	0	0	0	619	0	0	0	0	0	0
Grk6	90.733333	0	148	128	0	0	197	140	0	235	408	0	105	0	0	0	0
Spef1l	90.666667	147	0	0	137	0	373	0	200	213	192	0	0	98	0	0	0
Gsdma	90.6	0	204	406	0	0	121	0	0	121	307	0	200	0	0	0	0
Agbl3	90.6	0	181	287	102	106	299	207	0	177	0	0	0	0	0	0	0
Arhgap17	90.533333	0	0	0	127	186	300	107	0	218	0	127	293	0	0	0	0
Wipi1	90.466667	0	0	106	152	232	210	248	0	334	0	75	0	0	0	0	0
Cpne2	90.466667	0	177	337	0	0	128	72	0	0	272	148	223	0	0	0	0
Amer1	90.466667	0	169	251	0	0	176	0	0	0	522	0	239	0	0	0	0
Gm3325	90.4	0	253	405	0	0	0	0	0	0	280	167	251	0	0	0	0
Ydjc	90.333333	204	268	462	0	0	0	0	0	0	0	0	421	0	0	0	0
Tmem214	90.333333	0	257	322	0	101	0	0	0	113	0	355	207	0	0	0	0
Slc10a7	90.333333	171	137	165	0	0	106	0	0	0	454	151	171	0	0	0	0
Rbmxl1	90.333333	171	137	165	0	0	106	0	0	0	454	151	171	0	0	0	0
Ccdc116	90.333333	204	268	462	0	0	0	0	0	0	0	0	421	0	0	0	0
Ybx2	90.266667	0	0	0	146	0	423	192	0	141	196	0	256	0	0	0	0
Ensa	90.266667	0	0	162	0	155	318	105	0	153	92	210	159	0	0	0	0
Car5a	90.266667	0	0	0	0	0	0	0	0	0	1354	0	0	0	0	0	0
Zrsr2	90.2	117	115	239	0	0	106	176	0	155	0	272	173	0	0	0	0
Sumf1	90.2	0	135	180	226	0	227	90	102	205	0	188	0	0	0	0	0
Gemin6	90.2	0	207	220	127	0	174	113	0	141	0	183	188	0	0	0	0
Cfl2	90.2	0	0	0	226	239	395	243	0	250	0	0	0	0	0	0	0
Taf4	90.133333	0	119	113	88	134	260	192	100	125	119	0	102	0	0	0	0
Smad2	90.133333	0	181	229	0	239	207	178	0	318	0	0	0	0	0	0	0
Ms4a7	90.133333	0	248	183	0	0	0	0	0	0	921	0	0	0	0	0	0
Hipk3	90.133333	0	0	0	139	209	447	283	104	170	0	0	0	0	0	0	0
Fyn	90.133333	148	0	87	98	180	396	223	0	220	0	0	0	0	0	0	0
B4galt2	90.133333	0	0	167	0	174	278	187	0	210	0	198	138	0	0	0	0
4930451I11Rik	90.066667	0	318	371	0	0	0	0	0	0	0	337	325	0	0	0	0
Gm13277	90.0	0	0	141	0	0	0	0	0	0	435	342	432	0	0	0	0
Rgs1	89.933333	114	74	175	0	0	0	0	0	0	366	143	235	242	0	0	0
Dcun1d4	89.933333	0	80	84	0	131	369	204	0	278	0	134	69	0	0	0	0
Notch1	89.866667	0	0	133	89	301	301	232	0	292	0	0	0	0	0	0	0
H2aw	89.866667	0	186	197	0	110	128	0	0	0	337	202	188	0	0	0	0
Lrch1	89.8	361	107	200	0	0	0	0	0	0	212	119	179	169	0	0	0
Iqcb1	89.8	0	0	0	146	221	279	387	0	314	0	0	0	0	0	0	0
Igf2r	89.8	231	201	351	0	0	0	0	0	0	0	276	288	0	0	0	0
Tyrobp	89.666667	0	0	0	0	0	456	0	170	279	440	0	0	0	0	0	0
Zbp1	89.6	261	297	436	0	0	0	0	0	0	214	0	0	136	0	0	0
Npcd	89.533333	0	0	99	184	201	390	245	0	224	0	0	0	0	0	0	0
Cbx6	89.533333	0	0	99	184	201	390	245	0	224	0	0	0	0	0	0	0
Camk2g	89.533333	0	202	271	0	199	127	211	0	194	0	0	139	0	0	0	0
Top1mt	89.466667	0	128	232	0	170	300	158	0	227	0	127	0	0	0	0	0
Ccr1l1	89.466667	0	127	211	0	0	0	0	0	0	349	245	410	0	0	0	0
Vav1	89.333333	257	0	180	0	0	216	192	0	116	247	0	132	0	0	0	0
Lman1	89.333333	0	0	88	84	290	379	175	0	324	0	0	0	0	0	0	0
Flot2	89.333333	0	112	337	0	158	327	232	0	174	0	0	0	0	0	0	0
1700025G04Rik	89.333333	0	0	0	104	307	283	309	0	337	0	0	0	0	0	0	0
Ccr7	89.266667	336	456	547	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp239	89.2	0	346	343	0	0	0	0	0	0	154	271	224	0	0	0	0
Rpusd3	89.2	0	97	206	0	0	284	281	0	315	0	0	155	0	0	0	0
Noct	89.2	114	269	227	88	153	187	82	0	0	218	0	0	0	0	0	0
Cdc25b	89.2	0	197	340	0	140	185	0	0	122	0	176	178	0	0	0	0
Cmpk2	89.133333	0	0	0	0	228	595	217	0	297	0	0	0	0	0	0	0
Prss43	89.066667	316	186	274	0	0	0	0	0	0	391	0	169	0	0	0	0
Zfp422	88.933333	0	289	534	0	0	148	209	0	154	0	0	0	0	0	0	0
Pon2	88.933333	171	189	179	0	161	0	0	0	0	188	122	126	198	0	0	0
Lhpp	88.933333	0	0	212	0	207	306	0	0	163	309	0	137	0	0	0	0
H2-Ea	88.933333	0	0	106	128	0	269	0	115	232	484	0	0	0	0	0	0
Cers6	88.933333	0	0	0	87	178	263	134	151	211	310	0	0	0	0	0	0
Phpt1	88.866667	0	100	224	92	154	215	94	0	117	0	239	98	0	0	0	0
Mtus1	88.866667	0	0	180	0	0	443	142	153	0	415	0	0	0	0	0	0
Mamdc4	88.866667	0	100	224	92	154	215	94	0	117	0	239	98	0	0	0	0
Csnk1g3	88.866667	150	212	475	0	0	0	0	0	121	99	0	276	0	0	0	0
St3gal3	88.8	0	0	132	82	347	293	133	0	267	0	78	0	0	0	0	0
Ccdc34	88.8	0	271	255	0	0	0	0	0	0	146	315	345	0	0	0	0
Ndufa4l2	88.733333	0	0	158	120	437	0	236	0	380	0	0	0	0	0	0	0
H3c10	88.733333	0	0	121	143	99	205	144	0	96	225	154	144	0	0	0	0
Zfp516	88.666667	0	175	144	0	167	335	168	0	233	0	0	108	0	0	0	0
Pira2	88.666667	0	310	525	0	0	0	0	0	0	495	0	0	0	0	0	0
Zfp579	88.6	0	494	648	0	0	187	0	0	0	0	0	0	0	0	0	0
Snx6	88.6	0	0	78	145	232	322	165	0	387	0	0	0	0	0	0	0
Sidt2	88.6	0	187	229	0	0	161	147	0	159	331	0	115	0	0	0	0
Nphp3	88.6	0	0	113	0	292	289	272	0	271	92	0	0	0	0	0	0
Lrrcc1	88.6	0	86	139	0	0	132	0	0	0	788	84	100	0	0	0	0
Gcsh	88.6	0	89	118	0	310	375	251	0	186	0	0	0	0	0	0	0
Phf11b	88.533333	163	293	595	0	0	0	0	0	0	154	0	0	123	0	0	0
Arl2bp	88.466667	363	0	228	0	106	0	0	0	0	380	0	250	0	0	0	0
Zfp937	88.4	0	438	717	0	0	0	0	0	0	171	0	0	0	0	0	0
Trf	88.4	0	0	0	133	0	595	117	0	298	183	0	0	0	0	0	0
Dkc1	88.4	0	0	0	121	218	498	137	0	352	0	0	0	0	0	0	0
Bcl3	88.4	0	0	207	0	177	259	203	0	262	218	0	0	0	0	0	0
E2f5	88.266667	0	0	157	258	243	279	126	0	261	0	0	0	0	0	0	0
Ppp2r2a	88.2	0	0	98	137	149	453	196	0	187	0	103	0	0	0	0	0
Parvg	88.2	143	218	274	0	0	159	0	0	0	0	300	229	0	0	0	0
Mrtfb	88.066667	0	107	166	0	443	259	137	0	209	0	0	0	0	0	0	0
Xylb	88.0	0	0	159	0	159	359	173	0	279	0	85	106	0	0	0	0
Usf2	88.0	0	0	0	0	250	302	172	0	239	357	0	0	0	0	0	0
Spats1	87.933333	0	362	390	0	0	0	0	0	0	0	188	379	0	0	0	0
Mccc1	87.933333	0	173	206	0	156	178	0	0	216	162	80	148	0	0	0	0
Rbm26	87.866667	0	185	200	153	187	237	115	0	241	0	0	0	0	0	0	0
Reep6	87.8	0	120	151	117	109	218	121	0	231	0	131	119	0	0	0	0
Pcsk4	87.8	0	120	151	117	109	218	121	0	231	0	131	119	0	0	0	0
Card6	87.8	390	250	266	0	0	0	0	0	0	317	0	0	94	0	0	0
Man1a	87.733333	0	228	177	0	121	159	0	0	234	194	126	77	0	0	0	0
Vps36	87.666667	0	283	487	0	97	0	96	0	110	122	120	0	0	0	0	0
Pik3ip1	87.666667	0	0	128	89	185	329	219	0	206	0	159	0	0	0	0	0
Irf5	87.666667	0	371	464	0	0	0	0	0	0	187	0	293	0	0	0	0
Bzw2	87.666667	119	0	103	80	236	165	140	0	176	147	0	149	0	0	0	0
Ankmy2	87.666667	119	0	103	80	236	165	140	0	176	147	0	149	0	0	0	0
Mcidas	87.6	0	0	0	0	0	1127	187	0	0	0	0	0	0	0	0	0
Marcksl1	87.6	0	464	512	0	0	104	139	0	0	0	95	0	0	0	0	0
Riiad1	87.533333	0	0	0	0	0	0	0	0	0	557	307	449	0	0	0	0
Ly75	87.533333	178	0	0	0	153	485	236	0	261	0	0	0	0	0	0	0
Celf3	87.533333	0	0	0	0	0	0	0	0	0	557	307	449	0	0	0	0
Zscan26	87.466667	0	262	307	0	0	0	0	0	0	280	251	212	0	0	0	0
Fut11	87.466667	339	229	379	0	0	0	0	0	0	207	0	158	0	0	0	0
Tspan17	87.4	0	0	0	101	404	364	157	0	285	0	0	0	0	0	0	0
Tmem150b	87.4	0	0	0	0	0	316	0	161	194	334	162	144	0	0	0	0
Pla2g12a	87.4	0	0	0	125	247	420	222	0	297	0	0	0	0	0	0	0
Ogfrl1	87.4	0	0	0	0	181	265	149	0	220	496	0	0	0	0	0	0
Selenoh	87.333333	152	243	330	0	0	0	0	0	0	0	334	251	0	0	0	0
Chil3	87.333333	0	0	0	0	0	857	240	213	0	0	0	0	0	0	0	0
Ctss	87.266667	282	367	303	0	0	0	0	0	0	225	0	0	132	0	0	0
Retreg1	87.133333	0	0	119	0	169	331	265	111	312	0	0	0	0	0	0	0
Il3	87.133333	0	299	321	0	0	0	0	0	0	289	145	253	0	0	0	0
Ythdc2	87.066667	0	165	290	0	177	227	159	0	288	0	0	0	0	0	0	0
Ppm1b	87.066667	164	125	155	89	146	168	119	0	166	174	0	0	0	0	0	0
Katnal2	87.066667	0	151	262	0	106	159	0	0	159	0	194	275	0	0	0	0
Cby3	87.066667	0	0	0	0	0	562	0	206	172	0	200	166	0	0	0	0
Wdr47	87.0	0	89	121	0	289	386	214	0	206	0	0	0	0	0	0	0
Ezh2	87.0	0	0	0	155	232	356	250	120	192	0	0	0	0	0	0	0
Dmxl2	86.866667	0	154	78	176	0	280	213	0	402	0	0	0	0	0	0	0
Slc43a3	86.8	0	374	363	0	0	137	0	0	0	0	156	272	0	0	0	0
Mmadhc	86.8	0	141	240	156	146	0	148	0	205	0	137	129	0	0	0	0
Dusp22	86.733333	0	0	151	0	261	266	181	163	279	0	0	0	0	0	0	0
Nagpa	86.666667	0	220	319	0	0	161	0	0	90	328	0	182	0	0	0	0
Slc25a5	86.6	0	273	470	0	0	101	0	0	0	309	0	146	0	0	0	0
Pcdhb16	86.6	0	531	768	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb15	86.6	0	531	768	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhoh	86.466667	181	172	218	0	101	179	109	0	0	150	0	95	92	0	0	0
Inhbe	86.466667	136	288	380	0	0	0	0	0	0	0	262	231	0	0	0	0
Hpgds	86.4	292	252	226	0	0	0	0	0	0	526	0	0	0	0	0	0
Daam1	86.4	0	0	367	0	190	264	158	0	216	0	101	0	0	0	0	0
Apobec1	86.4	0	0	203	0	0	123	0	0	0	608	102	260	0	0	0	0
Nphp4	86.333333	0	105	166	0	127	130	141	0	160	466	0	0	0	0	0	0
Ptger4	86.266667	269	0	0	0	0	259	142	0	180	272	0	0	172	0	0	0
Tigd3	86.2	0	0	240	115	0	389	172	0	147	0	130	100	0	0	0	0
Rsbn1l	86.2	177	145	0	0	163	200	159	0	218	231	0	0	0	0	0	0
Prcp	86.2	0	168	131	74	122	216	156	0	152	111	163	0	0	0	0	0
Ddias	86.2	0	168	131	74	122	216	156	0	152	111	163	0	0	0	0	0
Tbc1d16	86.133333	0	129	167	125	163	250	255	0	203	0	0	0	0	0	0	0
Echdc3	86.133333	0	0	0	136	356	315	221	0	264	0	0	0	0	0	0	0
Ccdc40	86.133333	0	129	167	125	163	250	255	0	203	0	0	0	0	0	0	0
Rps6ka2	86.066667	0	129	307	0	114	224	84	0	162	158	113	0	0	0	0	0
Rps4x	86.066667	100	261	272	0	156	0	0	0	147	0	212	143	0	0	0	0
Icam5	86.066667	161	0	109	0	0	174	0	0	132	0	335	380	0	0	0	0
Icam4	86.066667	161	0	109	0	0	174	0	0	132	0	335	380	0	0	0	0
Bdh1	86.0	220	432	380	0	0	0	0	0	0	0	0	147	111	0	0	0
Itch	85.933333	0	130	228	0	166	203	144	0	163	0	123	132	0	0	0	0
Tgif2	85.8	315	146	150	0	224	250	202	0	0	0	0	0	0	0	0	0
St8sia4	85.8	0	87	74	71	109	407	269	0	131	139	0	0	0	0	0	0
Ndufv2	85.8	0	124	203	82	131	271	206	0	270	0	0	0	0	0	0	0
Zfp770	85.733333	0	125	252	92	0	187	0	0	194	0	195	241	0	0	0	0
Uhrf1bp1	85.733333	0	0	416	0	118	172	113	0	120	0	166	181	0	0	0	0
Ccr1	85.733333	0	0	0	0	0	783	0	331	172	0	0	0	0	0	0	0
Wdr38	85.6	0	133	170	0	204	281	0	0	149	154	120	73	0	0	0	0
Glce	85.6	0	0	154	0	235	380	118	82	315	0	0	0	0	0	0	0
Fggy	85.6	0	0	0	137	249	367	256	0	275	0	0	0	0	0	0	0
Hmgb1	85.466667	0	114	0	138	183	374	161	0	312	0	0	0	0	0	0	0
Pomk	85.333333	0	387	387	0	0	0	0	0	0	143	137	226	0	0	0	0
Hmg20b	85.266667	0	157	198	101	0	193	97	0	125	142	153	113	0	0	0	0
Etfbkmt	85.266667	0	251	520	0	0	0	0	0	0	0	237	271	0	0	0	0
Crbn	85.266667	0	97	314	0	136	159	0	0	335	0	132	106	0	0	0	0
Apobec3	85.266667	0	0	0	0	0	230	0	0	233	349	228	239	0	0	0	0
Acvr1b	85.266667	0	0	130	0	318	352	180	0	299	0	0	0	0	0	0	0
Sec24d	85.2	219	281	474	0	0	0	0	0	0	191	0	113	0	0	0	0
Rasgrp3	85.2	0	0	0	0	0	463	0	221	258	336	0	0	0	0	0	0
Grin2d	85.2	0	271	438	0	0	0	0	0	0	179	249	141	0	0	0	0
H2-Q9	85.133333	0	164	186	0	0	439	191	0	133	164	0	0	0	0	0	0
H2-Q7	85.133333	0	164	186	0	0	439	191	0	133	164	0	0	0	0	0	0
Ctnnd1	85.133333	0	144	380	0	0	0	0	0	0	377	110	266	0	0	0	0
Pepd	85.066667	0	0	0	107	172	359	260	102	276	0	0	0	0	0	0	0
Ccl7	85.066667	0	275	561	0	0	0	0	0	117	232	0	91	0	0	0	0
Slc2a3	85.0	0	0	0	174	215	0	172	0	397	0	171	146	0	0	0	0
Kat2b	84.866667	0	0	164	158	135	308	0	0	162	230	0	116	0	0	0	0
0610010F05Rik	84.866667	0	0	159	0	243	345	256	0	270	0	0	0	0	0	0	0
Pon3	84.8	0	192	298	0	0	0	0	0	0	445	128	209	0	0	0	0
Tmem165	84.733333	0	137	123	75	115	402	174	0	134	0	0	111	0	0	0	0
Zfp111	84.666667	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0
Naa80	84.666667	204	175	263	0	0	104	0	0	0	257	153	114	0	0	0	0
Itpripl2	84.666667	0	0	0	0	0	0	0	0	0	671	229	370	0	0	0	0
Hyal3	84.666667	204	175	263	0	0	104	0	0	0	257	153	114	0	0	0	0
Hyal1	84.666667	204	175	263	0	0	104	0	0	0	257	153	114	0	0	0	0
Phf6	84.6	0	0	70	135	367	294	193	0	210	0	0	0	0	0	0	0
Mansc4	84.6	201	144	276	108	126	119	0	0	141	154	0	0	0	0	0	0
Klhl42	84.6	201	144	276	108	126	119	0	0	141	154	0	0	0	0	0	0
Trnp1	84.466667	0	351	352	0	0	0	0	0	0	122	185	257	0	0	0	0
Ptgs1	84.466667	0	0	0	0	0	752	265	0	139	111	0	0	0	0	0	0
Golim4	84.466667	0	0	0	0	197	114	90	0	222	349	146	149	0	0	0	0
Atxn10	84.466667	0	343	336	60	125	136	0	0	0	173	0	94	0	0	0	0
9930111J21Rik2	84.466667	142	216	253	0	0	0	0	0	0	439	0	0	217	0	0	0
Syne2	84.4	0	0	0	155	237	260	239	0	375	0	0	0	0	0	0	0
Gstz1	84.333333	0	169	236	0	245	174	0	0	188	0	82	171	0	0	0	0
Zbtb39	84.266667	0	0	120	0	0	155	0	151	262	153	107	316	0	0	0	0
Anapc1	84.2	0	238	151	0	113	209	0	0	183	129	96	144	0	0	0	0
LOC102633783	84.133333	0	404	648	0	0	127	0	0	83	0	0	0	0	0	0	0
Ifitm2	84.133333	0	0	165	0	0	365	116	0	115	166	127	208	0	0	0	0
Dpf1	84.133333	0	151	351	0	0	122	0	0	168	0	251	219	0	0	0	0
C130026I21Rik	84.133333	0	404	648	0	0	127	0	0	83	0	0	0	0	0	0	0
Txnrd3	84.066667	0	0	144	121	170	202	227	0	165	0	157	75	0	0	0	0
Hadh	84.066667	0	0	0	140	175	358	188	0	400	0	0	0	0	0	0	0
Creld1	84.066667	0	152	141	0	0	183	118	0	246	242	0	179	0	0	0	0
Sord	84.0	0	0	0	0	110	344	174	0	160	0	153	319	0	0	0	0
Ahsa2	84.0	0	0	0	174	230	216	317	0	323	0	0	0	0	0	0	0
Themis2	83.933333	0	150	258	0	0	281	0	0	0	402	0	168	0	0	0	0
Brwd1	83.933333	0	0	160	0	204	176	78	0	174	261	0	206	0	0	0	0
Mecp2	83.866667	0	126	124	0	181	256	178	0	204	0	73	116	0	0	0	0
Git1	83.866667	0	270	426	0	0	0	0	0	270	0	160	132	0	0	0	0
Ccne2	83.866667	0	0	0	153	174	429	302	0	200	0	0	0	0	0	0	0
Ankrd13b	83.866667	0	270	426	0	0	0	0	0	270	0	160	132	0	0	0	0
Slc22a20	83.8	0	0	0	112	180	373	190	0	155	154	93	0	0	0	0	0
Kif1c	83.8	0	107	189	127	217	312	150	0	155	0	0	0	0	0	0	0
Inca1	83.8	0	107	189	127	217	312	150	0	155	0	0	0	0	0	0	0
Zfp949	83.733333	0	241	548	0	0	0	0	0	0	0	231	236	0	0	0	0
Zfp689	83.733333	131	188	250	0	0	93	0	0	0	122	228	244	0	0	0	0
Cdc73	83.666667	117	294	202	0	0	123	115	0	131	0	139	134	0	0	0	0
Mtr	83.6	0	180	310	0	116	207	0	0	131	0	155	155	0	0	0	0
Lif	83.6	0	213	182	0	0	0	0	0	0	320	216	323	0	0	0	0
Cacfd1	83.533333	173	137	143	0	264	193	0	0	251	92	0	0	0	0	0	0
Slc9a5	83.466667	0	112	158	0	0	345	218	0	221	132	66	0	0	0	0	0
Fhod1	83.466667	0	112	158	0	0	345	218	0	221	132	66	0	0	0	0	0
Cd19	83.466667	0	483	597	0	0	0	0	0	0	0	172	0	0	0	0	0
Map3k6	83.333333	0	0	0	0	152	168	0	0	168	624	0	138	0	0	0	0
Cnr2	83.333333	0	0	188	116	0	402	90	0	203	0	102	149	0	0	0	0
Cemip2	83.333333	0	0	0	108	211	370	249	0	312	0	0	0	0	0	0	0
Spint2	83.266667	0	0	0	88	177	420	214	0	182	0	0	168	0	0	0	0
Rxfp4	83.266667	0	404	502	0	0	0	0	0	0	343	0	0	0	0	0	0
Ddit4	83.266667	0	0	0	131	217	325	304	0	272	0	0	0	0	0	0	0
Spef2	83.2	164	261	338	0	0	250	105	0	0	130	0	0	0	0	0	0
Prkaa1	83.2	150	251	357	0	0	0	0	0	0	364	126	0	0	0	0	0
Creb5	83.133333	0	0	0	0	0	278	154	0	392	423	0	0	0	0	0	0
Lpcat4	83.066667	79	250	372	93	0	166	140	0	146	0	0	0	0	0	0	0
Pcdh7	83.0	0	0	0	0	151	468	266	0	360	0	0	0	0	0	0	0
Nup210	83.0	0	0	0	135	212	417	186	0	295	0	0	0	0	0	0	0
Eif1b	83.0	0	293	241	139	171	113	135	0	153	0	0	0	0	0	0	0
Cnih4	83.0	0	166	349	0	146	0	0	0	0	204	147	233	0	0	0	0
Nudt17	82.933333	0	275	310	0	0	0	0	0	0	0	290	369	0	0	0	0
Zfp866	82.733333	0	90	108	109	215	276	172	0	271	0	0	0	0	0	0	0
Fam117b	82.733333	0	0	0	115	299	159	0	0	287	0	125	256	0	0	0	0
Ppip5k1	82.6	0	0	207	0	211	207	267	0	209	0	138	0	0	0	0	0
Dynll2	82.6	0	0	109	114	201	295	216	0	304	0	0	0	0	0	0	0
Ckmt1	82.6	0	0	207	0	211	207	267	0	209	0	138	0	0	0	0	0
