Target_genes	E2f4|Average	SRX019013|3T3-L1	SRX142538|C2C12	SRX140375|CH12	SRX122394|Dendritic_Cells	SRX122395|Dendritic_Cells	SRX122396|Dendritic_Cells	SRX122397|Dendritic_Cells	SRX319552|ES_cells	SRX019010|Hepatocytes	SRX027460|iPS_cells	SRX1532691|Liver	SRX1532692|Liver	SRX1532693|Liver	SRX1532694|Liver	SRX18205314|Liver	SRX18205316|Liver	SRX140377|MEL	STRING
Ankzf1	16.235294	0	0	0	0	0	0	0	0	172	104	0	0	0	0	0	0	0	0
Spag8	16.176471	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Sipa1l1	16.176471	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0
Sdcbp	16.176471	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkn	16.176471	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0
Ppdpf	16.176471	0	155	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pacrg	16.176471	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0
Med20	16.176471	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Lrp4	16.176471	0	0	0	0	0	0	0	0	136	139	0	0	0	0	0	0	0	0
Hint2	16.176471	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Gm20517	16.176471	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Bysl	16.176471	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Zfp991	16.117647	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0
Zfp940	16.117647	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Ubc	16.117647	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Rpl36al	16.117647	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0
Mgat2	16.117647	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0
Mff	16.117647	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Foxi1	16.117647	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cux1	16.117647	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0
Cr1l	16.117647	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Arrdc1	16.117647	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	126	0
Zfp865	16.058824	201	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc5	16.058824	0	0	110	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0
Terb2	16.058824	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0
Svip	16.058824	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0
Rnf166	16.058824	198	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0
Rab3ip	16.058824	145	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pheta1	16.058824	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0
Patl2	16.058824	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0
Lmbrd1	16.058824	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3173	16.058824	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0
Ctu2	16.058824	198	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0
B9d2	16.058824	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Wipi1	16.0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0
Tmem18	16.0	0	0	125	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
Inka2	16.0	0	87	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0
Evl	16.0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car1	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0
Arid2	16.0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0
Zfp944	15.941176	168	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Zfp758	15.941176	168	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Wipf2	15.941176	108	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Twist1	15.941176	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0
Slc5a3	15.941176	0	0	0	0	0	0	0	0	103	168	0	0	0	0	0	0	0	0
Ptpn12	15.941176	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0
Prpf40b	15.941176	0	128	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0
Ppp1r11	15.941176	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Phf7	15.941176	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Mycbpap	15.941176	0	0	151	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0
Mrps6	15.941176	0	0	0	0	0	0	0	0	103	168	0	0	0	0	0	0	0	0
Ifitm2	15.941176	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Fpgs	15.941176	0	0	176	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0
Eps15	15.941176	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Cstad	15.941176	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Bap1	15.941176	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
1700030J22Rik	15.941176	182	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Tmco4	15.882353	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tat	15.882353	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0
Sypl	15.882353	104	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0
Suclg1	15.882353	0	0	135	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Sox17	15.882353	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0
Luc7l	15.882353	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	169	0
Lsm12	15.882353	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0
Kifc3	15.882353	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0
G6pc3	15.882353	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0
Fam120b	15.882353	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Ccdc32	15.882353	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1g1	15.882353	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Ttc36	15.823529	0	0	0	0	0	0	0	147	122	0	0	0	0	0	0	0	0	0
Trappc12	15.823529	0	0	194	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
Tmem25	15.823529	0	0	0	0	0	0	0	147	122	0	0	0	0	0	0	0	0	0
Tmem205	15.823529	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	128	0
Qser1	15.823529	0	95	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0
Pqlc3	15.823529	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0
Pomk	15.823529	0	0	116	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Ndufs4	15.823529	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0
Naa11	15.823529	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0
Eipr1	15.823529	0	0	194	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
Ccdc159	15.823529	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	128	0
Wdr27	15.764706	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	103	0
Slu7	15.764706	0	0	147	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Ptprk	15.764706	0	0	0	0	0	0	0	138	130	0	0	0	0	0	0	0	0	0
Prkar1b	15.764706	98	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	91	0
Map11	15.764706	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	143	0
Kptn	15.764706	0	0	164	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Dnaaf5	15.764706	98	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	91	0
Celsr3	15.764706	0	135	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
Cbx4	15.764706	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	130	0
Becn1	15.764706	0	0	121	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
Ablim2	15.764706	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0
1600012H06Rik	15.764706	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	103	0
Ubn2	15.705882	166	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Rpl13	15.705882	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0
Rnf216	15.705882	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
Rbm38	15.705882	106	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0
Nsdhl	15.705882	0	0	0	0	0	0	0	0	150	117	0	0	0	0	0	0	0	0
Magt1	15.705882	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Dipk1a	15.705882	0	0	132	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0
Cox7b	15.705882	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Cetn2	15.705882	0	0	0	0	0	0	0	0	150	117	0	0	0	0	0	0	0	0
Accs	15.705882	0	81	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0
Smim10l1	15.647059	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	114	0
Hmox2	15.647059	151	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0
Cask	15.647059	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	118	0
Atp1b3	15.647059	0	117	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0
Arpc1b	15.647059	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	114	0
Mrps10	15.588235	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Mettl17	15.588235	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Ltbp3	15.588235	166	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galnt2	15.588235	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	169	0	0
D1Pas1	15.588235	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0
Afg3l2	15.588235	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0
Zfp119a	15.529412	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	137	0
Stx5a	15.529412	0	0	147	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
Pkd1	15.529412	104	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0
Phka2	15.529412	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0
Nrros	15.529412	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Nphp1	15.529412	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Nectin2	15.529412	0	0	201	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0
Mtln	15.529412	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Micall2	15.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0
Lats2	15.529412	178	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eral1	15.529412	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Cnr2	15.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0
Bst2	15.529412	0	116	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0
Atp6v0e	15.529412	0	0	149	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0
Unc5c	15.470588	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0
Rbm12	15.470588	162	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Nlrp1b	15.470588	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl4	15.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0
Heg1	15.470588	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Hbp1	15.470588	143	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0
Gabpb1	15.470588	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Denr	15.470588	0	108	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
Cpne1	15.470588	162	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Zfp787	15.411765	74	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0
Txnrd3	15.411765	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0
Ssr4	15.411765	0	0	125	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0
Prkar2b	15.411765	107	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0
Mtmr6	15.411765	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0
Lhfp	15.411765	0	108	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0
Idh3g	15.411765	0	0	125	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0
Esrra	15.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0
Catsperz	15.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0
BC024063	15.411765	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0
Zfp738	15.352941	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0
Stimate	15.352941	0	0	0	0	0	0	0	129	132	0	0	0	0	0	0	0	0	0
Rilpl2	15.352941	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0
Resf1	15.352941	134	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
Fdx1	15.352941	91	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0
Coq3	15.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0
5730455P16Rik	15.352941	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb16	15.294118	122	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Rpl36	15.294118	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Rc3h1	15.294118	125	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0
Pstpip2	15.294118	0	0	141	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0
Mybbp1a	15.294118	144	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micos13	15.294118	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Kcna3	15.294118	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0
Ipo8	15.294118	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Gtpbp8	15.294118	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
Grsf1	15.294118	0	0	0	0	0	0	0	127	133	0	0	0	0	0	0	0	0	0
Gcc1	15.294118	0	0	163	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Col4a2	15.294118	105	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
Col4a1	15.294118	105	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
Arfgef2	15.294118	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arf5	15.294118	0	0	163	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
Adipor2	15.294118	153	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tusc2	15.235294	0	0	0	0	0	0	0	0	138	121	0	0	0	0	0	0	0	0
Slc37a4	15.235294	0	0	83	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0
Pigbos1	15.235294	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Pigb	15.235294	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Nomo1	15.235294	0	0	111	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0
Map7d1	15.235294	0	0	0	0	0	0	0	0	116	143	0	0	0	0	0	0	0	0
Kdm6b	15.235294	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Fitm2	15.235294	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0
Bcar1	15.235294	0	0	0	0	0	0	0	0	121	138	0	0	0	0	0	0	0	0
Abcc6	15.235294	0	0	111	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0
Abcc4	15.235294	0	0	0	0	0	0	0	0	138	121	0	0	0	0	0	0	0	0
Aadat	15.235294	0	0	157	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Zfp729a	15.176471	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Zfp14	15.176471	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Snx4	15.176471	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smc1b	15.176471	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0
Ppp1r12c	15.176471	0	119	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0
Ociad1	15.176471	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Mrpl35	15.176471	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Arl4a	15.176471	0	0	144	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0
Ankrd28	15.176471	0	0	0	0	0	0	0	102	156	0	0	0	0	0	0	0	0	0
Zscan10	15.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0
Zfp13	15.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0
Vapa	15.117647	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strn4	15.117647	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Rpl22l1	15.117647	0	123	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
Romo1	15.117647	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0
Nfs1	15.117647	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0
Mrpl58	15.117647	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0
Fkrp	15.117647	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Fbrs	15.117647	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0
Edrf1	15.117647	92	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0
Dmc1	15.117647	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0
Arhgap15	15.117647	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acyp2	15.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0
Zscan20	15.058824	0	0	0	0	0	0	0	0	137	119	0	0	0	0	0	0	0	0
Wdr55	15.058824	0	83	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0
Tmem259	15.058824	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0
Scrt1	15.058824	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hace1	15.058824	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Cnn2	15.058824	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0
Cldn7	15.058824	0	0	84	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0
Clba1	15.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0
Ankrd10	15.058824	0	0	0	0	0	0	0	80	176	0	0	0	0	0	0	0	0	0
A630001G21Rik	15.058824	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp949	15.0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp395	15.0	0	0	113	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0
Tfeb	15.0	94	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sptbn1	15.0	0	0	92	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0
Cln5	15.0	116	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdhc	14.941176	0	0	115	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0
Rusc1	14.941176	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	148	0
Pdlim7	14.941176	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0
Mpz	14.941176	0	0	115	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0
Cldn6	14.941176	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Chd9	14.941176	0	0	120	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0
Ago3	14.941176	0	97	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
Vps36	14.882353	133	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim35	14.882353	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Rlim	14.882353	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Ptger1	14.882353	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0
Mapk1	14.882353	149	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
Il3	14.882353	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Gpx1	14.882353	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Gpam	14.882353	154	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5165	14.882353	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Fam168a	14.882353	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Ankub1	14.882353	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0
Rab27a	14.823529	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0
Proca1	14.823529	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0
Dhrs11	14.823529	0	0	138	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Czib	14.823529	0	0	118	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0
B4galt6	14.823529	0	99	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Timm23	14.764706	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0
Snapc1	14.764706	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Sdhaf4	14.764706	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0
Ptpn2	14.764706	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Parg	14.764706	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0
Naf1	14.764706	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Mycbp2	14.764706	149	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr89	14.764706	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	125	0
Egln1	14.764706	0	102	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Alg1	14.764706	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adi1	14.764706	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
Zfp113	14.705882	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
Tulp3	14.705882	121	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Sltm	14.705882	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkra	14.705882	0	100	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
Pjvk	14.705882	0	100	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
Pde4a	14.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0
Nxnl1	14.705882	0	0	146	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
Ldlr	14.705882	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	124	0
Kif3a	14.705882	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0
Igfbp4	14.705882	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10778	14.705882	0	0	73	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0
Fxyd6	14.705882	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0
Cbx7	14.705882	0	129	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0
Zfp296	14.647059	0	140	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx15	14.647059	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Slc6a6	14.647059	116	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0
Ncoa2	14.647059	91	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0
Mfsd13a	14.647059	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Lyrm2	14.647059	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	141	0
Litaf	14.647059	0	116	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
Hmgcl	14.647059	0	0	77	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0
Gemin7	14.647059	0	140	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo33	14.647059	0	0	0	0	0	0	0	0	121	128	0	0	0	0	0	0	0	0
Cand2	14.647059	104	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0
Cab39	14.647059	136	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdyhv1	14.588235	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	135	0
Tbc1d2	14.588235	0	0	109	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
Ssb	14.588235	117	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
Retsat	14.588235	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0
Qpct	14.588235	0	0	0	0	0	0	0	0	126	122	0	0	0	0	0	0	0	0
Pafah1b3	14.588235	0	0	127	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Jph1	14.588235	0	0	0	0	0	0	0	127	121	0	0	0	0	0	0	0	0	0
Gpr183	14.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0
Fbxo40	14.588235	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elmod3	14.588235	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0
Ctsd	14.588235	121	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
Arhgap33	14.588235	0	0	0	0	0	0	0	116	132	0	0	0	0	0	0	0	0	0
Ypel5	14.529412	0	0	100	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0
Ubr5	14.529412	0	144	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
P2ry1	14.529412	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0
