Target_genes	Fosl2|Average	SRX515671|3T3-L1	SRX520195|3T3-L1	SRX17156736|Bone_Marrow_Cells	SRX17156737|Bone_Marrow_Cells	SRX17156738|Bone_Marrow_Cells	SRX17156739|Bone_Marrow_Cells	SRX216284|Embryonic_brains	SRX216285|Embryonic_brains	SRX22541704|Macrophages	SRX22541705|Macrophages	SRX22541706|Macrophages	SRX22541707|Macrophages	SRX1839221|MEF	SRX1839222|MEF	SRX1839223|MEF	SRX1839224|MEF	SRX187213|Th0	SRX187214|Th17_Cells	SRX187215|Th17_Cells	STRING
Zfp966	16.105263	199	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspyl1	16.105263	0	0	0	0	0	0	140	0	166	0	0	0	0	0	0	0	0	0	0	0
Spice1	16.105263	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	192	0
Popdc3	16.105263	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0
Polr2j	16.105263	0	0	0	0	0	0	155	0	0	151	0	0	0	0	0	0	0	0	0	0
Inafm1	16.105263	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	189	0	0	0	0
Gpn2	16.105263	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	72	0
Fntb	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	143	0
Cyb5b	16.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	219	0
Tle3	16.052632	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	154	0
Tacr2	16.052632	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk32c	16.052632	0	0	0	0	147	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0
Smyd4	16.052632	0	0	0	0	0	0	101	204	0	0	0	0	0	0	0	0	0	0	0	0
Slc23a1	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	182	0
Rpa1	16.052632	0	0	0	0	0	0	101	204	0	0	0	0	0	0	0	0	0	0	0	0
Pprc1	16.052632	0	0	0	0	119	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msrb3	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	138	0
Fgf9	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	221	0
Dctpp1	16.052632	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	123	0
Calm1	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	177	0
Bpi	16.052632	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0
Yipf5	16.0	0	0	0	0	0	0	0	0	120	58	0	126	0	0	0	0	0	0	0	0
Wdr17	16.0	0	0	0	0	0	0	0	183	0	0	0	0	121	0	0	0	0	0	0	0
Tbx19	16.0	0	0	0	0	134	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d9	16.0	0	0	0	0	0	0	167	137	0	0	0	0	0	0	0	0	0	0	0	0
Srpx2	16.0	0	0	0	0	178	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rprd2	16.0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Rhbdl1	16.0	0	0	0	0	0	0	0	0	0	200	0	104	0	0	0	0	0	0	0	0
Pgp	16.0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Lztr1	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	171	0
Lama5	16.0	0	0	0	0	147	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpm	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	190	0
Fut11	16.0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	198	0
Tcam1	15.947368	0	0	0	0	0	0	0	0	0	119	0	184	0	0	0	0	0	0	0	0
Smarcd2	15.947368	0	0	0	0	0	0	0	0	0	119	0	184	0	0	0	0	0	0	0	0
Rnf214	15.947368	0	0	0	0	136	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk7	15.947368	0	0	0	0	136	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr527	15.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	165	0
Hsf1	15.947368	0	0	0	0	186	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Camk1	15.947368	0	0	0	0	0	0	0	0	127	176	0	0	0	0	0	0	0	0	0	0
Bop1	15.947368	0	0	0	0	186	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Tmod3	15.894737	0	0	0	0	0	0	0	0	0	0	0	0	182	120	0	0	0	0	0	0
Ppp1r9a	15.894737	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	134	0	0
Klhl24	15.894737	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0
Gm52429	15.894737	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0
Gm4553	15.894737	0	0	0	0	180	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox6b1	15.894737	0	0	0	0	0	0	0	0	171	0	0	131	0	0	0	0	0	0	0	0
Zscan30	15.842105	145	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Zfp35	15.842105	145	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Rac2	15.842105	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0
Fnbp1l	15.842105	0	0	0	0	0	0	0	154	0	0	0	147	0	0	0	0	0	0	0	0
Fbxl17	15.842105	0	0	0	0	180	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd4	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	165	0
Angptl2	15.842105	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	157	0
Xrcc1	15.789474	0	0	0	0	0	0	0	0	95	205	0	0	0	0	0	0	0	0	0	0
Tmem199	15.789474	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	150	0
Rbm48	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	165	0
Prl6a1	15.789474	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	146	0	0	0	0
Poldip2	15.789474	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	150	0
Pinlyp	15.789474	0	0	0	0	0	0	0	0	95	205	0	0	0	0	0	0	0	0	0	0
Pex1	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	165	0
Pdcd2	15.789474	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Nkx3-1	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	203	0
Gnaq	15.789474	0	0	0	0	160	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eogt	15.789474	0	0	0	0	0	159	0	0	0	141	0	0	0	0	0	0	0	0	0	0
Art4	15.789474	0	0	0	0	171	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap14	15.789474	0	0	0	0	163	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11e	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0
Tdrp	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	179	0
Tbc1d32	15.736842	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	111	0
Plekha1	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	170	0	0	0	0
Pemt	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	167	0
Matr3	15.736842	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	93	0
Jagn1	15.736842	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0
H2ax	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	179	0
Fan1	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	181	0
Elapor1	15.736842	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0
2210418O10Rik	15.736842	0	0	0	0	175	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
1700013F07Rik	15.736842	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0
Tesmin	15.684211	0	0	0	0	0	0	0	0	0	104	0	194	0	0	0	0	0	0	0	0
Npat	15.684211	0	0	0	0	0	0	0	0	111	82	0	105	0	0	0	0	0	0	0	0
Nicn1	15.684211	0	0	0	0	0	0	0	0	0	207	0	91	0	0	0	0	0	0	0	0
Nbdy	15.684211	0	0	0	0	0	0	134	164	0	0	0	0	0	0	0	0	0	0	0	0
Dpp3	15.684211	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Ddost	15.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	170	0
Atm	15.684211	0	0	0	0	0	0	0	0	111	82	0	105	0	0	0	0	0	0	0	0
Amt	15.684211	0	0	0	0	0	0	0	0	0	207	0	91	0	0	0	0	0	0	0	0
Tnik	15.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	106	0
Syce1l	15.631579	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0
Slc25a22	15.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	190	0
Shf	15.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	161	0
Scamp2	15.631579	0	0	0	0	171	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
Reg4	15.631579	0	0	0	0	0	0	145	152	0	0	0	0	0	0	0	0	0	0	0	0
Praf2	15.631579	0	0	0	0	119	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eml4	15.631579	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	157	0
Carnmt1	15.631579	0	0	0	0	151	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfb3	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	97	0
Telo2	15.578947	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	92	0
Saal1	15.578947	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	159	74	0
Ptx4	15.578947	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	92	0
Cyb5r1	15.578947	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	146	0	0	0	0
Cmya5	15.578947	0	0	0	0	117	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1190005I06Rik	15.578947	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube3b	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	176	0
Rnf38	15.526316	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0
Pcnx	15.526316	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Mre11a	15.526316	0	0	0	0	182	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd10	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	176	0
Cebpe	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	187	0
Blvra	15.526316	0	0	0	0	103	0	0	0	0	105	0	0	0	0	0	0	0	87	0	0
Armc8	15.526316	0	0	0	0	0	0	0	0	174	0	0	121	0	0	0	0	0	0	0	0
Ankrd49	15.526316	0	0	0	0	182	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm8b	15.473684	0	0	0	0	189	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0
Sdhd	15.473684	0	0	0	0	189	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0
Sdad1	15.473684	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	139	0
Hhat	15.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	176	0
Hcn2	15.473684	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-Eb1	15.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	102	0
Bpifb1	15.473684	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0
9930021J03Rik	15.473684	0	0	0	0	0	0	158	136	0	0	0	0	0	0	0	0	0	0	0	0
Tsnaxip1	15.421053	0	0	0	0	0	0	0	0	128	0	0	165	0	0	0	0	0	0	0	0
Rtl5	15.421053	0	0	0	0	141	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp10	15.421053	0	0	0	0	0	0	0	0	128	0	0	165	0	0	0	0	0	0	0	0
Pkhd1	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	180	0	0	0	0
Myb	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	192	0
Mob1a	15.421053	0	0	0	0	0	0	89	134	0	0	0	0	0	0	0	0	0	0	70	0
Mfsd2b	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	186	0
Klhl7	15.421053	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Ipo9	15.421053	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	116	0
Hint3	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	184	0
Ergic2	15.421053	0	0	0	0	0	0	0	0	0	143	0	150	0	0	0	0	0	0	0	0
Anapc16	15.421053	0	0	0	0	0	0	0	0	85	208	0	0	0	0	0	0	0	0	0	0
Zcchc3	15.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	133	0
Ppp2r5b	15.368421	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	140	0
Olfr1388	15.368421	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b8	15.368421	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	213	0	0	0
Eif5a2	15.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	125	0
Defb48	15.368421	0	0	0	0	0	0	0	0	137	155	0	0	0	0	0	0	0	0	0	0
Cdca7l	15.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	204	0
2900092C05Rik	15.368421	0	0	0	0	0	0	123	0	0	0	0	0	169	0	0	0	0	0	0	0
Zmynd10	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	147	0
Sik2	15.315789	0	0	0	0	0	0	0	0	146	145	0	0	0	0	0	0	0	0	0	0
Pcf11	15.315789	0	0	0	0	159	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
Dhdds	15.315789	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	114	111	0
Zfp457	15.263158	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	138	0
Slc22a18	15.263158	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0
Rgs11	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	141	0
Pdia2	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	141	0
Olfr985	15.263158	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0
Mvb12a	15.263158	158	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0
Gm5796	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	167	0
Gbgt1	15.263158	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0
Drg1	15.263158	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	127	0
Cox5b	15.263158	0	0	0	0	0	73	0	0	112	0	0	105	0	0	0	0	0	0	0	0
Arhgdig	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	141	0
Amd2	15.263158	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	97	0
Amd1	15.263158	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	97	0
Tmx3	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	160	0
Stx1b	15.210526	0	0	0	0	77	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0
Rxfp1	15.210526	0	0	0	0	152	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhb1	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	206	0
Mrpl18	15.210526	0	0	0	0	0	0	0	0	82	113	0	94	0	0	0	0	0	0	0	0
1700015G11Rik	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	183	0	0	0	0
Zcwpw2	15.157895	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	187	0
Pgk1	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	142	0
Olfr175	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	165	0
Nrde2	15.157895	0	0	0	0	0	0	0	0	120	168	0	0	0	0	0	0	0	0	0	0
Itih4	15.157895	129	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Iqch	15.157895	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Dennd6b	15.157895	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	139	0	0
Cntrl	15.157895	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	132	0	0
Azi2	15.157895	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	187	0
Aagab	15.157895	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Psmd10	15.105263	0	0	0	0	0	93	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Prkx	15.105263	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	135	0
Kcnk7	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	176	0
Cxcl14	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0
Casp8ap2	15.105263	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	121	0
Atg4a	15.105263	0	0	0	0	0	93	0	0	0	0	0	194	0	0	0	0	0	0	0	0
Zfp958	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	129	0
Slc13a2	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	120	0
Il13ra2	15.052632	148	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0
Dync2li1	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0
D2hgdh	15.052632	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	98	0
Akr1b3	15.052632	0	0	0	0	0	0	166	0	120	0	0	0	0	0	0	0	0	0	0	0
Rtbdn	15.0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr556	15.0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr430	15.0	0	0	0	0	0	0	0	0	0	0	146	139	0	0	0	0	0	0	0	0
Mageb3	15.0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	190	0
Kptn	15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0
Ifna6	15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	140	0
Hsdl2	15.0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	121	0
Gatm	15.0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0
Fbxl7	15.0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	182	0	0	0	0
Ctdspl2	15.0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	190	0
Bcat2	15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	143	0
Atf7ip	15.0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0
Zfp51	14.947368	0	0	0	0	0	0	123	161	0	0	0	0	0	0	0	0	0	0	0	0
Wdr27	14.947368	0	0	0	0	0	0	139	0	0	0	0	145	0	0	0	0	0	0	0	0
Rom1	14.947368	0	0	0	0	0	0	171	0	0	113	0	0	0	0	0	0	0	0	0	0
Pxylp1	14.947368	0	0	0	0	101	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Peli2	14.947368	0	0	0	0	172	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdxdc1	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	157	0
Gm13272	14.947368	0	0	0	0	0	0	0	0	136	148	0	0	0	0	0	0	0	0	0	0
Eml3	14.947368	0	0	0	0	0	0	171	0	0	113	0	0	0	0	0	0	0	0	0	0
Dchs1	14.947368	0	0	0	0	0	0	181	0	0	0	0	0	103	0	0	0	0	0	0	0
Crybb3	14.947368	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0
Commd3	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	133	0
Bmi1	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	133	0
1600012H06Rik	14.947368	0	0	0	0	0	0	139	0	0	0	0	145	0	0	0	0	0	0	0	0
Scn4b	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	194	0
Psmd9	14.894737	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	95	0
Mgmt	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	170	0
Hs3st1	14.894737	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0
Crybb1	14.894737	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrf5	14.894737	108	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Vkorc1	14.842105	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	122	0	0
Uck2	14.842105	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Shq1	14.842105	0	0	0	0	0	0	0	0	0	124	0	158	0	0	0	0	0	0	0	0
Prpf4b	14.842105	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	151	0
Poli	14.842105	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	173	0
Olfr229	14.842105	0	0	0	0	0	198	0	0	0	0	0	84	0	0	0	0	0	0	0	0
Larp1	14.842105	0	0	0	0	0	0	0	0	90	0	0	192	0	0	0	0	0	0	0	0
Cpt1b	14.842105	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	156	0
Chkb	14.842105	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	156	0
Tmem120a	14.789474	120	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0
Socs2	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	155	0
Smim11	14.789474	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	148	0
Rell1	14.789474	0	0	0	0	0	0	153	128	0	0	0	0	0	0	0	0	0	0	0	0
Nxf7	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	125	0
Lyrm7	14.789474	0	0	0	0	0	0	0	0	0	106	0	175	0	0	0	0	0	0	0	0
Gh	14.789474	0	0	0	0	0	0	0	0	147	134	0	0	0	0	0	0	0	0	0	0
Ablim2	14.789474	95	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0
Zfp976	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	135	0
Tsnax	14.736842	0	0	0	0	0	0	0	0	0	117	0	163	0	0	0	0	0	0	0	0
Rab10	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	169	0
Ppp1r35	14.736842	0	0	0	0	0	0	0	0	161	119	0	0	0	0	0	0	0	0	0	0
Olfr284	14.736842	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0
Nucks1	14.736842	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	142	0
Nol11	14.736842	0	0	0	0	0	0	0	0	74	86	0	120	0	0	0	0	0	0	0	0
Melk	14.736842	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0
Mag	14.736842	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0
Iws1	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	174	0
Ifnz	14.736842	0	0	0	0	0	0	0	0	136	144	0	0	0	0	0	0	0	0	0	0
Gm13276	14.736842	0	0	0	0	0	0	0	0	136	144	0	0	0	0	0	0	0	0	0	0
Dnm1	14.736842	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	161	0
Cnnm3	14.736842	0	0	0	0	0	133	0	0	0	147	0	0	0	0	0	0	0	0	0	0
Atp23	14.736842	0	0	0	0	0	0	0	0	157	123	0	0	0	0	0	0	0	0	0	0
Sugp1	14.684211	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	151	0
Spred3	14.684211	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	141	0
Spata7	14.684211	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	167	0	0	0	0
Ptrhd1	14.684211	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	161	0
Oosp3	14.684211	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0
Nmnat2	14.684211	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0
Mau2	14.684211	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	151	0
Kmt2a	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	155	0
Ggn	14.684211	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	141	0
Gbe1	14.684211	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	176	0	0
Entpd8	14.684211	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0
Eci1	14.684211	0	0	0	0	167	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chn2	14.684211	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpo	14.684211	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	161	0
Itgb1bp2	14.631579	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0
Fgfr1	14.631579	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	147	0	0	0	0
Drosha	14.631579	0	0	0	0	141	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpa4	14.631579	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	112	0	0	0	0
Ccs	14.631579	0	0	0	0	148	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0
Ccdc87	14.631579	0	0	0	0	148	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0
