	source	target	weight	PMID
31796	Foxo1	Tspan7	1	19896444
31797	Foxo1	Vasp	-1	16100571
31798	Foxo1	Wnt16	1	17609436
31799	Foxo1	Wnt4	1	17609436
31800	Foxo1	Ca2	1	16492665
31801	Hif1a	Aph1a	1	16645044
31802	Hif1a	Dll4	1	16204037
31803	Hif1a	Mdk	1	15197188
31804	Hif1a	Pfkl	1	8089148
31805	Hif1a	Bhlhe40	1	19828020;21447827
31806	Hif1a	Tff3	1	19076725
31807	Nfkb1	Akr1b1	1	14576180
31808	Nfkb1	Col10a1	-1	16409866
31809	Nfkb1	Cxcl2	1	15722553
31810	Nfkb1	Ftmt	1	
31811	Nfkb1	Htr1a	1	
31812	Nfkb1	Irf8	1	
31813	Nfkb1	Myb	1	10602492
31814	Nfkb1	Npy1r	1	
31815	Nfkb1	Pdgfb	1	15175554
31816	Nfkb1	Tac1	1	
31817	Nfkb1	Vim	1	8420985
31818	Nfkb1	Csf3	1	26114754;7513199
31819	Nfkb1	Cxcl9	1	12403783;17274000;19157479
31820	Nfkb1	Il15	1	10906187;21343618
31821	Rela	Akr1b1	1	14576180
31822	Rela	B2m	1	12480693
31823	Rela	Htr1a	1	
31824	Rela	Tac1	1	
31825	Rela	Cxcl9	1	12403783;19157479
31826	Relb	Abcb1a	1	12527911
31827	Relb	Cxcl1	1	
31828	Relb	Myb	1	10602492
31829	Sp1	Acss2	1	11435428
31830	Sp1	Adrb1	1	
31831	Sp1	Aldh3a1	1	10591537
31832	Sp1	Bach1	1	
31833	Sp1	Cdc25c	1	
31834	Sp1	Cga	1	
31835	Sp1	Clu	1	
31836	Sp1	Col6a1	1	
31837	Sp1	Cox4i1	1	
31838	Sp1	Ackr1	1	
31839	Sp1	Dlk1	1	
31840	Sp1	Evpl	1	
31841	Sp1	F13a1	1	
31842	Sp1	Fdx1	1	
31843	Sp1	Fgg	1	
31844	Sp1	Foxa1	-1	
31845	Sp1	Gad2	1	
31846	Sp1	Gls2	1	12444921
31847	Sp1	Hdlbp	1	11145566
31848	Sp1	Hoxa4	1	
31849	Sp1	Hsf1	1	
31850	Sp1	Itga11	1	16300938;19913614
31851	Sp1	Itga6	1	11336792
31852	Sp1	Lrp2	1	11255015
31853	Sp1	Msx1	1	
31854	Sp1	Neu1	1	14597183
31855	Sp1	Pcna	1	
31856	Sp1	Pim1	1	
31857	Sp1	Pola1	1	11004506
31858	Sp1	Proc	1	15933209
31859	Sp1	Psmb5	1	
31860	Sp1	Ptx3	-1	
31861	Sp1	Rfc1	1	
31862	Sp1	Runx2	1	19017640
31863	Sp1	Scnn1g	1	
31864	Sp1	Tal1	1	8058326;9786909
31865	Sp1	Tgm3	-1	
31866	Sp1	Tm7sf2	1	20138239
31867	Sp1	Tpi1	1	12760745
31868	Sp1	Trim25	1	
31869	Sp1	Ung	1	
31870	Sp1	Acta1	1	12760745;15933209;9571041
31871	Sp1	Actc1	1	15933209;2123467;9571041
31872	Sp1	Arg1	1	15465791
31873	Sp1	Cp	1	
31874	Sp1	Drd2	1	
31875	Sp1	Ggh	1	31739835
31876	Sp1	Gnrh1	1	16139796
31877	Sp1	Kat5	1	
31878	Sp1	Pdpn	1	17343736
31879	Sp1	Smad4	1	21421563
31880	Tcf7l2	Akt1	1	15888491;21720709
31881	Tcf7l2	Amhr2	1	12724325
31882	Tcf7l2	Apcdd1	1	12384519
31883	Tcf7l2	Axin2	1	11809808;11809809;11940574;12711682;15473860;24447505
31884	Tcf7l2	Bambi	1	12782598;14660579
31885	Tcf7l2	Bcl2	1	17404573;23671559
31886	Tcf7l2	Bcl2l2	1	19124064
31887	Tcf7l2	Birc7	1	17660948
31888	Tcf7l2	Bok	-1	12907606
31889	Tcf7l2	Capn2	1	12907606
31890	Tcf7l2	Casp3	-1	12907606
31891	Tcf7l2	Casp7	-1	12907606
31892	Tcf7l2	Ccl12	1	16003740
31893	Tcf7l2	Cd44	1	10027409;12782598;18483247
31894	Tcf7l2	Ccn2	1	12200448;20571031
31895	Tcf7l2	Cycs	-1	12907606
31896	Tcf7l2	Cyp26a1	1	16885356
31897	Tcf7l2	Dapk2	-1	18957423
31898	Tcf7l2	Dkk1	1	15592430;15592505
31899	Tcf7l2	Edn1	1	15558022;16291872
31900	Tcf7l2	Enc1	1	11691783
31901	Tcf7l2	Epcam	1	18006828
31902	Tcf7l2	Fgf18	1	14559787;17158875
31903	Tcf7l2	Fst	1	15579438;18948405
31904	Tcf7l2	Gli2	1	19797115
31905	Tcf7l2	Igfbp6	-1	14737101
31906	Tcf7l2	Inha	1	12732619;12861022
31907	Tcf7l2	Krt1	1	12200448
31908	Tcf7l2	Lef1	1	11326276;15473860;17335794;20802155
31909	Tcf7l2	Map3k6	1	12907606
31910	Tcf7l2	Mmp1a	1	12384519
31911	Tcf7l2	Mmp7	1	10514384;11943708;12200448;12782598;12958188;15457508
31912	Tcf7l2	Mxd1	-1	12907606
31913	Tcf7l2	Mybl2	-1	16959035
31914	Tcf7l2	Myod1	1	18948405
31915	Tcf7l2	Naip2	1	12907606
31916	Tcf7l2	Nos2	1	11935128;16849547
31917	Tcf7l2	Notum	1	15473860;18429952
31918	Tcf7l2	Ntsr1	1	16299383
31919	Tcf7l2	Pttg1	1	15514942;16705313
31920	Tcf7l2	Sgk1	1	12907606
31921	Tcf7l2	Smc3	1	12651860
31922	Tcf7l2	Sp5	1	16273202;17090534
31923	Tcf7l2	Srsf3	1	18952824
31924	Tcf7l2	Tbxt	1	10704849;10953028;12032083;12234972;14557550;14575694;15292219;15579438;16139800;18948405
31925	Tcf7l2	Tagln	1	19344627
31926	Tcf7l2	Tnfrsf11b	1	18676739
31927	Tcf7l2	Ube2b	1	17050667
31928	Tcf7l2	Vcan	1	12095419;15579438;15668231
31929	Tcf7l2	Vim	1	12750294;22552774;26947016
31930	Tp53	Abcc2	1	
31931	Tp53	Abcc4	1	
31932	Tp53	Gpd1	-1	12734185
31933	Tp53	Nfatc4	-1	14990988
31934	Tp53	Peg3	1	11679586
31935	Peg3	Tp53	1	19224563
31936	Tp53	Phlda3	1	
31937	Tp53	Pidd1	1	17437012
31938	Tp53	Tcf4	-1	14990988
31939	Tp53	Trp53inp1	1	
31940	Tp53	Tyrp1	1	10640990
31941	Tp53	Cx3cl1	1	10919640
31942	Tp53	Dcc	1	15843459
31943	Tp53	Rrm1	1	15843459
31944	Tp53	Sertad1	1	15843459
31945	Ppara	Elovl5	1	15654130;16564093;16790840
31946	Ppara	Elovl6	1	15654130;16564093;16790840
31947	Ppara	Fads1	1	11792729;16790840
31948	Ppara	Myl2	1	17951219
31949	Myc	Abi2	-1	11085504
31950	Myc	Acsl4	-1	11085504
31951	Myc	Aimp2	1	11085504
31952	Myc	Brd2	-1	11085504
31953	Myc	C1qbp	1	11983916
31954	Myc	Cct3	1	11983916
31955	Myc	Cct6a	1	11085504
31956	Myc	Cks2	1	11085504
31957	Myc	Cpd	-1	11085504
31958	Myc	Ddx5	1	11085504
31959	Myc	Dnajb1	1	11983916
31960	Myc	Dusp1	-1	14519204
31961	Myc	E2f3	1	10779353;11511364
31962	Myc	Eef2	1	11085504
31963	Myc	Ei24	1	11983916
31964	Myc	Eif3b	1	11983916
31965	Myc	Eif5	1	11983916
31966	Myc	Endou	1	11085504
31967	Myc	Eprs1	1	11983916
31968	Myc	Fkbp4	1	14519204
31969	Myc	Gcn1	-1	11085504
31970	Myc	Gm2a	-1	11085504
31971	Myc	H6pd	1	11085504
31972	Myc	Has2	1	11085504
31973	Myc	Hnrnph1	-1	11085504
31974	Myc	Hsp90ab1	1	11983916
31975	Myc	Hspa1a	1	
31976	Myc	Hspa9	1	11983916
31977	Myc	Hsph1	1	11983916
31978	Myc	Impact	-1	11085504
31979	Myc	Ints7	-1	18213392
31980	Myc	Klf7	-1	11085504
31981	Myc	Lamp1	-1	11085504
31982	Myc	Ldhb	1	11983916
31983	Myc	Lenep	1	11085504
31984	Myc	Map3k1	-1	11085504
31985	Myc	Mapk3	-1	11085504
31986	Myc	Metap2	1	11983916
31987	Myc	Mif	1	11085504
31988	Myc	Msh2	1	11983916;12808131
31989	Myc	Ncam1	-1	11085504
31990	Myc	Nop56	1	11983916
31991	Myc	Nucb1	-1	11085504
31992	Myc	Nutf2	1	11983916
31993	Myc	Pam	-1	11085504
31994	Myc	Pex19	-1	11085504
31995	Myc	Pfkm	1	10823814;11983916
31996	Myc	Pias1	1	11983916
31997	Myc	Polr2f	1	11983916
31998	Myc	Ppif	1	11983916
31999	Myc	Ppp2r2b	-1	11085504
32000	Myc	Ranbp1	1	11085504
32001	Myc	Rbp1	1	11085504
32002	Myc	Rhob	1	11085504
32003	Myc	Rpl12	1	11085504
32004	Myc	Rpl13	1	11085504
32005	Myc	Rpl21	1	11085504;16770008
32006	Myc	Rpl23	1	11085504;14519204
32007	Myc	Rpl30	1	11085504
32008	Myc	Rpl32	1	11085504;11983916
32009	Myc	Rpl35	1	11085504
32010	Myc	Rpl5	1	11085504
32011	Myc	Rpl6	1	11085504;14519204
32012	Myc	Rpl7	1	11085504
32013	Myc	Rpl9	1	11085504
32014	Myc	Rps12	1	11085504
32015	Myc	Rps13	1	11085504;12808131
32016	Myc	Rps15a	1	11085504;14519204
32017	Myc	Rps18	1	11085504
32018	Myc	Rps20	1	11085504;12808131
32019	Myc	Rps23	1	11085504
32020	Myc	Rps7	1	11085504
32021	Myc	Rps9	1	11085504
32022	Myc	Ruvbl2	1	11983916
32023	Myc	Scarb1	1	11983916
32024	Myc	Slc25a4	1	11085504
32025	Myc	Snrpd3	1	11085504
32026	Myc	Srsf2	1	11085504
32027	Myc	Sumo2	1	11085504
32028	Myc	Tle4	1	11085504
32029	Myc	Tpd52	-1	11085504
32030	Myc	Trak1	1	11085504
32031	Myc	Trap1	1	11983916
32032	Myc	Tspo	1	11983916
32033	Myc	Ube2s	1	11085504
32034	Myc	Ucn2	1	11085504
32035	Myc	Ung	1	9490791
32036	Myc	Ywhae	1	11983916
32037	Myc	Zxdb	-1	11085504
32038	Myc	Adrb1	1	12464932
32039	Myc	Bcat1	1	1340466
32040	Myc	Pdcd10	1	19442737
32041	Nr2f1	Acadm	-1	
32042	Nr2f1	Agt	-1	
32043	Nr2f1	Apoa4	-1	
32044	Nr2f1	Cpt2	-1	
32045	Nr2f1	Klk15	-1	
32046	Nr2f1	Nr0b1	-1	
32047	Nr2f1	Pck1	-1	
32048	Nr2f1	Rxrg	-1	
32049	Nr2f1	Tf	-1	7610049;8706718
32050	Nr2f1	Hmgcs2	1	9464279
32051	Nr2f1	Nes	1	
32052	Nr2f1	Pcp2	-1	9632703
32053	Hnf1a	Ddc	1	8626808
32054	Hnf1a	Fech	1	10617683
32055	Hnf1a	Fgl1	1	19304666
32056	Hnf1a	Gls2	1	12444921
32057	Hnf1a	Mmp7	1	12851697
32058	Hnf1a	Scd1	1	11414710;7480063
32059	Hnf1a	St6gal1	1	1737800
32060	Gabpa	Ache	1	
32061	Gabpa	Chrne	1	
32062	Gabpa	Cox4i1	1	
32063	Gabpa	Dld	1	
32064	Gabpa	Elane	1	
32065	Gabpa	Il2rb	1	
32066	Gabpa	Itgb2	1	
32067	Gabpa	Pola1	1	11004506
32068	Gabpa	Psmb5	1	
32069	Gabpa	Tshr	1	
32070	Smad3	Ankrd1	1	11139470
32071	Smad3	Col1a1	1	11279127;20869563;27728806
32072	Smad3	Col3a1	1	11279127
32073	Smad3	Col5a2	1	11279127
32074	Smad3	Col6a1	1	11279127
32075	Smad3	Col6a2	1	11279127
32076	Smad3	Col6a3	1	11279127
32077	Smad3	Ccn1	1	15955090;16616811
32078	Smad3	Dmp1	1	12489180
32079	Smad3	Fabp2	1	17290010
32080	Smad3	Gclc	-1	15629866
32081	Smad3	Hey1	1	14739937
32082	Smad3	Itga11	1	19913614
32083	Smad3	Itgb1	1	20709799
32084	Smad3	Met	1	15339794
32085	Smad3	Serpinb5	1	17204482
32086	Smad3	Sstr2	1	11278805
32087	Smad3	Timp1	1	11279127;20869563
32088	Smad3	Timp3	1	18471442
32089	Smad3	Tnfrsf11b	1	11451955
32090	Smad3	Vim	1	
32091	Smad3	Vip	1	11259431
32092	Gata4	Ada	1	15677472
32093	Gata4	Cpt1b	1	12611894
32094	Gata4	F10	1	
32095	Gata4	Gnrh1	1	
32096	Gata4	Hdc	-1	18547288
32097	Gata4	Mafk	1	
32098	Pdx1	Ada	1	15677472
32099	Pdx1	Cela1	1	
32100	Notch1	Adam19	1	10933396
32101	Notch1	Ascl1	-1	11306509;9102301;9133387
32102	Notch1	Bcl2	1	16990763;9881968
32103	Notch1	Casp3	1	15068794
32104	Notch1	Cd8a	-1	9881968
32105	Notch1	Cdh2	1	16618740
32106	Notch1	Cdkn1a	1	11306509;14670925
32107	Notch1	Csf1	-1	12411305
32108	Notch1	Dtx1	1	10933396;15356142;9881968
32109	Notch1	Gata2	1	11719365;15689374
32110	Notch1	Hey2	1	11095750;11486044;11486045;11741889;11971902;12814948;20007915
32111	Notch1	Mcm2	-1	15976316
32112	Notch1	Mcm6	-1	15976316
32113	Notch1	Myc	-1	10644343;16847353
32114	Notch1	Myod1	-1	10066785;12050162
32115	Notch1	Nfkb1	1	11591772
32116	Notch1	Nfkb2	1	11115605;9528780
32117	Notch1	Nrarp	1	11783997;15325262
32118	Notch1	Psen1	-1	12960155
32119	Notch1	Rel	1	11591772
32120	Notch1	Rela	1	11591772
32121	Notch1	Relb	1	11591772
32122	Notch1	Ren1	1	15792957
32123	Notch1	Smtn	-1	15987768
32124	Notch1	Tagln	-1	15634680
32125	Notch1	Tnfrsf11b	1	12411305
32126	Notch1	Tnfsf11	1	12411305
32127	Lef1	Adam2	-1	15979100
32128	Lef1	App	-1	15979100
32129	Lef1	Bcl2	1	12782598;16288908;17404573
32130	Lef1	Casp4	-1	15979100
32131	Lef1	Cdx4	1	16309666
32132	Lef1	Dsp	-1	15979100
32133	Lef1	E2f1	1	17980157
32134	Lef1	Ephb2	1	12408869
32135	Lef1	Ephb3	1	12408869;12782598
32136	Lef1	Foxn1	1	12379851
32137	Lef1	Inha	1	12732619;12861022
32138	Lef1	Itgb1	-1	15979100
32139	Lef1	Lima1	-1	15979100
32140	Lef1	Mllt10	1	15979100
32141	Lef1	Myf5	1	16936075
32142	Lef1	Nppc	1	12475749
32143	Lef1	Rock1	-1	15979100
32144	Lef1	Tbxt	1	10704849;10953028;11447280;12032083;12234972;14557550;14575694;15292219;15579438;16139800;18948405
32145	Lef1	Ovol1	1	11983900
32146	Dbp	Adh1	1	1620113
32147	Dbp	St6gal1	1	1737800
32148	Sox2	Foxj1	1	20011520
32149	Sox2	Scgb1a1	1	20011520
32150	Sox2	Spp1	-1	9649510
32151	Sox2	Utf1	1	10409735;17324942
32152	Sox2	Zscan10	1	17344211
32153	Smad2	Ankrd1	1	11139470
32154	Smad2	Col7a1	1	9582342
32155	Smad2	Ccn1	1	16616811
32156	Smad2	Dmp1	1	12489180
32157	Smad2	Fabp2	1	17290010
32158	Smad2	Itga11	1	19913614
32159	Smad2	Met	1	15339794
32160	Smad2	Spp1	1	11042172
32161	Smad2	Timp3	1	18471442
32162	Smad2	Tnfrsf11b	1	11451955
32163	Smad4	Ankrd1	1	11139470
32164	Smad4	Ccn1	1	16616811
32165	Smad4	Dlx3	1	11788714
32166	Smad4	Dmp1	1	12489180
32167	Smad4	Fabp2	1	17290010
32168	Smad4	Ihh	1	14981086
32169	Smad4	Itgb5	1	
32170	Smad4	Met	1	15339794
32171	Smad4	Nkx2-5	1	14662776;19736317
32172	Smad4	Pthlh	1	11590145
32173	Smad4	Selenop	-1	11568450;11733012
32174	Smad4	Sstr2	1	11278805
32175	Smad4	Tagln	1	12582250
32176	Smad4	Timp3	1	18471442
32177	Smad4	Tnfrsf11b	1	11451955
32178	Smad4	Vip	1	11259431
32179	Smad4	Msx1	1	18334251
32180	Nfkb2	Akr1b1	1	14576180
32181	Nfkb2	Bcl2l1	1	
32182	Nr5a1	Cyp21	1	
32183	Hnf4a	Ebp	1	12855700
32184	Hnf4a	Ambp	1	15533056
32185	Hnf4a	F10	1	11159521;1313796;8567696
32186	Hnf4a	Lct	1	
32187	Gata1	Cpa3	1	
32188	Gata1	Ctse	1	11322887
32189	Gata1	Inha	1	
32190	Gata1	Inhbb	1	
32191	Gata1	Mafk	1	
32192	Gata1	Rhag	1	
32193	Gata1	Tac1	1	15123623;17043224
32194	Ep300	Alb	1	15598887
32195	Ep300	Slc2a2	1	11978637
32196	Ep300	Spp1	1	20339243;21467818
32197	Ep300	Tapbp	-1	20663889
32198	Jun	Aldoa	1	
32199	Jun	Gtf3a	1	
32200	Jun	Bcl2a1	1	
32201	Jun	Bdkrb1	1	
32202	Jun	Cd40lg	1	
32203	Jun	Chga	1	
32204	Jun	Col6a1	1	
32205	Jun	Crygb	1	
32206	Jun	Dio2	-1	
32207	Jun	Fabp4	1	20145251
32208	Jun	Gata1	1	
32209	Jun	Gcsh	1	
32210	Jun	Il18	1	10975835
32211	Jun	Itga2	1	
32212	Jun	Krt14	1	
32213	Jun	Mdm2	1	10348347
32214	Jun	Ptx3	1	
32215	Jun	Scgb1a1	1	
32216	Jun	Serpinf2	1	
32217	Jun	Slc46a1	1	19643086
32218	Jun	Tfpi2	1	
32219	Jun	Tgfbr2	1	
32220	Jun	Ttpa	1	
32221	Jun	Clu	1	10215617;10406964;15313936;21995960;9334243
32222	Jun	Serpina3c	-1	10828073;11027208;16303762;16565071
32223	Jun	Serpina3k	-1	10828073;11027208;16303762;16565071
32224	Jun	Serpina3m	-1	10828073;11027208;16303762;16565071
32225	Jun	Tnfrsf11b	-1	19702951
32226	Rel	Alox12	1	7729529
32227	Rel	Tnfsf10	1	11544302;27132513
32228	Msx2	Enpp1	1	20803545
32229	Msx2	Spp1	1	20965237;21276840;21467818
32230	Nfya	Amelx	1	16595692
32231	Nfya	Cdc25a	1	16598773
32232	Nfya	Fdps	1	20450493;7665553;8798690
32233	Nfya	Gpam	1	9054427
32234	Nfya	Hmgcs1	1	7665553
32235	Nfya	Mcm8	1	16325355
32236	Nfya	Pnrc2	1	16181749
32237	Nfya	Pura	1	21062477
32238	Nfya	Srebf2	1	8900111
32239	Nfya	Star	1	11250933;11861536
32240	Nfya	Tm7sf2	1	20138239
32241	Nfya	Actb	1	1762920
32242	Yy1	Calr	1	19659458
32243	Yy1	Cd3d	-1	12324448
32244	Yy1	Ctse	-1	11322887
32245	Yy1	Egf	1	9687156
32246	Yy1	Gjb1	1	12850269
32247	Yy1	Hdlbp	-1	11145566
32248	Yy1	Hmgcs1	-1	10318878
32249	Yy1	Lama1	1	12519763
32250	Yy1	Myh4	-1	17438126
32251	Yy1	Otx2	1	17332747
32252	Yy1	Pemt	1	20150657
32253	Yy1	Ptpa	1	10585862;1078742
32254	Yy1	Rgs16	-1	18046543
32255	Yy1	Slc46a1	1	19643086
32256	Yy1	Tnni2	-1	17438126
32257	Yy1	Ada	1	15677472
32258	E2f1	Atg10	1	19657746
32259	E2f1	Atg12	1	19657746
32260	E2f1	Atg4a	1	19657746
32261	E2f1	Atg4b	1	19657746
32262	E2f1	Atg4d	1	19657746
32263	E2f1	Atg7	1	19657746
32264	E2f1	Atg9a	1	19657746
32265	E2f1	Axin2	1	15766563
32266	E2f1	B4galt1	1	20538716
32267	E2f1	Cdc25a	1	11154267;11799067;19633359
32268	E2f1	Cdc45	1	10692433
32269	E2f1	Cdt1	1	14990995
32270	E2f1	Ptgs1	1	10998368
32271	E2f1	Ybx3	1	15313206
32272	E2f1	Dyrk1a	1	18366763
32273	E2f1	Fancd2	1	18438432
32274	E2f1	Fbn2	1	19142862
32275	E2f1	Fbxl16	1	20043084
32276	E2f1	Fbxo43	1	18439978
32277	E2f1	Fbxo5	1	18439978
32278	E2f1	Fgfr2	1	12944911
32279	E2f1	Gab2	1	15574337
32280	E2f1	Gabarapl1	1	19657746
32281	E2f1	Gabarapl2	1	19657746
32282	E2f1	Gmnn	1	14990995
32283	E2f1	Hells	1	21453717
32284	E2f1	H2ac7	1	8628255
32285	E2f1	H2ac8	1	8628255
32286	E2f1	H2ac6	1	8628255
32287	E2f1	Hist1h2ap	1	8628255
32288	E2f1	H2ac11	1	8628255
32289	E2f1	Hist1h2ao	1	8628255
32290	E2f1	H2ac4	1	8628255
32291	E2f1	H2ac13	1	8628255
32292	E2f1	Hist1h2an	1	8628255
32293	E2f1	Igf1r	1	19703789
32294	E2f1	Jun	1	11799067
32295	E2f1	Map1lc3b	1	18408756;19657746
32296	E2f1	Mapk1	1	18396012
32297	E2f1	Mcm10	1	15195143
32298	E2f1	Mcm6	1	10327050
32299	E2f1	Mcm7	1	14990995
32300	E2f1	Mxd3	1	12444919
32301	E2f1	Pcyt1a	1	20096375
32302	E2f1	Pdgfra	1	18323664
32303	E2f1	Pfkfb1	1	12139485
32304	E2f1	Plk3	1	18439978
32305	E2f1	Pola1	1	18347061;7929342
32306	E2f1	Pold1	1	11799067
32307	E2f1	Pole2	1	11433027
32308	E2f1	Stil	1	18649360
32309	E2f1	Tk1	1	11799067
32310	E2f1	Top1	1	7734951
32311	E2f1	Topbp1	1	15195143
32312	E2f1	Zeb1	1	17655524
32313	E2f1	Pola2	1	
32314	Foxo3	Aspm	-1	19896444
32315	Foxo3	Atp8a1	1	12351634
32316	Foxo3	Bmp4	1	16100571
32317	Foxo3	Bnip3l	1	12351634
32318	Foxo3	Cblb	1	12351634
32319	Foxo3	Cd55b	1	12351634
32320	Foxo3	Cd55	1	12351634
32321	Foxo3	Cdkn2d	1	17873901
32322	Foxo3	Col13a1	-1	16100571
32323	Foxo3	Cxcr4	1	16100571
32324	Foxo3	Daam1	1	12351634
32325	Foxo3	Dkk1	1	16100571
32326	Foxo3	Elk3	-1	16100571
32327	Foxo3	Fxyd3	1	12351634
32328	Foxo3	Grb14	1	12351634
32329	Foxo3	Gtf2i	1	12351634
32330	Foxo3	Hbp1	1	12351634
32331	Foxo3	Hmgcr	1	16100571
32332	Foxo3	Hoxa5	1	16100571
32333	Foxo3	Hpgd	1	12351634
32334	Foxo3	Id2	1	16100571
32335	Foxo3	Jak1	1	12351634
32336	Foxo3	Kdr	1	16100571
32337	Foxo3	Kitlg	-1	19896444
32338	Foxo3	Klf4	1	18375530
32339	Foxo3	Mmp10	1	16100571
32340	Foxo3	Myod1	1	18854138
32341	Foxo3	Ogt	1	12351634
32342	Foxo3	Pdgfb	1	16100571
32343	Foxo3	Pink1	1	0;19276113
32344	Foxo3	Pnrc1	1	12351634
32345	Foxo3	Rbl2	1	11884591;16493026
32346	Foxo3	Sat1	1	12351634
32347	Foxo3	Satb1	1	12351634
32348	Foxo3	Sema3f	-1	16100571
32349	Foxo3	Sfrp1	1	19896444
32350	Foxo3	Sfrp2	1	19896444
32351	Foxo3	Sirt2	1	19896444
32352	Foxo3	Smad4	1	12351634
32353	Foxo3	Sost	1	19896444
32354	Foxo3	Stab1	1	16100571
32355	Foxo3	Tle4	1	12351634
32356	Foxo3	Tmeff2	1	19896444
32357	Foxo3	Tnfaip8	1	12351634
32358	Foxo3	Tspan7	1	19896444
32359	Foxo3	Vasp	-1	16100571
32360	Foxo3	Dab2	1	18239069
32361	Foxo3	Gbp2	1	18239069
32362	Foxo3	Gcc2	1	18239069
32363	Foxo3	Hand2	1	18239069
32364	Foxo3	Mmp1a	1	18239069
32365	Foxo3	Phlda1	1	18239069
32366	Foxo3	Scg5	1	18239069
32367	Foxo3	Tspan9	1	18239069
32368	Smad6	Ankrd1	-1	11139470
32369	Smad6	Cdk6	-1	15254224
32370	Stat5a	Cd84	1	16293640
32371	Stat5a	Chordc1	1	16293640
32372	Stat5a	Glul	1	17006929
32373	Stat5a	Grk5	1	16293640
32374	Stat5a	Hmgcr	1	16293640
32375	Stat5a	Il6st	1	9169475
32376	Stat5a	Klk8	1	16293640
32377	Stat5a	Krt17	1	16293640
32378	Stat5a	Lonp1	1	15528381
32379	Stat5a	Med22	1	16293640
32380	Stat5a	Myd88	1	7567467
32381	Stat5a	Pitx1	1	16293640
32382	Stat5a	Psap	1	16293640
32383	Stat5a	Rgs16	1	16293640
32384	Stat5a	Slpi	1	16293640
32385	Stat5a	Ssr3	1	16293640
32386	Stat5a	Txnrd3	1	16293640
32387	Stat5b	Cd84	1	16293640
32388	Stat5b	Chordc1	1	16293640
32389	Stat5b	Dpagt1	1	12649593
32390	Stat5b	Glul	1	17006929
32391	Stat5b	Grb10	1	16293640
32392	Stat5b	Grk5	1	16293640
32393	Stat5b	Hmgcr	1	16293640
32394	Stat5b	Il2ra	1	8943338
32395	Stat5b	Il6st	1	9169475
32396	Stat5b	Klk8	1	16293640
32397	Stat5b	Krt17	1	16293640
32398	Stat5b	Lonp1	1	15528381
32399	Stat5b	Med22	1	16293640
32400	Stat5b	Myd88	1	7567467
32401	Stat5b	Osm	1	10556323;8605875
32402	Stat5b	Pitx1	1	16293640
32403	Stat5b	Prf1	1	10072525
32404	Stat5b	Psap	1	16293640
32405	Stat5b	Rad51	1	16398215
32406	Stat5b	Rgs16	1	16293640
32407	Stat5b	Slpi	1	16293640
32408	Stat5b	Ssr3	1	16293640
32409	Stat5b	Tlr2	1	11254708
32410	Stat5b	Txnrd3	1	16293640
32411	Ets1	Casp3	1	
32412	Ets1	Casp8	1	
32413	Ets1	Cd3d	1	12324448
32414	Ets1	Cdk11b	1	15087126;20019798
32415	Ets1	Cga	1	
32416	Ets1	Chrna3	1	
32417	Ets1	Cox4i1	1	
32418	Ets1	Dld	1	
32419	Ets1	Elane	1	
32420	Ets1	Fas	1	11970950
32421	Ets1	Folh1	1	
32422	Ets1	Gp5	1	
32423	Ets1	Hoxb3	1	
32424	Ets1	Ier2	1	
32425	Ets1	Itgav	1	
32426	Ets1	Krt14	1	
32427	Ets1	Krt8	1	
32428	Ets1	Mtrr	1	
32429	Ets1	Psmb5	1	
32430	Ets1	Pspn	1	
32431	Ets1	Runx1	1	
32432	Ets1	Lcp1	1	12082130
32433	Ets1	9530003J23Rik	1	15907486
32434	Ets1	Lyz2	1	15907486
32435	Ets1	Lyz1	1	15907486
32436	Ets1	Pecam1	1	8955189
32437	Ets1	Ptpa	1	22827437
32438	Ets1	Srf	1	10330138;10602487
32439	Ets2	Cyp27a1	1	
32440	Ets2	Pspn	1	
32441	Ets2	Runx1	1	
32442	Foxo4	Anxa8	1	19376120
32443	Foxo4	Ccng2	1	14966295
32444	Foxo4	Fbxo32	1	18701653;21798082
32445	Foxo4	Ppargc1a	1	17390079
32446	Foxo4	Rbl2	1	11884591
32447	Foxo4	Igfbp1	1	10217147;11689711
32448	E2f6	Ptgs1	-1	10998368
32449	E2f6	Rbbp8	-1	12909625
32450	E2f6	Uxt	-1	12909625
32451	Mitf	Apex1	1	1999537
32452	Mitf	Gpr143	1	19067971;1999537
32453	Mitf	Ngfr	1	19067971;1999537
32454	Mitf	Cadm1	1	12456501;1999537
32455	Mitf	Itga4	1	1999537
32456	Nr2f6	Apoa1	-1	
32457	Nr2f6	Apoc2	-1	
32458	E2f2	Asf1b	1	17328667
32459	E2f2	Ccnd3	1	12611887
32460	E2f2	Cdca4	1	16984923
32461	E2f2	Cdt1	1	14990995
32462	E2f2	E2f1	1	7958836
32463	E2f2	Fbn2	1	19142862
32464	E2f2	Fbxo43	1	18439978
32465	E2f2	Fbxo5	1	18439978
32466	E2f2	Fgfr2	1	12944911
32467	E2f2	Foxo1	1	17482685
32468	E2f2	Gmnn	1	14990995
32469	E2f2	Mcm10	1	15195143
32470	E2f2	Mcm6	1	10327050
32471	E2f2	Mcm7	1	14990995
32472	E2f2	Npat	1	12665581
32473	E2f2	Plk1	1	18439978
32474	E2f2	Plk3	1	18439978
32475	E2f2	Plk4	1	18439978
32476	E2f2	Pole3	1	16403426
