Target_genes	Nr4a1|Average	SRX6927319|CD4+_T_cells	SRX868176|ES_cells	SRX868179|ES_cells	SRX3075749|Macrophages	SRX3075750|Macrophages	SRX3075751|Macrophages	SRX1077593|Treg	STRING
Tmem263	14.857143	0	0	0	0	104	0	0	0
Tex2	14.857143	0	0	0	0	104	0	0	0
Slc35b3	14.857143	0	0	0	0	104	0	0	0
Serinc5	14.857143	0	0	0	0	104	0	0	0
Scnm1	14.857143	0	0	0	0	104	0	0	0
Rb1	14.857143	0	0	0	0	104	0	0	0
Ppbp	14.857143	0	0	0	0	104	0	0	0
Phkg1	14.857143	0	104	0	0	0	0	0	0
Pf4	14.857143	0	0	0	0	104	0	0	0
Nufip2	14.857143	0	0	0	0	104	0	0	0
Ndufb3	14.857143	0	0	0	0	104	0	0	0
Mtch2	14.857143	0	0	0	0	104	0	0	0
Mcub	14.857143	0	0	0	0	104	0	0	0
Lysmd1	14.857143	0	0	0	0	104	0	0	0
Ldah	14.857143	0	0	0	0	104	0	0	0
Khdc4	14.857143	0	0	0	0	104	0	0	0
Iqgap3	14.857143	0	0	0	0	104	0	0	0
Hivep1	14.857143	0	0	0	0	104	0	0	0
Gtf3c5	14.857143	0	0	0	0	104	0	0	0
Golph3l	14.857143	0	0	0	0	104	0	0	0
Gli1	14.857143	0	0	0	0	104	0	0	0
Gask1a	14.857143	0	0	104	0	0	0	0	0
Foxred2	14.857143	0	0	0	0	104	0	0	0
Fhl4	14.857143	0	0	0	0	104	0	0	0
Fam8a1	14.857143	0	0	0	0	104	0	0	0
Fam126b	14.857143	0	0	0	0	104	0	0	0
Eid1	14.857143	0	0	0	0	104	0	0	0
Cdc45	14.857143	0	0	0	0	104	0	0	0
C1qbp	14.857143	0	0	0	0	104	0	0	0
Bcl2l12	14.857143	0	0	0	0	104	0	0	0
Abhd18	14.857143	0	0	0	0	104	0	0	0
1110008P14Rik	14.857143	0	0	0	0	104	0	0	0
Trim54	14.714286	0	103	0	0	0	0	0	0
St14	14.714286	0	0	0	0	103	0	0	0
Simc1	14.714286	0	103	0	0	0	0	0	0
Shc2	14.714286	0	0	0	0	103	0	0	0
Sgms1	14.714286	0	0	0	0	103	0	0	0
Ptpn4	14.714286	0	0	0	0	103	0	0	0
Pramel12	14.714286	0	0	0	0	103	0	0	0
Pogz	14.714286	0	0	0	0	103	0	0	0
Plod2	14.714286	0	0	0	0	103	0	0	0
Orc2	14.714286	0	0	0	0	103	0	0	0
Mtr	14.714286	0	0	0	0	103	0	0	0
Mmachc	14.714286	0	0	0	0	103	0	0	0
Med27	14.714286	0	0	0	0	103	0	0	0
Lars	14.714286	0	0	0	0	103	0	0	0
Kif20b	14.714286	0	0	0	0	103	0	0	0
Hnf1a	14.714286	0	103	0	0	0	0	0	0
Hdac5	14.714286	0	0	0	0	103	0	0	0
Gimap9	14.714286	0	0	0	0	103	0	0	0
Exoc7	14.714286	0	0	0	0	103	0	0	0
Dynlrb1	14.714286	0	0	0	0	103	0	0	0
Dph2	14.714286	0	0	0	0	103	0	0	0
Dag1	14.714286	0	0	0	0	103	0	0	0
Crk	14.714286	0	0	0	0	103	0	0	0
Ceacam2	14.714286	0	0	0	0	103	0	0	0
Ccdc163	14.714286	0	0	0	0	103	0	0	0
Calm1	14.714286	0	0	0	0	103	0	0	0
Bmp8a	14.714286	0	0	0	0	103	0	0	0
Blmh	14.714286	0	0	0	0	103	0	0	0
B4galt2	14.714286	0	0	0	0	103	0	0	0
Atp6v0b	14.714286	0	0	0	0	103	0	0	0
Zfp523	14.571429	0	0	0	0	102	0	0	0
Wipf2	14.571429	0	0	0	0	102	0	0	0
Vcl	14.571429	0	0	0	0	102	0	0	0
Uqcrh	14.571429	0	0	0	0	102	0	0	0
Tnpo2	14.571429	0	0	0	0	102	0	0	0
Tmem208	14.571429	0	0	0	0	102	0	0	0
Smim40	14.571429	0	102	0	0	0	0	0	0
Slc16a3	14.571429	0	0	0	0	102	0	0	0
Sf3b1	14.571429	0	0	0	0	102	0	0	0
Sec23a	14.571429	0	0	0	0	102	0	0	0
Rps27a	14.571429	0	0	0	0	102	0	0	0
Polq	14.571429	0	0	0	0	102	0	0	0
Pim2	14.571429	0	0	0	0	102	0	0	0
Phykpl	14.571429	0	0	0	0	102	0	0	0
Ncoa2	14.571429	0	0	0	0	102	0	0	0
Mrpl54	14.571429	0	0	0	0	102	0	0	0
Mff	14.571429	0	0	0	0	102	0	0	0
Mef2a	14.571429	0	0	0	0	102	0	0	0
Mageb3	14.571429	0	0	0	0	102	0	0	0
Lrrc41	14.571429	0	0	0	0	102	0	0	0
Lrrc29	14.571429	0	0	0	0	102	0	0	0
Lnx2	14.571429	0	0	0	0	102	0	0	0
Lnpep	14.571429	0	0	0	0	102	0	0	0
Kmt2c	14.571429	0	0	0	0	102	0	0	0
Grp	14.571429	0	0	102	0	0	0	0	0
Golga1	14.571429	0	0	0	0	102	0	0	0
Gemin2	14.571429	0	0	0	0	102	0	0	0
Exoc4	14.571429	0	0	0	0	102	0	0	0
Dus1l	14.571429	0	0	0	0	102	0	0	0
Cyp27b1	14.571429	0	0	0	0	102	0	0	0
Ctdspl2	14.571429	0	0	0	0	102	0	0	0
Crebrf	14.571429	0	0	0	0	102	0	0	0
Clhc1	14.571429	0	0	0	0	102	0	0	0
Ccdc124	14.571429	0	0	0	0	102	0	0	0
Bahcc1	14.571429	0	0	0	0	102	0	0	0
Apba3	14.571429	0	0	0	0	102	0	0	0
Zfp943	14.428571	0	0	0	0	101	0	0	0
Zfp942	14.428571	0	0	0	0	101	0	0	0
Zfp781	14.428571	0	101	0	0	0	0	0	0
Zfp644	14.428571	0	0	0	0	101	0	0	0
Zfp503	14.428571	0	0	0	0	101	0	0	0
Wasl	14.428571	0	101	0	0	0	0	0	0
Unc5b	14.428571	0	0	0	0	101	0	0	0
Ubr7	14.428571	0	0	0	0	101	0	0	0
Trim26	14.428571	0	0	0	0	101	0	0	0
Tmem9b	14.428571	0	0	0	0	101	0	0	0
Tmem19	14.428571	0	0	0	0	101	0	0	0
Tmem104	14.428571	0	0	0	0	101	0	0	0
Tex30	14.428571	0	101	0	0	0	0	0	0
Tdrp	14.428571	0	101	0	0	0	0	0	0
Surf6	14.428571	0	0	0	0	101	0	0	0
Srek1ip1	14.428571	0	0	0	0	101	0	0	0
Smug1	14.428571	0	0	0	0	101	0	0	0
Sfn	14.428571	0	0	0	0	101	0	0	0
Serpinh1	14.428571	0	0	0	0	101	0	0	0
Scai	14.428571	0	101	0	0	0	0	0	0
Ptx3	14.428571	0	101	0	0	0	0	0	0
Ptar1	14.428571	0	0	0	0	101	0	0	0
Pstk	14.428571	0	101	0	0	0	0	0	0
Prpsap2	14.428571	0	101	0	0	0	0	0	0
Ppm1h	14.428571	0	0	0	0	101	0	0	0
Pcdhb3	14.428571	0	101	0	0	0	0	0	0
Pcdhb2	14.428571	0	101	0	0	0	0	0	0
Pcdhb16	14.428571	0	101	0	0	0	0	0	0
Pcca	14.428571	0	101	0	0	0	0	0	0
Olfr506	14.428571	0	101	0	0	0	0	0	0
Ogfod1	14.428571	0	101	0	0	0	0	0	0
Nynrin	14.428571	0	101	0	0	0	0	0	0
Nudt21	14.428571	0	101	0	0	0	0	0	0
Nek1	14.428571	0	101	0	0	0	0	0	0
Nat9	14.428571	0	0	0	0	101	0	0	0
Myl2	14.428571	0	0	0	0	101	0	0	0
Map7d3	14.428571	0	101	0	0	0	0	0	0
Map7d2	14.428571	0	101	0	0	0	0	0	0
Jund	14.428571	0	0	0	0	101	0	0	0
Iqcn	14.428571	0	0	0	0	101	0	0	0
Il17c	14.428571	0	101	0	0	0	0	0	0
Ifi27l2a	14.428571	0	0	0	0	101	0	0	0
Hhex	14.428571	0	0	0	0	101	0	0	0
Gon7	14.428571	0	0	0	0	101	0	0	0
Gm3055	14.428571	0	101	0	0	0	0	0	0
Gm21319	14.428571	0	101	0	0	0	0	0	0
Gm20604	14.428571	0	0	0	0	101	0	0	0
Gatad2b	14.428571	0	0	0	0	101	0	0	0
Fosb	14.428571	0	0	0	0	101	0	0	0
Echdc1	14.428571	0	0	0	0	101	0	0	0
Cwc27	14.428571	0	0	0	0	101	0	0	0
Cspp1	14.428571	0	101	0	0	0	0	0	0
Cops5	14.428571	0	101	0	0	0	0	0	0
Chd1	14.428571	0	0	0	0	101	0	0	0
Cdyl2	14.428571	0	0	101	0	0	0	0	0
Cdca7l	14.428571	0	0	0	0	101	0	0	0
C7	14.428571	0	101	0	0	0	0	0	0
Baz2b	14.428571	0	0	0	0	101	0	0	0
Atxn10	14.428571	0	101	0	0	0	0	0	0
Amn	14.428571	0	0	101	0	0	0	0	0
Acsm3	14.428571	0	101	0	0	0	0	0	0
3110040N11Rik	14.428571	0	0	0	0	101	0	0	0
Wdr11	14.285714	0	0	0	0	100	0	0	0
Vdac2	14.285714	0	0	0	0	100	0	0	0
Ubqln2	14.285714	0	0	0	0	100	0	0	0
Tspoap1	14.285714	0	0	0	0	100	0	0	0
Tomm70a	14.285714	0	0	0	0	100	0	0	0
Tgoln2	14.285714	0	0	0	0	100	0	0	0
Tgoln1	14.285714	0	0	0	0	100	0	0	0
Shb	14.285714	0	0	0	0	100	0	0	0
Samhd1	14.285714	0	0	0	0	100	0	0	0
Rnf214	14.285714	0	0	0	0	100	0	0	0
Rfc5	14.285714	0	0	0	0	100	0	0	0
Prm1	14.285714	0	0	0	0	100	0	0	0
Pla1a	14.285714	0	0	0	0	100	0	0	0
Pex5	14.285714	0	0	0	0	100	0	0	0
Pcsk7	14.285714	0	0	0	0	100	0	0	0
Naa40	14.285714	0	0	0	0	100	0	0	0
L2hgdh	14.285714	0	0	0	0	100	0	0	0
Itga2b	14.285714	0	0	0	0	100	0	0	0
Hspa5	14.285714	0	0	0	0	100	0	0	0
Gpr137b	14.285714	0	0	0	0	100	0	0	0
Ebag9	14.285714	0	0	0	0	100	0	0	0
Dynlt1a	14.285714	0	100	0	0	0	0	0	0
Dusp19	14.285714	0	0	0	0	100	0	0	0
Dmac2l	14.285714	0	0	0	0	100	0	0	0
Ctf2	14.285714	0	0	0	0	100	0	0	0
Ccdc126	14.285714	0	0	0	0	100	0	0	0
Bicd2	14.285714	0	0	0	0	100	0	0	0
Alg8	14.285714	0	0	0	0	100	0	0	0
9230019H11Rik	14.285714	0	0	0	0	0	0	100	0
1700042G07Rik	14.285714	0	0	0	0	100	0	0	0
Zfp68	14.142857	0	0	0	0	99	0	0	0
Zfp330	14.142857	0	0	0	0	0	99	0	0
Vps52	14.142857	0	0	0	0	99	0	0	0
Ubxn2a	14.142857	0	0	0	0	99	0	0	0
Ube2g1	14.142857	0	0	0	0	99	0	0	0
Uba52	14.142857	0	0	0	0	99	0	0	0
Tbccd1	14.142857	0	0	0	0	99	0	0	0
Siah1a	14.142857	0	99	0	0	0	0	0	0
Sash3	14.142857	0	0	0	0	99	0	0	0
Rspry1	14.142857	0	0	0	0	99	0	0	0
Rps18	14.142857	0	0	0	0	99	0	0	0
Rex1bd	14.142857	0	0	0	0	99	0	0	0
Rbm33	14.142857	0	0	0	0	99	0	0	0
Rab5b	14.142857	0	0	0	0	99	0	0	0
Psme3ip1	14.142857	0	0	0	0	99	0	0	0
Pinx1	14.142857	0	0	0	0	99	0	0	0
Odc1	14.142857	0	0	0	0	0	99	0	0
Mynn	14.142857	0	0	0	0	99	0	0	0
Msi2	14.142857	0	0	0	0	99	0	0	0
Mars2	14.142857	0	0	0	0	99	0	0	0
Las1l	14.142857	0	0	0	0	99	0	0	0
Fktn	14.142857	0	0	0	0	99	0	0	0
Fam133b	14.142857	0	0	0	0	99	0	0	0
Dnase1	14.142857	0	0	0	0	99	0	0	0
Dnajb11	14.142857	0	0	0	0	99	0	0	0
B3galt4	14.142857	0	0	0	0	99	0	0	0
Aldh3a2	14.142857	0	0	0	0	99	0	0	0
Ajm1	14.142857	0	0	0	0	99	0	0	0
Agbl3	14.142857	0	0	0	0	99	0	0	0
Actrt3	14.142857	0	0	0	0	99	0	0	0
Actr1b	14.142857	0	0	0	0	99	0	0	0
A430033K04Rik	14.142857	0	0	0	0	99	0	0	0
4933424G06Rik	14.142857	0	0	0	0	99	0	0	0
Washc5	14.000000	0	0	0	0	98	0	0	0
Trip11	14.000000	0	0	0	0	98	0	0	0
Tmem258	14.000000	0	0	0	0	98	0	0	0
Tacc1	14.000000	0	0	0	0	98	0	0	0
Smagp	14.000000	0	0	0	0	98	0	0	0
Slc38a2	14.000000	0	0	0	0	98	0	0	0
Rpl22	14.000000	0	0	0	0	98	0	0	0
Rab4b	14.000000	0	0	0	0	98	0	0	0
Nsmce2	14.000000	0	0	0	0	98	0	0	0
Naa25	14.000000	0	0	0	0	98	0	0	0
Mia	14.000000	0	0	0	0	98	0	0	0
Macroh2a1	14.000000	0	0	0	0	98	0	0	0
Isg20	14.000000	0	0	0	0	98	0	0	0
Gnb1	14.000000	0	0	0	0	98	0	0	0
Gm9758	14.000000	0	0	98	0	0	0	0	0
Fen1	14.000000	0	0	0	0	98	0	0	0
Elane	14.000000	0	0	0	0	98	0	0	0
Edaradd	14.000000	0	98	0	0	0	0	0	0
Chrne	14.000000	0	0	0	0	98	0	0	0
Celf5	14.000000	0	0	0	0	98	0	0	0
Abcf2	14.000000	0	0	0	0	98	0	0	0
Zmym2	13.857143	0	0	0	0	97	0	0	0
Zfp873	13.857143	0	0	0	0	97	0	0	0
Zfp41	13.857143	0	0	0	0	97	0	0	0
Zfp263	13.857143	0	0	0	0	97	0	0	0
Zbtb17	13.857143	0	0	0	0	0	97	0	0
Ythdc1	13.857143	0	0	0	0	97	0	0	0
Tbl1x	13.857143	0	0	0	0	97	0	0	0
Taf1c	13.857143	0	0	97	0	0	0	0	0
St3gal4	13.857143	0	0	0	0	97	0	0	0
Sqstm1	13.857143	0	0	0	0	97	0	0	0
Sord	13.857143	0	0	0	0	97	0	0	0
Sf3a2	13.857143	0	0	0	0	97	0	0	0
Rtf2	13.857143	0	0	0	0	97	0	0	0
Rplp2	13.857143	0	0	0	0	97	0	0	0
Rpe65	13.857143	0	0	0	0	97	0	0	0
Rnf10	13.857143	0	0	0	0	97	0	0	0
Ppp1r16b	13.857143	0	0	0	0	97	0	0	0
Plekhj1	13.857143	0	0	0	0	97	0	0	0
Pik3ap1	13.857143	0	0	0	0	97	0	0	0
Pidd1	13.857143	0	0	0	0	97	0	0	0
Ncl	13.857143	0	97	0	0	0	0	0	0
Naa50	13.857143	0	0	0	0	97	0	0	0
Letm2	13.857143	0	0	0	0	97	0	0	0
Lactb2	13.857143	0	0	0	0	97	0	0	0
Kcnq2	13.857143	0	97	0	0	0	0	0	0
Ipp	13.857143	0	0	0	0	97	0	0	0
Ing5	13.857143	0	0	0	0	97	0	0	0
Hdac6	13.857143	0	0	0	0	97	0	0	0
Gm6710	13.857143	0	97	0	0	0	0	0	0
Gm14391	13.857143	0	97	0	0	0	0	0	0
Foxo3	13.857143	0	0	0	0	97	0	0	0
Fbxl14	13.857143	0	97	0	0	0	0	0	0
Eef1aknmt	13.857143	0	0	0	0	97	0	0	0
Dtymk	13.857143	0	0	0	0	97	0	0	0
Clta	13.857143	0	0	0	0	97	0	0	0
Ccin	13.857143	0	0	0	0	97	0	0	0
Cand2	13.857143	0	0	97	0	0	0	0	0
Bod1	13.857143	0	0	0	0	97	0	0	0
Bcl11b	13.857143	0	0	0	0	97	0	0	0
Atp6v1a	13.857143	0	0	0	0	97	0	0	0
Aopep	13.857143	0	0	0	0	97	0	0	0
Aldh9a1	13.857143	0	0	0	0	97	0	0	0
Alas1	13.857143	0	0	0	0	97	0	0	0
Usp11	13.714286	0	0	0	0	96	0	0	0
Uqcrc1	13.714286	0	0	0	0	96	0	0	0
Ulk3	13.714286	0	0	0	0	96	0	0	0
Trim32	13.714286	0	0	96	0	0	0	0	0
Stxbp4	13.714286	0	0	96	0	0	0	0	0
Srsf11	13.714286	0	0	96	0	0	0	0	0
Sprr2a3	13.714286	0	0	96	0	0	0	0	0
Snrpe	13.714286	0	0	0	0	96	0	0	0
Smarcb1	13.714286	0	0	0	0	96	0	0	0
Slc25a46	13.714286	0	0	0	0	96	0	0	0
Slc22a15	13.714286	0	0	0	0	96	0	0	0
Slc1a1	13.714286	0	0	96	0	0	0	0	0
Skor2	13.714286	0	0	96	0	0	0	0	0
Ska1	13.714286	0	0	0	0	96	0	0	0
Setd1a	13.714286	0	0	0	0	96	0	0	0
Sema4c	13.714286	0	0	0	0	96	0	0	0
Rpl37a	13.714286	0	0	96	0	0	0	0	0
Ric3	13.714286	0	0	96	0	0	0	0	0
Rasgrp2	13.714286	0	0	0	0	96	0	0	0
Rap1b	13.714286	0	0	0	0	96	0	0	0
Pxt1	13.714286	0	96	0	0	0	0	0	0
Ptcd3	13.714286	0	0	96	0	0	0	0	0
Polr1a	13.714286	0	0	96	0	0	0	0	0
Pkdrej	13.714286	0	96	0	0	0	0	0	0
Pex19	13.714286	0	0	96	0	0	0	0	0
Olfr131	13.714286	0	0	96	0	0	0	0	0
Olfr1096	13.714286	0	0	96	0	0	0	0	0
Noxo1	13.714286	0	0	0	0	96	0	0	0
Ndufv2	13.714286	0	0	96	0	0	0	0	0
Ndufb4c	13.714286	0	0	96	0	0	0	0	0
Mta3	13.714286	0	0	96	0	0	0	0	0
Misp	13.714286	0	96	0	0	0	0	0	0
Mettl2	13.714286	0	0	0	0	96	0	0	0
Metrn	13.714286	0	0	0	0	96	0	0	0
Mboat2	13.714286	0	96	0	0	0	0	0	0
Lrrc40	13.714286	0	0	96	0	0	0	0	0
Lhfpl2	13.714286	0	0	0	0	96	0	0	0
Kat6b	13.714286	0	0	0	0	96	0	0	0
Ivd	13.714286	0	0	96	0	0	0	0	0
Igdcc4	13.714286	0	0	96	0	0	0	0	0
Ifi27	13.714286	0	0	0	0	96	0	0	0
Hint3	13.714286	0	0	0	0	96	0	0	0
Hectd2	13.714286	0	0	96	0	0	0	0	0
Gm6377	13.714286	0	0	0	0	96	0	0	0
Ggact	13.714286	0	0	0	0	96	0	0	0
Gfer	13.714286	0	0	0	0	96	0	0	0
Gemin6	13.714286	0	0	0	0	96	0	0	0
Fkbp1a	13.714286	0	0	96	0	0	0	0	0
Edf1	13.714286	0	0	0	0	96	0	0	0
Dnajb6	13.714286	0	0	0	0	96	0	0	0
Dele1	13.714286	0	0	0	0	96	0	0	0
Ddx19b	13.714286	0	0	96	0	0	0	0	0
Cox20	13.714286	0	0	0	0	96	0	0	0
Cox11	13.714286	0	0	96	0	0	0	0	0
Bnc1	13.714286	0	0	96	0	0	0	0	0
Arl8a	13.714286	0	0	0	0	96	0	0	0
Antkmt	13.714286	0	0	0	0	96	0	0	0
Angel1	13.714286	0	0	0	0	96	0	0	0
Akap8l	13.714286	0	0	96	0	0	0	0	0
Afp	13.714286	0	0	96	0	0	0	0	0
Adam5	13.714286	0	0	96	0	0	0	0	0
Abl2	13.714286	0	0	0	0	96	0	0	0
3110082I17Rik	13.714286	0	0	96	0	0	0	0	0
2610318N02Rik	13.714286	0	0	0	0	96	0	0	0
Znhit6	13.571429	0	0	0	0	95	0	0	0
Wdr61	13.571429	0	0	0	0	95	0	0	0
Tbc1d32	13.571429	0	0	0	0	95	0	0	0
Tada2b	13.571429	0	0	0	0	95	0	0	0
Spata24	13.571429	0	0	0	0	95	0	0	0
Smim11	13.571429	0	0	0	0	95	0	0	0
Slc44a4	13.571429	0	95	0	0	0	0	0	0
Rap2b	13.571429	0	0	0	0	95	0	0	0
Pccb	13.571429	0	0	0	0	95	0	0	0
Ngrn	13.571429	0	0	0	0	95	0	0	0
Mtmr6	13.571429	0	0	0	0	95	0	0	0
Mob3a	13.571429	0	0	0	0	95	0	0	0
Ltv1	13.571429	0	0	0	0	95	0	0	0
Lrrc24	13.571429	0	0	0	0	95	0	0	0
Lig4	13.571429	0	0	0	0	95	0	0	0
Izumo4	13.571429	0	0	0	0	95	0	0	0
Hus1b	13.571429	0	0	0	0	95	0	0	0
Fam220a	13.571429	0	0	0	0	95	0	0	0
Ctbp1	13.571429	0	0	0	0	95	0	0	0
Ccdc96	13.571429	0	0	0	0	95	0	0	0
Ccdc106	13.571429	0	0	95	0	0	0	0	0
C030006K11Rik	13.571429	0	0	0	0	95	0	0	0
Atoh8	13.571429	0	0	0	0	95	0	0	0
Agmat	13.571429	0	95	0	0	0	0	0	0
Acp2	13.571429	0	0	0	0	95	0	0	0
Abhd13	13.571429	0	0	0	0	95	0	0	0
Zfp850	13.428571	0	0	0	0	94	0	0	0
Zfp248	13.428571	0	0	0	0	94	0	0	0
Vegfb	13.428571	0	0	0	0	94	0	0	0
Ubb	13.428571	0	0	0	0	94	0	0	0
Trpt1	13.428571	0	0	0	0	94	0	0	0
Trip12	13.428571	0	0	0	0	94	0	0	0
Top1mt	13.428571	0	0	0	0	94	0	0	0
Tmed3	13.428571	0	0	0	0	94	0	0	0
Tigd5	13.428571	0	0	0	0	94	0	0	0
Spag1	13.428571	0	0	0	0	94	0	0	0
Smim15	13.428571	0	0	0	0	94	0	0	0
Slc33a1	13.428571	0	0	0	0	94	0	0	0
Rfesd	13.428571	0	0	0	0	94	0	0	0
Ranbp3	13.428571	0	94	0	0	0	0	0	0
Pex2	13.428571	0	0	0	0	94	0	0	0
Pcdhgb8	13.428571	0	94	0	0	0	0	0	0
Pcdha12	13.428571	0	0	94	0	0	0	0	0
Pcbp1	13.428571	0	0	0	0	94	0	0	0
P2ry2	13.428571	0	0	0	0	94	0	0	0
Osgin2	13.428571	0	0	0	0	94	0	0	0
Nudt22	13.428571	0	0	0	0	94	0	0	0
Mtx1	13.428571	0	0	0	0	0	94	0	0
Lmbr1	13.428571	0	0	0	0	94	0	0	0
Klrg2	13.428571	0	0	0	0	94	0	0	0
Hmg20b	13.428571	0	0	0	0	94	0	0	0
Hacd2	13.428571	0	0	0	0	94	0	0	0
Gm4925	13.428571	0	0	0	0	94	0	0	0
Galc	13.428571	0	0	0	0	94	0	0	0
Fbxo36	13.428571	0	0	0	0	94	0	0	0
Eogt	13.428571	0	0	0	0	94	0	0	0
Eef1d	13.428571	0	0	0	0	94	0	0	0
Dnajc4	13.428571	0	0	0	0	94	0	0	0
Dck	13.428571	0	0	0	0	94	0	0	0
Cox6b1	13.428571	0	0	0	0	94	0	0	0
Ccna2	13.428571	0	0	0	0	94	0	0	0
Cbfa2t2	13.428571	0	0	0	0	94	0	0	0
Bola3	13.428571	0	0	0	0	94	0	0	0
Bbs10	13.428571	0	0	0	0	94	0	0	0
Arl1	13.428571	0	0	0	0	94	0	0	0
9130401M01Rik	13.428571	0	0	0	0	94	0	0	0
Zfp956	13.285714	0	0	0	0	93	0	0	0
Zdhhc20	13.285714	0	0	0	0	93	0	0	0
Wdr59	13.285714	0	0	0	0	93	0	0	0
Stmn1	13.285714	0	0	0	0	93	0	0	0
Smim7	13.285714	0	0	0	0	93	0	0	0
Slc22a5	13.285714	0	93	0	0	0	0	0	0
Slc19a3	13.285714	0	0	93	0	0	0	0	0
Slamf7	13.285714	0	0	0	0	93	0	0	0
Serpinb9g	13.285714	0	0	0	0	93	0	0	0
Rps10	13.285714	0	0	0	0	93	0	0	0
Rnf216	13.285714	0	0	0	0	93	0	0	0
Ranbp9	13.285714	0	0	0	0	93	0	0	0
Psma1	13.285714	0	0	93	0	0	0	0	0
Prdm1	13.285714	0	0	0	0	93	0	0	0
Ppp5c	13.285714	0	0	0	0	93	0	0	0
Ppip5k2	13.285714	0	0	0	0	93	0	0	0
Pih1d2	13.285714	0	0	0	0	93	0	0	0
Pgap6	13.285714	0	0	0	0	93	0	0	0
Noc2l	13.285714	0	0	0	0	93	0	0	0
Nkapd1	13.285714	0	0	0	0	93	0	0	0
Lrp6	13.285714	0	0	93	0	0	0	0	0
Klhl17	13.285714	0	0	0	0	93	0	0	0
Jpt2	13.285714	0	0	0	0	93	0	0	0
Jak3	13.285714	0	0	0	0	93	0	0	0
Hyls1	13.285714	0	0	0	0	93	0	0	0
Habp4	13.285714	0	0	93	0	0	0	0	0
Gin1	13.285714	0	0	0	0	93	0	0	0
Fmo1	13.285714	0	0	93	0	0	0	0	0
Fam174c	13.285714	0	0	0	0	93	0	0	0
Elmod2	13.285714	0	0	0	0	93	0	0	0
Elk1	13.285714	0	0	0	0	93	0	0	0
D930020B18Rik	13.285714	0	0	0	0	93	0	0	0
Commd4	13.285714	0	0	0	0	93	0	0	0
Cirbp	13.285714	0	0	0	0	93	0	0	0
Chordc1	13.285714	0	0	0	0	93	0	0	0
Bpnt2	13.285714	0	0	0	0	93	0	0	0
Adsl	13.285714	0	0	0	0	93	0	0	0
Wasf1	13.142857	0	0	0	0	92	0	0	0
Ttf1	13.142857	0	0	0	0	92	0	0	0
Thop1	13.142857	0	0	0	0	92	0	0	0
Tesmin	13.142857	0	0	0	0	92	0	0	0
Stil	13.142857	0	0	0	0	92	0	0	0
Srsf5	13.142857	0	0	0	0	92	0	0	0
Slc41a1	13.142857	0	0	0	0	92	0	0	0
Slc25a1	13.142857	0	0	0	0	92	0	0	0
Ska2	13.142857	0	0	0	0	92	0	0	0
Qtrt2	13.142857	0	0	0	0	92	0	0	0
Ptger3	13.142857	0	92	0	0	0	0	0	0
Otud6b	13.142857	0	0	0	0	92	0	0	0
Mlx	13.142857	0	0	0	0	92	0	0	0
Mea1	13.142857	0	0	0	0	92	0	0	0
Klhdc3	13.142857	0	0	0	0	92	0	0	0
Itpr1	13.142857	0	0	0	0	92	0	0	0
Harbi1	13.142857	0	0	0	0	92	0	0	0
Gtf3c4	13.142857	0	0	0	0	92	0	0	0
Fgfr1	13.142857	0	92	0	0	0	0	0	0
Ddx31	13.142857	0	0	0	0	92	0	0	0
Coasy	13.142857	0	0	0	0	92	0	0	0
Cfap77	13.142857	0	0	0	0	92	0	0	0
Cdc40	13.142857	0	0	0	0	92	0	0	0
Ccdc191	13.142857	0	0	0	0	92	0	0	0
Atp11a	13.142857	0	0	0	0	92	0	0	0
Atg13	13.142857	0	0	0	0	92	0	0	0
Angel2	13.142857	0	0	0	0	92	0	0	0
Zfp706	13.000000	0	0	0	0	91	0	0	0
Xrra1	13.000000	0	0	0	0	91	0	0	0
Usp10	13.000000	0	0	0	0	91	0	0	0
Tcea2	13.000000	0	0	0	0	91	0	0	0
Tanc2	13.000000	0	0	0	0	91	0	0	0
Taf2	13.000000	0	0	0	0	91	0	0	0
Surf4	13.000000	0	0	0	0	91	0	0	0
Stkld1	13.000000	0	0	0	0	91	0	0	0
Spcs2	13.000000	0	0	0	0	91	0	0	0
Spata3	13.000000	0	91	0	0	0	0	0	0
Sh3bp5l	13.000000	0	0	0	0	91	0	0	0
Serpinb7	13.000000	0	0	0	0	91	0	0	0
Sec61a2	13.000000	0	91	0	0	0	0	0	0
Rapgefl1	13.000000	0	0	0	0	91	0	0	0
Nsd1	13.000000	0	0	0	0	91	0	0	0
Nphp4	13.000000	0	0	0	0	91	0	0	0
Nefh	13.000000	0	91	0	0	0	0	0	0
Krtap4-2	13.000000	0	0	91	0	0	0	0	0
Insr	13.000000	0	91	0	0	0	0	0	0
Impact	13.000000	0	91	0	0	0	0	0	0
Hsd17b12	13.000000	0	0	0	0	91	0	0	0
Hmgn2	13.000000	0	0	0	0	91	0	0	0
Gm10033	13.000000	0	0	0	0	91	0	0	0
Fam43a	13.000000	0	0	0	0	91	0	0	0
Exoc3	13.000000	0	0	0	0	91	0	0	0
Cyb5a	13.000000	0	0	0	0	91	0	0	0
Cfl1	13.000000	0	0	0	0	91	0	0	0
Zfp512	12.857143	0	0	0	0	90	0	0	0
Zc3hav1	12.857143	0	0	0	0	90	0	0	0
Vars2	12.857143	0	0	0	0	90	0	0	0
Sufu	12.857143	0	0	0	0	90	0	0	0
