Target_genes	Bach2|Average	SRX264235|CD4+_T_cells	SRX761324|CD4+_T_cells	SRX761325|CD4+_T_cells	SRX5396196|Lymph_Nodes	SRX5396197|Lymph_Nodes	SRX1629385|M1	SRX2200545|Pro-B_cells	SRX2200546|Pro-B_cells	STRING
Phf19	18.000000	0	144	0	0	0	0	0	0	0
Pgm2	18.000000	0	0	144	0	0	0	0	0	0
Pfdn2	18.000000	0	0	144	0	0	0	0	0	0
Nit1	18.000000	0	0	144	0	0	0	0	0	0
Micu3	18.000000	0	0	144	0	0	0	0	0	0
Itga3	18.000000	0	0	144	0	0	0	0	0	0
Elapor1	18.000000	0	0	144	0	0	0	0	0	0
Cep20	18.000000	0	0	0	0	0	0	144	0	0
Cdc42ep4	18.000000	0	0	144	0	0	0	0	0	0
Boll	18.000000	0	0	144	0	0	0	0	0	0
Adora2b	18.000000	0	0	144	0	0	0	0	0	0
Acaa1b	18.000000	0	0	144	0	0	0	0	0	0
1700013F07Rik	18.000000	0	0	144	0	0	0	0	0	0
Upp2	17.875000	143	0	0	0	0	0	0	0	0
Tnip1	17.875000	143	0	0	0	0	0	0	0	0
Tbc1d1	17.875000	0	143	0	0	0	0	0	0	0
Stk35	17.875000	0	0	143	0	0	0	0	0	0
Selenoo	17.875000	0	0	143	0	0	0	0	0	0
Ralgapa2	17.875000	0	0	143	0	0	0	0	0	0
Phldb3	17.875000	0	143	0	0	0	0	0	0	0
Ly6e	17.875000	0	143	0	0	0	0	0	0	0
Got1	17.875000	143	0	0	0	0	0	0	0	0
Dctd	17.875000	0	0	143	0	0	0	0	0	0
Arfgap1	17.875000	0	143	0	0	0	0	0	0	0
Zmat3	17.750000	0	0	142	0	0	0	0	0	0
Zfp57	17.750000	0	0	142	0	0	0	0	0	0
Zfp105	17.750000	0	0	0	0	0	0	142	0	0
Trim28	17.750000	0	0	142	0	0	0	0	0	0
Smad4	17.750000	0	0	142	0	0	0	0	0	0
Serpine1	17.750000	0	0	0	0	0	0	142	0	0
Rnf152	17.750000	0	0	142	0	0	0	0	0	0
Rbm15	17.750000	0	0	0	0	0	0	0	142	0
P2rx5	17.750000	0	0	142	0	0	0	0	0	0
Orai3	17.750000	0	0	0	0	0	0	142	0	0
Napg	17.750000	0	0	0	0	0	0	142	0	0
Jmy	17.750000	0	0	0	0	0	0	142	0	0
Hs3st1	17.750000	0	0	0	0	0	0	142	0	0
Heatr3	17.750000	0	0	142	0	0	0	0	0	0
Gpr132	17.750000	0	0	0	0	0	0	142	0	0
Fank1	17.750000	0	0	142	0	0	0	0	0	0
Fam161a	17.750000	0	0	142	0	0	0	0	0	0
Dhx32	17.750000	0	0	142	0	0	0	0	0	0
Csgalnact2	17.750000	0	0	142	0	0	0	0	0	0
Cpeb3	17.750000	0	0	142	0	0	0	0	0	0
C5ar2	17.750000	0	0	0	0	0	0	0	142	0
Ablim2	17.750000	0	0	142	0	0	0	0	0	0
1110038F14Rik	17.750000	0	0	0	0	0	0	142	0	0
Zmym2	17.625000	0	0	141	0	0	0	0	0	0
Tspan1	17.625000	0	0	0	0	0	0	141	0	0
Trim16	17.625000	141	0	0	0	0	0	0	0	0
Tpm2	17.625000	0	0	0	0	0	0	141	0	0
Terf1	17.625000	0	0	141	0	0	0	0	0	0
Serpina3g	17.625000	0	0	0	0	0	0	141	0	0
Serpina3f	17.625000	0	0	0	0	0	0	141	0	0
Sec24c	17.625000	0	0	0	0	0	0	141	0	0
Rsl1	17.625000	141	0	0	0	0	0	0	0	0
Rerg	17.625000	0	0	141	0	0	0	0	0	0
Plekhb1	17.625000	0	0	0	0	0	0	141	0	0
Plcb2	17.625000	0	0	0	0	0	0	141	0	0
Olfr871	17.625000	0	0	0	0	0	0	141	0	0
Ntpcr	17.625000	0	0	141	0	0	0	0	0	0
Npw	17.625000	0	141	0	0	0	0	0	0	0
Mmd	17.625000	0	0	141	0	0	0	0	0	0
Isoc2b	17.625000	141	0	0	0	0	0	0	0	0
Il17d	17.625000	0	0	0	0	0	0	141	0	0
Fbxo48	17.625000	141	0	0	0	0	0	0	0	0
Dusp23	17.625000	0	0	141	0	0	0	0	0	0
Cradd	17.625000	0	0	0	0	0	0	0	141	0
Cdk5rap3	17.625000	0	0	0	0	0	0	0	141	0
Aldh1a3	17.625000	0	0	141	0	0	0	0	0	0
1700042G07Rik	17.625000	0	0	0	0	0	0	141	0	0
Tespa1	17.500000	0	0	0	0	0	0	140	0	0
Tada1	17.500000	0	0	140	0	0	0	0	0	0
Smco4	17.500000	0	0	140	0	0	0	0	0	0
Slc12a4	17.500000	0	0	140	0	0	0	0	0	0
Rhebl1	17.500000	0	140	0	0	0	0	0	0	0
Rasal3	17.500000	0	0	0	0	0	0	0	140	0
Pgap1	17.500000	0	140	0	0	0	0	0	0	0
Pcna	17.500000	0	0	0	0	0	0	140	0	0
Myct1	17.500000	140	0	0	0	0	0	0	0	0
Iws1	17.500000	0	0	140	0	0	0	0	0	0
Ift52	17.500000	0	140	0	0	0	0	0	0	0
Cenpv	17.500000	0	0	140	0	0	0	0	0	0
Ahcy	17.500000	0	140	0	0	0	0	0	0	0
Aars	17.500000	140	0	0	0	0	0	0	0	0
Zyg11b	17.375000	0	0	139	0	0	0	0	0	0
Vps54	17.375000	0	139	0	0	0	0	0	0	0
Ubxn2a	17.375000	0	0	139	0	0	0	0	0	0
Tnfrsf25	17.375000	0	0	139	0	0	0	0	0	0
Tmem151b	17.375000	0	0	139	0	0	0	0	0	0
Snx9	17.375000	0	0	139	0	0	0	0	0	0
Rrm1	17.375000	0	0	0	0	0	0	139	0	0
Rnf220	17.375000	0	0	0	0	0	0	0	139	0
Rhbg	17.375000	0	0	0	0	0	0	139	0	0
Pygl	17.375000	0	139	0	0	0	0	0	0	0
Plpp2	17.375000	0	0	139	0	0	0	0	0	0
Pigt	17.375000	0	0	139	0	0	0	0	0	0
Nat8l	17.375000	0	0	0	0	0	0	139	0	0
Mesp2	17.375000	0	0	139	0	0	0	0	0	0
Llgl2	17.375000	0	0	139	0	0	0	0	0	0
H60b	17.375000	0	139	0	0	0	0	0	0	0
Gpr87	17.375000	0	0	0	0	0	0	139	0	0
Cebpg	17.375000	0	0	139	0	0	0	0	0	0
Ccdc112	17.375000	0	0	139	0	0	0	0	0	0
Bptf	17.375000	0	0	139	0	0	0	0	0	0
Arfgap3	17.375000	0	0	139	0	0	0	0	0	0
1500009L16Rik	17.375000	0	0	139	0	0	0	0	0	0
Zfp644	17.250000	0	0	138	0	0	0	0	0	0
Zbtb4	17.250000	0	0	138	0	0	0	0	0	0
Ythdc2	17.250000	0	0	138	0	0	0	0	0	0
Tmem268	17.250000	0	138	0	0	0	0	0	0	0
Rbx1	17.250000	0	0	0	0	0	0	138	0	0
Prrc2c	17.250000	138	0	0	0	0	0	0	0	0
Polr2m	17.250000	0	0	138	0	0	0	0	0	0
Nabp2	17.250000	0	138	0	0	0	0	0	0	0
Marcksl1	17.250000	0	0	138	0	0	0	0	0	0
Lrguk	17.250000	138	0	0	0	0	0	0	0	0
Kcne3	17.250000	0	0	0	0	0	0	0	138	0
Ildr1	17.250000	0	138	0	0	0	0	0	0	0
Hoxb6	17.250000	0	0	138	0	0	0	0	0	0
Hoxb5	17.250000	0	0	138	0	0	0	0	0	0
Gnaz	17.250000	0	0	138	0	0	0	0	0	0
Faiml	17.250000	0	0	0	0	0	0	138	0	0
Ccr5	17.250000	0	0	0	0	0	0	0	138	0
Ccnc	17.250000	0	0	0	0	0	0	0	138	0
Vta1	17.125000	0	0	0	0	0	0	137	0	0
Tmem205	17.125000	137	0	0	0	0	0	0	0	0
Sftpa1	17.125000	0	0	0	0	0	0	137	0	0
Rnf216	17.125000	0	0	0	0	0	0	137	0	0
Rnf182	17.125000	0	0	137	0	0	0	0	0	0
R3hcc1l	17.125000	0	137	0	0	0	0	0	0	0
Pum1	17.125000	0	0	137	0	0	0	0	0	0
Ptgr1	17.125000	0	0	0	0	0	0	137	0	0
Prdm11	17.125000	0	0	137	0	0	0	0	0	0
Pla2g4c	17.125000	0	0	0	0	0	0	137	0	0
Mrps36	17.125000	0	0	137	0	0	0	0	0	0
Mcrip2	17.125000	0	0	137	0	0	0	0	0	0
Lmo2	17.125000	0	0	137	0	0	0	0	0	0
Hba-a2	17.125000	0	0	0	0	0	0	137	0	0
Hba-a1	17.125000	0	0	0	0	0	0	137	0	0
Gjb3	17.125000	0	0	0	0	0	0	0	137	0
Ercc2	17.125000	0	0	0	0	0	0	0	137	0
Ctdspl	17.125000	0	137	0	0	0	0	0	0	0
Ctcf	17.125000	137	0	0	0	0	0	0	0	0
Ccdc159	17.125000	137	0	0	0	0	0	0	0	0
Brms1	17.125000	0	0	137	0	0	0	0	0	0
Banp	17.125000	0	0	137	0	0	0	0	0	0
B4gat1	17.125000	0	0	137	0	0	0	0	0	0
Arl5a	17.125000	0	137	0	0	0	0	0	0	0
Anks1b	17.125000	0	0	137	0	0	0	0	0	0
Alad	17.125000	0	0	137	0	0	0	0	0	0
Adamts17	17.125000	0	0	137	0	0	0	0	0	0
2310011J03Rik	17.125000	0	0	137	0	0	0	0	0	0
Zfp276	17.000000	0	0	136	0	0	0	0	0	0
Vps9d1	17.000000	0	0	136	0	0	0	0	0	0
Txnrd3	17.000000	0	0	136	0	0	0	0	0	0
Tmem102	17.000000	0	136	0	0	0	0	0	0	0
Tm7sf2	17.000000	0	0	136	0	0	0	0	0	0
St6galnac1	17.000000	0	0	0	0	0	136	0	0	0
Sh2d3c	17.000000	0	0	0	0	0	0	0	136	0
Serpinb1a	17.000000	136	0	0	0	0	0	0	0	0
Ranbp6	17.000000	0	136	0	0	0	0	0	0	0
Rabgef1	17.000000	136	0	0	0	0	0	0	0	0
Paqr3	17.000000	0	0	136	0	0	0	0	0	0
Lrmda	17.000000	0	0	0	0	0	0	0	136	0
Ifna2	17.000000	0	0	0	0	0	0	136	0	0
Ifna16	17.000000	0	0	0	0	0	0	136	0	0
Hdgfl3	17.000000	0	136	0	0	0	0	0	0	0
Gdf11	17.000000	136	0	0	0	0	0	0	0	0
Bmp8a	17.000000	0	0	136	0	0	0	0	0	0
Zfp326	16.875000	0	0	135	0	0	0	0	0	0
Usp43	16.875000	0	0	135	0	0	0	0	0	0
Spatc1	16.875000	0	0	0	0	0	0	135	0	0
Pros1	16.875000	135	0	0	0	0	0	0	0	0
Nags	16.875000	0	0	135	0	0	0	0	0	0
Nab1	16.875000	135	0	0	0	0	0	0	0	0
Mrgprh	16.875000	0	0	0	0	0	0	0	135	0
Hnrnpa2b1	16.875000	0	0	135	0	0	0	0	0	0
Gramd2	16.875000	0	0	135	0	0	0	0	0	0
Gltpd2	16.875000	0	0	0	0	0	0	135	0	0
Dnajc30	16.875000	0	135	0	0	0	0	0	0	0
Derl3	16.875000	0	135	0	0	0	0	0	0	0
Copz1	16.875000	135	0	0	0	0	0	0	0	0
Coprs	16.875000	0	0	135	0	0	0	0	0	0
Cbx3	16.875000	0	0	135	0	0	0	0	0	0
Bud23	16.875000	0	135	0	0	0	0	0	0	0
BC034090	16.875000	0	0	135	0	0	0	0	0	0
Wdr77	16.750000	0	134	0	0	0	0	0	0	0
Utp23	16.750000	0	0	0	0	0	0	134	0	0
Sez6l2	16.750000	0	134	0	0	0	0	0	0	0
Sdccag8	16.750000	0	0	134	0	0	0	0	0	0
Scamp2	16.750000	0	0	0	0	0	0	134	0	0
Sars2	16.750000	0	134	0	0	0	0	0	0	0
Rragd	16.750000	0	0	134	0	0	0	0	0	0
Ptpru	16.750000	0	0	134	0	0	0	0	0	0
Prpf40b	16.750000	0	134	0	0	0	0	0	0	0
Ppfibp1	16.750000	0	0	134	0	0	0	0	0	0
Pgpep1l	16.750000	134	0	0	0	0	0	0	0	0
Pbdc1	16.750000	0	0	0	0	0	0	134	0	0
Nt5m	16.750000	0	0	134	0	0	0	0	0	0
Nipsnap1	16.750000	0	134	0	0	0	0	0	0	0
Mrps12	16.750000	0	134	0	0	0	0	0	0	0
Mfge8	16.750000	0	134	0	0	0	0	0	0	0
Gsx2	16.750000	134	0	0	0	0	0	0	0	0
Gmds	16.750000	0	0	0	0	0	0	134	0	0
Foxe3	16.750000	0	0	134	0	0	0	0	0	0
Ern1	16.750000	0	0	134	0	0	0	0	0	0
Dlx2	16.750000	0	0	134	0	0	0	0	0	0
Cnga4	16.750000	0	0	134	0	0	0	0	0	0
Calcrl	16.750000	0	0	0	0	0	0	0	134	0
Atp5pb	16.750000	0	134	0	0	0	0	0	0	0
Atg14	16.750000	0	134	0	0	0	0	0	0	0
Asphd1	16.750000	0	134	0	0	0	0	0	0	0
Zfyve1	16.625000	0	0	133	0	0	0	0	0	0
Zfp944	16.625000	0	0	0	0	0	0	0	133	0
Zfp758	16.625000	0	0	0	0	0	0	0	133	0
Zfand2b	16.625000	0	0	133	0	0	0	0	0	0
Uhrf2	16.625000	0	133	0	0	0	0	0	0	0
Ubxn2b	16.625000	0	133	0	0	0	0	0	0	0
Tst	16.625000	0	0	0	0	0	0	133	0	0
Tmem53	16.625000	0	0	133	0	0	0	0	0	0
Tmem186	16.625000	0	0	133	0	0	0	0	0	0
Stambp	16.625000	0	0	133	0	0	0	0	0	0
St8sia6	16.625000	0	0	133	0	0	0	0	0	0
Spire2	16.625000	0	0	133	0	0	0	0	0	0
Spc25	16.625000	0	0	133	0	0	0	0	0	0
Smim43	16.625000	0	0	133	0	0	0	0	0	0
Slc1a1	16.625000	0	0	133	0	0	0	0	0	0
Slc17a8	16.625000	0	0	0	0	0	0	0	133	0
Sdc3	16.625000	0	0	133	0	0	0	0	0	0
Rassf4	16.625000	0	0	133	0	0	0	0	0	0
Radil	16.625000	0	0	133	0	0	0	0	0	0
Pmm2	16.625000	0	0	133	0	0	0	0	0	0
Plcb4	16.625000	0	0	0	0	0	0	0	133	0
Pim2	16.625000	0	0	133	0	0	0	0	0	0
Nr5a1	16.625000	133	0	0	0	0	0	0	0	0
Mpst	16.625000	0	0	0	0	0	0	133	0	0
Maneal	16.625000	0	0	133	0	0	0	0	0	0
Man1c1	16.625000	0	0	133	0	0	0	0	0	0
Mafb	16.625000	0	0	133	0	0	0	0	0	0
Krt7	16.625000	0	0	133	0	0	0	0	0	0
Kctd4	16.625000	133	0	0	0	0	0	0	0	0
Id2	16.625000	0	133	0	0	0	0	0	0	0
Hnrnpdl	16.625000	0	0	133	0	0	0	0	0	0
G6pc2	16.625000	0	0	133	0	0	0	0	0	0
Epcam	16.625000	0	0	133	0	0	0	0	0	0
Enoph1	16.625000	0	0	133	0	0	0	0	0	0
Ell2	16.625000	0	0	133	0	0	0	0	0	0
Dennd10	16.625000	133	0	0	0	0	0	0	0	0
Chid1	16.625000	0	0	133	0	0	0	0	0	0
Chac2	16.625000	133	0	0	0	0	0	0	0	0
Atp8b2	16.625000	0	0	133	0	0	0	0	0	0
Armh1	16.625000	0	0	133	0	0	0	0	0	0
Arl15	16.625000	0	0	0	0	0	0	133	0	0
Aire	16.625000	133	0	0	0	0	0	0	0	0
Adcy6	16.625000	0	0	133	0	0	0	0	0	0
Acot5	16.625000	0	0	133	0	0	0	0	0	0
Usp50	16.500000	0	0	0	0	0	0	132	0	0
Tmem237	16.500000	0	0	132	0	0	0	0	0	0
Stau1	16.500000	0	132	0	0	0	0	0	0	0
Rrp15	16.500000	0	0	0	0	0	0	0	132	0
Neil3	16.500000	0	132	0	0	0	0	0	0	0
Myb	16.500000	132	0	0	0	0	0	0	0	0
Lrp5	16.500000	0	0	132	0	0	0	0	0	0
Igf1r	16.500000	132	0	0	0	0	0	0	0	0
Hoxd1	16.500000	0	0	132	0	0	0	0	0	0
Gpx8	16.500000	132	0	0	0	0	0	0	0	0
Atp5g3	16.500000	0	0	132	0	0	0	0	0	0
Ap2a1	16.500000	0	0	132	0	0	0	0	0	0
Zkscan17	16.375000	0	0	131	0	0	0	0	0	0
Zfp677	16.375000	131	0	0	0	0	0	0	0	0
Vmn2r102	16.375000	0	131	0	0	0	0	0	0	0
Rflnb	16.375000	0	131	0	0	0	0	0	0	0
Raph1	16.375000	0	0	131	0	0	0	0	0	0
Prkar2a	16.375000	0	0	131	0	0	0	0	0	0
Ntrk1	16.375000	0	0	131	0	0	0	0	0	0
Mpp2	16.375000	0	131	0	0	0	0	0	0	0
Lrrc63	16.375000	0	0	0	0	0	0	131	0	0
Llgl1	16.375000	0	0	131	0	0	0	0	0	0
Klc3	16.375000	0	0	131	0	0	0	0	0	0
Insrr	16.375000	0	0	131	0	0	0	0	0	0
Ifi211	16.375000	131	0	0	0	0	0	0	0	0
Gfra2	16.375000	0	0	131	0	0	0	0	0	0
Fcmr	16.375000	0	0	0	0	0	0	131	0	0
Fbxl17	16.375000	0	0	131	0	0	0	0	0	0
Fbh1	16.375000	0	0	131	0	0	0	0	0	0
E2f8	16.375000	0	0	131	0	0	0	0	0	0
Cox6a2	16.375000	0	0	0	0	0	0	131	0	0
Ccnq	16.375000	0	0	131	0	0	0	0	0	0
Caskin1	16.375000	0	0	131	0	0	0	0	0	0
Carmil1	16.375000	0	0	131	0	0	0	0	0	0
Cacul1	16.375000	0	0	131	0	0	0	0	0	0
Ankrd16	16.375000	0	0	131	0	0	0	0	0	0
Ago2	16.375000	0	0	131	0	0	0	0	0	0
Zfp273	16.250000	0	0	0	0	0	0	130	0	0
Zbtb42	16.250000	0	130	0	0	0	0	0	0	0
Wapl	16.250000	0	130	0	0	0	0	0	0	0
Ucn	16.250000	0	0	130	0	0	0	0	0	0
Tulp2	16.250000	0	0	0	0	0	0	130	0	0
Traf4	16.250000	0	0	0	0	0	0	130	0	0
Tmtc2	16.250000	130	0	0	0	0	0	0	0	0
Tmem267	16.250000	0	130	0	0	0	0	0	0	0
Smo	16.250000	0	0	130	0	0	0	0	0	0
Sertad1	16.250000	0	0	130	0	0	0	0	0	0
Pars2	16.250000	0	0	0	0	0	0	0	130	0
Olfr503	16.250000	130	0	0	0	0	0	0	0	0
Nucb1	16.250000	0	0	0	0	0	0	130	0	0
Npffr1	16.250000	0	0	0	0	0	0	130	0	0
Mast4	16.250000	0	0	130	0	0	0	0	0	0
Lsm14a	16.250000	0	0	130	0	0	0	0	0	0
Dmxl1	16.250000	0	0	130	0	0	0	0	0	0
Crnkl1	16.250000	0	0	0	0	0	0	130	0	0
Cfap61	16.250000	0	0	0	0	0	0	130	0	0
Cenpm	16.250000	0	130	0	0	0	0	0	0	0
Cenpf	16.250000	0	0	130	0	0	0	0	0	0
Btbd1	16.250000	0	0	130	0	0	0	0	0	0
Aurkb	16.250000	0	130	0	0	0	0	0	0	0
Atp6v1g1	16.250000	0	0	130	0	0	0	0	0	0
Akt1	16.250000	0	130	0	0	0	0	0	0	0
Acad9	16.250000	0	0	130	0	0	0	0	0	0
Zbtb3	16.125000	0	0	0	0	0	0	129	0	0
Ydjc	16.125000	0	129	0	0	0	0	0	0	0
Wwc2	16.125000	0	0	129	0	0	0	0	0	0
Uchl3	16.125000	0	0	129	0	0	0	0	0	0
Rps16	16.125000	0	0	129	0	0	0	0	0	0
Polr2g	16.125000	0	0	0	0	0	0	129	0	0
Plod2	16.125000	129	0	0	0	0	0	0	0	0
Phox2a	16.125000	0	0	129	0	0	0	0	0	0
Pelo	16.125000	0	129	0	0	0	0	0	0	0
Nupl1	16.125000	0	0	129	0	0	0	0	0	0
Msh3	16.125000	129	0	0	0	0	0	0	0	0
Mrps30	16.125000	0	0	0	0	0	0	0	129	0
Lrp2bp	16.125000	129	0	0	0	0	0	0	0	0
Farp2	16.125000	0	0	129	0	0	0	0	0	0
Exoc4	16.125000	0	0	0	0	0	0	129	0	0
Dhfr	16.125000	129	0	0	0	0	0	0	0	0
Cyc1	16.125000	0	0	129	0	0	0	0	0	0
Copb2	16.125000	0	0	0	0	0	0	129	0	0
Cep55	16.125000	0	0	129	0	0	0	0	0	0
Ccdc116	16.125000	0	129	0	0	0	0	0	0	0
Bhlha9	16.125000	0	0	0	0	0	0	129	0	0
Adamts8	16.125000	0	0	129	0	0	0	0	0	0
Zfp747	16.000000	0	0	0	0	0	0	0	128	0
Zbtb20	16.000000	128	0	0	0	0	0	0	0	0
Tomm7	16.000000	0	0	0	0	0	0	0	128	0
Srsf6	16.000000	0	0	128	0	0	0	0	0	0
Shroom3	16.000000	0	0	0	0	0	0	128	0	0
Shank1	16.000000	0	0	0	0	0	0	0	128	0
Myo1h	16.000000	0	0	0	0	0	0	128	0	0
Mrps21	16.000000	0	0	0	0	0	0	128	0	0
Macf1	16.000000	0	0	128	0	0	0	0	0	0
Ipo8	16.000000	0	0	0	0	0	0	128	0	0
Hephl1	16.000000	128	0	0	0	0	0	0	0	0
Gm14296	16.000000	0	0	0	0	0	0	128	0	0
Gja1	16.000000	128	0	0	0	0	0	0	0	0
Ctif	16.000000	0	128	0	0	0	0	0	0	0
Col2a1	16.000000	0	0	128	0	0	0	0	0	0
4930430F08Rik	16.000000	0	0	0	0	0	0	128	0	0
2210418O10Rik	16.000000	0	0	0	0	0	0	128	0	0
1700017N19Rik	16.000000	0	0	0	0	0	0	128	0	0
Zfp428	15.875000	0	0	127	0	0	0	0	0	0
Ttll11	15.875000	0	0	127	0	0	0	0	0	0
Tk2	15.875000	0	127	0	0	0	0	0	0	0
Taz	15.875000	127	0	0	0	0	0	0	0	0
Tada3	15.875000	127	0	0	0	0	0	0	0	0
Ssx2ip	15.875000	0	0	127	0	0	0	0	0	0
Srsf10	15.875000	0	0	127	0	0	0	0	0	0
Slx1b	15.875000	0	127	0	0	0	0	0	0	0
S100a13	15.875000	0	0	0	0	0	0	127	0	0
S100a1	15.875000	0	0	0	0	0	0	127	0	0
Phf13	15.875000	0	0	127	0	0	0	0	0	0
Pde1b	15.875000	0	0	127	0	0	0	0	0	0
Pard6b	15.875000	127	0	0	0	0	0	0	0	0
Nudt13	15.875000	0	0	0	0	0	0	127	0	0
Nin	15.875000	0	0	127	0	0	0	0	0	0
Msl1	15.875000	0	0	127	0	0	0	0	0	0
H2-Q4	15.875000	0	0	127	0	0	0	0	0	0
Dnase1l1	15.875000	127	0	0	0	0	0	0	0	0
Cstf1	15.875000	0	0	0	0	0	0	127	0	0
Cklf	15.875000	0	127	0	0	0	0	0	0	0
Cemip2	15.875000	0	0	127	0	0	0	0	0	0
Bola2	15.875000	0	127	0	0	0	0	0	0	0
Aurka	15.875000	0	0	0	0	0	0	127	0	0
Arpc4	15.875000	127	0	0	0	0	0	0	0	0
Zfp58	15.750000	0	0	0	0	0	0	126	0	0
Wif1	15.750000	0	126	0	0	0	0	0	0	0
Uqcrh	15.750000	0	0	126	0	0	0	0	0	0
Thrb	15.750000	0	0	126	0	0	0	0	0	0
Scrn2	15.750000	0	0	0	0	0	0	0	126	0
Rrad	15.750000	0	0	126	0	0	0	0	0	0
Rps26	15.750000	0	0	0	0	0	0	0	126	0
Ptpra	15.750000	0	0	126	0	0	0	0	0	0
Polq	15.750000	0	0	0	0	0	0	126	0	0
Lrrc41	15.750000	0	0	126	0	0	0	0	0	0
Lgalsl	15.750000	0	126	0	0	0	0	0	0	0
Kif1c	15.750000	0	126	0	0	0	0	0	0	0
Inca1	15.750000	0	126	0	0	0	0	0	0	0
Icam1	15.750000	0	0	0	0	0	0	126	0	0
Hcar2	15.750000	0	0	0	0	0	0	126	0	0
Gtpbp3	15.750000	0	0	0	0	0	0	0	126	0
Gsc	15.750000	0	0	126	0	0	0	0	0	0
Gprc5a	15.750000	126	0	0	0	0	0	0	0	0
Glyctk	15.750000	0	0	0	0	0	0	126	0	0
Gckr	15.750000	0	0	126	0	0	0	0	0	0
Fam221a	15.750000	126	0	0	0	0	0	0	0	0
Dctn2	15.750000	0	0	126	0	0	0	0	0	0
Cdadc1	15.750000	0	0	0	0	0	0	126	0	0
Ano8	15.750000	0	0	0	0	0	0	0	126	0
Zfp955b	15.625000	0	0	0	0	0	0	0	125	0
Unc5c	15.625000	0	0	125	0	0	0	0	0	0
Slc44a1	15.625000	0	125	0	0	0	0	0	0	0
Rfng	15.625000	0	0	125	0	0	0	0	0	0
Rasgrf2	15.625000	0	0	125	0	0	0	0	0	0
Prr36	15.625000	0	0	0	0	0	0	0	125	0
Ppp1r7	15.625000	0	0	125	0	0	0	0	0	0
Ppdpf	15.625000	0	0	0	0	0	0	125	0	0
Pfdn5	15.625000	0	0	0	0	0	0	0	125	0
Pdlim2	15.625000	0	0	0	0	0	0	125	0	0
Pask	15.625000	0	0	125	0	0	0	0	0	0
Olfr872	15.625000	0	0	0	0	0	0	125	0	0
Nlrc3	15.625000	0	0	0	0	0	0	125	0	0
Grpel1	15.625000	0	0	125	0	0	0	0	0	0
Gps1	15.625000	0	0	125	0	0	0	0	0	0
Faxc	15.625000	0	0	125	0	0	0	0	0	0
Eaf2	15.625000	0	0	125	0	0	0	0	0	0
Dsel	15.625000	0	0	125	0	0	0	0	0	0
Atp5j2	15.625000	0	0	0	0	0	0	125	0	0
Zfp664	15.500000	0	124	0	0	0	0	0	0	0
Vax1	15.500000	0	0	124	0	0	0	0	0	0
Ube2d1	15.500000	0	0	124	0	0	0	0	0	0
Trappc6a	15.500000	0	0	124	0	0	0	0	0	0
Tgtp1	15.500000	0	0	0	0	0	0	124	0	0
Szrd1	15.500000	0	0	124	0	0	0	0	0	0
Rnf181	15.500000	0	0	0	0	0	0	124	0	0
Rilpl1	15.500000	0	0	124	0	0	0	0	0	0
Rftn1	15.500000	0	0	124	0	0	0	0	0	0
Rai14	15.500000	0	0	124	0	0	0	0	0	0
Pola1	15.500000	124	0	0	0	0	0	0	0	0
Pnp2	15.500000	124	0	0	0	0	0	0	0	0
Plpp6	15.500000	0	0	124	0	0	0	0	0	0
Nrde2	15.500000	0	0	0	0	0	0	124	0	0
Nkpd1	15.500000	0	0	124	0	0	0	0	0	0
Nes	15.500000	0	0	124	0	0	0	0	0	0
Idh3b	15.500000	0	0	0	0	0	0	124	0	0
H2az2	15.500000	0	0	124	0	0	0	0	0	0
Fbxl5	15.500000	0	124	0	0	0	0	0	0	0
Ccdc92	15.500000	0	124	0	0	0	0	0	0	0
Cacnb1	15.500000	0	0	124	0	0	0	0	0	0
Bphl	15.500000	0	124	0	0	0	0	0	0	0
Bloc1s3	15.500000	0	0	124	0	0	0	0	0	0
Bbx	15.500000	0	0	0	0	0	0	0	124	0
B3gat2	15.500000	0	0	124	0	0	0	0	0	0
Apobec2	15.500000	0	0	0	0	0	0	124	0	0
AA467197	15.500000	0	0	124	0	0	0	0	0	0
4430402I18Rik	15.500000	0	0	124	0	0	0	0	0	0
Zfp978	15.375000	0	0	123	0	0	0	0	0	0
Zfp68	15.375000	0	0	123	0	0	0	0	0	0
Yipf1	15.375000	0	0	0	0	0	0	0	123	0
Trmt11	15.375000	0	0	0	0	0	0	123	0	0
Tmem14c	15.375000	0	0	0	0	0	0	123	0	0
Tacc1	15.375000	0	0	123	0	0	0	0	0	0
Sned1	15.375000	0	0	123	0	0	0	0	0	0
Smap1	15.375000	0	123	0	0	0	0	0	0	0
Slc36a4	15.375000	0	0	123	0	0	0	0	0	0
Shisa2	15.375000	0	0	123	0	0	0	0	0	0
Scpep1	15.375000	0	0	0	0	0	0	0	123	0
Rpp25	15.375000	0	0	123	0	0	0	0	0	0
Ppcdc	15.375000	0	0	0	0	0	0	123	0	0
Polr3f	15.375000	0	0	0	0	0	0	0	123	0
Pmpcb	15.375000	0	0	123	0	0	0	0	0	0
Pllp	15.375000	0	0	123	0	0	0	0	0	0
Pgm5	15.375000	0	0	123	0	0	0	0	0	0
Pdp2	15.375000	0	0	123	0	0	0	0	0	0
Pcyox1l	15.375000	0	0	123	0	0	0	0	0	0
Olfr420	15.375000	0	0	0	0	0	0	0	123	0
Oat	15.375000	0	0	0	0	0	0	123	0	0
Mrps23	15.375000	0	0	123	0	0	0	0	0	0
