Target_genes	Rara|Average	SRX018669|ES_cells	SRX10562781|ES_cells	SRX208055|ES_cells	SRX208062|ES_cells	SRX520462|F9	SRX520468|F9	SRX520474|F9	SRX520479|F9	SRX3301664|Forelimb	SRX3301665|Forelimb	SRX4369776|Germline_stem_cells	SRX4369779|Germline_stem_cells	SRX4369782|Germline_stem_cells	SRX4369785|Germline_stem_cells	SRX337439|Liver	SRX018670|mESC_derived_neural_cells	SRX118692|mESC_derived_neural_cells	SRX118693|mESC_derived_neural_cells	SRX675957|Th1_Cells	STRING
Rpa2	8.210526	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab2a	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Pde7a	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Nfkb2	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Mtfr1l	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Mtfp1	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Kcnd2	8.210526	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f3	8.210526	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctso	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Cnih2	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Bex3	8.210526	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC035044	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Atcay	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Ap5b1	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Ankrd52	8.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Zbtb39	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Wdr5b	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Wdr45	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Vamp5	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Tmem104	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
T	8.157895	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sptlc1	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Spsb2	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Slc6a13	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Slc35f3	8.157895	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf141	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Rac3	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Ppm1m	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Nmrk2	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Nat9	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Mief2	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Lrrc32	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Klf16	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Flii	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Fam110a	8.157895	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaaf4	8.157895	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d22	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Cops9	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Cog7	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Cacna2d3	8.157895	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adnp2	8.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Zscan18	8.105263	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zpld2	8.105263	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp871	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Scn4b	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Pacsin3	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Mtus1	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Mcm3	8.105263	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klkb1	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Klhl33	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Gpr3	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Exoc4	8.105263	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erich1	8.105263	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpp7	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Cd164l2	8.105263	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc71l	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Car2	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Cacng8	8.105263	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsb	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Adamts1	8.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Wfdc8	8.052632	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc6b	8.052632	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr24	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Ugt2b37	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Tanc2	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Supt7l	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Stat5a	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Stambp	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Spon2	8.052632	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0
Socs6	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Slc4a1ap	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Ralb	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Prss50	8.052632	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prim2	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Pon2	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Nradd	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Nr4a2	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Nr1i3	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Mydgf	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Lin54	8.052632	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactb	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Ilf3	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Gas2	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Fzd9	8.052632	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fryl	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Fancf	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Echdc1	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Cyp2w1	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Cc2d1a	8.052632	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asgr2	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Art2b	8.052632	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Amn	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Adgrv1	8.052632	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930550C14Rik	8.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
4930432K21Rik	8.052632	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zgpat	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Zfp462	8.000000	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yif1a	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Tmem151a	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Tekt4	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Speer4e	8.000000	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgsm3	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Serping1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Macroh2a2	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Kif23	8.000000	0	0	77	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0
Kctd17	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Haao	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Gstp3	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Fmnl1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Elmo2	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Dhrs11	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Cxxc5	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Cdk9	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Ccdc34	8.000000	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car14	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Asb6	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Arfrp1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Zp2	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Zfp865	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Wdr78	7.947368	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsga8	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Trub2	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Tmub2	7.947368	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfpi	7.947368	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf21	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Smc2	7.947368	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbp7	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
R3hdml	7.947368	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pth1r	7.947368	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou3f2	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Pkp4	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Pgp	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Pappa	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Olfr488	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c2	7.947368	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurod4	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Mical1	7.947368	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mep1a	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Itgb3	7.947368	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ina	7.947368	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il22ra2	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Ifi44	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Hsf3	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Heph	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Gm5724	7.947368	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftmt	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Fbf1	7.947368	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l1	7.947368	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU599041	7.947368	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp4c	7.947368	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chgb	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Cfhr1	7.947368	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc148	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Bmf	7.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Arxes1	7.947368	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp521	7.894737	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp334	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Vmn1r163	7.894737	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r135	7.894737	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sort1	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Pou2f3	7.894737	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2rx7	7.894737	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr965	7.894737	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Nr2c2	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Ngf	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Nampt	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Il10rb	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Hps1	7.894737	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hapln2	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Gpr12	7.894737	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmip	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Fbxw4	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Epm2a	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Egr3	7.894737	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx49	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Cope	7.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Zfp968	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Zfp967	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Zfp966	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Ttc13	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Supt4a	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Sulf1	7.842105	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgl3	7.842105	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plet1	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Pak1ip1	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Mup8	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Mup2	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Mup15	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Mrpl24	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Mllt3	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Mapk6	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Golga7b	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0
Dyrk1b	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Dsc2	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Ccdc61	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Bcap31	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Asnsd1	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Asdurf	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Arv1	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Anks4b	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Abcd1	7.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Zfand4	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Wif1	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Tep1	7.789474	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata46	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Rasgrf2	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Pnma3	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Plcl1	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Pla1a	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Pde3b	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Oxt	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Mlx	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Il2rg	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Ift27	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Hsd17b1	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Gtf2ird1	7.789474	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpd2	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Gm614	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Gm4951	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Flywch2	7.789474	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp19	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Dntt	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Dgcr6	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Crhr2	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Coasy	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Casq2	7.789474	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Avp	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Aopep	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Ahnak	7.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Xxylt1	7.736842	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wtip	7.736842	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0
Triap1	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Tmem35b	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Tmco4	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Tha1	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Teddm2	7.736842	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0
Tcf7l2	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Smarca2	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Slit2	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Sema3c	7.736842	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Runx3	7.736842	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgsl1	7.736842	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0
Rbm10	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Rasd2	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Qrfp	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Ptprs	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Ptger3	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Pias3	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Pdzd11	7.736842	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1389	7.736842	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt13	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Ndufb11	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Lratd1	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Kif4	7.736842	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm6a	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Il2ra	7.736842	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf5	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Hyal2	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0
Hspa4l	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Gm9595	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Gm4894	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Gcfc2	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Gatc	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Gad2	7.736842	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo4	7.736842	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam3a	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Fam205c	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Egfl7	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Cryge	7.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
