Target_genes	Zbtb17|Average	SRX543056|70Z/3	SRX3113700|B_cells	SRX821473|Medulloblastoma	SRX821476|Medulloblastoma	SRX821479|Medulloblastoma	SRX3113698|MEF	SRX543048|P6D4	STRING
Irs3	18.428571	0	129	0	0	0	0	0	0
Gpr37l1	18.428571	0	0	0	0	129	0	0	0
Gpr150	18.428571	0	0	129	0	0	0	0	0
Gng8	18.428571	0	0	129	0	0	0	0	0
Garem2	18.428571	0	0	0	0	129	0	0	0
Clnk	18.428571	0	0	129	0	0	0	0	0
Capn5	18.428571	0	129	0	0	0	0	0	0
Bloc1s6	18.428571	0	0	0	0	129	0	0	0
B3gat1	18.428571	0	0	129	0	0	0	0	0
Asl	18.428571	0	0	129	0	0	0	0	0
Aqp5	18.428571	0	0	129	0	0	0	0	0
3110082J24Rik	18.428571	0	0	0	0	129	0	0	0
Xpc	18.285714	0	0	0	0	128	0	0	0
Tdrd7	18.285714	0	0	0	0	128	0	0	0
Sh3bp5	18.285714	0	0	128	0	0	0	0	0
Sgsm1	18.285714	0	0	128	0	0	0	0	0
Rusf1	18.285714	0	0	128	0	0	0	0	0
Rab15	18.285714	0	0	128	0	0	0	0	0
Pxmp4	18.285714	0	0	128	0	0	0	0	0
Prpf18	18.285714	0	0	128	0	0	0	0	0
Pmp2	18.285714	0	0	128	0	0	0	0	0
Lsm3	18.285714	0	0	0	0	128	0	0	0
Lrrc8b	18.285714	0	0	128	0	0	0	0	0
Hsd3b7	18.285714	0	0	128	0	0	0	0	0
Hnrnpa1	18.285714	0	128	0	0	0	0	0	0
Fzd9	18.285714	0	0	128	0	0	0	0	0
Fam53a	18.285714	0	0	128	0	0	0	0	0
Fam20a	18.285714	0	0	128	0	0	0	0	0
Dach1	18.285714	0	0	0	0	128	0	0	0
Cmtm4	18.285714	0	0	128	0	0	0	0	0
Caprin2	18.285714	0	0	128	0	0	0	0	0
Acp2	18.285714	0	0	128	0	0	0	0	0
Zfp672	18.142857	0	127	0	0	0	0	0	0
Usp46	18.142857	0	0	127	0	0	0	0	0
Trp53i13	18.142857	0	0	0	0	127	0	0	0
Tph2	18.142857	0	0	127	0	0	0	0	0
Tmx3	18.142857	0	0	127	0	0	0	0	0
Tmem229b	18.142857	0	0	127	0	0	0	0	0
Tmem158	18.142857	0	0	0	0	127	0	0	0
Tfg	18.142857	0	127	0	0	0	0	0	0
Snrpd1	18.142857	0	0	127	0	0	0	0	0
Sh3bp5l	18.142857	0	127	0	0	0	0	0	0
Rnf213	18.142857	0	0	127	0	0	0	0	0
Ppp1r1b	18.142857	0	0	0	0	127	0	0	0
Piwil4	18.142857	0	0	0	0	127	0	0	0
Paqr6	18.142857	0	0	127	0	0	0	0	0
Orc2	18.142857	0	0	127	0	0	0	0	0
Marchf2	18.142857	0	0	127	0	0	0	0	0
Hpdl	18.142857	0	0	127	0	0	0	0	0
Gm13271	18.142857	0	0	0	0	127	0	0	0
Gm10509	18.142857	0	0	0	0	127	0	0	0
Gcnt4	18.142857	0	0	127	0	0	0	0	0
Galnt14	18.142857	0	0	127	0	0	0	0	0
Esco1	18.142857	0	0	127	0	0	0	0	0
D830030K20Rik	18.142857	0	0	0	127	0	0	0	0
Cyp2j9	18.142857	0	0	127	0	0	0	0	0
Ctnna1	18.142857	0	0	127	0	0	0	0	0
Csmd2	18.142857	0	0	0	0	127	0	0	0
Cnga3	18.142857	0	0	0	0	127	0	0	0
Ccnt1	18.142857	0	127	0	0	0	0	0	0
Cadm1	18.142857	0	0	127	0	0	0	0	0
Bglap3	18.142857	0	0	127	0	0	0	0	0
Aplp2	18.142857	0	127	0	0	0	0	0	0
Ak3	18.142857	0	0	127	0	0	0	0	0
Abhd15	18.142857	0	0	0	0	127	0	0	0
4930415O20Rik	18.142857	0	127	0	0	0	0	0	0
Zkscan5	18.000000	0	0	126	0	0	0	0	0
Zkscan14	18.000000	0	0	126	0	0	0	0	0
Zfp385a	18.000000	0	126	0	0	0	0	0	0
Zdhhc21	18.000000	0	0	126	0	0	0	0	0
Wdr77	18.000000	0	0	126	0	0	0	0	0
Tmc5	18.000000	0	0	0	0	126	0	0	0
Tdo2	18.000000	0	0	0	126	0	0	0	0
Sprtn	18.000000	0	0	126	0	0	0	0	0
Spindoc	18.000000	0	0	126	0	0	0	0	0
Spdef	18.000000	0	0	126	0	0	0	0	0
Snorc	18.000000	0	0	0	126	0	0	0	0
Smchd1	18.000000	0	0	126	0	0	0	0	0
Slfn14	18.000000	0	0	126	0	0	0	0	0
Qrich1	18.000000	0	0	126	0	0	0	0	0
Ppp5c	18.000000	0	0	126	0	0	0	0	0
Plk3	18.000000	0	0	126	0	0	0	0	0
Pgm2	18.000000	0	0	126	0	0	0	0	0
Nat8f2	18.000000	0	0	0	0	126	0	0	0
Mid1	18.000000	0	0	0	126	0	0	0	0
Mcf2	18.000000	0	0	0	126	0	0	0	0
Kcnip4	18.000000	0	0	0	126	0	0	0	0
Jag2	18.000000	0	0	0	0	126	0	0	0
Hspa14	18.000000	0	126	0	0	0	0	0	0
Gm5820	18.000000	0	0	126	0	0	0	0	0
Fxn	18.000000	0	0	126	0	0	0	0	0
Exosc3	18.000000	0	126	0	0	0	0	0	0
Exoc8	18.000000	0	0	126	0	0	0	0	0
Emid1	18.000000	0	0	126	0	0	0	0	0
Cmah	18.000000	0	126	0	0	0	0	0	0
Cdnf	18.000000	0	126	0	0	0	0	0	0
Cdkal1	18.000000	0	0	126	0	0	0	0	0
Ccnyl1	18.000000	0	0	126	0	0	0	0	0
Capn3	18.000000	0	0	126	0	0	0	0	0
Brd4	18.000000	0	0	0	0	126	0	0	0
Atp5pb	18.000000	0	0	126	0	0	0	0	0
Zfp830	17.857143	0	125	0	0	0	0	0	0
Wdr46	17.857143	0	0	125	0	0	0	0	0
Tusc1	17.857143	0	0	125	0	0	0	0	0
Tmub1	17.857143	0	125	0	0	0	0	0	0
Tmem209	17.857143	0	125	0	0	0	0	0	0
Thap7	17.857143	0	125	0	0	0	0	0	0
Sypl	17.857143	0	0	0	0	125	0	0	0
Ssmem1	17.857143	0	125	0	0	0	0	0	0
Smad5	17.857143	0	0	125	0	0	0	0	0
Slc12a9	17.857143	0	125	0	0	0	0	0	0
Scamp5	17.857143	0	0	125	0	0	0	0	0
Riiad1	17.857143	0	0	125	0	0	0	0	0
Prorsd1	17.857143	0	125	0	0	0	0	0	0
Pih1d1	17.857143	0	125	0	0	0	0	0	0
Pfdn6	17.857143	0	0	125	0	0	0	0	0
Nup205	17.857143	0	125	0	0	0	0	0	0
Nfxl1	17.857143	0	125	0	0	0	0	0	0
Nfx1	17.857143	0	125	0	0	0	0	0	0
Mtg1	17.857143	0	125	0	0	0	0	0	0
Mob3b	17.857143	0	0	125	0	0	0	0	0
Mlh1	17.857143	0	125	0	0	0	0	0	0
Lancl1	17.857143	0	125	0	0	0	0	0	0
Hnrnph2	17.857143	0	125	0	0	0	0	0	0
Gtf3c2	17.857143	0	125	0	0	0	0	0	0
Gpr160	17.857143	0	0	0	125	0	0	0	0
Gla	17.857143	0	125	0	0	0	0	0	0
Fbxo32	17.857143	0	0	125	0	0	0	0	0
Fastk	17.857143	0	125	0	0	0	0	0	0
Epm2aip1	17.857143	0	125	0	0	0	0	0	0
Dhodh	17.857143	0	125	0	0	0	0	0	0
Copg1	17.857143	0	125	0	0	0	0	0	0
Commd6	17.857143	0	125	0	0	0	0	0	0
Celf6	17.857143	0	0	125	0	0	0	0	0
Celf3	17.857143	0	0	125	0	0	0	0	0
Cct6b	17.857143	0	125	0	0	0	0	0	0
Cbfb	17.857143	0	125	0	0	0	0	0	0
Aldh16a1	17.857143	0	125	0	0	0	0	0	0
Adat1	17.857143	0	125	0	0	0	0	0	0
Sac3d1	17.714286	0	0	124	0	0	0	0	0
Npff	17.714286	0	0	124	0	0	0	0	0
Neurod2	17.714286	0	0	124	0	0	0	0	0
Mb21d2	17.714286	0	0	124	0	0	0	0	0
Mamstr	17.714286	0	0	124	0	0	0	0	0
Igfbp2	17.714286	0	0	124	0	0	0	0	0
Gch1	17.714286	0	124	0	0	0	0	0	0
Exoc3l	17.714286	0	0	124	0	0	0	0	0
Egfr	17.714286	0	0	0	0	124	0	0	0
Brf1	17.714286	0	0	124	0	0	0	0	0
4931428F04Rik	17.714286	0	0	124	0	0	0	0	0
Zfp142	17.571429	0	0	0	0	123	0	0	0
Urm1	17.571429	0	0	123	0	0	0	0	0
Tspan13	17.571429	0	0	123	0	0	0	0	0
Tnfsfm13	17.571429	0	0	0	123	0	0	0	0
Tnfsf12	17.571429	0	0	0	123	0	0	0	0
Tex28	17.571429	123	0	0	0	0	0	0	0
Slc22a14	17.571429	0	0	123	0	0	0	0	0
Qrfp	17.571429	0	0	123	0	0	0	0	0
Psme3	17.571429	0	0	123	0	0	0	0	0
Nek6	17.571429	0	0	123	0	0	0	0	0
Hoxa6	17.571429	0	0	0	0	123	0	0	0
Hebp1	17.571429	0	0	123	0	0	0	0	0
Hap1	17.571429	0	123	0	0	0	0	0	0
Gps2	17.571429	0	0	123	0	0	0	0	0
Foxs1	17.571429	0	0	123	0	0	0	0	0
Dusp19	17.571429	0	0	123	0	0	0	0	0
Dmxl1	17.571429	0	123	0	0	0	0	0	0
Commd8	17.571429	0	0	123	0	0	0	0	0
Cd2ap	17.571429	0	0	0	123	0	0	0	0
Bcs1l	17.571429	0	0	0	0	123	0	0	0
Bcl2l2	17.571429	0	0	0	0	123	0	0	0
1700030J22Rik	17.571429	0	0	123	0	0	0	0	0
Zup1	17.428571	0	0	122	0	0	0	0	0
Yes1	17.428571	0	0	122	0	0	0	0	0
Yeats2	17.428571	0	0	122	0	0	0	0	0
Tspan7	17.428571	0	0	122	0	0	0	0	0
Trappc1	17.428571	0	122	0	0	0	0	0	0
Srbd1	17.428571	0	0	122	0	0	0	0	0
Rp2	17.428571	0	0	122	0	0	0	0	0
Rnf168	17.428571	0	0	122	0	0	0	0	0
Rictor	17.428571	0	122	0	0	0	0	0	0
Prkar2b	17.428571	0	0	122	0	0	0	0	0
Pou3f4	17.428571	0	0	122	0	0	0	0	0
Porcn	17.428571	0	0	122	0	0	0	0	0
Pgrmc2	17.428571	0	0	122	0	0	0	0	0
Pdia5	17.428571	0	0	122	0	0	0	0	0
Mprip	17.428571	0	0	122	0	0	0	0	0
Lmod1	17.428571	0	0	122	0	0	0	0	0
Lingo4	17.428571	0	0	0	0	122	0	0	0
Kif13a	17.428571	0	0	0	122	0	0	0	0
Kcnab3	17.428571	0	122	0	0	0	0	0	0
Ints13	17.428571	0	122	0	0	0	0	0	0
Hlf	17.428571	0	0	122	0	0	0	0	0
Heatr6	17.428571	0	0	122	0	0	0	0	0
Gpr39	17.428571	0	0	122	0	0	0	0	0
Gm9507	17.428571	0	0	122	0	0	0	0	0
Gm2696	17.428571	0	0	122	0	0	0	0	0
Gfy	17.428571	0	0	0	122	0	0	0	0
Foxd4	17.428571	0	0	122	0	0	0	0	0
Fgfr1op2	17.428571	0	122	0	0	0	0	0	0
Fbp2	17.428571	0	0	122	0	0	0	0	0
Fam91a1	17.428571	0	0	122	0	0	0	0	0
Eppin	17.428571	0	0	122	0	0	0	0	0
Eno4	17.428571	0	0	122	0	0	0	0	0
E130311K13Rik	17.428571	0	0	122	0	0	0	0	0
Dsg2	17.428571	0	0	122	0	0	0	0	0
Cyp7b1	17.428571	0	0	122	0	0	0	0	0
Cntrob	17.428571	0	122	0	0	0	0	0	0
Cdc42ep2	17.428571	0	122	0	0	0	0	0	0
Ccdc6	17.428571	0	0	122	0	0	0	0	0
Bfsp2	17.428571	0	0	122	0	0	0	0	0
Atp6v0d2	17.428571	0	0	122	0	0	0	0	0
Ahsa2	17.428571	0	0	122	0	0	0	0	0
Adcy9	17.428571	0	0	122	0	0	0	0	0
Adcy4	17.428571	0	0	122	0	0	0	0	0
Adam8	17.428571	0	0	122	0	0	0	0	0
Abat	17.428571	0	0	122	0	0	0	0	0
1110038F14Rik	17.428571	0	0	122	0	0	0	0	0
Zfp326	17.285714	0	0	0	121	0	0	0	0
Ube2m	17.285714	0	0	121	0	0	0	0	0
Txnl4a	17.285714	0	0	0	121	0	0	0	0
Tmed1	17.285714	0	0	121	0	0	0	0	0
Pcsk2	17.285714	0	0	121	0	0	0	0	0
Pcbd2	17.285714	0	0	121	0	0	0	0	0
Mansc1	17.285714	0	0	121	0	0	0	0	0
Magi1	17.285714	0	0	121	0	0	0	0	0
Larp1	17.285714	0	0	121	0	0	0	0	0
Hcrtr1	17.285714	0	0	121	0	0	0	0	0
Gucy2g	17.285714	0	0	121	0	0	0	0	0
Gm16286	17.285714	0	0	0	121	0	0	0	0
F2rl1	17.285714	0	0	121	0	0	0	0	0
Disp1	17.285714	0	0	121	0	0	0	0	0
Chmp2a	17.285714	0	0	121	0	0	0	0	0
Cd5	17.285714	0	121	0	0	0	0	0	0
Ccnf	17.285714	0	121	0	0	0	0	0	0
Calcrl	17.285714	0	0	0	0	121	0	0	0
Zfp469	17.142857	0	0	120	0	0	0	0	0
Tubb6	17.142857	0	0	0	120	0	0	0	0
Tmem255b	17.142857	0	0	120	0	0	0	0	0
Snta1	17.142857	0	0	0	0	120	0	0	0
Six1	17.142857	0	0	120	0	0	0	0	0
Ptpn12	17.142857	0	0	120	0	0	0	0	0
Ptgdr2	17.142857	0	0	120	0	0	0	0	0
Piwil2	17.142857	0	0	0	0	120	0	0	0
Pald1	17.142857	0	0	120	0	0	0	0	0
Npas1	17.142857	0	0	120	0	0	0	0	0
Nhlrc1	17.142857	0	0	120	0	0	0	0	0
Lrguk	17.142857	0	0	120	0	0	0	0	0
Hspa1l	17.142857	0	120	0	0	0	0	0	0
Hspa1a	17.142857	0	120	0	0	0	0	0	0
H4c8	17.142857	0	0	120	0	0	0	0	0
Gm3238	17.142857	0	0	120	0	0	0	0	0
Gm3233	17.142857	0	0	120	0	0	0	0	0
Eri3	17.142857	0	0	120	0	0	0	0	0
Eif3g	17.142857	0	0	120	0	0	0	0	0
Dip2c	17.142857	0	0	120	0	0	0	0	0
Col24a1	17.142857	0	0	120	0	0	0	0	0
C1qtnf6	17.142857	0	0	0	0	120	0	0	0
Armcx2	17.142857	0	0	0	0	120	0	0	0
Zfp784	17.000000	0	0	119	0	0	0	0	0
Xkr7	17.000000	0	0	119	0	0	0	0	0
Top1	17.000000	0	0	119	0	0	0	0	0
Syncrip	17.000000	0	0	119	0	0	0	0	0
Slc39a13	17.000000	0	0	119	0	0	0	0	0
Rsad2	17.000000	0	0	119	0	0	0	0	0
Rgs20	17.000000	0	0	119	0	0	0	0	0
Prss36	17.000000	0	0	119	0	0	0	0	0
Prdm16	17.000000	0	0	119	0	0	0	0	0
Pamr1	17.000000	0	0	119	0	0	0	0	0
Ndufs7	17.000000	0	0	0	0	119	0	0	0
Myoc	17.000000	0	0	119	0	0	0	0	0
Lgi1	17.000000	0	0	0	119	0	0	0	0
Klhl20	17.000000	0	0	119	0	0	0	0	0
Itgb7	17.000000	0	119	0	0	0	0	0	0
Iqsec2	17.000000	0	0	119	0	0	0	0	0
Hmgcll1	17.000000	0	0	119	0	0	0	0	0
Cmtr1	17.000000	0	0	119	0	0	0	0	0
Cd59b	17.000000	0	0	119	0	0	0	0	0
BC031181	17.000000	0	0	119	0	0	0	0	0
Zfp959	16.857143	0	0	118	0	0	0	0	0
Wfdc1	16.857143	0	0	118	0	0	0	0	0
Slc35d3	16.857143	0	0	118	0	0	0	0	0
Sars2	16.857143	0	118	0	0	0	0	0	0
Rhobtb2	16.857143	0	0	0	0	118	0	0	0
Rassf10	16.857143	118	0	0	0	0	0	0	0
Pltp	16.857143	0	0	0	118	0	0	0	0
Pes1	16.857143	0	0	118	0	0	0	0	0
Pdk2	16.857143	0	0	118	0	0	0	0	0
Ms4a4d	16.857143	0	0	0	118	0	0	0	0
Mrps12	16.857143	0	118	0	0	0	0	0	0
Lpar2	16.857143	0	118	0	0	0	0	0	0
Kbtbd11	16.857143	0	0	118	0	0	0	0	0
Iqgap2	16.857143	0	0	0	118	0	0	0	0
Gemin4	16.857143	0	0	118	0	0	0	0	0
Fes	16.857143	0	0	118	0	0	0	0	0
Dbil5	16.857143	0	0	118	0	0	0	0	0
Chrac1	16.857143	0	0	118	0	0	0	0	0
Cep128	16.857143	0	0	0	118	0	0	0	0
Bnc1	16.857143	0	0	0	118	0	0	0	0
B4galt1	16.857143	0	0	118	0	0	0	0	0
A930018P22Rik	16.857143	0	0	118	0	0	0	0	0
Ywhaq	16.714286	0	0	117	0	0	0	0	0
Wsb2	16.714286	0	0	117	0	0	0	0	0
Tgoln2	16.714286	0	117	0	0	0	0	0	0
Tgoln1	16.714286	0	117	0	0	0	0	0	0
Sytl1	16.714286	0	0	117	0	0	0	0	0
Slco2a1	16.714286	0	0	0	117	0	0	0	0
Slc9b2	16.714286	0	0	0	117	0	0	0	0
Serhl	16.714286	0	117	0	0	0	0	0	0
Rps7	16.714286	0	117	0	0	0	0	0	0
Psmd10	16.714286	0	117	0	0	0	0	0	0
Pmpca	16.714286	0	0	117	0	0	0	0	0
Opn1sw	16.714286	0	0	0	117	0	0	0	0
Ndufaf6	16.714286	0	0	0	117	0	0	0	0
Ndufa2	16.714286	0	117	0	0	0	0	0	0
Mnat1	16.714286	0	0	0	117	0	0	0	0
Lypd6b	16.714286	0	0	117	0	0	0	0	0
Lancl3	16.714286	0	0	0	0	117	0	0	0
Kyat3	16.714286	0	0	117	0	0	0	0	0
Kcns2	16.714286	0	0	0	0	117	0	0	0
Ik	16.714286	0	117	0	0	0	0	0	0
Igfbp5	16.714286	0	0	117	0	0	0	0	0
Git1	16.714286	0	0	117	0	0	0	0	0
Entr1	16.714286	0	0	117	0	0	0	0	0
Elp1	16.714286	0	117	0	0	0	0	0	0
Eef1a2	16.714286	0	0	117	0	0	0	0	0
Dynlt3	16.714286	0	117	0	0	0	0	0	0
Chst2	16.714286	0	0	117	0	0	0	0	0
Atg4a	16.714286	0	117	0	0	0	0	0	0
Appbp2	16.714286	0	117	0	0	0	0	0	0
Akr1b10	16.714286	0	0	117	0	0	0	0	0
Akap4	16.714286	0	0	0	0	117	0	0	0
Abitram	16.714286	0	117	0	0	0	0	0	0
1700094D03Rik	16.714286	0	0	0	117	0	0	0	0
Unc80	16.571429	0	0	116	0	0	0	0	0
Ulk4	16.571429	0	0	116	0	0	0	0	0
Slc45a2	16.571429	0	0	0	0	116	0	0	0
Rusc1	16.571429	0	0	116	0	0	0	0	0
Rbpjl	16.571429	0	0	0	0	116	0	0	0
Rbfox1	16.571429	0	0	0	0	116	0	0	0
Rac3	16.571429	0	0	116	0	0	0	0	0
Ptn	16.571429	0	0	0	0	116	0	0	0
Nptx2	16.571429	0	0	0	0	116	0	0	0
Mafb	16.571429	0	0	0	0	116	0	0	0
Ly6a	16.571429	0	0	0	0	0	116	0	0
Krtcap3	16.571429	0	0	116	0	0	0	0	0
Jagn1	16.571429	0	0	116	0	0	0	0	0
Hmcn1	16.571429	0	0	116	0	0	0	0	0
Gpr162	16.571429	0	0	0	0	116	0	0	0
Frat2	16.571429	0	116	0	0	0	0	0	0
Ccdc81	16.571429	0	0	0	116	0	0	0	0
Ccdc30	16.571429	0	0	116	0	0	0	0	0
Atg5	16.571429	0	0	116	0	0	0	0	0
Zfp91	16.428571	0	0	115	0	0	0	0	0
Wapl	16.428571	0	0	0	0	115	0	0	0
Uso1	16.428571	0	0	115	0	0	0	0	0
Ttc9	16.428571	0	0	115	0	0	0	0	0
Tat	16.428571	0	0	115	0	0	0	0	0
Sphkap	16.428571	0	0	115	0	0	0	0	0
Slc35f1	16.428571	0	0	115	0	0	0	0	0
Prss41	16.428571	0	0	115	0	0	0	0	0
Polr2e	16.428571	0	0	115	0	0	0	0	0
Pitx3	16.428571	0	0	0	0	115	0	0	0
Pigx	16.428571	0	0	115	0	0	0	0	0
Pigv	16.428571	0	0	115	0	0	0	0	0
Pcgf1	16.428571	0	115	0	0	0	0	0	0
Ndufb4c	16.428571	0	0	115	0	0	0	0	0
Msx1	16.428571	0	0	115	0	0	0	0	0
Mad2l2	16.428571	0	0	115	0	0	0	0	0
Lsm14b	16.428571	0	0	115	0	0	0	0	0
Lrit1	16.428571	0	0	0	0	115	0	0	0
Lpxn	16.428571	0	0	115	0	0	0	0	0
Inka1	16.428571	0	0	115	0	0	0	0	0
Herpud1	16.428571	0	0	115	0	0	0	0	0
Gbf1	16.428571	0	0	0	0	115	0	0	0
Fabp12	16.428571	0	0	115	0	0	0	0	0
F7	16.428571	0	0	115	0	0	0	0	0
Dse	16.428571	0	0	0	115	0	0	0	0
Draxin	16.428571	0	0	115	0	0	0	0	0
Dcpp3	16.428571	0	0	0	115	0	0	0	0
Cnot6l	16.428571	0	0	115	0	0	0	0	0
Cep19	16.428571	0	0	115	0	0	0	0	0
Cdc14b	16.428571	0	0	0	115	0	0	0	0
Ak5	16.428571	0	0	0	0	115	0	0	0
Ado	16.428571	0	0	115	0	0	0	0	0
Adipor2	16.428571	0	0	0	115	0	0	0	0
Adam18	16.428571	0	0	0	0	115	0	0	0
Zfp949	16.285714	0	0	114	0	0	0	0	0
Tctex1d4	16.285714	0	114	0	0	0	0	0	0
Smad9	16.285714	0	0	114	0	0	0	0	0
Sirpa	16.285714	0	0	0	0	114	0	0	0
Rnf125	16.285714	0	0	114	0	0	0	0	0
Ppp1r3d	16.285714	0	0	114	0	0	0	0	0
Plod1	16.285714	0	0	114	0	0	0	0	0
Pbxip1	16.285714	0	0	114	0	0	0	0	0
Pax1	16.285714	114	0	0	0	0	0	0	0
Kif7	16.285714	0	0	114	0	0	0	0	0
Kif5c	16.285714	0	0	114	0	0	0	0	0
Kat2a	16.285714	0	0	114	0	0	0	0	0
Ilvbl	16.285714	0	0	114	0	0	0	0	0
Hspb9	16.285714	0	0	114	0	0	0	0	0
Fer1l4	16.285714	0	0	0	0	0	0	114	0
Fam217b	16.285714	0	0	114	0	0	0	0	0
Ankrd17	16.285714	0	0	114	0	0	0	0	0
2510039O18Rik	16.285714	0	0	114	0	0	0	0	0
Trpv2	16.142857	0	0	113	0	0	0	0	0
Sv2c	16.142857	0	0	113	0	0	0	0	0
Slc11a2	16.142857	0	0	113	0	0	0	0	0
Rab7	16.142857	0	0	113	0	0	0	0	0
Mtch1	16.142857	0	0	113	0	0	0	0	0
Minpp1	16.142857	0	0	113	0	0	0	0	0
Map3k6	16.142857	0	0	113	0	0	0	0	0
Krcc1	16.142857	0	0	113	0	0	0	0	0
Kcnj6	16.142857	0	0	113	0	0	0	0	0
Isca1	16.142857	0	0	113	0	0	0	0	0
Hsd11b2	16.142857	0	0	113	0	0	0	0	0
Gmeb1	16.142857	0	0	113	0	0	0	0	0
Eepd1	16.142857	0	0	113	0	0	0	0	0
Btn2a2	16.142857	0	0	0	113	0	0	0	0
Angel1	16.142857	0	0	113	0	0	0	0	0
Twf1	16.000000	0	0	112	0	0	0	0	0
Tom1l1	16.000000	0	0	112	0	0	0	0	0
Tbc1d2	16.000000	0	112	0	0	0	0	0	0
Rnf103	16.000000	0	0	0	112	0	0	0	0
Pdzd2	16.000000	0	0	112	0	0	0	0	0
Lrrc15	16.000000	0	0	0	112	0	0	0	0
Lix1l	16.000000	0	0	112	0	0	0	0	0
Ier3	16.000000	0	0	112	0	0	0	0	0
Grm5	16.000000	0	0	0	0	112	0	0	0
Flot1	16.000000	0	0	112	0	0	0	0	0
Elfn2	16.000000	0	0	0	112	0	0	0	0
Eid3	16.000000	0	0	112	0	0	0	0	0
Dnah12	16.000000	112	0	0	0	0	0	0	0
Cat	16.000000	0	0	0	112	0	0	0	0
Cartpt	16.000000	0	0	112	0	0	0	0	0
Zfp930	15.857143	0	0	111	0	0	0	0	0
Yrdc	15.857143	0	0	0	0	111	0	0	0
Tubb4a	15.857143	0	0	111	0	0	0	0	0
Timm44	15.857143	0	0	111	0	0	0	0	0
Tha1	15.857143	0	0	111	0	0	0	0	0
Stx8	15.857143	0	0	111	0	0	0	0	0
Slc35g1	15.857143	0	0	111	0	0	0	0	0
Sik3	15.857143	0	0	0	111	0	0	0	0
Pnpla1	15.857143	0	0	0	0	111	0	0	0
Pde3b	15.857143	0	0	111	0	0	0	0	0
Pafah1b2	15.857143	0	0	0	111	0	0	0	0
Mpp5	15.857143	0	0	0	0	111	0	0	0
Insl3	15.857143	0	0	111	0	0	0	0	0
Il6	15.857143	0	0	111	0	0	0	0	0
Csrnp3	15.857143	0	0	111	0	0	0	0	0
Cspg4	15.857143	0	0	0	111	0	0	0	0
Cplx4	15.857143	0	0	111	0	0	0	0	0
Cfap52	15.857143	0	0	111	0	0	0	0	0
Apoe	15.857143	0	0	0	0	111	0	0	0
Apoc1	15.857143	0	0	0	0	111	0	0	0
Ano6	15.857143	0	0	111	0	0	0	0	0
Adcy6	15.857143	0	0	111	0	0	0	0	0
AI987944	15.857143	0	0	0	0	111	0	0	0
1110065P20Rik	15.857143	0	0	0	0	111	0	0	0
Washc4	15.714286	0	110	0	0	0	0	0	0
Tollip	15.714286	0	0	110	0	0	0	0	0
Tnr	15.714286	0	0	0	0	110	0	0	0
Thsd7b	15.714286	0	0	110	0	0	0	0	0
Slc7a10	15.714286	0	0	110	0	0	0	0	0
Sh3bgrl	15.714286	0	0	110	0	0	0	0	0
Poc5	15.714286	0	0	110	0	0	0	0	0
Parp14	15.714286	0	0	110	0	0	0	0	0
Pak2	15.714286	0	0	110	0	0	0	0	0
Mtpap	15.714286	0	0	110	0	0	0	0	0
Mrvi1	15.714286	0	0	110	0	0	0	0	0
Mc3r	15.714286	0	0	110	0	0	0	0	0
Itgbl1	15.714286	0	0	110	0	0	0	0	0
Ifitm7	15.714286	0	0	110	0	0	0	0	0
Haspin	15.714286	0	0	110	0	0	0	0	0
Grpel1	15.714286	0	110	0	0	0	0	0	0
Gm527	15.714286	0	0	110	0	0	0	0	0
Gabbr2	15.714286	0	0	110	0	0	0	0	0
Fcgrt	15.714286	0	0	110	0	0	0	0	0
Esr2	15.714286	0	0	110	0	0	0	0	0
Dennd6a	15.714286	0	0	110	0	0	0	0	0
Ccdc160	15.714286	0	0	110	0	0	0	0	0
Cbr4	15.714286	0	0	110	0	0	0	0	0
Armcx4	15.714286	0	0	110	0	0	0	0	0
Apool	15.714286	0	0	110	0	0	0	0	0
Zfp280b	15.571429	0	0	109	0	0	0	0	0
Tmem161b	15.571429	0	109	0	0	0	0	0	0
Tmem132a	15.571429	0	0	109	0	0	0	0	0
Tacc2	15.571429	0	0	0	109	0	0	0	0
Ror2	15.571429	0	0	0	109	0	0	0	0
Rbm34	15.571429	0	0	109	0	0	0	0	0
Rab11a	15.571429	0	0	109	0	0	0	0	0
Prop1	15.571429	0	0	0	0	109	0	0	0
Prom1	15.571429	0	0	109	0	0	0	0	0
Prkg1	15.571429	0	0	0	109	0	0	0	0
Phlda1	15.571429	0	0	109	0	0	0	0	0
Pdcl	15.571429	0	109	0	0	0	0	0	0
Nckap1	15.571429	0	0	109	0	0	0	0	0
Mt3	15.571429	0	0	109	0	0	0	0	0
Kcnh1	15.571429	0	109	0	0	0	0	0	0
Gm9736	15.571429	0	0	109	0	0	0	0	0
Gm11541	15.571429	0	0	0	109	0	0	0	0
E030018B13Rik	15.571429	0	0	0	109	0	0	0	0
Clta	15.571429	0	0	109	0	0	0	0	0
Cebpb	15.571429	0	0	109	0	0	0	0	0
Atp5g2	15.571429	0	0	109	0	0	0	0	0
Wdr38	15.428571	0	0	108	0	0	0	0	0
Tle1	15.428571	0	0	108	0	0	0	0	0
Tkfc	15.428571	0	0	108	0	0	0	0	0
Socs2	15.428571	0	0	108	0	0	0	0	0
Sema3g	15.428571	0	0	108	0	0	0	0	0
Rfwd3	15.428571	0	108	0	0	0	0	0	0
