Target_genes	Maff|Average	SRX122436|Dendritic_Cells	SRX122437|Dendritic_Cells	SRX122438|Dendritic_Cells	SRX122439|Dendritic_Cells	SRX3730247|Trophoblast_stem_cells	SRX3730248|Trophoblast_stem_cells	SRX3730279|Trophoblast_stem_cells	STRING
Tfrc	17.285714	0	0	0	0	0	0	121	0
Stx6	17.285714	0	0	0	0	0	0	121	0
Spcs3	17.285714	0	0	0	0	0	0	121	0
Snx18	17.285714	0	0	0	0	0	0	121	0
Slc5a6	17.285714	0	0	0	0	0	0	121	0
Slc25a2	17.285714	0	0	0	0	0	0	121	0
Rpa3	17.285714	0	0	0	0	0	0	121	0
Rft1	17.285714	0	0	0	0	0	0	121	0
Rab23	17.285714	0	0	0	0	0	0	121	0
Pmepa1	17.285714	0	0	0	0	0	0	121	0
Nsun5	17.285714	0	0	0	0	0	0	121	0
Nrxn2	17.285714	0	0	0	0	121	0	0	0
Nfu1	17.285714	0	0	0	0	0	0	121	0
Nedd4l	17.285714	0	0	0	0	0	0	121	0
Mmgt2	17.285714	0	0	0	0	0	0	121	0
Lrrc75a	17.285714	0	0	0	0	0	0	121	0
Klc3	17.285714	0	0	0	0	0	0	121	0
Hsf1	17.285714	0	0	0	0	0	0	121	0
Hrk	17.285714	0	0	0	0	0	0	121	0
Gle1	17.285714	0	0	0	0	0	0	121	0
Gja1	17.285714	0	0	0	0	121	0	0	0
Gfus	17.285714	0	0	0	0	0	0	121	0
Fcf1	17.285714	0	0	0	0	0	0	121	0
Exoc6b	17.285714	0	0	0	0	0	0	121	0
Eif3a	17.285714	0	0	0	0	0	0	121	0
Dennd4a	17.285714	0	0	0	0	0	0	121	0
D030056L22Rik	17.285714	0	0	0	0	0	0	121	0
Crnn	17.285714	0	0	0	0	0	0	121	0
Brap	17.285714	0	0	0	0	0	0	121	0
Bop1	17.285714	0	0	0	0	0	0	121	0
Atraid	17.285714	0	0	0	0	0	0	121	0
Asb1	17.285714	0	0	0	0	0	0	121	0
Arel1	17.285714	0	0	0	0	0	0	121	0
Acad10	17.285714	0	0	0	0	0	0	121	0
A430005L14Rik	17.285714	0	0	0	0	0	0	121	0
Zswim1	17.142857	0	0	0	0	0	0	120	0
Zhx2	17.142857	0	0	0	0	120	0	0	0
Zc2hc1b	17.142857	0	0	0	0	0	0	120	0
Uspl1	17.142857	0	0	0	0	0	0	120	0
Traf2	17.142857	0	0	0	0	0	0	120	0
Tmem161a	17.142857	0	0	0	0	0	0	120	0
Tiam1	17.142857	0	0	0	0	0	0	120	0
Stpg3	17.142857	0	0	0	0	0	0	120	0
Sfpq	17.142857	0	0	0	0	0	0	120	0
Sectm1a	17.142857	0	0	0	0	0	0	120	0
Rnaseh1	17.142857	0	0	0	0	0	0	120	0
Ric1	17.142857	0	0	0	0	0	0	120	0
Ppcdc	17.142857	0	0	0	0	0	0	120	0
Pde6b	17.142857	0	0	0	0	0	0	120	0
Ostm1	17.142857	0	0	0	0	0	0	120	0
Nelfb	17.142857	0	0	0	0	0	0	120	0
Mrpl22	17.142857	0	0	0	0	0	0	120	0
Ints5	17.142857	0	0	0	0	0	0	120	0
Hmox2	17.142857	0	0	0	0	0	0	120	0
Fam214a	17.142857	0	0	0	0	0	0	120	0
Fam193a	17.142857	0	0	0	0	120	0	0	0
Fam166a	17.142857	0	0	0	0	0	0	120	0
Eprs	17.142857	0	0	0	0	0	0	120	0
Dlgap5	17.142857	0	0	0	0	0	0	120	0
Cyp2d22	17.142857	0	0	0	0	0	0	120	0
Cfap54	17.142857	0	0	0	0	0	0	120	0
1810009A15Rik	17.142857	0	0	0	0	0	0	120	0
Znrd1as	17.000000	0	0	0	0	0	0	119	0
Znrd1	17.000000	0	0	0	0	0	0	119	0
Zfp41	17.000000	0	0	0	0	0	0	119	0
Zfp366	17.000000	0	0	0	0	0	0	119	0
Wipf1	17.000000	0	0	0	0	0	0	119	0
Wbp4	17.000000	0	0	0	0	0	0	119	0
Trmt61a	17.000000	0	0	0	0	0	0	119	0
Tmem30b	17.000000	0	0	0	0	119	0	0	0
Tbc1d23	17.000000	0	0	0	0	0	0	119	0
Tatdn2	17.000000	0	0	0	0	0	0	119	0
Spen	17.000000	0	0	0	0	0	0	119	0
Sh3gl1	17.000000	0	0	0	0	0	0	119	0
Selenom	17.000000	0	0	0	0	0	0	119	0
Rabepk	17.000000	0	0	0	0	0	0	119	0
Plekha1	17.000000	0	0	0	0	119	0	0	0
Phb2	17.000000	0	0	0	0	0	0	119	0
Ndufab1	17.000000	0	0	0	0	0	0	119	0
Myl4	17.000000	0	0	0	0	0	0	119	0
Kansl1	17.000000	0	0	0	0	0	0	119	0
Hspbp1	17.000000	0	0	0	0	0	0	119	0
Hsp90aa1	17.000000	0	0	0	0	0	0	119	0
Gtf2b	17.000000	0	0	0	0	0	0	119	0
Gprc5c	17.000000	0	0	0	0	0	0	119	0
Fabp3	17.000000	0	0	0	0	119	0	0	0
Exoc6	17.000000	0	0	0	0	0	0	119	0
Emg1	17.000000	0	0	0	0	0	0	119	0
Elf1	17.000000	0	0	0	0	0	0	119	0
Dctpp1	17.000000	0	0	0	0	0	0	119	0
Chaf1a	17.000000	0	0	0	0	0	0	119	0
Car14	17.000000	0	0	0	0	0	0	119	0
Atp2b1	17.000000	0	0	0	0	0	0	119	0
1700030J22Rik	17.000000	0	0	0	0	0	0	119	0
Zfp81	16.857143	0	0	0	0	0	0	118	0
Zfp277	16.857143	0	0	0	0	0	0	118	0
Zbtb17	16.857143	0	0	0	0	0	0	118	0
Uri1	16.857143	0	0	0	0	0	0	118	0
Ube2l3	16.857143	0	0	0	0	0	0	118	0
Trmt13	16.857143	0	0	0	0	0	0	118	0
Tbc1d14	16.857143	0	0	0	0	0	0	118	0
Sp1	16.857143	0	0	0	0	118	0	0	0
Shld2	16.857143	0	0	0	0	0	0	118	0
Scp2d1	16.857143	0	0	0	0	0	0	118	0
Rwdd3	16.857143	0	0	0	0	0	0	118	0
Rhpn1	16.857143	0	0	0	0	0	0	118	0
Prps1l3	16.857143	0	0	0	0	0	0	118	0
Ppme1	16.857143	0	0	0	0	0	0	118	0
Poteg	16.857143	0	0	0	0	118	0	0	0
Polr1b	16.857143	0	0	0	0	0	0	118	0
Otulin	16.857143	118	0	0	0	0	0	0	0
Optn	16.857143	0	0	0	0	0	0	118	0
Oat	16.857143	0	0	0	0	0	0	118	0
Nedd4	16.857143	0	0	0	0	118	0	0	0
Mipol1	16.857143	0	0	0	0	0	0	118	0
Ifnar1	16.857143	0	0	0	0	0	0	118	0
H4c3	16.857143	0	0	0	0	0	0	118	0
H1f6	16.857143	0	0	0	0	0	0	118	0
Grpel1	16.857143	0	0	0	0	0	0	118	0
Gm45871	16.857143	0	0	0	0	0	0	118	0
Glud1	16.857143	0	0	0	0	0	0	118	0
Gli1	16.857143	0	0	0	0	0	0	118	0
Frk	16.857143	0	0	0	0	0	0	118	0
Fancd2	16.857143	0	0	0	0	0	0	118	0
Eya2	16.857143	0	0	0	0	118	0	0	0
Emsy	16.857143	0	0	0	0	0	0	118	0
Emc3	16.857143	0	0	0	0	0	0	118	0
Dock4	16.857143	0	0	0	0	0	0	118	0
Dhx32	16.857143	0	0	0	0	0	0	118	0
Dennd2c	16.857143	0	0	0	0	0	0	118	0
Dek	16.857143	0	0	0	0	0	0	118	0
Dcaf12	16.857143	0	0	0	0	0	0	118	0
Coq2	16.857143	0	0	0	0	0	0	118	0
Cntrl	16.857143	0	0	0	0	0	0	118	0
Chaf1b	16.857143	0	0	0	0	0	0	118	0
Capn7	16.857143	0	0	0	0	0	0	118	0
C2cd3	16.857143	0	0	0	0	0	0	118	0
B3gntl1	16.857143	0	0	0	0	0	0	118	0
Apbb1ip	16.857143	0	0	0	0	0	0	118	0
Agtrap	16.857143	0	0	0	0	0	0	118	0
Top1	16.714286	0	0	0	0	0	0	117	0
Tmem270	16.714286	0	0	0	0	0	0	117	0
Terf1	16.714286	0	0	0	0	0	0	117	0
Taf1a	16.714286	0	0	0	0	0	0	117	0
Stab1	16.714286	0	0	0	0	117	0	0	0
Smad2	16.714286	0	0	0	0	117	0	0	0
Serpinb6a	16.714286	0	0	0	0	0	0	117	0
Rpp40	16.714286	0	0	0	0	0	0	117	0
Pgm2l1	16.714286	0	0	0	0	0	0	117	0
Pex3	16.714286	0	0	0	0	0	0	117	0
Pdk1	16.714286	0	0	0	0	0	0	117	0
Oga	16.714286	0	0	0	0	0	0	117	0
Mro	16.714286	0	0	0	0	0	0	117	0
Marchf9	16.714286	0	0	0	0	0	0	117	0
Luc7l	16.714286	0	0	0	0	0	0	117	0
Lsm10	16.714286	0	0	0	0	117	0	0	0
Katnbl1	16.714286	0	0	0	0	0	0	117	0
Gna14	16.714286	0	0	0	0	117	0	0	0
Ecsit	16.714286	0	0	0	0	0	0	117	0
Atxn7l2	16.714286	0	0	0	0	0	0	117	0
Aig1	16.714286	0	0	0	0	0	0	117	0
Adat2	16.714286	0	0	0	0	0	0	117	0
2210016L21Rik	16.714286	0	0	0	0	0	0	117	0
Txnl4a	16.571429	0	0	0	0	0	0	116	0
Ttll3	16.571429	0	0	0	0	0	0	116	0
Trim37	16.571429	0	0	0	0	0	0	116	0
Tgfbrap1	16.571429	0	0	0	0	0	0	116	0
Tbc1d20	16.571429	0	0	0	0	0	0	116	0
Sytl1	16.571429	0	0	0	0	0	0	116	0
Serpinb9f	16.571429	0	0	0	0	0	0	116	0
Rdh13	16.571429	0	0	0	0	0	0	116	0
Ppfia1	16.571429	0	0	0	0	0	0	116	0
Plcg2	16.571429	0	0	0	0	116	0	0	0
Phpt1	16.571429	0	0	0	0	0	0	116	0
Phkg2	16.571429	0	0	0	0	0	0	116	0
Nabp1	16.571429	0	0	0	0	0	0	116	0
Man2a1	16.571429	0	0	0	0	0	0	116	0
Mamdc4	16.571429	0	0	0	0	0	0	116	0
Lasp1	16.571429	0	0	0	0	0	0	116	0
Gtf2e2	16.571429	0	0	0	0	0	0	116	0
Gm16286	16.571429	0	0	0	0	0	0	116	0
Fmnl3	16.571429	0	0	0	0	0	0	116	0
Dap	16.571429	0	0	0	0	0	0	116	0
Celf1	16.571429	0	0	0	0	0	0	116	0
Bsg	16.571429	0	0	0	0	0	0	116	0
Arfgap1	16.571429	0	0	0	0	0	0	116	0
Zfp691	16.428571	0	0	0	0	0	0	115	0
Wdr3	16.428571	0	0	0	0	0	0	115	0
Vtcn1	16.428571	0	0	0	0	115	0	0	0
Trip12	16.428571	0	0	0	0	0	0	115	0
Snrpe	16.428571	0	0	0	0	0	0	115	0
Smad1	16.428571	0	0	0	0	115	0	0	0
Slc30a7	16.428571	0	0	0	0	0	0	115	0
Shisal2a	16.428571	0	0	0	0	0	0	115	0
Scnm1	16.428571	0	0	0	0	0	0	115	0
Rabep2	16.428571	0	0	0	0	0	0	115	0
Nxpe5	16.428571	0	0	0	0	0	0	115	0
Nudt13	16.428571	0	0	0	0	0	0	115	0
Nacc2	16.428571	0	0	0	0	115	0	0	0
Naa10	16.428571	0	0	0	0	0	0	115	0
Myl6b	16.428571	0	0	0	0	0	0	115	0
Meis2	16.428571	0	0	0	0	0	0	115	0
Lysmd1	16.428571	0	0	0	0	0	0	115	0
Hal	16.428571	0	0	0	0	0	0	115	0
Got2	16.428571	0	0	0	0	0	0	115	0
Gnai3	16.428571	0	0	0	0	0	0	115	0
Fam166b	16.428571	0	0	0	0	0	0	115	0
Extl2	16.428571	0	0	0	0	0	0	115	0
Dhx58	16.428571	0	0	0	0	0	0	115	0
B9d1	16.428571	0	0	0	0	0	0	115	0
B4galt1	16.428571	0	0	0	0	0	0	115	0
3830417A13Rik	16.428571	0	0	0	0	0	0	115	0
Trappc5	16.285714	0	0	0	0	0	0	114	0
Supt5	16.285714	0	0	0	0	0	0	114	0
Stbd1	16.285714	0	0	0	0	0	0	114	0
Slc39a6	16.285714	0	0	0	0	0	0	114	0
Rpl38	16.285714	0	0	0	0	0	0	114	0
Rpl34-ps1	16.285714	0	0	0	0	0	0	114	0
Rpl34	16.285714	0	0	0	0	0	0	114	0
Pttg1ip	16.285714	0	0	0	0	0	0	114	0
Prrg2	16.285714	0	0	0	0	0	0	114	0
Pla2g12a	16.285714	0	0	0	0	0	0	114	0
Parva	16.285714	0	0	0	0	0	0	114	0
Nphp3	16.285714	0	0	0	0	0	0	114	0
Nosip	16.285714	0	0	0	0	0	0	114	0
Ncl	16.285714	0	0	0	0	0	0	114	0
Lyst	16.285714	0	0	0	0	0	0	114	0
Krr1	16.285714	0	0	0	0	0	0	114	0
Irak2	16.285714	0	0	0	0	0	0	114	0
Il34	16.285714	0	0	0	0	0	0	114	0
Hnrnpc	16.285714	0	0	0	0	114	0	0	0
Heatr6	16.285714	0	0	0	0	0	0	114	0
Harbi1	16.285714	0	0	0	0	0	0	114	0
Fcor	16.285714	0	0	0	0	0	0	114	0
Elp2	16.285714	0	0	0	0	0	0	114	0
Elac1	16.285714	0	0	0	0	0	0	114	0
Col12a1	16.285714	0	0	0	0	0	0	114	0
Chrac1	16.285714	0	0	0	0	0	0	114	0
Cdkl2	16.285714	0	0	0	0	0	0	114	0
Cdca8	16.285714	0	0	0	0	0	0	114	0
Cadm1	16.285714	0	0	0	0	114	0	0	0
Bnip3	16.285714	0	0	0	0	114	0	0	0
Atg13	16.285714	0	0	0	0	0	0	114	0
Aatk	16.285714	0	0	0	0	114	0	0	0
9930104L06Rik	16.285714	0	0	0	0	0	0	114	0
Zfp750	16.142857	0	0	0	0	0	0	113	0
Zfp59	16.142857	0	0	0	0	0	0	113	0
Zfp553	16.142857	0	0	0	0	0	0	113	0
Zfp317	16.142857	0	0	0	0	0	0	113	0
Xiap	16.142857	0	0	0	0	0	0	113	0
Wnt2	16.142857	0	0	0	0	0	0	113	0
Ulk3	16.142857	0	0	0	0	0	0	113	0
Ube2l6	16.142857	0	0	0	0	0	0	113	0
Tmx1	16.142857	0	0	0	0	0	0	113	0
Tmem29	16.142857	0	0	0	0	0	0	113	0
Tmem232	16.142857	0	0	0	0	0	0	113	0
Synpo2	16.142857	0	0	0	0	0	0	113	0
Slc25a39	16.142857	0	0	0	0	0	0	113	0
Sh2d3c	16.142857	0	0	0	0	0	0	113	0
Sh2d1b2	16.142857	0	0	0	0	0	0	113	0
Sez6l2	16.142857	0	0	0	0	0	0	113	0
Sash3	16.142857	0	0	0	0	0	0	113	0
Rsph14	16.142857	0	0	0	0	0	0	113	0
Rnf123	16.142857	0	0	0	0	0	0	113	0
Rnd3	16.142857	0	0	0	0	0	0	113	0
Rgs9	16.142857	0	0	0	0	0	0	113	0
Rfx2	16.142857	0	0	0	0	0	0	113	0
Rab36	16.142857	0	0	0	0	0	0	113	0
Proz	16.142857	0	0	0	0	0	0	113	0
Prl2c1	16.142857	0	0	0	0	0	0	113	0
Pom121l2	16.142857	0	0	0	0	0	0	113	0
Pofut2	16.142857	0	0	0	0	0	0	113	0
Pnp	16.142857	0	0	0	0	0	0	113	0
Pinx1	16.142857	0	0	0	0	0	0	113	0
Pgbd1	16.142857	0	0	0	0	0	0	113	0
Pet117	16.142857	0	0	0	0	0	0	113	0
Pdpn	16.142857	0	0	0	0	0	0	113	0
Pclo	16.142857	0	0	0	0	0	0	113	0
Olfr685	16.142857	0	0	0	0	0	0	113	0
Olfr684	16.142857	0	0	0	0	0	0	113	0
Nkx3-2	16.142857	0	0	0	0	0	0	113	0
Ndufv1	16.142857	0	0	0	0	0	0	113	0
Naa25	16.142857	0	0	0	0	0	0	113	0
Mthfsl	16.142857	0	0	0	0	0	0	113	0
Mst1	16.142857	0	0	0	0	0	0	113	0
Msgn1	16.142857	0	0	0	0	0	0	113	0
Ms4a1	16.142857	0	0	0	0	0	0	113	0
Mroh9	16.142857	0	0	0	0	0	0	113	0
Mrgprg	16.142857	0	0	0	0	0	0	113	0
Mphosph10	16.142857	0	0	0	0	0	0	113	0
Mocos	16.142857	0	0	0	0	0	0	113	0
Mcts1	16.142857	0	0	0	0	0	0	113	0
Mcf2l	16.142857	0	0	0	0	0	0	113	0
Mcee	16.142857	0	0	0	0	0	0	113	0
Lrrc49	16.142857	0	0	0	0	0	0	113	0
Kat14	16.142857	0	0	0	0	0	0	113	0
Il6	16.142857	0	0	0	0	0	0	113	0
Hmgn2	16.142857	0	0	0	0	0	0	113	0
Gosr1	16.142857	0	0	0	0	0	0	113	0
Gnaz	16.142857	0	0	0	0	0	0	113	0
Gm4553	16.142857	0	0	0	0	0	0	113	0
Gm15517	16.142857	0	0	0	0	0	0	113	0
Gm14725	16.142857	0	0	0	0	0	0	113	0
Gdi1	16.142857	0	0	0	0	0	0	113	0
Gatad2a	16.142857	0	0	0	0	0	0	113	0
Fuca1	16.142857	0	0	0	0	0	0	113	0
Fam167a	16.142857	0	0	0	0	113	0	0	0
Eif4a3	16.142857	0	0	0	0	0	0	113	0
Egfl8	16.142857	0	0	0	0	0	0	113	0
Dusp23	16.142857	0	0	0	0	0	0	113	0
Dnmt3a	16.142857	0	0	0	0	0	0	113	0
Dnajc5b	16.142857	0	0	0	0	0	0	113	0
Dnajc24	16.142857	0	0	0	0	0	0	113	0
Dgkg	16.142857	0	0	0	0	0	0	113	0
Ddx47	16.142857	0	0	0	0	0	0	113	0
Cyp20a1	16.142857	0	0	0	0	0	0	113	0
Cog6	16.142857	0	0	0	0	0	0	113	0
Cbx4	16.142857	0	0	0	0	0	0	113	0
Casq2	16.142857	0	0	0	0	0	0	113	0
C130050O18Rik	16.142857	0	0	0	0	0	0	113	0
Btrc	16.142857	0	0	0	0	0	0	113	0
Btbd8	16.142857	0	0	0	0	0	0	113	0
Bmpr1b	16.142857	0	0	0	0	0	0	113	0
Atp6ap2	16.142857	0	0	0	0	0	0	113	0
Asphd1	16.142857	0	0	0	0	0	0	113	0
4931408C20Rik	16.142857	0	0	0	0	0	0	113	0
2610301B20Rik	16.142857	0	0	0	0	0	0	113	0
2610008E11Rik	16.142857	0	0	0	0	0	0	113	0
Xrcc6	16.000000	0	0	0	0	0	0	112	0
Ttc41	16.000000	0	0	0	0	112	0	0	0
Tpp2	16.000000	0	0	0	0	0	0	112	0
Srsf4	16.000000	0	0	0	0	0	0	112	0
Slc25a44	16.000000	0	0	0	0	0	0	112	0
Sdf2l1	16.000000	0	0	0	0	0	0	112	0
Rpp38	16.000000	0	0	0	0	0	0	112	0
Rab43	16.000000	0	0	0	0	0	0	112	0
Pold1	16.000000	0	0	0	0	0	0	112	0
Nr1h2	16.000000	0	0	0	0	0	0	112	0
Nmd3	16.000000	0	0	0	0	0	0	112	0
Ngrn	16.000000	0	0	0	0	0	0	112	0
Lrrc69	16.000000	0	0	0	0	112	0	0	0
Hsp90b1	16.000000	0	0	0	0	112	0	0	0
Hif1an	16.000000	0	0	0	0	0	0	112	0
Gata3	16.000000	0	0	0	0	0	0	112	0
Ext2	16.000000	0	0	0	0	0	0	112	0
Desi1	16.000000	0	0	0	0	0	0	112	0
Clec10a	16.000000	112	0	0	0	0	0	0	0
BC051019	16.000000	0	0	0	0	0	0	112	0
Ascl3	16.000000	0	0	0	0	0	0	112	0
Arhgef11	16.000000	0	0	0	0	0	0	112	0
Acbd7	16.000000	0	0	0	0	0	0	112	0
Ttc7	15.857143	0	0	0	0	0	0	111	0
Tnks2	15.857143	0	0	0	0	0	0	111	0
Tmem263	15.857143	0	0	0	0	0	0	111	0
Tmem158	15.857143	0	0	0	0	0	0	111	0
Srrd	15.857143	0	0	0	0	0	0	111	0
Snrnp200	15.857143	0	0	0	0	0	0	111	0
Sde2	15.857143	0	0	0	0	0	0	111	0
Ptpn6	15.857143	0	0	0	0	0	0	111	0
Odaph	15.857143	0	0	0	0	0	0	111	0
Nt5e	15.857143	0	0	0	0	0	0	111	0
Nme6	15.857143	0	0	0	0	0	0	111	0
Nipal2	15.857143	0	0	0	0	0	0	111	0
Mia2	15.857143	0	0	0	0	0	0	111	0
Med26	15.857143	0	0	0	0	0	0	111	0
Mark2	15.857143	0	0	0	0	0	0	111	0
Klf16	15.857143	0	0	0	0	0	0	111	0
Hps4	15.857143	0	0	0	0	0	0	111	0
Gstm6	15.857143	0	0	0	0	0	0	111	0
Gm3558	15.857143	0	0	0	0	0	0	111	0
Fhl4	15.857143	0	0	0	0	0	0	111	0
Fbxw25	15.857143	0	0	0	0	0	0	111	0
Edrf1	15.857143	0	0	0	0	0	0	111	0
Dnaic2	15.857143	0	0	0	0	0	0	111	0
Commd9	15.857143	0	0	0	0	0	0	111	0
Cdk11b	15.857143	0	0	0	0	0	0	111	0
Blk	15.857143	0	0	0	0	0	0	111	0
BC028528	15.857143	0	0	0	0	0	0	111	0
Aph1a	15.857143	0	0	0	0	0	0	111	0
Ankrd36	15.857143	0	0	0	0	0	0	111	0
1810024B03Rik	15.857143	0	0	0	0	0	0	111	0
Zranb1	15.714286	0	0	0	0	0	0	110	0
Vps37b	15.714286	0	0	0	0	0	0	110	0
Ubald2	15.714286	0	0	0	0	0	0	110	0
Trp53inp2	15.714286	0	0	0	0	0	0	110	0
Syt8	15.714286	0	0	0	0	0	0	110	0
Spin2d	15.714286	0	0	0	0	0	110	0	0
Spata17	15.714286	0	0	0	0	0	0	110	0
Slc44a3	15.714286	0	0	0	0	110	0	0	0
Saraf	15.714286	0	0	0	0	0	0	110	0
Rpl22	15.714286	0	0	0	0	0	0	110	0
Rnpep	15.714286	0	0	0	0	0	0	110	0
Rfc3	15.714286	0	0	0	0	0	0	110	0
Rbfox2	15.714286	0	0	0	0	0	0	110	0
Ralgds	15.714286	0	0	0	0	0	0	110	0
Qtrt2	15.714286	0	0	0	0	0	0	110	0
Pth1r	15.714286	0	0	0	0	110	0	0	0
Prom2	15.714286	0	0	0	0	0	0	110	0
Pdzd11	15.714286	0	0	0	0	0	0	110	0
Oxtr	15.714286	0	0	0	0	0	0	110	0
Ndfip1	15.714286	0	0	0	0	0	0	110	0
Meis1	15.714286	0	0	0	0	0	0	110	0
Lhfpl4	15.714286	0	0	0	0	0	0	110	0
Kif4	15.714286	0	0	0	0	0	0	110	0
Gpatch2	15.714286	0	0	0	0	0	0	110	0
Golt1a	15.714286	0	0	0	0	0	0	110	0
Gmip	15.714286	0	0	0	0	0	0	110	0
Gm8127	15.714286	0	0	0	0	110	0	0	0
Fem1a	15.714286	0	0	0	0	0	0	110	0
Egr1	15.714286	0	0	0	0	110	0	0	0
Cwf19l2	15.714286	0	0	0	0	0	0	110	0
Ctla2b	15.714286	0	0	0	0	0	0	110	0
Ccdc191	15.714286	0	0	0	0	0	0	110	0
Arpc1a	15.714286	0	0	0	0	0	0	110	0
Zfp940	15.571429	0	0	0	0	0	0	109	0
Zfp68	15.571429	0	0	0	0	0	0	109	0
Ubtd1	15.571429	0	0	0	0	0	0	109	0
Tbp	15.571429	0	0	0	0	0	0	109	0
Slc38a1	15.571429	0	0	0	0	0	0	109	0
Sin3b	15.571429	0	0	0	0	0	0	109	0
Serinc1	15.571429	0	0	0	0	0	0	109	0
Rfpl4	15.571429	0	0	0	0	0	0	109	0
Psmb1	15.571429	0	0	0	0	0	0	109	0
Odf2l	15.571429	0	0	0	0	109	0	0	0
Myorg	15.571429	0	0	0	0	0	0	109	0
Mms19	15.571429	0	0	0	0	0	0	109	0
Map4k3	15.571429	0	0	0	0	0	0	109	0
Map3k19	15.571429	0	0	0	0	0	0	109	0
Limd2	15.571429	0	0	0	0	0	0	109	0
Hscb	15.571429	0	0	0	0	0	0	109	0
Hs1bp3	15.571429	0	0	0	0	0	0	109	0
H4f16	15.571429	0	0	0	0	0	0	109	0
H2aj	15.571429	0	0	0	0	0	0	109	0
Gzf1	15.571429	0	0	0	0	0	0	109	0
Fez2	15.571429	0	0	109	0	0	0	0	0
Fank1	15.571429	0	0	0	0	0	0	109	0
E030018B13Rik	15.571429	0	0	0	0	0	0	109	0
Dpy19l4	15.571429	0	0	0	0	0	0	109	0
Cmtm5	15.571429	0	0	0	0	109	0	0	0
Cldn4	15.571429	0	0	0	0	0	0	109	0
Chek2	15.571429	0	0	0	0	0	0	109	0
Ascl4	15.571429	0	0	0	0	0	0	109	0
Ap2s1	15.571429	0	0	0	0	0	0	109	0
Adgre1	15.571429	0	0	0	109	0	0	0	0
A430033K04Rik	15.571429	0	0	0	0	0	0	109	0
1110017D15Rik	15.571429	0	0	0	0	0	0	109	0
Zfp330	15.428571	0	0	0	0	0	0	108	0
Zbed4	15.428571	0	0	0	0	0	0	108	0
Taf5	15.428571	0	0	0	0	0	0	108	0
Slc25a11	15.428571	0	0	0	0	0	0	108	0
Scg5	15.428571	0	0	0	0	0	0	108	0
S1pr4	15.428571	0	0	0	0	0	0	108	0
Rrm1	15.428571	0	0	0	0	0	0	108	0
Rnf167	15.428571	0	0	0	0	0	0	108	0
Ppp2r5b	15.428571	0	0	0	0	0	0	108	0
Pfkfb2	15.428571	0	0	0	0	0	0	108	0
Panx1	15.428571	0	0	0	0	0	0	108	0
Nup107	15.428571	0	0	0	0	0	0	108	0
Nudt5	15.428571	0	0	0	0	0	0	108	0
Nr2c2ap	15.428571	0	0	0	0	0	0	108	0
Nob1	15.428571	0	0	0	0	0	0	108	0
Nkapl	15.428571	0	0	0	0	0	0	108	0
Ncln	15.428571	0	0	0	0	0	0	108	0
Irf9	15.428571	0	0	0	0	0	0	108	0
Gpha2	15.428571	0	0	0	0	0	0	108	0
Erich4	15.428571	0	0	0	0	0	0	108	0
Dmac2	15.428571	0	0	0	0	0	0	108	0
Dkk4	15.428571	0	0	0	0	0	0	108	0
Cdc123	15.428571	0	0	0	0	0	0	108	0
Calhm2	15.428571	0	0	0	0	0	0	108	0
Aqp11	15.428571	0	0	0	0	108	0	0	0
Actg1	15.428571	0	0	0	0	0	0	108	0
2510009E07Rik	15.428571	0	0	0	0	0	0	108	0
Zzef1	15.285714	0	0	0	0	0	0	107	0
Zcchc14	15.285714	0	0	0	0	0	0	107	0
Usp42	15.285714	0	0	0	0	0	0	107	0
Tomm6	15.285714	0	0	0	0	0	0	107	0
Tmem170	15.285714	0	0	0	0	0	0	107	0
Tmem131	15.285714	0	0	0	0	0	0	107	0
Tbc1d9b	15.285714	0	0	0	0	0	0	107	0
Stap2	15.285714	0	0	0	0	0	0	107	0
Speg	15.285714	0	0	0	0	0	0	107	0
Smyd4	15.285714	0	0	0	0	0	0	107	0
Smim24	15.285714	0	0	0	0	0	0	107	0
Slc4a11	15.285714	0	0	0	0	0	0	107	0
Sgo2a	15.285714	0	0	0	0	0	0	107	0
Rplp0	15.285714	0	0	0	0	0	0	107	0
Rpa1	15.285714	0	0	0	0	0	0	107	0
Rbck1	15.285714	0	0	0	0	0	0	107	0
Rab13	15.285714	0	0	0	0	0	0	107	0
Prkci	15.285714	0	0	0	0	0	0	107	0
Npc1	15.285714	0	0	0	0	0	0	107	0
Mpnd	15.285714	0	0	0	0	0	0	107	0
Mis12	15.285714	0	0	0	0	0	0	107	0
Marcks	15.285714	0	0	0	0	0	0	107	0
Map2k4	15.285714	0	0	0	0	0	0	107	0
Lig4	15.285714	0	0	0	0	0	0	107	0
Itpr1	15.285714	0	0	0	0	0	0	107	0
Hnrnpa1	15.285714	0	0	0	0	0	0	107	0
Hibadh	15.285714	0	0	0	0	0	0	107	0
Heatr1	15.285714	0	0	0	0	0	0	107	0
Gm48552	15.285714	0	0	0	0	0	0	107	0
Gm2237	15.285714	0	0	0	0	0	0	107	0
Fcgr2b	15.285714	0	0	0	0	0	0	107	0
Fam122a	15.285714	0	0	0	0	0	0	107	0
Dohh	15.285714	0	0	0	0	0	0	107	0
Dnajc3	15.285714	0	0	0	0	0	0	107	0
Dnaaf2	15.285714	0	0	0	0	0	0	107	0
Derl2	15.285714	0	0	0	0	0	0	107	0
Dapp1	15.285714	0	0	0	0	0	0	107	0
