Target_genes	Cbfb|Average	SRX184870|CD4+_T_cells	SRX5780109|CD4+_T_cells	SRX2527476|CD8+_T_cells	SRX2527477|CD8+_T_cells	SRX2527478|CD8+_T_cells	SRX5780111|CD8+_T_cells	SRX2389669|Embryonic_liver	SRX2389670|Embryonic_liver	SRX2389671|Embryonic_liver	SRX4676998|Innate_lymphoid_cells	SRX4676999|Innate_lymphoid_cells	SRX4677003|Innate_lymphoid_cells	SRX4677004|Innate_lymphoid_cells	SRX105447|L8057	SRX105451|L8057	SRX105457|Thymocytes	SRX105461|Thymocytes	SRX2389672|Thymocytes	SRX2389673|Thymocytes	SRX2389674|Thymocytes	SRX184869|Treg	STRING
Bco2	10.619048	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	130	0	0	0
Tfap2a	10.571429	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r3d	10.571429	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
Podxl2	10.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	81	0	0
Pax2	10.571429	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21083	10.571429	0	0	142	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0
Fam217b	10.571429	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd200r1	10.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	131	0	0
Usp43	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	94	0	0
Olfr1393	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0
Drc7	10.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	136	84	0	0	0	0	0	0	0
Ago4	10.476190	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vdr	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	119	0	0	0	0
Tor3a	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	78	0	0
Sult2a4	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Prl8a1	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Pcdh20	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Gm8229	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Crispld2	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	103	0	0
Aqp1	10.428571	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0
Aadacl4	10.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0
Peli3	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	138	0	0
C1s1	10.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0
Tspan15	10.333333	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm11	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	123	0	0
Jcad	10.333333	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	73	0	0	0	0
Cldn7	10.333333	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcxr	10.285714	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	123	0	0	0	0
Cbr2	10.285714	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	123	0	0	0	0
Ascl2	10.285714	0	0	0	0	0	0	0	97	119	0	0	0	0	0	0	0	0	0	0	0	0	0
Aifm1	10.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	135	0	0
1700001O22Rik	10.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	136	0	0
Zfp867	10.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	109	0	0
Wfdc21	10.238095	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rin2	10.238095	0	0	0	0	0	0	0	0	125	0	0	0	0	90	0	0	0	0	0	0	0	0
Fcer2a	10.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Arl11	10.238095	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt2b	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	91	0	0
Slc1a3	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0
Rhbdl3	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	109	0	0
Parp10	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	104	0	0
Olfr822	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0
Snx7	10.142857	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	120	0	0	0
Cryba2	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0
Lrrc39	10.095238	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10354	10.095238	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S1pr5	10.047619	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqsec1	10.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	121	0	0
Gsap	10.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	103	0	0
Tlcd5	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	109	101	0	0	0	0	0	0	0
Olfr845	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
Olfr730	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
Olfr1233	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
Olfr1105	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
Mep1b	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
Ifnlr1	10.000000	0	0	0	0	0	125	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17359	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0
Gm12169	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
Glp1r	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
Ccser1	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	132	0	0
BC061237	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0
Tmem171	9.952381	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr521	9.952381	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0
Olfr1156	9.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0
Gm9758	9.952381	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef10l	9.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	103	0	0
Tex45	9.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	84	0	0	0
Ptk7	9.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	93	0	0
Pex11g	9.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	84	0	0	0
Nrap	9.904762	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0
Henmt1	9.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	110	0	0
Gls2	9.904762	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	100	0	0
Tat	9.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	91	0	0
Lrrk2	9.857143	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	73	0	0	0	0
Gstm7	9.857143	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp3	9.857143	0	112	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42ep2	9.857143	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Cacng1	9.857143	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132a	9.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Spta1	9.809524	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc46a1	9.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Hmox1	9.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Acsf2	9.809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Terb1	9.761905	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0
Sgcz	9.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0
Klri1	9.761905	0	112	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp30	9.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	96	0	0
Pcdh17	9.714286	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	120	0	0	0
Olfr1126	9.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0
Eomes	9.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	93	0	0
Ano7	9.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	106	98	0	0	0	0	0	0	0
Amigo1	9.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0
Treh	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0
Satb2	9.666667	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppic	9.666667	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1051	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0
Hoxd8	9.666667	0	0	0	0	0	128	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa11	9.666667	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8020	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0
Trap1a	9.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0
Snx22	9.619048	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0
Plcg2	9.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	87	0	0
Ear4	9.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0
Ear14	9.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0
Dse	9.619048	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	108	0	0	0	0
Ang2	9.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0
Acot10	9.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0
Tas2r117	9.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0
Slc22a20	9.571429	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	80	0	0	0	0
Rgs11	9.571429	0	0	0	0	0	0	0	0	107	0	0	0	0	0	94	0	0	0	0	0	0	0
Pdia2	9.571429	0	0	0	0	0	0	0	0	107	0	0	0	0	0	94	0	0	0	0	0	0	0
Myt1	9.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0
Lhfpl2	9.571429	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	74	0	0	0	0
Fzd1	9.571429	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0
Cgnl1	9.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0
Arhgdig	9.571429	0	0	0	0	0	0	0	0	107	0	0	0	0	0	94	0	0	0	0	0	0	0
Vmn2r96	9.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0
Nxpe2	9.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0
Dkk4	9.523810	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0
Zfp287	9.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	105	0	0
Ptgdr2	9.476190	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbq1a	9.476190	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0
Hba-a2	9.476190	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0
Hba-a1	9.476190	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephx3	9.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	96	0	0
Scn1b	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	74	0	0
Osbpl6	9.428571	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc71	9.428571	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45623	9.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	93	0	0
Crybg3	9.428571	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4a2	9.428571	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4a1	9.428571	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgat4c	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0
Fam243	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0
Dnase1l2	9.380952	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0
Dapk2	9.380952	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0
Ninl	9.333333	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpp1	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	114	0	0
Arx	9.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	88	0	0
Vmn1r225	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0
Sh2d1b1	9.285714	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr2e3	9.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0
Nmrk2	9.285714	0	0	0	0	0	0	0	0	125	0	0	0	0	0	70	0	0	0	0	0	0	0
Mapk13	9.285714	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgd4	9.285714	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	94	0	0	0	0
Cep126	9.285714	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr615	9.238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0
Slc6a12	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Proc	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Prl5a1	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Olfr446	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Olfr164	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Olfr137	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Gm4788	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Gm382	9.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Sfn	9.142857	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5e	9.142857	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fstl5	9.142857	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf11b	9.095238	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtcap3	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	97	0	0
Fn1	9.095238	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0
Elobl	9.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	119	0	0
Ugt8a	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Ttyh2	9.047619	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgfrn	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	70	0	0
Olfr1404	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0
Neurl3	9.047619	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3776	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Ermn	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	117	0	0
Ccl26	9.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0
Pkp2	9.000000	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr866	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
Tmem229a	8.952381	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a7	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Olfr1239	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
Nyap2	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
Nap1l3	8.952381	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0
Mustn1	8.952381	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0
Mtus1	8.952381	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0
Ica1	8.952381	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbln1	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Ccl24	8.952381	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacng3	8.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Rarb	8.904762	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0
Obp2b	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0
Hoxb6	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	100	0	0
H1f10	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	94	0	0	0	0
Cd40	8.904762	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9	8.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0
Slc22a3	8.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0
Rec8	8.857143	0	0	0	0	0	0	0	0	65	0	0	0	0	0	121	0	0	0	0	0	0	0
Arhgef28	8.857143	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0
Aard	8.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0
Dmrt2	8.809524	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r77	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Trpm6	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Tcl1b1	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Sftpd	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Plekhg6	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	104	0	0
Olfr643	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Olfr1352	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Nkx2-5	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0
Nav3	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Medag	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	110	0	0
Ifitm2	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0
Gng4	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	91	0	0
G6pd2	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Fmnl2	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	103	0	0
Cntn6	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0
Aqp2	8.761905	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0
Pcyox1l	8.714286	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0
Gipc3	8.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0
Cd34	8.714286	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0
Adh4	8.714286	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Twist1	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
Olfr224	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
Naip7	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
Naip6	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
Dll1	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
Adgrv1	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
Olfr723	8.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Olfr1054	8.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Fgf17	8.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0
Fat4	8.619048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Anks1b	8.619048	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp385c	8.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
Slc5a9	8.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
Scrn1	8.571429	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmel1	8.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
Cr2	8.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0
Stab1	8.523810	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0
Speer4f1	8.523810	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr69	8.523810	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0
Myrip	8.523810	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0
Mep1a	8.523810	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmbt1	8.523810	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam28	8.523810	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0
Zic5	8.476190	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	79	0	0
Tnk1	8.476190	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr814	8.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
Fhdc1	8.476190	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccn5	8.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0
Actl10	8.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0
1700003F12Rik	8.476190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0
Tcap	8.428571	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syt7	8.428571	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0
Sv2a	8.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	76	0	0
