Target_genes	Sox4|Average	SRX337568|B_cells	SRX2974918|EML_	SRX4791025|Keratinocytes	SRX4791026|Keratinocytes	SRX4802721|Neural_Stem_Cells	SRX1149735|Pancreatic_cancer_cell_lines	SRX14296655|Synoviocytes	SRX14296656|Synoviocytes	STRING
Zfp87	15.750000	0	0	0	0	126	0	0	0	0
Zfp457	15.750000	0	0	0	0	126	0	0	0	0
Tti2	15.750000	0	0	0	0	126	0	0	0	0
Trap1	15.750000	0	0	0	0	126	0	0	0	0
Tmem251	15.750000	0	0	0	0	126	0	0	0	0
Tinf2	15.750000	0	0	0	0	126	0	0	0	0
Timm9	15.750000	0	0	0	0	126	0	0	0	0
Tex26	15.750000	0	0	0	0	126	0	0	0	0
Synrg	15.750000	0	0	0	0	126	0	0	0	0
Swap70	15.750000	0	0	0	0	126	0	0	0	0
Smim12	15.750000	0	0	0	0	126	0	0	0	0
Slc22a15	15.750000	0	0	0	0	126	0	0	0	0
Sirt2	15.750000	0	0	0	0	126	0	0	0	0
Pfdn5	15.750000	0	0	0	0	126	0	0	0	0
Nyap2	15.750000	0	0	0	0	126	0	0	0	0
Nfkbib	15.750000	0	0	0	0	126	0	0	0	0
Nenf	15.750000	0	0	0	0	126	0	0	0	0
Moap1	15.750000	0	0	0	0	126	0	0	0	0
Mettl7a1	15.750000	0	0	0	0	126	0	0	0	0
Med23	15.750000	0	0	0	0	126	0	0	0	0
Galnt6	15.750000	0	0	0	0	126	0	0	0	0
Fzd4	15.750000	0	0	0	0	126	0	0	0	0
Fam189b	15.750000	0	0	0	0	126	0	0	0	0
Exoc3l	15.750000	0	0	0	0	126	0	0	0	0
E2f4	15.750000	0	0	0	0	126	0	0	0	0
Dram1	15.750000	0	0	0	0	126	0	0	0	0
Dennd4b	15.750000	0	0	0	0	126	0	0	0	0
Csk	15.750000	0	0	0	0	126	0	0	0	0
Clptm1l	15.750000	0	0	0	0	126	0	0	0	0
Ccdc30	15.750000	0	0	0	0	126	0	0	0	0
Ccdc177	15.750000	0	0	0	0	126	0	0	0	0
Arpc5	15.750000	0	0	0	0	126	0	0	0	0
Ank	15.750000	0	0	0	0	126	0	0	0	0
Alms1	15.750000	0	0	0	0	126	0	0	0	0
2700049A03Rik	15.750000	0	0	0	0	126	0	0	0	0
Zscan26	15.625000	0	0	0	0	125	0	0	0	0
Zfp597	15.625000	0	0	0	0	125	0	0	0	0
Zfp455	15.625000	0	0	0	0	125	0	0	0	0
Ulk4	15.625000	0	0	0	0	125	0	0	0	0
Tpst2	15.625000	0	0	0	0	125	0	0	0	0
Tmem63a	15.625000	0	0	0	0	125	0	0	0	0
Tmem134	15.625000	0	0	0	0	125	0	0	0	0
Styx	15.625000	0	0	0	0	125	0	0	0	0
Stat3	15.625000	0	0	0	0	125	0	0	0	0
Spag6	15.625000	0	0	0	125	0	0	0	0	0
Sesn1	15.625000	0	0	0	0	125	0	0	0	0
Rhoq	15.625000	0	0	0	0	125	0	0	0	0
Recql4	15.625000	0	0	0	0	125	0	0	0	0
Reck	15.625000	0	0	0	0	125	0	0	0	0
Pten	15.625000	0	0	0	0	125	0	0	0	0
Pnpla1	15.625000	0	0	0	125	0	0	0	0	0
Pmvk	15.625000	0	0	0	0	125	0	0	0	0
Npepps	15.625000	0	0	0	0	125	0	0	0	0
Mapk11	15.625000	0	0	0	0	125	0	0	0	0
Manbal	15.625000	0	0	0	0	125	0	0	0	0
Lurap1	15.625000	0	0	0	0	125	0	0	0	0
Lrrc14	15.625000	0	0	0	0	125	0	0	0	0
Fsd1l	15.625000	0	0	0	0	125	0	0	0	0
Frat1	15.625000	0	0	0	0	125	0	0	0	0
Fam172a	15.625000	0	0	0	0	125	0	0	0	0
Eno1	15.625000	0	0	0	125	0	0	0	0	0
Eif6	15.625000	0	0	0	0	125	0	0	0	0
Clpx	15.625000	0	0	0	0	125	0	0	0	0
Chmp5	15.625000	0	0	0	0	125	0	0	0	0
Cep57l1	15.625000	0	0	0	0	125	0	0	0	0
Bag1	15.625000	0	0	0	0	125	0	0	0	0
Atg16l2	15.625000	0	0	0	0	125	0	0	0	0
Asap1	15.625000	0	0	0	0	125	0	0	0	0
Ankrd44	15.625000	0	0	0	0	125	0	0	0	0
Aip	15.625000	0	0	0	0	125	0	0	0	0
Adgra3	15.625000	0	0	0	0	125	0	0	0	0
2300009A05Rik	15.625000	0	0	0	0	125	0	0	0	0
Zfyve9	15.500000	0	0	0	0	124	0	0	0	0
Zfp141	15.500000	0	0	0	0	124	0	0	0	0
Zfp112	15.500000	0	0	0	124	0	0	0	0	0
Twistnb	15.500000	0	0	0	0	124	0	0	0	0
Tnks1bp1	15.500000	0	0	0	0	124	0	0	0	0
Tmem39a	15.500000	0	0	0	0	124	0	0	0	0
Tmc3	15.500000	0	0	0	0	124	0	0	0	0
Tm7sf3	15.500000	0	0	0	0	124	0	0	0	0
Tlr5	15.500000	0	0	0	0	124	0	0	0	0
Tiprl	15.500000	0	0	0	0	124	0	0	0	0
Slf2	15.500000	0	0	0	0	124	0	0	0	0
Sh3glb2	15.500000	0	0	0	0	124	0	0	0	0
Rps6ka4	15.500000	0	0	0	124	0	0	0	0	0
Rapgef6	15.500000	0	0	0	0	124	0	0	0	0
Prelid3a	15.500000	0	0	0	0	124	0	0	0	0
Ppy	15.500000	0	0	0	124	0	0	0	0	0
Plpp4	15.500000	0	0	0	0	124	0	0	0	0
Plau	15.500000	0	0	0	0	124	0	0	0	0
Pef1	15.500000	0	0	0	0	124	0	0	0	0
Nkap	15.500000	0	0	0	0	124	0	0	0	0
Nipa1	15.500000	0	0	0	0	124	0	0	0	0
Mrpl42	15.500000	0	0	0	0	124	0	0	0	0
Mrpl15	15.500000	0	0	0	0	124	0	0	0	0
Miga2	15.500000	0	0	0	0	124	0	0	0	0
Hk1	15.500000	0	0	0	0	124	0	0	0	0
Hectd2	15.500000	0	0	0	0	124	0	0	0	0
H1f0	15.500000	0	0	0	0	124	0	0	0	0
Gpd2	15.500000	0	0	0	124	0	0	0	0	0
Gpatch2l	15.500000	0	0	0	0	124	0	0	0	0
Golga5	15.500000	0	0	0	0	124	0	0	0	0
Gm5165	15.500000	0	0	0	0	124	0	0	0	0
Gcat	15.500000	0	0	0	0	124	0	0	0	0
Fndc10	15.500000	0	0	0	0	124	0	0	0	0
Fhdc1	15.500000	0	0	0	124	0	0	0	0	0
Cfap97	15.500000	0	0	0	0	124	0	0	0	0
Cep350	15.500000	0	0	0	0	124	0	0	0	0
Cbx7	15.500000	0	0	0	0	124	0	0	0	0
Cav1	15.500000	0	0	0	0	124	0	0	0	0
Atp6v1fnb	15.500000	0	0	0	0	124	0	0	0	0
Atp6v1f	15.500000	0	0	0	0	124	0	0	0	0
Arpc3	15.500000	0	0	0	0	124	0	0	0	0
Aprt	15.500000	0	0	0	0	124	0	0	0	0
2610524H06Rik	15.500000	0	0	0	0	124	0	0	0	0
Zc3h15	15.375000	0	0	0	0	123	0	0	0	0
Wdr5	15.375000	0	0	0	0	123	0	0	0	0
Ube4a	15.375000	0	0	0	0	123	0	0	0	0
Ubash3b	15.375000	0	0	0	0	123	0	0	0	0
Tnfaip3	15.375000	0	0	0	0	123	0	0	0	0
Tmx3	15.375000	0	0	0	0	123	0	0	0	0
Tgfbr3l	15.375000	0	0	0	0	123	0	0	0	0
Stox2	15.375000	0	0	0	0	123	0	0	0	0
Stam	15.375000	0	0	0	0	123	0	0	0	0
Snapc5	15.375000	0	0	0	0	123	0	0	0	0
Snapc2	15.375000	0	0	0	0	123	0	0	0	0
Slc30a9	15.375000	0	0	0	0	123	0	0	0	0
Sertad2	15.375000	0	0	0	0	123	0	0	0	0
Ripply2	15.375000	0	0	0	0	123	0	0	0	0
Rimklb	15.375000	0	0	0	0	123	0	0	0	0
Rhbdl3	15.375000	0	0	0	0	123	0	0	0	0
Rabep1	15.375000	0	0	0	0	123	0	0	0	0
Pus1	15.375000	0	0	0	0	123	0	0	0	0
Pgs1	15.375000	0	0	0	0	123	0	0	0	0
Nudt16	15.375000	0	0	0	0	123	0	0	0	0
Nudcd1	15.375000	0	0	0	0	123	0	0	0	0
Nova2	15.375000	0	0	0	0	123	0	0	0	0
Nop2	15.375000	0	0	0	0	123	0	0	0	0
Nme3	15.375000	0	0	0	0	123	0	0	0	0
Nek3	15.375000	0	0	0	0	123	0	0	0	0
Nbn	15.375000	0	0	0	0	123	0	0	0	0
Nap1l1	15.375000	0	0	0	0	123	0	0	0	0
Mycbp2	15.375000	0	0	0	0	123	0	0	0	0
Mrps34	15.375000	0	0	0	0	123	0	0	0	0
Met	15.375000	0	0	0	123	0	0	0	0	0
Mesd	15.375000	0	0	0	0	123	0	0	0	0
Mdn1	15.375000	0	0	0	0	123	0	0	0	0
Fbxw4	15.375000	0	0	0	123	0	0	0	0	0
Eny2	15.375000	0	0	0	0	123	0	0	0	0
Eme2	15.375000	0	0	0	0	123	0	0	0	0
Elavl3	15.375000	0	0	0	0	123	0	0	0	0
E2f7	15.375000	0	0	0	0	123	0	0	0	0
Dock9	15.375000	0	0	0	0	123	0	0	0	0
Cyp20a1	15.375000	0	0	0	0	123	0	0	0	0
Ankrd26	15.375000	0	0	0	0	123	0	0	0	0
Actr1b	15.375000	0	0	0	0	123	0	0	0	0
4933424G06Rik	15.375000	0	0	0	0	123	0	0	0	0
Zfp53	15.250000	0	0	0	0	122	0	0	0	0
Uvrag	15.250000	0	0	0	0	122	0	0	0	0
Ubr5	15.250000	0	0	0	0	122	0	0	0	0
Txnrd2	15.250000	0	0	0	0	122	0	0	0	0
Trp53bp1	15.250000	0	0	0	0	122	0	0	0	0
Tmed9	15.250000	0	0	0	0	122	0	0	0	0
Tlnrd1	15.250000	0	0	0	0	122	0	0	0	0
Tex29	15.250000	0	0	0	0	122	0	0	0	0
Tcf7l1	15.250000	0	0	0	0	122	0	0	0	0
Spata33	15.250000	0	0	0	0	122	0	0	0	0
Snd1	15.250000	0	0	0	0	122	0	0	0	0
Slc7a1	15.250000	0	0	0	0	122	0	0	0	0
Slc12a4	15.250000	0	0	0	0	122	0	0	0	0
Shmt2	15.250000	0	0	0	0	122	0	0	0	0
Rnf152	15.250000	0	0	0	0	122	0	0	0	0
Rhoj	15.250000	0	0	0	0	122	0	0	0	0
Rfx3	15.250000	0	0	0	0	122	0	0	0	0
Rab5c	15.250000	0	0	0	0	122	0	0	0	0
Polrmt	15.250000	0	0	0	0	122	0	0	0	0
Parp11	15.250000	0	0	0	0	122	0	0	0	0
Nphp4	15.250000	0	0	0	0	122	0	0	0	0
Mrpl38	15.250000	0	0	0	0	122	0	0	0	0
Mlh3	15.250000	0	0	0	0	122	0	0	0	0
Lcor	15.250000	0	0	0	0	122	0	0	0	0
Kcnk10	15.250000	0	0	0	0	122	0	0	0	0
Kcnab2	15.250000	0	0	0	0	122	0	0	0	0
Hmgcl	15.250000	0	0	0	0	122	0	0	0	0
Glt1d1	15.250000	0	0	0	122	0	0	0	0	0
Fibp	15.250000	0	0	0	0	122	0	0	0	0
Esco2	15.250000	0	0	0	0	122	0	0	0	0
Dimt1	15.250000	0	0	0	0	122	0	0	0	0
Ctsw	15.250000	0	0	0	0	122	0	0	0	0
Csnk1g3	15.250000	0	0	0	122	0	0	0	0	0
Comt	15.250000	0	0	0	0	122	0	0	0	0
Chmp1a	15.250000	0	0	0	0	122	0	0	0	0
Chic1	15.250000	0	0	0	0	122	0	0	0	0
Ccdc25	15.250000	0	0	0	0	122	0	0	0	0
Bcam	15.250000	0	0	0	122	0	0	0	0	0
9430015G10Rik	15.250000	0	0	0	0	122	0	0	0	0
Zfp939	15.125000	0	0	0	0	121	0	0	0	0
Zfp442	15.125000	0	0	0	0	121	0	0	0	0
Vps50	15.125000	0	0	0	0	121	0	0	0	0
Ugdh	15.125000	0	0	0	0	121	0	0	0	0
Trmt6	15.125000	0	0	0	0	121	0	0	0	0
Slc17a5	15.125000	0	0	0	0	121	0	0	0	0
Scamp4	15.125000	0	0	0	0	121	0	0	0	0
Rbm26	15.125000	0	0	0	0	121	0	0	0	0
Psmd12	15.125000	0	0	0	0	121	0	0	0	0
Psen2	15.125000	0	0	0	0	121	0	0	0	0
Prkaa1	15.125000	0	0	0	0	121	0	0	0	0
Prex1	15.125000	0	0	0	0	121	0	0	0	0
Pp2d1	15.125000	0	0	0	0	121	0	0	0	0
Msantd2	15.125000	0	0	0	0	121	0	0	0	0
Mcm8	15.125000	0	0	0	0	121	0	0	0	0
Lmln	15.125000	0	0	0	0	121	0	0	0	0
Kif26b	15.125000	0	0	0	121	0	0	0	0	0
Hepacam2	15.125000	0	0	0	0	121	0	0	0	0
Heatr5b	15.125000	0	0	0	0	121	0	0	0	0
Gskip	15.125000	0	0	0	0	121	0	0	0	0
Gria2	15.125000	0	0	0	0	121	0	0	0	0
Gpatch11	15.125000	0	0	0	0	121	0	0	0	0
Gm5148	15.125000	0	0	0	0	121	0	0	0	0
Gal3st4	15.125000	0	0	0	0	121	0	0	0	0
Fam178b	15.125000	0	0	0	0	121	0	0	0	0
Esyt2	15.125000	0	0	0	0	121	0	0	0	0
Epm2a	15.125000	0	0	0	0	121	0	0	0	0
Duoxa1	15.125000	0	0	0	121	0	0	0	0	0
Duox1	15.125000	0	0	0	121	0	0	0	0	0
Chd3	15.125000	0	0	0	0	121	0	0	0	0
Atg2b	15.125000	0	0	0	0	121	0	0	0	0
Adat3	15.125000	0	0	0	0	121	0	0	0	0
Zfp82	15.000000	0	0	0	0	120	0	0	0	0
Zfp59	15.000000	0	0	0	0	120	0	0	0	0
Vps4b	15.000000	0	0	0	0	120	0	0	0	0
Vps37b	15.000000	0	0	0	0	120	0	0	0	0
Tnfrsf22	15.000000	0	0	0	0	120	0	0	0	0
Tmem208	15.000000	0	0	0	0	120	0	0	0	0
Ssbp4	15.000000	0	0	0	120	0	0	0	0	0
Slc4a11	15.000000	0	0	0	120	0	0	0	0	0
Slc33a1	15.000000	0	0	0	0	120	0	0	0	0
Slc10a3	15.000000	0	0	0	0	120	0	0	0	0
Rps6kc1	15.000000	0	0	0	0	120	0	0	0	0
Rpl34-ps1	15.000000	0	0	0	0	120	0	0	0	0
Rpl34	15.000000	0	0	0	0	120	0	0	0	0
Rell1	15.000000	0	0	0	0	120	0	0	0	0
Rap1gap	15.000000	0	0	0	0	120	0	0	0	0
Psmb2	15.000000	0	0	0	0	120	0	0	0	0
Prim2	15.000000	0	0	0	0	120	0	0	0	0
Pin1	15.000000	0	0	0	0	120	0	0	0	0
Pdcd2l	15.000000	0	0	0	0	120	0	0	0	0
Ophn1	15.000000	0	0	0	0	120	0	0	0	0
Olfr1382	15.000000	0	0	0	120	0	0	0	0	0
Nudt4	15.000000	0	0	0	0	120	0	0	0	0
Myl6b	15.000000	0	0	0	0	120	0	0	0	0
Moxd1	15.000000	0	0	0	0	120	0	0	0	0
Mkrn3	15.000000	0	0	0	0	120	0	0	0	0
Lrrc29	15.000000	0	0	0	0	120	0	0	0	0
Lmbrd1	15.000000	0	0	0	0	120	0	0	0	0
Gper1	15.000000	0	0	0	0	120	0	0	0	0
Gna11	15.000000	0	0	0	0	120	0	0	0	0
Gm4925	15.000000	0	0	0	0	120	0	0	0	0
Gm44504	15.000000	0	0	0	0	120	0	0	0	0
Gab2	15.000000	0	0	0	0	120	0	0	0	0
Foxp2	15.000000	0	0	0	0	120	0	0	0	0
Efnb2	15.000000	0	0	0	0	120	0	0	0	0
Dlat	15.000000	0	0	0	0	120	0	0	0	0
Cabp7	15.000000	0	0	0	120	0	0	0	0	0
Baz2a	15.000000	0	0	0	0	120	0	0	0	0
Arl1	15.000000	0	0	0	0	120	0	0	0	0
Ankk1	15.000000	0	0	0	0	120	0	0	0	0
Alg1	15.000000	0	0	0	0	120	0	0	0	0
Adam5	15.000000	0	0	0	0	120	0	0	0	0
Wdr89	14.875000	0	0	0	0	119	0	0	0	0
Wdr45	14.875000	0	0	0	0	119	0	0	0	0
Vav3	14.875000	0	0	0	0	119	0	0	0	0
Tsr1	14.875000	0	0	0	0	119	0	0	0	0
Tspyl4	14.875000	0	0	0	0	119	0	0	0	0
Tor1b	14.875000	0	0	0	0	119	0	0	0	0
Tm9sf1	14.875000	0	0	0	0	119	0	0	0	0
Tdp1	14.875000	0	0	0	0	119	0	0	0	0
Tal2	14.875000	0	0	0	0	119	0	0	0	0
Swi5	14.875000	0	0	0	0	119	0	0	0	0
Stard9	14.875000	0	0	0	0	119	0	0	0	0
Snx12	14.875000	0	0	0	0	119	0	0	0	0
Sgsm2	14.875000	0	0	0	0	119	0	0	0	0
Sec14l1	14.875000	0	0	0	0	119	0	0	0	0
Sdhb	14.875000	0	0	0	0	119	0	0	0	0
Scmh1	14.875000	0	0	0	0	119	0	0	0	0
Rnaseh2c	14.875000	0	0	0	0	119	0	0	0	0
Rap2a	14.875000	0	0	0	0	119	0	0	0	0
Preb	14.875000	0	0	0	0	119	0	0	0	0
Ppic	14.875000	0	0	0	119	0	0	0	0	0
Polr3gl	14.875000	0	0	0	0	119	0	0	0	0
Pif1	14.875000	0	0	0	0	119	0	0	0	0
Pgk1	14.875000	0	0	0	119	0	0	0	0	0
Parp12	14.875000	0	0	0	119	0	0	0	0	0
Nop9	14.875000	0	0	0	0	119	0	0	0	0
Mthfsd	14.875000	0	0	0	0	119	0	0	0	0
Lysmd4	14.875000	0	0	0	0	119	0	0	0	0
Klhdc8b	14.875000	0	0	0	0	119	0	0	0	0
Ipp	14.875000	0	0	0	0	119	0	0	0	0
Ice1	14.875000	0	0	0	0	119	0	0	0	0
Hsdl1	14.875000	0	0	0	0	119	0	0	0	0
Hcn4	14.875000	0	0	0	0	119	0	0	0	0
H2bc4	14.875000	0	0	0	0	119	0	0	0	0
H2ac6	14.875000	0	0	0	0	119	0	0	0	0
Golga2	14.875000	0	0	0	0	119	0	0	0	0
Gm5784	14.875000	0	0	0	0	119	0	0	0	0
Gm51425	14.875000	0	0	0	0	119	0	0	0	0
Fbxo4	14.875000	0	0	0	0	119	0	0	0	0
Efcab11	14.875000	0	0	0	0	119	0	0	0	0
Dnajc24	14.875000	0	0	0	0	119	0	0	0	0
Dnaaf1	14.875000	0	0	0	0	119	0	0	0	0
Dhrs1	14.875000	0	0	0	0	119	0	0	0	0
Dgat2	14.875000	0	0	0	0	119	0	0	0	0
Ctf1	14.875000	0	0	0	0	119	0	0	0	0
Coq10a	14.875000	0	0	0	0	119	0	0	0	0
Celsr1	14.875000	0	0	0	119	0	0	0	0	0
Ccdc71	14.875000	0	0	0	0	119	0	0	0	0
Ccdc181	14.875000	0	0	0	0	119	0	0	0	0
Ccdc110	14.875000	0	0	0	0	119	0	0	0	0
Cap2	14.875000	0	0	0	0	119	0	0	0	0
Cacnb4	14.875000	0	0	0	0	119	0	0	0	0
Bcl7c	14.875000	0	0	0	0	119	0	0	0	0
B2m	14.875000	0	0	0	0	119	0	0	0	0
Atp6v0a2	14.875000	0	0	0	0	119	0	0	0	0
Asic1	14.875000	0	0	0	0	119	0	0	0	0
Armc7	14.875000	0	0	0	0	119	0	0	0	0
Apool	14.875000	0	0	0	0	119	0	0	0	0
Alas1	14.875000	0	0	0	0	119	0	0	0	0
Aak1	14.875000	0	0	0	0	119	0	0	0	0
Zc3hav1	14.750000	0	0	0	118	0	0	0	0	0
Top3a	14.750000	0	0	0	0	118	0	0	0	0
Syt8	14.750000	0	0	0	118	0	0	0	0	0
Srp9	14.750000	0	0	0	0	118	0	0	0	0
Spop	14.750000	0	0	0	0	118	0	0	0	0
Smcr8	14.750000	0	0	0	0	118	0	0	0	0
Slc39a11	14.750000	0	0	0	0	118	0	0	0	0
Sec24c	14.750000	0	0	0	0	118	0	0	0	0
Rnf216	14.750000	0	0	0	0	118	0	0	0	0
Rint1	14.750000	0	0	0	0	118	0	0	0	0
Pus7	14.750000	0	0	0	0	118	0	0	0	0
Ppp2r5d	14.750000	0	0	0	0	118	0	0	0	0
Pgf	14.750000	0	0	0	0	118	0	0	0	0
Ndufc2	14.750000	0	0	0	0	118	0	0	0	0
Mrm1	14.750000	0	0	0	0	118	0	0	0	0
Mknk2	14.750000	0	0	0	0	118	0	0	0	0
Kctd1	14.750000	0	0	0	118	0	0	0	0	0
Kank1	14.750000	0	0	0	0	118	0	0	0	0
Hacl1	14.750000	0	0	0	0	118	0	0	0	0
Fmc1	14.750000	0	0	0	0	118	0	0	0	0
Eri3	14.750000	0	0	0	0	118	0	0	0	0
Eps15	14.750000	0	0	0	0	0	118	0	0	0
Ctsf	14.750000	0	0	0	0	118	0	0	0	0
Cog1	14.750000	0	0	0	0	118	0	0	0	0
Chst11	14.750000	0	0	0	0	118	0	0	0	0
Cd3eap	14.750000	0	0	0	0	118	0	0	0	0
Cd2ap	14.750000	0	0	0	0	118	0	0	0	0
Btd	14.750000	0	0	0	0	118	0	0	0	0
Adck5	14.750000	0	0	0	0	118	0	0	0	0
Ackr3	14.750000	0	0	0	0	118	0	0	0	0
Abi2	14.750000	0	0	0	0	118	0	0	0	0
Zfp746	14.625000	0	0	0	117	0	0	0	0	0
Zfp420	14.625000	0	0	0	0	117	0	0	0	0
Zfp229	14.625000	0	0	0	0	117	0	0	0	0
Zdhhc7	14.625000	0	0	0	0	117	0	0	0	0
Xrcc4	14.625000	0	0	0	0	117	0	0	0	0
Vps16	14.625000	0	0	0	0	117	0	0	0	0
Tmem167	14.625000	0	0	0	0	117	0	0	0	0
Tle3	14.625000	0	0	0	0	117	0	0	0	0
Taldo1	14.625000	0	0	0	0	117	0	0	0	0
Sumo1	14.625000	0	0	0	0	117	0	0	0	0
Slc35b4	14.625000	0	0	0	0	117	0	0	0	0
Sdf4	14.625000	0	0	0	0	117	0	0	0	0
Saal1	14.625000	0	0	0	0	117	0	0	0	0
Rab11a	14.625000	0	0	0	0	117	0	0	0	0
Porcn	14.625000	0	0	0	0	117	0	0	0	0
Pex7	14.625000	0	0	0	0	117	0	0	0	0
Pced1a	14.625000	0	0	0	0	117	0	0	0	0
Pbdc1	14.625000	0	0	0	0	117	0	0	0	0
Nfkbil1	14.625000	0	0	0	0	117	0	0	0	0
Mtrr	14.625000	0	0	0	0	117	0	0	0	0
Lyrm4	14.625000	0	0	0	0	117	0	0	0	0
Lrrc73	14.625000	0	0	0	0	117	0	0	0	0
Lifr	14.625000	0	0	0	0	117	0	0	0	0
Hspa5	14.625000	0	0	0	0	117	0	0	0	0
H2bc21	14.625000	0	0	0	0	117	0	0	0	0
H2ac21	14.625000	0	0	0	0	117	0	0	0	0
H2ac20	14.625000	0	0	0	0	117	0	0	0	0
Fastkd3	14.625000	0	0	0	0	117	0	0	0	0
Fars2	14.625000	0	0	0	0	117	0	0	0	0
Dcaf1	14.625000	0	0	0	0	117	0	0	0	0
Cfap300	14.625000	0	0	0	0	117	0	0	0	0
Calm3	14.625000	0	0	0	0	117	0	0	0	0
Birc2	14.625000	0	0	0	0	117	0	0	0	0
Baz1a	14.625000	0	0	0	0	117	0	0	0	0
B3galt6	14.625000	0	0	0	0	117	0	0	0	0
Atp6v1g2	14.625000	0	0	0	0	117	0	0	0	0
Ajm1	14.625000	0	0	0	0	117	0	0	0	0
Adgra1	14.625000	0	0	0	0	117	0	0	0	0
Zfr	14.500000	0	0	0	0	116	0	0	0	0
Zfp710	14.500000	0	0	0	0	116	0	0	0	0
Zfp322a	14.500000	0	0	0	0	116	0	0	0	0
Wfs1	14.500000	0	0	0	0	116	0	0	0	0
Vps37d	14.500000	0	0	0	0	116	0	0	0	0
Uvssa	14.500000	0	0	0	0	116	0	0	0	0
Tram1l1	14.500000	0	0	0	0	116	0	0	0	0
Tmem192	14.500000	0	0	0	0	116	0	0	0	0
Tle4	14.500000	0	0	0	0	116	0	0	0	0
Tirap	14.500000	0	0	0	0	116	0	0	0	0
Susd4	14.500000	0	0	0	0	116	0	0	0	0
Stk33	14.500000	0	0	0	0	116	0	0	0	0
Slc44a5	14.500000	0	0	0	0	116	0	0	0	0
Sf3a3	14.500000	0	0	0	0	116	0	0	0	0
Rtl8b	14.500000	0	0	0	0	116	0	0	0	0
Rfesd	14.500000	0	0	0	0	116	0	0	0	0
Relt	14.500000	0	0	0	0	116	0	0	0	0
Qsox1	14.500000	0	0	0	0	116	0	0	0	0
Ppid	14.500000	0	0	0	0	116	0	0	0	0
Ppard	14.500000	0	0	0	0	116	0	0	0	0
Pmp22	14.500000	0	0	0	116	0	0	0	0	0
Pigu	14.500000	0	0	0	0	116	0	0	0	0
Pde6d	14.500000	0	0	0	0	0	116	0	0	0
Pde4b	14.500000	0	0	0	0	116	0	0	0	0
Ntsr2	14.500000	0	0	0	0	116	0	0	0	0
Noc3l	14.500000	0	0	0	0	116	0	0	0	0
Nipbl	14.500000	0	0	0	116	0	0	0	0	0
Nae1	14.500000	0	0	0	0	116	0	0	0	0
Mterf4	14.500000	0	0	0	0	116	0	0	0	0
Mia3	14.500000	0	0	0	0	116	0	0	0	0
Mark2	14.500000	0	0	0	0	116	0	0	0	0
Lrrc7	14.500000	0	0	0	0	116	0	0	0	0
Lipt2	14.500000	0	0	0	0	116	0	0	0	0
H2aw	14.500000	0	0	0	116	0	0	0	0	0
Gsk3a	14.500000	0	0	0	116	0	0	0	0	0
Got2	14.500000	0	0	0	0	116	0	0	0	0
Entpd2	14.500000	0	0	0	0	116	0	0	0	0
Dyrk2	14.500000	0	0	0	0	116	0	0	0	0
Dsn1	14.500000	0	0	0	0	116	0	0	0	0
Cops7b	14.500000	0	0	0	0	0	116	0	0	0
Cfap36	14.500000	0	0	0	0	116	0	0	0	0
Cdiptos	14.500000	0	0	0	0	116	0	0	0	0
Cdipt	14.500000	0	0	0	0	116	0	0	0	0
Car7	14.500000	0	0	0	0	116	0	0	0	0
Ankrd50	14.500000	0	0	0	0	116	0	0	0	0
Abhd17b	14.500000	0	0	0	0	116	0	0	0	0
AI661453	14.500000	0	0	0	116	0	0	0	0	0
5031439G07Rik	14.500000	0	0	0	0	116	0	0	0	0
4930402H24Rik	14.500000	0	0	0	0	116	0	0	0	0
1700001C19Rik	14.500000	0	0	0	116	0	0	0	0	0
1110059E24Rik	14.500000	0	0	0	0	116	0	0	0	0
Ypel2	14.375000	0	0	0	0	115	0	0	0	0
Xbp1	14.375000	0	0	0	0	115	0	0	0	0
Umps	14.375000	0	0	0	0	115	0	0	0	0
Tomm22	14.375000	0	0	0	0	115	0	0	0	0
Tfdp1	14.375000	0	0	0	115	0	0	0	0	0
Tdrd3	14.375000	0	0	0	0	115	0	0	0	0
Synj2	14.375000	0	0	0	0	115	0	0	0	0
Stard7	14.375000	0	0	0	0	115	0	0	0	0
Snrnp48	14.375000	0	0	0	0	115	0	0	0	0
Snapc1	14.375000	0	0	0	0	115	0	0	0	0
Slx4	14.375000	0	0	0	0	115	0	0	0	0
Shoc2	14.375000	0	0	0	0	115	0	0	0	0
Shkbp1	14.375000	0	0	0	0	115	0	0	0	0
Sft2d1	14.375000	0	0	0	0	115	0	0	0	0
Rimkla	14.375000	0	0	0	0	115	0	0	0	0
Rab17	14.375000	0	0	0	0	115	0	0	0	0
Ppp1r27	14.375000	0	0	0	0	115	0	0	0	0
Ppp1r15b	14.375000	0	0	0	0	115	0	0	0	0
Polr3h	14.375000	0	0	0	0	115	0	0	0	0
Ndufs8	14.375000	0	0	0	0	115	0	0	0	0
Mcrip1	14.375000	0	0	0	0	115	0	0	0	0
Magi2	14.375000	0	0	0	0	115	0	0	0	0
Ldlrad4	14.375000	0	0	0	0	115	0	0	0	0
Irf2	14.375000	0	0	0	115	0	0	0	0	0
Inava	14.375000	0	0	0	0	115	0	0	0	0
H4c17	14.375000	0	0	0	0	115	0	0	0	0
Gm14137	14.375000	0	0	0	0	115	0	0	0	0
Gclm	14.375000	0	0	0	0	115	0	0	0	0
