Target_genes	Foxa3|Average	SRX2379276|Hepatocytes	SRX1564901|Liver	SRX1564902|Liver	SRX2379237|MEF	SRX2379247|MEF	SRX2379266|MEF	SRX2379270|MEF	SRX4405399|MEF	SRX4405401|MEF	SRX4405405|MEF	SRX4405406|MEF	SRX7540355|MEF	SRX7540363|MEF	SRX7569431|MEF	SRX8130872|Tail_fibroblast	SRX8130873|Tail_fibroblast	SRX8130874|Tail_fibroblast	SRX8130875|Tail_fibroblast	SRX8130876|Tail_fibroblast	STRING
Yipf6	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Xab2	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Wfdc21	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Wdr33	6.368421	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tep1	6.368421	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spink7	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Spink4	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0
Slc6a18	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Slc35e3	6.368421	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema3e	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0
Sbp	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
S1pr3	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Relt	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Rad51	6.368421	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabl3	6.368421	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpru	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Prkcd	6.368421	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prap1	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Poc1b	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0
Pet100	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Pecam1	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Pcp2	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Palb2	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
P2rx2	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0
Olfr156	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Olfr12	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Nrxn1	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Nhlh2	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Mecr	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Hephl1	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Hells	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Gtf2e1	6.368421	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gria2	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Gm14444	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Galnt4	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0
Ftmt	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Fndc5	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Epo	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Enpp4	6.368421	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dctn5	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Cryl1	6.368421	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cplx4	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Asl	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Ascc2	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Ankle2	6.368421	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adig	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
3300002I08Rik	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
1700016H13Rik	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
1110017D15Rik	6.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0
Zmym5	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp746	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp617	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2v1	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Tut1	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Tmppe	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem263	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmeff1	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
Tex9	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Tex15	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Sugt1	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec61b	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Scnm1	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Rsu1	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrp36	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab3il1	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrc2c	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkaa2	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
Pan2	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Osbpl11	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
Olfr1386	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Nt5dc1	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Npl	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Mrpl9	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Lysmd1	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Lrrc27	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il23a	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Gtf3c5	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Gm5544	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Fhl4	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chm	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
Cers6	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Ccdc28a	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Ccdc138	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Atxn2l	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arf3	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg2	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0
Ago4	6.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
1810055G02Rik	6.315789	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp639	6.263158	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfand6	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Vamp5	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Stpg2	6.263158	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a11	6.263158	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sall2	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0
Rftn2	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Rbm6	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Ppp6r3	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Ppan	6.263158	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcl2	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0
Pbxip1	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Nnmt	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0
Narf	6.263158	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr11	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Mrps26	6.263158	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl17	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Jag1	6.263158	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ipo13	6.263158	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam177a2	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Fam177a	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Exosc10	6.263158	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l1	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Cyp4a30b	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Cog1	6.263158	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cndp2	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Atp6v1g1	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Anapc7	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Alkbh3	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Abracl	6.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0
Zbtb18	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Wipf2	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0
Wdfy2	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Vasp	6.210526	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2m	6.210526	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tox4	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Tm2d2	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Tbc1d9	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Rap1gap	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0
Rab2b	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Ntn5	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Mknk1	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0
LTO1	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Hspa2	6.210526	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-M10.6	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0
Golm2	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0
Fam184a	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0
Eml6	6.210526	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc11	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Czib	6.210526	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coa8	6.210526	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp2a	6.210526	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp2	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Calhm4	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0
Bag5	6.210526	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atad3a	6.210526	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc1a	6.210526	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam9	6.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0
Usp2	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Trim59	6.157895	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tollip	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Tceal8	6.157895	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssu72	6.157895	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a5	6.157895	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scaf1	6.157895	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rras	6.157895	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rem1	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Rab11a	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Phf12	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Obsl1	6.157895	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nop16	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0
Nae1	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Lefty2	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Inha	6.157895	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Higd2a	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0
Ctsh	6.157895	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpm	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Clrn3	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Car7	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
B4galt4	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0
Ascl2	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Ambra1	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Abt1	6.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
Zfp384	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb20	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Wdr5	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tctex1d2	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d7	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx4a	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4b	6.105263	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenoo	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rheb	6.105263	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rars	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Rad51ap1	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Plac8	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Piezo2	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Pcyox1l	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Otulin	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odc1	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Mrpl52	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
Mlh3	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
Mfsd10	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metrnl	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megf8	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6g6f	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsm14b	6.105263	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kat8	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iigp1	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Hid1	6.105263	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Got2	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
Erbb2	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx6	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Dapk1	6.105263	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D830031N03Rik	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
D6Wsu163e	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Ccdc110	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Casp1	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Abhd16a	6.105263	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610009B22Rik	6.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0
Zfp948	6.052632	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp442	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Xpo6	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Wdr74	6.052632	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txndc9	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Tcp11	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Sult3a2	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Spag1	6.052632	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripor2	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Prrg1	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Polr2k	6.052632	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phlpp1	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Optn	6.052632	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nod1	6.052632	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkap	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Mxd3	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Msh2	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Mmut	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Macf1	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Krtap9-3	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Krtap5-1	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Kif2c	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Higd1a	6.052632	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpbp1	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
Gli1	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0
Gcsh	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Ganab	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
G6pdx	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
Fbf1	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Elavl2	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Eif5b	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Dnajc27	6.052632	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl9	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Clpsl2	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Cenpq	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Ccdc144b	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Bud13	6.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
Arpc1b	6.052632	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp964	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Top3a	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Tada3	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Smcr8	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Rplp2	6.000000	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pxdc1	6.000000	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss12	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Ppid	6.000000	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pidd1	6.000000	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pappa2	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Pakap	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Lrrcc1	6.000000	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtcap3	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Kbtbd3	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Incenp	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Ifitm2	6.000000	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flt4	6.000000	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
Fam183b	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0
Ehbp1	6.000000	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0
Dlx2	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
Commd10	6.000000	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cntln	6.000000	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst14	6.000000	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bhlhe40	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
