Target_genes	Meis1|Average	SRX1056342|416B	SRX10065381|Choroid_Plexus	SRX9090997|Embryoid_Bodies	SRX9090998|Embryoid_Bodies	SRX9090999|Embryoid_Bodies	SRX170714|Embryonic_trunk	SRX20233053|Ganglionic_eminence	SRX21310614|Heart	SRX21310615|Heart	SRX21310621|Heart	SRX21310622|Heart	SRX7299483|Heart	SRX7299484|Heart	SRX7299485|Heart	SRX7821061|Hematopoietic_progenitors	SRX1939446|Lymphoid-primed_multipotent_progenitors	SRX310204|Mast_Cells	SRX442881|MEF	SRX442882|MEF	SRX442883|MEF	SRX625488|MEF	SRX625490|MEF	SRX1035389|mESC_derived_haematopoietic_progenitor	SRX475272|MLL-AF9_leukemic_cell	SRX475273|MLL-AF9_leukemic_cell	SRX475274|MLL-AF9_leukemic_cell	SRX475275|MLL-AF9_leukemic_cell	SRX110438|Myeloblastic_cell_lines	SRX110441|Myeloblastic_cell_lines	SRX319739|Myeloid_leukemia	SRX745813|Optic_cups	SRX101594|P19	SRX1824745|P19	SRX1824746|P19	SRX1824747|P19	SRX1824748|P19	SRX1824749|P19	SRX1824750|P19	SRX435084|Superior_Cervical_Ganglion	SRX3730254|Trophoblast_stem_cells	SRX3730281|Trophoblast_stem_cells	SRX10012093|VOT-E36	STRING
Zwilch	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	145	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem186	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siglece	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	145	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec24c	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	184	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0
Rpl4	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	145	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prok2	10.214286	0	0	0	111	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0
Pmm2	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcfd2	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	167	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0
Leap2	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd24a	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	173	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbs10	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1s2	10.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr5	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	148	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0
Tcam1	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a1	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc14a2	10.190476	0	0	191	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rp9	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	151	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0
Qsox2	10.190476	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppif	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	137	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0
Pde2a	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itpkb	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	106	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0
Btg3	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	231	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0
Bdh1	10.190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vezt	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	114	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ucp1	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubap2	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a14	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtus2	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	286	0	0	0
Meltf	10.166667	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Fgd6	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	114	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryba2	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	197	0	0	0	0	0	0	0	0	0	0	0
Capg	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	127	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bdkrb1	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd10	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ydjc	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmf1	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	151	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Prr14	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pan3	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mt1	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	131	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0
Gimap6	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosc5	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l3	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efna2	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk12	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	128	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Ccnyl1	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc116	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930486L24Rik	10.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Zgrf1	10.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slmap	10.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	140	86	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Rpp25l	10.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0
Pigu	10.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	164	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Larp7	10.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif7	10.119048	0	0	0	148	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bu2	10.119048	0	0	0	116	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0
Dpp9	10.119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clptm1l	10.119048	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0
Tmtc3	10.095238	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a53	10.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	106	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
Rab27b	10.095238	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Oga	10.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	179	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0
Nepro	10.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc8a	10.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpdl	10.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dapk2	10.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	143	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0
Chrna7	10.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0
Cep290	10.095238	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anln	10.095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	89	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
Usp47	10.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snf8	10.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	180	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnaseh2c	10.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurod2	10.071429	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0
Mybbp1a	10.071429	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo15	10.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0
Ethe1	10.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc110	10.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts10	10.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	110	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0
Tnni3k	10.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plpp2	10.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plagl1	10.047619	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0
Phb	10.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmnat1	10.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	180	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0
Lzic	10.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	180	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0
Defb4	10.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap161	10.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	162	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0
Arhgap10	10.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anp32e	10.047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps13a	10.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tprn	10.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	146	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Syt7	10.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	98	0	0	0
Ptp4a3	10.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	157	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0
Morn2	10.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	213	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0
Klrg2	10.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgcr	10.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	70	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw9	10.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx57	10.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	213	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0
Cntf	10.023810	0	0	0	208	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bspry	10.023810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp12	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	148	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0
Psmd7	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	134	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0
Pdcd2l	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1387	10.000000	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtpap	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msl3	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	135	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtymk	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	99	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0
Chmp7	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	165	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Apbb1	10.000000	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0
Washc5	9.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptrhd1	9.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsmce2	9.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp6	9.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrb1b	9.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0
Gm29825	9.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam102a	9.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpo	9.976190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahr	9.976190	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts15	9.976190	0	118	133	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem185a	9.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	125	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Rnf103	9.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Resf1	9.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	106	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
Prkrip1	9.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naaladl1	9.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpin3	9.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0
Gm3558	9.952381	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0
Folr2	9.952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	139	0	0	0
Psmd1	9.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcur1	9.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpk1	9.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	9.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	190	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0
Stat1	9.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	144	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
Slc38a1	9.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sez6	9.904762	0	163	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
Rwdd2a	9.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf130	9.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgm3	9.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcbd2	9.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hrk	9.904762	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0
Fam83d	9.904762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
