Target_genes	Egr1|Average	SRX12298591|B_cells	SRX10616114|Cerebellum	SRX10616115|Cerebellum	SRX122510|Dendritic_Cells	SRX122511|Dendritic_Cells	SRX122512|Dendritic_Cells	SRX122513|Dendritic_Cells	SRX9754949|Dendritic_Cells	SRX204724|Liver	SRX10616110|Prefrontal_Cortex	SRX10616111|Prefrontal_Cortex	STRING
Fhod1	14.090909	0	155	0	0	0	0	0	0	0	0	0	0
Fam168a	14.090909	155	0	0	0	0	0	0	0	0	0	0	0
Dpy19l1	14.090909	155	0	0	0	0	0	0	0	0	0	0	0
Dpp3	14.090909	155	0	0	0	0	0	0	0	0	0	0	0
Dph1	14.090909	0	0	0	0	0	0	0	0	155	0	0	0
Coro2b	14.090909	0	0	155	0	0	0	0	0	0	0	0	0
Clstn3	14.090909	0	0	155	0	0	0	0	0	0	0	0	0
Cln3	14.090909	0	155	0	0	0	0	0	0	0	0	0	0
Cdh18	14.090909	0	0	155	0	0	0	0	0	0	0	0	0
Apobr	14.090909	0	155	0	0	0	0	0	0	0	0	0	0
Agmo	14.090909	0	0	0	0	0	0	0	0	155	0	0	0
Zfp944	14.000000	0	154	0	0	0	0	0	0	0	0	0	0
Zfp941	14.000000	154	0	0	0	0	0	0	0	0	0	0	0
Zfp758	14.000000	0	154	0	0	0	0	0	0	0	0	0	0
Zfp69	14.000000	0	0	154	0	0	0	0	0	0	0	0	0
Trpv1	14.000000	0	0	0	0	0	0	0	0	154	0	0	0
Tmem50a	14.000000	154	0	0	0	0	0	0	0	0	0	0	0
Tmem210	14.000000	0	0	154	0	0	0	0	0	0	0	0	0
Slc49a4	14.000000	0	0	154	0	0	0	0	0	0	0	0	0
Slc1a1	14.000000	0	154	0	0	0	0	0	0	0	0	0	0
Satb2	14.000000	0	154	0	0	0	0	0	0	0	0	0	0
Rbm3	14.000000	0	0	154	0	0	0	0	0	0	0	0	0
Pla2g4d	14.000000	0	0	0	0	0	0	0	0	154	0	0	0
Oat	14.000000	154	0	0	0	0	0	0	0	0	0	0	0
Mnt	14.000000	154	0	0	0	0	0	0	0	0	0	0	0
Lrrc26	14.000000	0	0	154	0	0	0	0	0	0	0	0	0
Klhl7	14.000000	154	0	0	0	0	0	0	0	0	0	0	0
Gdap1l1	14.000000	0	0	154	0	0	0	0	0	0	0	0	0
Exo1	14.000000	0	0	154	0	0	0	0	0	0	0	0	0
Cacna1b	14.000000	154	0	0	0	0	0	0	0	0	0	0	0
Armc2	14.000000	154	0	0	0	0	0	0	0	0	0	0	0
Ap2m1	14.000000	154	0	0	0	0	0	0	0	0	0	0	0
Zfp975	13.909091	0	0	0	0	0	0	0	0	153	0	0	0
Tuba4a	13.909091	0	0	153	0	0	0	0	0	0	0	0	0
Tbl1x	13.909091	0	0	0	0	0	0	0	0	153	0	0	0
Slco1c1	13.909091	0	0	0	0	0	0	0	0	153	0	0	0
Serpini1	13.909091	0	0	153	0	0	0	0	0	0	0	0	0
Rbm19	13.909091	0	0	153	0	0	0	0	0	0	0	0	0
Pde6g	13.909091	0	153	0	0	0	0	0	0	0	0	0	0
Pdcd10	13.909091	0	0	153	0	0	0	0	0	0	0	0	0
Oxld1	13.909091	0	153	0	0	0	0	0	0	0	0	0	0
Mrm1	13.909091	0	0	153	0	0	0	0	0	0	0	0	0
Lysmd2	13.909091	0	0	0	0	0	0	0	0	153	0	0	0
Jdp2	13.909091	0	153	0	0	0	0	0	0	0	0	0	0
Iffo1	13.909091	153	0	0	0	0	0	0	0	0	0	0	0
Got1l1	13.909091	0	0	0	0	0	0	0	0	153	0	0	0
Epp13	13.909091	0	0	0	0	0	0	0	0	153	0	0	0
Dlg3	13.909091	0	0	0	0	0	0	0	0	153	0	0	0
Cercam	13.909091	153	0	0	0	0	0	0	0	0	0	0	0
Cdc42ep1	13.909091	0	0	0	0	0	0	0	0	153	0	0	0
Ccdc137	13.909091	0	153	0	0	0	0	0	0	0	0	0	0
Acaca	13.909091	0	0	0	0	0	0	0	0	153	0	0	0
Aadac	13.909091	0	0	0	0	0	0	0	0	153	0	0	0
Trim17	13.818182	0	0	152	0	0	0	0	0	0	0	0	0
St3gal5	13.818182	152	0	0	0	0	0	0	0	0	0	0	0
Rtraf	13.818182	152	0	0	0	0	0	0	0	0	0	0	0
Rhot1	13.818182	0	152	0	0	0	0	0	0	0	0	0	0
Pigu	13.818182	0	0	0	0	0	0	0	0	152	0	0	0
Ntsr2	13.818182	0	0	0	0	0	0	0	0	152	0	0	0
Nek8	13.818182	0	0	0	0	0	0	0	0	152	0	0	0
Mrps30	13.818182	0	152	0	0	0	0	0	0	0	0	0	0
Lemd3	13.818182	0	0	0	0	0	0	0	0	152	0	0	0
Ifngr2	13.818182	152	0	0	0	0	0	0	0	0	0	0	0
H3f4	13.818182	0	0	152	0	0	0	0	0	0	0	0	0
Exoc4	13.818182	152	0	0	0	0	0	0	0	0	0	0	0
App	13.818182	0	152	0	0	0	0	0	0	0	0	0	0
Zfr2	13.727273	151	0	0	0	0	0	0	0	0	0	0	0
Tamm41	13.727273	0	151	0	0	0	0	0	0	0	0	0	0
Sstr3	13.727273	0	0	151	0	0	0	0	0	0	0	0	0
Nphp1	13.727273	0	0	151	0	0	0	0	0	0	0	0	0
Myocos	13.727273	0	0	0	0	0	0	0	0	151	0	0	0
Mtln	13.727273	0	0	151	0	0	0	0	0	0	0	0	0
Mtcl1	13.727273	0	0	151	0	0	0	0	0	0	0	0	0
Mmp11	13.727273	0	0	0	0	0	0	0	0	151	0	0	0
Ltv1	13.727273	0	0	151	0	0	0	0	0	0	0	0	0
Kng2	13.727273	0	0	0	0	0	0	0	0	151	0	0	0
Kif13b	13.727273	0	151	0	0	0	0	0	0	0	0	0	0
Kbtbd3	13.727273	151	0	0	0	0	0	0	0	0	0	0	0
Gm867	13.727273	0	0	0	0	0	0	0	0	151	0	0	0
G0s2	13.727273	0	0	0	0	0	0	0	0	151	0	0	0
Fmn1	13.727273	0	0	151	0	0	0	0	0	0	0	0	0
Ero1a	13.727273	151	0	0	0	0	0	0	0	0	0	0	0
Chdh	13.727273	0	0	0	0	0	0	0	0	151	0	0	0
Chchd10	13.727273	0	0	0	0	0	0	0	0	151	0	0	0
Ces1g	13.727273	0	0	0	0	0	0	0	0	151	0	0	0
Cd79a	13.727273	151	0	0	0	0	0	0	0	0	0	0	0
Atp10d	13.727273	0	0	0	0	0	0	0	0	151	0	0	0
Atcay	13.727273	151	0	0	0	0	0	0	0	0	0	0	0
Acot4	13.727273	0	0	0	0	0	0	0	0	151	0	0	0
Accs	13.727273	0	0	151	0	0	0	0	0	0	0	0	0
Aasdhppt	13.727273	151	0	0	0	0	0	0	0	0	0	0	0
4931428F04Rik	13.727273	151	0	0	0	0	0	0	0	0	0	0	0
Crebbp	13.636364	150	0	0	0	0	0	0	0	0	0	0	424
Znrf1	13.636364	150	0	0	0	0	0	0	0	0	0	0	0
Ube2r2	13.636364	150	0	0	0	0	0	0	0	0	0	0	0
Tram1l1	13.636364	0	150	0	0	0	0	0	0	0	0	0	0
Sema3a	13.636364	0	0	150	0	0	0	0	0	0	0	0	0
Rtl8b	13.636364	0	0	150	0	0	0	0	0	0	0	0	0
Rgs17	13.636364	0	0	150	0	0	0	0	0	0	0	0	0
Reep5	13.636364	150	0	0	0	0	0	0	0	0	0	0	0
Rab28	13.636364	150	0	0	0	0	0	0	0	0	0	0	0
Ndc1	13.636364	150	0	0	0	0	0	0	0	0	0	0	0
Map3k5	13.636364	0	0	0	0	0	0	0	0	150	0	0	0
Luzp4	13.636364	0	0	0	0	0	0	0	150	0	0	0	0
Lsm10	13.636364	150	0	0	0	0	0	0	0	0	0	0	0
Lrba	13.636364	150	0	0	0	0	0	0	0	0	0	0	0
Gpx1	13.636364	0	0	0	0	0	0	0	0	150	0	0	0
Gm51573	13.636364	0	0	0	0	0	0	0	150	0	0	0	0
Gdpd5	13.636364	150	0	0	0	0	0	0	0	0	0	0	0
Dop1b	13.636364	150	0	0	0	0	0	0	0	0	0	0	0
Arhgef37	13.636364	0	0	150	0	0	0	0	0	0	0	0	0
Acy3	13.636364	0	0	0	0	0	0	0	0	150	0	0	0
Trafd1	13.545455	149	0	0	0	0	0	0	0	0	0	0	0
Tmed1	13.545455	149	0	0	0	0	0	0	0	0	0	0	0
Thumpd2	13.545455	149	0	0	0	0	0	0	0	0	0	0	0
Sri	13.545455	0	0	0	0	0	0	0	0	149	0	0	0
Sav1	13.545455	149	0	0	0	0	0	0	0	0	0	0	0
Rap1gap	13.545455	149	0	0	0	0	0	0	0	0	0	0	0
Ptdss2	13.545455	149	0	0	0	0	0	0	0	0	0	0	0
Prkx	13.545455	0	0	149	0	0	0	0	0	0	0	0	0
Magi3	13.545455	149	0	0	0	0	0	0	0	0	0	0	0
Krtap11-1	13.545455	0	0	149	0	0	0	0	0	0	0	0	0
Hsd17b4	13.545455	149	0	0	0	0	0	0	0	0	0	0	0
Fastk	13.545455	0	0	0	0	0	0	0	0	149	0	0	0
Dclk2	13.545455	149	0	0	0	0	0	0	0	0	0	0	0
Dcaf4	13.545455	149	0	0	0	0	0	0	0	0	0	0	0
Cyp2a5	13.545455	0	0	0	0	0	0	0	0	149	0	0	0
Cp	13.545455	0	0	0	0	0	0	0	0	149	0	0	0
Btg2	13.545455	0	0	149	0	0	0	0	0	0	0	0	0
Atad5	13.545455	0	0	149	0	0	0	0	0	0	0	0	0
Aspg	13.545455	0	0	0	0	0	0	0	0	149	0	0	0
Aldoa	13.545455	149	0	0	0	0	0	0	0	0	0	0	0
2210016L21Rik	13.545455	0	0	149	0	0	0	0	0	0	0	0	0
Xpo6	13.454545	0	148	0	0	0	0	0	0	0	0	0	0
Urb2	13.454545	0	148	0	0	0	0	0	0	0	0	0	0
Tmem35a	13.454545	0	0	0	0	0	0	0	148	0	0	0	0
Tlcd2	13.454545	0	0	0	0	0	0	0	0	148	0	0	0
Taf5l	13.454545	0	148	0	0	0	0	0	0	0	0	0	0
Skap2	13.454545	148	0	0	0	0	0	0	0	0	0	0	0
Prkcd	13.454545	148	0	0	0	0	0	0	0	0	0	0	0
Pkp4	13.454545	0	0	0	0	0	0	0	0	148	0	0	0
Nudt16	13.454545	0	0	0	0	0	0	0	0	0	148	0	0
Nos1ap	13.454545	0	0	0	0	0	0	0	0	148	0	0	0
Ndufb4	13.454545	148	0	0	0	0	0	0	0	0	0	0	0
Lipo3	13.454545	0	0	148	0	0	0	0	0	0	0	0	0
Lats2	13.454545	0	148	0	0	0	0	0	0	0	0	0	0
E2f7	13.454545	148	0	0	0	0	0	0	0	0	0	0	0
Celf1	13.454545	0	148	0	0	0	0	0	0	0	0	0	0
Ccdc148	13.454545	0	0	0	0	0	0	0	0	148	0	0	0
Zfp639	13.363636	147	0	0	0	0	0	0	0	0	0	0	0
Spi1	13.363636	147	0	0	0	0	0	0	0	0	0	0	0
Sema6a	13.363636	0	0	147	0	0	0	0	0	0	0	0	0
Rnf115	13.363636	0	147	0	0	0	0	0	0	0	0	0	0
Rfk	13.363636	0	147	0	0	0	0	0	0	0	0	0	0
Ptch2	13.363636	0	0	0	0	0	0	0	0	147	0	0	0
Polr3c	13.363636	0	147	0	0	0	0	0	0	0	0	0	0
Peli1	13.363636	147	0	0	0	0	0	0	0	0	0	0	0
Nipsnap2	13.363636	147	0	0	0	0	0	0	0	0	0	0	0
Nap1l2	13.363636	0	0	147	0	0	0	0	0	0	0	0	0
Mansc4	13.363636	0	147	0	0	0	0	0	0	0	0	0	0
Limk1	13.363636	147	0	0	0	0	0	0	0	0	0	0	0
Klhl42	13.363636	0	147	0	0	0	0	0	0	0	0	0	0
Jagn1	13.363636	0	0	147	0	0	0	0	0	0	0	0	0
Adcy2	13.363636	0	0	0	0	0	0	0	0	147	0	0	0
Acsl1	13.363636	147	0	0	0	0	0	0	0	0	0	0	0
Zrsr2	13.272727	0	146	0	0	0	0	0	0	0	0	0	0
Triobp	13.272727	146	0	0	0	0	0	0	0	0	0	0	0
Smad1	13.272727	0	0	146	0	0	0	0	0	0	0	0	0
Serpina3m	13.272727	0	0	0	0	0	0	0	0	146	0	0	0
Rragd	13.272727	0	146	0	0	0	0	0	0	0	0	0	0
Nmt2	13.272727	146	0	0	0	0	0	0	0	0	0	0	0
Nemp1	13.272727	146	0	0	0	0	0	0	0	0	0	0	0
Mki67	13.272727	146	0	0	0	0	0	0	0	0	0	0	0
Mafb	13.272727	0	0	0	0	0	0	0	0	146	0	0	0
Ly96	13.272727	146	0	0	0	0	0	0	0	0	0	0	0
Lmnb1	13.272727	146	0	0	0	0	0	0	0	0	0	0	0
Jam3	13.272727	0	0	146	0	0	0	0	0	0	0	0	0
Cish	13.272727	146	0	0	0	0	0	0	0	0	0	0	0
Ccl9	13.272727	0	0	0	0	0	0	0	0	146	0	0	0
Cbfb	13.272727	146	0	0	0	0	0	0	0	0	0	0	0
Axdnd1	13.272727	0	0	146	0	0	0	0	0	0	0	0	0
Atp8a1	13.272727	0	0	0	0	0	0	0	0	146	0	0	0
Zscan2	13.181818	145	0	0	0	0	0	0	0	0	0	0	0
Vps37c	13.181818	145	0	0	0	0	0	0	0	0	0	0	0
Vps28	13.181818	145	0	0	0	0	0	0	0	0	0	0	0
Sesn3	13.181818	145	0	0	0	0	0	0	0	0	0	0	0
Rasd2	13.181818	0	0	0	0	0	0	0	0	145	0	0	0
Ppp1r16a	13.181818	145	0	0	0	0	0	0	0	0	0	0	0
Pola1	13.181818	145	0	0	0	0	0	0	0	0	0	0	0
Pde4a	13.181818	145	0	0	0	0	0	0	0	0	0	0	0
Me1	13.181818	0	0	0	0	0	0	0	0	145	0	0	0
Ldlrap1	13.181818	145	0	0	0	0	0	0	0	0	0	0	0
Lactb2	13.181818	0	0	145	0	0	0	0	0	0	0	0	0
Kcnh4	13.181818	0	145	0	0	0	0	0	0	0	0	0	0
Hmgcll1	13.181818	0	145	0	0	0	0	0	0	0	0	0	0
Hcrt	13.181818	0	145	0	0	0	0	0	0	0	0	0	0
Foxh1	13.181818	145	0	0	0	0	0	0	0	0	0	0	0
Fam91a1	13.181818	145	0	0	0	0	0	0	0	0	0	0	0
Arrdc2	13.181818	145	0	0	0	0	0	0	0	0	0	0	0
Zfp940	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Wdr82	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Usp49	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Twsg1	13.090909	0	144	0	0	0	0	0	0	0	0	0	0
Ttc24	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Sidt2	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Sfmbt1	13.090909	0	0	0	0	0	0	0	0	144	0	0	0
Rhebl1	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Rfc2	13.090909	0	0	144	0	0	0	0	0	0	0	0	0
Pafah2	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Nedd4	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Lcorl	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Iqgap3	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Gstp2	13.090909	0	0	0	0	0	0	0	0	144	0	0	0
Fbxl19	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Fbl	13.090909	0	0	0	0	0	0	0	0	0	144	0	0
Eef1akmt2	13.090909	0	144	0	0	0	0	0	0	0	0	0	0
Cox20	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Cnih1	13.090909	0	144	0	0	0	0	0	0	0	0	0	0
Cd248	13.090909	0	0	0	0	0	0	144	0	0	0	0	0
Akip1	13.090909	144	0	0	0	0	0	0	0	0	0	0	0
Zfp771	13.000000	143	0	0	0	0	0	0	0	0	0	0	0
Zfp462	13.000000	0	0	143	0	0	0	0	0	0	0	0	0
Upp2	13.000000	0	0	0	0	0	0	0	0	143	0	0	0
Smim15	13.000000	143	0	0	0	0	0	0	0	0	0	0	0
Slco1a4	13.000000	0	0	0	0	0	0	0	0	143	0	0	0
Slc17a4	13.000000	0	0	0	0	0	0	0	0	143	0	0	0
S100a14	13.000000	0	0	0	0	0	0	0	0	143	0	0	0
Prdx3	13.000000	0	0	0	0	0	0	0	0	143	0	0	0
Ppp2cb	13.000000	0	0	0	0	0	0	0	0	143	0	0	0
Mtmr3	13.000000	143	0	0	0	0	0	0	0	0	0	0	0
Gnl3l	13.000000	0	0	0	0	0	0	0	0	143	0	0	0
Dnase1	13.000000	0	0	0	0	0	0	0	0	143	0	0	0
Atp1b1	13.000000	0	0	0	0	0	0	0	0	143	0	0	0
Zfp182	12.909091	0	0	142	0	0	0	0	0	0	0	0	0
Tsnax	12.909091	0	142	0	0	0	0	0	0	0	0	0	0
Selenoo	12.909091	0	142	0	0	0	0	0	0	0	0	0	0
Pofut1	12.909091	142	0	0	0	0	0	0	0	0	0	0	0
Plagl2	12.909091	142	0	0	0	0	0	0	0	0	0	0	0
Parp11	12.909091	142	0	0	0	0	0	0	0	0	0	0	0
Pabpc4	12.909091	142	0	0	0	0	0	0	0	0	0	0	0
Lsm12	12.909091	142	0	0	0	0	0	0	0	0	0	0	0
Idh3b	12.909091	0	0	142	0	0	0	0	0	0	0	0	0
G6pc3	12.909091	142	0	0	0	0	0	0	0	0	0	0	0
Fsd1l	12.909091	0	0	142	0	0	0	0	0	0	0	0	0
Eif4e2	12.909091	0	0	142	0	0	0	0	0	0	0	0	0
D130040H23Rik	12.909091	0	0	142	0	0	0	0	0	0	0	0	0
Csgalnact2	12.909091	142	0	0	0	0	0	0	0	0	0	0	0
Bicd2	12.909091	142	0	0	0	0	0	0	0	0	0	0	0
Zdhhc8	12.818182	0	0	0	0	0	0	0	0	141	0	0	0
Wasf1	12.818182	0	0	141	0	0	0	0	0	0	0	0	0
Uckl1	12.818182	141	0	0	0	0	0	0	0	0	0	0	0
Uchl4	12.818182	0	0	0	0	0	0	0	0	141	0	0	0
Ube2z	12.818182	141	0	0	0	0	0	0	0	0	0	0	0
Tnip3	12.818182	141	0	0	0	0	0	0	0	0	0	0	0
Smug1	12.818182	0	0	141	0	0	0	0	0	0	0	0	0
Sigirr	12.818182	141	0	0	0	0	0	0	0	0	0	0	0
S1pr4	12.818182	141	0	0	0	0	0	0	0	0	0	0	0
Rdh1	12.818182	0	0	0	0	0	0	0	0	141	0	0	0
Qdpr	12.818182	141	0	0	0	0	0	0	0	0	0	0	0
Pebp1	12.818182	0	0	141	0	0	0	0	0	0	0	0	0
Pank1	12.818182	0	0	0	0	0	0	0	0	141	0	0	0
Ncln	12.818182	141	0	0	0	0	0	0	0	0	0	0	0
Myoz3	12.818182	141	0	0	0	0	0	0	0	0	0	0	0
Lypla2	12.818182	0	0	0	0	0	0	0	0	141	0	0	0
Lbp	12.818182	0	0	0	0	0	0	0	0	141	0	0	0
Gpr182	12.818182	0	0	0	0	0	0	0	0	141	0	0	0
Gdi1	12.818182	0	141	0	0	0	0	0	0	0	0	0	0
Dtx2	12.818182	141	0	0	0	0	0	0	0	0	0	0	0
Dmap1	12.818182	0	0	141	0	0	0	0	0	0	0	0	0
Clrn2	12.818182	141	0	0	0	0	0	0	0	0	0	0	0
Cdc40	12.818182	0	0	141	0	0	0	0	0	0	0	0	0
Aqp11	12.818182	141	0	0	0	0	0	0	0	0	0	0	0
Acsl4	12.818182	141	0	0	0	0	0	0	0	0	0	0	0
1810046K07Rik	12.818182	0	0	0	0	0	0	0	0	141	0	0	0
Zmat2	12.727273	140	0	0	0	0	0	0	0	0	0	0	0
Zbtb7b	12.727273	0	0	140	0	0	0	0	0	0	0	0	0
Zbtb10	12.727273	140	0	0	0	0	0	0	0	0	0	0	0
Ttc16	12.727273	0	0	140	0	0	0	0	0	0	0	0	0
Trp53bp1	12.727273	140	0	0	0	0	0	0	0	0	0	0	0
Trim32	12.727273	140	0	0	0	0	0	0	0	0	0	0	0
Rsph1	12.727273	0	0	0	0	0	0	0	0	140	0	0	0
Rps6ka2	12.727273	140	0	0	0	0	0	0	0	0	0	0	0
Rala	12.727273	140	0	0	0	0	0	0	0	0	0	0	0
Ptrh1	12.727273	0	0	140	0	0	0	0	0	0	0	0	0
Plbd2	12.727273	140	0	0	0	0	0	0	0	0	0	0	0
Pitrm1	12.727273	0	0	140	0	0	0	0	0	0	0	0	0
Otud1	12.727273	140	0	0	0	0	0	0	0	0	0	0	0
Lix1l	12.727273	140	0	0	0	0	0	0	0	0	0	0	0
Hip1r	12.727273	140	0	0	0	0	0	0	0	0	0	0	0
C2cd5	12.727273	140	0	0	0	0	0	0	0	0	0	0	0
Brpf3	12.727273	140	0	0	0	0	0	0	0	0	0	0	0
Vasp	12.636364	0	0	139	0	0	0	0	0	0	0	0	0
Tmem39b	12.636364	139	0	0	0	0	0	0	0	0	0	0	0
Tgif2	12.636364	139	0	0	0	0	0	0	0	0	0	0	0
Tbc1d10c	12.636364	139	0	0	0	0	0	0	0	0	0	0	0
Tango6	12.636364	0	0	0	0	0	0	0	0	139	0	0	0
Rgs2	12.636364	139	0	0	0	0	0	0	0	0	0	0	0
Ppp1ca	12.636364	139	0	0	0	0	0	0	0	0	0	0	0
Nus1	12.636364	139	0	0	0	0	0	0	0	0	0	0	0
N4bp2l1	12.636364	0	0	0	0	0	0	0	0	139	0	0	0
Lrrc51	12.636364	139	0	0	0	0	0	0	0	0	0	0	0
E2f5	12.636364	139	0	0	0	0	0	0	0	0	0	0	0
Uqcrc2	12.545455	0	138	0	0	0	0	0	0	0	0	0	0
Serpina12	12.545455	0	0	0	0	0	0	0	0	138	0	0	0
Ppfia3	12.545455	138	0	0	0	0	0	0	0	0	0	0	0
Mmel1	12.545455	0	138	0	0	0	0	0	0	0	0	0	0
Lin7b	12.545455	138	0	0	0	0	0	0	0	0	0	0	0
Katnal1	12.545455	138	0	0	0	0	0	0	0	0	0	0	0
Impdh1	12.545455	138	0	0	0	0	0	0	0	0	0	0	0
Gapdh	12.545455	0	0	0	0	0	0	0	0	138	0	0	0
Foxa1	12.545455	0	0	0	0	0	0	0	0	138	0	0	0
Elovl3	12.545455	0	0	0	0	0	0	0	0	138	0	0	0
Eif1ax	12.545455	138	0	0	0	0	0	0	0	0	0	0	0
Dhrs7	12.545455	0	0	0	0	0	0	0	0	138	0	0	0
Cars2	12.545455	138	0	0	0	0	0	0	0	0	0	0	0
Atp2a2	12.545455	0	138	0	0	0	0	0	0	0	0	0	0
Vrk1	12.454545	137	0	0	0	0	0	0	0	0	0	0	0
Vezf1	12.454545	137	0	0	0	0	0	0	0	0	0	0	0
Usp45	12.454545	137	0	0	0	0	0	0	0	0	0	0	0
Trf	12.454545	0	0	0	0	0	0	0	0	137	0	0	0
Tmsb10	12.454545	0	0	137	0	0	0	0	0	0	0	0	0
Tmem86b	12.454545	0	0	0	0	0	0	0	0	137	0	0	0
St8sia4	12.454545	137	0	0	0	0	0	0	0	0	0	0	0
Slc41a1	12.454545	137	0	0	0	0	0	0	0	0	0	0	0
Pttg1	12.454545	0	0	137	0	0	0	0	0	0	0	0	0
Phtf1	12.454545	0	137	0	0	0	0	0	0	0	0	0	0
Ndufb1	12.454545	137	0	0	0	0	0	0	0	0	0	0	0
Myc	12.454545	0	0	0	0	0	0	0	0	137	0	0	0
Mat2b	12.454545	0	0	0	0	0	0	0	0	137	0	0	0
Gnpda1	12.454545	0	137	0	0	0	0	0	0	0	0	0	0
Elavl2	12.454545	0	0	137	0	0	0	0	0	0	0	0	0
Creg2	12.454545	0	0	0	0	0	0	0	0	137	0	0	0
Cpsf2	12.454545	137	0	0	0	0	0	0	0	0	0	0	0
Ccr1	12.454545	0	0	0	0	0	0	137	0	0	0	0	0
Cabcoco1	12.454545	137	0	0	0	0	0	0	0	0	0	0	0
Zfp598	12.363636	0	0	0	0	0	0	0	0	136	0	0	0
Vcl	12.363636	136	0	0	0	0	0	0	0	0	0	0	0
Stpg1	12.363636	136	0	0	0	0	0	0	0	0	0	0	0
Slc2a9	12.363636	0	0	0	0	0	0	0	136	0	0	0	0
Selenos	12.363636	136	0	0	0	0	0	0	0	0	0	0	0
Rpl36a	12.363636	0	0	136	0	0	0	0	0	0	0	0	0
Rap1gap2	12.363636	0	0	136	0	0	0	0	0	0	0	0	0
Pappa	12.363636	0	0	136	0	0	0	0	0	0	0	0	0
Nupr1l	12.363636	0	136	0	0	0	0	0	0	0	0	0	0
Nipal3	12.363636	136	0	0	0	0	0	0	0	0	0	0	0
Nat8	12.363636	0	136	0	0	0	0	0	0	0	0	0	0
Msl1	12.363636	136	0	0	0	0	0	0	0	0	0	0	0
Lrp4	12.363636	0	0	0	0	0	0	0	0	136	0	0	0
Klhl22	12.363636	136	0	0	0	0	0	0	0	0	0	0	0
Dusp26	12.363636	0	136	0	0	0	0	0	0	0	0	0	0
Cd83	12.363636	0	0	0	0	0	0	136	0	0	0	0	0
Ccne2	12.363636	136	0	0	0	0	0	0	0	0	0	0	0
Btk	12.363636	0	0	136	0	0	0	0	0	0	0	0	0
Auh	12.363636	0	136	0	0	0	0	0	0	0	0	0	0
Acox2	12.363636	0	0	0	0	0	0	0	0	136	0	0	0
A1cf	12.363636	0	0	0	0	0	0	0	0	136	0	0	0
Ubash3b	12.272727	0	0	0	0	0	0	135	0	0	0	0	0
Ttll13	12.272727	135	0	0	0	0	0	0	0	0	0	0	0
Tspan10	12.272727	135	0	0	0	0	0	0	0	0	0	0	0
Slc25a45	12.272727	0	0	135	0	0	0	0	0	0	0	0	0
Phykpl	12.272727	0	0	135	0	0	0	0	0	0	0	0	0
Nploc4	12.272727	135	0	0	0	0	0	0	0	0	0	0	0
Lpin1	12.272727	0	0	135	0	0	0	0	0	0	0	0	0
Kifc3	12.272727	0	0	0	0	0	0	0	0	135	0	0	0
Gas7	12.272727	135	0	0	0	0	0	0	0	0	0	0	0
Frmd8	12.272727	0	0	135	0	0	0	0	0	0	0	0	0
Frat2	12.272727	135	0	0	0	0	0	0	0	0	0	0	0
Adsl	12.272727	0	0	135	0	0	0	0	0	0	0	0	0
Tymp	12.181818	0	134	0	0	0	0	0	0	0	0	0	0
Trib2	12.181818	134	0	0	0	0	0	0	0	0	0	0	0
Tnfsf9	12.181818	134	0	0	0	0	0	0	0	0	0	0	0
Stxbp5l	12.181818	0	0	0	0	0	0	0	0	0	0	134	0
Stx11	12.181818	134	0	0	0	0	0	0	0	0	0	0	0
Sco2	12.181818	0	134	0	0	0	0	0	0	0	0	0	0
Sap130	12.181818	134	0	0	0	0	0	0	0	0	0	0	0
Prxl2c	12.181818	0	0	0	0	0	0	0	0	134	0	0	0
Polr2d	12.181818	134	0	0	0	0	0	0	0	0	0	0	0
Ncf4	12.181818	134	0	0	0	0	0	0	0	0	0	0	0
Lrrc4b	12.181818	0	0	134	0	0	0	0	0	0	0	0	0
Fut7	12.181818	134	0	0	0	0	0	0	0	0	0	0	0
Dicer1	12.181818	0	0	134	0	0	0	0	0	0	0	0	0
Depdc7	12.181818	0	0	0	0	0	0	0	0	134	0	0	0
Bcl2a1c	12.181818	0	0	0	0	0	0	134	0	0	0	0	0
Asb13	12.181818	0	134	0	0	0	0	0	0	0	0	0	0
Alg13	12.181818	0	134	0	0	0	0	0	0	0	0	0	0
Abca2	12.181818	134	0	0	0	0	0	0	0	0	0	0	0
Zmiz1	12.090909	0	0	0	0	0	0	0	0	133	0	0	0
Zbtb33	12.090909	0	0	0	0	0	0	0	0	133	0	0	0
Xylt2	12.090909	133	0	0	0	0	0	0	0	0	0	0	0
Ubqln2	12.090909	0	0	133	0	0	0	0	0	0	0	0	0
Tnfrsf25	12.090909	133	0	0	0	0	0	0	0	0	0	0	0
Tgfb1	12.090909	133	0	0	0	0	0	0	0	0	0	0	0
Tctn2	12.090909	0	0	133	0	0	0	0	0	0	0	0	0
