Target_genes	Smad4|Average	SRX3014617|CD4+_T_cells	SRX3014618|CD4+_T_cells	SRX3014619|CD4+_T_cells	SRX3014620|CD4+_T_cells	SRX13508245|CD8+_T_cells	SRX5023289|Duodenum	SRX5023290|Duodenum	SRX3101083|Embryoid_Bodies	SRX3101084|Embryoid_Bodies	SRX5251395|Embryoid_Bodies	SRX5251396|Embryoid_Bodies	SRX5251388|ES_cells	SRX4046280|Forelimb	SRX4061017|Forelimb	SRX4061018|Forelimb	SRX4061019|Forelimb	SRX4061020|Forelimb	SRX529265|Lung	SRX19498660|Microglia	SRX19498661|Microglia	SRX19498663|Microglia	SRX19498664|Microglia	SRX1094554|Neural_Stem_Cells	SRX5551007|Unclassified	SRX5551008|Unclassified	SRX5551011|Unclassified	SRX5551012|Unclassified	STRING
Cep20	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	118	0	0	0	0	0	0	0	0	0	0
Cdca8	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0
Begain	7.555556	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0
Bcas2	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	87	0	0	0	0	0	0	0	0	0	0
Apol7a	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	111	0	0	0	0	0	0	0	0	0	0	0
Adgrv1	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	95	0	0	0	0	0	0	0	0	0	0	0
9930104L06Rik	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0
Zswim2	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	86	0	0	0	0	0	0	0	0	0	0	0
Zfp30	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	79	0	0	0	0	0	0	0	0	0	0	0
Xkr4	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	92	0	0	0	0	0	0	0	0	0	0	0
Trnt1	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	86	0	0	0	0	0	0	0	0	0	0	0
Tex12	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	78	0	0	0	0	0	0	0	0	0	0	0
Pim2	7.518519	82	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf21b	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0
Pcdhb4	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	86	0	0	0	0	0	0	0	0	0	0	0
Pcdhb3	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	86	0	0	0	0	0	0	0	0	0	0	0
Olfr514	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	86	0	0	0	0	0	0	0	0	0	0	0
Olfr1137	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	86	0	0	0	0	0	0	0	0	0	0	0
Nudt17	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0
Moxd1	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	84	0	0	0	0	0	0	0	0	0	0	0
LOC100041593	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	95	0	0	0	0	0	0	0	0	0	0	0
LOC100041504	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	95	0	0	0	0	0	0	0	0	0	0	0
Inpp1	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	86	0	0	0	0	0	0	0	0	0	0	0
Gstk1	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	70	0	0	0	0	0	0	0	0	0	0
Gm13304	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	95	0	0	0	0	0	0	0	0	0	0	0
Gm10591	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	95	0	0	0	0	0	0	0	0	0	0	0
Epb41l3	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	92	0	0	0	0	0	0	0	0	0	0	0
E2f6	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	102	0	0	0	0	0	0	0	0	0	0	0
Colgalt2	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	106	0	0	0	0	0	0	0	0	0	0
Cd1d2	7.518519	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl21d	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	95	0	0	0	0	0	0	0	0	0	0	0
Ccl21c	7.518519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	95	0	0	0	0	0	0	0	0	0	0	0
Vegfa	7.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	464
Zfp955a	7.481481	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0
Zfp516	7.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	116	0	0	0	0
Wdr73	7.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0
Swi5	7.481481	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0
Rnf150	7.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	86	0	0	0	0	0	0	0	0	0	0	0
Ppp1r32	7.481481	0	0	0	0	0	89	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppie	7.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	133	0	0	0	0	0	0	0	0	0	0
Olfr1220	7.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	103	0	0	0	0	0	0	0	0	0	0	0
Nmb	7.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0
Golga2	7.481481	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0
Eya1	7.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	123	0	0	0	0	0	0	0	0	0	0	0
Enpp5	7.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	123	0	0	0	0	0	0	0	0	0	0
Arglu1	7.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	95	0	0	0	0	0	0	0	0	0	0	0
Adgrl2	7.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0
Add2	7.481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	112	0	0	0	0	0	0	0	0	0	0	0
Zfp365	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	89	0	0	0	0	0	0	0	0	0	0	0
Tox3	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	93	0	0	0	0	0	0	0	0	0	0	0
Tmem217	7.444444	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d22b	7.444444	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0
Sox17	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	137	0	0	0	0	0	0	0	0	0	0
Smad9	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	129	0	0	0	0	0	0	0	0	0	0	0
Rgs20	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0
Pld5	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	86	0	0	0	0	0	0	0	0	0	0	0
Mylk2	7.444444	104	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morf4l2	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	84	0	0	0	0
Kctd1	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	110	0	0	0	0	0	0	0	0	0	0	0
Dpm3	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0
Dnah1	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	87	0	0	0
Dhtkd1	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	95	0	0	0	0	0	0	0	0	0	0	0
Cnfn	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0
Asxl3	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	100	0	0	0	0	0	0	0	0	0	0	0
Astn2	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	100	0	0	0	0	0	0	0	0	0	0	0
2310033P09Rik	7.444444	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0
Zfp57	7.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	114	0	0	0	0	0	0	0	0	0	0	0
Scd3	7.407407	0	0	0	0	0	0	0	100	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd5	7.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0
Rragb	7.407407	0	0	0	0	0	0	0	100	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr95	7.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	114	0	0	0	0	0	0	0	0	0	0	0
Nudt7	7.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	94	0	0	0	0	0	0	0	0	0	0	0
Mical3	7.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0
Klre1	7.407407	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gng3	7.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	64	0	0	0	0
Gm34653	7.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	99	0	0
Fsip1	7.407407	0	0	0	0	0	0	0	100	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam120c	7.407407	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl2	7.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	114	0	0	0	0
Cwf19l2	7.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0
Cacna2d4	7.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0
Bscl2	7.407407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	64	0	0	0	0
Aldh5a1	7.407407	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0
Zfp488	7.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0
Mvb12a	7.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0
Lrrn1	7.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	105	0	0	0	0	0
Gcc2	7.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0
Fam98a	7.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0
Fam163a	7.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0
Duoxa1	7.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	109	0	0	0	0	0	0	0	0	0	0	0
Duox1	7.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	109	0	0	0	0	0	0	0	0	0	0	0
Cdk16	7.370370	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
Cacnb2	7.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	113	0	0	0	0	0	0	0	0	0	0	0
Aifm2	7.370370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	122	0	0	0	0	0	0	0	0	0	0	0
Zic2	7.333333	0	0	0	0	0	0	0	99	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp799	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	89	0	0	0	0	0	0	0	0	0	0
Slc16a11	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0
Shpk	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	124	0	0	0	0	0	0	0	0	0	0
Rnf144a	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	130	0	0	0	0	0
Ptpn23	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0
Ndn	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	104	0	0	0	0	0	0	0	0	0	0	0
Mctp1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	65	0	0	0	0	0	0	0	0	0	0	0
Lrrc4b	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0
Kidins220	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	89	0	0	0	0	0	0	0	0	0	0
Gm19410	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	104	0	0	0	0	0	0	0	0	0	0	0
Gm10509	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	119	0	0	0	0	0	0	0	0	0	0
Gdf1	7.333333	0	0	0	0	0	0	0	96	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgl2	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	97	0	0	0	0
Cux2	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0
Ctns	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	124	0	0	0	0	0	0	0	0	0	0
Cers1	7.333333	0	0	0	0	0	0	0	96	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd79b	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0
Alpk1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0
Rad54b	7.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	103	0	0	0	0	0	0	0	0	0	0
Pgr	7.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	85	0	0	0	0	0	0	0	0	0	0	0
Pde6g	7.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	115	0	0	0	0	0
Oxld1	7.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	115	0	0	0	0	0
Neto1	7.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	72	0	0	0	0	0	0	0	0	0	0	0
Mfsd4b4	7.296296	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0
Mettl22	7.296296	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0
Klk1b16	7.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0
Hbq1a	7.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	91	0	0	0	0	0	0	0	0	0	0	0
Ccdc137	7.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	115	0	0	0	0	0
Cables1	7.296296	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0
C3	7.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0
Aurkb	7.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0
Atp8a2	7.296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	104	0	0	0	0	0	0	0	0	0	0	0
Trhde	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	97	0	0	0	0	0	0	0	0	0	0	0
Tcerg1l	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	73	0	0	0	0	0	0	0	0	0	0	0
Serpinb6b	7.259259	114	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfc5	7.259259	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0
Prmt2	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	74	0	0	0	0	0	0	0	0	0	0
Pcdhb7	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	95	0	0	0	0	0	0	0	0	0	0	0
Nrcam	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	93	0	0	0	0	0	0	0	0	0	0	0
Mre11a	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	95	0	0	0	0	0	0	0	0	0	0
Ly86	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0
Krt6b	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	90	0	0	0	0	0	0	0	0	0	0	0
Fam171a2	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0
Esp38	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0
Dusp14	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	101	0	0	0	0	0
Dnajc25	7.259259	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0
Cd207	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	100	0	0	0	0
Ankrd49	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	95	0	0	0	0	0	0	0	0	0	0
1700028K03Rik	7.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	95	0	0	0	0	0	0	0	0	0	0	0
Zmynd15	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	129	0	0	0	0
Vmn2r33	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
Trub1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	78	0	0	0	0	0	0	0	0	0	0	0
Sub1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	120	0	0	0	0	0	0	0	0	0	0
Sprtn	7.222222	97	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sntg1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	86	0	0	0	0	0	0	0	0	0	0	0
Sertm1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	78	0	0	0	0	0	0	0	0	0	0	0
Rad51ap2	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	86	0	0	0	0	0	0	0	0	0	0	0
Ppp1r3c	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	113	0	0	0	0	0	0	0	0	0	0
P4ha2	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	115	0	0	0	0
Olfr1427	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1426	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0
Lman2l	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0
Kcnv2	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	78	0	0	0	0	0	0	0	0	0	0	0
Gm9733	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	78	0	0	0	0	0	0	0	0	0	0	0
Gm2004	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	86	0	0	0	0	0	0	0	0	0	0	0
Exoc8	7.222222	97	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgke	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	87	0	0	0	0	0
Ddc	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0
Col9a1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	78	0	0	0	0	0	0	0	0	0	0	0
Clstn2	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	89	0	0	0	0	0	0	0	0	0	0	0
Apol8	7.222222	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0
Tstd3	7.185185	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0
Soga3	7.185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	68	0	0	0	0	0	0	0	0	0	0	0
Septin14	7.185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	93	0	0	0	0	0	0	0	0	0	0	0
Rasd2	7.185185	0	0	0	0	0	0	0	97	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb16	7.185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	52	0	0	0	0	0	0	0	0	0	0	0
Palmd	7.185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	100	0	0	0	0	0	0	0	0	0	0
Myo1h	7.185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0
Ccdc38	7.185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	81	0	0	0	0	0	0	0	0	0	0	0
Uhrf1bp1l	7.148148	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
Scn9a	7.148148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	114	0	0	0	0	0	0	0	0	0	0	0
Pigh	7.148148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	114	0	0	0	0	0	0	0	0	0	0	0
Fez1	7.148148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	92	0	0	0	0	0
Dennd11	7.148148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	74	0	0	0	0	0	0	0	0	0	0	0
Anxa6	7.148148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	87	0	0	0	0	0
Zmym3	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0
Zfp771	7.111111	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0
Tmprss12	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	131	0	0	0	0	0	0	0	0	0	0	0
Tmem141	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	86	0	0	0
Sgip1	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	75	0	0	0	0	0	0	0	0	0	0
Pou4f1	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	101	0	0	0	0	0
Pcdha11	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	75	0	0	0	0	0	0	0	0	0	0	0
Myrip	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	95	0	0	0	0	0	0	0	0	0	0	0
Ift81	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	91	0	0	0	0	0	0	0	0	0	0	0
Has2	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	78	0	0	0	0	0	0	0	0	0	0	0
Gask1a	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	85	0	0	0	0	0	0	0	0	0	0	0
Eif6	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	82	0	0	0	0	0
Ect2l	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	98	0	0	0	0	0	0	0	0	0	0	0
Ece2	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	68	0	0	0	0	0	0	0	0	0	0	0
Dclk2	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	96	0	0	0	0	0
Cyp4f17	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	75	0	0	0	0	0	0	0	0	0	0	0
Ces2h	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc183	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	86	0	0	0
Adi1	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	105	0	0	0	0	0	0	0	0	0	0	0
Uqcr11	7.074074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0
Tigit	7.074074	96	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgma	7.074074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	79	0	0	0	0	0	0	0	0	0	0	0
