Target_genes	Gli3|Average	SRX20599249|Cortex	SRX23462396|Embryonic_brains	SRX23462397|Embryonic_brains	SRX23462398|Embryonic_brains	SRX386266|Embryonic_limb	STRING
Tpbgl	22.200000	111	0	0	0	0	0
Tmem131l	22.200000	111	0	0	0	0	0
Tfe3	22.200000	111	0	0	0	0	0
Slc41a3	22.200000	111	0	0	0	0	0
Obscn	22.200000	111	0	0	0	0	0
Myo1g	22.200000	111	0	0	0	0	0
Mycl	22.200000	0	111	0	0	0	0
Misp3	22.200000	111	0	0	0	0	0
Mast1	22.200000	111	0	0	0	0	0
Lgr6	22.200000	111	0	0	0	0	0
Insl3	22.200000	111	0	0	0	0	0
Icam5	22.200000	111	0	0	0	0	0
Hus1b	22.200000	111	0	0	0	0	0
Gpr88	22.200000	111	0	0	0	0	0
Fads6	22.200000	111	0	0	0	0	0
Exoc2	22.200000	111	0	0	0	0	0
Egr3	22.200000	111	0	0	0	0	0
Zfp46	22.000000	110	0	0	0	0	0
Wdr86	22.000000	110	0	0	0	0	0
St6galnac6	22.000000	110	0	0	0	0	0
Rem1	22.000000	110	0	0	0	0	0
Ifi30	22.000000	110	0	0	0	0	0
Gjb2	22.000000	110	0	0	0	0	0
Foxf2	22.000000	110	0	0	0	0	0
Foxb2	22.000000	0	110	0	0	0	0
Fam241b	22.000000	110	0	0	0	0	0
Fam20a	22.000000	110	0	0	0	0	0
Zfp36	21.800000	109	0	0	0	0	0
Yipf3	21.800000	109	0	0	0	0	0
Vmn1r5	21.800000	109	0	0	0	0	0
Tbxa2r	21.800000	109	0	0	0	0	0
Spns2	21.800000	109	0	0	0	0	0
Polr1c	21.800000	109	0	0	0	0	0
Plxnd1	21.800000	109	0	0	0	0	0
Pitpnm1	21.800000	109	0	0	0	0	0
Pik3r2	21.800000	109	0	0	0	0	0
Men1	21.800000	109	0	0	0	0	0
Meioc	21.800000	109	0	0	0	0	0
Lhx3	21.800000	109	0	0	0	0	0
Lgi4	21.800000	109	0	0	0	0	0
Klf8	21.800000	109	0	0	0	0	0
Kat6b	21.800000	0	109	0	0	0	0
Il17c	21.800000	109	0	0	0	0	0
Galk1	21.800000	109	0	0	0	0	0
Fxyd7	21.800000	109	0	0	0	0	0
Fxyd1	21.800000	109	0	0	0	0	0
Castor2	21.800000	109	0	0	0	0	0
Arhgef16	21.800000	109	0	0	0	0	0
2310011J03Rik	21.800000	109	0	0	0	0	0
Znrf1	21.600000	0	0	0	108	0	0
Xirp1	21.600000	108	0	0	0	0	0
Slc6a7	21.600000	108	0	0	0	0	0
Slc5a2	21.600000	108	0	0	0	0	0
Rbmxl2	21.600000	108	0	0	0	0	0
Olfr1298	21.600000	108	0	0	0	0	0
Mpp1	21.600000	0	108	0	0	0	0
Mfap3l	21.600000	0	108	0	0	0	0
Irf5	21.600000	108	0	0	0	0	0
Fosl1	21.600000	108	0	0	0	0	0
Flt1	21.600000	108	0	0	0	0	0
Fbxl20	21.600000	108	0	0	0	0	0
Dlx5	21.600000	108	0	0	0	0	0
Bcl9l	21.600000	108	0	0	0	0	0
Agpat2	21.600000	108	0	0	0	0	0
4930512M02Rik	21.600000	108	0	0	0	0	0
Wnt1	21.400000	107	0	0	0	0	0
Ufsp1	21.400000	107	0	0	0	0	0
Twist1	21.400000	107	0	0	0	0	0
Tns2	21.400000	107	0	0	0	0	0
Tmem106c	21.400000	107	0	0	0	0	0
N4bp3	21.400000	107	0	0	0	0	0
Kcnk15	21.400000	107	0	0	0	0	0
Kcnf1	21.400000	107	0	0	0	0	0
Gpc1	21.400000	107	0	0	0	0	0
Fut4	21.400000	107	0	0	0	0	0
Fam83g	21.400000	107	0	0	0	0	0
Zic3	21.200000	106	0	0	0	0	0
Tsr3	21.200000	106	0	0	0	0	0
Trmu	21.200000	106	0	0	0	0	0
Trim71	21.200000	106	0	0	0	0	0
Syt7	21.200000	106	0	0	0	0	0
Spred3	21.200000	106	0	0	0	0	0
Spns1	21.200000	106	0	0	0	0	0
Slc18a2	21.200000	106	0	0	0	0	0
Ntrk1	21.200000	106	0	0	0	0	0
Npas1	21.200000	106	0	0	0	0	0
Nags	21.200000	106	0	0	0	0	0
Mutyh	21.200000	106	0	0	0	0	0
Hpdl	21.200000	106	0	0	0	0	0
Gnptg	21.200000	106	0	0	0	0	0
Ggn	21.200000	106	0	0	0	0	0
Gabra5	21.200000	106	0	0	0	0	0
Edn2	21.200000	106	0	0	0	0	0
C1ql2	21.200000	106	0	0	0	0	0
Zfp282	21.000000	105	0	0	0	0	0
Zdbf2	21.000000	105	0	0	0	0	0
Xkr7	21.000000	105	0	0	0	0	0
Vwa2	21.000000	105	0	0	0	0	0
Vax2	21.000000	105	0	0	0	0	0
Usp29	21.000000	105	0	0	0	0	0
Uqcr11	21.000000	105	0	0	0	0	0
Ube4b	21.000000	105	0	0	0	0	0
Tufm	21.000000	105	0	0	0	0	0
Tubb3	21.000000	105	0	0	0	0	0
Tspyl3	21.000000	105	0	0	0	0	0
Tsfm	21.000000	105	0	0	0	0	0
Trim7	21.000000	105	0	0	0	0	0
Tpm2	21.000000	105	0	0	0	0	0
Tmem41a	21.000000	105	0	0	0	0	0
Tmbim1	21.000000	105	0	0	0	0	0
Tfcp2l1	21.000000	105	0	0	0	0	0
Terf2ip	21.000000	105	0	0	0	0	0
Sqor	21.000000	105	0	0	0	0	0
Sntg1	21.000000	105	0	0	0	0	0
Slc7a14	21.000000	105	0	0	0	0	0
Slc7a10	21.000000	105	0	0	0	0	0
Slc6a20a	21.000000	105	0	0	0	0	0
Slc46a1	21.000000	105	0	0	0	0	0
Slc12a8	21.000000	105	0	0	0	0	0
Sgms2	21.000000	105	0	0	0	0	0
Scin	21.000000	105	0	0	0	0	0
Ror1	21.000000	105	0	0	0	0	0
Rhod	21.000000	105	0	0	0	0	0
Rbm6	21.000000	105	0	0	0	0	0
Ramp1	21.000000	105	0	0	0	0	0
Qrfprl	21.000000	105	0	0	0	0	0
Ptprm	21.000000	105	0	0	0	0	0
Prrxl1	21.000000	105	0	0	0	0	0
Prpf4	21.000000	105	0	0	0	0	0
Pif1	21.000000	105	0	0	0	0	0
Phf19	21.000000	105	0	0	0	0	0
Percc1	21.000000	105	0	0	0	0	0
Peg3	21.000000	105	0	0	0	0	0
Pde3a	21.000000	105	0	0	0	0	0
Pcp4l1	21.000000	105	0	0	0	0	0
Olfr288	21.000000	105	0	0	0	0	0
Olfml2a	21.000000	105	0	0	0	0	0
Nxph1	21.000000	105	0	0	0	0	0
Nudt11	21.000000	105	0	0	0	0	0
Nfyb	21.000000	105	0	0	0	0	0
Ndrg1	21.000000	105	0	0	0	0	0
Nck1	21.000000	105	0	0	0	0	0
Naaa	21.000000	105	0	0	0	0	0
Mmp28	21.000000	105	0	0	0	0	0
Mmp15	21.000000	105	0	0	0	0	0
Mlycd	21.000000	105	0	0	0	0	0
Me3	21.000000	105	0	0	0	0	0
Mcf2	21.000000	105	0	0	0	0	0
Mc1r	21.000000	105	0	0	0	0	0
Mbtps2	21.000000	105	0	0	0	0	0
Mavs	21.000000	105	0	0	0	0	0
Marchf10	21.000000	105	0	0	0	0	0
Ltb4r2	21.000000	105	0	0	0	0	0
Lrrc71	21.000000	105	0	0	0	0	0
Lancl3	21.000000	105	0	0	0	0	0
Lamp1	21.000000	105	0	0	0	0	0
L3mbtl1	21.000000	105	0	0	0	0	0
Krt19	21.000000	105	0	0	0	0	0
Klhl26	21.000000	105	0	0	0	0	0
Kcng1	21.000000	105	0	0	0	0	0
Kars	21.000000	105	0	0	0	0	0
Jag2	21.000000	105	0	0	0	0	0
Itgb5	21.000000	105	0	0	0	0	0
Irf6	21.000000	105	0	0	0	0	0
Iqsec3	21.000000	105	0	0	0	0	0
Ipo7	21.000000	105	0	0	0	0	0
Ints6l	21.000000	105	0	0	0	0	0
Il6ra	21.000000	105	0	0	0	0	0
Hoxd3	21.000000	105	0	0	0	0	0
Gsx2	21.000000	105	0	0	0	0	0
Grp	21.000000	105	0	0	0	0	0
Gm5134	21.000000	105	0	0	0	0	0
Glrx3	21.000000	105	0	0	0	0	0
Glis2	21.000000	105	0	0	0	0	0
Fig4	21.000000	105	0	0	0	0	0
Fgf15	21.000000	105	0	0	0	0	0
Fbxo42	21.000000	105	0	0	0	0	0
Fam50a	21.000000	105	0	0	0	0	0
Fam185a	21.000000	105	0	0	0	0	0
Fam163a	21.000000	105	0	0	0	0	0
Ell3	21.000000	105	0	0	0	0	0
Dmrt2	21.000000	105	0	0	0	0	0
Decr1	21.000000	105	0	0	0	0	0
D830030K20Rik	21.000000	105	0	0	0	0	0
Cys1	21.000000	105	0	0	0	0	0
Cxcl2	21.000000	105	0	0	0	0	0
Cspg5	21.000000	105	0	0	0	0	0
Crhbp	21.000000	105	0	0	0	0	0
Chrdl1	21.000000	105	0	0	0	0	0
Cdc26	21.000000	105	0	0	0	0	0
Ccna1	21.000000	105	0	0	0	0	0
Ccdc80	21.000000	105	0	0	0	0	0
Ccdc146	21.000000	105	0	0	0	0	0
Cav3	21.000000	105	0	0	0	0	0
Cacng3	21.000000	105	0	0	0	0	0
Cacna1b	21.000000	105	0	0	0	0	0
Bex4	21.000000	105	0	0	0	0	0
Bean1	21.000000	105	0	0	0	0	0
Bag3	21.000000	105	0	0	0	0	0
Atxn10	21.000000	105	0	0	0	0	0
Arpc1b	21.000000	105	0	0	0	0	0
Arhgef6	21.000000	105	0	0	0	0	0
Alkal1	21.000000	105	0	0	0	0	0
Aifm1	21.000000	105	0	0	0	0	0
Agap3	21.000000	105	0	0	0	0	0
Acan	21.000000	105	0	0	0	0	0
Ablim3	21.000000	105	0	0	0	0	0
Abcg1	21.000000	105	0	0	0	0	0
Abcb6	21.000000	105	0	0	0	0	0
4930447C04Rik	21.000000	105	0	0	0	0	0
Tmc8	20.800000	104	0	0	0	0	0
Tmc6	20.800000	104	0	0	0	0	0
Tgm2	20.800000	104	0	0	0	0	0
Skor2	20.800000	104	0	0	0	0	0
Sik1	20.800000	104	0	0	0	0	0
Sh3bp1	20.800000	104	0	0	0	0	0
Scarf2	20.800000	104	0	0	0	0	0
Rita1	20.800000	104	0	0	0	0	0
Phpt1	20.800000	104	0	0	0	0	0
Phldb1	20.800000	104	0	0	0	0	0
Nwd2	20.800000	104	0	0	0	0	0
Kcnk13	20.800000	104	0	0	0	0	0
Hivep3	20.800000	0	104	0	0	0	0
Foxc2	20.800000	104	0	0	0	0	0
Ddx54	20.800000	104	0	0	0	0	0
Clk3	20.800000	0	104	0	0	0	0
Cacng5	20.800000	0	104	0	0	0	0
Arhgap8	20.800000	104	0	0	0	0	0
Ajm1	20.800000	104	0	0	0	0	0
Wbp1	20.600000	103	0	0	0	0	0
Tmem114	20.600000	103	0	0	0	0	0
Slc22a7	20.600000	103	0	0	0	0	0
Sdhc	20.600000	0	103	0	0	0	0
Rhot2	20.600000	103	0	0	0	0	0
Reg2	20.600000	103	0	0	0	0	0
Mycbp2	20.600000	0	103	0	0	0	0
Mpz	20.600000	0	103	0	0	0	0
Mogs	20.600000	103	0	0	0	0	0
Mmp23	20.600000	103	0	0	0	0	0
Man1c1	20.600000	103	0	0	0	0	0
Foxb1	20.600000	103	0	0	0	0	0
Crip3	20.600000	103	0	0	0	0	0
C130050O18Rik	20.600000	103	0	0	0	0	0
Barhl2	20.600000	103	0	0	0	0	0
Barhl1	20.600000	103	0	0	0	0	0
Ankrd63	20.600000	103	0	0	0	0	0
Ttc4	20.400000	102	0	0	0	0	0
Tex2	20.400000	0	102	0	0	0	0
Nr2f2	20.400000	102	0	0	0	0	0
Nbl1	20.400000	102	0	0	0	0	0
Lmx1b	20.400000	102	0	0	0	0	0
Gpr27	20.400000	102	0	0	0	0	0
Glis1	20.400000	102	0	0	0	0	0
Ghrh	20.400000	0	102	0	0	0	0
Fzd5	20.400000	102	0	0	0	0	0
Ddn	20.400000	102	0	0	0	0	0
Crybb2	20.400000	102	0	0	0	0	0
Tead4	20.200000	101	0	0	0	0	0
Sema3f	20.200000	101	0	0	0	0	0
Rpl37rt	20.200000	101	0	0	0	0	0
Pcsk1n	20.200000	101	0	0	0	0	0
Nradd	20.200000	101	0	0	0	0	0
Nr5a1	20.200000	101	0	0	0	0	0
Lzts2	20.200000	101	0	0	0	0	0
Ier2	20.200000	0	101	0	0	0	0
Hoxd13	20.200000	101	0	0	0	0	0
Dll3	20.200000	101	0	0	0	0	0
Cyp2w1	20.200000	101	0	0	0	0	0
Chst7	20.200000	101	0	0	0	0	0
Ccdc124	20.200000	101	0	0	0	0	0
Asb6	20.200000	101	0	0	0	0	0
Adrm1	20.200000	101	0	0	0	0	0
Urb1	20.000000	100	0	0	0	0	0
Tmub1	20.000000	100	0	0	0	0	0
Tmem121	20.000000	100	0	0	0	0	0
Tap1	20.000000	100	0	0	0	0	0
Stat5a	20.000000	100	0	0	0	0	0
Ssrp1	20.000000	0	100	0	0	0	0
Smtnl2	20.000000	100	0	0	0	0	0
Slc22a12	20.000000	100	0	0	0	0	0
Rmdn3	20.000000	100	0	0	0	0	0
Psmb9	20.000000	100	0	0	0	0	0
P2rx3	20.000000	0	100	0	0	0	0
Nkx2-1	20.000000	100	0	0	0	0	0
Nalcn	20.000000	100	0	0	0	0	0
Metrnl	20.000000	100	0	0	0	0	0
Lhx4	20.000000	100	0	0	0	0	0
Kcnk3	20.000000	100	0	0	0	0	0
Jph3	20.000000	100	0	0	0	0	0
Fastk	20.000000	100	0	0	0	0	0
Cibar2	20.000000	100	0	0	0	0	0
Ccno	20.000000	100	0	0	0	0	0
Cbfa2t3	20.000000	100	0	0	0	0	0
C1ql4	20.000000	100	0	0	0	0	0
Aebp1	20.000000	100	0	0	0	0	0
Zmynd10	19.800000	99	0	0	0	0	0
Tmem132b	19.800000	99	0	0	0	0	0
Rnf166	19.800000	99	0	0	0	0	0
Rassf1	19.800000	99	0	0	0	0	0
Metrn	19.800000	99	0	0	0	0	0
Mest	19.800000	99	0	0	0	0	0
Hoxd1	19.800000	99	0	0	0	0	0
Gprc5c	19.800000	99	0	0	0	0	0
Ctu2	19.800000	99	0	0	0	0	0
Zdhhc22	19.600000	98	0	0	0	0	0
Parvg	19.600000	98	0	0	0	0	0
Kcnq2	19.600000	98	0	0	0	0	0
Dtwd2	19.600000	0	98	0	0	0	0
Dscaml1	19.600000	98	0	0	0	0	0
Dolpp1	19.600000	98	0	0	0	0	0
Ddah1	19.600000	0	98	0	0	0	0
Cdh3	19.600000	98	0	0	0	0	0
Arhgap39	19.600000	98	0	0	0	0	0
Abcc5	19.600000	0	98	0	0	0	0
AB124611	19.600000	98	0	0	0	0	0
Tmem91	19.400000	0	97	0	0	0	0
Slc45a1	19.400000	97	0	0	0	0	0
Slc25a23	19.400000	97	0	0	0	0	0
Shmt2	19.400000	97	0	0	0	0	0
Scx	19.400000	97	0	0	0	0	0
Samd14	19.400000	97	0	0	0	0	0
S100a7l2	19.400000	97	0	0	0	0	0
Npr2	19.400000	97	0	0	0	0	0
Nab2	19.400000	97	0	0	0	0	0
Mymk	19.400000	97	0	0	0	0	0
Mn1	19.400000	0	97	0	0	0	0
Ltbp3	19.400000	0	97	0	0	0	0
Kif26a	19.400000	97	0	0	0	0	0
Ift140	19.400000	97	0	0	0	0	0
Grm4	19.400000	97	0	0	0	0	0
Gad1	19.400000	97	0	0	0	0	0
Esrp1	19.400000	97	0	0	0	0	0
Cramp1l	19.400000	97	0	0	0	0	0
Cnnm2	19.400000	0	97	0	0	0	0
Arid3a	19.400000	97	0	0	0	0	0
Nos2	19.200000	96	0	0	0	0	426
Znhit2	19.200000	96	0	0	0	0	0
Zkscan4	19.200000	96	0	0	0	0	0
Zfp623	19.200000	96	0	0	0	0	0
Vmn2r90	19.200000	96	0	0	0	0	0
Usp43	19.200000	96	0	0	0	0	0
Usp38	19.200000	96	0	0	0	0	0
Txndc9	19.200000	96	0	0	0	0	0
Tomm20	19.200000	96	0	0	0	0	0
Tdrd6	19.200000	96	0	0	0	0	0
Srsf12	19.200000	96	0	0	0	0	0
Sptb	19.200000	96	0	0	0	0	0
Smim43	19.200000	96	0	0	0	0	0
Smap1	19.200000	96	0	0	0	0	0
Slc35f2	19.200000	96	0	0	0	0	0
Slc25a44	19.200000	96	0	0	0	0	0
Slc25a39	19.200000	96	0	0	0	0	0
Six6	19.200000	96	0	0	0	0	0
Shtn1	19.200000	96	0	0	0	0	0
Shisa9	19.200000	96	0	0	0	0	0
Sfswap	19.200000	96	0	0	0	0	0
Sez6l	19.200000	96	0	0	0	0	0
Selplg	19.200000	96	0	0	0	0	0
Scube2	19.200000	96	0	0	0	0	0
Rsad1	19.200000	96	0	0	0	0	0
Rragc	19.200000	96	0	0	0	0	0
Rpp25l	19.200000	96	0	0	0	0	0
Ripk4	19.200000	96	0	0	0	0	0
Rhbg	19.200000	96	0	0	0	0	0
Rarres1	19.200000	96	0	0	0	0	0
Ralgapb	19.200000	96	0	0	0	0	0
Rab33a	19.200000	96	0	0	0	0	0
Rab27a	19.200000	96	0	0	0	0	0
Rab26	19.200000	96	0	0	0	0	0
Pwwp3b	19.200000	96	0	0	0	0	0
Prrx2	19.200000	96	0	0	0	0	0
Ppm1g	19.200000	96	0	0	0	0	0
Pou4f1	19.200000	96	0	0	0	0	0
Plcg2	19.200000	96	0	0	0	0	0
Pgs1	19.200000	96	0	0	0	0	0
Pdk4	19.200000	96	0	0	0	0	0
Pakap	19.200000	96	0	0	0	0	0
Olfr95	19.200000	96	0	0	0	0	0
Nxf1	19.200000	96	0	0	0	0	0
Nup188	19.200000	96	0	0	0	0	0
Neurog1	19.200000	96	0	0	0	0	0
Nap1l5	19.200000	96	0	0	0	0	0
Mrpl49	19.200000	96	0	0	0	0	0
Mgat4b	19.200000	96	0	0	0	0	0
Mfsd4a	19.200000	96	0	0	0	0	0
Meiob	19.200000	96	0	0	0	0	0
Mef2d	19.200000	96	0	0	0	0	0
Mal2	19.200000	96	0	0	0	0	0
Lypd1	19.200000	96	0	0	0	0	0
Lrp4	19.200000	96	0	0	0	0	0
Lgr5	19.200000	96	0	0	0	0	0
Kif12	19.200000	96	0	0	0	0	0
Kcnn2	19.200000	96	0	0	0	0	0
Kcnk1	19.200000	96	0	0	0	0	0
Itga9	19.200000	96	0	0	0	0	0
Ipo11	19.200000	96	0	0	0	0	0
Htra1	19.200000	96	0	0	0	0	0
Hspa12b	19.200000	96	0	0	0	0	0
Hpgd	19.200000	96	0	0	0	0	0
Grb10	19.200000	96	0	0	0	0	0
Gpc3	19.200000	96	0	0	0	0	0
Gm12500	19.200000	96	0	0	0	0	0
Gm11565	19.200000	96	0	0	0	0	0
Gata3	19.200000	96	0	0	0	0	0
Gabarapl2	19.200000	96	0	0	0	0	0
Frmpd4	19.200000	96	0	0	0	0	0
Fkbp3	19.200000	96	0	0	0	0	0
Fhl2	19.200000	96	0	0	0	0	0
Fancm	19.200000	96	0	0	0	0	0
Fam174b	19.200000	96	0	0	0	0	0
Fam149a	19.200000	96	0	0	0	0	0
F8a	19.200000	96	0	0	0	0	0
Eif5b	19.200000	96	0	0	0	0	0
Edrf1	19.200000	96	0	0	0	0	0
Ednra	19.200000	96	0	0	0	0	0
E2f2	19.200000	96	0	0	0	0	0
Dolk	19.200000	96	0	0	0	0	0
Dhrs7	19.200000	96	0	0	0	0	0
D930020B18Rik	19.200000	96	0	0	0	0	0
Cyp1a2	19.200000	96	0	0	0	0	0
Cplx3	19.200000	96	0	0	0	0	0
Cox6a1	19.200000	96	0	0	0	0	0
Clmp	19.200000	96	0	0	0	0	0
Clic5	19.200000	96	0	0	0	0	0
Cldn34c1	19.200000	96	0	0	0	0	0
Clcn5	19.200000	96	0	0	0	0	0
Cdc42bpb	19.200000	96	0	0	0	0	0
Cd48	19.200000	96	0	0	0	0	0
Car10	19.200000	96	0	0	0	0	0
Calcr	19.200000	96	0	0	0	0	0
Cacng6	19.200000	96	0	0	0	0	0
Cacnb2	19.200000	0	96	0	0	0	0
Bloc1s4	19.200000	96	0	0	0	0	0
Bhlhb9	19.200000	96	0	0	0	0	0
Bend4	19.200000	96	0	0	0	0	0
Bdkrb1	19.200000	96	0	0	0	0	0
Atg16l1	19.200000	96	0	0	0	0	0
Arsj	19.200000	96	0	0	0	0	0
Angptl2	19.200000	96	0	0	0	0	0
Ampd2	19.200000	96	0	0	0	0	0
Alx1	19.200000	96	0	0	0	0	0
Acsl4	19.200000	96	0	0	0	0	0
Abhd15	19.200000	96	0	0	0	0	0
1700013H16Rik	19.200000	96	0	0	0	0	0
1700001O22Rik	19.200000	96	0	0	0	0	0
Tpsg1	19.000000	95	0	0	0	0	0
Tmem30b	19.000000	95	0	0	0	0	0
Shisal1	19.000000	95	0	0	0	0	0
Scn1b	19.000000	95	0	0	0	0	0
Plk5	19.000000	95	0	0	0	0	0
Nxph4	19.000000	95	0	0	0	0	0
Nomo1	19.000000	95	0	0	0	0	0
Nlgn1	19.000000	95	0	0	0	0	0
Mcam	19.000000	95	0	0	0	0	0
Islr2	19.000000	95	0	0	0	0	0
Hoxa6	19.000000	95	0	0	0	0	0
Hoxa5	19.000000	95	0	0	0	0	0
Dnajc16	19.000000	0	95	0	0	0	0
Chst8	19.000000	95	0	0	0	0	0
Abcc6	19.000000	95	0	0	0	0	0
Slit2	18.800000	94	0	0	0	0	0
Sgca	18.800000	94	0	0	0	0	0
Rtl5	18.800000	94	0	0	0	0	0
Mob1b	18.800000	94	0	0	0	0	0
Kcnk12	18.800000	94	0	0	0	0	0
Hoxa7	18.800000	94	0	0	0	0	0
Hoxa3	18.800000	94	0	0	0	0	0
Hils1	18.800000	94	0	0	0	0	0
Foxd2	18.800000	94	0	0	0	0	0
Epb41l4b	18.800000	94	0	0	0	0	0
Ebf3	18.800000	94	0	0	0	0	0
Dtx1	18.800000	94	0	0	0	0	0
Cenpb	18.800000	94	0	0	0	0	0
C2cd4d	18.800000	94	0	0	0	0	0
Afap1l2	18.800000	94	0	0	0	0	0
Adcy8	18.800000	94	0	0	0	0	0
1700018B08Rik	18.800000	94	0	0	0	0	0
Zfp622	18.600000	93	0	0	0	0	0
Zfp386	18.600000	93	0	0	0	0	0
Vwa1	18.600000	93	0	0	0	0	0
Trank1	18.600000	93	0	0	0	0	0
Synj2	18.600000	93	0	0	0	0	0
Slc41a1	18.600000	0	93	0	0	0	0
Rab3a	18.600000	93	0	0	0	0	0
Prr18	18.600000	93	0	0	0	0	0
Phlda2	18.600000	93	0	0	0	0	0
Olig1	18.600000	93	0	0	0	0	0
Dusp2	18.600000	93	0	0	0	0	0
Ccdc177	18.600000	93	0	0	0	0	0
Camkk1	18.600000	93	0	0	0	0	0
Bmp6	18.600000	93	0	0	0	0	0
Atp8b3	18.600000	93	0	0	0	0	0
Astl	18.600000	93	0	0	0	0	0
Ppp1r1b	18.400000	92	0	0	0	0	0
Pear1	18.400000	92	0	0	0	0	0
Leng9	18.400000	92	0	0	0	0	0
Kcna6	18.400000	92	0	0	0	0	0
Jak3	18.400000	92	0	0	0	0	0
Egr4	18.400000	92	0	0	0	0	0
Dnajc4	18.400000	92	0	0	0	0	0
Dlx1	18.400000	92	0	0	0	0	0
Cep170b	18.400000	92	0	0	0	0	0
C1ql1	18.400000	92	0	0	0	0	0
Adamts5	18.400000	92	0	0	0	0	0
Sympk	18.200000	91	0	0	0	0	0
Slc16a13	18.200000	91	0	0	0	0	0
Slc16a11	18.200000	91	0	0	0	0	0
Six2	18.200000	91	0	0	0	0	0
Sh3rf3	18.200000	91	0	0	0	0	0
Nckipsd	18.200000	91	0	0	0	0	0
Henmt1	18.200000	91	0	0	0	0	0
Dll1	18.200000	91	0	0	0	0	0
Dhx37	18.200000	91	0	0	0	0	0
Coro6	18.200000	91	0	0	0	0	0
Cactin	18.200000	91	0	0	0	0	0
Aak1	18.200000	0	91	0	0	0	0
Twist2	18.000000	90	0	0	0	0	0
Tnfaip8	18.000000	0	90	0	0	0	0
Tbx5	18.000000	90	0	0	0	0	0
Rtn4rl1	18.000000	90	0	0	0	0	0
Rax	18.000000	90	0	0	0	0	0
Pou4f2	18.000000	90	0	0	0	0	0
Nkx1-2	18.000000	90	0	0	0	0	0
Hcar1	18.000000	90	0	0	0	0	0
Gsg1l	18.000000	90	0	0	0	0	0
Gng4	18.000000	90	0	0	0	0	0
Fzd9	18.000000	90	0	0	0	0	0
Fmnl1	18.000000	90	0	0	0	0	0
Dph1	18.000000	90	0	0	0	0	0
Cdk6	18.000000	0	90	0	0	0	0
Aqp6	18.000000	90	0	0	0	0	0
Rnf213	17.800000	89	0	0	0	0	0
Ints13	17.800000	0	89	0	0	0	0
Fgfr1op2	17.800000	0	89	0	0	0	0
Fabp3	17.800000	89	0	0	0	0	0
Diras1	17.800000	89	0	0	0	0	0
Vps37d	17.600000	88	0	0	0	0	0
Slc6a21	17.600000	88	0	0	0	0	0
Pnpla8	17.600000	0	0	0	88	0	0
Nkx2-2	17.600000	88	0	0	0	0	0
Nell2	17.600000	0	88	0	0	0	0
Epb41l1	17.600000	88	0	0	0	0	0
Blvrb	17.600000	88	0	0	0	0	0
Ablim2	17.600000	88	0	0	0	0	0
Zxdc	17.400000	87	0	0	0	0	0
Znhit3	17.400000	0	87	0	0	0	0
Zbtb8b	17.400000	87	0	0	0	0	0
Vtn	17.400000	87	0	0	0	0	0
Uqcrh	17.400000	87	0	0	0	0	0
Ubfd1	17.400000	87	0	0	0	0	0
Tub	17.400000	87	0	0	0	0	0
Ttc9b	17.400000	87	0	0	0	0	0
Tssc4	17.400000	87	0	0	0	0	0
Trip12	17.400000	87	0	0	0	0	0
Ticrr	17.400000	87	0	0	0	0	0
Tcfl5	17.400000	87	0	0	0	0	0
Tatdn2	17.400000	87	0	0	0	0	0
Syne1	17.400000	87	0	0	0	0	0
Spib	17.400000	87	0	0	0	0	0
Spast	17.400000	87	0	0	0	0	0
Slc6a11	17.400000	87	0	0	0	0	0
Sirt4	17.400000	87	0	0	0	0	0
Shisa6	17.400000	87	0	0	0	0	0
Sebox	17.400000	87	0	0	0	0	0
Rora	17.400000	87	0	0	0	0	0
Rcsd1	17.400000	87	0	0	0	0	0
Rbpms2	17.400000	87	0	0	0	0	0
Rapgef5	17.400000	87	0	0	0	0	0
Rab40c	17.400000	87	0	0	0	0	0
Ptpn1	17.400000	87	0	0	0	0	0
Ptma	17.400000	87	0	0	0	0	0
Prrg4	17.400000	87	0	0	0	0	0
Prpmp5	17.400000	87	0	0	0	0	0
Ppp1r3b	17.400000	87	0	0	0	0	0
Plod1	17.400000	87	0	0	0	0	0
Pitx3	17.400000	87	0	0	0	0	0
Pgbd5	17.400000	87	0	0	0	0	0
Pgap2	17.400000	87	0	0	0	0	0
Penk	17.400000	87	0	0	0	0	0
Pde8b	17.400000	87	0	0	0	0	0
Parvb	17.400000	87	0	0	0	0	0
Opcml	17.400000	87	0	0	0	0	0
Oga	17.400000	87	0	0	0	0	0
Nup62cl	17.400000	87	0	0	0	0	0
Nefl	17.400000	87	0	0	0	0	0
Ncoa3	17.400000	87	0	0	0	0	0
Myo5b	17.400000	87	0	0	0	0	0
Msx2	17.400000	87	0	0	0	0	0
Mgarp	17.400000	87	0	0	0	0	0
Marchf11	17.400000	87	0	0	0	0	0
Lrrc41	17.400000	87	0	0	0	0	0
L1cam	17.400000	87	0	0	0	0	0
Kcne1l	17.400000	87	0	0	0	0	0
Josd2	17.400000	87	0	0	0	0	0
Jmjd1c	17.400000	87	0	0	0	0	0
Impact	17.400000	87	0	0	0	0	0
Il17rb	17.400000	87	0	0	0	0	0
Igfbp5	17.400000	87	0	0	0	0	0
Gspt1	17.400000	87	0	0	0	0	0
Gpr83	17.400000	87	0	0	0	0	0
Gm2115	17.400000	87	0	0	0	0	0
Gjb6	17.400000	87	0	0	0	0	0
