Target_genes	Mycn|Average	SRX821477|Medulloblastoma	SRX821480|Medulloblastoma	SRX2960250|Neuroblastoma	SRX2960253|Neuroblastoma	SRX2960256|Neuroblastoma	SRX8423446|Tumor	SRX8423448|Tumor	SRX8423450|Tumor	SRX8423452|Tumor	SRX8423454|Tumor	SRX14407156|T_cell_lymphoma_cells	STRING
Zfp454	67.454545	0	0	0	0	0	0	0	0	0	742	0	0
Tmem200c	67.454545	0	0	0	0	0	0	0	0	0	742	0	0
Prps2	67.454545	0	0	0	0	0	0	197	0	0	545	0	0
Kdm5d	67.454545	0	0	0	0	0	0	216	0	0	526	0	0
Doc2a	67.454545	0	0	0	0	0	0	80	0	0	662	0	0
Cpne7	67.454545	0	0	0	0	0	0	0	0	0	742	0	0
Cldn5	67.454545	0	0	0	0	0	0	0	0	0	742	0	0
Zfp874a	67.363636	0	0	0	0	0	89	157	0	0	495	0	0
Lrrc7	67.363636	0	208	0	0	0	0	0	0	0	533	0	0
Gm13288	67.363636	0	210	0	0	0	121	93	0	0	317	0	0
Gipc2	67.363636	0	0	0	0	0	0	245	0	0	496	0	0
Chrm3	67.363636	0	0	0	0	0	0	0	0	0	741	0	0
Cd274	67.363636	0	0	0	0	0	120	133	0	0	386	102	0
Taf13	67.272727	0	0	0	0	0	155	0	0	103	482	0	0
Rnf182	67.272727	0	0	0	0	0	0	0	0	0	740	0	0
Plgrkt	67.272727	0	0	0	0	0	0	0	0	0	740	0	0
Msc	67.272727	0	0	0	0	0	0	0	0	0	740	0	0
Grhl3	67.272727	0	0	0	0	0	0	0	0	0	740	0	0
Disc1	67.272727	0	132	0	0	0	0	100	0	0	508	0	0
Apeh	67.272727	0	0	0	0	0	144	228	0	0	368	0	0
Vps41	67.181818	0	0	0	0	0	0	148	0	0	591	0	0
Sf3b6	67.181818	0	0	0	0	0	98	90	142	0	409	0	0
Plscr4	67.181818	0	141	0	0	0	0	168	0	0	430	0	0
Cpt1c	67.181818	0	0	0	0	0	0	144	0	0	595	0	0
Zkscan1	67.090909	0	0	0	0	0	0	280	0	0	458	0	0
Tnni3	67.090909	0	0	0	0	0	103	217	0	0	418	0	0
Rps27rt	67.090909	0	0	0	0	0	0	139	99	112	388	0	0
Rab13	67.090909	0	0	0	0	0	0	139	99	112	388	0	0
Pkib	67.090909	0	0	0	0	0	0	0	0	0	738	0	0
Phldb1	67.090909	0	370	0	0	0	0	104	0	0	264	0	0
Flnb	67.090909	0	0	0	0	0	0	96	135	0	507	0	0
Entpd3	67.090909	0	0	0	0	0	60	177	166	0	335	0	0
Tnfaip8	67.000000	0	175	0	0	0	0	192	0	0	370	0	0
Syne3	67.000000	0	0	0	0	0	0	160	0	0	577	0	0
Stk36	67.000000	0	0	0	0	0	0	132	0	0	605	0	0
Sim2	67.000000	0	0	0	0	0	0	0	0	0	737	0	0
Rnf25	67.000000	0	0	0	0	0	0	132	0	0	605	0	0
Pllp	67.000000	0	0	0	0	0	0	308	0	0	429	0	0
Lcmt1	67.000000	0	0	0	0	0	0	87	0	0	650	0	0
Rhoc	66.909091	0	76	0	0	0	0	277	0	0	383	0	0
Lgr5	66.909091	0	0	0	0	0	0	168	0	0	568	0	0
Hes7	66.909091	0	161	0	0	0	148	114	0	0	313	0	0
Aloxe3	66.909091	0	161	0	0	0	148	114	0	0	313	0	0
Ebp	66.818182	0	0	0	0	0	0	101	0	0	634	0	0
Slc14a2	66.727273	0	0	0	0	0	0	0	0	0	734	0	0
Myo1e	66.727273	0	0	0	0	0	87	118	82	111	336	0	0
Lama1	66.727273	0	0	0	0	0	0	148	0	0	586	0	0
Gm10033	66.727273	0	0	0	0	0	0	122	96	108	408	0	0
Gng4	66.636364	0	0	0	0	0	0	0	0	0	733	0	0
Ckap2l	66.636364	0	0	0	0	0	0	0	83	113	537	0	0
Blnk	66.636364	0	0	0	0	0	217	133	109	0	274	0	0
Rbm47	66.545455	0	0	0	0	0	112	165	0	0	455	0	0
Rad51ap2	66.545455	0	0	0	0	0	0	0	0	0	732	0	0
Ndrg2	66.545455	0	0	0	0	0	107	222	0	0	403	0	0
Gm13420	66.454545	0	0	0	0	0	0	0	0	0	731	0	0
Crlf2	66.454545	0	0	0	0	0	143	90	0	140	358	0	0
Cmtm3	66.454545	0	0	0	0	0	99	133	0	74	425	0	0
Lhfpl3	66.363636	0	0	0	0	0	0	0	0	0	730	0	0
Ffar2	66.363636	0	0	0	0	0	0	0	0	0	730	0	0
Smg8	66.272727	0	133	0	0	0	109	124	0	0	363	0	0
Pla2g5	66.272727	0	0	314	0	0	0	0	0	0	415	0	0
Ccdc182	66.272727	0	0	0	0	0	0	0	0	0	729	0	0
Aox1	66.272727	0	0	0	0	0	0	128	0	0	601	0	0
Tfap2a	66.181818	0	0	0	0	0	172	148	0	0	408	0	0
Scyl2	66.181818	0	0	0	0	0	0	131	0	90	507	0	0
Fam155a	66.181818	0	0	0	0	0	0	0	0	0	728	0	0
Cfap54	66.181818	0	0	0	0	0	0	0	0	0	728	0	0
Alkbh6	66.181818	0	0	0	0	0	0	0	140	100	488	0	0
Klf6	66.090909	0	115	0	0	0	104	0	0	0	508	0	0
Tmco4	66.000000	0	0	0	0	0	102	254	0	0	370	0	0
Syt16	66.000000	0	0	0	0	0	0	0	0	0	726	0	0
Syp	66.000000	0	0	0	0	0	0	0	0	0	726	0	0
Plpp7	66.000000	0	0	0	0	0	0	0	0	0	726	0	0
Pifo	66.000000	0	0	0	0	0	0	0	0	0	726	0	0
Ddt	66.000000	0	0	0	0	0	0	104	70	0	552	0	0
Cacna1b	66.000000	0	0	0	0	0	0	0	0	0	726	0	0
Ano2	66.000000	0	0	0	0	0	0	0	0	0	726	0	0
Synpo	65.909091	0	0	0	0	0	101	97	0	0	527	0	0
Slc26a4	65.909091	0	0	0	0	0	94	124	0	0	507	0	0
Hecw1	65.909091	0	0	0	0	0	0	0	0	0	725	0	0
Tma7	65.818182	0	0	0	0	0	88	0	0	0	636	0	0
Cib4	65.818182	0	0	0	0	0	0	0	0	0	724	0	0
Ccdc51	65.818182	0	0	0	0	0	88	0	0	0	636	0	0
Rpl3l	65.727273	0	0	0	0	0	0	0	0	0	723	0	0
Pcdhb1	65.727273	0	0	0	0	0	0	0	0	0	723	0	0
Nalcn	65.727273	0	0	0	0	0	0	0	0	0	723	0	0
Hoxb9	65.727273	0	0	0	0	0	128	138	122	133	202	0	0
Zfpm2	65.636364	0	173	0	0	0	0	0	0	0	549	0	0
Ttll8	65.636364	0	0	0	0	0	0	0	0	0	722	0	0
St6galnac5	65.636364	0	0	0	0	0	0	0	0	0	722	0	0
Cflar	65.636364	0	0	0	0	0	119	218	0	0	385	0	0
Zfp33b	65.545455	0	0	0	0	0	105	241	0	0	375	0	0
Tub	65.545455	0	0	0	0	0	0	0	0	0	721	0	0
Slc6a15	65.545455	0	0	0	0	0	0	0	0	0	721	0	0
Pnma2	65.545455	0	0	0	0	0	0	0	0	0	721	0	0
Midn	65.545455	0	91	0	0	0	0	171	69	0	390	0	0
Itgb8	65.545455	0	0	0	0	0	0	167	0	0	554	0	0
Fut1	65.545455	0	0	0	0	0	0	0	0	122	599	0	0
Fgf21	65.545455	0	0	0	0	0	0	0	0	122	599	0	0
Spata17	65.454545	0	0	0	0	0	105	198	116	0	301	0	0
Slc16a14	65.454545	0	0	0	0	0	82	0	0	0	638	0	0
Mapk4	65.454545	0	0	0	0	0	0	0	0	0	720	0	0
Gpatch2	65.454545	0	0	0	0	0	105	198	116	0	301	0	0
Clmn	65.454545	0	228	0	0	0	89	127	0	0	276	0	0
Bmp2	65.454545	0	0	0	0	0	192	126	0	0	402	0	0
Proca1	65.363636	0	0	0	0	0	0	217	0	0	502	0	0
Nkx2-1	65.363636	0	0	0	0	0	0	0	0	0	719	0	0
Hoatz	65.363636	0	0	0	0	0	73	138	0	0	508	0	0
Gng8	65.363636	0	164	0	0	0	0	317	0	0	238	0	0
Gas2l1	65.363636	0	0	0	0	0	101	112	0	0	506	0	0
Crabp2	65.363636	0	0	0	0	0	0	0	0	0	719	0	0
Rgs9bp	65.272727	0	0	0	0	0	0	181	77	0	460	0	0
Dlk2	65.272727	0	0	0	0	0	70	128	0	0	520	0	0
Ankrd27	65.272727	0	0	0	0	0	0	181	77	0	460	0	0
Adgrg1	65.272727	0	0	0	0	0	113	148	0	0	457	0	0
S100a10	65.181818	0	0	0	0	0	72	246	0	0	399	0	0
Pkp1	65.181818	0	0	0	0	0	147	123	0	0	447	0	0
Gm2897	65.181818	0	0	0	0	0	0	0	0	0	717	0	0
Amotl1	65.181818	0	0	0	0	0	0	217	0	0	500	0	0
Slc26a1	65.090909	0	0	0	0	0	0	0	0	0	716	0	0
Rlbp1	65.090909	0	0	0	0	0	0	0	0	0	716	0	0
Otx1	65.090909	0	0	0	0	0	0	91	0	0	625	0	0
Orai3	65.090909	0	73	0	0	0	143	277	0	0	223	0	0
Myo1h	65.090909	0	0	0	0	0	73	0	93	0	550	0	0
Mroh2a	65.090909	0	0	0	0	0	169	128	0	0	419	0	0
Mark4	65.090909	0	0	0	0	0	65	189	0	0	462	0	0
Exoc3l2	65.090909	0	0	0	0	0	65	189	0	0	462	0	0
Bcap31	65.090909	0	0	0	0	0	0	111	0	0	605	0	0
Actr6	65.090909	0	0	0	0	0	0	191	0	0	525	0	0
Abcd1	65.090909	0	0	0	0	0	0	111	0	0	605	0	0
Igbp1	65.000000	0	0	0	0	0	0	0	0	0	715	0	0
Ubap1	64.909091	0	0	0	0	0	0	136	0	0	578	0	0
Tpm3	64.909091	0	0	0	0	0	0	140	0	0	574	0	0
Sqor	64.909091	0	0	0	0	0	0	156	0	0	558	0	0
Ptx3	64.909091	0	0	0	0	0	0	0	0	0	714	0	0
Sema5b	64.727273	0	162	0	0	0	0	0	0	0	550	0	0
Oacyl	64.727273	0	0	0	0	0	0	96	0	0	616	0	0
Slc6a4	64.636364	0	187	0	0	0	0	113	0	0	411	0	0
Selenom	64.636364	0	0	0	0	0	99	79	0	0	533	0	0
Pdzrn4	64.636364	0	0	0	0	0	0	0	0	0	711	0	0
Nucb1	64.636364	0	0	0	0	0	99	109	0	0	503	0	0
Dlec1	64.636364	0	0	0	0	0	0	92	0	0	619	0	0
Tagln3	64.545455	0	0	0	0	0	0	0	0	0	710	0	0
Rbm20	64.545455	0	98	0	0	0	0	0	0	0	612	0	0
Lpar6	64.545455	0	0	0	0	0	141	235	0	108	226	0	0
Fscn2	64.545455	0	0	0	0	0	0	0	0	0	710	0	0
Fndc3c1	64.545455	0	0	0	0	0	0	0	0	0	710	0	0
Ecrg4	64.545455	0	0	0	0	0	0	0	0	0	710	0	0
Cenpe	64.545455	0	0	0	0	0	76	0	99	0	535	0	0
Adamtsl3	64.545455	0	0	0	0	0	0	278	0	0	432	0	0
Ttc9	64.454545	0	0	0	0	0	0	140	0	0	569	0	0
Scnn1g	64.454545	0	0	0	0	0	129	99	0	0	481	0	0
Gxylt2	64.454545	0	113	0	0	0	0	150	0	0	446	0	0
Cort	64.454545	0	0	0	0	0	0	0	0	0	709	0	0
Plin3	64.363636	0	0	0	0	0	0	163	119	0	426	0	0
Kcnk13	64.363636	0	0	0	0	0	0	131	0	0	577	0	0
Dusp26	64.363636	0	0	0	0	0	0	0	0	0	708	0	0
Zfp385b	64.272727	0	0	0	0	0	0	97	0	0	610	0	0
Foxb2	64.272727	0	0	0	0	0	0	0	0	0	707	0	0
Fat3	64.272727	0	149	0	0	0	0	0	0	0	558	0	0
Dnajc12	64.272727	0	0	0	0	0	0	0	0	160	547	0	0
Tekt1	64.181818	0	0	0	0	0	0	0	0	0	706	0	0
Slc35f6	64.181818	0	0	0	0	0	81	99	0	0	526	0	0
Msrb2	64.181818	0	0	0	0	0	0	157	0	0	549	0	0
Bex1	64.181818	0	0	0	0	0	0	0	0	0	706	0	0
Sardh	64.090909	0	0	0	0	0	130	192	0	0	383	0	0
Ndufa4l2	64.090909	0	293	0	0	0	139	0	0	0	273	0	0
Bin3	64.090909	0	0	0	0	0	137	146	0	0	422	0	0
Sox8	64.000000	0	334	0	0	0	0	0	0	0	370	0	0
Esco2	64.000000	0	0	0	0	0	76	130	0	0	498	0	0
Ccdc25	64.000000	0	0	0	0	0	76	130	0	0	498	0	0
Sec23b	63.909091	0	0	0	0	0	0	151	91	0	461	0	0
Olfr204	63.909091	0	0	0	0	0	0	0	0	0	703	0	0
Gspt2	63.909091	0	0	0	0	0	0	0	0	0	703	0	0
Dnm1	63.909091	0	0	0	0	0	0	181	0	0	522	0	0
Tmem218	63.818182	0	0	0	0	0	0	0	96	115	491	0	0
Rit1	63.818182	0	0	0	0	0	0	138	0	0	564	0	0
Phyh	63.818182	0	0	0	0	0	0	98	0	0	604	0	0
Pgpep1	63.818182	0	0	0	0	0	137	161	0	0	404	0	0
Hspa1b	63.818182	0	0	0	0	0	137	232	0	82	251	0	0
Tsc22d3	63.727273	0	0	0	0	0	0	190	0	0	511	0	0
Ldhb	63.727273	0	0	0	0	0	0	0	0	0	701	0	0
Dact2	63.727273	0	0	0	0	0	0	208	0	115	378	0	0
Hoxa9	63.636364	0	0	0	0	0	0	177	0	0	523	0	0
Fuca1	63.636364	0	110	0	0	0	73	101	0	0	416	0	0
Fam111a	63.636364	0	0	0	0	0	0	114	0	0	586	0	0
Top2a	63.454545	0	0	0	0	0	100	0	160	0	438	0	0
Oscar	63.454545	0	0	0	0	0	122	0	0	0	576	0	0
Ndufa3	63.454545	0	0	0	0	0	122	0	0	0	576	0	0
Mapk8ip1	63.454545	0	0	0	0	0	0	104	0	0	594	0	0
Itih3	63.454545	0	0	0	0	0	0	0	0	0	698	0	0
Dzip1l	63.454545	0	0	0	0	0	0	158	0	0	540	0	0
Zfp78	63.272727	0	0	0	0	0	0	115	0	0	581	0	0
Prkg2	63.272727	0	104	0	0	0	0	138	0	0	454	0	0
Fads3	63.272727	0	0	0	0	0	0	101	0	0	595	0	0
Zfp953	63.181818	0	0	0	0	0	87	235	0	0	373	0	0
Pdlim7	63.181818	0	0	0	0	0	0	168	0	0	527	0	0
Nipsnap1	63.181818	0	0	0	0	0	0	116	0	0	579	0	0
Epas1	63.181818	0	183	0	0	0	102	137	0	0	273	0	0
Elk3	63.181818	0	0	0	0	0	0	254	0	0	441	0	0
Zfp747	63.090909	0	0	0	0	0	0	203	0	122	369	0	0
Rundc3a	63.090909	0	0	0	0	0	0	0	0	0	694	0	0
Pstpip1	63.090909	0	0	0	0	0	108	116	0	0	470	0	0
Hpca	63.090909	0	563	0	0	0	0	0	0	0	131	0	0
Gm4952	63.090909	0	0	0	0	0	99	193	0	0	402	0	0
Fut10	63.090909	0	0	0	0	0	0	124	0	0	570	0	0
Upb1	63.000000	0	0	0	0	0	0	0	0	0	693	0	0
Dgkg	63.000000	0	166	0	0	0	0	0	0	0	527	0	0
Sidt1	62.909091	0	0	0	0	0	0	235	0	0	457	0	0
Serp2	62.909091	0	0	0	0	0	0	133	0	0	559	0	0
Plxnc1	62.909091	0	0	0	0	0	0	0	0	0	692	0	0
Olfm1	62.909091	0	124	0	0	0	0	0	0	0	568	0	0
Nsrp1	62.909091	0	140	0	0	0	0	0	0	139	413	0	0
Manea	62.909091	0	0	0	0	0	122	154	0	0	416	0	0
Hoxa1	62.909091	0	0	0	0	0	0	114	0	0	578	0	0
Gja1	62.909091	0	0	0	0	0	106	215	0	0	371	0	0
Enox2	62.909091	0	0	0	0	0	0	0	0	0	692	0	0
Arhgap4	62.909091	0	0	0	0	0	0	0	0	0	692	0	0
Apool	62.909091	0	0	0	0	0	0	0	0	0	692	0	0
Six3	62.818182	0	0	0	0	0	0	142	0	0	549	0	0
Rasa4	62.818182	0	0	0	0	0	0	0	97	0	594	0	0
Plekhd1	62.818182	0	0	0	0	0	0	156	0	0	535	0	0
Gdap1l1	62.818182	0	0	0	0	0	0	0	0	0	691	0	0
Atrx	62.818182	0	0	0	0	0	0	243	0	0	448	0	0
Anxa2	62.818182	0	0	0	0	0	171	168	0	0	352	0	0
1500009L16Rik	62.818182	0	221	0	0	0	0	0	0	0	470	0	0
Tmprss3	62.727273	0	0	0	0	0	0	0	0	0	690	0	0
Kcnd3	62.727273	0	246	0	0	0	0	90	0	0	354	0	0
Gm28455	62.727273	0	0	0	0	0	0	243	0	0	447	0	0
Cit	62.727273	0	0	0	0	0	0	0	0	103	587	0	0
Ska1	62.636364	0	0	0	0	0	0	0	0	0	689	0	0
Rhoj	62.636364	0	0	0	0	0	0	86	0	0	603	0	0
Psmb5	62.636364	0	0	0	0	0	81	222	0	0	386	0	0
Kif5a	62.636364	0	0	0	0	0	109	201	0	0	379	0	0
Irx4	62.636364	0	0	0	0	0	0	0	0	0	689	0	0
Hhex	62.636364	0	0	0	0	0	125	309	0	0	255	0	0
Galnt17	62.636364	0	0	0	0	0	0	140	0	0	549	0	0
Eps8l2	62.636364	0	0	0	0	0	263	205	0	0	221	0	0
Dctn2	62.636364	0	0	0	0	0	109	201	0	0	379	0	0
Slc25a14	62.545455	0	0	0	0	0	0	0	0	0	688	0	0
Rhbdl2	62.545455	0	0	0	0	0	128	216	0	0	344	0	0
Zfp239	62.454545	0	0	0	0	0	0	0	0	0	687	0	0
Thnsl2	62.454545	0	0	0	0	0	0	237	0	0	450	0	0
Sp9	62.454545	0	147	0	0	0	0	0	0	0	540	0	0
Slc25a17	62.454545	0	0	0	0	0	0	0	0	98	589	0	0
Pld1	62.454545	0	0	0	0	0	81	316	0	0	290	0	0
Ikzf1	62.454545	0	0	0	0	0	112	227	0	0	348	0	0
Cibar2	62.454545	0	0	0	0	0	0	0	0	0	687	0	0
Cdc20	62.454545	0	0	0	0	0	0	0	107	0	580	0	0
Tspan11	62.363636	0	232	0	0	0	0	94	0	0	360	0	0
Tcp11	62.363636	0	114	0	0	0	0	0	0	0	572	0	0
Syt4	62.363636	0	0	0	0	0	0	0	0	0	686	0	0
Slc10a4	62.363636	0	0	0	0	0	0	0	0	0	686	0	0
Dhrs3	62.363636	0	0	0	0	0	219	150	0	0	317	0	0
Ccdc113	62.363636	0	0	0	0	0	0	0	0	0	686	0	0
Srgap3	62.272727	0	0	0	0	0	0	0	0	0	685	0	0
Mei4	62.272727	0	0	0	0	0	0	0	0	0	685	0	0
Gstm1	62.272727	0	0	0	0	0	0	172	96	0	417	0	0
Fgfr3	62.272727	0	121	0	0	0	104	176	0	0	284	0	0
Abhd8	62.272727	0	0	0	0	0	0	122	152	0	411	0	0
Zfp804a	62.181818	0	128	0	0	0	0	0	0	0	556	0	0
Ifitm3	62.181818	0	0	0	0	0	142	154	0	0	388	0	0
Stambp	62.090909	0	0	0	0	0	0	107	84	0	492	0	0
Nrxn1	62.090909	0	0	0	0	0	0	0	0	0	683	0	0
Nkx3-1	62.090909	0	0	0	0	0	0	0	0	0	683	0	0
Mpv17	62.090909	0	0	0	0	0	122	0	0	0	561	0	0
Cby3	62.090909	0	0	0	0	0	0	109	0	0	574	0	0
Atp4a	62.090909	0	0	0	0	0	0	0	0	0	683	0	0
Adamts19	62.090909	0	0	0	0	0	0	0	0	0	683	0	0
Klf2	62.000000	0	0	0	0	0	0	110	0	0	572	0	418
Tnfrsf22	62.000000	0	0	0	0	0	0	156	0	0	526	0	0
Esd	62.000000	0	0	0	0	0	0	235	0	0	447	0	0
Cd44	62.000000	0	0	0	0	0	97	289	0	0	296	0	0
Marchf4	61.909091	0	149	0	0	0	0	0	0	0	532	0	0
Lrfn3	61.909091	0	0	0	0	0	0	0	0	0	681	0	0
B3gnt7	61.909091	0	0	0	0	0	0	172	0	0	509	0	0
Zfp773	61.818182	0	0	99	0	0	0	0	0	0	581	0	0
Ushbp1	61.818182	0	0	0	0	0	100	0	93	136	351	0	0
Smim10l2a	61.818182	0	0	0	0	0	0	0	0	0	680	0	0
Nlrp6	61.818182	0	0	0	0	0	0	0	0	0	680	0	0
Hemk1	61.818182	0	0	0	0	0	0	91	0	0	589	0	0
C330007P06Rik	61.818182	0	0	0	0	0	0	0	0	0	680	0	0
Babam1	61.818182	0	0	0	0	0	100	0	93	136	351	0	0
6430571L13Rik	61.818182	0	0	0	0	0	0	91	0	0	589	0	0
Prss12	61.727273	0	109	0	0	0	0	87	0	0	483	0	0
Nhsl1	61.727273	0	0	0	0	0	0	0	0	0	679	0	0
Ccdc8	61.727273	0	0	0	0	0	0	101	0	0	578	0	0
Sall4	61.636364	0	0	0	0	0	0	0	0	0	678	0	0
Fam135b	61.636364	0	0	0	0	0	0	0	0	0	678	0	0
Plod2	61.545455	0	0	0	0	0	0	148	0	0	529	0	0
Fzd2	61.545455	0	0	0	0	0	0	164	0	0	513	0	0
Atp6ap2	61.545455	0	0	0	0	0	0	0	0	0	677	0	0
Zfp938	61.454545	0	0	0	0	0	0	124	0	0	552	0	0
Zfp14	61.454545	0	0	0	0	0	0	140	0	0	536	0	0
Zbtb3	61.454545	0	0	0	0	0	98	112	99	0	367	0	0
Smoc2	61.454545	0	90	0	0	0	0	0	0	0	586	0	0
Rfx8	61.454545	0	0	0	0	0	0	0	0	0	676	0	0
Polr2g	61.454545	0	0	0	0	0	98	112	99	0	367	0	0
Nkrf	61.454545	0	0	0	0	0	0	0	0	0	676	0	0
Cfap77	61.454545	0	0	0	0	0	0	0	0	0	676	0	0
Capn9	61.454545	0	0	0	0	0	0	0	0	0	676	0	0
Sfrp1	61.363636	0	0	0	0	0	0	113	0	0	562	0	0
Prss22	61.363636	0	0	0	0	0	140	90	0	0	445	0	0
Klk15	61.363636	0	0	0	0	0	114	0	0	0	561	0	0
Il4i1	61.363636	0	0	0	0	0	0	187	0	0	488	0	0
Ebf3	61.363636	0	0	0	0	0	0	84	0	0	591	0	0
Dlc1	61.363636	0	0	0	0	0	0	230	0	0	445	0	0
Zfp174	61.272727	0	0	0	0	0	0	0	0	109	565	0	0
Tpbg	61.272727	0	0	0	0	0	106	212	0	0	356	0	0
Tmem232	61.272727	0	0	0	0	0	0	190	0	0	484	0	0
Lrrc49	61.272727	0	0	0	0	0	0	94	0	0	580	0	0
Cep55	61.272727	0	0	0	0	0	0	180	0	0	494	0	0
Pdzd2	61.181818	0	0	0	0	0	0	0	0	0	673	0	0
Parva	61.181818	0	0	0	0	0	150	156	0	70	297	0	0
Lipo3	61.181818	0	0	0	0	0	0	101	0	0	572	0	0
Trmt12	61.090909	0	109	0	0	0	0	0	0	0	563	0	0
Plaat3	61.090909	0	0	0	0	0	0	160	0	0	512	0	0
Parvb	61.090909	0	0	0	0	0	0	0	0	0	672	0	0
Zfp280c	61.000000	0	0	0	0	0	0	156	0	0	515	0	0
Wnt5a	61.000000	0	94	0	0	0	0	118	0	0	459	0	0
Uprt	61.000000	0	0	0	0	0	0	181	0	0	490	0	0
Kcnk6	61.000000	0	0	0	0	0	143	359	0	0	169	0	0
Fmnl1	61.000000	0	0	0	0	0	101	0	0	0	450	120	0
Pnmal2	60.909091	0	0	0	0	0	0	0	0	0	670	0	0
Msrb3	60.909091	0	142	0	0	0	90	218	0	0	220	0	0
Gpr107	60.909091	0	0	0	0	0	0	98	0	0	572	0	0
Efcc1	60.909091	0	0	0	0	0	0	0	0	0	670	0	0
Tmem18	60.818182	0	0	0	0	0	81	166	0	0	422	0	0
Obscn	60.818182	0	0	0	0	0	0	0	0	0	669	0	0
Dlgap3	60.818182	0	0	0	0	0	0	0	0	0	669	0	0
Deup1	60.818182	0	0	0	0	0	0	0	0	0	669	0	0
Castor1	60.818182	0	0	0	0	0	123	183	0	0	363	0	0
Arntl2	60.818182	0	0	0	0	0	0	0	0	0	669	0	0
Shisal2b	60.727273	0	0	0	0	0	0	0	0	0	668	0	0
Shank2	60.727273	0	0	0	0	0	0	0	0	0	668	0	0
Myom2	60.727273	0	0	0	0	0	0	0	0	0	668	0	0
Igsf21	60.727273	0	0	0	0	0	0	0	0	0	668	0	0
Ucp2	60.636364	0	0	0	0	0	149	153	0	76	289	0	0
Tmc7	60.636364	0	0	0	0	0	129	0	0	0	538	0	0
Sirt4	60.636364	0	0	0	0	0	0	0	0	0	667	0	0
Mgat4f	60.636364	0	0	0	0	0	0	94	0	0	573	0	0
C1qtnf1	60.636364	0	0	245	0	0	0	0	0	0	422	0	0
Arhgap19	60.636364	0	0	0	0	0	0	0	125	114	428	0	0
Tmem150c	60.545455	0	0	0	0	0	0	116	0	0	550	0	0
Tap1	60.545455	0	0	0	0	0	122	241	0	0	303	0	0
Rps6kc1	60.545455	0	0	0	0	0	0	0	0	0	666	0	0
Rnf128	60.545455	0	0	0	0	0	0	140	0	0	526	0	0
Psmb9	60.545455	0	0	0	0	0	122	241	0	0	303	0	0
Daam2	60.545455	0	0	0	0	0	0	187	0	0	479	0	0
Cryge	60.545455	0	0	0	0	0	0	0	0	0	666	0	0
Cacng4	60.545455	0	166	0	0	0	0	0	0	0	500	0	0
Suox	60.454545	0	0	0	0	0	0	130	0	0	535	0	0
Foxd2	60.454545	0	0	0	0	0	109	223	0	0	333	0	0
Cdc14b	60.454545	0	0	0	0	0	0	155	0	0	510	0	0
Add2	60.454545	0	179	0	0	0	0	0	0	0	486	0	0
Cdkl5	60.363636	0	0	0	0	0	0	0	0	0	664	0	471
Zfp830	60.363636	0	0	0	0	0	92	0	0	128	444	0	0
Skor1	60.363636	0	0	0	0	0	0	0	0	0	664	0	0
Rmdn2	60.363636	0	0	0	0	0	128	266	0	0	270	0	0
Nid2	60.363636	0	0	0	0	0	0	0	0	0	664	0	0
Myorg	60.363636	0	0	0	0	0	0	0	0	0	664	0	0
Mocs1	60.363636	0	0	0	0	0	108	71	0	0	485	0	0
L1cam	60.363636	0	0	0	0	0	0	94	0	0	570	0	0
Cct6b	60.363636	0	0	0	0	0	92	0	0	128	444	0	0
Armcx4	60.363636	0	0	0	0	0	0	0	0	0	664	0	0
Arid3a	60.363636	0	0	0	0	0	108	97	0	0	459	0	0
1110017D15Rik	60.363636	0	0	0	0	0	0	0	0	0	664	0	0
Zfp369	60.272727	0	0	0	0	0	73	139	0	0	451	0	0
Zfp169	60.272727	0	0	0	0	0	0	94	0	0	569	0	0
Traf7	60.272727	0	0	0	0	0	0	0	163	93	407	0	0
Plek2	60.272727	0	0	0	0	0	93	176	0	0	394	0	0
Gm973	60.272727	0	0	0	0	0	87	0	0	0	576	0	0
Gm13283	60.272727	0	144	0	0	0	115	162	0	0	242	0	0
Foxc1	60.272727	0	0	0	0	0	139	113	0	0	411	0	0
Cyp4v3	60.272727	0	0	0	0	0	82	179	0	0	402	0	0
Rasl10b	60.181818	0	214	0	0	0	0	0	0	0	448	0	0
Hr	60.181818	0	0	0	0	0	237	226	0	0	199	0	0
Sox6	60.090909	0	0	0	0	0	0	108	0	0	553	0	0
Itgb4	60.090909	0	0	0	0	0	174	203	0	92	192	0	0
Ces1e	60.090909	0	0	0	0	0	217	218	0	0	226	0	0
Apln	60.090909	0	0	0	0	0	0	94	0	0	567	0	0
Pitpnm3	60.000000	0	0	0	0	0	0	182	0	0	478	0	0
Egr3	60.000000	0	0	0	0	0	0	132	0	0	528	0	0
Dhrs4	60.000000	0	0	0	0	0	116	270	0	0	274	0	0
Trappc2	59.909091	0	0	0	0	0	97	140	0	0	422	0	0
Ofd1	59.909091	0	0	0	0	0	97	140	0	0	422	0	0
Edn2	59.909091	0	0	0	0	0	99	184	0	0	376	0	0
Anxa4	59.909091	0	0	0	0	0	88	259	0	0	312	0	0
Vtn	59.818182	0	91	0	0	0	0	0	0	0	567	0	0
Sarm1	59.818182	0	91	0	0	0	0	0	0	0	567	0	0
Rasl12	59.818182	0	0	0	0	0	0	0	0	0	658	0	0
F13a1	59.818182	0	0	0	0	0	0	0	0	0	658	0	0
Elk1	59.818182	0	0	0	0	0	0	0	0	0	658	0	0
Bex4	59.818182	0	0	0	0	0	0	0	0	0	658	0	0
