Target_genes	E2f3|Average	SRX871671|Intestinal_crypt	SRX871675|Intestinal_crypt	SRX871673|Intestinal_villus	SRX871677|Intestinal_villus	SRX106013|MEF	SRX106014|MEF	SRX1120753|MEF	SRX1120754|MEF	SRX1120756|MEF	STRING
Utp23	11.777778	106	0	0	0	0	0	0	0	0	0
Ubxn1	11.777778	106	0	0	0	0	0	0	0	0	0
Traf3ip1	11.777778	0	0	0	0	106	0	0	0	0	0
Tnfrsf12a	11.777778	106	0	0	0	0	0	0	0	0	0
Tmem129	11.777778	106	0	0	0	0	0	0	0	0	0
Tmem11	11.777778	0	0	0	0	106	0	0	0	0	0
Tial1	11.777778	106	0	0	0	0	0	0	0	0	0
Thoc6	11.777778	106	0	0	0	0	0	0	0	0	0
Tbc1d30	11.777778	106	0	0	0	0	0	0	0	0	0
Tacc3	11.777778	106	0	0	0	0	0	0	0	0	0
Szrd1	11.777778	106	0	0	0	0	0	0	0	0	0
Suclg1	11.777778	106	0	0	0	0	0	0	0	0	0
Stk32c	11.777778	0	0	0	0	106	0	0	0	0	0
Spred3	11.777778	106	0	0	0	0	0	0	0	0	0
Spats1	11.777778	106	0	0	0	0	0	0	0	0	0
Snx6	11.777778	0	0	0	0	106	0	0	0	0	0
Serpinb6a	11.777778	0	0	0	0	106	0	0	0	0	0
Senp6	11.777778	106	0	0	0	0	0	0	0	0	0
Rpl11	11.777778	106	0	0	0	0	0	0	0	0	0
Ripk1	11.777778	0	0	0	0	106	0	0	0	0	0
Rhog	11.777778	0	0	0	0	106	0	0	0	0	0
Rab28	11.777778	0	0	0	0	106	0	0	0	0	0
Ptpn4	11.777778	0	0	0	0	106	0	0	0	0	0
Pnpla6	11.777778	106	0	0	0	0	0	0	0	0	0
Pno1	11.777778	106	0	0	0	0	0	0	0	0	0
Pacc1	11.777778	0	0	0	0	106	0	0	0	0	0
Nbea	11.777778	0	0	0	0	106	0	0	0	0	0
N4bp2l2	11.777778	106	0	0	0	0	0	0	0	0	0
Mrpl58	11.777778	0	0	0	0	106	0	0	0	0	0
Mob1a	11.777778	106	0	0	0	0	0	0	0	0	0
Med12	11.777778	106	0	0	0	0	0	0	0	0	0
Map1b	11.777778	0	0	0	0	106	0	0	0	0	0
Lrig2	11.777778	0	0	0	0	106	0	0	0	0	0
Itga1	11.777778	106	0	0	0	0	0	0	0	0	0
Hcfc1r1	11.777778	106	0	0	0	0	0	0	0	0	0
Hacd2	11.777778	106	0	0	0	0	0	0	0	0	0
Gsg1	11.777778	106	0	0	0	0	0	0	0	0	0
Gramd1b	11.777778	106	0	0	0	0	0	0	0	0	0
Ggn	11.777778	106	0	0	0	0	0	0	0	0	0
Foxd2	11.777778	0	0	0	0	106	0	0	0	0	0
Fbxw4	11.777778	0	0	0	0	106	0	0	0	0	0
Fblim1	11.777778	106	0	0	0	0	0	0	0	0	0
Dusp23	11.777778	0	0	0	0	0	106	0	0	0	0
Cnih1	11.777778	0	0	0	0	106	0	0	0	0	0
Cgnl1	11.777778	0	0	0	0	106	0	0	0	0	0
Cd160	11.777778	106	0	0	0	0	0	0	0	0	0
Ccl6	11.777778	106	0	0	0	0	0	0	0	0	0
Ascc2	11.777778	106	0	0	0	0	0	0	0	0	0
Apoa5	11.777778	106	0	0	0	0	0	0	0	0	0
1500009L16Rik	11.777778	0	0	0	0	106	0	0	0	0	0
Zmym5	11.666667	0	0	0	0	105	0	0	0	0	0
Vapb	11.666667	0	0	0	0	105	0	0	0	0	0
Tspan33	11.666667	0	0	0	0	105	0	0	0	0	0
Trmt44	11.666667	0	0	0	0	105	0	0	0	0	0
Tbc1d9	11.666667	0	0	0	0	105	0	0	0	0	0
Smarcd1	11.666667	0	0	0	0	105	0	0	0	0	0
Sbf1	11.666667	0	0	0	0	105	0	0	0	0	0
Rgs9	11.666667	0	0	0	0	105	0	0	0	0	0
Rcbtb2	11.666667	0	0	0	0	105	0	0	0	0	0
Rbm46	11.666667	0	0	0	0	105	0	0	0	0	0
Ptprm	11.666667	0	0	0	0	105	0	0	0	0	0
Psen2	11.666667	0	0	0	0	105	0	0	0	0	0
Nkiras2	11.666667	0	0	0	0	105	0	0	0	0	0
Nit2	11.666667	0	0	0	0	105	0	0	0	0	0
Ncoa1	11.666667	0	0	0	0	105	0	0	0	0	0
Mars1	11.666667	0	0	0	0	105	0	0	0	0	0
Lrp10	11.666667	0	0	0	0	105	0	0	0	0	0
Klhl32	11.666667	0	0	0	0	105	0	0	0	0	0
Kcnh2	11.666667	0	0	0	0	105	0	0	0	0	0
Heatr3	11.666667	0	0	0	0	105	0	0	0	0	0
Galnt7	11.666667	0	0	0	0	105	0	0	0	0	0
Fra10ac1	11.666667	0	0	0	0	105	0	0	0	0	0
Enpp1	11.666667	0	0	0	0	105	0	0	0	0	0
Dnajc7	11.666667	0	0	0	0	105	0	0	0	0	0
Cpe	11.666667	0	0	0	0	105	0	0	0	0	0
Coprs	11.666667	0	0	0	0	105	0	0	0	0	0
Acat2	11.666667	0	0	0	0	105	0	0	0	0	0
Zfp39	11.555556	0	0	0	0	104	0	0	0	0	0
Whrn	11.555556	0	0	0	0	104	0	0	0	0	0
Tes	11.555556	0	0	0	0	104	0	0	0	0	0
Selenon	11.555556	0	0	0	0	104	0	0	0	0	0
Rspo1	11.555556	0	0	0	0	104	0	0	0	0	0
Nr1d1	11.555556	0	0	0	0	104	0	0	0	0	0
Noct	11.555556	0	0	0	0	104	0	0	0	0	0
Mafa	11.555556	0	0	0	0	104	0	0	0	0	0
Jarid2	11.555556	0	0	0	0	104	0	0	0	0	0
Ikzf3	11.555556	0	0	0	0	104	0	0	0	0	0
Hs3st5	11.555556	0	0	0	0	104	0	0	0	0	0
Hibadh	11.555556	0	0	0	0	104	0	0	0	0	0
Hecw2	11.555556	0	0	0	0	104	0	0	0	0	0
Gpr63	11.555556	0	0	0	0	104	0	0	0	0	0
Foxc1	11.555556	0	0	0	0	104	0	0	0	0	0
Cdc73	11.555556	0	0	0	0	104	0	0	0	0	0
Cdc42	11.555556	0	0	0	0	104	0	0	0	0	0
Cd248	11.555556	0	0	0	0	104	0	0	0	0	0
Arhgef26	11.555556	0	0	0	0	104	0	0	0	0	0
Aldh2	11.555556	0	0	0	0	104	0	0	0	0	0
Zfp600	11.444444	0	103	0	0	0	0	0	0	0	0
Zeb1	11.444444	0	0	0	0	103	0	0	0	0	0
Upf3a	11.444444	0	0	103	0	0	0	0	0	0	0
Trim2	11.444444	0	0	0	0	103	0	0	0	0	0
Stx3	11.444444	0	0	0	0	103	0	0	0	0	0
Scin	11.444444	0	0	103	0	0	0	0	0	0	0
Rplp0	11.444444	0	0	0	0	103	0	0	0	0	0
Rdh14	11.444444	0	0	0	0	103	0	0	0	0	0
Pitpnm3	11.444444	0	0	0	0	103	0	0	0	0	0
Panx1	11.444444	0	0	0	0	103	0	0	0	0	0
Mrps15	11.444444	0	0	0	0	0	103	0	0	0	0
Mocs3	11.444444	0	0	0	0	103	0	0	0	0	0
Mfn1	11.444444	0	0	0	0	0	103	0	0	0	0
Mdm2	11.444444	0	0	0	0	103	0	0	0	0	0
Mcat	11.444444	0	0	0	0	103	0	0	0	0	0
Lrrn2	11.444444	0	0	0	0	103	0	0	0	0	0
Hpse	11.444444	0	0	0	0	103	0	0	0	0	0
Hddc2	11.444444	0	0	0	0	103	0	0	0	0	0
Has2	11.444444	0	0	0	0	103	0	0	0	0	0
Gps2	11.444444	0	0	0	0	103	0	0	0	0	0
Fam169a	11.444444	0	0	0	0	103	0	0	0	0	0
Eif2ak4	11.444444	0	0	0	0	103	0	0	0	0	0
Dpm1	11.444444	0	0	0	0	103	0	0	0	0	0
Dbp	11.444444	0	0	0	0	103	0	0	0	0	0
Cct5	11.444444	0	0	0	0	103	0	0	0	0	0
Camk2n1	11.444444	0	0	0	0	103	0	0	0	0	0
Atpsckmt	11.444444	0	0	0	0	103	0	0	0	0	0
Zfp82	11.333333	0	0	0	0	102	0	0	0	0	0
Zfp810	11.333333	0	0	0	0	102	0	0	0	0	0
Zfp319	11.333333	0	0	0	0	102	0	0	0	0	0
Vmn2r114	11.333333	0	102	0	0	0	0	0	0	0	0
Usb1	11.333333	0	0	0	0	102	0	0	0	0	0
Suclg2	11.333333	0	0	0	0	102	0	0	0	0	0
Ssh1	11.333333	0	0	0	0	102	0	0	0	0	0
Sorcs1	11.333333	0	0	0	0	102	0	0	0	0	0
Sgsm3	11.333333	0	0	0	0	102	0	0	0	0	0
Rbm12	11.333333	0	0	0	0	102	0	0	0	0	0
Rab8b	11.333333	0	0	0	0	102	0	0	0	0	0
Rab12	11.333333	0	0	0	0	102	0	0	0	0	0
Ppm1n	11.333333	0	0	0	0	102	0	0	0	0	0
Pop5	11.333333	0	0	0	0	102	0	0	0	0	0
Pomgnt2	11.333333	0	0	0	0	102	0	0	0	0	0
Nphp3	11.333333	0	0	0	0	102	0	0	0	0	0
Naf1	11.333333	0	0	0	0	102	0	0	0	0	0
Naa25	11.333333	0	0	0	0	102	0	0	0	0	0
Lrpprc	11.333333	0	0	0	0	0	102	0	0	0	0
Lhx8	11.333333	0	0	0	0	102	0	0	0	0	0
Ippk	11.333333	0	0	0	0	102	0	0	0	0	0
Homez	11.333333	0	0	0	0	102	0	0	0	0	0
Glipr2	11.333333	0	0	0	0	102	0	0	0	0	0
Fam214b	11.333333	0	0	0	0	102	0	0	0	0	0
Dennd6b	11.333333	0	0	0	0	102	0	0	0	0	0
Ddx21	11.333333	0	0	0	0	102	0	0	0	0	0
Cpne1	11.333333	0	0	0	0	102	0	0	0	0	0
Chmp4b	11.333333	0	0	0	0	102	0	0	0	0	0
Tmem54	11.222222	0	0	0	0	101	0	0	0	0	0
Tmem102	11.222222	0	0	0	0	101	0	0	0	0	0
Smarcd3	11.222222	0	0	0	0	101	0	0	0	0	0
Slc25a36	11.222222	0	0	0	0	101	0	0	0	0	0
Ptgfrn	11.222222	0	0	0	0	101	0	0	0	0	0
Mafb	11.222222	0	0	0	0	101	0	0	0	0	0
Lama5	11.222222	0	0	0	0	101	0	0	0	0	0
Hspa4	11.222222	0	0	0	0	101	0	0	0	0	0
Hoxa5	11.222222	0	0	0	0	101	0	0	0	0	0
Gm2102	11.222222	0	0	0	0	101	0	0	0	0	0
Gaa	11.222222	0	0	0	0	101	0	0	0	0	0
Fgf11	11.222222	0	0	0	0	101	0	0	0	0	0
Fam89a	11.222222	0	0	0	0	101	0	0	0	0	0
Esrp2	11.222222	0	0	0	0	101	0	0	0	0	0
Cln5	11.222222	0	0	0	0	101	0	0	0	0	0
Zfp839	11.111111	0	0	0	0	100	0	0	0	0	0
Unc5c	11.111111	0	0	0	0	100	0	0	0	0	0
Trio	11.111111	0	0	0	0	100	0	0	0	0	0
Sucla2	11.111111	0	0	0	0	100	0	0	0	0	0
Sptlc2	11.111111	0	0	0	0	100	0	0	0	0	0
Sec31a	11.111111	0	0	0	0	100	0	0	0	0	0
Nudt15	11.111111	0	0	0	0	100	0	0	0	0	0
Mgat5	11.111111	0	0	0	0	100	0	0	0	0	0
Ip6k2	11.111111	0	0	0	0	100	0	0	0	0	0
Igdcc3	11.111111	0	0	0	0	100	0	0	0	0	0
Hsd17b4	11.111111	0	0	0	0	100	0	0	0	0	0
Gm21190	11.111111	0	0	0	100	0	0	0	0	0	0
Fam234a	11.111111	0	0	0	0	100	0	0	0	0	0
Dus2	11.111111	0	0	0	0	100	0	0	0	0	0
Dsp	11.111111	0	0	0	0	100	0	0	0	0	0
Dpp8	11.111111	0	0	0	0	100	0	0	0	0	0
Derl3	11.111111	0	0	0	0	100	0	0	0	0	0
Ddx28	11.111111	0	0	0	0	100	0	0	0	0	0
Dagla	11.111111	0	0	0	0	100	0	0	0	0	0
Commd7	11.111111	0	0	0	0	100	0	0	0	0	0
Cacnb4	11.111111	0	0	0	0	100	0	0	0	0	0
C2cd4c	11.111111	0	0	0	0	100	0	0	0	0	0
Bcat2	11.111111	0	0	0	0	100	0	0	0	0	0
Vps16	11.000000	0	0	0	0	99	0	0	0	0	0
Vmn1r191	11.000000	0	99	0	0	0	0	0	0	0	0
Vmn1r184	11.000000	0	99	0	0	0	0	0	0	0	0
Twnk	11.000000	0	99	0	0	0	0	0	0	0	0
Trhde	11.000000	0	99	0	0	0	0	0	0	0	0
Tmem220	11.000000	0	99	0	0	0	0	0	0	0	0
Tbc1d14	11.000000	0	0	0	0	99	0	0	0	0	0
Tank	11.000000	99	0	0	0	0	0	0	0	0	0
Tagap1	11.000000	0	0	0	0	99	0	0	0	0	0
Ston2	11.000000	0	99	0	0	0	0	0	0	0	0
Ssr4	11.000000	0	0	0	0	99	0	0	0	0	0
Smg8	11.000000	0	99	0	0	0	0	0	0	0	0
Rps14	11.000000	0	99	0	0	0	0	0	0	0	0
Pyroxd1	11.000000	0	99	0	0	0	0	0	0	0	0
Ppara	11.000000	0	0	0	0	99	0	0	0	0	0
Pld5	11.000000	0	0	0	0	99	0	0	0	0	0
Pin4	11.000000	0	99	0	0	0	0	0	0	0	0
Pced1a	11.000000	0	0	0	0	99	0	0	0	0	0
Pcdhb12	11.000000	0	99	0	0	0	0	0	0	0	0
Orm1	11.000000	0	99	0	0	0	0	0	0	0	0
Nrxn1	11.000000	0	99	0	0	0	0	0	0	0	0
Npr3	11.000000	0	99	0	0	0	0	0	0	0	0
Neurog1	11.000000	0	99	0	0	0	0	0	0	0	0
Napa	11.000000	0	99	0	0	0	0	0	0	0	0
Naaa	11.000000	0	99	0	0	0	0	0	0	0	0
Myd88	11.000000	0	99	0	0	0	0	0	0	0	0
Mrpl43	11.000000	0	99	0	0	0	0	0	0	0	0
Med23	11.000000	0	99	0	0	0	0	0	0	0	0
Maob	11.000000	0	99	0	0	0	0	0	0	0	0
Man1a	11.000000	0	0	0	0	99	0	0	0	0	0
Lrrc31	11.000000	0	99	0	0	0	0	0	0	0	0
Lin28a	11.000000	0	99	0	0	0	0	0	0	0	0
Krtdap	11.000000	0	99	0	0	0	0	0	0	0	0
Kcns2	11.000000	0	99	0	0	0	0	0	0	0	0
Idh3g	11.000000	0	0	0	0	99	0	0	0	0	0
H2bc4	11.000000	0	0	0	0	99	0	0	0	0	0
H2ac6	11.000000	0	0	0	0	99	0	0	0	0	0
Gucy1a2	11.000000	0	0	0	0	99	0	0	0	0	0
Gm3488	11.000000	0	99	0	0	0	0	0	0	0	0
Gm3317	11.000000	0	99	0	0	0	0	0	0	0	0
Gm11100	11.000000	0	99	0	0	0	0	0	0	0	0
Gcnt3	11.000000	0	99	0	0	0	0	0	0	0	0
Fitm2	11.000000	0	0	0	0	99	0	0	0	0	0
Fev	11.000000	0	99	0	0	0	0	0	0	0	0
Fcrl5	11.000000	0	99	0	0	0	0	0	0	0	0
Fam189a2	11.000000	0	0	0	0	99	0	0	0	0	0
Cstdc5	11.000000	0	99	0	0	0	0	0	0	0	0
Bcl2l2	11.000000	0	99	0	0	0	0	0	0	0	0
Bahd1	11.000000	0	0	0	0	99	0	0	0	0	0
Arhgap26	11.000000	0	0	0	0	99	0	0	0	0	0
Accsl	11.000000	0	99	0	0	0	0	0	0	0	0
Acaa1a	11.000000	0	99	0	0	0	0	0	0	0	0
1110004F10Rik	11.000000	0	0	99	0	0	0	0	0	0	0
Vegfb	10.888889	0	0	0	0	98	0	0	0	0	0
Ubn1	10.888889	0	0	0	0	98	0	0	0	0	0
Rrm2b	10.888889	0	0	0	0	98	0	0	0	0	0
Rnf216	10.888889	0	0	0	0	98	0	0	0	0	0
Rc3h1	10.888889	0	0	0	0	98	0	0	0	0	0
Ppm1h	10.888889	0	0	0	0	0	98	0	0	0	0
Osbp2	10.888889	0	0	0	0	98	0	0	0	0	0
Nt5dc1	10.888889	0	0	0	0	98	0	0	0	0	0
Ms4a12	10.888889	0	98	0	0	0	0	0	0	0	0
Kifc5b	10.888889	0	0	0	0	98	0	0	0	0	0
Hectd1	10.888889	0	0	0	0	98	0	0	0	0	0
Glyr1	10.888889	0	0	0	0	98	0	0	0	0	0
Fam160b2	10.888889	0	0	0	0	98	0	0	0	0	0
Fam135a	10.888889	0	0	0	0	98	0	0	0	0	0
Evc2	10.888889	0	0	0	0	98	0	0	0	0	0
Evc	10.888889	0	0	0	0	98	0	0	0	0	0
Dnajc4	10.888889	0	0	0	0	98	0	0	0	0	0
Cyria	10.888889	0	0	0	0	98	0	0	0	0	0
Coro2b	10.888889	0	0	0	0	98	0	0	0	0	0
Acss1	10.888889	0	0	0	0	98	0	0	0	0	0
Zc3h12a	10.777778	97	0	0	0	0	0	0	0	0	0
Yju2	10.777778	97	0	0	0	0	0	0	0	0	0
Ybx1	10.777778	0	0	0	0	97	0	0	0	0	0
Vipas39	10.777778	97	0	0	0	0	0	0	0	0	0
Trp53inp2	10.777778	0	0	0	0	97	0	0	0	0	0
Tram1l1	10.777778	97	0	0	0	0	0	0	0	0	0
Traf1	10.777778	97	0	0	0	0	0	0	0	0	0
Tnip2	10.777778	97	0	0	0	0	0	0	0	0	0
Syna	10.777778	97	0	0	0	0	0	0	0	0	0
Stard3	10.777778	97	0	0	0	0	0	0	0	0	0
Speg	10.777778	97	0	0	0	0	0	0	0	0	0
Sf3b6	10.777778	97	0	0	0	0	0	0	0	0	0
Sdr39u1	10.777778	97	0	0	0	0	0	0	0	0	0
Rnf144b	10.777778	97	0	0	0	0	0	0	0	0	0
Rhox2e	10.777778	97	0	0	0	0	0	0	0	0	0
Pygo2	10.777778	0	0	0	0	97	0	0	0	0	0
Prpsap1	10.777778	0	0	0	0	97	0	0	0	0	0
Ppp1r1b	10.777778	97	0	0	0	0	0	0	0	0	0
Pik3c3	10.777778	97	0	0	0	0	0	0	0	0	0
Percc1	10.777778	97	0	0	0	0	0	0	0	0	0
Nudt11	10.777778	0	0	0	0	97	0	0	0	0	0
Naa30	10.777778	0	0	0	0	97	0	0	0	0	0
Myl12b	10.777778	97	0	0	0	0	0	0	0	0	0
Mycbp	10.777778	0	0	0	0	97	0	0	0	0	0
Morf4l2	10.777778	0	0	0	0	97	0	0	0	0	0
Lgals6	10.777778	97	0	0	0	0	0	0	0	0	0
Lgals4	10.777778	97	0	0	0	0	0	0	0	0	0
Kmt2a	10.777778	0	0	0	0	97	0	0	0	0	0
Kif27	10.777778	0	0	0	0	97	0	0	0	0	0
Ifrd2	10.777778	97	0	0	0	0	0	0	0	0	0
H1f4	10.777778	0	0	0	0	97	0	0	0	0	0
Gcc1	10.777778	0	0	0	0	97	0	0	0	0	0
Fscn3	10.777778	0	0	0	0	97	0	0	0	0	0
Foxo1	10.777778	0	0	0	0	97	0	0	0	0	0
Fndc5	10.777778	0	0	0	0	97	0	0	0	0	0
Fbxo33	10.777778	0	0	0	0	97	0	0	0	0	0
Fancg	10.777778	97	0	0	0	0	0	0	0	0	0
Eprs	10.777778	0	0	0	0	97	0	0	0	0	0
Dis3l	10.777778	0	0	0	0	97	0	0	0	0	0
Dcaf12	10.777778	97	0	0	0	0	0	0	0	0	0
Crxos	10.777778	97	0	0	0	0	0	0	0	0	0
Coil	10.777778	97	0	0	0	0	0	0	0	0	0
Clec2f	10.777778	97	0	0	0	0	0	0	0	0	0
Clec2e	10.777778	0	97	0	0	0	0	0	0	0	0
C2cd4d	10.777778	0	0	0	0	97	0	0	0	0	0
Bbs9	10.777778	97	0	0	0	0	0	0	0	0	0
BC035044	10.777778	97	0	0	0	0	0	0	0	0	0
Asnsd1	10.777778	0	0	0	0	97	0	0	0	0	0
Asdurf	10.777778	0	0	0	0	97	0	0	0	0	0
Arf5	10.777778	0	0	0	0	97	0	0	0	0	0
Ahsa1	10.777778	97	0	0	0	0	0	0	0	0	0
Actl10	10.777778	0	0	0	0	97	0	0	0	0	0
1700003F12Rik	10.777778	0	0	0	0	97	0	0	0	0	0
1190005I06Rik	10.777778	0	0	0	0	97	0	0	0	0	0
Unc5d	10.666667	0	0	0	0	96	0	0	0	0	0
Spsb1	10.666667	0	0	0	0	96	0	0	0	0	0
Spata5	10.666667	0	0	0	0	96	0	0	0	0	0
Rilpl1	10.666667	0	0	0	0	96	0	0	0	0	0
Resf1	10.666667	0	0	0	0	96	0	0	0	0	0
Pptc7	10.666667	0	0	0	0	96	0	0	0	0	0
Ppp1r14b	10.666667	0	0	0	0	96	0	0	0	0	0
Nudt6	10.666667	0	0	0	0	96	0	0	0	0	0
Nadk	10.666667	0	0	0	0	96	0	0	0	0	0
Mkrn1	10.666667	0	0	0	0	96	0	0	0	0	0
H13	10.666667	0	0	0	0	96	0	0	0	0	0
Gsk3b	10.666667	0	0	0	0	96	0	0	0	0	0
Fem1b	10.666667	0	0	0	0	96	0	0	0	0	0
Eef1a1	10.666667	96	0	0	0	0	0	0	0	0	0
Eda	10.666667	0	0	0	0	96	0	0	0	0	0
Cflar	10.666667	0	0	0	0	96	0	0	0	0	0
Agfg1	10.666667	0	0	0	0	96	0	0	0	0	0
Wdsub1	10.555556	0	0	0	0	95	0	0	0	0	0
Uqcrfs1	10.555556	0	0	0	0	95	0	0	0	0	0
Rap1gap2	10.555556	0	0	0	0	95	0	0	0	0	0
Ralb	10.555556	0	0	0	0	95	0	0	0	0	0
Ncoa3	10.555556	0	0	0	0	95	0	0	0	0	0
Mmp16	10.555556	0	0	0	0	95	0	0	0	0	0
Hspg2	10.555556	0	0	0	0	95	0	0	0	0	0
Golph3l	10.555556	0	95	0	0	0	0	0	0	0	0
Gkap1	10.555556	0	0	0	0	95	0	0	0	0	0
Galnt3	10.555556	0	0	0	0	95	0	0	0	0	0
Eif1ax	10.555556	0	0	0	0	95	0	0	0	0	0
Ccdc85c	10.555556	0	0	0	0	95	0	0	0	0	0
Arl2bp	10.555556	0	0	0	0	95	0	0	0	0	0
Zbtb39	10.444444	0	0	0	0	94	0	0	0	0	0
Tspan4	10.444444	0	0	0	0	94	0	0	0	0	0
Sptbn2	10.444444	0	0	0	0	94	0	0	0	0	0
Polr2l	10.444444	0	0	0	0	94	0	0	0	0	0
Npnt	10.444444	0	0	0	0	94	0	0	0	0	0
Kcmf1	10.444444	0	0	0	0	94	0	0	0	0	0
Hectd2	10.444444	0	0	0	0	94	0	0	0	0	0
Ggct	10.444444	0	0	0	0	94	0	0	0	0	0
F3	10.444444	0	0	0	0	94	0	0	0	0	0
Dcun1d1	10.444444	0	0	0	0	94	0	0	0	0	0
Bhlhe22	10.444444	0	0	0	0	94	0	0	0	0	0
Arnt	10.444444	0	0	0	0	94	0	0	0	0	0
Arhgef2	10.444444	0	0	0	0	94	0	0	0	0	0
Zfp668	10.333333	0	0	0	0	93	0	0	0	0	0
Zfp646	10.333333	0	0	0	0	93	0	0	0	0	0
Zdhhc1	10.333333	0	0	0	0	0	93	0	0	0	0
Tmem50a	10.333333	0	0	0	0	93	0	0	0	0	0
Tmem178	10.333333	0	0	0	0	93	0	0	0	0	0
Tmc8	10.333333	0	0	93	0	0	0	0	0	0	0
Tmc6	10.333333	0	0	93	0	0	0	0	0	0	0
Slc16a3	10.333333	0	0	0	0	93	0	0	0	0	0
Pomgnt1	10.333333	0	0	0	0	93	0	0	0	0	0
Nvl	10.333333	0	0	0	0	93	0	0	0	0	0
Hikeshi	10.333333	0	0	93	0	0	0	0	0	0	0
Gnas	10.333333	0	0	0	0	93	0	0	0	0	0
Foxp4	10.333333	0	0	0	0	93	0	0	0	0	0
Ephb1	10.333333	0	0	0	0	93	0	0	0	0	0
Creb1	10.333333	0	0	0	0	93	0	0	0	0	0
Chst2	10.333333	0	0	0	0	93	0	0	0	0	0
Caap1	10.333333	0	0	0	0	93	0	0	0	0	0
Tusc2	10.222222	0	0	0	0	92	0	0	0	0	0
Shc2	10.222222	0	0	0	0	92	0	0	0	0	0
Pygo1	10.222222	0	0	0	0	92	0	0	0	0	0
Prmt6	10.222222	0	0	0	0	92	0	0	0	0	0
Prkg2	10.222222	0	0	0	0	92	0	0	0	0	0
Plppr1	10.222222	0	0	0	0	92	0	0	0	0	0
P2rx5	10.222222	0	0	0	0	92	0	0	0	0	0
Nod1	10.222222	0	0	0	0	92	0	0	0	0	0
N4bp2l1	10.222222	0	0	0	0	92	0	0	0	0	0
Map2k2	10.222222	0	0	0	0	92	0	0	0	0	0
Ints8	10.222222	0	0	0	0	92	0	0	0	0	0
H3c13	10.222222	0	0	0	0	0	92	0	0	0	0
H2bc18	10.222222	0	0	0	0	0	92	0	0	0	0
Diablo	10.222222	0	0	0	0	92	0	0	0	0	0
Camsap3	10.222222	0	0	0	0	92	0	0	0	0	0
Bbs7	10.222222	0	0	0	0	92	0	0	0	0	0
Zfp105	10.111111	0	0	0	0	91	0	0	0	0	0
Zfhx3	10.111111	0	0	0	0	91	0	0	0	0	0
Zdhhc9	10.111111	0	0	0	0	91	0	0	0	0	0
Vapa	10.111111	0	0	0	0	91	0	0	0	0	0
Sox11	10.111111	0	0	0	0	91	0	0	0	0	0
Slit3	10.111111	0	0	0	0	91	0	0	0	0	0
Slc24a4	10.111111	0	0	0	0	91	0	0	0	0	0
Rpn2	10.111111	0	0	0	0	91	0	0	0	0	0
Prickle4	10.111111	0	0	0	0	91	0	0	0	0	0
Pcolce2	10.111111	0	0	0	0	91	0	0	0	0	0
Nt5dc3	10.111111	0	0	0	0	91	0	0	0	0	0
Mroh8	10.111111	0	0	0	0	91	0	0	0	0	0
Mri1	10.111111	0	0	0	0	91	0	0	0	0	0
Itch	10.111111	0	0	0	0	91	0	0	0	0	0
Idh3a	10.111111	0	0	0	0	91	0	0	0	0	0
Frs3	10.111111	0	0	0	0	91	0	0	0	0	0
Fbxo21	10.111111	0	0	0	0	91	0	0	0	0	0
Dnaja3	10.111111	0	0	0	0	91	0	0	0	0	0
Cspp1	10.111111	0	0	0	0	91	0	0	0	0	0
Cox6c	10.111111	91	0	0	0	0	0	0	0	0	0
Coro7	10.111111	0	0	0	0	91	0	0	0	0	0
Cops8	10.111111	0	0	0	0	91	0	0	0	0	0
Cops5	10.111111	0	0	0	0	91	0	0	0	0	0
C2cd4a	10.111111	0	0	0	0	91	0	0	0	0	0
Bcl2l13	10.111111	0	0	0	0	91	0	0	0	0	0
Armcx4	10.111111	0	0	0	0	91	0	0	0	0	0
Zfp955b	10.000000	0	90	0	0	0	0	0	0	0	0
Usp20	10.000000	0	90	0	0	0	0	0	0	0	0
Tcf15	10.000000	0	0	0	0	90	0	0	0	0	0
Smim10l2a	10.000000	0	90	0	0	0	0	0	0	0	0
Slc16a9	10.000000	0	90	0	0	0	0	0	0	0	0
Slc16a12	10.000000	0	90	0	0	0	0	0	0	0	0
Sema4g	10.000000	0	90	0	0	0	0	0	0	0	0
Psen1	10.000000	0	0	0	0	90	0	0	0	0	0
Ppp2r2a	10.000000	0	0	0	0	90	0	0	0	0	0
Ppp1r37	10.000000	0	90	0	0	0	0	0	0	0	0
Ppard	10.000000	0	0	0	0	90	0	0	0	0	0
Oxct2b	10.000000	0	90	0	0	0	0	0	0	0	0
Nps	10.000000	0	90	0	0	0	0	0	0	0	0
Nars2	10.000000	0	90	0	0	0	0	0	0	0	0
Myzap	10.000000	0	90	0	0	0	0	0	0	0	0
Micalcl	10.000000	0	90	0	0	0	0	0	0	0	0
Map4k2	10.000000	0	0	0	0	90	0	0	0	0	0
Ltv1	10.000000	0	0	0	0	90	0	0	0	0	0
Lce1e	10.000000	0	90	0	0	0	0	0	0	0	0
Krr1	10.000000	0	90	0	0	0	0	0	0	0	0
Irf2	10.000000	0	90	0	0	0	0	0	0	0	0
Guca2a	10.000000	0	90	0	0	0	0	0	0	0	0
Gm46430	10.000000	0	90	0	0	0	0	0	0	0	0
Gm45623	10.000000	0	0	0	0	90	0	0	0	0	0
Gm21297	10.000000	0	0	0	0	90	0	0	0	0	0
Ghr	10.000000	0	90	0	0	0	0	0	0	0	0
Fgd5	10.000000	0	90	0	0	0	0	0	0	0	0
