Target_genes	Tbr1|Average	SRX22670282|Cortex	SRX22670283|Cortex	SRX4632659|Cortex	SRX4632662|Cortex	SRX4632663|Cortex	SRX1121025|Embryonic_brains	STRING
Ccdc61	26.000000	0	156	0	0	0	0	0
Ccdc187	26.000000	0	156	0	0	0	0	0
Casp4	26.000000	0	156	0	0	0	0	0
Atp5j2	26.000000	0	156	0	0	0	0	0
Ammecr1	26.000000	0	156	0	0	0	0	0
Aimp2	26.000000	0	156	0	0	0	0	0
Ada	26.000000	0	156	0	0	0	0	0
Acsl6	26.000000	0	156	0	0	0	0	0
AI987944	26.000000	0	156	0	0	0	0	0
Ust	25.833333	0	155	0	0	0	0	0
Tonsl	25.833333	0	155	0	0	0	0	0
Tgfbr3	25.833333	0	155	0	0	0	0	0
Stmnd1	25.833333	0	155	0	0	0	0	0
Sema3d	25.833333	0	155	0	0	0	0	0
Sec14l5	25.833333	0	155	0	0	0	0	0
Rora	25.833333	0	155	0	0	0	0	0
Rgs20	25.833333	0	155	0	0	0	0	0
Rab39	25.833333	0	155	0	0	0	0	0
Ptpn13	25.833333	0	155	0	0	0	0	0
Pdzd4	25.833333	0	155	0	0	0	0	0
Necab2	25.833333	0	155	0	0	0	0	0
Msantd3	25.833333	0	155	0	0	0	0	0
Map6	25.833333	0	155	0	0	0	0	0
Kif26a	25.833333	0	155	0	0	0	0	0
Kdelr3	25.833333	0	155	0	0	0	0	0
Ggcx	25.833333	0	155	0	0	0	0	0
Gabrg2	25.833333	0	155	0	0	0	0	0
Chst15	25.833333	0	155	0	0	0	0	0
Chaf1b	25.833333	0	155	0	0	0	0	0
Cdc20b	25.833333	0	155	0	0	0	0	0
Cdc14a	25.833333	0	155	0	0	0	0	0
Ccdc3	25.833333	0	155	0	0	0	0	0
Camsap3	25.833333	0	155	0	0	0	0	0
Atp6ap2	25.833333	0	155	0	0	0	0	0
Zyx	25.666667	0	154	0	0	0	0	0
Syt6	25.666667	0	154	0	0	0	0	0
Sostdc1	25.666667	0	154	0	0	0	0	0
Slc41a3	25.666667	0	154	0	0	0	0	0
Sema6d	25.666667	0	154	0	0	0	0	0
Qars	25.666667	0	154	0	0	0	0	0
Ppp1r3c	25.666667	0	154	0	0	0	0	0
Mef2d	25.666667	0	154	0	0	0	0	0
Lmo2	25.666667	0	154	0	0	0	0	0
Klf15	25.666667	0	154	0	0	0	0	0
Inka1	25.666667	0	154	0	0	0	0	0
Igf2bp3	25.666667	0	154	0	0	0	0	0
Gm13277	25.666667	0	154	0	0	0	0	0
Dbp	25.666667	0	154	0	0	0	0	0
Car11	25.666667	0	154	0	0	0	0	0
Akr1e1	25.666667	0	154	0	0	0	0	0
Zfp593	25.500000	0	153	0	0	0	0	0
Vasp	25.500000	0	153	0	0	0	0	0
Txndc17	25.500000	0	153	0	0	0	0	0
Spata3	25.500000	0	153	0	0	0	0	0
Slc12a8	25.500000	0	153	0	0	0	0	0
Rbms1	25.500000	0	153	0	0	0	0	0
Pde7b	25.500000	0	153	0	0	0	0	0
Mxi1	25.500000	0	153	0	0	0	0	0
Mfsd3	25.500000	0	153	0	0	0	0	0
Hdac11	25.500000	0	153	0	0	0	0	0
Gpt	25.500000	0	153	0	0	0	0	0
Gngt2	25.500000	0	153	0	0	0	0	0
Gm30191	25.500000	0	153	0	0	0	0	0
Gm3005	25.500000	0	153	0	0	0	0	0
Gabbr2	25.500000	0	153	0	0	0	0	0
Fhit	25.500000	0	153	0	0	0	0	0
D430019H16Rik	25.500000	0	153	0	0	0	0	0
Chd7	25.500000	0	153	0	0	0	0	0
Cacng2	25.500000	0	153	0	0	0	0	0
Arfgef3	25.500000	0	153	0	0	0	0	0
Abi3	25.500000	0	153	0	0	0	0	0
4933427D14Rik	25.500000	0	153	0	0	0	0	0
1700020L24Rik	25.500000	0	153	0	0	0	0	0
Zdhhc22	25.333333	0	152	0	0	0	0	0
Unc80	25.333333	0	152	0	0	0	0	0
Tent5c	25.333333	0	152	0	0	0	0	0
Slc27a1	25.333333	0	152	0	0	0	0	0
Sez6l	25.333333	0	152	0	0	0	0	0
Scfd2	25.333333	0	152	0	0	0	0	0
Rsph6a	25.333333	0	152	0	0	0	0	0
Nxnl1	25.333333	0	152	0	0	0	0	0
Nrsn1	25.333333	0	152	0	0	0	0	0
Mroh5	25.333333	0	152	0	0	0	0	0
Kcnip1	25.333333	0	152	0	0	0	0	0
Ism1	25.333333	0	152	0	0	0	0	0
Gm6569	25.333333	0	152	0	0	0	0	0
Fip1l1	25.333333	0	152	0	0	0	0	0
Dlgap2	25.333333	0	152	0	0	0	0	0
Arhgap23	25.333333	0	152	0	0	0	0	0
Ak3	25.333333	0	152	0	0	0	0	0
Ung	25.166667	0	151	0	0	0	0	0
Tmem53	25.166667	0	151	0	0	0	0	0
Tmem145	25.166667	0	151	0	0	0	0	0
Tmem121	25.166667	0	151	0	0	0	0	0
Rgs10	25.166667	0	151	0	0	0	0	0
Inhba	25.166667	0	151	0	0	0	0	0
Fbxo41	25.166667	0	151	0	0	0	0	0
Chrna1	25.166667	0	151	0	0	0	0	0
Cdo1	25.166667	0	151	0	0	0	0	0
Cdc6	25.166667	0	151	0	0	0	0	0
Calb2	25.166667	0	151	0	0	0	0	0
Armh1	25.166667	0	151	0	0	0	0	0
Angpt2	25.166667	0	151	0	0	0	0	0
Alkbh2	25.166667	0	151	0	0	0	0	0
Adamts7	25.166667	0	151	0	0	0	0	0
Sord	25.000000	0	150	0	0	0	0	0
Smim20	25.000000	0	150	0	0	0	0	0
Slc43a1	25.000000	0	150	0	0	0	0	0
Shisa7	25.000000	0	150	0	0	0	0	0
Sgce	25.000000	0	150	0	0	0	0	0
Septin8	25.000000	0	150	0	0	0	0	0
Ppargc1b	25.000000	0	150	0	0	0	0	0
Peg10	25.000000	0	150	0	0	0	0	0
Nsmaf	25.000000	0	150	0	0	0	0	0
Nnat	25.000000	0	150	0	0	0	0	0
Gltp	25.000000	0	150	0	0	0	0	0
Gkn3	25.000000	0	150	0	0	0	0	0
Fbxo48	25.000000	0	150	0	0	0	0	0
Esm1	25.000000	0	0	150	0	0	0	0
Dmtn	25.000000	0	150	0	0	0	0	0
Cr2	25.000000	0	0	150	0	0	0	0
Bcor	25.000000	0	150	0	0	0	0	0
Basp1	25.000000	0	150	0	0	0	0	0
Arhgef40	25.000000	0	150	0	0	0	0	0
Adsl	25.000000	0	150	0	0	0	0	0
Usp13	24.833333	0	149	0	0	0	0	0
Thyn1	24.833333	0	149	0	0	0	0	0
Slc9a3r1	24.833333	0	149	0	0	0	0	0
Serpine2	24.833333	0	149	0	0	0	0	0
Rassf7	24.833333	0	149	0	0	0	0	0
Qpct	24.833333	0	149	0	0	0	0	0
Prkd2	24.833333	0	149	0	0	0	0	0
Prdx3	24.833333	0	149	0	0	0	0	0
Pou2f2	24.833333	0	149	0	0	0	0	0
Pin4	24.833333	0	149	0	0	0	0	0
Phospho2	24.833333	0	149	0	0	0	0	0
Pgghg	24.833333	0	149	0	0	0	0	0
Lmntd2	24.833333	0	149	0	0	0	0	0
Itgav	24.833333	0	149	0	0	0	0	0
Ifi211	24.833333	0	0	0	149	0	0	0
Greb1	24.833333	0	149	0	0	0	0	0
Gp5	24.833333	0	149	0	0	0	0	0
Fat4	24.833333	0	149	0	0	0	0	0
Dscc1	24.833333	0	149	0	0	0	0	0
Dock11	24.833333	0	149	0	0	0	0	0
Chst5	24.833333	0	149	0	0	0	0	0
Ccl21b	24.833333	0	149	0	0	0	0	0
Ccdc173	24.833333	0	149	0	0	0	0	0
Btg3	24.833333	0	149	0	0	0	0	0
Akap6	24.833333	0	149	0	0	0	0	0
Acad8	24.833333	0	149	0	0	0	0	0
Vwa1	24.666667	0	148	0	0	0	0	0
Tmem41a	24.666667	0	148	0	0	0	0	0
Tac4	24.666667	0	148	0	0	0	0	0
Ptprm	24.666667	0	148	0	0	0	0	0
Pgm1	24.666667	0	148	0	0	0	0	0
Ntf3	24.666667	0	0	0	0	0	148	0
Nme2	24.666667	0	148	0	0	0	0	0
Micalcl	24.666667	0	0	0	0	0	148	0
Mcm5	24.666667	0	148	0	0	0	0	0
Map3k20	24.666667	0	148	0	0	0	0	0
Il17rd	24.666667	0	148	0	0	0	0	0
Hyi	24.666667	0	148	0	0	0	0	0
Glipr2	24.666667	0	148	0	0	0	0	0
Fbn1	24.666667	0	148	0	0	0	0	0
Dusp3	24.666667	0	148	0	0	0	0	0
Dhrs4	24.666667	0	148	0	0	0	0	0
Chadl	24.666667	0	148	0	0	0	0	0
Cfap97d1	24.666667	0	148	0	0	0	0	0
Ccne1	24.666667	0	148	0	0	0	0	0
Aen	24.666667	0	148	0	0	0	0	0
Actr3b	24.666667	0	148	0	0	0	0	0
Zfp442	24.500000	0	147	0	0	0	0	0
Wdr81	24.500000	0	147	0	0	0	0	0
Vwa3b	24.500000	0	147	0	0	0	0	0
Ubtf	24.500000	0	147	0	0	0	0	0
Tubg2	24.500000	0	147	0	0	0	0	0
Snph	24.500000	0	147	0	0	0	0	0
Slc26a6	24.500000	0	147	0	0	0	0	0
Sh3bgrl	24.500000	0	147	0	0	0	0	0
Rnf125	24.500000	0	147	0	0	0	0	0
Rbm43	24.500000	0	147	0	0	0	0	0
Ptch2	24.500000	0	147	0	0	0	0	0
Pmel	24.500000	0	147	0	0	0	0	0
Pfkfb1	24.500000	0	147	0	0	0	0	0
Per3	24.500000	0	147	0	0	0	0	0
Olfr972	24.500000	0	147	0	0	0	0	0
Nrl	24.500000	0	147	0	0	0	0	0
Nos1	24.500000	0	147	0	0	0	0	0
Nkrf	24.500000	0	147	0	0	0	0	0
Nab2	24.500000	0	147	0	0	0	0	0
Mtpap	24.500000	0	147	0	0	0	0	0
Meltf	24.500000	0	147	0	0	0	0	0
Mchr1	24.500000	0	147	0	0	0	0	0
Lypd8	24.500000	0	147	0	0	0	0	0
Lrrc72	24.500000	0	147	0	0	0	0	0
Lpar5	24.500000	0	147	0	0	0	0	0
Kank3	24.500000	0	147	0	0	0	0	0
Igfbpl1	24.500000	0	147	0	0	0	0	0
Hcfc1	24.500000	0	147	0	0	0	0	0
Haus7	24.500000	0	147	0	0	0	0	0
H2az1	24.500000	0	147	0	0	0	0	0
Gm7102	24.500000	0	147	0	0	0	0	0
Gm4724	24.500000	0	147	0	0	0	0	0
Gm2026	24.500000	0	147	0	0	0	0	0
Gm2007	24.500000	0	147	0	0	0	0	0
Gm14434	24.500000	0	147	0	0	0	0	0
Gm14430	24.500000	0	147	0	0	0	0	0
Gm14308	24.500000	0	147	0	0	0	0	0
Epha6	24.500000	0	147	0	0	0	0	0
Doc2b	24.500000	0	147	0	0	0	0	0
Dnajb14	24.500000	0	147	0	0	0	0	0
Cfap20dc	24.500000	0	147	0	0	0	0	0
Cenpm	24.500000	0	147	0	0	0	0	0
Cdk2	24.500000	0	147	0	0	0	0	0
Ccdc89	24.500000	0	147	0	0	0	0	0
Ccdc162	24.500000	0	147	0	0	0	0	0
Asns	24.500000	0	147	0	0	0	0	0
Apex2	24.500000	0	147	0	0	0	0	0
Akr1b7	24.500000	0	147	0	0	0	0	0
Adamts10	24.500000	0	147	0	0	0	0	0
Acot9	24.500000	0	147	0	0	0	0	0
Zfx	24.333333	0	146	0	0	0	0	0
Vav3	24.333333	0	146	0	0	0	0	0
Ttc12	24.333333	0	146	0	0	0	0	0
Soat1	24.333333	0	146	0	0	0	0	0
Sntb2	24.333333	0	146	0	0	0	0	0
Slc12a4	24.333333	0	146	0	0	0	0	0
Serping1	24.333333	0	146	0	0	0	0	0
Sema3c	24.333333	0	146	0	0	0	0	0
Rrp36	24.333333	0	146	0	0	0	0	0
Plekhb1	24.333333	0	146	0	0	0	0	0
Ncaph	24.333333	0	146	0	0	0	0	0
Mtrf1l	24.333333	0	146	0	0	0	0	0
Ly6l	24.333333	0	0	0	146	0	0	0
Itga6	24.333333	0	146	0	0	0	0	0
Celsr2	24.333333	0	146	0	0	0	0	0
Casd1	24.333333	0	146	0	0	0	0	0
Camkv	24.333333	0	146	0	0	0	0	0
Armh4	24.333333	0	146	0	0	0	0	0
Adgrb3	24.333333	0	146	0	0	0	0	0
Ttc39c	24.166667	0	145	0	0	0	0	0
Tspyl3	24.166667	0	145	0	0	0	0	0
Top2a	24.166667	0	145	0	0	0	0	0
Syne2	24.166667	0	145	0	0	0	0	0
Syce2	24.166667	0	145	0	0	0	0	0
Slc30a3	24.166667	0	0	0	0	0	145	0
Samhd1	24.166667	0	145	0	0	0	0	0
Rps6ka1	24.166667	0	145	0	0	0	0	0
Oscp1	24.166667	0	145	0	0	0	0	0
Lxn	24.166667	0	145	0	0	0	0	0
Lgmn	24.166667	0	145	0	0	0	0	0
Lef1	24.166667	0	145	0	0	0	0	0
Gria4	24.166667	0	145	0	0	0	0	0
Foxc2	24.166667	0	145	0	0	0	0	0
Fbxo47	24.166667	0	145	0	0	0	0	0
Fam221a	24.166667	0	145	0	0	0	0	0
Ephb4	24.166667	0	145	0	0	0	0	0
Ctsz	24.166667	0	145	0	0	0	0	0
Adamts8	24.166667	0	145	0	0	0	0	0
Zfp40	24.000000	0	144	0	0	0	0	0
Wnt7a	24.000000	0	144	0	0	0	0	0
Tlcd4	24.000000	0	144	0	0	0	0	0
Tbc1d31	24.000000	0	144	0	0	0	0	0
Rapgefl1	24.000000	0	144	0	0	0	0	0
Rab31	24.000000	0	144	0	0	0	0	0
Pla2g3	24.000000	0	144	0	0	0	0	0
Nr3c1	24.000000	0	144	0	0	0	0	0
Nr2c2ap	24.000000	0	144	0	0	0	0	0
Mtfr2	24.000000	0	144	0	0	0	0	0
Lrrc63	24.000000	0	144	0	0	0	0	0
Lratd2	24.000000	0	144	0	0	0	0	0
Lcp1	24.000000	0	144	0	0	0	0	0
Klf2	24.000000	0	144	0	0	0	0	0
Kalrn	24.000000	0	144	0	0	0	0	0
Junb	24.000000	0	144	0	0	0	0	0
Ints6l	24.000000	0	144	0	0	0	0	0
Idnk	24.000000	0	144	0	0	0	0	0
Gpr37	24.000000	0	144	0	0	0	0	0
Gm28729	24.000000	0	144	0	0	0	0	0
Farp2	24.000000	0	144	0	0	0	0	0
Dnaaf4	24.000000	0	144	0	0	0	0	0
Dleu7	24.000000	0	144	0	0	0	0	0
Bhlhe40	24.000000	0	144	0	0	0	0	0
Bcl6b	24.000000	0	144	0	0	0	0	0
Bach2	24.000000	0	144	0	0	0	0	0
Arhgap31	24.000000	0	144	0	0	0	0	0
Abcd2	24.000000	0	144	0	0	0	0	0
Smpd2	23.833333	0	143	0	0	0	0	0
Robo2	23.833333	0	143	0	0	0	0	0
Rars	23.833333	0	143	0	0	0	0	0
Rag1	23.833333	0	143	0	0	0	0	0
Ppil6	23.833333	0	143	0	0	0	0	0
Pard6g	23.833333	0	143	0	0	0	0	0
Mob3c	23.833333	0	143	0	0	0	0	0
Mesp2	23.833333	0	143	0	0	0	0	0
Grm3	23.833333	0	143	0	0	0	0	0
Galk1	23.833333	0	143	0	0	0	0	0
En2	23.833333	0	143	0	0	0	0	0
Emd	23.833333	0	143	0	0	0	0	0
Dlk2	23.833333	0	143	0	0	0	0	0
Dglucy	23.833333	0	143	0	0	0	0	0
Aldh18a1	23.833333	0	143	0	0	0	0	0
Zxdb	23.666667	0	142	0	0	0	0	0
Zdhhc9	23.666667	0	142	0	0	0	0	0
Txndc2	23.666667	0	0	0	0	0	142	0
Sra1	23.666667	0	142	0	0	0	0	0
Slco4a1	23.666667	0	142	0	0	0	0	0
Rpl39	23.666667	0	142	0	0	0	0	0
Reep4	23.666667	0	142	0	0	0	0	0
Pdha1	23.666667	0	142	0	0	0	0	0
Myo10	23.666667	0	142	0	0	0	0	0
Limch1	23.666667	0	142	0	0	0	0	0
Has3	23.666667	0	142	0	0	0	0	0
Elmod1	23.666667	0	142	0	0	0	0	0
Efna5	23.666667	0	142	0	0	0	0	0
Cbx7	23.666667	0	142	0	0	0	0	0
Agtrap	23.666667	0	142	0	0	0	0	0
Tox	23.500000	0	141	0	0	0	0	0
Slc22a4	23.500000	0	141	0	0	0	0	0
Scd1	23.500000	0	141	0	0	0	0	0
Pyroxd2	23.500000	0	141	0	0	0	0	0
Pgap6	23.500000	0	141	0	0	0	0	0
Ngef	23.500000	0	141	0	0	0	0	0
Nanos3	23.500000	0	141	0	0	0	0	0
Lpar1	23.500000	0	141	0	0	0	0	0
Il1rapl2	23.500000	0	0	141	0	0	0	0
Gm6588	23.500000	0	141	0	0	0	0	0
Cyp26b1	23.500000	0	141	0	0	0	0	0
Ciita	23.500000	0	0	141	0	0	0	0
Cend1	23.500000	0	141	0	0	0	0	0
Bcat1	23.500000	0	141	0	0	0	0	0
Actl11	23.500000	0	141	0	0	0	0	0
1110032F04Rik	23.500000	0	141	0	0	0	0	0
Umodl1	23.333333	0	140	0	0	0	0	0
Tsr1	23.333333	0	140	0	0	0	0	0
Tspan18	23.333333	0	140	0	0	0	0	0
Tspan15	23.333333	0	140	0	0	0	0	0
Trex1	23.333333	0	140	0	0	0	0	0
Traf3	23.333333	0	140	0	0	0	0	0
Sox9	23.333333	0	140	0	0	0	0	0
Shisa5	23.333333	0	140	0	0	0	0	0
Sgsm2	23.333333	0	140	0	0	0	0	0
Serpinb1b	23.333333	0	140	0	0	0	0	0
Prom1	23.333333	0	140	0	0	0	0	0
Pdlim4	23.333333	0	140	0	0	0	0	0
Gucy1a1	23.333333	0	140	0	0	0	0	0
Gm715	23.333333	0	140	0	0	0	0	0
Fam135b	23.333333	0	140	0	0	0	0	0
Ctso	23.333333	0	140	0	0	0	0	0
Cmtm3	23.333333	0	140	0	0	0	0	0
Cadps2	23.333333	0	140	0	0	0	0	0
Atp11c	23.333333	0	140	0	0	0	0	0
Arsi	23.333333	140	0	0	0	0	0	0
Ap1g2	23.333333	0	140	0	0	0	0	0
Zfp945	23.166667	0	139	0	0	0	0	0
Zfp780b	23.166667	0	139	0	0	0	0	0
Wdr17	23.166667	0	139	0	0	0	0	0
Vbp1	23.166667	0	139	0	0	0	0	0
Tspan6	23.166667	0	139	0	0	0	0	0
Tpcn2	23.166667	0	139	0	0	0	0	0
Tirap	23.166667	0	139	0	0	0	0	0
Tenm4	23.166667	0	139	0	0	0	0	0
St8sia6	23.166667	0	139	0	0	0	0	0
Slitrk5	23.166667	0	139	0	0	0	0	0
Slc1a6	23.166667	0	139	0	0	0	0	0
Slc10a3	23.166667	0	139	0	0	0	0	0
Shisal2a	23.166667	0	139	0	0	0	0	0
Rgs13	23.166667	0	139	0	0	0	0	0
Rasef	23.166667	0	139	0	0	0	0	0
Rab9b	23.166667	0	139	0	0	0	0	0
Pbk	23.166667	0	139	0	0	0	0	0
Nt5dc1	23.166667	0	139	0	0	0	0	0
Neu3	23.166667	0	139	0	0	0	0	0
Ndrg1	23.166667	0	139	0	0	0	0	0
Naa80	23.166667	0	139	0	0	0	0	0
Mettl11b	23.166667	0	139	0	0	0	0	0
Mboat1	23.166667	0	139	0	0	0	0	0
Mavs	23.166667	0	139	0	0	0	0	0
Map7d2	23.166667	0	139	0	0	0	0	0
Lrp2	23.166667	0	139	0	0	0	0	0
Lepr	23.166667	0	139	0	0	0	0	0
L1cam	23.166667	0	139	0	0	0	0	0
Kyat3	23.166667	0	139	0	0	0	0	0
Krtap13-1	23.166667	0	139	0	0	0	0	0
Ikbkg	23.166667	0	139	0	0	0	0	0
Ift74	23.166667	0	139	0	0	0	0	0
Hyal3	23.166667	0	139	0	0	0	0	0
Hyal1	23.166667	0	139	0	0	0	0	0
Hmox1	23.166667	0	139	0	0	0	0	0
Grtp1	23.166667	0	139	0	0	0	0	0
Gm7072	23.166667	0	139	0	0	0	0	0
Gm44504	23.166667	0	139	0	0	0	0	0
Gm3325	23.166667	0	139	0	0	0	0	0
Gcsh	23.166667	0	139	0	0	0	0	0
Fzd6	23.166667	0	139	0	0	0	0	0
Foxo4	23.166667	0	139	0	0	0	0	0
Fam3a	23.166667	0	139	0	0	0	0	0
Eya1	23.166667	0	139	0	0	0	0	0
Exo1	23.166667	0	139	0	0	0	0	0
E2f1	23.166667	0	139	0	0	0	0	0
Depdc7	23.166667	0	139	0	0	0	0	0
Cpt2	23.166667	0	139	0	0	0	0	0
Chic1	23.166667	0	139	0	0	0	0	0
Cenpf	23.166667	0	139	0	0	0	0	0
Cdk1	23.166667	0	139	0	0	0	0	0
Cck	23.166667	0	139	0	0	0	0	0
Capn3	23.166667	0	139	0	0	0	0	0
Camk1	23.166667	0	139	0	0	0	0	0
Bicc1	23.166667	0	139	0	0	0	0	0
B3gnt7	23.166667	0	139	0	0	0	0	0
B230307C23Rik	23.166667	0	139	0	0	0	0	0
Art4	23.166667	0	139	0	0	0	0	0
Arhgef25	23.166667	0	139	0	0	0	0	0
Alk	23.166667	0	139	0	0	0	0	0
Actn2	23.166667	0	139	0	0	0	0	0
Acer3	23.166667	0	139	0	0	0	0	0
Abhd3	23.166667	0	139	0	0	0	0	0
Abcg2	23.166667	0	139	0	0	0	0	0
5430403G16Rik	23.166667	0	139	0	0	0	0	0
2510002D24Rik	23.166667	0	139	0	0	0	0	0
Tesmin	23.000000	0	138	0	0	0	0	0
Tceal1	23.000000	0	138	0	0	0	0	0
Tbr1	23.000000	0	138	0	0	0	0	0
Syt9	23.000000	0	138	0	0	0	0	0
Skap2	23.000000	0	138	0	0	0	0	0
Rgs22	23.000000	0	138	0	0	0	0	0
Nptx1	23.000000	0	138	0	0	0	0	0
Luzp2	23.000000	0	138	0	0	0	0	0
Lrrc10b	23.000000	0	138	0	0	0	0	0
Kit	23.000000	0	138	0	0	0	0	0
Fabp3	23.000000	0	138	0	0	0	0	0
Dnajc15	23.000000	0	138	0	0	0	0	0
Chst14	23.000000	0	138	0	0	0	0	0
Cers4	23.000000	0	138	0	0	0	0	0
Tsen34	22.833333	0	137	0	0	0	0	0
Stk32b	22.833333	0	137	0	0	0	0	0
Spon1	22.833333	0	137	0	0	0	0	0
Pfkp	22.833333	0	137	0	0	0	0	0
Nefm	22.833333	0	137	0	0	0	0	0
Msrb2	22.833333	0	137	0	0	0	0	0
Mc4r	22.833333	0	137	0	0	0	0	0
Mboat7	22.833333	0	137	0	0	0	0	0
Lgi2	22.833333	0	137	0	0	0	0	0
Iffo1	22.833333	0	137	0	0	0	0	0
Gldc	22.833333	0	137	0	0	0	0	0
Elovl7	22.833333	0	137	0	0	0	0	0
Cxcl12	22.833333	0	137	0	0	0	0	0
Cdh18	22.833333	0	137	0	0	0	0	0
Brwd3	22.833333	0	137	0	0	0	0	0
Abhd12	22.833333	0	137	0	0	0	0	0
Vpreb3	22.666667	0	136	0	0	0	0	0
Ugt8a	22.666667	0	136	0	0	0	0	0
Shtn1	22.666667	0	136	0	0	0	0	0
Shkbp1	22.666667	0	136	0	0	0	0	0
Pip5k1b	22.666667	0	136	0	0	0	0	0
Lmo7	22.666667	0	136	0	0	0	0	0
Lhpp	22.666667	0	136	0	0	0	0	0
LOC100861978	22.666667	0	0	0	0	0	136	0
Kcnk2	22.666667	0	136	0	0	0	0	0
Hmgn3	22.666667	0	136	0	0	0	0	0
Gm5134	22.666667	0	136	0	0	0	0	0
Gm2506	22.666667	0	0	0	0	0	136	0
Gm13306	22.666667	0	0	0	0	0	136	0
Fam155a	22.666667	0	136	0	0	0	0	0
Fam131c	22.666667	0	136	0	0	0	0	0
Dock6	22.666667	0	136	0	0	0	0	0
Cox4i2	22.666667	0	136	0	0	0	0	0
Ccl27b	22.666667	0	0	0	0	0	136	0
Camk2n1	22.666667	0	136	0	0	0	0	0
Tmem229a	22.500000	0	135	0	0	0	0	0
Tmem130	22.500000	0	135	0	0	0	0	0
Syt4	22.500000	0	135	0	0	0	0	0
Sh3gl2	22.500000	0	135	0	0	0	0	0
Scube3	22.500000	0	135	0	0	0	0	0
Samd3	22.500000	0	0	135	0	0	0	0
Pxdn	22.500000	0	135	0	0	0	0	0
Polr1e	22.500000	0	135	0	0	0	0	0
Myrip	22.500000	0	135	0	0	0	0	0
Mybl2	22.500000	0	135	0	0	0	0	0
Grik4	22.500000	0	135	0	0	0	0	0
Zdhhc23	22.333333	0	134	0	0	0	0	0
Slc38a1	22.333333	0	134	0	0	0	0	0
Rasgrf2	22.333333	0	134	0	0	0	0	0
Pipox	22.333333	0	134	0	0	0	0	0
Phf19	22.333333	0	134	0	0	0	0	0
Mmgt2	22.333333	0	134	0	0	0	0	0
Megf11	22.333333	0	134	0	0	0	0	0
Mcts2	22.333333	0	134	0	0	0	0	0
Lrrc75a	22.333333	0	134	0	0	0	0	0
Kirrel	22.333333	0	134	0	0	0	0	0
Kif26b	22.333333	0	134	0	0	0	0	0
Gas2l3	22.333333	0	134	0	0	0	0	0
Fbxo17	22.333333	0	134	0	0	0	0	0
Dtx3	22.333333	0	134	0	0	0	0	0
Cebpb	22.333333	0	134	0	0	0	0	0
Aph1c	22.333333	0	134	0	0	0	0	0
Angptl2	22.333333	0	134	0	0	0	0	0
Adamts2	22.333333	0	134	0	0	0	0	0
Wdr46	22.166667	0	133	0	0	0	0	0
Tppp	22.166667	0	133	0	0	0	0	0
Smc1a	22.166667	0	133	0	0	0	0	0
Ribc1	22.166667	0	133	0	0	0	0	0
Rcn3	22.166667	0	133	0	0	0	0	0
Ptpn3	22.166667	0	133	0	0	0	0	0
Pth1r	22.166667	0	133	0	0	0	0	0
Plxnc1	22.166667	0	133	0	0	0	0	0
Pfdn6	22.166667	0	133	0	0	0	0	0
Pdgfc	22.166667	0	133	0	0	0	0	0
Pcolce2	22.166667	0	133	0	0	0	0	0
Paqr7	22.166667	0	133	0	0	0	0	0
Nek8	22.166667	0	133	0	0	0	0	0
Naga	22.166667	0	133	0	0	0	0	0
N4bp2l1	22.166667	0	133	0	0	0	0	0
Lrrc2	22.166667	0	133	0	0	0	0	0
Il10rb	22.166667	0	133	0	0	0	0	0
Hmga1b	22.166667	0	133	0	0	0	0	0
Hmga1	22.166667	0	133	0	0	0	0	0
Hdac9	22.166667	0	133	0	0	0	0	0
Gm9222	22.166667	0	133	0	0	0	0	0
Gm2897	22.166667	0	133	0	0	0	0	0
Faim2	22.166667	0	133	0	0	0	0	0
Arhgef28	22.166667	0	133	0	0	0	0	0
Aldh9a1	22.166667	0	133	0	0	0	0	0
9130019O22Rik	22.166667	0	133	0	0	0	0	0
Stk39	22.000000	0	132	0	0	0	0	0
Speg	22.000000	0	132	0	0	0	0	0
Shbg	22.000000	0	132	0	0	0	0	0
Sdc1	22.000000	0	132	0	0	0	0	0
Sat2	22.000000	0	132	0	0	0	0	0
Racgap1	22.000000	0	132	0	0	0	0	0
Pde4dip	22.000000	0	132	0	0	0	0	0
Nipal2	22.000000	0	132	0	0	0	0	0
Myo1d	22.000000	0	132	0	0	0	0	0
Man1a	22.000000	0	132	0	0	0	0	0
Igsf3	22.000000	0	132	0	0	0	0	0
Hpca	22.000000	0	132	0	0	0	0	0
Fam53b	22.000000	0	132	0	0	0	0	0
Egr3	22.000000	0	132	0	0	0	0	0
Ccn4	22.000000	0	132	0	0	0	0	0
Usp29	21.833333	0	131	0	0	0	0	0
Tdrp	21.833333	0	131	0	0	0	0	0
Snai1	21.833333	0	131	0	0	0	0	0
Sinhcaf	21.833333	0	131	0	0	0	0	0
Rit1	21.833333	0	131	0	0	0	0	0
Pus1	21.833333	0	131	0	0	0	0	0
Prr16	21.833333	0	131	0	0	0	0	0
Peg3	21.833333	0	131	0	0	0	0	0
Mmp24	21.833333	0	131	0	0	0	0	0
Lmo3	21.833333	0	0	0	0	0	131	0
Igf2bp1	21.833333	0	131	0	0	0	0	0
H2ac4	21.833333	0	131	0	0	0	0	0
Gtf2f2	21.833333	0	131	0	0	0	0	0
Blvrb	21.833333	0	131	0	0	0	0	0
B3gnt2	21.833333	0	131	0	0	0	0	0
