Target_genes	Atf7|Average	SRX520193|3T3-L1	SRX5088371|Testicular_germ_cells	SRX5088372|Testicular_germ_cells	SRX5088373|Testicular_germ_cells	SRX5088374|Testicular_germ_cells	SRX5088375|Testicular_germ_cells	SRX5088376|Testicular_germ_cells	SRX5088377|Testicular_germ_cells	SRX5088378|Testicular_germ_cells	DRX230417|Testis	DRX230418|Testis	DRX230419|Testis	DRX230420|Testis	DRX230421|Testis	DRX230422|Testis	DRX230423|Testis	DRX230424|Testis	DRX230425|Testis	STRING
Cdcp1	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Car4	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
B3gnt5	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Atoh7	6.111111	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Akain1	6.111111	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0
Zfp2	6.055556	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0
Yipf3	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Ybx3	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Wwp2	6.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0
Tuba4a	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Tle7	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Tifa	6.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0
Stk32a	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Smim40	6.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0
Serpinb6b	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Sema4f	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Rps10	6.055556	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0
Rpl32	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Rpap1	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Proc	6.055556	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0
Polr1c	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Pld1	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Pcdha5	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
P4ha3	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Nudt1	6.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0
Ndufb7	6.055556	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0
Ncam2	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Msx3	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Krt76	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Klf3	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Hspa12b	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Gtf2h2	6.055556	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0
Grm7	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Ferd3l	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Fam83b	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Fam20a	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Edc4	6.055556	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0
Dyrk1b	6.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0
Dleu7	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Dgki	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Dennd11	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Daxx	6.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0
Bmp8a	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Bhlhb9	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Bcdin3d	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Agbl5	6.055556	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0
9130019O22Rik	6.055556	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0
Utp11	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Usp33	6.000000	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0
Tedc2	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Tcp11l1	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Synm	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Spon1	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Rgs7	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Pkm	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0
Pin1rt1	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Pak4	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0
Mrln	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Med4	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0
Mal2	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Lgr4	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
L3mbtl4	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
L3mbtl2	6.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0
Fn3krp	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Dapk1	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Cpne2	6.000000	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0
Cdyl	6.000000	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0
Arpin	6.000000	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0
Zfp267	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Zeb1	5.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0
Wdpcp	5.944444	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0
Txnrd1	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Tnfsf9	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Smarcc2	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Scn3b	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Rnf150	5.944444	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab1b	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Osbpl5	5.944444	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0
Nxn	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Nkain3	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Mrto4	5.944444	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0
Mdh1	5.944444	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0
Marchf11	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Lpar3	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Itga1	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Inava	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Il1rl2	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Gria4	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Enho	5.944444	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0
Emc1	5.944444	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0
Dsg2	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Cxcl12	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Chd3	5.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0
Btbd2	5.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0
Anxa6	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Alpk3	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Aldh5a1	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Abcc9	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Abcc4	5.944444	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0
Zfp689	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Vps35l	5.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0
S100a3	5.888889	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100a2	5.888889	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs9	5.888889	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0
Pym1	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Psmc1	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Pbx4	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Oscp1	5.888889	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0
Opcml	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Npy	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
N4bp2l1	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Mon1a	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Met	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Igf2bp3	5.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0
Hoxb9	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Gpi1	5.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0
Eci1	5.888889	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0
Dlgap2	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Dgka	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Commd7	5.888889	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Zfp11	5.833333	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0
Wbp1	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Vstm2a	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Tmx2	5.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0
Tmem218	5.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0
Spef2	5.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
Raver1	5.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0
Rab15	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
P4htm	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Ocln	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Noxo1	5.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0
Nckap5	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Med19	5.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0
Ly6k	5.833333	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0
Lmo2	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Ldlrad4	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Klc3	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Kdm5b	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Kcnt2	5.833333	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0
Inppl1	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Ino80b	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Haus7	5.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0
Gmpr	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Gfer	5.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0
Ephx2	5.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0
Cwh43	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Cpxm1	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Cers5	5.833333	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0
Ccdc43	5.833333	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0
Adra1d	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Acads	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
1600014C10Rik	5.833333	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Zdhhc18	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Zbtb7c	5.777778	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
Wbp2nl	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Slu7	5.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0
Slc24a4	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Setd6	5.777778	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
Rgp1	5.777778	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
Prkar1b	5.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0
Ppdpf	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Peli3	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Pcdha1	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Nt5e	5.777778	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Lefty2	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Ky	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Klf2	5.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0
Kcnk10	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Ism2	5.777778	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
Gypc	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Gprin2	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Gba2	5.777778	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
Exosc10	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Dnaaf5	5.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0
Cenpc1	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Castor2	5.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0
Cachd1	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Bhlhe41	5.777778	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Ttc23l	5.722222	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Trim42	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Tpbg	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Tlr2	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Tafa2	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Snf8	5.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0
Sf3a2	5.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Serinc5	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Ptrhd1	5.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Ptgis	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Pter	5.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
Ppp6r2	5.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0
Plekhj1	5.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Piezo2	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Pcdhgb8	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Pcdhga12	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Pcdha7	5.722222	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Pcdha6	5.722222	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Olfr773	5.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
Nphs2	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Naip5	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Med10	5.722222	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
Lrrc10b	5.722222	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
Jakmip3	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Iqsec1	5.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0
H3c3	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Greb1	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Gm38667	5.722222	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Gm38666	5.722222	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Glis1	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Gfod1	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Frmd4a	5.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
Fbxo6	5.722222	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
Fam174b	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Eif1b	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Dhcr24	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Dgkh	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Crabp1	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Cenpo	5.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Cct8l1	5.722222	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc92b	5.722222	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Ccdc88c	5.722222	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
Adamts20	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Abat	5.722222	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0
Zkscan3	5.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0
Zfp764	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Wipf3	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Vps11	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Unc79	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Uchl1	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Tpd52	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Tmem198b	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Tmem184c	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Sptbn4	5.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0
Sobp	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Slc66a1	5.666667	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Slc35f3	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Slc17a6	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Sim1	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Setmar	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Sac3d1	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Rpp30	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Rgs7bp	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Prpmp5	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Popdc3	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Pgap1	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Osmr	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Olfr1033	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Naip7	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Naip6	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Meikin	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Madd	5.666667	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Ly6i	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Kndc1	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Jade3	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Itgb3bp	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Igbp1b	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Hikeshi	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Hbegf	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Gpr83	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Gm46430	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Gm2832	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Gins3	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Foxr1	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Fbxo8	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Fam71b	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Fam189a2	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Efcab7	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Dpyd	5.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0
Dnajc14	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Dach1	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Cox8c	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Cep44	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Cdk14	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Capn15	5.666667	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Anapc1	5.666667	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Akr7a5	5.666667	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
1700020L24Rik	5.666667	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
Zfp958	5.611111	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
Wdr74	5.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0
Usp46	5.611111	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0
