Target_genes	Ppara|Average	SRX7647798|Brown_adipose_tissue	SRX7647799|Brown_adipose_tissue	SRX7647800|Brown_adipose_tissue	SRX7647801|Brown_adipose_tissue	SRX745823|Burst-forming_unit_erythroids	SRX745825|Burst-forming_unit_erythroids	SRX745827|Burst-forming_unit_erythroids	SRX11366178|Liver	SRX11366179|Liver	SRX11366180|Liver	SRX11366181|Liver	SRX11366182|Liver	SRX11366183|Liver	SRX11366184|Liver	SRX11366185|Liver	SRX11366186|Liver	SRX11366187|Liver	SRX11366188|Liver	SRX11366189|Liver	SRX11366190|Liver	SRX11366191|Liver	SRX11366192|Liver	SRX11366193|Liver	SRX118173|Liver	SRX118174|Liver	SRX3582928|Liver	SRX3582929|Liver	SRX3582931|Liver	SRX3582932|Liver	SRX5028158|Liver	SRX5028159|Liver	SRX5028160|Liver	SRX5028161|Liver	SRX5028180|Liver	SRX5028181|Liver	SRX5028182|Liver	SRX5028183|Liver	SRX5028184|Liver	SRX5028185|Liver	SRX5142526|Liver	SRX5142527|Liver	SRX5142528|Liver	SRX5142529|Liver	SRX5142530|Liver	SRX5142531|Liver	SRX8715535|Liver	SRX8715536|Liver	SRX8715537|Liver	SRX8715538|Liver	SRX8715539|Liver	SRX8715540|Liver	SRX18696494|Thymus	SRX305976|Unclassified	SRX305978|Unclassified	SRX305980|Unclassified	SRX305982|Unclassified	STRING
Gmcl1	12.285714	143	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	114	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata31d1a	12.267857	224	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Romo1	12.267857	104	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	229	0	0	0	68	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0
Nfs1	12.267857	104	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	229	0	0	0	68	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0
Naa40	12.267857	397	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pik3c2b	12.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	61	0	0	0	0	178	99	184	0	0	0	0	0	0	0	0	0	0	0	0
Chid1	12.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	149	0	99	118	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh16	12.250000	424	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc45a4	12.232143	138	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	243	0	0	0	0	0	0	0	0	0	0	0	0
Ercc2	12.232143	255	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
Rps4x	12.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	136	0	0	0	105	99	230	0	0	0	0	0	0	0	0	0	0	0	0
Il12rb1	12.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	121	87	142	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Hspbp1	12.214286	254	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	83	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0
Homez	12.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	91	0	0	0	116	0	377	0	0	0	0	0	0	0	0	0	0	0	0
Gm5617	12.214286	202	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	101	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Borcs6	12.214286	210	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
1700122O11Rik	12.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	123	0	150	0	79	0	93	64	71	0	0	0	0	0	0	0	0	0	0	0	0
Ccpg1os	12.196429	132	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	165	61	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Ccpg1	12.196429	132	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	165	61	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Apex2	12.196429	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	117	239	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aamp	12.196429	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	145	107	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Upf3b	12.178571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	133	0	132	161	165	0	0	0	0	0	0	0	0	0	0	0	0
Nptn	12.178571	219	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	116	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf10	12.160714	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	137	0	0	0	0	0	0	0	0	97	124	0	0	0	0	0	0	0	0	0	0	0	0
Psmg4	12.160714	141	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	118	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Krtcap3	12.160714	140	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	108	165	0	0	0	0	0	0	0	0	0	0	0	0
Gm35339	12.160714	158	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0
R3hcc1	12.142857	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	170	0	0	0	149	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0
Npm2	12.142857	349	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem107	12.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	122	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Ifit3	12.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	92	0	0	0	0	0	0	0	112	107	178	0	0	0	0	0	0	0	0	0	0	0	0
Apol7c	12.125000	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	231	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Vps36	12.107143	141	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	177	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc24	12.107143	341	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx4	12.107143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	171	0	0	79	122	0	0	0	0	84	70	0	0	0	0	0	0	0	0	0	0	0	0
Gpr161	12.107143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	136	0	0	0	146	148	140	0	0	0	0	0	0	0	0	0	0	0	0
Arpc3	12.107143	350	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Sfi1	12.089286	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	169	106	186	0	0	0	0	0	0	0	0	0	0	0	0
Lin7c	12.089286	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	125	0	0	0	0	0	0	0	0	148	129	0	0	0	0	0	0	0	0	0	0	0	0
Eif4enif1	12.089286	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	169	106	186	0	0	0	0	0	0	0	0	0	0	0	0
Adm	12.089286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	220	0	0	85	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp407	12.071429	182	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl34-ps1	12.071429	311	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl34	12.071429	311	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nans	12.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	138	0	141	116	179	0	0	0	0	0	0	0	0	0	0	0	0
Mterf4	12.071429	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	167	0	113	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Msh3	12.071429	177	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	115	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhfr	12.071429	177	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	115	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clip1	12.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	123	131	316	0	0	0	0	0	0	0	0	0	0	0	0
Tbcc	12.053571	126	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	150	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srp19	12.053571	158	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	78	0	0	92	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100a3	12.053571	230	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl26	12.053571	276	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pttg1	12.053571	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	90	0	0	0	0	0	131	0	165	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp7	12.053571	283	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Suv39h1	12.035714	188	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	93	0	0	0	0	0	0	0	0	115	0	0	0
Apol10b	12.035714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	115	0	0	145	144	0	0	0	0	54	128	0	0	0	0	0	0	0	0	0	0	0	0
1700030J22Rik	12.035714	312	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wbp11	12.017857	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	185	0	0	0	114	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Braf	12.017857	168	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	115	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0
BC049715	12.017857	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	185	0	0	0	114	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Mettl18	12.000000	121	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	239	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0
Lmod1	12.000000	392	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpm	12.000000	75	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	170	0	0	0	140	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0
BC055324	12.000000	121	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	239	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0
Vasp	11.982143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	139	0	0	125	133	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0
Me2	11.982143	167	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	93	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Tfap2c	11.964286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	132	0	392	0	0	0	0	0	0	0	0	0	0	0	0
Socs6	11.964286	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	140	0	0	0	0	0	0	0	0	122	114	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd42	11.964286	156	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	86	0	102	0	93	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb26	11.946429	209	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	72	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnp2	11.946429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	99	0	113	0	122	0	126	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
Socs1	11.946429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	99	0	113	0	122	0	126	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
Pik3c3	11.946429	153	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	111	0	0	0	0	0	0	0	0	95	77	0	0	0	0	0	0	0	0	0	0	0	0
Oacyl	11.946429	140	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	120	128	0	0	0	0	0	0	0	0	0	0	0	0
Fam151b	11.946429	102	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	96	0	187	0	0	0	0	0	0	0	0	0	0	0	0
Chmp2b	11.946429	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	122	79	0	0	0	95	141	0	0	0	0	0	0	0	0	0	0	0	0
Amer1	11.946429	149	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	121	145	0	0	0	0	0	0	0	0	0	0	0	0
Scnm1	11.928571	258	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmg1	11.928571	188	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	150	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
Lysmd1	11.928571	258	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chfr	11.928571	186	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	83	0	0	0	100	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem270	11.910714	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	121	190	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r5e	11.910714	109	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	178	185	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r7	11.910714	157	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	111	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0
Pask	11.910714	157	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	111	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0
Ltb4r1	11.910714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	108	0	0	0	94	0	0	95	266	0	0	0	0	0	0	0	0	0	0	0	0
Rasd2	11.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	172	0	0	0	0	0	267	101	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn13	11.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	75	125	91	0	0	0	0	117	177	0	0	0	0	0	0	0	0	0	0	0	0
Prss12	11.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	220	148	177	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc71l	11.875000	118	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	126	0	0	0	74	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Tlr2	11.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	113	0	90	111	0	0	125	142	0	0	0	0	0	0	0	0	0	0	0	0
Mapk7	11.857143	265	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Icam5	11.857143	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	214	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Has2	11.857143	252	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap10	11.857143	145	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	132	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c13	11.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	214	0	114	0	140	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
Trmt12	11.839286	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	227	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0
Scyl3	11.839286	323	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0
Tmem237	11.821429	274	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0
Prrt1	11.821429	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	117	0	0	0	0	0	0	0	153	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Ppt2	11.821429	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	117	0	0	0	0	0	0	0	153	0	181	0	0	0	0	0	0	0	0	0	0	0	0
Fnbp4	11.821429	218	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	126	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0
Ppp4c	11.803571	255	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0
Tuba1b	11.785714	158	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	156	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	420
Trappc6b	11.785714	146	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	142	152	0	0	0	0	0	0	0	0	0	0	0	0
