Target_genes	Gabpa|Average	SRX3041631|CD4+_T_cells	SRX2974920|EML_	SRX5850103|ES_cells	SRX5850104|ES_cells	SRX5850105|ES_cells	SRX5850106|ES_cells	SRX5850107|ES_cells	SRX5850108|ES_cells	SRX5850109|ES_cells	SRX5850110|ES_cells	SRX5850111|ES_cells	SRX5850112|ES_cells	SRX5850113|ES_cells	SRX5850114|ES_cells	SRX2242853|Macrophages	SRX2242855|Macrophages	SRX2242856|Macrophages	SRX12708491|White_adipose_tissue	SRX12708492|White_adipose_tissue	STRING
Dact1	9.684211	0	0	0	0	65	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd59b	9.684211	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armc8	9.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0
Tarbp1	9.631579	0	0	0	0	93	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0
Spry1	9.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0
Samd12	9.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0
Oprd1	9.631579	0	0	0	0	0	0	0	0	0	0	0	80	0	103	0	0	0	0	0	0
Olfr1344	9.631579	0	0	0	0	88	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0
Noct	9.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0
Mtf2	9.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0
Actr5	9.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0
Ngfr	9.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0
Gpr176	9.578947	0	0	0	0	94	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
Fmr1	9.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0
Esd	9.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0
Dsp	9.578947	0	0	0	0	87	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0
Ctbp1	9.578947	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0
Ciart	9.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0
Cd300lf	9.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0
Aurkb	9.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0
Abcc3	9.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0
Zdhhc1	9.526316	0	0	0	0	95	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0
Spint2	9.526316	0	0	0	0	95	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0
Slc25a10	9.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0
Phlda3	9.526316	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nagpa	9.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0
Lpin2	9.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0
E130311K13Rik	9.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0
Birc2	9.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0
Barx2	9.526316	0	0	0	0	106	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
Atic	9.526316	0	0	0	0	0	0	0	0	0	0	0	85	0	0	96	0	0	0	0	0
Spag8	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0
Rasa2	9.473684	0	0	0	0	101	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0
Nphp1	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Mtln	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Hint2	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0
Gpr35	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0
Fgr	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0
Fam214b	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0
Coq10b	9.473684	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0
Camk4	9.473684	0	0	0	0	80	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
Apobec3	9.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Zfp281	9.421053	0	0	0	0	0	0	0	0	0	73	0	0	0	0	106	0	0	0	0	0
Tmx4	9.421053	0	0	0	0	96	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0
Snx33	9.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0
S100a3	9.421053	0	0	0	0	0	0	0	0	0	0	0	76	0	103	0	0	0	0	0	0
S100a2	9.421053	0	0	0	0	0	0	0	0	0	0	0	76	0	103	0	0	0	0	0	0
Galnt7	9.421053	0	0	0	0	108	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0
Fndc10	9.421053	0	0	0	0	0	0	0	0	0	0	0	84	0	95	0	0	0	0	0	0
Ephx4	9.421053	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0
Ctdsp2	9.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0
Coa7	9.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0
Nt5c2	9.368421	0	0	0	0	0	74	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Ina	9.368421	0	0	0	0	0	74	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Impa2	9.368421	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coch	9.368421	0	0	0	0	0	79	0	0	0	99	0	0	0	0	0	0	0	0	0	0
Batf2	9.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	95	0
Ankrd63	9.368421	0	0	0	0	100	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0
Slc25a12	9.315789	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3tc1	9.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0
Kif3a	9.315789	0	0	0	0	103	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0
Gm17019	9.315789	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0
F2rl3	9.315789	0	0	0	0	89	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0
Dse	9.315789	0	0	0	0	81	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Cfap300	9.315789	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp6	9.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0
Vmo1	9.263158	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0
Tm4sf5	9.263158	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0
Tm4sf19	9.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0
Spon1	9.263158	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a13	9.263158	0	0	0	0	90	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0
Mtss2	9.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0
Lage3	9.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0
Gm5431	9.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0
Gm38510	9.263158	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2a1d	9.263158	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931428F04Rik	9.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	66	0
Zfp940	9.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0
Thnsl1	9.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	94	0
Sirpb1b	9.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0
Nkx2-4	9.210526	0	0	0	0	0	0	0	0	0	87	0	88	0	0	0	0	0	0	0	0
Enkur	9.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	94	0
Ear1	9.210526	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubald2	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Trpv4	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0
Ppp2r5d	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0
Pla2g2e	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Ndufab1	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0
Kcnj16	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0
Gm13030	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Gda	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0
Dyrk1a	9.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0
Cyp4a12b	9.157895	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trcg1	9.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0
Tacc2	9.105263	0	0	0	0	0	0	0	0	0	0	0	98	0	75	0	0	0	0	0	0
Pilra	9.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0
Klhl23	9.105263	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcun1d4	9.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0
Tmem65	9.052632	0	0	0	0	0	0	0	0	0	0	0	72	0	0	100	0	0	0	0	0
Slc41a1	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0
Rac3	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Kbtbd11	9.052632	0	0	0	0	0	0	0	0	0	84	0	0	0	88	0	0	0	0	0	0
Gatd1	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Dnah14	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0
Cipc	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0
Akr1cl	9.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0
Tspan6	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0
Tsc1	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0
Trim21	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Smurf1	9.000000	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkig	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Nbas	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0
Naip7	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0
Naip6	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0
Mybpc3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Mup17	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
Map1lc3a	9.000000	0	0	0	0	87	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0
Lax1	9.000000	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lag3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0
Kdm1a	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0
Hk2	9.000000	0	0	0	0	0	80	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Grk1	9.000000	0	0	0	0	0	0	0	0	0	91	0	0	0	80	0	0	0	0	0	0
Gmnn	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0
Gm3250	9.000000	0	0	0	0	0	73	0	0	98	0	0	0	0	0	0	0	0	0	0	0
Fxn	9.000000	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam98a	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0
Fam71f1	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0
Carm1	9.000000	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calcrl	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	79	0
Zfp979	8.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0
Snx21	8.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0
Smpd5	8.947368	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmga2	8.947368	0	0	0	0	0	65	0	0	0	105	0	0	0	0	0	0	0	0	0	0
Gpr68	8.947368	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zswim9	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0
Trpm2	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0
Trim5	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Spry4	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0
Olfm1	8.894737	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0
Lrrn4cl	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0
Lig1	8.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0
Kctd12	8.894737	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0
Insr	8.894737	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0
Hint1	8.894737	0	0	0	0	0	93	0	0	0	0	0	76	0	0	0	0	0	0	0	0
Gpr88	8.894737	0	0	0	77	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0
Srp68	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0
Sema3g	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0
Rnf122	8.842105	0	0	0	0	0	0	0	0	98	0	0	0	0	70	0	0	0	0	0	0
Mpp6	8.842105	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0
Mafg	8.842105	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpca	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0
Dync1i1	8.842105	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0
Cnnm4	8.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0
Stpg1	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Rassf7	8.789474	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0
Nipal3	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Mup9	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Lmntd2	8.789474	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0
Lims1	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Kif1b	8.789474	0	0	0	0	77	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0
Gm4925	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0
Foxl2	8.789474	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam13c	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Cnot6	8.789474	0	0	0	74	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Clpx	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0
Ccdc194	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0
Arl1	8.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0
Zar1	8.736842	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soat2	8.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0
Ifitm3	8.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0
Gpr150	8.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0
Fsd2	8.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0
Sly	8.684211	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenow	8.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0
Lep	8.684211	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20931	8.684211	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx11	8.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0
Tmpo	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0
Snapin	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0
Slc35e4	8.631579	0	0	0	89	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0
Sap30	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Polr2e	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	65	0
Pgr	8.631579	0	0	0	0	0	0	0	0	83	0	0	81	0	0	0	0	0	0	0	0
Pdzrn4	8.631579	0	0	0	0	0	0	74	0	0	0	90	0	0	0	0	0	0	0	0	0
Krtap31-2	8.631579	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdelr3	8.631579	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fst	8.631579	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crocc	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0
Cep170b	8.631579	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0
Aldh3b1	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0
2510002D24Rik	8.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Wdr64	8.578947	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem126b	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0
Tmem120a	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0
Tas2r143	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0
Rgs19	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0
Pou4f2	8.578947	0	0	0	0	103	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0
Oxgr1	8.578947	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnip3	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0
Gm36210	8.578947	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0
Fzd6	8.578947	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnm1	8.578947	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf5	8.578947	0	0	0	0	74	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnrip1	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0
Cdh5	8.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0
Tmem42	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0
Sdc1	8.526316	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pknox1	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Otulin	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0
Nsmaf	8.526316	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpd1	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Dnhd1	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	76	0
Cxcl2	8.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Zdhhc20	8.473684	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf4	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0
Tafa5	8.473684	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdlim2	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0
Pde1b	8.473684	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgat5b	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0
Marveld1	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Hdac1	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0
Emp1	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Crkl	8.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0
Ubqln1	8.421053	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tac4	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Rab22a	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Map4	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Lkaaear1	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Gng10	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Dennd1a	8.421053	0	0	0	0	80	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0
Ctbs	8.421053	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0
Chst12	8.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0
Tst	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Tef	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Shroom3	8.368421	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scrn2	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Rhog	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Mpst	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Larp1	8.368421	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt71	8.368421	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb5	8.368421	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irak1	8.368421	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm7	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0
Gldc	8.368421	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd300ld5	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Cd300ld4	8.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Tmem88b	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0
Sugp2	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0
Rtraf	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0
Qser1	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0
Ipo9	8.315789	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0
Hoxb13	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Dennd6b	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0
Armc6	8.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0
Wdr47	8.263158	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0
Tpcn2	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0
Suv39h1	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Olfr286	8.263158	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nwd1	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Nim1k	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0
Mtnr1a	8.263158	0	0	57	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfn2	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0
Gspt2	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0
Foxd4	8.263158	0	0	0	0	79	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0
Ear3	8.263158	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear2	8.263158	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear12	8.263158	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc32	8.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0
9330182O14Rik	8.263158	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
