Target_genes	Ebf2|Average	SRX11005922|Adipocytes	SRX11005923|Adipocytes	SRX11005924|Adipocytes	SRX11005925|Adipocytes	SRX2676935|Brown_adipose_tissue	SRX2676936|Brown_adipose_tissue	SRX3070368|Brown_adipose_tissue	SRX3070369|Brown_adipose_tissue	SRX1357067|Brown_preadipocytes	SRX1357068|Brown_preadipocytes	SRX1357069|Brown_preadipocytes	SRX1357070|Brown_preadipocytes	SRX4054019|Embryoid_Bodies	SRX4054020|Embryoid_Bodies	SRX1706969|mESCs,_differentiated	SRX1706970|mESCs,_differentiated	SRX4054029|mESCs,_differentiated	SRX4054030|mESCs,_differentiated	STRING
Dnajc12	8.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
Dazl	8.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
Car5b	8.888889	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0
Axdnd1	8.888889	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agtr2	8.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
4921504E06Rik	8.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
Slfn3	8.833333	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0
Larp6	8.833333	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0
Trpc4ap	8.777778	0	0	0	0	0	0	0	0	0	0	90	0	0	0	68	0	0	0	0
Rit2	8.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Imp4	8.777778	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-M10.5	8.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Defa4	8.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Defa35	8.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Defa34	8.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Crcp	8.777778	75	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0
Ccdc115	8.777778	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vac14	8.722222	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	65	0	0	0
Utf1	8.722222	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0
Tram1	8.722222	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0
Prx	8.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
Myof	8.722222	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0
Ipp	8.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	73	0	0	0
Galr1	8.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0
C2cd4d	8.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0
Zfp777	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0
Rph3a	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0
Klhl23	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0
Gm8138	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	84	0
Fzd10	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0
Cox17	8.666667	102	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0
Atoh7	8.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
Top3a	8.611111	58	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smcr8	8.611111	58	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd1	8.611111	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
Rsl1d1	8.611111	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	73	0
Guca2a	8.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Lenep	8.555556	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0
Tpd52l1	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Tfpi	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Tbc1d19	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Septin14	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Ppbp	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
P2ry10	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Olfr435	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Olfr1385	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Mocos	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Lrmda	8.500000	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr2b	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Hoxa13	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0
Edc3	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Dkk2	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Clca3a2	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Ceacam19	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
A1bg	8.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Tyr	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Ttbk1	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Tpsb2	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Tomm20l	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Tbc1d10a	8.444444	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0
Smim3	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Slc45a2	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Slc39a2	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Sh3bgrl3	8.444444	73	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0
Samsn1	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Ryr1	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Rtp4	8.444444	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0
Rnase6	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Ptk2b	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Nostrin	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Nlrp6	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Mmel1	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Mecp2	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Krt31	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0
Izumo1	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Hhat	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
H2-M3	8.444444	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0
Gm21818	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Gm18905	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Gm11100	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0
Gal3st2	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Fut1	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Fgf21	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Emd	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Defa29	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0
Cpne2	8.444444	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0
Cd59b	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Ccl25	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Camkk2	8.444444	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0
Arhgap6	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Apob	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0
Alk	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Aldoart2	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
2310079G19Rik	8.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Tmc7	8.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0
Tmc2	8.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0
Mon2	8.388889	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0
Gm28729	8.388889	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0
B4galt2	8.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0
Tnfrsf8	8.333333	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem159	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Olfr908	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Nrn1	8.333333	0	0	0	0	0	0	0	0	0	0	75	0	0	0	75	0	0	0	0
Napsa	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Lhpp	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Kdelr2	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
H2-M2	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Evc2	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Evc	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Dkk4	8.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
1300017J02Rik	8.333333	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0
Tsga10ip	8.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0
Tmem91	8.277778	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Olfr1298	8.277778	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
Nfrkb	8.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	76	0	0
Upf1	8.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Tnfrsf25	8.222222	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Siglecf	8.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Nol10	8.222222	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0
Nap1l3	8.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	75	0
Hoxc9	8.222222	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0
Gykl1	8.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Xlr3b	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Ptprd	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Prokr2	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Pecam1	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Olfr994	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Marco	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Lgals6	8.166667	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
Lgals4	8.166667	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
Gm21083	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Defa5	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Defa22	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Cpb1	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Bpifb9b	8.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Preb	8.111111	0	0	0	0	0	0	0	0	60	0	86	0	0	0	0	0	0	0	0
Card10	8.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0
Srrd	8.055556	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0
Sp8	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0
Slc5a11	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0
Hps4	8.055556	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0
Astn1	8.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Tmx2	8.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhn1	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Med19	8.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lin7c	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
E2f5	8.000000	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Chrna1	8.000000	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Yy2	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Vmn1r42	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Ttll9	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Tpcn2	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Tmem213	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Tceal6	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Syap1	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Slc26a9	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Sbno1	7.944444	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
Rps23rg1	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Psmb4	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Piwil4	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0
Igip	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Gm5544	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Gm4737	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Fgf16	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Efcab8	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Cybb	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Btg4	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Aspg	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
1810065E05Rik	7.944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
Upb1	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
Sobp	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
Nynrin	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
Dnmt3b	7.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
C4b	7.888889	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0
A930017K11Rik	7.888889	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0
Taar3	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Slc5a12	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Slc12a8	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Plaat3	7.833333	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0
Pdcd1	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Olfr597	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Olfr128	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Luzp2	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Ltb	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Lrrc55	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Itpa	7.833333	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iars2	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Htr5a	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Gpr15	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Gm5136	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Ddrgk1	7.833333	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh10	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0
Bpnt1	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Asnsd1	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Asdurf	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Armcx2	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Ada	7.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0
Rpl28	7.777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0
Lyzl6	7.777778	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0
Entpd3	7.722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0
Zfp729a	7.666667	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Tnfrsf11a	7.666667	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Thumpd1	7.666667	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a4	7.666667	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Rs1	7.666667	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Rac2	7.666667	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Nrtn	7.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0
Mtrf1	7.666667	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micall2	7.666667	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb6	7.666667	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Hsd17b13	7.666667	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Dclk3	7.666667	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Cd200r1	7.666667	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Capns2	7.666667	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Barx2	7.666667	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
BC052040	7.666667	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps13b	7.611111	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
Nt5dc1	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
F2rl3	7.611111	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmas	7.611111	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Vmn1r1	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Slc1a3	7.555556	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0
Selenoo	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Scgb1a1	7.555556	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0
Ripply2	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Rad54l	7.555556	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0
Prl2a1	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Pla2g3	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Nudt11	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Myocos	7.555556	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0
Ifi205	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
H2-M10.3	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Gtf2a2	7.555556	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14440	7.555556	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0
Gm14288	7.555556	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0
Fam167a	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Exo1	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Enpp7	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0
Zfp14	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0
Gm13271	7.500000	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Flot2	7.500000	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	74	0
Bmpr1a	7.500000	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Tmprss11b	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Siglech	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Pcsk5	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	66	0
Myo1a	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Kctd17	7.444444	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
Ifnl3	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Htr3b	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Hccs	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Gm15246	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Exoc1	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Dmd	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Csn3	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Crybg2	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Cdc42ep5	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
C1qtnf9	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Asgr2	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
Irf8	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
Defb30	7.388889	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp493	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Ppwd1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Pcdhb18	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Pcdhb17	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Ooep	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Htra3	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Clec4f	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Cenpk	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Agmat	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Tmem238	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
Rxfp3	7.277778	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
Rprd1a	7.277778	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfng	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0
Prkca	7.277778	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0
Plvap	7.277778	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
Inhba	7.277778	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Gps1	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0
Cyct	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
