Target_genes	Elf5|Average	SRX1425169|Mammary_glands	SRX1672019|Mammary_glands	SRX1672020|Mammary_glands	SRX1672031|Mammary_glands	SRX1672032|Mammary_glands	SRX1672061|Mammary_glands	SRX1672063|Mammary_glands	SRX1672064|Mammary_glands	SRX204144|Trophoblast_stem_cells	SRX204145|Trophoblast_stem_cells	SRX3730223|Trophoblast_stem_cells	SRX3730273|Trophoblast_stem_cells	STRING
Zfp58	17.833333	0	0	0	0	0	0	0	0	0	0	214	0	0
Rps6kc1	17.833333	0	0	0	0	0	0	0	0	0	0	214	0	0
Rnaseh2a	17.833333	0	0	0	0	0	0	0	0	0	0	214	0	0
Rbms2	17.833333	106	0	0	108	0	0	0	0	0	0	0	0	0
Rbm12b2	17.833333	0	0	0	0	0	0	0	0	0	0	214	0	0
Prim2	17.833333	107	0	0	107	0	0	0	0	0	0	0	0	0
Prdx2	17.833333	0	0	0	0	0	0	0	0	0	0	214	0	0
Osm	17.833333	0	0	0	0	0	0	214	0	0	0	0	0	0
Lgals12	17.833333	0	0	0	0	0	0	214	0	0	0	0	0	0
Keap1	17.833333	0	0	0	70	0	0	0	0	0	0	144	0	0
Glis2	17.833333	0	0	0	0	0	0	0	0	0	0	214	0	0
Elmo3	17.833333	0	0	0	0	0	0	0	0	0	0	214	0	0
Brpf3	17.833333	107	0	0	107	0	0	0	0	0	0	0	0	0
Atp6v1c2	17.833333	107	0	0	107	0	0	0	0	0	0	0	0	0
Zcwpw1	17.750000	0	0	0	0	0	0	102	0	0	0	111	0	0
Tecr	17.750000	0	0	0	0	0	0	213	0	0	0	0	0	0
Scgb1c1	17.750000	107	0	0	106	0	0	0	0	0	0	0	0	0
Rint1	17.750000	0	0	0	0	0	0	0	0	0	0	213	0	0
Rbbp7	17.750000	0	0	0	0	0	0	0	0	0	0	213	0	0
Odf3	17.750000	107	0	0	106	0	0	0	0	0	0	0	0	0
Mpst	17.750000	0	0	0	0	0	0	0	0	0	0	213	0	0
Mepce	17.750000	0	0	0	0	0	0	102	0	0	0	111	0	0
Fbxw8	17.750000	0	0	0	0	0	0	0	0	0	0	213	0	0
Ebi3	17.750000	0	0	0	0	0	0	0	0	0	0	213	0	0
Zmiz1	17.666667	81	0	0	0	0	0	0	0	0	0	131	0	0
Stpg2	17.666667	0	0	0	0	0	0	0	0	0	0	212	0	0
Slc30a6	17.666667	105	0	0	107	0	0	0	0	0	0	0	0	0
Rps15a	17.666667	0	0	0	0	0	0	212	0	0	0	0	0	0
Recql	17.666667	0	0	0	0	0	0	0	0	0	0	212	0	0
Pramel13	17.666667	0	0	0	0	0	0	84	0	0	0	128	0	0
Phldb2	17.666667	106	0	0	106	0	0	0	0	0	0	0	0	0
Orc2	17.666667	0	0	0	0	0	0	0	0	0	0	212	0	0
Hsd11b2	17.666667	106	0	0	106	0	0	0	0	0	0	0	0	0
Golt1b	17.666667	0	0	0	0	0	0	0	0	0	0	212	0	0
Gm5784	17.666667	0	0	0	0	0	0	0	0	0	0	212	0	0
Gjb5	17.666667	0	0	0	0	0	0	0	0	0	0	212	0	0
Dcbld2	17.666667	0	0	0	0	0	0	0	0	0	0	212	0	0
Ccdc166	17.666667	0	0	0	0	0	0	102	0	0	0	110	0	0
Tff1	17.583333	0	0	0	0	0	0	0	0	0	0	211	0	0
Stard10	17.583333	0	0	0	0	0	0	0	0	0	0	211	0	0
Slf2	17.583333	0	0	0	0	0	0	211	0	0	0	0	0	0
Gp1ba	17.583333	105	0	0	106	0	0	0	0	0	0	0	0	0
Atp5k	17.583333	0	0	0	0	0	0	0	0	0	0	211	0	0
Taar5	17.500000	0	0	0	0	0	0	0	0	0	0	210	0	0
Rgl3	17.500000	0	0	0	0	0	0	0	0	0	0	210	0	0
Neil1	17.500000	105	0	0	105	0	0	0	0	0	0	0	0	0
Immt	17.500000	0	0	0	0	0	0	0	0	0	0	210	0	0
Csrnp1	17.500000	0	0	0	0	0	0	0	0	0	0	210	0	0
Clcn3	17.500000	0	0	0	0	0	0	98	0	0	0	112	0	0
Zfyve27	17.416667	0	0	0	0	0	0	0	0	0	0	209	0	0
Zfp507	17.416667	0	0	0	0	0	0	0	0	0	0	209	0	0
Wdfy1	17.416667	0	0	0	0	0	0	130	0	0	0	79	0	0
Pdss2	17.416667	104	0	0	105	0	0	0	0	0	0	0	0	0
Mogat2	17.416667	0	0	0	0	0	0	0	0	0	0	209	0	0
Mapre3	17.416667	0	0	0	0	0	0	0	0	0	0	209	0	0
Limk1	17.416667	105	0	0	104	0	0	0	0	0	0	0	0	0
Lce1m	17.416667	0	0	0	0	0	0	0	0	0	0	209	0	0
Etfbkmt	17.416667	0	0	0	0	0	0	0	0	0	0	209	0	0
E030030I06Rik	17.416667	0	0	0	0	0	0	77	0	0	0	132	0	0
Dot1l	17.416667	0	0	0	0	0	0	0	0	0	0	209	0	0
Crct1	17.416667	0	0	0	0	0	0	0	0	0	0	209	0	0
Apba1	17.416667	0	0	0	0	0	0	0	0	0	0	209	0	0
Zfp973	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Zfp965	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Zcrb1	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Usp18	17.333333	104	0	0	104	0	0	0	0	0	0	0	0	0
Trank1	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Tmem74b	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Tmc4	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Tbx15	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Syndig1l	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Shcbp1	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Rad23a	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Prr15l	17.333333	104	0	0	104	0	0	0	0	0	0	0	0	0
Pphln1	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Plek2	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Pcsk1	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Oxtr	17.333333	104	0	0	104	0	0	0	0	0	0	0	0	0
Nbas	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Mtus2	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Hkdc1	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Gm7244	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Fshr	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Fam117a	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Ephb6	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Crxos	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Cdc42ep1	17.333333	104	0	0	104	0	0	0	0	0	0	0	0	0
Ccr1l1	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Capn6	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Calhm5	17.333333	0	0	0	0	0	0	0	0	0	0	208	0	0
Cabp5	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
Bcar3	17.333333	0	0	0	0	0	0	208	0	0	0	0	0	0
9530068E07Rik	17.333333	104	0	0	104	0	0	0	0	0	0	0	0	0
Wwc1	17.250000	0	0	0	0	0	0	0	0	0	0	207	0	0
She	17.250000	0	0	0	0	0	0	0	0	0	0	207	0	0
Mrpl36	17.250000	0	0	0	0	0	0	0	0	0	0	207	0	0
Mpp1	17.250000	0	0	0	0	0	0	207	0	0	0	0	0	0
Ice2	17.250000	0	0	0	0	0	0	125	0	0	0	82	0	0
Gpsm2	17.250000	0	0	0	0	0	0	0	0	0	0	207	0	0
Gck	17.250000	0	0	0	0	0	0	0	0	0	0	207	0	0
D930020B18Rik	17.250000	0	0	0	0	0	0	0	0	0	0	207	0	0
Cyp2d11	17.250000	0	0	0	0	0	0	207	0	0	0	0	0	0
Crot	17.250000	0	0	0	0	0	0	130	0	0	0	77	0	0
C1qtnf9	17.250000	0	0	0	0	0	0	0	0	0	0	207	0	0
Ttll13	17.166667	103	0	0	103	0	0	0	0	0	0	0	0	0
Rpain	17.166667	0	0	0	0	0	0	206	0	0	0	0	0	0
Mrps24	17.166667	0	0	0	0	0	0	0	0	0	0	206	0	0
Morn2	17.166667	0	0	0	0	0	0	132	0	0	0	74	0	0
Kat6a	17.166667	0	0	0	0	0	0	206	0	0	0	0	0	0
Il22ra2	17.166667	103	0	0	103	0	0	0	0	0	0	0	0	0
Gpr161	17.166667	0	0	0	0	0	0	0	0	0	0	206	0	0
Fam71a	17.166667	0	0	0	0	0	0	0	0	0	0	206	0	0
Ern1	17.166667	0	0	0	0	0	0	206	0	0	0	0	0	0
Dhx57	17.166667	0	0	0	0	0	0	132	0	0	0	74	0	0
Dennd11	17.166667	0	0	0	0	0	0	206	0	0	0	0	0	0
Ddx27	17.166667	0	0	0	0	0	0	0	0	0	0	206	0	0
Dctn4	17.166667	0	0	0	0	0	0	89	0	0	0	117	0	0
Cops3	17.166667	103	0	0	103	0	0	0	0	0	0	0	0	0
Alox15	17.166667	0	0	0	0	0	0	0	0	0	0	206	0	0
Zfp820	17.083333	0	0	0	0	0	0	0	0	0	0	205	0	0
Zfp369	17.083333	0	0	0	0	0	0	91	0	0	0	114	0	0
Trappc2l	17.083333	103	0	0	102	0	0	0	0	0	0	0	0	0
Slc25a28	17.083333	0	0	0	0	0	0	205	0	0	0	0	0	0
Pja1	17.083333	103	0	0	102	0	0	0	0	0	0	0	0	0
Mkrn3	17.083333	0	0	0	0	0	0	0	0	0	0	205	0	0
Med12l	17.083333	0	0	0	0	0	0	0	0	0	0	205	0	0
Galns	17.083333	103	0	0	102	0	0	0	0	0	0	0	0	0
Fgfr2	17.083333	0	0	0	0	0	0	0	0	0	0	205	0	0
D830031N03Rik	17.083333	102	0	0	103	0	0	0	0	0	0	0	0	0
Ccdc69	17.083333	0	0	0	0	0	0	0	0	0	0	205	0	0
Atrip	17.083333	102	0	0	103	0	0	0	0	0	0	0	0	0
2410141K09Rik	17.083333	0	0	0	0	0	0	0	0	0	0	205	0	0
Zfp871	17.000000	102	0	0	102	0	0	0	0	0	0	0	0	0
Slc39a6	17.000000	0	0	0	0	0	0	0	0	0	0	204	0	0
Rabl3	17.000000	102	0	0	102	0	0	0	0	0	0	0	0	0
Mroh2a	17.000000	102	0	0	102	0	0	0	0	0	0	0	0	0
Gtf2e1	17.000000	102	0	0	102	0	0	0	0	0	0	0	0	0
Elp2	17.000000	0	0	0	0	0	0	0	0	0	0	204	0	0
Ebf3	17.000000	0	0	0	0	0	0	204	0	0	0	0	0	0
Vmn1r41	16.916667	0	0	0	0	0	0	0	0	0	0	203	0	0
Tmem167b	16.916667	0	0	0	0	0	0	0	0	0	0	203	0	0
Tmem132b	16.916667	0	0	0	0	0	0	133	0	0	0	70	0	0
Rap2b	16.916667	0	0	0	0	0	0	0	0	0	0	203	0	0
Nckap5l	16.916667	0	0	0	0	0	0	0	0	0	0	203	0	0
Kcnmb3	16.916667	0	0	0	0	0	0	0	0	0	0	203	0	0
Hdac11	16.916667	101	0	0	102	0	0	0	0	0	0	0	0	0
Gm29733	16.916667	0	0	0	0	0	0	203	0	0	0	0	0	0
Gigyf2	16.916667	0	0	0	0	0	0	203	0	0	0	0	0	0
Fbxo42	16.916667	0	0	0	0	0	0	0	0	0	0	203	0	0
Chadl	16.916667	0	0	0	0	0	0	0	0	0	0	203	0	0
Atxn7l3b	16.916667	0	0	0	0	0	0	0	0	0	0	203	0	0
Rdm1	16.833333	0	0	0	0	0	75	127	0	0	0	0	0	0
Lama5	16.833333	0	0	0	0	0	0	0	0	0	0	202	0	0
Il4i1	16.833333	0	0	0	0	0	0	202	0	0	0	0	0	0
Gm12258	16.833333	0	0	0	0	0	0	0	0	0	0	202	0	0
4921524J17Rik	16.833333	0	0	0	0	0	0	0	0	0	0	202	0	0
1110051M20Rik	16.833333	0	0	0	0	0	0	0	0	0	0	202	0	0
Zbtb44	16.750000	0	0	0	0	0	0	142	0	0	0	59	0	0
Strn3	16.750000	0	0	0	0	0	0	0	0	0	0	201	0	0
Rpap1	16.750000	0	0	0	0	0	0	0	0	0	0	201	0	0
Ptpa	16.750000	50	0	0	51	0	0	0	0	0	0	100	0	0
Pip4p2	16.750000	0	0	0	0	0	0	88	0	0	0	113	0	0
Nme2	16.750000	0	0	0	0	0	0	0	0	0	0	201	0	0
Large1	16.750000	0	0	0	0	0	0	0	0	0	0	201	0	0
Egfr	16.750000	0	0	0	0	0	0	201	0	0	0	0	0	0
Crat	16.750000	50	0	0	51	0	0	0	0	0	0	100	0	0
Cep192	16.750000	0	0	0	0	0	0	0	0	0	0	201	0	0
Car8	16.750000	101	0	0	100	0	0	0	0	0	0	0	0	0
Bicdl1	16.750000	0	0	0	0	0	0	0	0	0	0	201	0	0
BC053393	16.750000	0	0	0	0	0	0	91	0	0	0	110	0	0
Atic	16.750000	0	0	0	0	0	0	0	0	0	0	201	0	0
Ap4s1	16.750000	0	0	0	0	0	0	0	0	0	0	201	0	0
Akap17b	16.750000	0	0	0	0	0	0	0	0	0	0	201	0	0
Ache	16.750000	0	0	0	0	0	0	0	0	0	0	201	0	0
Zfp653	16.666667	99	0	0	101	0	0	0	0	0	0	0	0	0
Sox21	16.666667	0	0	0	0	0	0	84	0	0	0	116	0	0
Snx15	16.666667	100	0	0	100	0	0	0	0	0	0	0	0	0
Prss56	16.666667	0	0	0	0	0	0	0	0	0	0	200	0	0
Musk	16.666667	0	0	0	0	0	0	200	0	0	0	0	0	0
Krt79	16.666667	100	0	0	100	0	0	0	0	0	0	0	0	0
Kif11	16.666667	100	0	0	100	0	0	0	0	0	0	0	0	0
Il17f	16.666667	0	0	0	0	0	0	0	0	0	0	200	0	0
Idua	16.666667	101	0	0	99	0	0	0	0	0	0	0	0	0
Gmps	16.666667	100	0	0	100	0	0	0	0	0	0	0	0	0
Ffar4	16.666667	0	0	0	0	0	0	0	0	0	0	200	0	0
Edc4	16.666667	0	0	0	0	0	0	0	0	0	0	200	0	0
Dynll1	16.666667	100	0	0	100	0	0	0	0	0	0	0	0	0
Dgkq	16.666667	101	0	0	99	0	0	0	0	0	0	0	0	0
Chrnd	16.666667	0	0	0	0	0	0	0	0	0	0	200	0	0
Zfp719	16.583333	0	0	0	0	0	0	88	0	0	0	111	0	0
Ttll5	16.583333	99	0	0	100	0	0	0	0	0	0	0	0	0
Tmem253	16.583333	0	0	0	0	0	0	199	0	0	0	0	0	0
Slc39a14	16.583333	0	0	0	0	0	0	199	0	0	0	0	0	0
Slc10a5	16.583333	0	0	0	0	0	0	0	0	0	0	199	0	0
S100a3	16.583333	0	0	0	0	0	0	0	0	0	0	199	0	0
S100a2	16.583333	0	0	0	0	0	0	0	0	0	0	199	0	0
Resp18	16.583333	0	0	0	0	0	0	199	0	0	0	0	0	0
Prdx3	16.583333	100	0	0	99	0	0	0	0	0	0	0	0	0
Nprl3	16.583333	0	0	0	0	0	0	0	0	0	0	199	0	0
Mtfr1	16.583333	0	0	0	0	0	0	0	0	0	0	199	0	0
Lmbrd1	16.583333	0	0	0	0	0	0	0	0	0	0	199	0	0
Impa1	16.583333	0	0	0	0	0	0	0	0	0	0	199	0	0
Gm29802	16.583333	0	0	0	0	0	0	0	0	0	0	199	0	0
Erg28	16.583333	99	0	0	100	0	0	0	0	0	0	0	0	0
Crk	16.583333	0	0	0	0	0	0	0	0	0	0	199	0	0
Ccl27a	16.583333	0	0	0	0	0	0	0	0	0	0	199	0	0
Ccdc88a	16.583333	0	0	0	0	0	0	0	0	0	0	199	0	0
Arrb2	16.583333	99	0	0	100	0	0	0	0	0	0	0	0	0
AI413582	16.583333	100	0	0	99	0	0	0	0	0	0	0	0	0
Zmynd10	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Zfp777	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Vav2	16.500000	0	0	0	0	0	0	0	0	0	0	198	0	0
Toporsl	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Tns4	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
Tbcb	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Spcs3	16.500000	0	0	0	0	0	0	0	0	0	0	198	0	0
Slc1a6	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
Rnf34	16.500000	0	0	0	0	0	0	0	0	0	0	198	0	0
Rest	16.500000	0	0	0	0	0	0	0	0	0	0	198	0	0
Rac2	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
Rabac1	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Polr2i	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Pcbd1	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
P2ry4	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Ovol3	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Olfr368	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
Naxe	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
Mettl21c	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
Mettl18	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Map6	16.500000	0	0	0	0	0	0	0	0	0	0	198	0	0
Isoc2a	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Hoxc12	16.500000	0	0	0	0	0	0	0	0	0	0	198	0	0
Hoga1	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Haus1	16.500000	0	0	0	0	0	0	0	0	0	0	198	0	0
Fgl1	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
Fam161a	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
Dusp13	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Cstdc1	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
Cnep1r1	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Ccnf	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
BC055324	16.500000	99	0	0	99	0	0	0	0	0	0	0	0	0
Atp5a1	16.500000	0	0	0	0	0	0	0	0	0	0	198	0	0
Ankrd13d	16.500000	0	0	0	0	0	0	198	0	0	0	0	0	0
4931428F04Rik	16.500000	0	0	0	0	0	0	0	0	0	0	198	0	0
Zfp759	16.416667	0	0	0	0	0	0	197	0	0	0	0	0	0
Tet1	16.416667	0	0	0	0	0	0	0	0	0	0	197	0	0
Sptssa	16.416667	0	0	0	0	0	0	96	0	0	0	101	0	0
Spata5	16.416667	0	0	0	0	0	0	0	0	0	0	197	0	0
Slc9a4	16.416667	0	0	0	0	0	0	197	0	0	0	0	0	0
Slc6a4	16.416667	0	0	0	0	0	0	0	0	0	0	197	0	0
Rufy1	16.416667	0	0	0	0	0	0	108	0	0	0	89	0	0
Prrg4	16.416667	0	0	0	0	0	0	197	0	0	0	0	0	0
Pdia3	16.416667	99	0	0	98	0	0	0	0	0	0	0	0	0
Nudt6	16.416667	0	0	0	0	0	0	0	0	0	0	197	0	0
Ndufa4	16.416667	0	0	0	0	0	0	117	0	0	0	80	0	0
Nat8f6	16.416667	0	0	0	0	0	0	96	0	0	0	101	0	0
Mab21l3	16.416667	99	0	0	98	0	0	0	0	0	0	0	0	0
Catsper2	16.416667	99	0	0	98	0	0	0	0	0	0	0	0	0
Armc8	16.416667	98	0	0	99	0	0	0	0	0	0	0	0	0
Ttc33	16.333333	0	0	0	0	0	0	0	0	0	0	196	0	0
Traf5	16.333333	98	0	0	98	0	0	0	0	0	0	0	0	0
Tmem170	16.333333	98	0	0	98	0	0	0	0	0	0	0	0	0
Tasp1	16.333333	0	0	0	0	0	0	99	0	0	0	97	0	0
Smu1	16.333333	0	0	0	0	0	0	0	0	0	0	196	0	0
Slc2a4	16.333333	0	0	0	0	0	0	0	0	0	0	196	0	0
Romo1	16.333333	0	0	0	0	0	0	0	0	0	0	196	0	0
Ppef2	16.333333	0	0	0	0	0	0	0	0	0	0	196	0	0
Pde5a	16.333333	0	0	0	0	0	0	0	0	0	0	196	0	0
Pacsin3	16.333333	0	0	0	0	0	0	0	0	0	0	196	0	0
Nup98	16.333333	98	0	0	98	0	0	0	0	0	0	0	0	0
Nptx2	16.333333	0	0	0	0	0	0	0	0	0	0	196	0	0
Nfs1	16.333333	0	0	0	0	0	0	0	0	0	0	196	0	0
Gm3739	16.333333	0	0	0	0	0	0	0	0	0	0	196	0	0
Ccr4	16.333333	0	0	0	0	0	0	0	0	0	0	196	0	0
Adss	16.333333	98	0	0	98	0	0	0	0	0	0	0	0	0
Vti1b	16.250000	0	0	0	0	0	0	0	0	0	0	195	0	0
Qsox2	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Nup85	16.250000	97	0	0	98	0	0	0	0	0	0	0	0	0
Nsun6	16.250000	98	0	0	97	0	0	0	0	0	0	0	0	0
Ninj1	16.250000	0	0	0	0	0	0	0	0	0	0	195	0	0
Myl6b	16.250000	0	0	0	0	0	0	0	0	0	0	195	0	0
Myl6	16.250000	0	0	0	0	0	0	0	0	0	0	195	0	0
Map3k15	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Lemd3	16.250000	98	0	0	97	0	0	0	0	0	0	0	0	0
Hsd17b7	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Hapln2	16.250000	0	0	0	0	0	0	0	0	0	0	195	0	0
F2rl1	16.250000	97	0	0	98	0	0	0	0	0	0	0	0	0
Elovl7	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Cyp26a1	16.250000	0	0	0	0	0	0	0	0	0	0	195	0	0
Clk4	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Cdca4	16.250000	98	0	0	97	0	0	0	0	0	0	0	0	0
BC049762	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Aldh2	16.250000	0	0	0	0	0	0	195	0	0	0	0	0	0
Trim58	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Tpx2	16.166667	97	0	0	97	0	0	0	0	0	0	0	0	0
Tgfbr1	16.166667	97	0	0	97	0	0	0	0	0	0	0	0	0
Stmn2	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Slc6a19	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Sbp	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Ruvbl1	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Ppp1r27	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Pdcd5	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Mcrip1	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Lancl1	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
H2-Eb1	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Gm13272	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Fbxl18	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Ebp	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Dtd1	16.166667	0	0	0	0	0	0	0	0	0	0	194	0	0
Ddhd2	16.166667	97	0	0	97	0	0	0	0	0	0	0	0	0
Taf3	16.083333	0	0	0	0	0	0	0	0	0	0	193	0	0
Sesn3	16.083333	0	0	0	0	0	0	193	0	0	0	0	0	0
Rdh12	16.083333	0	0	0	0	0	0	193	0	0	0	0	0	0
Rbm12b1	16.083333	0	0	0	0	0	0	0	0	0	0	193	0	0
Nr3c2	16.083333	0	0	0	0	0	0	0	0	0	0	193	0	0
Igf2	16.083333	0	0	0	0	0	0	0	0	0	0	193	0	0
Golga1	16.083333	0	0	0	0	0	0	0	0	0	0	193	0	0
Fancl	16.083333	0	0	0	0	0	0	0	0	0	0	193	0	0
Ahr	16.083333	0	0	0	0	0	0	193	0	0	0	0	0	0
Ahi1	16.083333	0	0	0	0	0	0	0	0	0	0	193	0	0
Zdhhc14	16.000000	96	0	0	96	0	0	0	0	0	0	0	0	0
Suz12	16.000000	0	0	0	0	0	0	0	0	0	0	192	0	0
Srsf11	16.000000	0	0	0	0	0	0	0	0	0	0	192	0	0
Sars	16.000000	0	0	0	0	0	0	192	0	0	0	0	0	0
Peg12	16.000000	0	0	0	0	0	0	0	0	0	0	192	0	0
Nes	16.000000	0	0	0	0	0	0	0	0	0	0	192	0	0
Lrrc40	16.000000	0	0	0	0	0	0	0	0	0	0	192	0	0
Kdm1a	16.000000	0	0	0	0	0	0	0	0	0	0	192	0	0
Ifi30	16.000000	0	0	0	0	0	104	88	0	0	0	0	0	0
Drd4	16.000000	0	0	0	0	0	0	192	0	0	0	0	0	0
Ctif	16.000000	0	0	0	0	0	0	0	0	0	0	192	0	0
Cisd2	16.000000	96	0	0	96	0	0	0	0	0	0	0	0	0
Zbtb14	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Urb2	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Ttc9b	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Ttc21a	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Thbs3	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Taf5l	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Rps2	15.916667	95	0	0	96	0	0	0	0	0	0	0	0	0
Rnf151	15.916667	95	0	0	96	0	0	0	0	0	0	0	0	0
Rbm22	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Pofut1	15.916667	95	0	0	96	0	0	0	0	0	0	0	0	0
Pla2g12b	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Ndufb10	15.916667	95	0	0	96	0	0	0	0	0	0	0	0	0
Mtx1	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Mtrr	15.916667	0	0	0	0	0	0	191	0	0	0	0	0	0
Ly6f	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Lcmt1	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Gtf2ird2	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Grik4	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Gorasp1	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Fastkd3	15.916667	0	0	0	0	0	0	191	0	0	0	0	0	0
Ezr	15.916667	0	0	0	0	0	0	191	0	0	0	0	0	0
Bbs1	15.916667	0	0	0	0	0	0	0	0	0	0	191	0	0
Adgrl3	15.916667	0	0	0	0	0	0	191	0	0	0	0	0	0
Tspan31	15.833333	95	0	0	95	0	0	0	0	0	0	0	0	0
Ss18l2	15.833333	95	0	0	95	0	0	0	0	0	0	0	0	0
Rfx7	15.833333	95	0	0	95	0	0	0	0	0	0	0	0	0
Pttg1ip	15.833333	0	0	0	0	0	0	190	0	0	0	0	0	0
Pard6a	15.833333	95	0	0	95	0	0	0	0	0	0	0	0	0
Nobox	15.833333	95	0	0	95	0	0	0	0	0	0	0	0	0
Map1b	15.833333	0	0	0	0	0	0	0	0	0	0	190	0	0
Krtap29-1	15.833333	0	0	0	0	0	0	0	0	0	0	190	0	0
Katna1	15.833333	0	0	0	0	0	0	0	0	0	0	190	0	0
Ift140	15.833333	0	0	0	0	0	0	0	0	0	0	190	0	0
Gab2	15.833333	0	0	0	0	0	0	190	0	0	0	0	0	0
Cramp1l	15.833333	0	0	0	0	0	0	0	0	0	0	190	0	0
Cpt1c	15.833333	0	0	0	0	0	0	0	0	0	0	190	0	0
Cacng3	15.833333	0	0	0	0	0	0	0	0	0	0	190	0	0
Acd	15.833333	95	0	0	95	0	0	0	0	0	0	0	0	0
Zfp874a	15.750000	94	0	0	95	0	0	0	0	0	0	0	0	0
