Target_genes	Hmga2|Average	SRX14833490|ES_cells	SRX9213050|ES_cells	SRX9213052|ES_cells	SRX796317|MEF	SRX796321|MEF	DRX411715|Monoulcear_cells	DRX411716|Monoulcear_cells	DRX411717|Monoulcear_cells	DRX411718|Monoulcear_cells	SRX2140476|Neural_progenitor_cells	DRX174618|Unclassified	DRX174620|Unclassified	STRING
Rims4	8.833333	0	0	0	0	0	0	0	106	0	0	0	0	0
Pth2r	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Prss2	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Phf6	8.833333	0	0	0	0	0	0	0	106	0	0	0	0	0
Pcdhga7	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Pcdha4	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Pcdha3	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Olfr630	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Olfr569	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Olfr225	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Olfr214	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Olfr203	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Olfr1436	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Olfr1356	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Olfr123	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Nnmt	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Msrb3	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Msr1	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Mok	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Mat2b	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Lrrc4c	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Lin28b	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Ivl	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Itga2	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Il18r1	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Il17a	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Hivep2	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
H4c3	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
H1f6	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Gtsf1	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Gm51263	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Gm37013	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Gm1966	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Gabra1	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Fmo6	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Fbxl5	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Fabp7	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Efcab5	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Cyp2c54	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Cyp2c38	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Csn1s1	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Cldn34c4	8.833333	0	0	0	0	0	0	0	106	0	0	0	0	0
Cdc73	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Cct6b	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Carnmt1	8.833333	0	0	0	0	0	0	0	106	0	0	0	0	0
Btc	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Bcl3	8.833333	0	0	0	0	0	0	0	106	0	0	0	0	0
Atxn7l3b	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Apba2	8.833333	0	0	0	0	0	0	0	106	0	0	0	0	0
Ano9	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Abca1	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
1110032F04Rik	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
1110025L11Rik	8.833333	0	0	0	0	0	0	0	0	0	106	0	0	0
Trank1	8.750000	0	0	0	0	0	0	0	105	0	0	0	0	0
Setdb2	8.750000	0	0	0	0	0	0	0	0	0	105	0	0	0
Phf2	8.750000	0	0	0	0	0	0	0	105	0	0	0	0	0
Klhl23	8.750000	0	0	0	0	0	0	0	105	0	0	0	0	0
Gm45935	8.750000	0	0	0	0	0	0	0	0	0	105	0	0	0
Dlg3	8.750000	0	0	0	0	0	0	0	105	0	0	0	0	0
Cab39l	8.750000	0	0	0	0	0	0	0	0	0	105	0	0	0
Arhgap42	8.750000	0	0	0	0	0	0	0	105	0	0	0	0	0
4930550C14Rik	8.750000	0	0	105	0	0	0	0	0	0	0	0	0	0
Tpmt	8.666667	0	0	0	0	0	0	0	104	0	0	0	0	0
Shisa6	8.666667	0	0	0	0	0	0	0	104	0	0	0	0	0
Rnf182	8.666667	0	0	0	0	0	0	0	104	0	0	0	0	0
Msi1	8.666667	0	0	0	0	0	0	0	104	0	0	0	0	0
Kifap3	8.666667	0	0	0	0	0	0	0	104	0	0	0	0	0
Fbxw7	8.666667	0	0	0	0	0	0	0	0	0	104	0	0	0
Dmrtb1	8.666667	0	0	0	0	0	0	0	104	0	0	0	0	0
Cyp2c40	8.666667	0	0	0	0	0	0	0	0	0	104	0	0	0
Cnksr2	8.666667	0	0	0	0	0	0	0	104	0	0	0	0	0
Vmn2r41	8.583333	0	0	0	0	0	0	0	0	0	103	0	0	0
Utp23	8.583333	0	0	0	0	0	0	0	0	0	103	0	0	0
Usp1	8.583333	0	0	0	0	0	0	0	103	0	0	0	0	0
Rcor1	8.583333	0	0	0	0	0	0	0	103	0	0	0	0	0
Rbpms2	8.583333	0	0	0	0	0	0	0	103	0	0	0	0	0
Rbp4	8.583333	0	0	0	0	0	0	0	103	0	0	0	0	0
Prrx2	8.583333	0	0	0	0	0	0	0	103	0	0	0	0	0
Plxnb1	8.583333	0	0	0	0	0	0	0	103	0	0	0	0	0
Olfr826	8.583333	0	0	0	0	0	0	0	0	0	103	0	0	0
Olfr577	8.583333	0	0	0	0	0	0	0	0	0	103	0	0	0
Olfr177	8.583333	0	0	0	0	0	0	0	0	0	103	0	0	0
Olfr176	8.583333	0	0	0	0	0	0	0	0	0	103	0	0	0
Nudt19	8.583333	0	0	103	0	0	0	0	0	0	0	0	0	0
Mier3	8.583333	0	0	0	0	0	0	0	103	0	0	0	0	0
Lipt2	8.583333	0	0	103	0	0	0	0	0	0	0	0	0	0
Kif2c	8.583333	0	0	103	0	0	0	0	0	0	0	0	0	0
Kctd7	8.583333	0	0	103	0	0	0	0	0	0	0	0	0	0
Jmjd1c	8.583333	0	0	0	0	0	0	0	103	0	0	0	0	0
Dcdc2c	8.583333	0	0	0	0	0	0	0	103	0	0	0	0	0
Atp6v1a	8.583333	0	0	0	0	0	0	0	0	0	103	0	0	0
Zbtb42	8.500000	0	0	0	0	0	0	0	102	0	0	0	0	0
Wnt7b	8.500000	0	0	0	0	0	0	0	102	0	0	0	0	0
Vmn2r72	8.500000	0	0	0	0	0	0	0	0	0	102	0	0	0
Vmn2r107	8.500000	0	0	0	0	0	0	0	0	0	102	0	0	0
Pgm2l1	8.500000	0	0	0	0	0	0	0	0	0	102	0	0	0
Olfr1054	8.500000	0	0	0	0	0	0	0	0	0	102	0	0	0
Krtap20-2	8.500000	0	0	0	0	0	0	0	0	0	102	0	0	0
Klrc2	8.500000	0	0	102	0	0	0	0	0	0	0	0	0	0
Fam171a1	8.500000	0	0	0	0	0	0	0	102	0	0	0	0	0
Cnrip1	8.500000	0	0	0	0	0	0	0	0	0	102	0	0	0
Cdh7	8.500000	0	0	0	0	0	0	0	0	0	102	0	0	0
Akt1	8.500000	0	0	0	0	0	0	0	102	0	0	0	0	0
Zmiz2	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Zdhhc6	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Zbtb17	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Ybx1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Washc4	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Vti1a	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Vps50	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Vmn2r116	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Vmn2r104	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Vmn1r29	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Usp6nl	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Ubxn7	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Tuba3b	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Tnfaip6	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Tmem51	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Tmem243	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Tdrd1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Tdp2	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Tbc1d20	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Tbc1d1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Taar8a	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Synpo2	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Strn	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Ssr1	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Spata16	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Slit3	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Slc9a7	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Slc7a10	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Slc25a15	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Skap2	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Shisa2	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Ryr1	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Rnf187	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Rgs7	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Rgma	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Rbms1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Ptprf	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Ptpra	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Ptp4a1	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Prss50	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Prkacb	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Prdm15	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Polr2h	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Pld2	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Plcg2	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Plcg1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Pkp2	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Pkhd1l1	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Pik3ca	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Phc2	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Pde7a	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Pate12	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Otud7a	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Osbpl5	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Olfr393	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Olfr150	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Olfr1389	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Olfr109	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Olfr1032	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Obi1	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Nsg1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Nqo2	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Nos1ap	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Neurl1b	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Ndufs1	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Ndufb3	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Ndst1	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Natd1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Myoz2	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Myh1	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Myef2	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Mturn	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Mterf2	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Mill1	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Micu2	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Mgat4f	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Mef2d	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Me1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Map4k3	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Lipn	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Lhfpl2	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Lamtor3	8.416667	0	0	0	0	0	101	0	0	0	0	0	0	0
Krtap1-5	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Krtap1-4	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Keap1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Kctd5	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Kcnk3	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Kcnd2	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Jcad	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Irx5	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Il17rd	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Igf2r	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Hspbp1	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Hepacam2	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Heg1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
H2bc14	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Grik3	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Gnai1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Gm6657	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Gm20868	8.416667	0	101	0	0	0	0	0	0	0	0	0	0	0
Gm10229	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Ggps1	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Filip1l	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Fem1b	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Fam78a	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Fam71d	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Fam24b	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Fam24a	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Fam160b1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Fam126b	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Eef1b2	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
E2f7	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Dgcr8	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Dbndd2	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Cyp2c39	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Csnk1e	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Crppa	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Clec5a	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Clec4a3	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Clcn2	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Ccnjl	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Ccdc186	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Ccar1	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Car10	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
C1ql4	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Bspry	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Bean1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Atp1a1	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Arid4b	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Arfgef3	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Anapc4	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Adgrb3	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Acvr2a	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Actn2	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Acot13	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
Acbd6	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Aatf	8.416667	0	0	0	0	0	0	0	0	0	101	0	0	0
9030624G23Rik	8.416667	0	0	0	0	0	0	0	101	0	0	0	0	0
Ypel1	8.333333	0	0	0	0	0	0	0	100	0	0	0	0	0
Vmn2r48	8.333333	0	0	0	0	0	0	0	0	0	100	0	0	0
Stx19	8.333333	0	0	0	0	0	0	0	0	0	100	0	0	0
Pabpc5	8.333333	0	100	0	0	0	0	0	0	0	0	0	0	0
Olfr980	8.333333	0	0	0	0	0	0	0	0	0	100	0	0	0
Olfr979	8.333333	0	0	0	0	0	0	0	0	0	100	0	0	0
Olfr805	8.333333	0	0	0	0	0	0	0	0	0	100	0	0	0
Olfr1282	8.333333	0	0	0	0	0	0	0	0	0	100	0	0	0
Gprin1	8.333333	0	0	0	0	0	0	0	100	0	0	0	0	0
Gnpnat1	8.333333	0	0	0	0	0	0	0	100	0	0	0	0	0
Cux1	8.333333	0	0	0	0	0	0	0	100	0	0	0	0	0
Adcy6	8.333333	0	0	0	0	0	0	0	100	0	0	0	0	0
Zfp428	8.250000	0	0	0	0	0	0	0	99	0	0	0	0	0
Tex264	8.250000	0	0	0	0	0	0	0	99	0	0	0	0	0
Ppara	8.250000	0	0	0	0	0	0	0	99	0	0	0	0	0
Pias3	8.250000	0	0	0	0	0	0	0	99	0	0	0	0	0
Olfr910	8.250000	0	0	0	0	0	0	0	0	0	99	0	0	0
Olfr836	8.250000	0	0	0	0	0	0	0	0	0	99	0	0	0
Olfr39	8.250000	0	0	0	0	0	0	0	0	0	99	0	0	0
Olfr1354	8.250000	0	0	0	0	0	0	0	0	0	99	0	0	0
Olfr1164	8.250000	0	0	0	0	0	0	0	0	0	99	0	0	0
Mstn	8.250000	0	0	0	0	0	0	0	0	0	99	0	0	0
Ly6h	8.250000	0	0	0	0	0	0	0	99	0	0	0	0	0
Bcl9	8.250000	0	0	0	0	0	0	0	99	0	0	0	0	0
Anxa1	8.250000	0	0	0	0	0	0	0	0	0	99	0	0	0
Adra2c	8.250000	0	0	0	0	0	0	0	99	0	0	0	0	0
Ywhaz	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Vmn2r36	8.166667	0	0	0	0	0	0	0	0	0	98	0	0	0
Vipr1	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Tmed11	8.166667	0	0	0	0	0	0	0	0	0	98	0	0	0
Tapt1	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Slc35d1	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Samsn1	8.166667	0	0	0	0	0	0	0	0	0	98	0	0	0
Poc1b	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Olfr972	8.166667	0	0	0	0	0	0	0	0	0	98	0	0	0
Olfr63	8.166667	0	0	0	0	0	0	0	0	0	98	0	0	0
Mmp15	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Lyzl4	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Gnb1l	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Gm3264	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Galnt4	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Esp16	8.166667	0	0	0	0	0	0	0	0	0	98	0	0	0
Dmac1	8.166667	0	0	0	0	0	0	0	0	0	98	0	0	0
Cyp2c50	8.166667	0	0	0	0	0	0	0	0	0	98	0	0	0
Coro1c	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Clcn5	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Carmil3	8.166667	0	0	0	0	0	0	0	98	0	0	0	0	0
Zfp768	8.083333	0	0	0	0	0	0	0	97	0	0	0	0	0
Zfp575	8.083333	0	0	0	0	0	0	0	97	0	0	0	0	0
Unc5a	8.083333	0	0	0	0	0	0	0	97	0	0	0	0	0
Olfr1148	8.083333	0	0	0	0	0	0	0	0	0	97	0	0	0
Olfr1047	8.083333	0	97	0	0	0	0	0	0	0	0	0	0	0
Hipk2	8.083333	0	0	0	0	0	0	0	97	0	0	0	0	0
Hif1a	8.083333	0	0	0	0	0	0	0	97	0	0	0	0	0
Eid2	8.083333	0	0	0	0	0	0	0	97	0	0	0	0	0
Csn1s2b	8.083333	0	97	0	0	0	0	0	0	0	0	0	0	0
Cask	8.083333	0	0	0	0	0	0	0	97	0	0	0	0	0
Xkr6	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Vmn2r19	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Vmn1r91	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Uchl4	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Tubgcp6	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Trim37	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Tmem245	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Tmem189	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Tfeb	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Ssh2	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Smcp	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Rgs1	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Prpmp5	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Prh1	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Plekha7	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Pcyt1a	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Olfr888	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Olfr769	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Olfr693	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Olfr599	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Olfr512	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Olfr358	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Olfr247	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Olfr1489	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Olfr1423	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Olfr1161	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Olfr1118	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Nrg4	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Nphp1	8.000000	0	0	0	0	0	0	0	96	0	0	0	0	0
Nmu	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Mtres1	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Mtln	8.000000	0	0	0	0	0	0	0	96	0	0	0	0	0
Mnat1	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Mien1	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Med25	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Max	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Marveld3	8.000000	0	0	0	0	0	0	0	96	0	0	0	0	0
Lrat	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Lair1	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Kcnh8	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Kcnd3	8.000000	0	0	0	0	0	0	0	96	0	0	0	0	0
Jazf1	8.000000	0	0	0	0	0	0	0	96	0	0	0	0	0
Ikzf3	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Has1	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Gm648	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Gm39773	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Gm10310	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Gcnt3	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Fuz	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Fundc2	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Fam162b	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Elmod2	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Dtnbp1	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Depdc1a	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Defb37	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Dand5	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Cysltr2	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Cyp2j11	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Cyp2c37	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Csmd3	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Crym	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Ccdc185	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Akr1c6	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Abca14	8.000000	0	0	0	0	0	0	0	0	0	96	0	0	0
Xpa	7.916667	0	0	95	0	0	0	0	0	0	0	0	0	0
Vangl1	7.916667	0	0	0	0	0	0	0	95	0	0	0	0	0
Prrg3	7.916667	0	0	0	0	0	0	0	95	0	0	0	0	0
Olfr859	7.916667	0	0	0	0	0	0	0	0	0	95	0	0	0
Lemd1	7.916667	0	0	0	0	0	0	0	95	0	0	0	0	0
Ldb1	7.916667	0	0	0	0	0	0	0	0	95	0	0	0	0
Kdm1a	7.916667	0	0	0	0	0	0	0	95	0	0	0	0	0
Gm7102	7.916667	0	0	0	0	0	0	0	95	0	0	0	0	0
Ermp1	7.916667	0	0	95	0	0	0	0	0	0	0	0	0	0
