Target_genes	Foxo3|Average	SRX15124402|4T1	SRX2845374|C2C12	SRX2845375|C2C12	SRX23264976|ES_cells	SRX23264977|ES_cells	SRX23264978|ES_cells	SRX23264979|ES_cells	SRX23264980|ES_cells	SRX23264981|ES_cells	SRX23264982|ES_cells	SRX23264983|ES_cells	SRX125261|Macrophages	SRX315275|Neural_progenitor_cells	STRING
Mynn	10.384615	0	0	135	0	0	0	0	0	0	0	0	0	0	0
Lrch1	10.384615	0	0	135	0	0	0	0	0	0	0	0	0	0	0
Insm1	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Ino80b	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Ifi47	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Gstm1	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Gabrr2	10.384615	0	0	135	0	0	0	0	0	0	0	0	0	0	0
Dek	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Ddx17	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Cnnm4	10.384615	0	0	135	0	0	0	0	0	0	0	0	0	0	0
Cemip2	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Aspa	10.384615	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Alpl	10.384615	0	0	0	0	0	0	0	0	0	135	0	0	0	0
Actrt3	10.384615	0	0	135	0	0	0	0	0	0	0	0	0	0	0
Igf1r	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	155
Zfp541	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Wipf3	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Wdr88	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Wdr36	10.307692	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Wdr35	10.307692	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Vpreb1	10.307692	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Trf	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Top3b	10.307692	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Tomm5	10.307692	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Tbce	10.307692	0	0	0	0	0	0	0	0	0	0	0	134	0	0
Tbc1d5	10.307692	0	0	0	0	0	0	0	0	0	0	0	134	0	0
Sec61a1	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Sec22b	10.307692	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Pigq	10.307692	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Pbdc1	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Olfr881	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Nhlrc4	10.307692	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Nans	10.307692	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Mast3	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Lipa	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Itch	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Hspb3	10.307692	0	0	134	0	0	0	0	0	0	0	0	0	0	0
H2ax	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Flnc	10.307692	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Eppk1	10.307692	0	0	134	0	0	0	0	0	0	0	0	0	0	0
Dhdds	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Atf7	10.307692	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Zfp13	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Xrcc4	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Ttc14	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Tmem167b	10.230769	0	0	133	0	0	0	0	0	0	0	0	0	0	0
Tmem167	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Snx7	10.230769	0	0	133	0	0	0	0	0	0	0	0	0	0	0
Sncaip	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Sh3d19	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Ptbp1	10.230769	0	0	133	0	0	0	0	0	0	0	0	0	0	0
Psmd9	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Psmd8	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Phldb1	10.230769	0	0	133	0	0	0	0	0	0	0	0	0	0	0
Pcna	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Lrrc8a	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Depp1	10.230769	0	0	133	0	0	0	0	0	0	0	0	0	0	0
Arpc3	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Anapc4	10.230769	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Uhmk1	10.153846	0	0	0	0	0	0	0	0	0	0	0	132	0	0
Tgif2	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Serpina12	10.153846	0	0	132	0	0	0	0	0	0	0	0	0	0	0
Rpl22	10.153846	0	0	132	0	0	0	0	0	0	0	0	0	0	0
Rnf13	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Prkag2	10.153846	0	0	132	0	0	0	0	0	0	0	0	0	0	0
Phlda3	10.153846	0	0	132	0	0	0	0	0	0	0	0	0	0	0
Mettl3	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Lmo7	10.153846	0	0	132	0	0	0	0	0	0	0	0	0	0	0
Ints1	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Herpud2	10.153846	0	0	132	0	0	0	0	0	0	0	0	0	0	0
Gars	10.153846	0	0	132	0	0	0	0	0	0	0	0	0	0	0
Fam117b	10.153846	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Faap20	10.153846	0	0	132	0	0	0	0	0	0	0	0	0	0	0
C130050O18Rik	10.153846	0	0	132	0	0	0	0	0	0	0	0	0	0	0
Trim24	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Tph1	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Tnnt3	10.076923	0	0	131	0	0	0	0	0	0	0	0	0	0	0
Szrd1	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Pigf	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Pck2	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Ntng2	10.076923	0	0	131	0	0	0	0	0	0	0	0	0	0	0
Mterf1b	10.076923	0	0	0	0	0	0	0	0	0	0	0	131	0	0
Mkrn3	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Mgst1	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Kcnn4	10.076923	0	0	131	0	0	0	0	0	0	0	0	0	0	0
Ebpl	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Dipk1a	10.076923	0	0	131	0	0	0	0	0	0	0	0	0	0	0
Cxcl10	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Crocc2	10.076923	0	0	131	0	0	0	0	0	0	0	0	0	0	0
Cript	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Cbln3	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Baiap3	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Arid4a	10.076923	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Adgre5	10.076923	0	0	131	0	0	0	0	0	0	0	0	0	0	0
Vti1b	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Tut4	10.000000	0	0	130	0	0	0	0	0	0	0	0	0	0	0
Tmtc1	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Tbrg1	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Stard5	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	130	0
St7	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Recql	10.000000	0	0	130	0	0	0	0	0	0	0	0	0	0	0
Prkaa2	10.000000	0	0	130	0	0	0	0	0	0	0	0	0	0	0
Ppat	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Paics	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	130	0
P2rx7	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Map2k1	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Golt1b	10.000000	0	0	130	0	0	0	0	0	0	0	0	0	0	0
Fmo1	10.000000	0	0	130	0	0	0	0	0	0	0	0	0	0	0
Fam160b1	10.000000	0	0	130	0	0	0	0	0	0	0	0	0	0	0
Dars2	10.000000	0	0	130	0	0	0	0	0	0	0	0	0	0	0
Ctdsp1	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Cd81	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Cavin3	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Cald1	10.000000	0	0	130	0	0	0	0	0	0	0	0	0	0	0
Arhgap21	10.000000	0	0	130	0	0	0	0	0	0	0	0	0	0	0
Zfp781	9.923077	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Xpnpep1	9.923077	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Ttn	9.923077	0	0	129	0	0	0	0	0	0	0	0	0	0	0
Trappc12	9.923077	0	0	129	0	0	0	0	0	0	0	0	0	0	0
Sumo1	9.923077	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Osgepl1	9.923077	0	0	129	0	0	0	0	0	0	0	0	0	0	0
Med4	9.923077	0	0	129	0	0	0	0	0	0	0	0	0	0	0
H13	9.923077	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Gm3055	9.923077	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Fdps	9.923077	0	0	129	0	0	0	0	0	0	0	0	0	0	0
Fam149b	9.923077	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Ell	9.923077	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Eipr1	9.923077	0	0	129	0	0	0	0	0	0	0	0	0	0	0
Ecd	9.923077	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Coq7	9.923077	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Atg2a	9.923077	0	0	129	0	0	0	0	0	0	0	0	0	0	0
1810013L24Rik	9.923077	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Zfp790	9.846154	0	0	128	0	0	0	0	0	0	0	0	0	0	0
Ttll5	9.846154	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Rrp7a	9.846154	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Rpp30	9.846154	0	0	128	0	0	0	0	0	0	0	0	0	0	0
Robo2	9.846154	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Pabpn1	9.846154	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Inpp4b	9.846154	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Gm10654	9.846154	0	0	128	0	0	0	0	0	0	0	0	0	0	0
Gcdh	9.846154	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Fndc1	9.846154	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Erg28	9.846154	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Coro2b	9.846154	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Cipc	9.846154	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Cdip1	9.846154	0	0	128	0	0	0	0	0	0	0	0	0	0	0
Virma	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Thap11	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Sp2	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Slc17a4	9.769231	0	0	127	0	0	0	0	0	0	0	0	0	0	0
Sipa1l1	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Rsph9	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Rangap1	9.769231	0	0	127	0	0	0	0	0	0	0	0	0	0	0
Pold4	9.769231	0	0	0	0	0	0	0	0	0	0	0	127	0	0
Pkig	9.769231	0	0	127	0	0	0	0	0	0	0	0	0	0	0
Narf	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Lamtor5	9.769231	0	0	127	0	0	0	0	0	0	0	0	0	0	0
Hsph1	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
H2bc6	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
H1f4	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
H1f10	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Gpatch8	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Dmwd	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Dglucy	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Cyth3	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Clba1	9.769231	0	0	127	0	0	0	0	0	0	0	0	0	0	0
Chd3	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Cenpt	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Casd1	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Bok	9.769231	0	0	127	0	0	0	0	0	0	0	0	0	0	0
Atl2	9.769231	0	0	127	0	0	0	0	0	0	0	0	0	0	0
Amz1	9.769231	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Abcg2	9.769231	0	0	0	0	0	0	0	127	0	0	0	0	0	0
Zfp933	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Wdr81	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Stx18	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Slc20a1	9.692308	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Slbp	9.692308	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Riiad1	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Rce1	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Prss35	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Nfkbiz	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Ndufa5	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Marchf10	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Lnpep	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Kifap3	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Gm10354	9.692308	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Fam172a	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Fam166b	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Dhrs2	9.692308	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Celf3	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
C1qtnf5	9.692308	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Asb15	9.692308	0	0	126	0	0	0	0	0	0	0	0	0	0	0
Ttc30b	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Tmx3	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Tbc1d10a	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Sra1	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Sin3a	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Sdc4	9.615385	0	0	125	0	0	0	0	0	0	0	0	0	0	0
Rasal1	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Pdxdc1	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Palld	9.615385	0	0	125	0	0	0	0	0	0	0	0	0	0	0
Nr2c2ap	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Mpv17l	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Itpkc	9.615385	0	0	125	0	0	0	0	0	0	0	0	0	0	0
Hrh1	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Hpcal4	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Gabrg1	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Eif4ebp3	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Cd36	9.615385	0	0	125	0	0	0	0	0	0	0	0	0	0	0
Ccdc6	9.615385	0	0	125	0	0	0	0	0	0	0	0	0	0	0
3830406C13Rik	9.615385	0	0	0	0	0	0	0	0	0	0	0	0	125	0
Zfp248	9.538462	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Zfand6	9.538462	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Ttc26	9.538462	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Rgs3	9.538462	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Qsox1	9.538462	0	0	124	0	0	0	0	0	0	0	0	0	0	0
Psmd4	9.538462	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Prepl	9.538462	0	0	124	0	0	0	0	0	0	0	0	0	0	0
Nudt9	9.538462	0	0	124	0	0	0	0	0	0	0	0	0	0	0
Micalcl	9.538462	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Idh2	9.538462	0	0	124	0	0	0	0	0	0	0	0	0	0	0
Gsto1	9.538462	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Entpd2	9.538462	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Dcaf12	9.538462	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Cluap1	9.538462	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Cdrt4	9.538462	0	0	124	0	0	0	0	0	0	0	0	0	0	0
Cdkn2aip	9.538462	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Cd300c	9.538462	0	0	124	0	0	0	0	0	0	0	0	0	0	0
Camkmt	9.538462	0	0	124	0	0	0	0	0	0	0	0	0	0	0
Asb14	9.538462	0	0	124	0	0	0	0	0	0	0	0	0	0	0
1700037C18Rik	9.538462	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Zfp558	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Tubgcp6	9.461538	0	0	123	0	0	0	0	0	0	0	0	0	0	0
Traf3ip3	9.461538	0	0	123	0	0	0	0	0	0	0	0	0	0	0
Tmem160	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Spag11b	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Socs5	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Smarcc2	9.461538	0	0	123	0	0	0	0	0	0	0	0	0	0	0
Slc49a4	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Slc25a23	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Slc11a2	9.461538	0	0	123	0	0	0	0	0	0	0	0	0	0	0
Primpol	9.461538	0	0	123	0	0	0	0	0	0	0	0	0	0	0
Osbpl8	9.461538	0	0	123	0	0	0	0	0	0	0	0	0	0	0
N4bp1	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Mbd3l1	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Lpin2	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Fxyd6	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Csrp1	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Crb3	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Cnep1r1	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Casp3	9.461538	0	0	123	0	0	0	0	0	0	0	0	0	0	0
Bcan	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Abcd2	9.461538	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Urm1	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Txndc2	9.384615	0	0	122	0	0	0	0	0	0	0	0	0	0	0
Trappc3	9.384615	0	0	122	0	0	0	0	0	0	0	0	0	0	0
Slc25a27	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Slc1a7	9.384615	0	0	122	0	0	0	0	0	0	0	0	0	0	0
Pigm	9.384615	0	0	122	0	0	0	0	0	0	0	0	0	0	0
Map7d1	9.384615	0	0	122	0	0	0	0	0	0	0	0	0	0	0
Man1a2	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Jakmip2	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Isy1	9.384615	0	0	122	0	0	0	0	0	0	0	0	0	0	0
Guk1	9.384615	0	0	122	0	0	0	0	0	0	0	0	0	0	0
Gjc2	9.384615	0	0	122	0	0	0	0	0	0	0	0	0	0	0
Fbxo9	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Ephx1	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Ecrg4	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Dgcr8	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Cyp39a1	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Ctrb1	9.384615	0	0	122	0	0	0	0	0	0	0	0	0	0	0
Cilk1	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Cacna2d4	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Abca3	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Abca17	9.384615	0	0	0	0	0	0	0	0	0	0	0	0	122	0
Aarsd1	9.384615	0	0	122	0	0	0	0	0	0	0	0	0	0	0
Tppp3	9.307692	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Tln1	9.307692	0	0	121	0	0	0	0	0	0	0	0	0	0	0
Tectb	9.307692	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Tbc1d10c	9.307692	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Srl	9.307692	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Spata2	9.307692	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Rnf114	9.307692	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Ppp1ca	9.307692	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Nes	9.307692	0	0	0	0	0	0	0	0	0	0	0	0	121	0
H1f0	9.307692	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Gcat	9.307692	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Elf3	9.307692	0	0	121	0	0	0	0	0	0	0	0	0	0	0
Creb3	9.307692	0	0	121	0	0	0	0	0	0	0	0	0	0	0
Ccin	9.307692	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Adssl1	9.307692	0	0	121	0	0	0	0	0	0	0	0	0	0	0
Zmat3	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Zfp184	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Ubash3b	9.230769	0	0	120	0	0	0	0	0	0	0	0	0	0	0
Trmt1l	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Trim72	9.230769	0	0	120	0	0	0	0	0	0	0	0	0	0	0
Swt1	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Srcap	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Spats2	9.230769	0	0	120	0	0	0	0	0	0	0	0	0	0	0
Scml4	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
S100a13	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
S100a1	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Rpgr	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Rasa2	9.230769	0	0	120	0	0	0	0	0	0	0	0	0	0	0
Rad54b	9.230769	0	0	120	0	0	0	0	0	0	0	0	0	0	0
Prr18	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Nudt3	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Mtrf1	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Mgmt	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Kctd14	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Gtf2h2	9.230769	0	0	120	0	0	0	0	0	0	0	0	0	0	0
Gm38396	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Enah	9.230769	0	0	120	0	0	0	0	0	0	0	0	0	0	0
Dynlt3	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Cst3	9.230769	0	0	120	0	0	0	0	0	0	0	0	0	0	0
Cpxm2	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Chtop	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Camsap2	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Cacna1s	9.230769	0	0	120	0	0	0	0	0	0	0	0	0	0	0
Bcat2	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Atp6v0d1	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Ascl5	9.230769	0	0	120	0	0	0	0	0	0	0	0	0	0	0
Agrp	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
A530032D15Rik	9.230769	0	0	0	0	0	0	0	0	0	0	0	0	120	0
Zscan12	9.153846	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Upk1b	9.153846	0	0	119	0	0	0	0	0	0	0	0	0	0	0
Trmo	9.153846	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Rasgef1b	9.153846	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Ncdn	9.153846	0	0	119	0	0	0	0	0	0	0	0	0	0	0
Kif5a	9.153846	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Gbp4	9.153846	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Fbxl2	9.153846	0	0	119	0	0	0	0	0	0	0	0	0	0	0
Fam168a	9.153846	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Dync1li2	9.153846	0	0	0	0	0	0	0	0	0	0	0	119	0	0
Dnajb6	9.153846	0	0	119	0	0	0	0	0	0	0	0	0	0	0
Dctn2	9.153846	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Ctsz	9.153846	0	0	0	0	0	0	0	0	0	0	0	0	119	0
Ahcyl2	9.153846	0	0	119	0	0	0	0	0	0	0	0	0	0	0
Acp2	9.153846	0	0	0	0	0	0	0	0	0	0	0	0	119	0
AU040320	9.153846	0	0	119	0	0	0	0	0	0	0	0	0	0	0
1700013G24Rik	9.153846	0	0	119	0	0	0	0	0	0	0	0	0	0	0
Tmem33	9.076923	0	0	118	0	0	0	0	0	0	0	0	0	0	0
Thg1l	9.076923	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Tctn1	9.076923	0	0	118	0	0	0	0	0	0	0	0	0	0	0
Srcin1	9.076923	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Pan2	9.076923	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Ntn5	9.076923	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Ndufv1	9.076923	0	0	118	0	0	0	0	0	0	0	0	0	0	0
Mrpl45	9.076923	0	0	118	0	0	0	0	0	0	0	0	0	0	0
Klhl30	9.076923	0	0	118	0	0	0	0	0	0	0	0	0	0	0
Hspa9	9.076923	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Glrx	9.076923	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Entpd1	9.076923	0	0	0	0	0	0	0	0	0	0	0	0	118	0
