Target_genes	Hoxc6|Average	SRX7416176|Embryoid_Bodies	SRX7416177|Embryoid_Bodies	SRX7416192|Embryoid_Bodies	SRX7416193|Embryoid_Bodies	SRX7416201|Embryoid_Bodies	SRX7416202|Embryoid_Bodies	SRX6755620|ES_cells	STRING
Svopl	17.000000	0	0	0	0	119	0	0	0
Spin2d	17.000000	0	0	0	0	119	0	0	0
Slain1	17.000000	0	0	0	0	119	0	0	0
Sesn3	17.000000	0	0	0	0	0	119	0	0
Rnf40	17.000000	0	0	0	119	0	0	0	0
Rmnd5b	17.000000	0	0	0	0	0	119	0	0
Rala	17.000000	0	0	119	0	0	0	0	0
Mpzl1	17.000000	0	0	0	0	119	0	0	0
Map2k7	17.000000	0	119	0	0	0	0	0	0
Irs2	17.000000	0	0	0	119	0	0	0	0
Gnb4	17.000000	0	0	0	0	119	0	0	0
Gm5741	17.000000	0	0	0	0	119	0	0	0
Fah	17.000000	0	0	0	0	119	0	0	0
Dhps	17.000000	0	0	0	0	119	0	0	0
Ccdc189	17.000000	0	0	0	119	0	0	0	0
B4galt5	17.000000	0	0	119	0	0	0	0	0
4930562C15Rik	17.000000	0	0	0	0	0	0	119	0
Yeats4	16.857143	0	118	0	0	0	0	0	0
Ttpa	16.857143	0	0	0	0	118	0	0	0
Tm7sf3	16.857143	0	0	0	0	118	0	0	0
Slc2a13	16.857143	0	0	0	0	0	118	0	0
Slc1a3	16.857143	0	0	0	0	118	0	0	0
Polr2j	16.857143	0	118	0	0	0	0	0	0
Phb	16.857143	0	0	0	0	118	0	0	0
Pcna	16.857143	0	0	0	0	118	0	0	0
Patl1	16.857143	0	0	0	0	0	118	0	0
Pan3	16.857143	0	0	0	0	0	118	0	0
Igf2bp2	16.857143	0	0	0	0	0	118	0	0
Hells	16.857143	0	0	0	0	118	0	0	0
Glg1	16.857143	118	0	0	0	0	0	0	0
Fry	16.857143	0	0	118	0	0	0	0	0
Fam169b	16.857143	0	0	0	0	0	118	0	0
Dcps	16.857143	0	0	0	0	118	0	0	0
Ccnd2	16.857143	0	0	0	0	118	0	0	0
Ccdc172	16.857143	0	0	118	0	0	0	0	0
Bnc1	16.857143	0	0	0	0	118	0	0	0
Vps4b	16.714286	0	0	0	0	117	0	0	0
Snw1	16.714286	0	0	0	0	117	0	0	0
Rnase9	16.714286	0	0	0	0	117	0	0	0
Psmg1	16.714286	0	0	117	0	0	0	0	0
Ppil4	16.714286	0	0	0	0	117	0	0	0
Olfr1341	16.714286	0	0	0	0	117	0	0	0
Nup50	16.714286	0	0	117	0	0	0	0	0
Nox4	16.714286	0	0	0	0	117	0	0	0
Mvk	16.714286	117	0	0	0	0	0	0	0
Mtpap	16.714286	0	0	0	0	117	0	0	0
Mmab	16.714286	117	0	0	0	0	0	0	0
Mapre3	16.714286	0	0	0	0	117	0	0	0
Lrif1	16.714286	0	0	0	0	117	0	0	0
Lcmt1	16.714286	0	0	0	0	117	0	0	0
Igfbp5	16.714286	0	0	117	0	0	0	0	0
Hvcn1	16.714286	0	0	0	0	0	117	0	0
Gorab	16.714286	0	0	0	0	117	0	0	0
Gm8126	16.714286	0	0	0	0	117	0	0	0
Ear7	16.714286	0	0	0	0	117	0	0	0
Ear6	16.714286	0	0	0	0	117	0	0	0
Bcar1	16.714286	0	0	0	0	0	117	0	0
B3galnt1	16.714286	0	0	117	0	0	0	0	0
Astn1	16.714286	0	0	0	0	117	0	0	0
Ascc3	16.714286	0	0	0	0	117	0	0	0
Trpv6	16.571429	0	0	0	0	116	0	0	0
Trak2	16.571429	0	0	116	0	0	0	0	0
Tiam1	16.571429	0	0	0	0	0	116	0	0
Srsf5	16.571429	0	0	116	0	0	0	0	0
Ptpn2	16.571429	0	116	0	0	0	0	0	0
Ppp1cc	16.571429	0	0	116	0	0	0	0	0
Nit2	16.571429	0	0	116	0	0	0	0	0
Mrpl40	16.571429	0	0	0	0	116	0	0	0
Il17d	16.571429	0	0	0	0	0	116	0	0
Hira	16.571429	0	0	0	0	116	0	0	0
Hectd2	16.571429	0	0	116	0	0	0	0	0
Fcgr3	16.571429	0	0	0	0	116	0	0	0
Epha7	16.571429	0	0	116	0	0	0	0	0
Dhrs7b	16.571429	0	0	0	0	116	0	0	0
Ctxn1	16.571429	0	0	0	0	116	0	0	0
Cenpb	16.571429	0	0	0	0	0	116	0	0
Brf2	16.571429	0	0	0	0	116	0	0	0
Ttc3	16.428571	0	0	0	115	0	0	0	0
Taf6l	16.428571	0	0	0	0	0	115	0	0
Pura	16.428571	0	0	0	0	115	0	0	0
Ppp2r5a	16.428571	0	0	115	0	0	0	0	0
Pigp	16.428571	0	0	0	115	0	0	0	0
Nup160	16.428571	115	0	0	0	0	0	0	0
Foxg1	16.428571	0	0	0	0	115	0	0	0
Fbxo5	16.428571	0	0	0	0	115	0	0	0
Fam186b	16.428571	0	0	0	0	115	0	0	0
Dscc1	16.428571	0	0	0	0	115	0	0	0
Chrna3	16.428571	0	0	0	0	115	0	0	0
Cap1	16.428571	0	0	0	0	0	115	0	0
Tyw5	16.285714	0	0	0	0	114	0	0	0
Snrpa	16.285714	114	0	0	0	0	0	0	0
Prss48	16.285714	0	0	0	0	114	0	0	0
Mitf	16.285714	0	0	114	0	0	0	0	0
Maip1	16.285714	0	0	0	0	114	0	0	0
Gm5617	16.285714	0	114	0	0	0	0	0	0
Gars	16.285714	114	0	0	0	0	0	0	0
Galnt7	16.285714	0	0	0	0	0	114	0	0
Exph5	16.285714	0	0	0	0	114	0	0	0
Cpsf1	16.285714	0	114	0	0	0	0	0	0
BC024978	16.285714	114	0	0	0	0	0	0	0
Atg101	16.285714	114	0	0	0	0	0	0	0
Ttc25	16.142857	0	0	0	0	113	0	0	0
Tfam	16.142857	0	0	0	0	113	0	0	0
Rpap2	16.142857	113	0	0	0	0	0	0	0
Rbl1	16.142857	0	0	0	0	0	113	0	0
Pop7	16.142857	0	0	113	0	0	0	0	0
Pdcd5	16.142857	113	0	0	0	0	0	0	0
Nudt2	16.142857	0	0	0	0	113	0	0	0
Mtif3	16.142857	0	0	113	0	0	0	0	0
Lsm2	16.142857	113	0	0	0	0	0	0	0
Kif24	16.142857	0	0	0	0	113	0	0	0
Ifitm3	16.142857	0	0	0	0	0	113	0	0
Hoxc10	16.142857	0	0	0	0	113	0	0	0
H2bc21	16.142857	0	0	113	0	0	0	0	0
H2ac21	16.142857	0	0	113	0	0	0	0	0
H2ac20	16.142857	0	0	113	0	0	0	0	0
Glmn	16.142857	113	0	0	0	0	0	0	0
Galnt10	16.142857	0	0	0	0	0	0	113	0
Efs	16.142857	0	0	0	0	0	113	0	0
Zbtb41	16.000000	0	0	0	112	0	0	0	0
Utp6	16.000000	0	0	112	0	0	0	0	0
Traip	16.000000	0	0	0	0	0	112	0	0
Stox1	16.000000	0	0	0	0	0	112	0	0
Spata24	16.000000	0	0	0	0	112	0	0	0
Snu13	16.000000	0	0	0	0	112	0	0	0
Slc33a1	16.000000	0	0	112	0	0	0	0	0
Sirt1	16.000000	0	0	0	0	0	112	0	0
Pafah1b3	16.000000	0	0	0	0	0	112	0	0
Nrd1	16.000000	0	0	0	0	0	112	0	0
Nol8	16.000000	112	0	0	0	0	0	0	0
Ndufc2	16.000000	0	0	0	0	0	112	0	0
Ilvbl	16.000000	0	0	112	0	0	0	0	0
Ifi209	16.000000	0	0	0	0	0	112	0	0
Eras	16.000000	0	0	0	0	0	112	0	0
Dock3	16.000000	0	0	0	0	0	112	0	0
Cyfip2	16.000000	0	0	112	0	0	0	0	0
Cyb5b	16.000000	0	0	0	0	112	0	0	0
Cpeb4	16.000000	0	0	0	112	0	0	0	0
Colec12	16.000000	0	0	0	0	0	112	0	0
Cirbp	16.000000	0	0	112	0	0	0	0	0
Cenpp	16.000000	112	0	0	0	0	0	0	0
1700016H13Rik	16.000000	0	0	0	0	112	0	0	0
Zgrf1	15.857143	111	0	0	0	0	0	0	0
Zfp984	15.857143	0	0	0	0	111	0	0	0
Zfp94	15.857143	0	0	0	111	0	0	0	0
Zfp574	15.857143	0	0	111	0	0	0	0	0
Xab2	15.857143	0	0	111	0	0	0	0	0
Wdr66	15.857143	0	0	0	0	111	0	0	0
Vxn	15.857143	0	0	111	0	0	0	0	0
Vmn2r118	15.857143	0	0	111	0	0	0	0	0
Usp48	15.857143	0	0	0	0	111	0	0	0
Ucp1	15.857143	0	0	111	0	0	0	0	0
Ubiad1	15.857143	0	0	111	0	0	0	0	0
Trim21	15.857143	0	0	111	0	0	0	0	0
Trappc1	15.857143	0	0	0	111	0	0	0	0
Tmem127	15.857143	0	0	111	0	0	0	0	0
Tll2	15.857143	0	0	111	0	0	0	0	0
Slc30a3	15.857143	0	0	0	0	0	111	0	0
Rtl9	15.857143	0	0	111	0	0	0	0	0
Rpl10l	15.857143	0	0	111	0	0	0	0	0
Rhoq	15.857143	0	0	0	111	0	0	0	0
Rbm33	15.857143	111	0	0	0	0	0	0	0
Psmc1	15.857143	111	0	0	0	0	0	0	0
Plk2	15.857143	0	0	0	111	0	0	0	0
Pgp	15.857143	0	0	111	0	0	0	0	0
Pet100	15.857143	0	0	111	0	0	0	0	0
Pcp2	15.857143	0	0	111	0	0	0	0	0
Olfr1176	15.857143	0	0	111	0	0	0	0	0
Ndufs5	15.857143	0	0	0	0	0	111	0	0
Nae1	15.857143	0	0	0	111	0	0	0	0
Mtor	15.857143	0	0	111	0	0	0	0	0
Mpp7	15.857143	0	0	0	111	0	0	0	0
Mettl9	15.857143	0	0	0	0	111	0	0	0
Med26	15.857143	0	0	111	0	0	0	0	0
Lpin2	15.857143	0	0	111	0	0	0	0	0
Lipo3	15.857143	0	0	0	0	111	0	0	0
Larp7	15.857143	111	0	0	0	0	0	0	0
Krtap3-3	15.857143	0	0	111	0	0	0	0	0
Klhl15	15.857143	0	0	111	0	0	0	0	0
Kif23	15.857143	0	0	111	0	0	0	0	0
Kcnab3	15.857143	0	0	0	111	0	0	0	0
Kansl2	15.857143	111	0	0	0	0	0	0	0
Itgb3bp	15.857143	0	0	111	0	0	0	0	0
Il17rc	15.857143	0	0	0	0	111	0	0	0
Heatr5b	15.857143	0	0	0	111	0	0	0	0
Gusb	15.857143	0	0	0	0	111	0	0	0
Gtsf1l	15.857143	0	0	0	0	111	0	0	0
Grik5	15.857143	0	0	111	0	0	0	0	0
Gpatch11	15.857143	0	0	0	111	0	0	0	0
Gna14	15.857143	0	0	111	0	0	0	0	0
Fbxo21	15.857143	0	0	111	0	0	0	0	0
Elmod2	15.857143	0	0	111	0	0	0	0	0
Efcab7	15.857143	0	0	111	0	0	0	0	0
Dlx2	15.857143	0	0	0	0	111	0	0	0
Cntrob	15.857143	0	0	0	111	0	0	0	0
Clec2g	15.857143	0	0	0	0	111	0	0	0
Ccl7	15.857143	0	0	0	111	0	0	0	0
Car7	15.857143	0	0	0	111	0	0	0	0
Bricd5	15.857143	0	0	111	0	0	0	0	0
Atp7a	15.857143	0	0	111	0	0	0	0	0
Arhgef10l	15.857143	0	0	111	0	0	0	0	0
Arhgap29	15.857143	0	0	111	0	0	0	0	0
Alkbh8	15.857143	0	0	111	0	0	0	0	0
Zswim8	15.714286	0	110	0	0	0	0	0	0
Rfc1	15.714286	0	0	0	110	0	0	0	0
Pde7a	15.714286	0	0	110	0	0	0	0	0
Nbas	15.714286	0	0	0	110	0	0	0	0
Mettl2	15.714286	0	0	110	0	0	0	0	0
Lrtm1	15.714286	0	0	0	0	110	0	0	0
Fscn1	15.714286	0	0	0	0	0	110	0	0
Chd4	15.714286	0	0	110	0	0	0	0	0
Chchd1	15.714286	0	110	0	0	0	0	0	0
Atf4	15.714286	0	0	0	110	0	0	0	0
Tmem38b	15.571429	109	0	0	0	0	0	0	0
Slc22a22	15.571429	0	0	0	109	0	0	0	0
Rpl21	15.571429	0	109	0	0	0	0	0	0
Olfr1058	15.571429	0	0	109	0	0	0	0	0
Mrps25	15.571429	0	0	109	0	0	0	0	0
Mrpl37	15.571429	0	0	109	0	0	0	0	0
Mkx	15.571429	0	0	0	0	109	0	0	0
Mfsd1	15.571429	109	0	0	0	0	0	0	0
Man1a	15.571429	109	0	0	0	0	0	0	0
Kcnn1	15.571429	0	0	0	0	109	0	0	0
Kansl1	15.571429	109	0	0	0	0	0	0	0
Fbxo31	15.571429	0	0	0	0	109	0	0	0
Cyb5rl	15.571429	0	0	109	0	0	0	0	0
Zfp639	15.428571	0	0	0	0	0	108	0	0
Zdhhc3	15.428571	108	0	0	0	0	0	0	0
Trdmt1	15.428571	0	0	108	0	0	0	0	0
Timm22	15.428571	0	108	0	0	0	0	0	0
Slc25a47	15.428571	0	0	0	0	108	0	0	0
Sf3b1	15.428571	0	0	108	0	0	0	0	0
Klf16	15.428571	0	0	0	0	0	108	0	0
Jhy	15.428571	0	0	108	0	0	0	0	0
Hexim1	15.428571	0	0	0	108	0	0	0	0
Fbxo11	15.428571	0	0	0	0	108	0	0	0
Exosc7	15.428571	108	0	0	0	0	0	0	0
Cnot9	15.428571	0	0	0	0	108	0	0	0
Cks2	15.428571	0	0	0	0	108	0	0	0
Ch25h	15.428571	0	108	0	0	0	0	0	0
Bmp7	15.428571	0	0	108	0	0	0	0	0
Arl4d	15.428571	0	0	0	108	0	0	0	0
Aplf	15.428571	0	0	108	0	0	0	0	0
Zkscan3	15.285714	0	0	0	0	107	0	0	0
Zfp445	15.285714	0	0	0	0	107	0	0	0
Ybx1	15.285714	0	0	0	0	0	107	0	0
Vmn2r57	15.285714	0	0	0	0	107	0	0	0
Ttc14	15.285714	107	0	0	0	0	0	0	0
Tnrc6c	15.285714	107	0	0	0	0	0	0	0
Tmprss11d	15.285714	0	0	0	0	107	0	0	0
Tex37	15.285714	0	0	0	0	107	0	0	0
Sypl	15.285714	0	0	0	0	107	0	0	0
Sun1	15.285714	0	0	0	0	107	0	0	0
Rnf152	15.285714	0	0	0	0	107	0	0	0
Rbm41	15.285714	0	0	0	0	107	0	0	0
Prr14l	15.285714	0	0	0	0	107	0	0	0
Olfr785	15.285714	0	0	0	0	107	0	0	0
Olfr1495	15.285714	0	0	0	0	107	0	0	0
Ntsr2	15.285714	0	0	0	0	107	0	0	0
Nt5el	15.285714	0	0	0	0	107	0	0	0
Mtx2	15.285714	0	0	0	0	107	0	0	0
Mterf1a	15.285714	0	0	0	0	107	0	0	0
Mfsd14b	15.285714	0	0	0	0	107	0	0	0
Lrig2	15.285714	107	0	0	0	0	0	0	0
Kbtbd7	15.285714	0	0	0	0	107	0	0	0
Hoxd11	15.285714	0	0	0	0	0	107	0	0
Homer1	15.285714	0	0	0	0	107	0	0	0
H3c10	15.285714	0	0	0	0	107	0	0	0
H2bc14	15.285714	0	0	0	0	107	0	0	0
H2bc13	15.285714	0	0	0	0	107	0	0	0
H2ac13	15.285714	0	0	0	0	107	0	0	0
Far2	15.285714	0	0	0	0	107	0	0	0
Fam83b	15.285714	0	0	0	0	107	0	0	0
Fam167a	15.285714	0	0	0	0	107	0	0	0
Fabp12	15.285714	0	0	0	0	107	0	0	0
Elf3	15.285714	0	0	0	0	0	107	0	0
Cyb561d1	15.285714	0	0	0	0	107	0	0	0
Armc8	15.285714	107	0	0	0	0	0	0	0
Tm4sf20	15.142857	0	0	0	0	106	0	0	0
Olfr214	15.142857	0	0	0	0	106	0	0	0
Olfr1024	15.142857	0	0	0	0	106	0	0	0
Gm3383	15.142857	0	0	0	106	0	0	0	0
Fam98a	15.142857	0	106	0	0	0	0	0	0
E2f6	15.142857	106	0	0	0	0	0	0	0
Cdhr4	15.142857	0	0	0	0	106	0	0	0
Ccdc85c	15.142857	0	0	0	0	0	106	0	0
Uvrag	15.000000	0	0	0	105	0	0	0	0
Ube2cbp	15.000000	105	0	0	0	0	0	0	0
Tollip	15.000000	0	0	0	0	105	0	0	0
Tmem69	15.000000	0	0	0	105	0	0	0	0
Spg20	15.000000	0	0	0	0	105	0	0	0
Slc25a38	15.000000	0	0	0	0	105	0	0	0
Rpf1	15.000000	0	0	0	105	0	0	0	0
Ndfip1	15.000000	0	0	105	0	0	0	0	0
Myo1b	15.000000	0	0	105	0	0	0	0	0
Itprip	15.000000	0	0	0	0	105	0	0	0
Gpbp1l1	15.000000	0	0	0	105	0	0	0	0
Dop1a	15.000000	105	0	0	0	0	0	0	0
Cep20	15.000000	0	0	0	0	105	0	0	0
Cela2a	15.000000	0	0	0	0	105	0	0	0
Cdkn2b	15.000000	0	0	0	0	105	0	0	0
Zfp119a	14.857143	0	0	0	0	104	0	0	0
Syne1	14.857143	0	0	0	0	104	0	0	0
Sstr3	14.857143	0	0	104	0	0	0	0	0
Srpk1	14.857143	0	0	0	0	104	0	0	0
Sqstm1	14.857143	0	0	0	0	104	0	0	0
Ppip5k2	14.857143	0	0	0	0	104	0	0	0
Pirt	14.857143	0	0	104	0	0	0	0	0
Gin1	14.857143	0	0	0	0	104	0	0	0
Dnajb12	14.857143	0	0	0	0	104	0	0	0
Ccdc97	14.857143	0	0	0	0	0	104	0	0
Calm3	14.857143	0	104	0	0	0	0	0	0
Bmt2	14.857143	0	0	0	0	104	0	0	0
Zfp729a	14.714286	0	0	0	0	103	0	0	0
Zfp595	14.714286	0	0	0	0	0	103	0	0
Zfp334	14.714286	0	0	103	0	0	0	0	0
Wdr11	14.714286	0	0	0	0	0	103	0	0
Tcte1	14.714286	0	0	103	0	0	0	0	0
Slc26a6	14.714286	0	0	0	0	103	0	0	0
Pusl1	14.714286	0	0	103	0	0	0	0	0
Plp1	14.714286	0	0	0	0	0	103	0	0
Orc2	14.714286	0	0	0	0	103	0	0	0
Olfr574	14.714286	0	0	0	0	0	103	0	0
Mtx3	14.714286	0	0	0	0	103	0	0	0
Mrps31	14.714286	0	0	0	0	103	0	0	0
Lrwd1	14.714286	0	0	0	0	103	0	0	0
Klhl9	14.714286	103	0	0	0	0	0	0	0
Il22ra2	14.714286	0	0	0	0	0	103	0	0
H4c18	14.714286	0	0	0	103	0	0	0	0
Gm9222	14.714286	103	0	0	0	0	0	0	0
Fgf11	14.714286	0	0	103	0	0	0	0	0
Eif2s1	14.714286	0	0	0	0	103	0	0	0
Efemp1	14.714286	0	0	0	0	0	103	0	0
Dennd6a	14.714286	0	0	103	0	0	0	0	0
Clec4a4	14.714286	0	0	0	0	0	103	0	0
Chrnb1	14.714286	0	0	103	0	0	0	0	0
Atp6v1d	14.714286	0	0	0	0	103	0	0	0
Atf2	14.714286	0	0	103	0	0	0	0	0
Angel1	14.714286	103	0	0	0	0	0	0	0
Alkbh4	14.714286	0	0	0	0	103	0	0	0
Acap3	14.714286	0	0	103	0	0	0	0	0
Vps26c	14.571429	102	0	0	0	0	0	0	0
Tmem19	14.571429	0	0	0	0	0	102	0	0
Tdrkh	14.571429	0	0	0	0	0	102	0	0
Rdh7	14.571429	0	0	0	0	102	0	0	0
Psmb4	14.571429	0	0	0	0	102	0	0	0
Prkcsh	14.571429	0	0	102	0	0	0	0	0
Nr2c2	14.571429	0	0	102	0	0	0	0	0
Ndufab1	14.571429	102	0	0	0	0	0	0	0
L3mbtl4	14.571429	0	0	0	0	0	102	0	0
Igsf11	14.571429	0	0	102	0	0	0	0	0
Haspin	14.571429	102	0	0	0	0	0	0	0
Ccdc151	14.571429	0	0	102	0	0	0	0	0
Zzz3	14.428571	0	0	101	0	0	0	0	0
Zbtb3	14.428571	0	0	101	0	0	0	0	0
Unc119b	14.428571	0	0	0	101	0	0	0	0
Tpm4	14.428571	0	0	0	101	0	0	0	0
Tmem42	14.428571	0	0	0	0	101	0	0	0
Tmed1	14.428571	0	0	0	101	0	0	0	0
Ten1	14.428571	0	0	0	101	0	0	0	0
Tceal8	14.428571	0	0	101	0	0	0	0	0
Strn	14.428571	0	0	0	0	101	0	0	0
Shb	14.428571	0	101	0	0	0	0	0	0
Rsph14	14.428571	0	0	0	101	0	0	0	0
Rack1	14.428571	0	0	0	101	0	0	0	0
Rab36	14.428571	0	0	0	101	0	0	0	0
Ppfibp2	14.428571	0	0	0	101	0	0	0	0
Polr2g	14.428571	0	0	101	0	0	0	0	0
Phpt1	14.428571	0	0	101	0	0	0	0	0
Pcp4	14.428571	0	0	101	0	0	0	0	0
Olfr875	14.428571	0	0	0	101	0	0	0	0
Ninj1	14.428571	0	0	101	0	0	0	0	0
Nek3	14.428571	0	0	0	101	0	0	0	0
Ndufs7	14.428571	0	0	0	0	0	101	0	0
Nadk2	14.428571	0	0	0	0	101	0	0	0
Mfap2	14.428571	0	0	0	101	0	0	0	0
Mamdc4	14.428571	0	0	101	0	0	0	0	0
Lonp1	14.428571	0	0	0	101	0	0	0	0
Lmbr1l	14.428571	0	0	101	0	0	0	0	0
Kmt2a	14.428571	0	0	0	0	101	0	0	0
Ipo7	14.428571	0	0	101	0	0	0	0	0
Hivep2	14.428571	0	0	101	0	0	0	0	0
Fbxl19	14.428571	0	0	0	101	0	0	0	0
Fam83d	14.428571	0	0	0	101	0	0	0	0
Fam111a	14.428571	0	0	0	0	101	0	0	0
Eif4b	14.428571	0	0	0	0	101	0	0	0
Ecpas	14.428571	0	0	0	101	0	0	0	0
Crk	14.428571	0	0	101	0	0	0	0	0
Cda	14.428571	0	0	101	0	0	0	0	0
Ccpg1os	14.428571	0	0	0	101	0	0	0	0
Ccpg1	14.428571	0	0	0	101	0	0	0	0
Ccdc91	14.428571	0	0	0	0	101	0	0	0
Catsperd	14.428571	0	0	0	101	0	0	0	0
Bpifb3	14.428571	0	0	101	0	0	0	0	0
Bcat2	14.428571	0	0	0	0	101	0	0	0
Ak3	14.428571	0	0	0	101	0	0	0	0
Ajm1	14.428571	0	0	101	0	0	0	0	0
Acox1	14.428571	0	0	0	101	0	0	0	0
Zfp964	14.285714	0	0	0	0	0	100	0	0
Zfp131	14.285714	0	0	100	0	0	0	0	0
Uba3	14.285714	0	0	0	0	0	100	0	0
Tafa5	14.285714	0	0	100	0	0	0	0	0
Srgap1	14.285714	0	0	0	0	0	100	0	0
Smagp	14.285714	0	0	0	0	100	0	0	0
Rpl36a	14.285714	0	0	0	0	100	0	0	0
Nkain3	14.285714	0	0	0	0	100	0	0	0
Neurl4	14.285714	0	0	0	0	100	0	0	0
Kcns2	14.285714	0	0	0	0	100	0	0	0
Gm33989	14.285714	0	0	0	100	0	0	0	0
Elk3	14.285714	0	0	0	0	100	0	0	0
Egflam	14.285714	0	0	0	0	100	0	0	0
Desi2	14.285714	0	0	0	0	100	0	0	0
Crym	14.285714	0	0	0	0	100	0	0	0
Cops3	14.285714	0	0	0	0	100	0	0	0
Cntrl	14.285714	0	0	0	100	0	0	0	0
Arl6ip5	14.285714	0	0	0	0	0	100	0	0
Abca14	14.285714	0	0	0	0	100	0	0	0
2810408A11Rik	14.285714	0	0	0	0	100	0	0	0
Zcchc14	14.142857	0	0	0	0	99	0	0	0
S100a13	14.142857	0	0	99	0	0	0	0	0
S100a1	14.142857	0	0	99	0	0	0	0	0
Nars2	14.142857	99	0	0	0	0	0	0	0
Mvb12b	14.142857	0	0	0	99	0	0	0	0
Lcmt2	14.142857	0	99	0	0	0	0	0	0
Ibtk	14.142857	0	0	0	99	0	0	0	0
H4c6	14.142857	0	0	0	0	99	0	0	0
H1f3	14.142857	0	0	0	0	99	0	0	0
Fbxl4	14.142857	99	0	0	0	0	0	0	0
Dnajc24	14.142857	99	0	0	0	0	0	0	0
D930020B18Rik	14.142857	0	0	0	0	99	0	0	0
Chtop	14.142857	0	0	99	0	0	0	0	0
Ccdc142	14.142857	0	0	99	0	0	0	0	0
Adal	14.142857	0	99	0	0	0	0	0	0
Uba1	14.000000	0	0	0	98	0	0	0	0
Txnl4a	14.000000	0	0	0	0	98	0	0	0
Tbl2	14.000000	0	0	0	98	0	0	0	0
Olfr1388	14.000000	0	0	0	0	98	0	0	0
Mmp23	14.000000	0	0	0	0	98	0	0	0
Mb21d2	14.000000	0	0	0	0	0	98	0	0
Krt10	14.000000	0	0	0	0	98	0	0	0
Klhl2	14.000000	0	0	0	0	98	0	0	0
Kif3c	14.000000	0	0	0	0	98	0	0	0
Gm16286	14.000000	0	0	0	0	98	0	0	0
Cabp1	14.000000	0	0	0	0	98	0	0	0
4833439L19Rik	14.000000	0	0	0	0	98	0	0	0
Zbtb6	13.857143	0	0	0	0	97	0	0	0
Vars2	13.857143	97	0	0	0	0	0	0	0
Utp15	13.857143	0	0	0	0	97	0	0	0
Rit2	13.857143	0	0	0	0	97	0	0	0
Polg2	13.857143	0	0	0	0	97	0	0	0
Pdxk	13.857143	0	0	0	0	97	0	0	0
Pcyt1b	13.857143	0	0	0	0	97	0	0	0
Pcyox1	13.857143	0	0	0	0	97	0	0	0
Olfr823	13.857143	0	0	0	0	97	0	0	0
Olfr773	13.857143	0	0	0	0	97	0	0	0
Oga	13.857143	0	0	0	0	0	97	0	0
Ndufa6	13.857143	97	0	0	0	0	0	0	0
Nat8f2	13.857143	0	0	0	0	97	0	0	0
Mms22l	13.857143	0	0	0	0	97	0	0	0
Lrrc9	13.857143	0	0	0	0	97	0	0	0
Lrrc55	13.857143	0	0	0	0	97	0	0	0
Immp2l	13.857143	0	0	0	0	97	0	0	0
Gpr22	13.857143	0	0	0	0	97	0	0	0
Gemin8	13.857143	0	0	0	0	97	0	0	0
Ei24	13.857143	0	0	0	0	97	0	0	0
E030030I06Rik	13.857143	0	0	0	0	97	0	0	0
Dux	13.857143	0	0	0	0	97	0	0	0
Cul1	13.857143	97	0	0	0	0	0	0	0
Atp5k	13.857143	0	0	0	0	97	0	0	0
Ankra2	13.857143	0	0	0	0	97	0	0	0
Zfp810	13.714286	0	0	0	0	0	96	0	0
Txnip	13.714286	0	0	96	0	0	0	0	0
Sra1	13.714286	0	0	0	0	96	0	0	0
Slc35g3	13.714286	0	0	96	0	0	0	0	0
Slc10a4	13.714286	0	0	0	96	0	0	0	0
Pttg1ip	13.714286	0	96	0	0	0	0	0	0
Polr2a	13.714286	0	0	96	0	0	0	0	0
Mrvi1	13.714286	0	0	0	0	96	0	0	0
Megf8	13.714286	0	0	96	0	0	0	0	0
Leng8	13.714286	0	96	0	0	0	0	0	0
Kpna6	13.714286	0	0	0	96	0	0	0	0
Hook2	13.714286	0	0	0	0	96	0	0	0
Hipk1	13.714286	0	0	0	0	0	96	0	0
Eif3h	13.714286	0	0	0	96	0	0	0	0
Eif3a	13.714286	0	0	0	96	0	0	0	0
Ehmt1	13.714286	0	0	0	0	0	96	0	0
Crebl2	13.714286	0	0	0	0	96	0	0	0
Chpt1	13.714286	96	0	0	0	0	0	0	0
Swsap1	13.571429	0	0	0	95	0	0	0	0
Stx8	13.571429	0	0	0	0	95	0	0	0
Sema6c	13.571429	0	0	0	0	95	0	0	0
Ptp4a1	13.571429	95	0	0	0	0	0	0	0
Oma1	13.571429	0	0	0	0	95	0	0	0
Fkbp5	13.571429	0	0	95	0	0	0	0	0
Fam234b	13.571429	0	0	0	0	95	0	0	0
Cfap52	13.571429	0	0	0	0	95	0	0	0
AW551984	13.571429	0	0	0	0	95	0	0	0
Wtap	13.428571	0	0	0	0	94	0	0	0
Tfrc	13.428571	0	0	0	0	94	0	0	0
Taf2	13.428571	0	0	0	0	0	94	0	0
Spin1	13.428571	0	0	94	0	0	0	0	0
Snx30	13.428571	0	0	0	94	0	0	0	0
Slx4	13.428571	0	94	0	0	0	0	0	0
Rabl2	13.428571	0	0	0	0	0	94	0	0
Ptms	13.428571	0	0	0	94	0	0	0	0
Phactr4	13.428571	94	0	0	0	0	0	0	0
Otud6b	13.428571	0	0	0	0	0	94	0	0
Nup107	13.428571	0	0	0	0	0	94	0	0
Msantd3	13.428571	0	0	0	0	94	0	0	0
Ido2	13.428571	0	0	0	0	0	94	0	0
Hddc3	13.428571	0	0	0	0	94	0	0	0
H4c17	13.428571	0	0	0	0	0	94	0	0
