Target_genes	Foxc2|Average	SRX4309875|Kidney_Glomerulus	SRX17535190|Podocytes	SRX17535191|Podocytes	SRX17535192|Podocytes	SRX17535193|Podocytes	SRX17535194|Podocytes	SRX17535195|Podocytes	STRING
Psmd12	33.428571	0	0	142	0	0	0	92	0
Mamld1	33.428571	0	0	234	0	0	0	0	0
Lrwd1	33.428571	0	129	105	0	0	0	0	0
Kmt2a	33.428571	0	134	100	0	0	0	0	0
Gtf3c3	33.428571	0	118	116	0	0	0	0	0
Birc3	33.428571	0	0	130	0	0	104	0	0
Alkbh4	33.428571	0	129	105	0	0	0	0	0
Tprn	33.285714	0	0	127	106	0	0	0	0
Tmem68	33.285714	0	149	84	0	0	0	0	0
Tgs1	33.285714	0	149	84	0	0	0	0	0
Slc37a1	33.285714	0	0	120	113	0	0	0	0
Slc35e4	33.285714	0	122	111	0	0	0	0	0
Saxo2	33.285714	0	135	98	0	0	0	0	0
Pik3c3	33.285714	0	118	115	0	0	0	0	0
Nop10	33.285714	0	104	129	0	0	0	0	0
Man2c1	33.285714	0	104	129	0	0	0	0	0
Gabarapl1	33.285714	0	0	119	114	0	0	0	0
Ehhadh	33.285714	0	128	105	0	0	0	0	0
Efl1	33.285714	0	135	98	0	0	0	0	0
Dock11	33.285714	0	118	115	0	0	0	0	0
Cstb	33.285714	0	149	84	0	0	0	0	0
Chek1	33.285714	0	105	0	128	0	0	0	0
Ttll13	33.142857	0	130	102	0	0	0	0	0
Tedc2	33.142857	0	77	155	0	0	0	0	0
Spg21	33.142857	0	117	115	0	0	0	0	0
Snapin	33.142857	0	108	0	0	0	124	0	0
Smap1	33.142857	0	115	117	0	0	0	0	0
Pcyox1	33.142857	0	119	113	0	0	0	0	0
Lrp2	33.142857	0	97	135	0	0	0	0	0
Hsd17b4	33.142857	0	117	115	0	0	0	0	0
Adck1	33.142857	0	107	125	0	0	0	0	0
Topors	33.000000	0	103	128	0	0	0	0	0
Tbc1d9	33.000000	0	112	0	0	0	119	0	0
Smim27	33.000000	0	103	128	0	0	0	0	0
Psmc1	33.000000	0	138	93	0	0	0	0	0
Phkg2	33.000000	0	104	127	0	0	0	0	0
Fut11	33.000000	0	78	153	0	0	0	0	0
Eif6	33.000000	0	117	114	0	0	0	0	0
Cluap1	33.000000	0	104	127	0	0	0	0	0
1700037C18Rik	33.000000	0	104	127	0	0	0	0	0
Tusc1	32.857143	0	94	136	0	0	0	0	0
Trip12	32.857143	0	98	132	0	0	0	0	0
Riok3	32.857143	0	114	116	0	0	0	0	0
Mitf	32.857143	0	101	129	0	0	0	0	0
Mccc2	32.857143	0	105	125	0	0	0	0	0
Ivd	32.857143	0	230	0	0	0	0	0	0
Fbxo36	32.857143	0	98	132	0	0	0	0	0
Zpr1	32.714286	0	115	114	0	0	0	0	0
Zfp61	32.714286	0	119	0	0	0	0	110	0
Trp53i13	32.714286	0	0	119	110	0	0	0	0
Tmem132e	32.714286	0	229	0	0	0	0	0	0
Slc30a6	32.714286	0	121	108	0	0	0	0	0
Sh3bp5	32.714286	0	0	128	101	0	0	0	0
Sez6	32.714286	0	0	229	0	0	0	0	0
Nars2	32.714286	0	73	156	0	0	0	0	0
Myo15	32.714286	0	124	0	105	0	0	0	0
Mis12	32.714286	0	82	77	0	70	0	0	0
Derl2	32.714286	0	82	77	0	70	0	0	0
Ctnna1	32.714286	0	130	99	0	0	0	0	0
Apoa5	32.714286	0	115	114	0	0	0	0	0
Abhd17b	32.714286	0	111	0	118	0	0	0	0
Abhd15	32.714286	0	0	119	110	0	0	0	0
1110059E24Rik	32.714286	0	111	0	118	0	0	0	0
Uqcc1	32.571429	0	124	104	0	0	0	0	0
Mad2l1bp	32.571429	0	125	103	0	0	0	0	0
Dmxl1	32.571429	0	106	122	0	0	0	0	0
Cyb5a	32.571429	0	104	124	0	0	0	0	0
Cfap126	32.571429	0	0	0	0	0	115	113	0
Zscan20	32.428571	0	137	90	0	0	0	0	0
Ttc1	32.428571	0	133	94	0	0	0	0	0
Sdf4	32.428571	0	97	130	0	0	0	0	0
Rnf8	32.428571	0	111	116	0	0	0	0	0
Kat5	32.428571	0	99	128	0	0	0	0	0
Hykk	32.428571	0	125	102	0	0	0	0	0
Hnrnpa0	32.428571	0	126	101	0	0	0	0	0
Fkbp9	32.428571	0	73	154	0	0	0	0	0
Faf2	32.428571	0	115	112	0	0	0	0	0
Coil	32.428571	78	0	149	0	0	0	0	0
B3galt6	32.428571	0	97	130	0	0	0	0	0
Atp2c2	32.428571	0	227	0	0	0	0	0	0
Ap1ar	32.428571	0	0	138	89	0	0	0	0
Abcd4	32.428571	0	101	126	0	0	0	0	0
Sf3b2	32.285714	0	0	135	91	0	0	0	0
Setd4	32.285714	0	119	107	0	0	0	0	0
Mrpl48	32.285714	0	121	105	0	0	0	0	0
Hmgb1	32.285714	0	94	132	0	0	0	0	0
Hcn3	32.285714	0	117	109	0	0	0	0	0
Gal3st3	32.285714	0	0	135	91	0	0	0	0
Cd276	32.285714	0	77	149	0	0	0	0	0
Cbr1	32.285714	0	119	107	0	0	0	0	0
Acly	32.285714	0	150	76	0	0	0	0	0
Trmo	32.142857	0	0	107	118	0	0	0	0
Serbp1	32.142857	0	94	131	0	0	0	0	0
Rpl39	32.142857	0	87	138	0	0	0	0	0
Pwp1	32.142857	0	141	84	0	0	0	0	0
Plppr3	32.142857	0	118	107	0	0	0	0	0
Pias2	32.142857	0	102	123	0	0	0	0	0
Nt5c3	32.142857	0	122	103	0	0	0	0	0
Nr4a2	32.142857	0	107	118	0	0	0	0	0
Ncs1	32.142857	0	107	0	118	0	0	0	0
Man2a1	32.142857	0	125	100	0	0	0	0	0
Hcfc1	32.142857	0	144	81	0	0	0	0	0
Daglb	32.142857	0	93	132	0	0	0	0	0
Usp30	32.000000	0	0	109	0	0	115	0	0
Twistnb	32.000000	0	118	106	0	0	0	0	0
Rnf187	32.000000	0	92	132	0	0	0	0	0
Rabl2	32.000000	0	107	117	0	0	0	0	0
Ncapd2	32.000000	0	116	108	0	0	0	0	0
Mrpl51	32.000000	0	116	108	0	0	0	0	0
Iars2	32.000000	0	99	125	0	0	0	0	0
Fam135a	32.000000	0	0	135	89	0	0	0	0
Dcakd	32.000000	0	71	153	0	0	0	0	0
Bpnt1	32.000000	0	99	125	0	0	0	0	0
Zfp513	31.857143	0	99	124	0	0	0	0	0
Zfp219	31.857143	0	140	0	0	0	0	83	0
Tmem253	31.857143	0	140	0	0	0	0	83	0
Tlcd3a	31.857143	0	104	0	0	0	119	0	0
Stxbp4	31.857143	0	0	137	86	0	0	0	0
Rab3d	31.857143	0	114	109	0	0	0	0	0
Pxk	31.857143	0	140	83	0	0	0	0	0
Nupl2	31.857143	0	118	105	0	0	0	0	0
Cox11	31.857143	0	0	137	86	0	0	0	0
Bicra	31.857143	0	137	86	0	0	0	0	0
B9d2	31.857143	0	112	111	0	0	0	0	0
Shbg	31.714286	0	126	96	0	0	0	0	0
Setbp1	31.714286	0	109	113	0	0	0	0	0
Sat2	31.714286	0	126	96	0	0	0	0	0
Reps2	31.714286	0	128	94	0	0	0	0	0
Rab7b	31.714286	0	222	0	0	0	0	0	0
Pank2	31.714286	0	136	86	0	0	0	0	0
Mt2	31.714286	0	0	83	0	0	139	0	0
Kif11	31.714286	0	107	115	0	0	0	0	0
Ino80d	31.714286	0	130	92	0	0	0	0	0
Gda	31.714286	0	0	0	0	0	119	103	0
Fbp1	31.714286	0	124	98	0	0	0	0	0
Cdc7	31.714286	0	73	149	0	0	0	0	0
Ankrd35	31.714286	0	107	115	0	0	0	0	0
Adam22	31.714286	0	107	115	0	0	0	0	0
Zfp82	31.571429	0	137	84	0	0	0	0	0
Tmem218	31.571429	0	107	114	0	0	0	0	0
Psd	31.571429	0	100	121	0	0	0	0	0
Plrg1	31.571429	0	123	98	0	0	0	0	0
Nectin1	31.571429	0	116	105	0	0	0	0	0
Map4k2	31.571429	0	0	86	0	135	0	0	0
Map3k10	31.571429	0	221	0	0	0	0	0	0
Fbxl15	31.571429	0	100	121	0	0	0	0	0
Faah	31.571429	0	110	111	0	0	0	0	0
Dhx15	31.571429	0	0	139	0	0	0	82	0
Rogdi	31.428571	0	85	135	0	0	0	0	0
Rab11a	31.428571	0	119	101	0	0	0	0	0
Pyroxd1	31.428571	0	133	0	0	0	0	87	0
Oat	31.428571	0	129	91	0	0	0	0	0
Mfap3l	31.428571	0	107	113	0	0	0	0	0
Mettl1	31.428571	0	100	120	0	0	0	0	0
Eef1akmt3	31.428571	0	100	120	0	0	0	0	0
Cplx2	31.428571	0	130	90	0	0	0	0	0
Tasp1	31.285714	0	102	0	0	0	0	117	0
Slc5a5	31.285714	0	130	89	0	0	0	0	0
Rpl18a	31.285714	0	130	89	0	0	0	0	0
Pikfyve	31.285714	0	135	84	0	0	0	0	0
Mrps31	31.285714	0	219	0	0	0	0	0	0
Mpzl1	31.285714	0	116	103	0	0	0	0	0
Entpd4b	31.285714	0	0	94	0	0	125	0	0
Entpd4	31.285714	0	0	94	0	0	125	0	0
Cog6	31.285714	0	97	0	0	0	122	0	0
Cad	31.285714	0	0	111	108	0	0	0	0
Zfp131	31.142857	0	112	106	0	0	0	0	0
St3gal2	31.142857	0	115	103	0	0	0	0	0
Kif21b	31.142857	0	138	80	0	0	0	0	0
Bcl9	31.142857	0	88	130	0	0	0	0	0
Zfp791	31.000000	0	97	120	0	0	0	0	0
Tlx2	31.000000	0	118	99	0	0	0	0	0
Stx8	31.000000	0	68	149	0	0	0	0	0
Sdhaf2	31.000000	0	107	110	0	0	0	0	0
Pdhx	31.000000	0	129	88	0	0	0	0	0
Pde3b	31.000000	0	0	217	0	0	0	0	0
Mrto4	31.000000	0	120	97	0	0	0	0	0
Lpcat1	31.000000	0	82	135	0	0	0	0	0
Emc1	31.000000	0	120	97	0	0	0	0	0
Cpsf7	31.000000	0	107	110	0	0	0	0	0
Cfap52	31.000000	0	68	149	0	0	0	0	0
Cacna1h	31.000000	0	68	149	0	0	0	0	0
Apip	31.000000	0	129	88	0	0	0	0	0
Uros	30.857143	0	136	80	0	0	0	0	0
Tpbg	30.857143	0	120	96	0	0	0	0	0
Strn4	30.857143	0	127	89	0	0	0	0	0
Rgmb	30.857143	0	115	101	0	0	0	0	0
Nmnat1	30.857143	0	83	133	0	0	0	0	0
Lzic	30.857143	0	83	133	0	0	0	0	0
Lipt1	30.857143	0	125	91	0	0	0	0	0
Ddx39a	30.857143	0	109	107	0	0	0	0	0
Bccip	30.857143	0	136	80	0	0	0	0	0
Acss1	30.857143	0	87	129	0	0	0	0	0
1700030J22Rik	30.857143	0	122	94	0	0	0	0	0
Urb1	30.714286	0	111	104	0	0	0	0	0
Nudt15	30.714286	0	0	126	89	0	0	0	0
Lratd2	30.714286	0	102	113	0	0	0	0	0
Gsto2	30.714286	0	77	138	0	0	0	0	0
Dhrs13	30.714286	0	106	109	0	0	0	0	0
Zbtb10	30.571429	0	131	83	0	0	0	0	0
Tvp23b	30.571429	0	0	115	99	0	0	0	0
Thop1	30.571429	0	98	116	0	0	0	0	0
Slc39a6	30.571429	0	109	105	0	0	0	0	0
Gtf2f2	30.571429	0	97	0	0	0	117	0	0
Fdx1	30.571429	0	0	214	0	0	0	0	0
Fbxl17	30.571429	0	101	0	0	0	0	113	0
Elp2	30.571429	0	109	105	0	0	0	0	0
Dars2	30.571429	0	0	143	71	0	0	0	0
Calr	30.571429	0	81	133	0	0	0	0	0
Speer4d	30.428571	213	0	0	0	0	0	0	0
Pex14	30.428571	0	0	133	80	0	0	0	0
Kif15	30.428571	0	87	126	0	0	0	0	0
Bet1	30.428571	0	87	126	0	0	0	0	0
Aspscr1	30.428571	0	109	104	0	0	0	0	0
Arc	30.428571	0	0	92	0	0	0	121	0
Abca3	30.428571	0	112	101	0	0	0	0	0
Abca17	30.428571	0	112	101	0	0	0	0	0
1110059G10Rik	30.428571	0	87	126	0	0	0	0	0
Uqcr11	30.285714	0	106	106	0	0	0	0	0
Tspan17	30.285714	0	128	84	0	0	0	0	0
Slc25a42	30.285714	0	99	113	0	0	0	0	0
Pfas	30.285714	0	96	116	0	0	0	0	0
Lgr4	30.285714	0	97	0	115	0	0	0	0
Hmgcr	30.285714	0	107	105	0	0	0	0	0
Endov	30.285714	0	110	102	0	0	0	0	0
C1qbp	30.285714	0	113	0	0	0	0	99	0
Bmyc	30.285714	0	107	105	0	0	0	0	0
Arhgef9	30.285714	0	118	0	0	0	94	0	0
Zfp738	30.142857	0	97	114	0	0	0	0	0
Zfp428	30.142857	0	96	115	0	0	0	0	0
Yju2	30.142857	0	86	125	0	0	0	0	0
Tuft1	30.142857	0	73	138	0	0	0	0	0
Pank3	30.142857	0	70	141	0	0	0	0	0
Mrps14	30.142857	0	117	94	0	0	0	0	0
Klhl14	30.142857	0	123	88	0	0	0	0	0
Fscn3	30.142857	0	109	102	0	0	0	0	0
4930426D05Rik	30.142857	0	123	88	0	0	0	0	0
Kin	30.000000	0	102	108	0	0	0	0	0
Elof1	30.000000	0	97	113	0	0	0	0	0
Ehd4	30.000000	0	95	115	0	0	0	0	0
Atp5c1	30.000000	0	102	108	0	0	0	0	0
1810058I24Rik	30.000000	0	134	0	0	0	76	0	0
Slc24a3	29.857143	0	0	209	0	0	0	0	0
Sh2b1	29.857143	0	89	120	0	0	0	0	0
Rdh8	29.857143	0	209	0	0	0	0	0	0
Mzf1	29.857143	0	119	90	0	0	0	0	0
Mapk1ip1l	29.857143	0	209	0	0	0	0	0	0
Hectd1	29.857143	0	96	113	0	0	0	0	0
H3c6	29.857143	0	97	112	0	0	0	0	0
Gnpda1	29.857143	0	92	117	0	0	0	0	0
Ctnna3	29.857143	0	111	98	0	0	0	0	0
Ace	29.857143	0	108	101	0	0	0	0	0
Tmem138	29.714286	0	103	105	0	0	0	0	0
Tcf3	29.714286	0	85	123	0	0	0	0	0
Snrnp48	29.714286	0	97	0	0	0	111	0	0
Rsl24d1	29.714286	0	95	113	0	0	0	0	0
Prob1	29.714286	0	97	111	0	0	0	0	0
Mlst8	29.714286	0	91	117	0	0	0	0	0
Ice1	29.714286	0	74	134	0	0	0	0	0
Gpr137	29.714286	0	90	118	0	0	0	0	0
Gm10354	29.714286	208	0	0	0	0	0	0	0
Dyrk3	29.714286	0	0	110	98	0	0	0	0
Ddhd1	29.714286	0	121	0	0	0	87	0	0
Cyb561a3	29.714286	0	103	105	0	0	0	0	0
Bad	29.714286	0	90	118	0	0	0	0	0
Acbd6	29.714286	0	148	0	60	0	0	0	0
Nup205	29.571429	0	207	0	0	0	0	0	0
Nae1	29.571429	0	0	107	0	0	100	0	0
Klf2	29.571429	0	102	105	0	0	0	0	0
Car7	29.571429	0	0	107	0	0	100	0	0
Tial1	29.428571	0	109	0	0	0	97	0	0
Sall1	29.428571	0	134	72	0	0	0	0	0
Nqo1	29.428571	0	206	0	0	0	0	0	0
Mfap3	29.428571	0	111	95	0	0	0	0	0
Gpx1	29.428571	0	102	104	0	0	0	0	0
Fam180a	29.428571	0	0	206	0	0	0	0	0
Fam114a2	29.428571	0	111	95	0	0	0	0	0
Ccdc38	29.428571	0	0	126	80	0	0	0	0
Bbs5	29.428571	0	97	109	0	0	0	0	0
Amdhd1	29.428571	0	0	126	80	0	0	0	0
Wdr5b	29.285714	0	128	0	77	0	0	0	0
Smim40	29.285714	0	0	105	100	0	0	0	0
Rnf122	29.285714	0	113	92	0	0	0	0	0
Rbm26	29.285714	0	89	116	0	0	0	0	0
Polm	29.285714	0	107	98	0	0	0	0	0
Palm3	29.285714	0	112	93	0	0	0	0	0
Ncl	29.285714	0	104	101	0	0	0	0	0
Kcnh2	29.285714	0	0	0	0	0	205	0	0
Daxx	29.285714	0	0	105	100	0	0	0	0
Zfp775	29.142857	0	87	117	0	0	0	0	0
Tpcn1	29.142857	0	121	83	0	0	0	0	0
Tm9sf1	29.142857	0	99	105	0	0	0	0	0
Iqcd	29.142857	0	121	83	0	0	0	0	0
Fbxw8	29.142857	0	87	0	0	0	0	117	0
Efr3a	29.142857	0	77	127	0	0	0	0	0
Atp5l	29.142857	0	129	75	0	0	0	0	0
Ctnnd1	29.000000	0	102	101	0	0	0	0	413
Orai3	29.000000	0	97	106	0	0	0	0	0
Lsm10	29.000000	0	0	105	98	0	0	0	0
Ift43	29.000000	0	103	0	0	100	0	0	0
Trak1	28.857143	0	0	202	0	0	0	0	0
Snrpb	28.857143	0	86	116	0	0	0	0	0
Slc26a2	28.857143	0	90	112	0	0	0	0	0
Prrg4	28.857143	0	0	0	108	0	0	94	0
Igfbp6	28.857143	0	116	86	0	0	0	0	0
Hacd1	28.857143	0	116	86	0	0	0	0	0
Gm10499	28.857143	0	114	88	0	0	0	0	0
Ggact	28.857143	0	112	90	0	0	0	0	0
Etfdh	28.857143	0	92	110	0	0	0	0	0
4930579G24Rik	28.857143	0	92	110	0	0	0	0	0
Zfp715	28.714286	0	0	0	106	0	95	0	0
Wdr38	28.714286	0	87	114	0	0	0	0	0
Slc6a13	28.714286	0	95	0	0	0	106	0	0
Ino80e	28.714286	0	0	201	0	0	0	0	0
Hirip3	28.714286	0	0	201	0	0	0	0	0
Garre1	28.714286	0	0	86	115	0	0	0	0
E2f5	28.714286	0	79	122	0	0	0	0	0
Arhgap19	28.714286	0	0	129	0	0	72	0	0
Zmynd11	28.571429	0	200	0	0	0	0	0	0
Rgs10	28.571429	0	115	85	0	0	0	0	0
Dmxl2	28.571429	0	115	85	0	0	0	0	0
Crlf3	28.571429	0	106	94	0	0	0	0	0
Ric8a	28.428571	0	96	103	0	0	0	0	0
Prps1l3	28.428571	0	115	0	84	0	0	0	0
Pik3c2a	28.428571	0	116	83	0	0	0	0	0
P2ry2	28.428571	0	115	84	0	0	0	0	0
Nsa2	28.428571	0	95	104	0	0	0	0	0
Mipol1	28.428571	0	115	0	84	0	0	0	0
Gfm2	28.428571	0	95	104	0	0	0	0	0
Bet1l	28.428571	0	96	103	0	0	0	0	0
Acat2	28.428571	0	79	120	0	0	0	0	0
Ubr5	28.285714	0	104	94	0	0	0	0	0
Stim1	28.285714	0	72	126	0	0	0	0	0
Rps28	28.285714	0	101	97	0	0	0	0	0
Pus1	28.285714	0	198	0	0	0	0	0	0
Ndufa7	28.285714	0	101	97	0	0	0	0	0
Zbtb4	28.142857	0	83	114	0	0	0	0	0
Rhbdl2	28.142857	0	197	0	0	0	0	0	0
Mgst3	28.142857	0	88	109	0	0	0	0	0
Mbd3	28.142857	0	120	77	0	0	0	0	0
Lurap1	28.142857	0	110	87	0	0	0	0	0
Tssk6	28.000000	0	87	109	0	0	0	0	0
Rnf113a1	28.000000	0	0	196	0	0	0	0	0
Ndufa13	28.000000	0	87	109	0	0	0	0	0
Ndufa1	28.000000	0	0	196	0	0	0	0	0
Naa25	28.000000	0	79	117	0	0	0	0	0
Ercc6	28.000000	0	196	0	0	0	0	0	0
Dusp22	28.000000	0	196	0	0	0	0	0	0
Trim28	27.857143	0	0	94	101	0	0	0	0
Nudcd1	27.857143	0	0	112	0	0	83	0	0
Nop14	27.857143	0	115	80	0	0	0	0	0
Grk4	27.857143	0	115	80	0	0	0	0	0
Eny2	27.857143	0	0	112	0	0	83	0	0
Aldh1l2	27.857143	0	195	0	0	0	0	0	0
Wdr73	27.714286	0	94	100	0	0	0	0	0
Srxn1	27.714286	0	0	112	82	0	0	0	0
Rad23b	27.714286	0	97	97	0	0	0	0	0
Nmb	27.714286	0	94	100	0	0	0	0	0
Nfrkb	27.714286	0	95	99	0	0	0	0	0
Lratd1	27.714286	0	120	74	0	0	0	0	0
Cul9	27.714286	0	0	194	0	0	0	0	0
Pcbp4	27.571429	0	118	75	0	0	0	0	0
Ifitm1	27.571429	0	193	0	0	0	0	0	0
Atxn3	27.571429	0	193	0	0	0	0	0	0
Arl2	27.571429	0	97	96	0	0	0	0	0
Amn1	27.571429	0	107	0	0	0	0	86	0
Susd2	27.428571	0	104	88	0	0	0	0	0
Nap1l3	27.428571	0	87	105	0	0	0	0	0
Klf5	27.428571	0	73	0	0	0	119	0	0
Frmd3	27.428571	0	89	103	0	0	0	0	0
Fem1a	27.428571	0	119	73	0	0	0	0	0
Fam169b	27.428571	0	0	192	0	0	0	0	0
Epb41l4a	27.428571	0	0	117	75	0	0	0	0
Slc26a10	27.285714	0	107	84	0	0	0	0	0
Polb	27.285714	0	84	107	0	0	0	0	0
Mat2a	27.285714	0	96	0	0	0	95	0	0
Clasp1	27.285714	0	93	98	0	0	0	0	0
Zfp839	27.142857	0	0	190	0	0	0	0	0
Trim56	27.142857	0	81	109	0	0	0	0	0
Taok3	27.142857	0	87	103	0	0	0	0	0
Suds3	27.142857	0	87	103	0	0	0	0	0
Abhd17a	27.142857	0	0	110	80	0	0	0	0
Zswim1	27.000000	0	69	120	0	0	0	0	0
Xpo5	27.000000	0	80	109	0	0	0	0	0
Polh	27.000000	0	80	109	0	0	0	0	0
Ppil3	26.857143	0	97	91	0	0	0	0	0
Nt5e	26.857143	0	126	62	0	0	0	0	0
Nsmce4a	26.857143	0	100	88	0	0	0	0	0
Nif3l1	26.857143	0	97	91	0	0	0	0	0
Aggf1	26.857143	0	0	188	0	0	0	0	0
Smurf2	26.714286	0	110	77	0	0	0	0	0
Polr2d	26.714286	0	0	187	0	0	0	0	0
Gm51573	26.714286	187	0	0	0	0	0	0	0
Slc43a3	26.571429	0	0	0	0	186	0	0	0
Slc35c2	26.571429	0	186	0	0	0	0	0	0
Prdx1	26.571429	0	76	110	0	0	0	0	0
Nckap5	26.571429	0	77	109	0	0	0	0	0
Gps2	26.571429	0	69	117	0	0	0	0	0
Gpat4	26.571429	0	186	0	0	0	0	0	0
Gga1	26.571429	0	103	83	0	0	0	0	0
Fbxo8	26.571429	0	0	186	0	0	0	0	0
Cep44	26.571429	0	0	186	0	0	0	0	0
Zfp771	26.428571	0	93	92	0	0	0	0	0
Snf8	26.428571	0	185	0	0	0	0	0	0
Shroom4	26.428571	0	0	114	71	0	0	0	0
C1qa	26.428571	0	185	0	0	0	0	0	0
Aldh1a3	26.428571	0	0	185	0	0	0	0	0
Ubxn10	26.285714	0	184	0	0	0	0	0	0
Tmem147	26.285714	0	0	76	0	0	108	0	0
Pth2	26.285714	0	0	184	0	0	0	0	0
Plpbp	26.285714	0	0	116	0	0	68	0	0
Pla2g2c	26.285714	0	184	0	0	0	0	0	0
Lamp2	26.285714	0	0	184	0	0	0	0	0
H2-DMb1	26.285714	0	0	184	0	0	0	0	0
Glrx2	26.285714	0	0	184	0	0	0	0	0
Gfy	26.285714	0	0	184	0	0	0	0	0
Cdx2	26.285714	0	0	184	0	0	0	0	0
Caskin1	26.285714	0	0	184	0	0	0	0	0
Aptx	26.285714	0	79	105	0	0	0	0	0
Amacr	26.142857	0	0	99	84	0	0	0	0
Akap12	26.142857	0	0	0	0	0	183	0	0
Usp38	26.000000	0	182	0	0	0	0	0	0
Tgif1	26.000000	0	0	0	0	76	0	106	0
Recql	26.000000	0	95	87	0	0	0	0	0
Olfml2b	26.000000	0	107	0	0	0	75	0	0
Nckipsd	26.000000	0	182	0	0	0	0	0	0
Hmgxb4	26.000000	0	182	0	0	0	0	0	0
Golt1b	26.000000	0	95	87	0	0	0	0	0
Fam53c	26.000000	0	0	0	81	0	101	0	0
Cdh11	26.000000	0	77	105	0	0	0	0	0
Srp14	25.857143	0	181	0	0	0	0	0	0
Ramac	25.857143	0	109	72	0	0	0	0	0
Ift74	25.857143	0	87	94	0	0	0	0	0
Gins2	25.857143	0	0	181	0	0	0	0	0
Ctnnb1	25.857143	0	181	0	0	0	0	0	0
Commd6	25.857143	0	0	120	0	0	0	61	0
Car5b	25.857143	0	87	94	0	0	0	0	0
Atp2a2	25.857143	0	89	92	0	0	0	0	0
Sptssa	25.714286	0	0	180	0	0	0	0	0
Nxn	25.714286	0	0	180	0	0	0	0	0
Hdac2	25.714286	0	0	180	0	0	0	0	0
1700123O20Rik	25.714286	0	74	106	0	0	0	0	0
Tut1	25.571429	0	0	179	0	0	0	0	0
Trim59	25.571429	0	0	179	0	0	0	0	0
Tm4sf1	25.571429	0	0	0	0	0	179	0	0
Glrx5	25.571429	0	94	85	0	0	0	0	0
9130401M01Rik	25.571429	0	93	86	0	0	0	0	0
Piezo2	25.428571	0	0	0	0	0	178	0	0
Kyat1	25.428571	0	84	94	0	0	0	0	0
Ube2f	25.285714	0	0	177	0	0	0	0	0
Odf2l	25.285714	0	94	83	0	0	0	0	0
Negr1	25.285714	0	0	177	0	0	0	0	0
Asb13	25.285714	0	0	177	0	0	0	0	0
Tlcd4	25.142857	0	87	0	89	0	0	0	0
Sptlc2	25.142857	0	103	73	0	0	0	0	0
Hps1	25.142857	0	0	78	98	0	0	0	0
Psmc2	25.000000	0	0	110	0	0	65	0	0
Plch1	25.000000	0	0	175	0	0	0	0	0
Dnajc2	25.000000	0	0	110	0	0	65	0	0
Tmem132b	24.857143	0	174	0	0	0	0	0	0
Smarcal1	24.857143	0	0	174	0	0	0	0	0
Rhobtb1	24.857143	0	0	174	0	0	0	0	0
Fbln7	24.857143	0	97	77	0	0	0	0	0
Arpp19	24.857143	0	174	0	0	0	0	0	0
Abcg2	24.857143	0	174	0	0	0	0	0	0
A930033H14Rik	24.857143	0	0	174	0	0	0	0	0
Zfp560	24.714286	0	173	0	0	0	0	0	0
Zcchc14	24.714286	0	0	173	0	0	0	0	0
Zbtb45	24.714286	0	0	88	85	0	0	0	0
Rplp0	24.714286	0	96	0	0	0	77	0	0
Ptpre	24.714286	0	173	0	0	0	0	0	0
Plekhh1	24.714286	0	0	173	0	0	0	0	0
Phf6	24.714286	0	173	0	0	0	0	0	0
Lztr1	24.714286	0	173	0	0	0	0	0	0
Ldah	24.714286	0	173	0	0	0	0	0	0
Dtna	24.714286	0	173	0	0	0	0	0	0
Xkr4	24.571429	0	0	172	0	0	0	0	0
Psmc6	24.571429	0	0	172	0	0	0	0	0
Mettl21a	24.571429	0	172	0	0	0	0	0	0
Gm21149	24.571429	172	0	0	0	0	0	0	0
Gm17019	24.571429	172	0	0	0	0	0	0	0
Eif4e	24.571429	0	84	0	0	0	88	0	0
Cd300lg	24.571429	0	0	172	0	0	0	0	0
Slc25a11	24.428571	0	0	171	0	0	0	0	0
Rnf167	24.428571	0	0	171	0	0	0	0	0
Mospd2	24.428571	0	87	84	0	0	0	0	0
Fancb	24.428571	0	87	84	0	0	0	0	0
Elavl4	24.428571	0	87	84	0	0	0	0	0
Disp2	24.428571	0	171	0	0	0	0	0	0
Decr2	24.428571	0	171	0	0	0	0	0	0
Ccz1	24.428571	0	87	84	0	0	0	0	0
Sik1	24.285714	0	0	170	0	0	0	0	0
Ppp2r5d	24.285714	0	85	0	85	0	0	0	0
Mrps2	24.285714	0	0	170	0	0	0	0	0
Fanca	24.285714	0	170	0	0	0	0	0	0
Art5	24.285714	0	0	170	0	0	0	0	0
Art1	24.285714	0	0	170	0	0	0	0	0
Ankrd9	24.285714	0	0	170	0	0	0	0	0
Agbl5	24.285714	0	170	0	0	0	0	0	0
1700007K13Rik	24.285714	0	0	170	0	0	0	0	0
Tgoln2	24.142857	0	67	102	0	0	0	0	0
Tgoln1	24.142857	0	67	102	0	0	0	0	0
Slc44a2	24.142857	0	87	0	82	0	0	0	0
Klhl25	24.142857	0	0	0	0	60	109	0	0
Irf1	24.142857	0	99	0	0	0	0	70	0
Cct2	24.142857	0	0	169	0	0	0	0	0
Zfp647	24.000000	0	0	168	0	0	0	0	0
Tpgs2	24.000000	0	168	0	0	0	0	0	0
Pdcd6	24.000000	0	83	85	0	0	0	0	0
Arl8a	24.000000	0	0	168	0	0	0	0	0
Anp32e	24.000000	0	168	0	0	0	0	0	0
Ahnak	24.000000	0	0	168	0	0	0	0	0
AW554918	24.000000	0	168	0	0	0	0	0	0
