Target_genes	Gata3|Average	SRX018103|CD4+_T_cells	SRX092582|CD4+_T_cells	SRX092583|CD4+_T_cells	SRX1144904|CD4+_T_cells	SRX1144905|CD4+_T_cells	SRX018101|CD4_CD8_double_negative_cells	SRX091676|CD4_CD8_double_negative_cells	SRX091677|CD4_CD8_double_negative_cells	SRX018102|CD4_CD8_double_positive_cells	SRX077028|CD4_CD8_double_positive_cells	SRX091678|CD4_CD8_double_positive_cells	SRX018104|CD8+_T_cells	SRX077029|CD8+_T_cells	SRX7821124|Hematopoietic_progenitors	SRX7821125|Hematopoietic_progenitors	SRX7821126|Hematopoietic_progenitors	SRX8858058|Hematopoietic_progenitors	SRX8858059|Hematopoietic_progenitors	SRX1115327|ILC2	SRX13185577|ILC2	SRX13185578|ILC2	SRX13185579|ILC2	SRX21547797|ILC2	SRX21547798|ILC2	SRX15046828|Induced_trophoblast_stem_cells	SRX15046829|Induced_trophoblast_stem_cells	SRX1115326|Innate_lymphoid_cells	SRX4677000|Innate_lymphoid_cells	SRX4677001|Innate_lymphoid_cells	SRX4677005|Innate_lymphoid_cells	SRX4677006|Innate_lymphoid_cells	SRX15046860|MEF	SRX15046861|MEF	SRX15046870|MEF	SRX15046871|MEF	SRX018111|Natural_Killer_T-Cells	SRX2499766|Scid.adh.2c2	SRX2499767|Scid.adh.2c2	SRX2499768|Scid.adh.2c2	SRX2499769|Scid.adh.2c2	SRX018108|Th17_Cells	SRX018105|Th1_Cells	DRX012366|Th2_Cells	DRX012367|Th2_Cells	SRX018106|Th2_Cells	SRX077030|Th2_Cells	SRX1115328|Th2_Cells	SRX18113530|Th2_Cells	SRX18113531|Th2_Cells	SRX18275247|Th2_Cells	SRX18275248|Th2_Cells	SRX18275249|Th2_Cells	SRX18275250|Th2_Cells	SRX19650900|Th2_Cells	SRX19650901|Th2_Cells	SRX018110|Treg	SRX2416654|Trophoblast_stem_cells	SRX018109|T_cells	STRING
Pdik1l	20.775862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	298	254	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf3l1	20.775862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	305	255	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D830030K20Rik	20.775862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	365	0	0	0	0	0	82	137	132	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brca2	20.775862	0	0	0	0	131	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	146	228	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmed3	20.758621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	232	228	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfx4	20.758621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	165	0	0	0	0	0	136	196	312	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0
Zfyve9	20.741379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	286	187	231	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0
Trdn	20.741379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	450	222	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r17	20.741379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	405	259	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr108	20.741379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	210	0	0	0	0	0	203	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	104	0	145	204	0	0	0	0	0	0
Eva1a	20.741379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col27a1	20.741379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	374	206	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0
Tnip2	20.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	287	193	385	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkn3	20.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	205	223	211	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkmyt1	20.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	277	334	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lypla2	20.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	105	135	141	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fscn3	20.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	137	0	0	0	0	0	136	110	242	339	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl18	20.724138	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	273	172	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebf4	20.724138	0	0	0	257	316	0	0	0	0	0	0	0	0	139	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	154	0	0	0	0	0	0
Becn1	20.724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	211	388	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Specc1	20.706897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	166	0	0	0	0	0	132	143	138	220	0	0	163	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5797	20.706897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	219	293	289	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45927	20.706897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	219	163	300	299	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0
Clk2	20.706897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	219	163	300	299	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0
Ccer1	20.689655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	334	0	396	171	0	0	0	0	0	0
Scin	20.672414	0	0	0	331	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	84	0	152	181	0	0	0	0	0	0
Nme2	20.672414	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	234	325	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam120a	20.672414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	112	0	90	0	0	238	151	211	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guca1a	20.655172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	144	0	108	256	0	0	0	0	0	0
Cd96	20.655172	0	0	0	147	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	130	340	0	147	0	0	0	0	0	0	0	0	0	0	0	108	106	0	0	0	0	0	0
Phlpp2	20.637931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	176	0	0	0	249	146	179	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogfod3	20.637931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	285	313	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hexdc	20.637931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	285	313	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ech1	20.637931	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	226	130	200	0	0	0	0	0	0	0	0	0	0	0	82	114	0	0	0	0	0	0
Atp6v1h	20.637931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	400	186	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Art5	20.637931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	263	0	0	0	0	0	0	0	0	0	0	0	375	0	168	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0
Aknad1	20.637931	0	0	0	0	0	0	0	0	0	0	0	0	0	155	169	173	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	163	0	205	0	0	0	0	0	0	0	0	0	0	0	82	69	0	0	0	0	0	0
Ndufaf3	20.620690	0	0	0	0	0	0	0	0	0	0	0	0	0	78	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	178	174	209	0	0	0	0	0	0	0	0	0	0	0	74	153	0	0	0	0	0	0
Dalrd3	20.620690	0	0	0	0	0	0	0	0	0	0	0	0	0	78	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	178	174	209	0	0	0	0	0	0	0	0	0	0	0	74	153	0	0	0	0	0	0
Abcb1b	20.620690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	304	268	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thpo	20.603448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	389	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Sumf1	20.603448	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	410	184	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd1	20.603448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	369	244	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ear10	20.603448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrd	20.603448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	389	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Abca5	20.603448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	266	324	190	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0
Tmc8	20.586207	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	258	273	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmc6	20.586207	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	258	273	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a6	20.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	397	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0
Plcd1	20.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	305	278	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcemp1	20.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	464	481	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lasp1	20.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	345	0	0	0	0	0	0	0	0	0	0	0	161	156	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgb3	20.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	128	255	182	0	140	0	0	122	0	0	0	0	0	0	0	0	0	0	0	100	122	0	0	0	0	0	0
Erlin1	20.586207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	378	207	261	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rxfp1	20.568966	0	0	0	216	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	181	204	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigbos1	20.568966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	362	249	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigb	20.568966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	362	249	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hao1	20.568966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	122	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
H2bc14	20.568966	0	0	0	77	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	152	253	131	157	0	0	0	0	0	0	0	0	0	0	0	94	102	0	0	0	0	0	0
Trim50	20.551724	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	118	149	0	140	0	0	0	0	195	0	0
Tlk2	20.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	278	211	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfdp2	20.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	176	189	228	286	0	0	0	0	0	0	82	0	0	0	0	0	86	0	0	0	0	0	0
Pirt	20.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	340	266	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1419	20.551724	0	0	0	502	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	81	0	81	107	0	0	0	0	0	0
Iqcf1	20.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	199	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	93	0	107	239	0	0	0	0	0	0
Dkk2	20.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	370	212	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930007A09Rik	20.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	205	431	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smchd1	20.534483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	255	348	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmepa1	20.534483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	160	422	134	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1537	20.534483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	128	122	302	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1359	20.534483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	186	170	213	0	0	0	144	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gatad1	20.534483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	405	235	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adora1	20.534483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	400	201	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrg1	20.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	101	0	0	0	0	0	220	336	164	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp14	20.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	195	362	186	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cemip2	20.517241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	288	0	0	0	0	0	0	0	312	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubiad1	20.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	308	188	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pknox1	20.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	243	318	255	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0
Mtor	20.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	308	188	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lzts3	20.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	110	0	0	0	209	154	263	249	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0
Dact2	20.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	82	84	272	234	0	0	163	0	0	0	0	0	0	0	0	0	76	0	76	0	0	69	0	0	0	0	0	0
Sct	20.482759	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	269	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	80	0	116	104	0	0	0	0	0	0
Ncor2	20.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0
Lipa	20.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	278	374	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbx2	20.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdhr5	20.482759	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	269	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	80	0	116	104	0	0	0	0	0	0
2010315B03Rik	20.482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	368	220	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp653	20.465517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	255	272	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psme4	20.465517	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	200	305	159	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5796	20.465517	0	0	0	240	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	102	0	179	269	0	0	0	0	0	0
Ccdc17	20.465517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	290	249	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef4	20.465517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	286	0	0	0	0	0	0	0	96	0	0	129	266	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tm7sf3	20.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	158	0	0	0	0	0	0	0	0	0	0	198	243	151	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlr1	20.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	444	233	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf144a	20.448276	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
Frem1	20.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	336	347	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asns	20.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	412	300	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acat1	20.448276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	273	244	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp61	20.431034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	297	154	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rapgef5	20.431034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	522	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
