Target_genes	Usf1|Average	SRX142512|C2C12	SRX142513|C2C12	SRX6784089|CH12	SRX6784090|CH12	SRX5027410|ES_cells	SRX6784044|MEL	SRX6784045|MEL	STRING
Icam2	22.571429	0	0	0	0	0	0	158	0
Haus5	22.571429	0	0	0	0	0	0	158	0
Gfod2	22.571429	0	0	0	0	0	158	0	0
Ckb	22.571429	0	0	0	0	0	158	0	0
Cep152	22.571429	0	0	0	0	0	0	158	0
Cchcr1	22.571429	0	0	0	0	158	0	0	0
Ccdc177	22.571429	0	0	0	0	0	0	158	0
4931414P19Rik	22.571429	0	0	0	0	0	0	158	0
Zfp444	22.428571	0	0	0	0	0	0	157	0
Top2a	22.428571	0	0	0	0	0	0	157	0
Tmem222	22.428571	0	0	0	0	0	0	157	0
Rtel1	22.428571	0	0	0	0	0	0	157	0
Rin1	22.428571	0	0	0	0	0	0	157	0
Oas1c	22.428571	0	0	0	0	0	0	157	0
Oas1b	22.428571	0	0	0	0	0	0	157	0
Hmgxb4	22.428571	0	0	0	0	0	0	157	0
Efhb	22.428571	0	0	0	0	0	0	157	0
Zscan5b	22.285714	0	0	0	0	156	0	0	0
Tmem214	22.285714	0	0	0	0	0	0	156	0
Star	22.285714	156	0	0	0	0	0	0	0
S100a14	22.285714	156	0	0	0	0	0	0	0
Rab11a	22.285714	0	0	0	0	0	0	156	0
Ptger1	22.285714	0	0	0	0	156	0	0	0
Mad2l1	22.285714	0	0	0	0	0	0	156	0
Gpr150	22.285714	0	0	0	0	156	0	0	0
Srsf11	22.142857	0	0	0	155	0	0	0	0
Rbl2	22.142857	0	0	0	0	0	0	155	0
Prdx3	22.142857	0	0	155	0	0	0	0	0
Nol10	22.142857	0	0	0	0	0	0	155	0
Lrrc40	22.142857	0	0	0	155	0	0	0	0
H3c7	22.142857	0	0	0	0	0	0	155	0
H2bc9	22.142857	0	0	0	0	0	0	155	0
Gpr149	22.142857	155	0	0	0	0	0	0	0
Dag1	22.142857	0	0	0	0	0	0	155	0
Arrdc2	22.142857	0	0	0	0	0	69	86	0
Abtb1	22.142857	0	0	0	0	0	155	0	0
Zfp787	22.000000	154	0	0	0	0	0	0	0
Riok1	22.000000	0	0	0	0	0	0	154	0
Hsd17b13	22.000000	0	0	0	154	0	0	0	0
Fancg	22.000000	0	154	0	0	0	0	0	0
Dnajc7	22.000000	0	0	0	0	0	154	0	0
Crk	22.000000	0	0	0	0	0	0	154	0
Cnot6	22.000000	0	0	0	0	0	75	79	0
Cage1	22.000000	0	0	0	0	0	0	154	0
Arhgef18	22.000000	0	0	0	0	0	0	154	0
Arhgap24	22.000000	0	0	154	0	0	0	0	0
Zwilch	21.857143	0	153	0	0	0	0	0	0
Zmynd19	21.857143	0	0	0	0	0	153	0	0
Vsir	21.857143	0	0	0	0	0	0	153	0
Tsen15	21.857143	0	0	0	0	0	0	153	0
Tbl3	21.857143	0	0	0	0	0	0	153	0
Sqle	21.857143	0	0	0	0	0	0	153	0
Rpl4	21.857143	0	153	0	0	0	0	0	0
Mageh1	21.857143	0	0	0	153	0	0	0	0
Mad2l2	21.857143	0	0	0	0	153	0	0	0
Gm4984	21.857143	0	0	0	0	0	0	153	0
Draxin	21.857143	0	0	0	0	153	0	0	0
Ctcf	21.857143	0	0	0	0	0	0	153	0
Cilp2	21.857143	0	0	0	0	153	0	0	0
Cdkn2aip	21.857143	0	0	0	0	0	0	153	0
Brms1	21.857143	0	0	0	0	0	0	153	0
B4gat1	21.857143	0	0	0	0	0	0	153	0
Albfm1	21.857143	0	0	0	153	0	0	0	0
Zfp296	21.714286	0	0	0	0	0	0	152	0
Wdr60	21.714286	0	0	0	0	0	0	152	0
Tmem208	21.714286	0	0	0	0	0	0	152	0
Syde2	21.714286	0	0	0	0	0	0	152	0
Rbm27	21.714286	0	0	0	152	0	0	0	0
Pink1	21.714286	0	0	0	0	0	152	0	0
Nup98	21.714286	0	0	0	0	0	0	152	0
Lrrc29	21.714286	0	0	0	0	0	0	152	0
Gemin7	21.714286	0	0	0	0	0	0	152	0
Fam78a	21.714286	0	0	0	0	0	0	152	0
Cdkl5	21.714286	0	0	0	0	0	0	152	0
Abcb4	21.714286	0	0	0	0	0	0	152	0
A630076J17Rik	21.714286	0	152	0	0	0	0	0	0
Znrd1as	21.571429	0	0	0	151	0	0	0	0
Znrd1	21.571429	0	0	0	151	0	0	0	0
Snap91	21.571429	0	0	0	0	151	0	0	0
Sdc1	21.571429	0	0	0	0	0	0	151	0
Rest	21.571429	0	0	0	0	0	0	151	0
Prpf4b	21.571429	0	0	0	0	0	0	151	0
Plvap	21.571429	151	0	0	0	0	0	0	0
Hexim2	21.571429	0	0	0	0	0	0	151	0
Cryge	21.571429	0	0	0	0	151	0	0	0
Arhgap33	21.571429	0	0	0	0	0	151	0	0
Zgrf1	21.428571	0	0	0	0	0	0	150	0
Zfp319	21.428571	0	0	0	0	0	0	150	0
Wnk2	21.428571	0	150	0	0	0	0	0	0
Usb1	21.428571	0	0	0	0	0	0	150	0
Trim33	21.428571	0	0	0	0	0	0	150	0
Tmem150a	21.428571	0	150	0	0	0	0	0	0
Tm4sf4	21.428571	0	150	0	0	0	0	0	0
Themis3	21.428571	0	0	0	0	0	150	0	0
Tasor2	21.428571	0	0	0	0	0	0	150	0
Snapc1	21.428571	0	0	0	0	0	0	150	0
Rnf122	21.428571	0	150	0	0	0	0	0	0
Plekhg6	21.428571	0	150	0	0	0	0	0	0
Pfdn4	21.428571	0	150	0	0	0	0	0	0
Olfr457	21.428571	0	150	0	0	0	0	0	0
Ocm	21.428571	0	150	0	0	0	0	0	0
Mreg	21.428571	0	0	150	0	0	0	0	0
Lyg1	21.428571	0	150	0	0	0	0	0	0
Larp7	21.428571	0	0	0	0	0	0	150	0
Kirrel2	21.428571	0	0	150	0	0	0	0	0
Iqcf3	21.428571	0	150	0	0	0	0	0	0
Hmgb1	21.428571	0	0	0	0	0	150	0	0
Fam166c	21.428571	0	150	0	0	0	0	0	0
Dtwd2	21.428571	0	150	0	0	0	0	0	0
Dcakd	21.428571	0	0	150	0	0	0	0	0
Cyp24a1	21.428571	0	150	0	0	0	0	0	0
Ctbs	21.428571	0	0	0	150	0	0	0	0
Colca2	21.428571	150	0	0	0	0	0	0	0
Chrna9	21.428571	0	150	0	0	0	0	0	0
Cebpe	21.428571	0	0	0	0	0	0	150	0
Abcb1b	21.428571	0	150	0	0	0	0	0	0
Ythdf3	21.285714	0	0	0	0	0	0	149	0
Unc5c	21.285714	0	0	0	0	0	0	149	0
Ube2d2a	21.285714	0	0	0	0	0	149	0	0
Syp	21.285714	0	0	0	0	0	0	149	0
Shcbp1	21.285714	0	0	0	0	0	0	149	0
Rnf111	21.285714	0	0	0	0	0	0	149	0
Pigz	21.285714	0	0	0	0	0	0	149	0
Lrrc6	21.285714	0	0	0	0	0	0	149	0
Lpo	21.285714	0	0	149	0	0	0	0	0
Commd2	21.285714	0	0	0	0	0	0	149	0
Cep78	21.285714	0	0	0	0	0	149	0	0
Cdc14a	21.285714	0	0	0	0	0	149	0	0
Artn	21.285714	0	0	0	0	0	0	149	0
Arhgap32	21.285714	0	0	0	0	0	0	149	0
Ube2s	21.142857	0	0	0	0	0	0	148	0
Tmem230	21.142857	148	0	0	0	0	0	0	0
Slc9a3r1	21.142857	0	148	0	0	0	0	0	0
Scimp	21.142857	148	0	0	0	0	0	0	0
Myl4	21.142857	0	0	0	0	0	0	148	0
Mtus2	21.142857	0	0	0	0	0	0	148	0
Mfap1b	21.142857	0	0	0	0	0	0	148	0
Mei1	21.142857	0	148	0	0	0	0	0	0
Lrguk	21.142857	0	0	0	0	0	0	148	0
Kcnq5	21.142857	0	0	148	0	0	0	0	0
E130309D02Rik	21.142857	0	0	0	0	148	0	0	0
Carm1	21.142857	0	0	0	0	0	148	0	0
4930453N24Rik	21.142857	0	0	0	0	0	0	148	0
Troap	21.000000	0	0	0	0	0	147	0	0
Tefm	21.000000	0	0	0	0	0	0	147	0
Tatdn1	21.000000	0	0	0	0	0	147	0	0
Psma8	21.000000	0	0	0	0	147	0	0	0
Pros1	21.000000	0	0	0	0	147	0	0	0
Pigl	21.000000	0	0	0	0	0	0	147	0
Palld	21.000000	0	147	0	0	0	0	0	0
Olfr153	21.000000	0	0	0	0	147	0	0	0
Ndufb9	21.000000	0	0	0	0	0	147	0	0
Ncor1	21.000000	0	0	0	0	0	0	147	0
Ncapg	21.000000	0	0	0	0	0	147	0	0
Ly6g5c	21.000000	0	0	0	0	0	0	147	0
Krtcap3	21.000000	0	0	0	0	147	0	0	0
Dlgap5	21.000000	0	0	0	0	0	0	147	0
Dhrs9	21.000000	0	0	0	0	147	0	0	0
Cycs	21.000000	0	0	0	0	0	0	147	0
Cdk18	21.000000	0	0	0	0	0	0	147	0
Calm2	21.000000	0	0	0	0	0	0	147	0
Syn3	20.857143	0	0	0	146	0	0	0	0
Slc2a8	20.857143	0	0	0	0	146	0	0	0
Ptov1	20.857143	0	0	0	0	0	146	0	0
Lce1f	20.857143	0	146	0	0	0	0	0	0
Jarid2	20.857143	0	0	0	0	0	0	146	0
Isoc1	20.857143	0	0	0	0	0	0	146	0
Erbb2	20.857143	0	146	0	0	0	0	0	0
Eif3m	20.857143	0	0	0	0	0	0	146	0
Edil3	20.857143	0	146	0	0	0	0	0	0
Atp2b4	20.857143	0	0	0	146	0	0	0	0
Akna	20.857143	0	0	0	0	0	0	146	0
Wrnip1	20.714286	0	0	0	0	0	0	145	0
Tspyl2	20.714286	0	0	0	0	0	0	145	0
Tmem229b	20.714286	0	145	0	0	0	0	0	0
Tmem179	20.714286	0	145	0	0	0	0	0	0
Spata31d1a	20.714286	0	0	0	0	145	0	0	0
Ppp1r18	20.714286	0	0	0	0	0	0	145	0
Pkdrej	20.714286	0	145	0	0	0	0	0	0
Nsun5	20.714286	0	0	0	0	0	145	0	0
Nqo2	20.714286	0	0	0	0	0	0	145	0
Gnat2	20.714286	0	0	0	0	0	0	145	0
Dph7	20.714286	0	0	0	0	0	0	145	0
Cnih4	20.714286	0	0	0	0	0	0	145	0
Arf4	20.714286	0	0	0	0	0	145	0	0
Usp46	20.571429	0	0	0	0	0	0	144	0
Ube3a	20.571429	0	0	0	0	0	0	144	0
Sri	20.571429	0	0	0	144	0	0	0	0
Sptssa	20.571429	0	0	0	0	0	0	144	0
Orm1	20.571429	0	0	0	144	0	0	0	0
Mrps11	20.571429	0	0	0	0	0	0	144	0
Mrpl46	20.571429	0	0	0	0	0	0	144	0
LTO1	20.571429	0	0	0	0	0	144	0	0
Hbs1l	20.571429	0	0	0	0	0	144	0	0
Gtf3c1	20.571429	0	0	0	0	0	144	0	0
D430042O09Rik	20.571429	0	0	0	0	0	144	0	0
Cpt2	20.571429	0	0	0	0	0	0	144	0
Ccni	20.571429	0	0	0	0	0	0	144	0
2010109A12Rik	20.571429	0	0	0	0	0	0	144	0
Tmem42	20.428571	0	0	0	0	0	0	143	0
Tecr	20.428571	0	0	0	0	0	0	143	0
Srgap2	20.428571	0	143	0	0	0	0	0	0
Spag4	20.428571	0	0	0	0	0	0	143	0
Six2	20.428571	0	0	0	0	0	0	143	0
Rps6ka4	20.428571	0	143	0	0	0	0	0	0
Ppp3ca	20.428571	0	0	143	0	0	0	0	0
Pdss2	20.428571	0	0	0	0	0	143	0	0
Hectd4	20.428571	0	0	0	0	0	0	143	0
Fdft1	20.428571	0	0	0	0	0	0	143	0
Fam72a	20.428571	0	143	0	0	0	0	0	0
Fam204a	20.428571	0	0	0	0	0	143	0	0
Capns1	20.428571	0	0	0	143	0	0	0	0
B3glct	20.428571	0	0	0	0	0	0	143	0
Ube4a	20.285714	0	0	0	0	0	0	142	0
Tle5	20.285714	0	0	0	0	0	0	142	0
Spry2	20.285714	142	0	0	0	0	0	0	0
Slc46a3	20.285714	0	0	142	0	0	0	0	0
Prdm10	20.285714	0	0	0	0	142	0	0	0
Nudcd2	20.285714	0	0	0	0	0	0	142	0
Nme3	20.285714	0	0	0	0	0	0	142	0
Ndrg3	20.285714	0	0	0	0	0	142	0	0
Nacc2	20.285714	142	0	0	0	0	0	0	0
Mrps34	20.285714	0	0	0	0	0	0	142	0
Mef2a	20.285714	0	0	0	0	0	142	0	0
Hmmr	20.285714	0	0	0	0	0	0	142	0
Eme2	20.285714	0	0	0	0	0	0	142	0
Disc1	20.285714	0	0	0	0	142	0	0	0
Det1	20.285714	0	0	0	0	0	0	142	0
Cyb561	20.285714	0	0	0	0	0	0	142	0
Ccdc39	20.285714	0	0	0	0	0	0	142	0
B3galt5	20.285714	0	0	0	142	0	0	0	0
Tstd2	20.142857	0	0	0	0	0	0	141	0
Thada	20.142857	0	0	0	0	0	0	141	0
Srp14	20.142857	0	0	0	0	0	0	141	0
Samsn1	20.142857	0	0	0	0	0	0	141	0
Rragd	20.142857	0	0	141	0	0	0	0	0
Prf1	20.142857	141	0	0	0	0	0	0	0
Ncbp1	20.142857	0	0	0	0	0	0	141	0
Masp2	20.142857	0	0	0	0	141	0	0	0
LOC114841036	20.142857	0	0	0	0	0	0	141	0
Klra3	20.142857	0	0	0	0	0	0	141	0
Iws1	20.142857	0	0	0	0	0	0	141	0
Fam160a2	20.142857	0	0	0	0	0	0	141	0
Ddost	20.142857	0	0	0	0	0	141	0	0
Cldnd2	20.142857	0	0	0	0	0	0	141	0
Zcrb1	20.000000	0	0	0	0	0	0	140	0
Tsnaxip1	20.000000	0	0	0	0	0	0	140	0
Romo1	20.000000	0	0	0	140	0	0	0	0
Ranbp10	20.000000	0	0	0	0	0	0	140	0
Pphln1	20.000000	0	0	0	0	0	0	140	0
Pnpla5	20.000000	0	0	0	0	140	0	0	0
Nfs1	20.000000	0	0	0	140	0	0	0	0
Me1	20.000000	0	0	0	0	0	0	140	0
Huwe1	20.000000	0	0	0	0	0	0	140	0
Gorab	20.000000	0	0	0	140	0	0	0	0
Gm6377	20.000000	0	0	0	140	0	0	0	0
Gm29733	20.000000	0	0	0	0	0	0	140	0
Entpd3	20.000000	0	0	0	140	0	0	0	0
Coq5	20.000000	0	0	0	0	0	140	0	0
Ccser2	20.000000	0	0	0	140	0	0	0	0
Ccdc88b	20.000000	0	0	140	0	0	0	0	0
Calhm1	20.000000	0	0	140	0	0	0	0	0
Acox2	20.000000	0	0	140	0	0	0	0	0
Ackr4	20.000000	0	0	0	0	140	0	0	0
Zscan20	19.857143	0	0	0	0	0	0	139	0
Tbl1xr1	19.857143	0	0	0	0	0	0	139	0
Prkag1	19.857143	0	0	0	0	0	0	139	0
Pcf11	19.857143	0	0	0	0	0	0	139	0
Dync1i2	19.857143	0	0	0	0	0	0	139	0
Ccdc66	19.857143	0	0	0	0	0	0	139	0
Zfp866	19.714286	0	0	0	0	0	138	0	0
Zfp354b	19.714286	0	138	0	0	0	0	0	0
Tas2r143	19.714286	0	0	0	0	0	0	138	0
Tas2r135	19.714286	0	0	0	0	0	0	138	0
Srarp	19.714286	0	0	0	0	138	0	0	0
Rusc2	19.714286	0	0	0	0	0	0	138	0
Rimkla	19.714286	0	0	138	0	0	0	0	0
Ppard	19.714286	0	0	0	0	0	0	138	0
Poc5	19.714286	0	0	0	0	0	0	138	0
Phpt1	19.714286	0	0	0	0	0	0	138	0
Pde4c	19.714286	0	0	0	0	138	0	0	0
Nos2	19.714286	0	0	138	0	0	0	0	0
Mettl6	19.714286	0	0	0	0	0	0	138	0
Mamdc4	19.714286	0	0	0	0	0	0	138	0
Lypd6b	19.714286	0	138	0	0	0	0	0	0
Lta	19.714286	0	138	0	0	0	0	0	0
Lrp3	19.714286	0	138	0	0	0	0	0	0
Kti12	19.714286	0	0	0	0	0	0	138	0
Guk1	19.714286	0	0	0	0	0	0	138	0
Gnmt	19.714286	0	138	0	0	0	0	0	0
Gcgr	19.714286	0	0	0	0	0	0	138	0
Fgf21	19.714286	0	0	0	0	0	0	138	0
Eaf1	19.714286	0	0	0	0	0	0	138	0
Dus2	19.714286	0	0	0	0	0	0	138	0
Ddx28	19.714286	0	0	0	0	0	0	138	0
Cyld	19.714286	0	138	0	0	0	0	0	0
Cpa4	19.714286	0	0	0	0	138	0	0	0
Baz2a	19.714286	0	0	0	0	0	0	138	0
Arpc1a	19.714286	0	0	0	0	0	0	138	0
Akr1c6	19.714286	0	138	0	0	0	0	0	0
Aggf1	19.714286	0	0	0	0	0	138	0	0
5031439G07Rik	19.714286	138	0	0	0	0	0	0	0
Slc15a4	19.571429	0	0	0	0	0	137	0	0
Scd1	19.571429	0	0	137	0	0	0	0	0
Rasgrp3	19.571429	0	0	0	137	0	0	0	0
Prrt1	19.571429	0	0	0	0	0	0	137	0
Ppt2	19.571429	0	0	0	0	0	0	137	0
Oas3	19.571429	0	137	0	0	0	0	0	0
Nr4a3	19.571429	0	0	0	0	0	0	137	0
Myoz3	19.571429	0	0	0	137	0	0	0	0
Mtpap	19.571429	0	0	0	0	0	0	137	0
Mcm5	19.571429	0	0	0	0	0	0	137	0
Lrrc1	19.571429	0	0	0	0	0	0	137	0
Klra9	19.571429	0	0	0	0	0	0	137	0
Kcnk18	19.571429	0	0	0	0	0	0	137	0
Kcnk10	19.571429	0	0	0	137	0	0	0	0
Hadhb	19.571429	0	0	0	0	0	137	0	0
Hadha	19.571429	0	0	0	0	0	137	0	0
Gtf2i	19.571429	0	0	0	0	0	0	137	0
Glipr1	19.571429	0	0	0	0	0	0	137	0
Fbxo24	19.571429	0	0	0	0	0	0	137	0
Cenps	19.571429	0	0	0	0	0	0	137	0
Sdha	19.428571	0	0	0	0	0	0	136	0
Sdccag8	19.428571	0	0	0	0	0	0	136	0
Rad51d	19.428571	0	0	0	0	0	0	136	0
Psma1	19.428571	0	0	0	0	0	0	136	0
Mb	19.428571	0	0	0	0	136	0	0	0
Hnmt	19.428571	0	0	0	0	0	0	136	0
Heatr1	19.428571	0	0	0	0	0	136	0	0
Fut7	19.428571	0	0	0	0	0	0	136	0
Fndc8	19.428571	0	0	0	0	0	0	136	0
Dok5	19.428571	0	0	0	0	136	0	0	0
Ccdc127	19.428571	0	0	0	0	0	0	136	0
Arhgef1	19.428571	0	0	0	0	0	0	136	0
Alg10b	19.428571	0	0	0	0	0	0	136	0
Abca2	19.428571	0	0	0	0	0	0	136	0
A630095N17Rik	19.428571	0	0	0	0	0	0	136	0
1500009L16Rik	19.428571	0	0	0	136	0	0	0	0
Zmym4	19.285714	0	0	0	0	0	135	0	0
Zkscan17	19.285714	0	0	0	0	0	0	135	0
Trnp1	19.285714	0	0	0	0	0	0	135	0
Sdhaf2	19.285714	0	0	0	0	0	0	135	0
Ncoa5	19.285714	0	0	0	0	0	0	135	0
Myg1	19.285714	0	0	0	0	0	135	0	0
Mtbp	19.285714	0	0	0	135	0	0	0	0
Mrpl13	19.285714	0	0	0	135	0	0	0	0
Mogs	19.285714	0	0	0	0	0	0	135	0
Mllt6	19.285714	0	0	135	0	0	0	0	0
Ecpas	19.285714	0	0	0	0	0	0	135	0
E4f1	19.285714	0	0	0	0	0	0	135	0
Csrp1	19.285714	135	0	0	0	0	0	0	0
Cpsf7	19.285714	0	0	0	0	0	0	135	0
Usp24	19.142857	0	0	134	0	0	0	0	0
Tmem69	19.142857	0	0	0	0	0	0	134	0
Pou2af1	19.142857	134	0	0	0	0	0	0	0
Pitpnc1	19.142857	0	0	0	0	0	0	134	0
Pik3cg	19.142857	0	0	0	0	0	0	134	0
Pibf1	19.142857	0	0	0	0	0	0	134	0
Paip2b	19.142857	0	0	0	0	0	134	0	0
Nprl3	19.142857	0	134	0	0	0	0	0	0
Myf5	19.142857	0	134	0	0	0	0	0	0
Hormad2	19.142857	0	0	0	134	0	0	0	0
Gtpbp8	19.142857	0	0	0	0	0	0	134	0
Gpbp1l1	19.142857	0	0	0	0	0	0	134	0
Fads2	19.142857	0	0	0	0	0	0	134	0
Dis3	19.142857	0	0	0	0	0	0	134	0
Csrnp3	19.142857	0	0	134	0	0	0	0	0
Ccs	19.142857	0	0	0	0	0	0	134	0
Ccdc87	19.142857	0	0	0	0	0	0	134	0
Tmem44	19.000000	0	0	0	0	0	0	133	0
Rnf149	19.000000	0	0	0	0	0	0	133	0
Mphosph6	19.000000	0	0	0	133	0	0	0	0
Higd1b	19.000000	0	0	0	0	0	0	133	0
H2-Aa	19.000000	0	0	0	133	0	0	0	0
H13	19.000000	0	0	0	0	0	0	133	0
Guca2b	19.000000	0	0	0	133	0	0	0	0
Dgki	19.000000	0	0	0	133	0	0	0	0
Acad9	19.000000	0	0	0	0	0	133	0	0
Wdr75	18.857143	0	0	0	0	0	132	0	0
Srsf7	18.857143	0	0	0	0	0	0	132	0
Smbd1	18.857143	0	0	0	0	0	0	132	0
Rbm14	18.857143	0	0	0	0	0	0	132	0
Ppfia1	18.857143	0	0	0	0	0	0	132	0
Plppr2	18.857143	0	0	0	0	0	0	132	0
Oaz1	18.857143	0	0	0	0	132	0	0	0
Minpp1	18.857143	0	0	0	0	0	132	0	0
Ly6c2	18.857143	0	132	0	0	0	0	0	0
Gm36028	18.857143	0	0	132	0	0	0	0	0
Gm21992	18.857143	0	0	0	0	0	0	132	0
Atxn7l2	18.857143	0	0	0	0	0	0	132	0
Asrgl1	18.857143	0	0	0	0	0	0	132	0
Angel1	18.857143	0	0	0	0	0	132	0	0
Yipf5	18.714286	0	0	0	0	0	131	0	0
Wdr47	18.714286	0	0	0	0	0	131	0	0
Trmt10b	18.714286	0	0	0	0	0	0	131	0
Slc36a2	18.714286	0	131	0	0	0	0	0	0
Nup155	18.714286	0	0	0	0	0	0	131	0
Ntpcr	18.714286	0	0	0	0	0	0	131	0
Nemp1	18.714286	0	0	0	0	0	0	131	0
Krt86	18.714286	0	131	0	0	0	0	0	0
Itpr2	18.714286	0	0	131	0	0	0	0	0
Etv6	18.714286	0	0	0	0	0	0	131	0
Emc2	18.714286	0	0	0	0	0	0	131	0
Chmp5	18.714286	0	0	0	0	0	0	131	0
Cacng1	18.714286	0	131	0	0	0	0	0	0
Bag1	18.714286	0	0	0	0	0	0	131	0
Xkr6	18.571429	130	0	0	0	0	0	0	0
Unc93a	18.571429	130	0	0	0	0	0	0	0
Ugt3a2	18.571429	0	0	0	0	0	0	130	0
Tmem223	18.571429	0	0	0	0	0	0	130	0
Tmem179b	18.571429	0	0	0	0	0	0	130	0
Syna	18.571429	0	0	0	0	0	0	130	0
Slamf7	18.571429	0	0	0	130	0	0	0	0
Skp1	18.571429	0	0	0	0	0	0	130	0
Rps6ka3	18.571429	0	0	0	0	0	0	130	0
Por	18.571429	0	0	0	0	0	0	130	0
Polr3f	18.571429	0	0	0	0	0	130	0	0
Plekhd1	18.571429	130	0	0	0	0	0	0	0
Pggt1b	18.571429	0	0	0	0	0	0	130	0
Oxct2a	18.571429	0	0	0	0	130	0	0	0
Nobox	18.571429	130	0	0	0	0	0	0	0
Muc1	18.571429	0	0	0	0	0	0	130	0
Fam83f	18.571429	0	130	0	0	0	0	0	0
Dzank1	18.571429	0	0	0	0	0	130	0	0
Ddx27	18.571429	0	0	0	0	0	0	130	0
Clock	18.571429	0	0	0	0	0	0	130	0
Triobp	18.428571	0	0	0	0	0	0	129	0
Syde1	18.428571	129	0	0	0	0	0	0	0
Stpg2	18.428571	0	0	0	0	129	0	0	0
Ssr2	18.428571	0	0	0	0	0	0	129	0
Spdl1	18.428571	0	0	0	0	0	0	129	0
Sgk3	18.428571	0	0	0	0	0	0	129	0
Setd6	18.428571	0	0	0	0	0	0	129	0
Rrbp1	18.428571	0	0	0	0	0	0	129	0
Riiad1	18.428571	0	0	0	0	0	0	129	0
Rbm46	18.428571	0	0	0	0	129	0	0	0
Nprl2	18.428571	0	0	0	0	0	0	129	0
Myadm	18.428571	0	129	0	0	0	0	0	0
Ear4	18.428571	0	129	0	0	0	0	0	0
Ear14	18.428571	0	129	0	0	0	0	0	0
Cyb561d2	18.428571	0	0	0	0	0	0	129	0
Clspn	18.428571	0	0	0	0	0	0	129	0
Celf3	18.428571	0	0	0	0	0	0	129	0
Bmf	18.428571	0	0	0	0	0	129	0	0
Bcat2	18.428571	0	0	0	0	129	0	0	0
Barhl1	18.428571	0	0	0	0	129	0	0	0
Ang2	18.428571	0	129	0	0	0	0	0	0
Zfp9	18.285714	0	128	0	0	0	0	0	0
Vcpkmt	18.285714	0	0	0	0	0	0	128	0
Tubb6	18.285714	0	128	0	0	0	0	0	0
Tmx1	18.285714	0	0	0	0	0	0	128	0
Tcl1	18.285714	0	0	0	0	128	0	0	0
Tcea1	18.285714	0	0	0	0	0	0	128	0
Sorl1	18.285714	0	0	128	0	0	0	0	0
Slc6a11	18.285714	0	0	0	128	0	0	0	0
Slc1a4	18.285714	0	0	0	0	0	0	128	0
Qser1	18.285714	0	0	0	0	0	0	128	0
Prmt6	18.285714	0	0	0	0	0	128	0	0
Ppp2cb	18.285714	0	0	0	128	0	0	0	0
Irf4	18.285714	0	0	128	0	0	0	0	0
Idh3b	18.285714	0	0	0	0	0	128	0	0
Gm17019	18.285714	0	128	0	0	0	0	0	0
Exoc5	18.285714	0	0	0	0	0	0	128	0
Cgas	18.285714	0	0	0	0	0	0	128	0
Ap5m1	18.285714	0	0	0	0	0	0	128	0
Ap2a2	18.285714	0	0	0	0	0	0	128	0
Zmat2	18.142857	0	0	0	0	0	0	127	0
Zfp672	18.142857	0	0	0	0	0	0	127	0
Zfp266	18.142857	0	0	0	0	0	127	0	0
Vill	18.142857	0	0	0	0	0	0	127	0
Trim35	18.142857	0	0	0	0	127	0	0	0
Tm7sf2	18.142857	0	0	0	0	0	0	127	0
Timm10b	18.142857	0	0	0	0	0	0	127	0
Tbc1d8b	18.142857	0	0	0	0	0	0	127	0
Tbc1d12	18.142857	0	0	0	0	0	0	127	0
Slamf9	18.142857	0	0	0	127	0	0	0	0
Poll	18.142857	0	0	0	0	0	0	127	0
Olfr1509	18.142857	0	0	0	0	0	0	127	0
Nrsn2	18.142857	0	0	0	0	0	0	127	0
Nol7	18.142857	0	0	0	0	0	0	127	0
Med24	18.142857	0	0	0	0	0	127	0	0
Lpar5	18.142857	0	0	0	0	0	0	127	0
Ensa	18.142857	0	0	0	0	0	0	127	0
Dpcd	18.142857	0	0	0	0	0	0	127	0
Celf6	18.142857	0	0	0	0	0	127	0	0
Arfip2	18.142857	0	0	0	0	0	0	127	0
Ankle2	18.142857	0	0	0	0	0	0	127	0
Zfp592	18.000000	0	0	0	0	0	0	126	0
S100z	18.000000	0	0	0	0	0	0	126	0
Pigt	18.000000	0	0	0	0	0	126	0	0
Olfr211	18.000000	0	126	0	0	0	0	0	0
Myh9	18.000000	0	0	0	0	0	0	126	0
Map7d3	18.000000	0	126	0	0	0	0	0	0
Kif13a	18.000000	0	126	0	0	0	0	0	0
Gp5	18.000000	0	0	0	0	0	0	126	0
Fabp4	18.000000	0	126	0	0	0	0	0	0
Cgref1	18.000000	0	0	0	0	0	0	126	0
Cdc37	18.000000	0	0	0	0	0	126	0	0
Cd3g	18.000000	0	0	0	126	0	0	0	0
Cd3d	18.000000	0	0	0	126	0	0	0	0
Camsap2	18.000000	0	0	0	0	0	0	126	0
Acoxl	18.000000	0	126	0	0	0	0	0	0
Abhd1	18.000000	0	0	0	0	0	0	126	0
Svep1	17.857143	0	0	0	0	0	0	125	0
Slc25a38	17.857143	0	0	0	0	0	0	125	0
Plpp1	17.857143	0	0	0	0	0	0	125	0
Peli3	17.857143	0	0	0	0	0	0	125	0
Pdilt	17.857143	0	0	0	0	0	0	125	0
Nup62cl	17.857143	0	0	0	0	0	0	125	0
Mfsd2b	17.857143	0	0	0	0	0	0	125	0
Gm14569	17.857143	0	0	0	0	0	0	125	0
E230025N22Rik	17.857143	0	0	0	0	0	0	125	0
Dnaaf6b	17.857143	0	0	0	0	0	0	125	0
Dcp1b	17.857143	0	0	0	0	0	0	125	0
