Target_genes	Relb|Average	SRX122464|Dendritic_Cells	SRX122465|Dendritic_Cells	SRX122466|Dendritic_Cells	SRX122467|Dendritic_Cells	SRX122576|Dendritic_Cells	SRX122577|Dendritic_Cells	SRX20904785|Dendritic_Cells	SRX20904786|Dendritic_Cells	SRX20904788|Dendritic_Cells	SRX20904789|Dendritic_Cells	SRX4680244|MEF	SRX4680245|MEF	SRX4680246|MEF	SRX4680247|MEF	STRING
Slf1	23.928571	0	0	0	0	0	0	184	151	0	0	0	0	0	0	0
Slc1a3	23.928571	0	0	0	0	0	0	174	161	0	0	0	0	0	0	0
Sh3bgrl	23.928571	0	0	0	0	0	0	184	151	0	0	0	0	0	0	0
Scel	23.928571	0	0	0	0	0	0	194	141	0	0	0	0	0	0	0
Rfx2	23.928571	0	0	0	0	0	0	123	212	0	0	0	0	0	0	0
Polr2l	23.928571	0	0	0	0	0	0	161	174	0	0	0	0	0	0	0
Pcyox1l	23.928571	0	0	0	0	0	0	200	135	0	0	0	0	0	0	0
Mog	23.928571	0	0	0	0	0	0	184	151	0	0	0	0	0	0	0
Mfap1b	23.928571	0	0	0	0	0	0	194	141	0	0	0	0	0	0	0
Kank1	23.928571	0	0	0	0	0	0	184	151	0	0	0	0	0	0	0
Dlc1	23.928571	0	0	0	0	0	0	134	201	0	0	0	0	0	0	0
Cilp2	23.928571	0	0	0	0	0	0	119	216	0	0	0	0	0	0	0
Card9	23.928571	0	0	0	0	0	0	148	187	0	0	0	0	0	0	0
2210408I21Rik	23.928571	0	0	0	0	0	0	184	151	0	0	0	0	0	0	0
Sos2	23.857143	0	0	0	0	0	0	148	186	0	0	0	0	0	0	0
Percc1	23.857143	0	0	0	0	0	0	141	193	0	0	0	0	0	0	0
Ndufaf6	23.857143	0	0	0	0	0	0	212	122	0	0	0	0	0	0	0
Map3k3	23.857143	0	0	0	0	0	0	168	166	0	0	0	0	0	0	0
Kcnc3	23.857143	0	0	0	0	0	0	106	228	0	0	0	0	0	0	0
Cav1	23.857143	0	0	0	0	0	0	142	192	0	0	0	0	0	0	0
Pamr1	23.785714	0	0	0	0	0	0	130	203	0	0	0	0	0	0	0
H2bc12	23.785714	0	0	0	0	0	0	146	187	0	0	0	0	0	0	0
H2ac12	23.785714	0	0	0	0	0	0	146	187	0	0	0	0	0	0	0
Zfp273	23.714286	0	0	0	0	0	0	215	117	0	0	0	0	0	0	0
Twnk	23.714286	0	0	0	0	0	0	188	144	0	0	0	0	0	0	0
Plppr2	23.714286	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0
Mrpl43	23.714286	0	0	0	0	0	0	188	144	0	0	0	0	0	0	0
Hs3st1	23.714286	0	0	0	0	0	0	99	233	0	0	0	0	0	0	0
H4c4	23.714286	0	0	0	0	0	0	150	182	0	0	0	0	0	0	0
Bag2	23.714286	0	0	0	0	0	0	117	215	0	0	0	0	0	0	0
Adamtsl4	23.714286	0	0	0	0	0	0	175	157	0	0	0	0	0	0	0
Zbed3	23.642857	0	0	0	0	0	0	194	137	0	0	0	0	0	0	0
Sumf1	23.642857	0	0	0	0	0	0	138	193	0	0	0	0	0	0	0
Ppp2r1b	23.642857	0	0	0	0	0	0	164	167	0	0	0	0	0	0	0
Pllp	23.642857	0	0	0	0	0	0	135	196	0	0	0	0	0	0	0
Pigh	23.642857	0	0	0	0	0	0	200	131	0	0	0	0	0	0	0
Mlh3	23.642857	0	0	0	0	0	0	164	167	0	0	0	0	0	0	0
Klk15	23.642857	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0
H2aj	23.642857	0	0	0	0	0	0	163	168	0	0	0	0	0	0	0
Dnlz	23.642857	0	0	0	0	0	0	174	157	0	0	0	0	0	0	0
Cd200	23.642857	0	0	0	0	0	0	92	239	0	0	0	0	0	0	0
Zc4h2	23.571429	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
Tprn	23.571429	0	0	0	0	0	0	169	161	0	0	0	0	0	0	0
Sstr2	23.571429	0	0	0	0	0	0	92	238	0	0	0	0	0	0	0
Scube1	23.571429	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
Poteg	23.571429	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
Plaat3	23.571429	0	0	0	0	0	0	201	129	0	0	0	0	0	0	0
Padi2	23.571429	0	0	0	0	0	0	149	181	0	0	0	0	0	0	0
Gm550	23.571429	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
Gm428	23.571429	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
Gm11239	23.571429	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
Dnajc8	23.571429	0	0	0	0	0	0	193	137	0	0	0	0	0	0	0
Atpif1	23.571429	0	0	0	0	0	0	193	137	0	0	0	0	0	0	0
Adtrp	23.571429	0	0	0	0	0	0	141	189	0	0	0	0	0	0	0
Syt17	23.500000	0	0	0	0	0	0	247	82	0	0	0	0	0	0	0
Necab2	23.500000	0	0	0	0	0	0	147	182	0	0	0	0	0	0	0
Ilf2	23.500000	0	0	0	0	0	0	206	123	0	0	0	0	0	0	0
Gas8	23.500000	0	0	0	0	0	0	126	203	0	0	0	0	0	0	0
Dbndd1	23.500000	0	0	0	0	0	0	126	203	0	0	0	0	0	0	0
Zfp750	23.428571	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0
Spata32	23.428571	0	0	0	0	0	0	178	150	0	0	0	0	0	0	0
Psmb5	23.428571	0	0	0	0	0	0	147	181	0	0	0	0	0	0	0
Neil3	23.428571	0	0	0	0	0	0	135	193	0	0	0	0	0	0	0
Myof	23.428571	0	0	0	0	0	0	98	230	0	0	0	0	0	0	0
Mfsd13b	23.428571	0	0	0	0	0	0	157	171	0	0	0	0	0	0	0
Klhl35	23.428571	0	0	0	0	0	0	200	128	0	0	0	0	0	0	0
Fhod3	23.428571	0	0	0	0	0	0	135	193	0	0	0	0	0	0	0
Cycs	23.428571	0	0	0	0	0	0	192	136	0	0	0	0	0	0	0
Cdr2	23.428571	0	0	0	0	0	0	157	171	0	0	0	0	0	0	0
Bub1b	23.428571	0	0	0	0	0	0	160	168	0	0	0	0	0	0	0
Bend4	23.428571	0	0	0	0	0	0	90	238	0	0	0	0	0	0	0
Actr6	23.428571	0	0	0	0	0	0	135	193	0	0	0	0	0	0	0
Tigit	23.357143	0	0	0	0	0	0	189	138	0	0	0	0	0	0	0
Phka2	23.357143	0	0	0	0	0	0	212	115	0	0	0	0	0	0	0
Pawr	23.357143	0	0	0	0	0	0	108	219	0	0	0	0	0	0	0
Mettl21a	23.357143	0	0	0	0	0	0	150	177	0	0	0	0	0	0	0
Lhx4	23.357143	0	0	0	0	0	0	215	112	0	0	0	0	0	0	0
Dhdh	23.357143	0	0	0	0	0	0	171	156	0	0	0	0	0	0	0
Ccp110	23.357143	0	0	0	0	0	0	205	122	0	0	0	0	0	0	0
Zfp57	23.285714	0	0	0	0	0	0	196	130	0	0	0	0	0	0	0
Slc39a3	23.285714	0	0	0	0	0	0	154	172	0	0	0	0	0	0	0
Nxt2	23.285714	0	0	0	0	0	0	154	172	0	0	0	0	0	0	0
Megf9	23.285714	0	0	0	0	0	0	198	128	0	0	0	0	0	0	0
Gm21814	23.285714	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0
Galnt12	23.285714	0	0	0	0	0	0	208	118	0	0	0	0	0	0	0
Fkbp4	23.285714	0	0	0	0	0	0	172	154	0	0	0	0	0	0	0
Chpf2	23.285714	0	0	0	0	0	0	192	134	0	0	0	0	0	0	0
Cdkn3	23.285714	0	0	0	0	0	0	154	172	0	0	0	0	0	0	0
Xkr7	23.214286	0	0	0	0	0	0	164	161	0	0	0	0	0	0	0
Uqcrc1	23.214286	0	0	0	0	0	0	154	171	0	0	0	0	0	0	0
Rab23	23.214286	0	0	0	0	0	0	154	171	0	0	0	0	0	0	0
Olfr985	23.214286	0	0	0	0	0	0	174	151	0	0	0	0	0	0	0
H1f4	23.214286	0	0	0	0	0	0	136	189	0	0	0	0	0	0	0
Gpkow	23.214286	0	0	0	0	0	0	174	151	0	0	0	0	0	0	0
Cstf2t	23.214286	0	0	0	0	0	0	194	131	0	0	0	0	0	0	0
Adarb1	23.214286	0	0	0	0	0	0	174	151	0	0	0	0	0	0	0
Zbtb16	23.142857	0	0	0	0	0	0	169	155	0	0	0	0	0	0	0
Ubash3a	23.142857	0	0	0	0	0	0	153	171	0	0	0	0	0	0	0
Psmd10	23.142857	0	0	0	0	0	0	194	130	0	0	0	0	0	0	0
Fastkd1	23.142857	0	0	0	0	0	0	99	225	0	0	0	0	0	0	0
Dcun1d4	23.142857	0	0	0	0	0	0	192	132	0	0	0	0	0	0	0
Cracr2a	23.142857	0	0	0	0	0	0	184	140	0	0	0	0	0	0	0
Atg4a	23.142857	0	0	0	0	0	0	194	130	0	0	0	0	0	0	0
Agmat	23.142857	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0
5730507C01Rik	23.142857	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0
Rab25	23.071429	0	0	0	0	0	0	174	149	0	0	0	0	0	0	0
Frat1	23.071429	0	0	0	0	0	0	111	212	0	0	0	0	0	0	0
Fgfrl1	23.071429	0	0	0	0	0	0	117	206	0	0	0	0	0	0	0
Col6a5	23.071429	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0
B3gnt3	23.071429	0	0	0	0	0	0	163	160	0	0	0	0	0	0	0
Zfp329	23.000000	0	0	0	0	0	0	108	214	0	0	0	0	0	0	0
Wdr55	23.000000	0	0	0	0	0	0	149	173	0	0	0	0	0	0	0
Trim21	23.000000	0	0	0	0	0	0	237	85	0	0	0	0	0	0	0
T	23.000000	0	0	0	0	0	0	108	214	0	0	0	0	0	0	0
Snrpg	23.000000	0	0	0	0	0	0	174	148	0	0	0	0	0	0	0
Olfr1419	23.000000	0	0	0	0	0	0	161	161	0	0	0	0	0	0	0
Sox8	22.928571	0	0	0	0	0	0	113	208	0	0	0	0	0	0	0
Rnaseh2a	22.928571	0	0	0	0	0	0	198	123	0	0	0	0	0	0	0
Prdx2	22.928571	0	0	0	0	0	0	198	123	0	0	0	0	0	0	0
Mrps31	22.928571	0	0	0	0	0	0	180	141	0	0	0	0	0	0	0
Lyrm7	22.928571	0	0	0	0	0	0	191	130	0	0	0	0	0	0	0
Gm38510	22.928571	0	0	0	0	0	0	192	129	0	0	0	0	0	0	0
Gata5	22.928571	0	0	0	0	0	0	135	186	0	0	0	0	0	0	0
Colca2	22.928571	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0
Tube1	22.857143	0	0	0	0	0	0	117	203	0	0	0	0	0	0	0
Tfap4	22.857143	0	0	0	0	0	0	176	144	0	0	0	0	0	0	0
Svip	22.857143	0	0	0	0	0	0	216	104	0	0	0	0	0	0	0
Ivd	22.857143	0	0	0	0	0	0	150	170	0	0	0	0	0	0	0
H4f16	22.857143	0	0	0	0	0	0	163	157	0	0	0	0	0	0	0
Galnt3	22.857143	0	0	0	0	0	0	146	174	0	0	0	0	0	0	0
Fam229b	22.857143	0	0	0	0	0	0	117	203	0	0	0	0	0	0	0
Exosc5	22.857143	0	0	0	0	0	0	201	119	0	0	0	0	0	0	0
Bckdha	22.857143	0	0	0	0	0	0	201	119	0	0	0	0	0	0	0
Aqp7	22.857143	0	0	0	0	0	0	213	107	0	0	0	0	0	0	0
Rpl7l1	22.785714	0	0	0	0	0	0	137	182	0	0	0	0	0	0	0
Prelid3a	22.785714	0	0	0	0	0	0	126	193	0	0	0	0	0	0	0
Nav2	22.785714	0	0	0	0	0	0	145	174	0	0	0	0	0	0	0
Ksr2	22.785714	0	0	0	0	0	0	128	191	0	0	0	0	0	0	0
Gm14296	22.785714	0	0	0	0	0	0	126	193	0	0	0	0	0	0	0
Garem2	22.785714	0	0	0	0	0	0	108	211	0	0	0	0	0	0	0
Fhdc1	22.785714	0	0	0	0	0	0	108	211	0	0	0	0	0	0	0
3110082J24Rik	22.785714	0	0	0	0	0	0	108	211	0	0	0	0	0	0	0
Zmynd11	22.714286	0	0	0	0	0	0	144	174	0	0	0	0	0	0	0
Tert	22.714286	0	0	0	0	0	0	215	103	0	0	0	0	0	0	0
Slc25a29	22.714286	0	0	0	0	0	0	171	147	0	0	0	0	0	0	0
Setd4	22.714286	0	0	0	0	0	0	193	125	0	0	0	0	0	0	0
Rhbdl1	22.714286	0	0	0	0	0	0	173	145	0	0	0	0	0	0	0
Lurap1	22.714286	0	0	0	0	0	0	142	176	0	0	0	0	0	0	0
Ifi27l2a	22.714286	0	0	0	0	0	0	184	134	0	0	0	0	0	0	0
Gins2	22.714286	0	0	0	0	0	0	185	133	0	0	0	0	0	0	0
Ccdc125	22.714286	0	0	0	0	0	0	90	228	0	0	0	0	0	0	0
Cbr1	22.714286	0	0	0	0	0	0	193	125	0	0	0	0	0	0	0
Sp100	22.642857	0	0	0	0	0	0	210	107	0	0	0	0	0	0	0
Shroom1	22.642857	0	0	0	0	0	0	135	182	0	0	0	0	0	0	0
Qsox1	22.642857	0	0	0	0	0	0	193	124	0	0	0	0	0	0	0
Plk1	22.642857	0	0	0	0	0	0	133	184	0	0	0	0	0	0	0
Nol11	22.642857	0	0	0	0	0	0	145	172	0	0	0	0	0	0	0
Foxn3	22.642857	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0
Dnajc5g	22.642857	0	0	0	0	0	0	205	112	0	0	0	0	0	0	0
Bphl	22.642857	0	0	0	0	0	0	135	182	0	0	0	0	0	0	0
Stard5	22.571429	0	0	0	0	0	0	200	116	0	0	0	0	0	0	0
Polr2c	22.571429	0	0	0	0	0	0	150	166	0	0	0	0	0	0	0
Nectin4	22.571429	0	0	0	0	0	0	145	171	0	0	0	0	0	0	0
Ica1	22.571429	0	0	0	0	0	0	194	122	0	0	0	0	0	0	0
Zfp606	22.500000	0	0	0	0	0	0	135	180	0	0	0	0	0	0	0
Zfp169	22.500000	0	0	0	0	0	0	194	121	0	0	0	0	0	0	0
Sgta	22.500000	0	0	0	0	0	0	174	141	0	0	0	0	0	0	0
Pex19	22.500000	0	0	0	0	0	0	139	176	0	0	0	0	0	0	0
Patj	22.500000	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0
Olfr414	22.500000	0	0	0	0	0	0	154	161	0	0	0	0	0	0	0
Mab21l4	22.500000	0	0	0	0	0	0	174	141	0	0	0	0	0	0	0
Gimap8	22.500000	0	0	0	0	0	0	116	199	0	0	0	0	0	0	0
Fam199x	22.500000	0	0	0	0	0	0	154	161	0	0	0	0	0	0	0
Crocc2	22.500000	0	0	0	0	0	0	174	141	0	0	0	0	0	0	0
Bub1	22.500000	0	0	0	0	0	0	141	174	0	0	0	0	0	0	0
Zfp652	22.428571	0	0	0	0	0	0	127	187	0	0	0	0	0	0	0
Sh2d2a	22.428571	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0
Rasgrp3	22.428571	0	0	0	0	0	0	192	122	0	0	0	0	0	0	0
Olfr137	22.428571	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0
Nefh	22.428571	0	0	0	0	0	0	130	184	0	0	0	0	0	0	0
Gmps	22.428571	0	0	0	0	0	0	154	160	0	0	0	0	0	0	0
Gli1	22.428571	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0
Cmc2	22.428571	0	0	0	0	0	0	163	151	0	0	0	0	0	0	0
Cenpn	22.428571	0	0	0	0	0	0	163	151	0	0	0	0	0	0	0
Zmym3	22.357143	0	0	0	0	0	0	182	131	0	0	0	0	0	0	0
Zfp955b	22.357143	0	0	0	0	0	0	172	141	0	0	0	0	0	0	0
Syngr1	22.357143	0	0	0	0	0	0	134	179	0	0	0	0	0	0	0
Smc1a	22.357143	0	0	0	0	0	0	145	168	0	0	0	0	0	0	0
S1pr5	22.357143	0	0	0	0	0	0	174	139	0	0	0	0	0	0	0
Rlim	22.357143	0	0	0	0	0	0	187	126	0	0	0	0	0	0	0
Ribc1	22.357143	0	0	0	0	0	0	145	168	0	0	0	0	0	0	0
Il9r	22.357143	0	0	0	0	0	0	150	163	0	0	0	0	0	0	0
Get1	22.357143	0	0	0	0	0	0	121	192	0	0	0	0	0	0	0
Fam222a	22.357143	0	0	0	0	0	0	129	184	0	0	0	0	0	0	0
Enpp1	22.357143	0	0	0	0	0	0	126	187	0	0	0	0	0	0	0
Ccr4	22.357143	0	0	0	0	0	0	161	152	0	0	0	0	0	0	0
Apol10b	22.357143	0	0	0	0	0	0	152	161	0	0	0	0	0	0	0
Slitrk1	22.285714	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
Rgmb	22.285714	0	0	0	0	0	0	134	178	0	0	0	0	0	0	0
Pramel16	22.285714	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
Olfr1180	22.285714	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
Olfr1112	22.285714	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
Oacyl	22.285714	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
Lbhd2	22.285714	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
Krtap9-3	22.285714	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
Il3	22.285714	0	0	0	0	0	0	202	110	0	0	0	0	0	0	0
Il17c	22.285714	0	0	0	0	0	0	115	197	0	0	0	0	0	0	0
Htra4	22.285714	0	0	0	0	0	0	104	208	0	0	0	0	0	0	0
Gm3867	22.285714	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
Gm11938	22.285714	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
Dclk2	22.285714	0	0	0	0	0	0	105	207	0	0	0	0	0	0	0
Bche	22.285714	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
Abhd17a	22.285714	0	0	0	0	0	0	166	146	0	0	0	0	0	0	0
Tst	22.214286	0	0	0	0	0	0	155	156	0	0	0	0	0	0	0
Mpst	22.214286	0	0	0	0	0	0	155	156	0	0	0	0	0	0	0
Mfsd9	22.214286	0	0	0	0	0	0	108	203	0	0	0	0	0	0	0
BC031181	22.214286	0	0	0	0	0	0	171	140	0	0	0	0	0	0	0
Terf2ip	22.142857	0	0	0	0	0	0	182	128	0	0	0	0	0	0	0
Kars	22.142857	0	0	0	0	0	0	182	128	0	0	0	0	0	0	0
Slc26a10	22.071429	0	0	0	0	0	0	166	143	0	0	0	0	0	0	0
Cobll1	22.071429	0	0	0	0	0	0	118	191	0	0	0	0	0	0	0
Spata18	22.000000	0	0	0	0	0	0	205	103	0	0	0	0	0	0	0
Slc39a2	22.000000	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0
Sgcb	22.000000	0	0	0	0	0	0	205	103	0	0	0	0	0	0	0
Serping1	22.000000	0	0	0	0	0	0	145	163	0	0	0	0	0	0	0
Lrriq3	22.000000	0	0	0	0	0	0	196	112	0	0	0	0	0	0	0
Fpgt	22.000000	0	0	0	0	0	0	196	112	0	0	0	0	0	0	0
Cyp2j6	22.000000	0	0	0	0	0	0	126	182	0	0	0	0	0	0	0
Rwdd2a	21.928571	0	0	0	0	0	0	202	105	0	0	0	0	0	0	0
Pgm3	21.928571	0	0	0	0	0	0	202	105	0	0	0	0	0	0	0
Mtr	21.928571	0	0	0	0	0	0	135	172	0	0	0	0	0	0	0
Fbxo44	21.928571	0	0	0	0	0	0	169	138	0	0	0	0	0	0	0
Fbxo2	21.928571	0	0	0	0	0	0	169	138	0	0	0	0	0	0	0
Bbs7	21.928571	0	0	0	0	0	0	135	172	0	0	0	0	0	0	0
Zfp775	21.857143	0	0	0	0	0	0	117	189	0	0	0	0	0	0	0
Slc45a3	21.857143	0	0	0	0	0	0	119	187	0	0	0	0	0	0	0
Pxmp4	21.857143	0	0	0	0	0	0	129	177	0	0	0	0	0	0	0
Pim2	21.857143	0	0	0	0	0	0	166	140	0	0	0	0	0	0	0
Naa10	21.857143	0	0	0	0	0	0	194	112	0	0	0	0	0	0	0
Kpna7	21.857143	0	0	0	0	0	0	194	112	0	0	0	0	0	0	0
Kifbp	21.857143	0	0	0	0	0	0	194	112	0	0	0	0	0	0	0
Emb	21.857143	0	0	0	0	0	0	152	154	0	0	0	0	0	0	0
Drg2	21.857143	0	0	0	0	0	0	180	126	0	0	0	0	0	0	0
Cpn2	21.857143	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0
Col23a1	21.857143	0	0	0	0	0	0	145	161	0	0	0	0	0	0	0
Zik1	21.785714	0	0	0	0	0	0	174	131	0	0	0	0	0	0	0
Zfp58	21.785714	0	0	0	0	0	0	164	141	0	0	0	0	0	0	0
Tmem44	21.785714	0	0	0	0	0	0	174	131	0	0	0	0	0	0	0
Taar1	21.785714	0	0	0	0	0	0	154	151	0	0	0	0	0	0	0
Olfr55	21.785714	0	0	0	0	0	0	164	141	0	0	0	0	0	0	0
Mdh1b	21.785714	0	0	0	0	0	0	154	151	0	0	0	0	0	0	0
Fastkd2	21.785714	0	0	0	0	0	0	154	151	0	0	0	0	0	0	0
Cth	21.785714	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0
Armc9	21.785714	0	0	0	0	0	0	178	127	0	0	0	0	0	0	0
1700125H20Rik	21.785714	0	0	0	0	0	0	164	141	0	0	0	0	0	0	0
Zfp207	21.714286	0	0	0	0	0	0	134	170	0	0	0	0	0	0	0
Urah	21.714286	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0
Sh3pxd2a	21.714286	0	0	0	0	0	0	120	184	0	0	0	0	0	0	0
Retsat	21.714286	0	0	0	0	0	0	179	125	0	0	0	0	0	0	0
Mycbpap	21.714286	0	0	0	0	0	0	90	214	0	0	0	0	0	0	0
Elmod3	21.714286	0	0	0	0	0	0	179	125	0	0	0	0	0	0	0
Cadps2	21.714286	0	0	0	0	0	0	90	214	0	0	0	0	0	0	0
Uba1	21.642857	0	0	0	0	0	0	125	178	0	0	0	0	0	0	0
Scamp5	21.642857	0	0	0	0	0	0	186	117	0	0	0	0	0	0	0
Rbm33	21.642857	0	0	0	0	0	0	153	150	0	0	0	0	0	0	0
Fbxw9	21.642857	0	0	0	0	0	0	110	193	0	0	0	0	0	0	0
Cog7	21.642857	0	0	0	0	0	0	172	131	0	0	0	0	0	0	0
Aunip	21.642857	0	0	0	0	0	0	191	112	0	0	0	0	0	0	0
Apln	21.642857	0	0	0	0	0	0	162	141	0	0	0	0	0	0	0
Acadvl	21.642857	0	0	0	0	0	0	130	173	0	0	0	0	0	0	0
Prr36	21.571429	0	0	0	0	0	0	155	147	0	0	0	0	0	0	0
Pdk2	21.571429	0	0	0	0	0	0	190	112	0	0	0	0	0	0	0
Bcas3	21.571429	0	0	0	0	0	0	170	132	0	0	0	0	0	0	0
Wbp1l	21.500000	0	0	0	0	0	0	182	119	0	0	0	0	0	0	0
Hikeshi	21.500000	0	0	0	0	0	0	122	179	0	0	0	0	0	0	0
2310011J03Rik	21.500000	0	0	0	0	0	0	153	148	0	0	0	0	0	0	0
2200002D01Rik	21.500000	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0
Zfp938	21.428571	0	0	0	0	0	0	117	183	0	0	0	0	0	0	0
Zfp157	21.428571	0	0	0	0	0	0	155	145	0	0	0	0	0	0	0
Stac2	21.428571	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0
Speg	21.428571	0	0	0	0	0	0	149	151	0	0	0	0	0	0	0
Prxl2a	21.428571	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0
Cst8	21.428571	0	0	0	0	0	0	224	76	0	0	0	0	0	0	0
Yjefn3	21.357143	0	0	0	0	0	0	135	164	0	0	0	0	0	0	0
Ttll1	21.357143	0	0	0	0	0	0	117	182	0	0	0	0	0	0	0
Rrs1	21.357143	0	0	0	0	0	0	139	160	0	0	0	0	0	0	0
Ramp1	21.357143	0	0	0	0	0	0	175	124	0	0	0	0	0	0	0
Ahdc1	21.357143	0	0	0	0	0	0	131	168	0	0	0	0	0	0	0
Adhfe1	21.357143	0	0	0	0	0	0	139	160	0	0	0	0	0	0	0
Ufc1	21.285714	0	0	0	0	0	0	126	172	0	0	0	0	0	0	0
Sympk	21.285714	0	0	0	0	0	0	140	158	0	0	0	0	0	0	0
Pip5kl1	21.285714	0	0	0	0	0	0	133	165	0	0	0	0	0	0	0
Pbx1	21.285714	0	0	0	0	0	0	124	174	0	0	0	0	0	0	0
Nrp1	21.285714	0	0	0	0	0	0	101	197	0	0	0	0	0	0	0
Kif2c	21.285714	0	0	0	0	0	0	128	170	0	0	0	0	0	0	0
Foxa3	21.285714	0	0	0	0	0	0	140	158	0	0	0	0	0	0	0
Dpm2	21.285714	0	0	0	0	0	0	133	165	0	0	0	0	0	0	0
Bmpr1a	21.285714	0	0	0	0	0	0	163	135	0	0	0	0	0	0	0
Zfp866	21.214286	0	0	0	0	0	0	194	103	0	0	0	0	0	0	0
Spin4	21.214286	0	0	0	0	0	0	194	103	0	0	0	0	0	0	0
Sh3bgrl2	21.214286	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0
Rpl17	21.214286	0	0	0	0	0	0	170	127	0	0	0	0	0	0	0
Olfr266	21.214286	0	0	0	0	0	0	160	137	0	0	0	0	0	0	0
Ddah2	21.214286	0	0	0	0	0	0	99	198	0	0	0	0	0	0	0
Tmem247	21.142857	0	0	0	0	0	0	184	112	0	0	0	0	0	0	0
Tead2	21.142857	0	0	0	0	0	0	74	222	0	0	0	0	0	0	0
Slc29a3	21.142857	0	0	0	0	0	0	196	100	0	0	0	0	0	0	0
Sh3bp5l	21.142857	0	0	0	0	0	0	145	151	0	0	0	0	0	0	0
Serpinb9c	21.142857	0	0	0	0	0	0	145	151	0	0	0	0	0	0	0
Prim2	21.142857	0	0	0	0	0	0	181	115	0	0	0	0	0	0	0
Prdm12	21.142857	0	0	0	0	0	0	117	179	0	0	0	0	0	0	0
Phf21b	21.142857	0	0	0	0	0	0	114	182	0	0	0	0	0	0	0
Npb	21.142857	0	0	0	0	0	0	184	112	0	0	0	0	0	0	0
Neo1	21.142857	0	0	0	0	0	0	145	151	0	0	0	0	0	0	0
Ndufc1	21.142857	0	0	0	0	0	0	174	122	0	0	0	0	0	0	0
Marchf3	21.142857	0	0	0	0	0	0	131	165	0	0	0	0	0	0	0
Hook1	21.142857	0	0	0	0	0	0	196	100	0	0	0	0	0	0	0
Dkkl1	21.142857	0	0	0	0	0	0	74	222	0	0	0	0	0	0	0
Dcdc2b	21.142857	0	0	0	0	0	0	138	158	0	0	0	0	0	0	0
Ccdc150	21.142857	0	0	0	0	0	0	174	122	0	0	0	0	0	0	0
Zfp759	21.071429	0	0	0	0	0	0	164	131	0	0	0	0	0	0	0
Zfp457	21.071429	0	0	0	0	0	0	154	141	0	0	0	0	0	0	0
R3hdm4	21.071429	0	0	0	0	0	0	164	131	0	0	0	0	0	0	0
Prr7	21.071429	0	0	0	0	0	0	118	177	0	0	0	0	0	0	0
Pin4	21.071429	0	0	0	0	0	0	181	114	0	0	0	0	0	0	0
Mesp1	21.071429	0	0	0	0	0	0	118	177	0	0	0	0	0	0	0
Kiss1r	21.071429	0	0	0	0	0	0	164	131	0	0	0	0	0	0	0
Glt1d1	21.071429	0	0	0	0	0	0	138	157	0	0	0	0	0	0	0
Engase	21.071429	0	0	0	0	0	0	130	165	0	0	0	0	0	0	0
Cfh	21.071429	0	0	0	0	0	0	154	141	0	0	0	0	0	0	0
Zscan4c	21.000000	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0
Trex2	21.000000	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0
Tenm1	21.000000	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0
Sprr2h	21.000000	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0
Prr16	21.000000	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0
