Target_genes	Pbx1|Average	SRX520199|3T3-L1	SRX1482287|C2C12	SRX1482288|C2C12	SRX1557407|C2C12	SRX1557408|C2C12	SRX9088764|Embryoid_Bodies	SRX9088765|Embryoid_Bodies	SRX1602947|Embryonic_brains	SRX1602948|Embryonic_brains	SRX1629941|Embryonic_brains	SRX1629942|Embryonic_brains	SRX170716|Embryonic_trunk	SRX6879007|ES_cells	SRX14359346|Hindlimb	SRX14359347|Hindlimb	SRX319742|Myeloid_leukemia	SRX319743|Myeloid_leukemia	SRX1824751|P19	SRX25508382|Spinal_Cord	STRING
Hpgd	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	140	159	0	0	0	0	0
Grin2c	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	138	0	161	0	0	0	0	0
Gmnc	15.736842	0	0	0	0	0	0	0	0	0	100	0	0	0	0	199	0	0	0	0	0
Gm2832	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	120	0	0
Tmem223	15.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	112	186	0	0	0	0	0
Tmem179b	15.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	112	186	0	0	0	0	0
Scn8a	15.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	78	0
Olfr225	15.684211	138	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ism2	15.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	113	185	0	0	0	0	0
Flot2	15.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	112	186	0	0	0	0	0
Dab2	15.684211	0	0	0	169	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0
Adora1	15.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	137	161	0	0	0	0	0
Ttc8	15.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	140	0
Tmem202	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptp4a3	15.631579	0	0	0	0	214	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0
Psmb7	15.631579	0	0	0	139	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmpca	15.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	120	177	0	0	0	0	0
Olfr535	15.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0
Mtmr9	15.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0
Grip1	15.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	129	168	0	0	0	0	0
Epha8	15.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0
Entr1	15.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	120	177	0	0	0	0	0
Cstdc6	15.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0
Alkal2	15.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	82	215	0	0	0	0	0
Wdr33	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	158	138	0	0	0	0	0
Slc27a6	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	98	198	0	0	0	0	0
Skap1	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	107	0
Plscr4	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	107	189	0	0	0	0	0
Plbd1	15.578947	182	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0
Ly9	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0
Jcad	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	81	215	0	0	0	0	0
H2-Q1	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0
Erp27	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0
Cfap54	15.578947	233	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0
Alox12b	15.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	114	182	0	0	0	0	0
Zfp746	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	122	173	0	0	0	0	0
Sycp3	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	201	0	94	0	0	0	0	0
Serpinb3a	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0
Npas3	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	178	0
Mgat4c	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0
Lingo1	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	129	166	0	0	0	0	0
Limd1	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	205	0	90	0	0	0	0	0
Fzd6	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	114	181	0	0	0	0	0
Fam110c	15.526316	197	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0
Ctss	15.526316	0	0	0	0	0	0	0	0	0	0	0	0	172	0	123	0	0	0	0	0
Camp	15.526316	126	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp955b	15.473684	96	0	0	125	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0
Vmn2r23	15.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	80	0	0
Spink5	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema6b	15.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	107	115	0	0	0	72	0
Ppp1r15a	15.473684	0	0	0	0	168	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Plekha4	15.473684	0	0	0	0	168	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Olfr810	15.473684	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif2c	15.473684	0	0	0	0	172	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Kcnb2	15.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0
Igf1r	15.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	150	144	0	0	0	0	0
Gnptab	15.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	131	163	0	0	0	0	0
Ccdc43	15.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0
Bid	15.473684	0	0	0	116	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0
Ano5	15.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	140	154	0	0	0	0	0
Unc119b	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	132	0
Thoc2	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	114	179	0	0	0	0	0
Slc18a2	15.421053	167	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0
Sinhcaf	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	100	193	0	0	0	0	0
Pgrmc1	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	121	0	172	0	0	0	0	0
Olfr38	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	87	206	0	0	0	0	0
Itgbl1	15.421053	0	0	0	208	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0
Ibsp	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	198	95	0	0	0	0	0
Haghl	15.421053	0	0	0	0	157	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Gmcl1	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	99	194	0	0	0	0	0
Fbxo27	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	156	0	0	0
Fas	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	179	0	0	0
Dbr1	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	104	0	189	0	0	0	0	0
Ccdc78	15.421053	0	0	0	0	157	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
Bsx	15.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	122	171	0	0	0	0	0
Ugt1a6b	15.368421	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3d19	15.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	90	202	0	0	0	0	0
Pim2	15.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	148	144	0	0	0	0	0
Parvb	15.368421	0	0	0	139	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Gng2	15.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	125	167	0	0	0	0	0
Faah	15.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	98	194	0	0	0	0	0
Dcxr	15.368421	0	0	0	99	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbr2	15.368421	0	0	0	99	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcat2	15.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	108	184	0	0	0	0	0
Vasn	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	158	133	0	0	0	0	0
Tlr5	15.315789	0	0	0	178	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Slc12a2	15.315789	0	0	0	175	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Rbpms2	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	132	159	0	0	0	0	0
Ly6g2	15.315789	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi207	15.315789	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf17	15.315789	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0
Derl3	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	167	124	0	0	0	0	0
Anks6	15.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	93	198	0	0	0	0	0
Zbtb39	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	132	158	0	0	0	0	0	0
Sfrp2	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	117	173	0	0	0	0	0
Scgn	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	105	185	0	0	0	0	0	0
Rtp1	15.263158	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm3	15.263158	0	0	0	0	131	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
Lrrn4	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	138	152	0	0	0	0	0
Ldlrap1	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	108	182	0	0	0	0	0
Gm45521	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0
Frem3	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	171	119	0	0	0	0	0
Fam172a	15.263158	0	0	0	75	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpq	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	131	159	0	0	0	0	0
Col15a1	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	112	178	0	0	0	0	0
Cnksr2	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	184	0
Asic1	15.263158	0	0	0	108	0	0	0	0	0	0	0	0	71	0	111	0	0	0	0	0
Apob	15.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0
Rps6kc1	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	122	167	0	0	0	0	0
Mrpl36	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	162	0
Lrrc3	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	121	168	0	0	0	0	0
Igfbp1	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0
Grin1	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	127	0	162	0	0	0	0	0
Gm10509	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	157	132	0	0	0	0	0
Ggact	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0
Fam169a	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	107	0	182	0	0	0	0	0
Cyb561d1	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	143	146	0	0	0	0	0
Crispld1	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	157	132	0	0	0	0	0
Cln3	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	146	0	0	0
Cldn24	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	132	0
Bco1	15.210526	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5k	15.210526	0	0	0	90	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apobr	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	146	0	0	0
Actg2	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	157	132	0	0	0	0	0
1700001O22Rik	15.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	149	140	0	0	0	0	0
Stx17	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0
Strbp	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	118	170	0	0	0	0	0
Pik3c2g	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	131	0	0	0
Ntrk2	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	133	155	0	0	0	0	0
Mcm10	15.157895	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlk2	15.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	113	123	0	0	52	0	0
Zfp580	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	69	218	0	0	0	0	0
Sdhaf3	15.105263	0	0	0	0	182	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0
Nkain1	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	143	0	0
Mdm4	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	125	0	0	0
Il6ra	15.105263	0	0	0	131	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Il4i1	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	122	165	0	0	0	0	0
Gdnf	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	102	185	0	0	0	0	0
Drd4	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	158	129	0	0	0	0	0
Dcdc5	15.105263	0	0	0	0	0	0	0	114	0	173	0	0	0	0	0	0	0	0	0	0
Cebpa	15.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	127	160	0	0	0	0	0
Zbtb6	15.052632	0	0	0	131	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0
Tmc7	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	100	0	186	0	0	0	0	0
Slc35d1	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	131	0	0	0	0
Scn3b	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	138	0	148	0	0	0	0	0
Prss27	15.052632	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mybbp1a	15.052632	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6c2	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0
Kcnn1	15.052632	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hfe	15.052632	179	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0
Ccdc136	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0
Atg14	15.052632	0	0	0	0	154	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Arhgap44	15.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	114	172	0	0	0	0	0
Tasor2	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	146	139	0	0	0	0	0
Ssr2	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	108	0	177	0	0	0	0	0
Slc50a1	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	110	175	0	0	0	0	0	0
Saal1	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	114	0	0	0	0	0
Saa3	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	171	0	114	0	0	0	0	0
Prpf3	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0
Pde3a	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	95	190	0	0	0	0	0
Krt14	15.000000	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcng3	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	119	166	0	0	0	0	0
Dpm3	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	110	175	0	0	0	0	0	0
Dars	15.000000	0	0	0	107	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0
Arhgap25	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	169	0	0	0	0
Slc12a4	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	107	177	0	0	0	0	0
Rrn3	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0
Rprd1a	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0
Rin2	14.947368	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptk2b	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	144	0	0	0
Pom121l2	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	90	194	0	0	0	0	0
Pgk2	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0
Npbwr1	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	122	162	0	0	0	0	0
Lyn	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	114	170	0	0	0	0	0
Grasp	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	133	151	0	0	0	0	0
Gpr171	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0
Gm21671	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0
Dnajc11	14.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	82	202	0	0	0	0	0
Slc6a13	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	122	161	0	0	0	0	0
Sirt3	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	148	135	0	0	0	0	0
Psmd13	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	148	135	0	0	0	0	0
Pomk	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	83	0
Piga	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	114	169	0	0	0	0	0
Pcsk2	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	114	169	0	0	0	0	0
Ngf	14.894737	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysmd2	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0
Hccs	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0
Gm15246	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0
Fam71a	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0
Ell3	14.894737	0	0	0	171	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0
Clstn2	14.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	103	180	0	0	0	0	0
Cep295nl	14.894737	0	0	0	188	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp54	14.842105	0	0	0	106	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0
Ubxn8	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	112	170	0	0	0	0	0
Tlx2	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	151	0	131	0	0	0	0	0
Tal2	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	141	141	0	0	0	0	0
Rassf4	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	150	132	0	0	0	0	0
Nexmif	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	148	0
Mgst2	14.842105	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1rap	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	121	161	0	0	0	0	0
Gabrb1	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	122	160	0	0	0	0	0
Fdps	14.842105	0	0	0	94	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbln5	14.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	110	172	0	0	0	0	0
Tcaf1	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	131	150	0	0	0	0	0
Socs2	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	130	151	0	0	0	0	0
Rac3	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	98	183	0	0	0	0	0
Nlrp10	14.789474	0	0	0	0	131	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Mtcp1	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	131	150	0	0	0	0	0
Fbxo25	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0
Eif3f	14.789474	0	0	0	0	131	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
Dgkb	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	131	150	0	0	0	0	0
Cox7a2	14.789474	0	0	0	0	158	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
Cobl	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	159	0	122	0	0	0	0	0
Cmc4	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	131	150	0	0	0	0	0
Brcc3	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	131	150	0	0	0	0	0
Bcl2	14.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	140	141	0	0	0	0	0
Uqcrc2	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	75	205	0	0	0	0	0
Unc93a	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0
Stard3	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	100	180	0	0	0	0	0
Olfr433	14.736842	132	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtpap	14.736842	0	0	0	0	157	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0
Mixl1	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	113	167	0	0	0	0	0
Itga4	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	140	140	0	0	0	0	0
Cpox	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0
Cldn10	14.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	127	153	0	0	0	0	0
A4galt	14.736842	0	0	0	148	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Tmem88	14.684211	0	0	0	0	141	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0
Tmem59l	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	138	141	0	0	0	0	0
Tlr4	14.684211	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm21	14.684211	0	0	0	82	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thyn1	14.684211	0	0	0	73	109	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0
Rtbdn	14.684211	0	0	0	85	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0
Psme2b	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0
Naa38	14.684211	0	0	0	0	141	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0
L3mbtl4	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0
Gpr88	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	87	192	0	0	0	0	0
Ereg	14.684211	83	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0
Epcam	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	119	0	160	0	0	0	0	0
Cyb5d1	14.684211	0	0	0	0	141	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0
Crlf1	14.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	138	141	0	0	0	0	0
Ccdc114	14.684211	0	0	0	0	175	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Acad8	14.684211	0	0	0	73	109	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0
2310011J03Rik	14.684211	0	0	0	0	151	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Zfp874b	14.631579	0	0	0	0	172	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0
Mex3d	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	126	152	0	0	0	0	0
Mb21d2	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	102	176	0	0	0	0	0
Igdcc4	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	104	174	0	0	0	0	0
Entpd3	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0
C130050O18Rik	14.631579	0	0	0	111	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsl4	14.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	90	188	0	0	0	0	0
Timm8b	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	157	120	0	0	0	0	0
Srgn	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	143	0	0	0
Sdhd	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	157	120	0	0	0	0	0
Rcc1	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	90	0	187	0	0	0	0	0
Ptger4	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	124	153	0	0	0	0	0
Mdn1	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	98	179	0	0	0	0	0
Itm2c	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	157	120	0	0	0	0	0
Igsf5	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0
H1f10	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	155	122	0	0	0	0	0
Grp	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	82	195	0	0	0	0	0
Grn	14.578947	0	0	0	0	140	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
Gripap1	14.578947	0	0	0	203	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0
Gprin3	14.578947	136	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0
Cdh4	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	114	163	0	0	0	0	0
B3galnt1	14.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0
Spag4	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	85	191	0	0	0	0	0
Lemd1	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	114	162	0	0	0	0	0
Hoxd10	14.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	90	186	0	0	0	0	0
