Target_genes	Cebpd|Average	SRX047644|3T3-L1	SRX047645|3T3-L1	SRX10965268|4T1	SRX10965269|4T1	SRX10965270|4T1	SRX10965271|4T1	SRX10965272|4T1	SRX10965273|4T1	SRX2901280|Macrophages	SRX2901281|Macrophages	SRX2901282|Macrophages	SRX2901283|Macrophages	SRX2901284|Macrophages	STRING
Mrpl46	18.846154	0	0	148	97	0	0	0	0	0	0	0	0	0	0
Mllt3	18.846154	0	122	0	0	0	0	0	0	0	0	0	0	123	0
Ago2	18.846154	0	0	0	112	0	133	0	0	0	0	0	0	0	0
Adra1b	18.846154	0	245	0	0	0	0	0	0	0	0	0	0	0	0
Vwa1	18.769231	0	0	120	124	0	0	0	0	0	0	0	0	0	0
Tmem30b	18.769231	0	0	149	0	0	95	0	0	0	0	0	0	0	0
Sh3d21	18.769231	0	0	97	147	0	0	0	0	0	0	0	0	0	0
Ptprr	18.769231	0	0	163	0	81	0	0	0	0	0	0	0	0	0
Ppp1r13l	18.769231	0	0	128	0	0	116	0	0	0	0	0	0	0	0
Mtmr10	18.769231	0	0	130	114	0	0	0	0	0	0	0	0	0	0
Mmp24	18.769231	0	0	0	0	0	0	0	0	0	0	0	0	244	0
Map1lc3a	18.769231	0	0	138	106	0	0	0	0	0	0	0	0	0	0
Lsm6	18.769231	0	0	135	109	0	0	0	0	0	0	0	0	0	0
Krt18	18.769231	0	0	71	173	0	0	0	0	0	0	0	0	0	0
Jade2	18.769231	0	0	143	101	0	0	0	0	0	0	0	0	0	0
Cd3eap	18.769231	0	0	128	0	0	116	0	0	0	0	0	0	0	0
Ccdc136	18.769231	0	244	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	18.769231	147	0	97	0	0	0	0	0	0	0	0	0	0	0
Zfpm2	18.692308	0	243	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a39	18.692308	0	0	113	130	0	0	0	0	0	0	0	0	0	0
Prrt1	18.692308	0	0	102	141	0	0	0	0	0	0	0	0	0	0
Ppt2	18.692308	0	0	102	141	0	0	0	0	0	0	0	0	0	0
Ppp1r7	18.692308	0	0	148	95	0	0	0	0	0	0	0	0	0	0
Plaat5	18.692308	0	243	0	0	0	0	0	0	0	0	0	0	0	0
Pask	18.692308	0	0	148	95	0	0	0	0	0	0	0	0	0	0
Lbhd1	18.692308	0	0	116	127	0	0	0	0	0	0	0	0	0	0
Inhbb	18.692308	0	0	137	106	0	0	0	0	0	0	0	0	0	0
Il12b	18.692308	0	0	0	0	0	0	0	0	0	0	0	0	243	0
Gmps	18.692308	0	0	110	133	0	0	0	0	0	0	0	0	0	0
Chdh	18.692308	0	0	0	243	0	0	0	0	0	0	0	0	0	0
1810009A15Rik	18.692308	0	0	116	127	0	0	0	0	0	0	0	0	0	0
Slc7a5	18.615385	0	0	163	79	0	0	0	0	0	0	0	0	0	0
Slc25a47	18.615385	0	122	0	0	120	0	0	0	0	0	0	0	0	0
Rassf1	18.615385	0	0	101	0	0	0	0	0	0	0	0	0	141	0
Nckipsd	18.615385	0	0	0	0	0	94	0	0	0	0	0	0	148	0
Dzip1	18.615385	0	242	0	0	0	0	0	0	0	0	0	0	0	0
Adgrl1	18.615385	0	0	0	148	0	94	0	0	0	0	0	0	0	0
Tmem106a	18.538462	0	0	0	0	0	0	0	0	0	0	0	0	241	0
Oxa1l	18.538462	0	0	102	139	0	0	0	0	0	0	0	0	0	0
Mcm6	18.538462	0	0	0	88	0	0	0	0	0	0	0	0	153	0
Jrkl	18.538462	0	0	124	0	0	0	0	0	0	0	0	0	117	0
Igf2bp1	18.538462	0	241	0	0	0	0	0	0	0	0	0	0	0	0
Glul	18.538462	0	241	0	0	0	0	0	0	0	0	0	0	0	0
Erp27	18.538462	0	241	0	0	0	0	0	0	0	0	0	0	0	0
Dync1h1	18.538462	0	0	116	125	0	0	0	0	0	0	0	0	0	0
Ciz1	18.538462	0	0	120	121	0	0	0	0	0	0	0	0	0	0
Chmp1b	18.538462	0	0	150	0	91	0	0	0	0	0	0	0	0	0
Ccdc82	18.538462	0	0	124	0	0	0	0	0	0	0	0	0	117	0
Vps54	18.461538	0	0	0	0	0	0	0	0	0	0	0	0	240	0
Tpgs2	18.461538	0	0	0	0	0	0	0	0	0	0	0	0	240	0
Sprr2i	18.461538	0	240	0	0	0	0	0	0	0	0	0	0	0	0
Serpina11	18.461538	0	0	0	0	150	90	0	0	0	0	0	0	0	0
Pde4c	18.461538	0	0	0	0	0	0	0	0	0	0	89	0	151	0
Ngrn	18.461538	0	0	139	101	0	0	0	0	0	0	0	0	0	0
Mrm3	18.461538	0	0	133	107	0	0	0	0	0	0	0	0	0	0
Kremen2	18.461538	0	0	87	0	0	0	0	0	0	0	0	0	153	0
Gm3336	18.461538	0	0	0	0	0	0	0	0	0	0	89	0	151	0
Glod4	18.461538	0	0	133	107	0	0	0	0	0	0	0	0	0	0
Cdc14b	18.461538	0	0	131	0	109	0	0	0	0	0	0	0	0	0
Bahcc1	18.461538	0	0	115	125	0	0	0	0	0	0	0	0	0	0
AW554918	18.461538	0	0	0	0	0	0	0	0	0	0	0	0	240	0
Zfpm1	18.384615	0	0	239	0	0	0	0	0	0	0	0	0	0	0
Trafd1	18.384615	0	239	0	0	0	0	0	0	0	0	0	0	0	0
Tcp1	18.384615	0	0	151	88	0	0	0	0	0	0	0	0	0	0
Sec23b	18.384615	0	0	136	103	0	0	0	0	0	0	0	0	0	0
Rsad1	18.384615	0	0	0	0	0	0	0	0	0	0	0	0	239	0
Plekha7	18.384615	0	0	172	67	0	0	0	0	0	0	0	0	0	0
Pi4kb	18.384615	0	0	86	153	0	0	0	0	0	0	0	0	0	0
Pcmtd1	18.384615	0	0	145	94	0	0	0	0	0	0	0	0	0	0
Mrpl55	18.384615	0	0	0	0	0	0	0	0	0	0	0	0	239	0
Mrpl18	18.384615	0	0	151	88	0	0	0	0	0	0	0	0	0	0
Mmp12	18.384615	0	0	145	0	0	0	0	0	0	0	0	0	94	0
Cyp27b1	18.384615	0	0	113	126	0	0	0	0	0	0	0	0	0	0
Bnipl	18.384615	0	239	0	0	0	0	0	0	0	0	0	0	0	0
Zfp846	18.307692	0	0	109	129	0	0	0	0	0	0	0	0	0	0
Tmem266	18.307692	0	0	0	0	0	0	0	0	0	0	0	88	150	0
Rrp36	18.307692	0	0	98	140	0	0	0	0	0	0	0	0	0	0
Atxn1	18.307692	0	0	151	0	0	0	0	0	0	87	0	0	0	0
Agfg1	18.307692	0	238	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb5	18.230769	0	0	127	110	0	0	0	0	0	0	0	0	0	0
Tnrc6c	18.230769	0	0	88	149	0	0	0	0	0	0	0	0	0	0
Tmem203	18.230769	0	0	94	0	0	0	0	0	0	0	143	0	0	0
Rhox2f	18.230769	0	0	104	133	0	0	0	0	0	0	0	0	0	0
Ndor1	18.230769	0	0	94	0	0	0	0	0	0	0	143	0	0	0
Cfl1	18.230769	0	0	110	127	0	0	0	0	0	0	0	0	0	0
Bnip5	18.230769	0	0	127	110	0	0	0	0	0	0	0	0	0	0
Arl2	18.230769	0	0	141	96	0	0	0	0	0	0	0	0	0	0
Sf3b4	18.153846	0	0	86	150	0	0	0	0	0	0	0	0	0	0
Rtp4	18.153846	0	0	0	0	0	0	0	0	0	0	0	0	236	0
Pdxk	18.153846	0	0	118	118	0	0	0	0	0	0	0	0	0	0
Ndel1	18.153846	0	0	104	132	0	0	0	0	0	0	0	0	0	0
Inka1	18.153846	0	0	0	0	0	0	0	0	0	125	0	0	111	0
Gnaq	18.153846	0	236	0	0	0	0	0	0	0	0	0	0	0	0
E130309D02Rik	18.153846	0	0	124	112	0	0	0	0	0	0	0	0	0	0
Cic	18.153846	0	0	131	0	0	105	0	0	0	0	0	0	0	0
Capn9	18.153846	0	236	0	0	0	0	0	0	0	0	0	0	0	0
Agt	18.153846	0	236	0	0	0	0	0	0	0	0	0	0	0	0
Abcf1	18.153846	0	0	0	143	0	93	0	0	0	0	0	0	0	0
Tcte2	18.076923	0	0	143	92	0	0	0	0	0	0	0	0	0	0
Slc7a6	18.076923	0	101	0	134	0	0	0	0	0	0	0	0	0	0
Slc27a4	18.076923	0	0	129	106	0	0	0	0	0	0	0	0	0	0
Rttn	18.076923	0	0	91	144	0	0	0	0	0	0	0	0	0	0
Ppp2r3a	18.076923	0	0	122	113	0	0	0	0	0	0	0	0	0	0
Napa	18.076923	0	0	151	0	0	0	0	0	0	0	0	84	0	0
Commd7	18.076923	0	0	146	89	0	0	0	0	0	0	0	0	0	0
Cnih1	18.076923	0	0	162	73	0	0	0	0	0	0	0	0	0	0
Clcn5	18.076923	0	0	94	141	0	0	0	0	0	0	0	0	0	0
Cab39l	18.076923	0	0	84	0	0	0	0	0	0	0	0	0	151	0
Afdn	18.076923	0	0	143	92	0	0	0	0	0	0	0	0	0	0
Aasdh	18.076923	0	0	131	104	0	0	0	0	0	0	0	0	0	0
Zfp719	18.000000	0	0	0	0	0	0	0	0	0	0	0	109	125	0
Yy1	18.000000	0	0	161	73	0	0	0	0	0	0	0	0	0	0
Wdr4	18.000000	0	0	0	93	0	0	0	0	0	0	0	0	141	0
Tmem249	18.000000	0	0	109	125	0	0	0	0	0	0	0	0	0	0
Tapbpl	18.000000	0	0	102	132	0	0	0	0	0	0	0	0	0	0
Slc52a2	18.000000	0	0	109	125	0	0	0	0	0	0	0	0	0	0
Rpl34-ps1	18.000000	0	0	99	135	0	0	0	0	0	0	0	0	0	0
Rpl34	18.000000	0	0	99	135	0	0	0	0	0	0	0	0	0	0
Psmd12	18.000000	0	0	102	132	0	0	0	0	0	0	0	0	0	0
Mpc1	18.000000	0	0	93	141	0	0	0	0	0	0	0	0	0	0
Jarid2	18.000000	0	234	0	0	0	0	0	0	0	0	0	0	0	0
Hmgcr	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	234	0
Fbxl6	18.000000	0	0	109	125	0	0	0	0	0	0	0	0	0	0
Fasn	18.000000	0	0	123	111	0	0	0	0	0	0	0	0	0	0
Fam204a	18.000000	0	0	96	138	0	0	0	0	0	0	0	0	0	0
Egf	18.000000	0	0	135	0	99	0	0	0	0	0	0	0	0	0
Cpb1	18.000000	0	0	167	0	67	0	0	0	0	0	0	0	0	0
9430015G10Rik	18.000000	0	0	159	75	0	0	0	0	0	0	0	0	0	0
Trim58	17.923077	0	0	0	0	0	0	0	0	0	0	0	0	233	0
Tmx2	17.923077	0	0	121	112	0	0	0	0	0	0	0	0	0	0
Rcsd1	17.923077	0	0	0	0	0	0	0	0	0	0	0	0	233	0
Rae1	17.923077	0	0	98	135	0	0	0	0	0	0	0	0	0	0
Padi1	17.923077	0	0	126	107	0	0	0	0	0	0	0	0	0	0
Mprip	17.923077	0	233	0	0	0	0	0	0	0	0	0	0	0	0
Med19	17.923077	0	0	121	112	0	0	0	0	0	0	0	0	0	0
Map1s	17.923077	0	0	146	87	0	0	0	0	0	0	0	0	0	0
Lsm1	17.923077	0	0	133	0	100	0	0	0	0	0	0	0	0	0
Cnot3	17.923077	0	0	81	152	0	0	0	0	0	0	0	0	0	0
Cidea	17.923077	0	0	136	0	97	0	0	0	0	0	0	0	0	0
Bag4	17.923077	0	0	133	0	100	0	0	0	0	0	0	0	0	0
Zbtb39	17.846154	0	0	0	0	0	0	0	0	0	0	0	0	232	0
Rhebl1	17.846154	0	0	111	121	0	0	0	0	0	0	0	0	0	0
Pfkl	17.846154	0	0	119	113	0	0	0	0	0	0	0	0	0	0
Olfr457	17.846154	0	0	122	110	0	0	0	0	0	0	0	0	0	0
Memo1	17.846154	0	0	128	0	0	104	0	0	0	0	0	0	0	0
Man2a1	17.846154	0	232	0	0	0	0	0	0	0	0	0	0	0	0
Il1f10	17.846154	0	0	0	0	0	0	0	0	0	0	0	0	232	0
Gtf2a2	17.846154	0	0	0	232	0	0	0	0	0	0	0	0	0	0
Fam91a1	17.846154	0	0	124	108	0	0	0	0	0	0	0	0	0	0
4931408C20Rik	17.846154	0	0	0	0	0	0	0	0	0	0	101	131	0	0
Vmn2r86	17.769231	0	0	0	79	152	0	0	0	0	0	0	0	0	0
Pnrc2	17.769231	0	0	0	0	0	0	0	0	0	143	88	0	0	0
Pate2	17.769231	0	0	231	0	0	0	0	0	0	0	0	0	0	0
Olfr1358	17.769231	0	0	0	152	0	79	0	0	0	0	0	0	0	0
Galnt6	17.769231	0	0	0	0	0	0	0	0	0	0	130	0	101	0
Trp53bp1	17.692308	0	0	98	132	0	0	0	0	0	0	0	0	0	0
Trmt1	17.692308	0	0	117	0	113	0	0	0	0	0	0	0	0	0
Tmem185b	17.692308	0	0	114	0	0	116	0	0	0	0	0	0	0	0
Srp54a	17.692308	0	0	140	90	0	0	0	0	0	0	0	0	0	0
Rnaseh2b	17.692308	0	0	146	84	0	0	0	0	0	0	0	0	0	0
Pigu	17.692308	0	0	88	142	0	0	0	0	0	0	0	0	0	0
Nacc1	17.692308	0	0	117	0	113	0	0	0	0	0	0	0	0	0
Mospd3	17.692308	0	0	90	140	0	0	0	0	0	0	0	0	0	0
Klrk1	17.692308	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Ints7	17.692308	0	0	80	150	0	0	0	0	0	0	0	0	0	0
Gngt2	17.692308	0	0	0	0	0	0	0	0	0	0	0	117	113	0
Dtl	17.692308	0	0	80	150	0	0	0	0	0	0	0	0	0	0
Ccdc62	17.692308	0	0	115	115	0	0	0	0	0	0	0	0	0	0
Anpep	17.692308	0	0	0	0	0	0	0	0	0	0	0	60	170	0
Abi3	17.692308	0	0	0	0	0	0	0	0	0	0	0	117	113	0
Xpnpep3	17.615385	0	0	162	0	0	67	0	0	0	0	0	0	0	0
Vcpkmt	17.615385	0	0	120	109	0	0	0	0	0	0	0	0	0	0
Syf2	17.615385	0	0	82	147	0	0	0	0	0	0	0	0	0	0
St13	17.615385	0	0	162	0	0	67	0	0	0	0	0	0	0	0
Slc7a7	17.615385	0	229	0	0	0	0	0	0	0	0	0	0	0	0
Slc40a1	17.615385	0	0	148	81	0	0	0	0	0	0	0	0	0	0
Rwdd2b	17.615385	0	0	102	0	127	0	0	0	0	0	0	0	0	0
Pth2	17.615385	0	0	0	0	0	0	0	0	0	0	0	107	122	0
Pot1a	17.615385	0	0	0	0	0	0	0	0	0	0	116	0	113	0
Oma1	17.615385	0	229	0	0	0	0	0	0	0	0	0	0	0	0
Ogfod3	17.615385	0	0	119	110	0	0	0	0	0	0	0	0	0	0
Nup93	17.615385	0	146	0	83	0	0	0	0	0	0	0	0	0	0
Hexdc	17.615385	0	0	119	110	0	0	0	0	0	0	0	0	0	0
Grina	17.615385	0	0	0	0	0	0	0	0	0	0	0	0	229	0
Gfy	17.615385	0	0	0	0	0	0	0	0	0	0	0	107	122	0
Crtap	17.615385	0	0	0	0	0	0	0	0	0	0	0	97	132	0
Chac2	17.615385	0	0	131	98	0	0	0	0	0	0	0	0	0	0
Ywhaz	17.538462	0	0	0	99	0	0	0	0	0	0	0	0	129	0
Vcam1	17.538462	0	0	93	0	135	0	0	0	0	0	0	0	0	0
Tmem62	17.538462	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Tmem216	17.538462	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Serp1	17.538462	0	0	86	142	0	0	0	0	0	0	0	0	0	0
H2-Q9	17.538462	0	0	104	124	0	0	0	0	0	0	0	0	0	0
H2-Q7	17.538462	0	0	104	124	0	0	0	0	0	0	0	0	0	0
Entpd5	17.538462	0	0	128	100	0	0	0	0	0	0	0	0	0	0
Eif2a	17.538462	0	0	86	142	0	0	0	0	0	0	0	0	0	0
Bend3	17.538462	0	0	96	0	0	0	0	0	0	0	0	0	132	0
Bbof1	17.538462	0	0	128	100	0	0	0	0	0	0	0	0	0	0
Abcf3	17.538462	0	0	92	136	0	0	0	0	0	0	0	0	0	0
Wnt4	17.461538	0	0	0	227	0	0	0	0	0	0	0	0	0	0
Vamp1	17.461538	0	0	115	112	0	0	0	0	0	0	0	0	0	0
Usp18	17.461538	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Ubl5	17.461538	0	0	133	94	0	0	0	0	0	0	0	0	0	0
Srpr	17.461538	0	0	0	85	0	0	0	0	0	0	0	0	142	0
Rabgap1l	17.461538	0	0	0	0	0	0	0	0	0	0	0	0	227	0
Foxred1	17.461538	0	0	0	85	0	0	0	0	0	0	0	0	142	0
Foxp4	17.461538	0	0	102	0	0	125	0	0	0	0	0	0	0	0
Fbxl12	17.461538	0	0	133	94	0	0	0	0	0	0	0	0	0	0
a	17.384615	0	115	111	0	0	0	0	0	0	0	0	0	0	0
Unc5c	17.384615	0	226	0	0	0	0	0	0	0	0	0	0	0	0
Trpd52l3	17.384615	0	226	0	0	0	0	0	0	0	0	0	0	0	0
Tinf2	17.384615	0	0	147	79	0	0	0	0	0	0	0	0	0	0
Sac3d1	17.384615	0	0	226	0	0	0	0	0	0	0	0	0	0	0
Mtss2	17.384615	0	226	0	0	0	0	0	0	0	0	0	0	0	0
Mmp3	17.384615	0	0	0	118	108	0	0	0	0	0	0	0	0	0
Mki67	17.384615	0	0	0	119	0	0	0	0	0	0	0	107	0	0
Drap1	17.384615	0	0	120	106	0	0	0	0	0	0	0	0	0	0
Dph6	17.384615	0	0	124	102	0	0	0	0	0	0	0	0	0	0
Cfap97	17.384615	0	169	0	57	0	0	0	0	0	0	0	0	0	0
Akr1c18	17.384615	0	226	0	0	0	0	0	0	0	0	0	0	0	0
AI837181	17.384615	0	0	120	106	0	0	0	0	0	0	0	0	0	0
Zfp512	17.307692	0	0	0	0	0	0	0	0	0	0	0	0	225	0
Trim7	17.307692	0	0	0	0	0	0	0	0	0	0	0	225	0	0
Smarce1	17.307692	0	0	102	123	0	0	0	0	0	0	0	0	0	0
Slc11a2	17.307692	0	0	0	0	0	0	0	0	0	0	0	96	129	0
Rcn1	17.307692	0	0	89	136	0	0	0	0	0	0	0	0	0	0
Rbis	17.307692	0	0	116	109	0	0	0	0	0	0	0	0	0	0
Pmvk	17.307692	0	103	64	58	0	0	0	0	0	0	0	0	0	0
Pknox1	17.307692	0	0	120	105	0	0	0	0	0	0	0	0	0	0
Map4k5	17.307692	0	166	59	0	0	0	0	0	0	0	0	0	0	0
Gm13288	17.307692	0	0	93	0	0	132	0	0	0	0	0	0	0	0
Dntt	17.307692	0	0	0	100	0	0	0	0	0	0	0	0	125	0
Ddx41	17.307692	0	0	130	95	0	0	0	0	0	0	0	0	0	0
Cryge	17.307692	0	225	0	0	0	0	0	0	0	0	0	0	0	0
Coil	17.307692	0	0	114	111	0	0	0	0	0	0	0	0	0	0
Brd7	17.307692	0	149	76	0	0	0	0	0	0	0	0	0	0	0
BC048671	17.307692	0	225	0	0	0	0	0	0	0	0	0	0	0	0
Acbd5	17.307692	0	0	144	81	0	0	0	0	0	0	0	0	0	0
2610318N02Rik	17.307692	0	0	0	0	0	0	0	0	0	106	0	0	119	0
Zfp750	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Timm21	17.230769	0	0	135	89	0	0	0	0	0	0	0	0	0	0
Rnf34	17.230769	0	0	118	0	0	0	0	0	0	0	0	106	0	0
Phf11b	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Nr2f6	17.230769	0	0	114	110	0	0	0	0	0	0	0	0	0	0
Nceh1	17.230769	0	0	102	122	0	0	0	0	0	0	0	0	0	0
Lzts3	17.230769	0	0	0	0	97	127	0	0	0	0	0	0	0	0
Laptm5	17.230769	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Fbxo15	17.230769	0	0	135	89	0	0	0	0	0	0	0	0	0	0
Emx2	17.230769	0	224	0	0	0	0	0	0	0	0	0	0	0	0
1110038F14Rik	17.230769	0	0	86	0	138	0	0	0	0	0	0	0	0	0
Wnt2b	17.153846	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Nop14	17.153846	0	0	117	106	0	0	0	0	0	0	0	0	0	0
Il12a	17.153846	0	0	0	0	0	0	0	0	0	0	0	0	223	0
Higd1a	17.153846	0	0	120	103	0	0	0	0	0	0	0	0	0	0
Grk4	17.153846	0	0	117	106	0	0	0	0	0	0	0	0	0	0
Gramd3	17.153846	0	0	131	92	0	0	0	0	0	0	0	0	0	0
Gm10509	17.153846	0	0	81	0	142	0	0	0	0	0	0	0	0	0
Dennd5a	17.153846	0	0	0	0	0	0	0	0	0	0	0	106	117	0
Arhgap9	17.153846	0	0	0	0	0	0	0	0	0	0	0	122	101	0
Wfs1	17.076923	0	0	124	98	0	0	0	0	0	0	0	0	0	0
Sox21	17.076923	0	0	0	81	0	0	0	0	0	0	0	0	141	0
Prrg2	17.076923	0	0	0	95	0	127	0	0	0	0	0	0	0	0
Phactr4	17.076923	0	0	77	145	0	0	0	0	0	0	0	0	0	0
Nosip	17.076923	0	0	0	95	0	127	0	0	0	0	0	0	0	0
Mtmr2	17.076923	0	0	109	113	0	0	0	0	0	0	0	0	0	0
Mmp2	17.076923	0	222	0	0	0	0	0	0	0	0	0	0	0	0
Igf1r	17.076923	0	0	127	95	0	0	0	0	0	0	0	0	0	0
Fignl1	17.076923	0	0	0	69	0	0	0	0	0	0	0	0	153	0
Tmco1	17.000000	0	0	0	125	0	96	0	0	0	0	0	0	0	0
Spire2	17.000000	0	0	90	131	0	0	0	0	0	0	0	0	0	0
Socs3	17.000000	0	0	92	129	0	0	0	0	0	0	0	0	0	0
Phf20l1	17.000000	0	0	108	113	0	0	0	0	0	0	0	0	0	0
Pcdh1	17.000000	0	0	82	139	0	0	0	0	0	0	0	0	0	0
P3h4	17.000000	0	0	115	106	0	0	0	0	0	0	0	0	0	0
Map3k2	17.000000	0	221	0	0	0	0	0	0	0	0	0	0	0	0
Lepr	17.000000	0	221	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp10	17.000000	0	0	115	106	0	0	0	0	0	0	0	0	0	0
Dusp23	17.000000	0	0	0	96	0	0	0	0	0	0	0	0	125	0
Cdk17	17.000000	0	102	0	0	0	0	0	0	0	0	0	0	119	0
C1rl	17.000000	0	75	0	0	0	0	0	0	0	0	0	0	146	0
Armc2	17.000000	0	221	0	0	0	0	0	0	0	0	0	0	0	0
9430069I07Rik	17.000000	0	0	0	0	0	0	0	0	108	0	0	0	113	0
Zzz3	16.923077	0	0	107	113	0	0	0	0	0	0	0	0	0	0
Zfp777	16.923077	0	0	0	0	0	0	0	0	0	0	0	0	220	0
Ppp2cb	16.923077	0	0	86	134	0	0	0	0	0	0	0	0	0	0
Hlf	16.923077	0	0	0	130	0	90	0	0	0	0	0	0	0	0
Hcfc1	16.923077	0	0	0	82	0	0	0	0	0	0	0	0	138	0
Fam227a	16.923077	0	0	123	97	0	0	0	0	0	0	0	0	0	0
Cby1	16.923077	0	0	123	97	0	0	0	0	0	0	0	0	0	0
Camta1	16.923077	0	0	131	89	0	0	0	0	0	0	0	0	0	0
Bmi1	16.923077	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Aff4	16.923077	0	0	109	111	0	0	0	0	0	0	0	0	0	0
Znrd1as	16.846154	0	0	63	156	0	0	0	0	0	0	0	0	0	0
Znrd1	16.846154	0	0	63	156	0	0	0	0	0	0	0	0	0	0
Zmiz2	16.846154	0	0	0	0	0	0	0	0	0	0	0	105	114	0
Wdr60	16.846154	0	0	91	128	0	0	0	0	0	0	0	0	0	0
Tmx3	16.846154	0	0	0	0	0	0	0	0	0	0	0	112	107	0
Timm10	16.846154	0	0	116	103	0	0	0	0	0	0	0	0	0	0
Smtnl1	16.846154	0	0	116	103	0	0	0	0	0	0	0	0	0	0
Shbg	16.846154	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Scand1	16.846154	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Sat2	16.846154	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Rgs11	16.846154	0	0	105	114	0	0	0	0	0	0	0	0	0	0
Ppm1g	16.846154	0	0	116	103	0	0	0	0	0	0	0	0	0	0
Pdia2	16.846154	0	0	105	114	0	0	0	0	0	0	0	0	0	0
Kif2c	16.846154	0	0	131	88	0	0	0	0	0	0	0	0	0	0
Cnbd2	16.846154	0	0	0	0	0	0	0	0	0	0	0	0	219	0
Arhgdig	16.846154	0	0	105	114	0	0	0	0	0	0	0	0	0	0
1700013G24Rik	16.846154	0	0	102	117	0	0	0	0	0	0	0	0	0	0
Slc15a4	16.769231	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Sema3g	16.769231	0	0	99	119	0	0	0	0	0	0	0	0	0	0
Sell	16.769231	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Rpl18a	16.769231	0	0	105	113	0	0	0	0	0	0	0	0	0	0
Rab19	16.769231	0	133	0	85	0	0	0	0	0	0	0	0	0	0
Lamtor3	16.769231	0	0	87	0	0	0	0	0	0	0	0	131	0	0
Fbxo22	16.769231	0	0	125	93	0	0	0	0	0	0	0	0	0	0
Fblim1	16.769231	0	0	0	0	0	0	0	0	0	0	0	89	129	0
Drd1	16.769231	0	218	0	0	0	0	0	0	0	0	0	0	0	0
Bach1	16.769231	0	0	92	126	0	0	0	0	0	0	0	0	0	0
Washc5	16.692308	0	0	0	123	94	0	0	0	0	0	0	0	0	0
Trim21	16.692308	0	0	0	0	0	0	0	0	0	0	0	0	217	0
Topbp1	16.692308	0	0	129	0	0	88	0	0	0	0	0	0	0	0
Tnk1	16.692308	0	0	112	105	0	0	0	0	0	0	0	0	0	0
Rufy1	16.692308	0	0	0	113	0	0	0	0	0	0	0	0	104	0
Pgp	16.692308	0	0	111	106	0	0	0	0	0	0	0	0	0	0
Pak1ip1	16.692308	0	0	104	113	0	0	0	0	0	0	0	0	0	0
Nsmce2	16.692308	0	0	0	123	94	0	0	0	0	0	0	0	0	0
Cpa6	16.692308	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Bricd5	16.692308	0	0	111	106	0	0	0	0	0	0	0	0	0	0
Tiprl	16.615385	0	0	0	95	121	0	0	0	0	0	0	0	0	0
Rpl21	16.615385	0	0	126	0	90	0	0	0	0	0	0	0	0	0
Rbm43	16.615385	0	0	83	133	0	0	0	0	0	0	0	0	0	0
Pde6b	16.615385	0	0	216	0	0	0	0	0	0	0	0	0	0	0
Oxtr	16.615385	0	0	0	121	95	0	0	0	0	0	0	0	0	0
Epha1	16.615385	0	216	0	0	0	0	0	0	0	0	0	0	0	0
Abhd8	16.615385	0	0	101	115	0	0	0	0	0	0	0	0	0	0
4933411K16Rik	16.615385	0	216	0	0	0	0	0	0	0	0	0	0	0	0
Zfp281	16.538462	0	0	0	93	0	0	0	0	0	0	0	0	122	0
Secisbp2l	16.538462	0	0	117	0	98	0	0	0	0	0	0	0	0	0
Pgap6	16.538462	0	0	0	140	0	75	0	0	0	0	0	0	0	0
Ms4a15	16.538462	0	215	0	0	0	0	0	0	0	0	0	0	0	0
Krtap3-3	16.538462	0	215	0	0	0	0	0	0	0	0	0	0	0	0
Krtap3-2	16.538462	0	215	0	0	0	0	0	0	0	0	0	0	0	0
Ccnt2	16.538462	0	0	84	0	0	0	0	0	0	0	0	131	0	0
Zfp335	16.461538	0	0	107	107	0	0	0	0	0	0	0	0	0	0
Zfp131	16.461538	0	0	0	0	0	0	0	0	0	62	0	152	0	0
Ttc30a1	16.461538	0	214	0	0	0	0	0	0	0	0	0	0	0	0
Trpv3	16.461538	0	0	124	90	0	0	0	0	0	0	0	0	0	0
Tmem243	16.461538	0	0	103	111	0	0	0	0	0	0	0	0	0	0
Tatdn3	16.461538	0	0	127	87	0	0	0	0	0	0	0	0	0	0
Smim15	16.461538	0	214	0	0	0	0	0	0	0	0	0	0	0	0
Prdx3	16.461538	0	0	131	83	0	0	0	0	0	0	0	0	0	0
Nsl1	16.461538	0	0	127	87	0	0	0	0	0	0	0	0	0	0
