Target_genes	Myb|Average	SRX8737398|Bone_Marrow_Cells	SRX3889819|Embryonic_liver	SRX3889820|Embryonic_liver	SRX140366|MEL	SRX884094|MLL-AF9_leukemic_cell	SRX884095|MLL-AF9_leukemic_cell	STRING
Hcar2	19.000000	0	0	0	0	114	0	0
Fbxw8	19.000000	0	0	0	0	114	0	0
Eml4	19.000000	0	0	0	114	0	0	0
Dnah7a	19.000000	114	0	0	0	0	0	0
Dcaf12	19.000000	0	0	0	114	0	0	0
Bcl9	19.000000	0	0	0	114	0	0	0
Akap5	19.000000	114	0	0	0	0	0	0
Actr1a	19.000000	0	0	0	114	0	0	0
Tnk2	18.833333	0	0	0	113	0	0	0
Tmem216	18.833333	0	0	0	113	0	0	0
Tmem161a	18.833333	0	0	0	0	113	0	0
Tmem131	18.833333	0	0	0	113	0	0	0
Tmem108	18.833333	0	0	0	0	113	0	0
Srp9	18.833333	0	0	0	0	113	0	0
Spag6l	18.833333	113	0	0	0	0	0	0
Socs7	18.833333	0	0	0	113	0	0	0
Smox	18.833333	113	0	0	0	0	0	0
Slc4a9	18.833333	0	0	0	0	113	0	0
Slc25a37	18.833333	0	0	0	0	113	0	0
Sbk2	18.833333	0	0	0	0	0	113	0
S100a5	18.833333	0	0	0	113	0	0	0
S100a4	18.833333	0	0	0	113	0	0	0
S100a3	18.833333	0	0	0	113	0	0	0
Rpusd4	18.833333	113	0	0	0	0	0	0
Rpl15	18.833333	0	0	0	0	113	0	0
Pde4c	18.833333	0	0	0	0	113	0	0
Pdcd1lg2	18.833333	0	0	0	0	113	0	0
Nkiras1	18.833333	0	0	0	0	113	0	0
Itgb7	18.833333	0	0	0	113	0	0	0
Ift52	18.833333	0	0	0	0	113	0	0
Gm3336	18.833333	0	0	0	0	113	0	0
Galntl5	18.833333	0	0	0	0	113	0	0
Fbxo27	18.833333	113	0	0	0	0	0	0
Fam118b	18.833333	113	0	0	0	0	0	0
Chd8	18.833333	0	0	0	113	0	0	0
Chchd5	18.833333	0	0	0	113	0	0	0
Cacnb3	18.833333	0	0	0	113	0	0	0
Zfp949	18.666667	0	0	0	0	112	0	0
Zfp865	18.666667	0	0	0	112	0	0	0
Zfp141	18.666667	0	0	0	112	0	0	0
Zcchc9	18.666667	0	0	0	112	0	0	0
Zc3h12a	18.666667	0	0	0	112	0	0	0
Zbtb38	18.666667	0	0	0	112	0	0	0
Wwc2	18.666667	0	0	0	112	0	0	0
Vps37c	18.666667	112	0	0	0	0	0	0
Umps	18.666667	0	0	0	112	0	0	0
Ubac2	18.666667	0	0	0	112	0	0	0
Ttc29	18.666667	0	0	0	112	0	0	0
Traf7	18.666667	0	0	0	112	0	0	0
Sgip1	18.666667	0	0	0	112	0	0	0
Rsad2	18.666667	0	0	0	0	112	0	0
Rnf31	18.666667	112	0	0	0	0	0	0
Rab26	18.666667	0	0	0	112	0	0	0
Rab14	18.666667	0	0	0	112	0	0	0
Pik3ap1	18.666667	112	0	0	0	0	0	0
Pakap	18.666667	0	0	0	112	0	0	0
Nectin1	18.666667	0	0	0	112	0	0	0
Ndufv2	18.666667	0	0	0	112	0	0	0
Nbea	18.666667	0	0	0	112	0	0	0
Napa	18.666667	0	0	0	0	112	0	0
Mthfd1l	18.666667	112	0	0	0	0	0	0
Msi1	18.666667	0	0	0	112	0	0	0
Mest	18.666667	0	0	0	112	0	0	0
Maco1	18.666667	112	0	0	0	0	0	0
Itgb2	18.666667	0	0	0	112	0	0	0
Hadhb	18.666667	0	0	0	0	112	0	0
Hadha	18.666667	0	0	0	0	112	0	0
Gbp9	18.666667	112	0	0	0	0	0	0
Fcrla	18.666667	0	0	0	112	0	0	0
Fbxl14	18.666667	112	0	0	0	0	0	0
Fam168a	18.666667	0	0	0	0	112	0	0
Epop	18.666667	0	0	0	112	0	0	0
Dbnl	18.666667	0	0	0	0	112	0	0
Cst3	18.666667	0	0	0	112	0	0	0
Cetn3	18.666667	0	0	0	112	0	0	0
Cep152	18.666667	0	0	0	112	0	0	0
Cdk9	18.666667	0	0	0	0	112	0	0
Atg4d	18.666667	0	0	0	112	0	0	0
Armc5	18.666667	0	0	0	112	0	0	0
Ahsa2	18.666667	0	0	0	112	0	0	0
9130023H24Rik	18.666667	0	0	0	112	0	0	0
1700067K01Rik	18.666667	0	0	0	112	0	0	0
Zfp493	18.500000	0	0	0	0	111	0	0
Wdfy4	18.500000	0	0	0	0	111	0	0
Vps37d	18.500000	0	0	0	0	111	0	0
Utp6	18.500000	0	0	0	111	0	0	0
Unc5b	18.500000	0	0	0	0	111	0	0
Umodl1	18.500000	0	0	0	0	111	0	0
Txndc15	18.500000	0	0	0	0	111	0	0
Trnp1	18.500000	0	0	0	0	111	0	0
Tomm40	18.500000	0	0	0	111	0	0	0
Tmem39b	18.500000	0	0	0	0	111	0	0
Tmem38b	18.500000	0	0	0	0	111	0	0
Tmem19	18.500000	0	0	0	0	111	0	0
Stra8	18.500000	0	0	0	0	111	0	0
Stk11ip	18.500000	0	0	0	0	111	0	0
Slc24a3	18.500000	0	0	0	0	111	0	0
Sgf29	18.500000	0	0	0	0	111	0	0
Sft2d1	18.500000	0	0	0	111	0	0	0
Rtp2	18.500000	0	0	0	0	111	0	0
Rsl1	18.500000	0	0	0	0	111	0	0
Rnf4	18.500000	0	0	0	111	0	0	0
Rgcc	18.500000	0	0	0	0	111	0	0
Rab2a	18.500000	0	0	0	0	111	0	0
Psmd9	18.500000	0	0	0	111	0	0	0
Pfkp	18.500000	0	0	0	111	0	0	0
Mybph	18.500000	0	0	0	0	111	0	0
Ly6k	18.500000	0	0	0	111	0	0	0
Irf2	18.500000	0	0	0	111	0	0	0
Iqsec3	18.500000	0	0	0	0	111	0	0
Igsf5	18.500000	0	0	0	0	111	0	0
Ift22	18.500000	0	0	0	0	111	0	0
Eln	18.500000	0	0	0	0	111	0	0
Eif2ak3	18.500000	0	0	0	0	111	0	0
Dtx1	18.500000	0	0	0	0	111	0	0
Dtnbp1	18.500000	0	0	0	0	111	0	0
Dgke	18.500000	0	0	0	111	0	0	0
Ddx21	18.500000	0	0	0	0	111	0	0
Ctxn1	18.500000	0	0	0	0	111	0	0
Atp6v1h	18.500000	0	0	0	0	111	0	0
Atad3a	18.500000	0	0	0	0	111	0	0
Art3	18.500000	0	0	0	111	0	0	0
Ajm1	18.500000	0	0	0	0	111	0	0
Ahdc1	18.500000	0	0	0	0	111	0	0
Abtb1	18.500000	111	0	0	0	0	0	0
9930111J21Rik1	18.500000	0	0	0	0	111	0	0
Zfp971	18.333333	0	0	0	110	0	0	0
Vps36	18.333333	0	0	0	0	110	0	0
Ube2k	18.333333	110	0	0	0	0	0	0
Tsga10	18.333333	0	0	0	0	110	0	0
Sik2	18.333333	0	0	0	0	110	0	0
Sh3pxd2a	18.333333	0	0	0	0	110	0	0
Rp9	18.333333	0	0	0	110	0	0	0
Prg4	18.333333	0	0	0	0	110	0	0
Niban3	18.333333	0	0	0	0	110	0	0
Mphosph8	18.333333	0	0	0	110	0	0	0
Kdm1a	18.333333	0	0	0	0	110	0	0
Entpd5	18.333333	0	0	0	110	0	0	0
Dnal4	18.333333	0	0	0	0	110	0	0
Dhrs4	18.333333	0	0	0	0	110	0	0
Dcun1d4	18.333333	0	0	0	110	0	0	0
Cep350	18.333333	0	0	0	110	0	0	0
Ccr5	18.333333	0	0	0	0	110	0	0
Cbx1	18.333333	0	0	0	110	0	0	0
Bcat2	18.333333	0	0	0	110	0	0	0
Bbof1	18.333333	0	0	0	110	0	0	0
Arpc1a	18.333333	0	0	0	110	0	0	0
Armcx1	18.333333	110	0	0	0	0	0	0
Agfg1	18.333333	0	0	0	0	110	0	0
2010003K11Rik	18.333333	0	0	0	0	110	0	0
Zfp768	18.166667	109	0	0	0	0	0	0
Wfdc16	18.166667	0	0	0	109	0	0	0
Usp9x	18.166667	0	0	0	109	0	0	0
Tmem95	18.166667	0	0	0	0	109	0	0
Tmed4	18.166667	0	0	0	0	109	0	0
Tgfb3	18.166667	0	0	0	0	109	0	0
Tcf25	18.166667	0	0	0	0	109	0	0
Tbc1d2	18.166667	109	0	0	0	0	0	0
Srpr	18.166667	0	0	0	0	109	0	0
Slc35e2	18.166667	0	0	0	109	0	0	0
Sec14l5	18.166667	0	0	0	0	109	0	0
Sdha	18.166667	0	0	0	0	109	0	0
Rnf151	18.166667	0	0	0	0	109	0	0
Psmd11	18.166667	0	0	0	109	0	0	0
Polr3g	18.166667	0	0	0	109	0	0	0
Pgm2	18.166667	0	0	0	109	0	0	0
Pafah1b1	18.166667	0	0	0	109	0	0	0
Mblac2	18.166667	0	0	0	109	0	0	0
Marveld1	18.166667	0	0	0	109	0	0	0
Klhl3	18.166667	109	0	0	0	0	0	0
Igsf8	18.166667	0	0	0	109	0	0	0
Ift43	18.166667	0	0	0	0	109	0	0
Gm9733	18.166667	0	0	0	0	109	0	0
Gm5165	18.166667	0	0	0	109	0	0	0
Foxred1	18.166667	0	0	0	0	109	0	0
Fkbp4	18.166667	0	0	0	109	0	0	0
Dynlt3	18.166667	0	0	0	109	0	0	0
Dipk2a	18.166667	0	0	0	109	0	0	0
Ddhd1	18.166667	0	0	109	0	0	0	0
Cox8a	18.166667	0	0	0	109	0	0	0
Cers5	18.166667	0	0	0	109	0	0	0
Ccdc194	18.166667	0	0	0	0	109	0	0
Ccdc127	18.166667	0	0	0	0	109	0	0
Auh	18.166667	109	0	0	0	0	0	0
Zranb1	18.000000	108	0	0	0	0	0	0
Zfp472	18.000000	0	0	0	108	0	0	0
Wif1	18.000000	0	0	0	108	0	0	0
Usp40	18.000000	0	0	0	108	0	0	0
Trmt6	18.000000	0	0	0	0	108	0	0
Tigar	18.000000	0	0	0	108	0	0	0
Slf1	18.000000	0	0	0	108	0	0	0
Slc35b2	18.000000	0	0	0	108	0	0	0
Slc25a38	18.000000	0	0	0	108	0	0	0
Rrp36	18.000000	0	0	0	108	0	0	0
Rps27l	18.000000	0	0	0	0	108	0	0
Prxl2c	18.000000	108	0	0	0	0	0	0
Pnpla8	18.000000	108	0	0	0	0	0	0
Pcif1	18.000000	0	0	0	0	108	0	0
Mydgf	18.000000	0	0	0	0	108	0	0
Mtpap	18.000000	0	0	0	108	0	0	0
Mical1	18.000000	0	0	0	108	0	0	0
Mcm8	18.000000	0	0	0	0	108	0	0
Hnrnph2	18.000000	0	0	0	108	0	0	0
Gm5148	18.000000	0	0	0	108	0	0	0
Gla	18.000000	0	0	0	108	0	0	0
Eif4ebp2	18.000000	0	0	0	0	108	0	0
Eif3l	18.000000	0	0	0	108	0	0	0
Chuk	18.000000	0	0	0	108	0	0	0
Chmp2b	18.000000	0	0	0	108	0	0	0
Cfd	18.000000	0	0	0	0	108	0	0
Btg1	18.000000	0	0	0	0	108	0	0
Baz1a	18.000000	0	0	0	108	0	0	0
Akap13	18.000000	108	0	0	0	0	0	0
Ahnak2	18.000000	0	0	0	108	0	0	0
Actr2	18.000000	0	0	0	108	0	0	0
2210408I21Rik	18.000000	0	0	0	108	0	0	0
Znrf2	17.833333	0	0	0	107	0	0	0
Wdr43	17.833333	0	0	0	107	0	0	0
Thg1l	17.833333	0	0	0	107	0	0	0
Synj2bp	17.833333	0	0	0	107	0	0	0
Stpg1	17.833333	0	0	0	107	0	0	0
Slc12a4	17.833333	0	0	0	107	0	0	0
Ska3	17.833333	0	0	0	107	0	0	0
Selenos	17.833333	0	0	0	107	0	0	0
Rexo4	17.833333	0	0	0	0	107	0	0
Rabepk	17.833333	107	0	0	0	0	0	0
Pxmp2	17.833333	0	0	0	0	107	0	0
Ptms	17.833333	0	0	0	0	107	0	0
Pole	17.833333	0	0	0	0	107	0	0
Phospho1	17.833333	0	0	0	107	0	0	0
Phlda1	17.833333	0	0	0	0	107	0	0
Npr1	17.833333	0	0	0	0	107	0	0
Nipal3	17.833333	0	0	0	107	0	0	0
Mrpl57	17.833333	0	0	0	107	0	0	0
Mink1	17.833333	0	0	0	0	107	0	0
Mideas	17.833333	107	0	0	0	0	0	0
Med11	17.833333	0	0	0	107	0	0	0
Limd1	17.833333	0	0	107	0	0	0	0
Hibch	17.833333	0	0	0	107	0	0	0
Gm38999	17.833333	0	0	0	0	107	0	0
Gm20498	17.833333	0	0	0	107	0	0	0
Gfm1	17.833333	0	0	0	107	0	0	0
Fnbp4	17.833333	0	0	0	107	0	0	0
Dusp16	17.833333	107	0	0	0	0	0	0
Coq7	17.833333	0	0	0	0	107	0	0
Cmss1	17.833333	0	0	0	0	107	0	0
Ccl4	17.833333	0	0	0	0	107	0	0
Zdhhc6	17.666667	0	0	0	106	0	0	0
Wdr1	17.666667	0	0	0	106	0	0	0
Vti1a	17.666667	0	0	0	106	0	0	0
Uba2	17.666667	0	0	0	106	0	0	0
Tafa3	17.666667	0	0	0	0	106	0	0
Sema6c	17.666667	0	0	0	106	0	0	0
Selenow	17.666667	0	0	0	106	0	0	0
Sec61a2	17.666667	0	0	0	0	106	0	0
Ptprs	17.666667	106	0	0	0	0	0	0
Psmb4	17.666667	0	0	0	106	0	0	0
Ppm1j	17.666667	0	0	0	0	106	0	0
Madd	17.666667	106	0	0	0	0	0	0
Ifnlr1	17.666667	106	0	0	0	0	0	0
Hipk3	17.666667	106	0	0	0	0	0	0
Herc4	17.666667	0	0	0	0	106	0	0
Glyat	17.666667	0	0	0	0	106	0	0
Gclc	17.666667	0	0	0	106	0	0	0
Fkbp1a	17.666667	0	0	0	0	106	0	0
Fbxl18	17.666667	0	0	0	106	0	0	0
Fam161a	17.666667	0	0	0	106	0	0	0
Elp6	17.666667	0	0	0	0	106	0	0
Dmac1	17.666667	0	0	0	0	106	0	0
Cstf2	17.666667	106	0	0	0	0	0	0
Crebzf	17.666667	0	0	0	0	106	0	0
Clic6	17.666667	0	0	0	106	0	0	0
Atl3	17.666667	0	0	0	106	0	0	0
Ankrd26	17.666667	0	0	0	106	0	0	0
Zfp78	17.500000	0	105	0	0	0	0	0
Tpm4	17.500000	0	0	0	0	105	0	0
Tomm6	17.500000	0	0	0	105	0	0	0
Tmem126a	17.500000	0	0	0	105	0	0	0
Them4	17.500000	0	0	0	0	105	0	0
Tbl2	17.500000	105	0	0	0	0	0	0
Sra1	17.500000	0	0	0	0	105	0	0
Siah2	17.500000	0	0	0	0	105	0	0
Scamp2	17.500000	0	0	0	105	0	0	0
Sapcd2	17.500000	0	0	0	105	0	0	0
Rps10	17.500000	0	0	0	0	105	0	0
Rnaseh1	17.500000	0	0	0	0	105	0	0
Rhbdf2	17.500000	0	0	0	105	0	0	0
Rab27a	17.500000	0	0	0	0	105	0	0
Prkrip1	17.500000	0	0	0	0	105	0	0
Pnrc1	17.500000	0	0	0	105	0	0	0
Pigbos1	17.500000	0	0	0	0	105	0	0
Pigb	17.500000	0	0	0	0	105	0	0
Fiz1	17.500000	105	0	0	0	0	0	0
Exosc8	17.500000	0	0	0	105	0	0	0
Dph6	17.500000	0	0	0	105	0	0	0
Crtc1	17.500000	0	0	0	0	105	0	0
Bcor	17.500000	0	0	0	105	0	0	0
BC005537	17.500000	105	0	0	0	0	0	0
Arhgef18	17.500000	0	0	0	105	0	0	0
Alg5	17.500000	0	0	0	105	0	0	0
Alcam	17.500000	0	0	0	0	105	0	0
Acss1	17.500000	0	0	0	105	0	0	0
Aarsd1	17.500000	0	0	0	105	0	0	0
Ythdf2	17.333333	0	0	0	104	0	0	0
Tmbim6	17.333333	0	0	0	104	0	0	0
Tex19.2	17.333333	0	0	0	104	0	0	0
Tceal9	17.333333	0	0	0	104	0	0	0
Spo11	17.333333	104	0	0	0	0	0	0
Snx14	17.333333	0	0	0	104	0	0	0
Rpl36a	17.333333	0	0	0	104	0	0	0
Ppp1cb	17.333333	0	0	0	104	0	0	0
Polr2f	17.333333	0	0	0	0	104	0	0
Olfr692	17.333333	0	0	0	0	104	0	0
Nkx3-2	17.333333	0	0	0	104	0	0	0
Hsdl1	17.333333	0	0	0	0	104	0	0
Gm5901	17.333333	0	0	0	0	104	0	0
Gm29797	17.333333	0	0	0	0	104	0	0
Eif2s1	17.333333	0	0	0	104	0	0	0
Dnaaf1	17.333333	0	0	0	0	104	0	0
Celf5	17.333333	0	0	0	104	0	0	0
Cebpg	17.333333	0	0	0	104	0	0	0
Ccdc82	17.333333	0	0	0	104	0	0	0
Calr3	17.333333	0	0	0	0	104	0	0
Btk	17.333333	0	0	0	104	0	0	0
Atp6v1d	17.333333	0	0	0	104	0	0	0
Adsl	17.333333	0	0	0	0	104	0	0
1700088E04Rik	17.333333	0	0	0	0	104	0	0
1700030K09Rik	17.333333	0	0	0	0	104	0	0
Zfp853	17.166667	103	0	0	0	0	0	0
Zfp771	17.166667	103	0	0	0	0	0	0
Zfp511	17.166667	0	0	0	0	103	0	0
Usp2	17.166667	0	0	0	0	103	0	0
Ube2q1	17.166667	103	0	0	0	0	0	0
Tubgcp2	17.166667	0	0	0	0	103	0	0
Tmem230	17.166667	0	0	0	0	103	0	0
Tkt	17.166667	0	0	0	103	0	0	0
Thnsl1	17.166667	0	0	0	0	103	0	0
Stn1	17.166667	0	0	0	103	0	0	0
Stk17b	17.166667	103	0	0	0	0	0	0
Slc39a7	17.166667	0	0	0	0	103	0	0
Slc19a1	17.166667	0	0	0	0	103	0	0
Sgsm1	17.166667	103	0	0	0	0	0	0
Rxrb	17.166667	0	0	0	0	103	0	0
Rdh12	17.166667	0	0	0	0	103	0	0
Phldb3	17.166667	0	0	0	0	103	0	0
Pcx	17.166667	0	0	0	103	0	0	0
Miip	17.166667	0	0	0	103	0	0	0
Map7	17.166667	0	0	0	0	103	0	0
H2-Ke6	17.166667	0	0	0	0	103	0	0
Gls	17.166667	0	0	0	103	0	0	0
Gcc2	17.166667	0	0	0	0	103	0	0
Fv1	17.166667	0	0	0	103	0	0	0
Enkur	17.166667	0	0	0	0	103	0	0
Dbx1	17.166667	103	0	0	0	0	0	0
Cycs	17.166667	0	0	0	0	103	0	0
Cox5b	17.166667	0	0	0	103	0	0	0
Atad2b	17.166667	0	0	0	0	103	0	0
Ap5z1	17.166667	0	0	0	103	0	0	0
Zik1	17.000000	0	0	0	0	102	0	0
Zfp970	17.000000	0	0	0	102	0	0	0
Zfp33b	17.000000	0	0	0	0	102	0	0
Yipf6	17.000000	0	0	0	0	102	0	0
Virma	17.000000	0	0	0	102	0	0	0
Txndc2	17.000000	0	0	0	102	0	0	0
Ttc8	17.000000	0	0	0	0	102	0	0
Tmem189	17.000000	0	0	0	0	102	0	0
Tmem163	17.000000	0	0	0	0	102	0	0
Tmem14a	17.000000	0	0	0	0	102	0	0
Thoc2	17.000000	0	0	0	102	0	0	0
Slc32a1	17.000000	0	0	0	102	0	0	0
Rpn1	17.000000	0	0	0	0	102	0	0
Rpl17	17.000000	0	0	0	0	102	0	0
Rnf113a1	17.000000	0	0	0	102	0	0	0
Rmi2	17.000000	0	0	0	102	0	0	0
Rgs16	17.000000	0	0	0	0	102	0	0
Rbck1	17.000000	0	0	0	0	102	0	0
Prdm2	17.000000	0	0	0	0	102	0	0
Pdzd3	17.000000	0	0	0	102	0	0	0
Olfr315	17.000000	0	0	0	102	0	0	0
Olfr314	17.000000	0	0	0	102	0	0	0
Oas1e	17.000000	0	0	0	0	102	0	0
Ndufa1	17.000000	0	0	0	102	0	0	0
Ncf2	17.000000	0	0	0	102	0	0	0
Mtg2	17.000000	0	0	0	102	0	0	0
Mettl17	17.000000	0	0	0	102	0	0	0
Hpx	17.000000	0	0	0	0	102	0	0
Gpr25	17.000000	0	0	0	102	0	0	0
Gm5820	17.000000	0	0	0	0	102	0	0
Fam243	17.000000	0	0	0	0	102	0	0
Emd	17.000000	0	0	0	0	102	0	0
Elk1	17.000000	0	0	0	102	0	0	0
Dynlrb2	17.000000	0	0	0	0	102	0	0
Drosha	17.000000	0	0	0	0	102	0	0
Dhx34	17.000000	0	0	0	102	0	0	0
Depdc5	17.000000	0	0	0	102	0	0	0
Defb48	17.000000	0	0	0	102	0	0	0
Dagla	17.000000	0	0	0	0	102	0	0
Clcc1	17.000000	0	0	0	0	102	0	0
Clba1	17.000000	0	0	0	102	0	0	0
Cfl2	17.000000	0	0	0	102	0	0	0
Brd4	17.000000	0	0	0	0	102	0	0
Atp8b5	17.000000	0	0	0	102	0	0	0
Asah1	17.000000	0	0	0	0	102	0	0
Arhgef7	17.000000	0	0	0	0	102	0	0
Ankrd22	17.000000	102	0	0	0	0	0	0
Ammecr1l	17.000000	0	0	0	102	0	0	0
Alg1	17.000000	0	0	0	0	102	0	0
Adam21	17.000000	0	0	0	102	0	0	0
6030458C11Rik	17.000000	0	0	0	0	102	0	0
Zfp85	16.833333	0	0	0	0	101	0	0
Zeb2	16.833333	0	0	0	101	0	0	0
Xpo7	16.833333	0	101	0	0	0	0	0
Traf3ip2	16.833333	101	0	0	0	0	0	0
Tlcd1	16.833333	0	0	0	101	0	0	0
Syvn1	16.833333	101	0	0	0	0	0	0
Susd1	16.833333	0	0	0	101	0	0	0
Spg11	16.833333	0	0	0	0	101	0	0
Skp2	16.833333	0	0	0	101	0	0	0
Ska2	16.833333	0	0	0	101	0	0	0
Scoc	16.833333	0	0	0	101	0	0	0
Rb1	16.833333	0	0	0	101	0	0	0
Prr11	16.833333	0	0	0	101	0	0	0
Prkra	16.833333	0	0	0	101	0	0	0
Nudt8	16.833333	0	0	0	0	101	0	0
Nfkbia	16.833333	0	0	0	0	101	0	0
Nek8	16.833333	0	0	0	101	0	0	0
Lmbrd2	16.833333	0	0	0	101	0	0	0
Kif16b	16.833333	0	0	0	101	0	0	0
Ireb2	16.833333	0	0	0	0	101	0	0
Inip	16.833333	0	0	0	0	101	0	0
H2-Eb1	16.833333	0	0	0	0	101	0	0
Gpr171	16.833333	0	0	0	0	101	0	0
Gcdh	16.833333	0	0	0	0	101	0	0
Gabpa	16.833333	0	0	0	101	0	0	0
Doc2g	16.833333	0	0	0	0	101	0	0
Dnajc18	16.833333	0	0	0	0	101	0	0
Dbr1	16.833333	0	0	0	101	0	0	0
Atxn7l2	16.833333	0	0	0	101	0	0	0
Atp6ap2	16.833333	0	0	0	101	0	0	0
Atp5j	16.833333	0	0	0	101	0	0	0
Ablim2	16.833333	0	0	0	0	101	0	0
AB124611	16.833333	0	0	0	101	0	0	0
3110040N11Rik	16.833333	0	0	0	0	101	0	0
Zfp239	16.666667	0	0	0	0	100	0	0
Xylt1	16.666667	0	0	0	100	0	0	0
Tnfrsf25	16.666667	0	100	0	0	0	0	0
Tmem208	16.666667	0	0	0	0	100	0	0
Slu7	16.666667	0	0	0	100	0	0	0
Rps20	16.666667	0	0	0	0	100	0	0
Rpl14	16.666667	0	100	0	0	0	0	0
Reps1	16.666667	0	0	0	0	100	0	0
Rec114	16.666667	0	0	0	100	0	0	0
Rab9	16.666667	0	0	0	100	0	0	0
Nsmce3	16.666667	0	0	0	100	0	0	0
Nphp4	16.666667	0	0	0	0	100	0	0
Naa20	16.666667	0	0	0	0	100	0	0
Lrrc29	16.666667	0	0	0	0	100	0	0
Jagn1	16.666667	0	0	0	0	100	0	0
Gbp3	16.666667	0	0	0	100	0	0	0
Exosc10	16.666667	100	0	0	0	0	0	0
Cd69	16.666667	0	0	0	0	100	0	0
Ccin	16.666667	0	0	0	0	100	0	0
Ccdc66	16.666667	0	0	0	100	0	0	0
Zranb2	16.500000	0	0	0	0	99	0	0
Zfp787	16.500000	0	0	0	99	0	0	0
Vkorc1	16.500000	0	0	0	0	99	0	0
Usp1	16.500000	0	0	0	99	0	0	0
Ube2i	16.500000	99	0	0	0	0	0	0
Tnfrsf18	16.500000	0	0	0	0	0	99	0
Them6	16.500000	0	0	0	99	0	0	0
Sycn	16.500000	99	0	0	0	0	0	0
Rab17	16.500000	0	0	0	0	99	0	0
Prss53	16.500000	0	0	0	0	99	0	0
Pgam2	16.500000	0	0	0	99	0	0	0
Pde3b	16.500000	0	0	0	99	0	0	0
Lbh	16.500000	0	0	0	0	99	0	0
Igsf6	16.500000	0	0	0	0	99	0	0
Fut7	16.500000	99	0	0	0	0	0	0
Akna	16.500000	99	0	0	0	0	0	0
Tgoln2	16.333333	0	0	0	98	0	0	0
Tgoln1	16.333333	0	0	0	98	0	0	0
Taok1	16.333333	0	0	0	98	0	0	0
Stx6	16.333333	0	0	0	0	98	0	0
Spring1	16.333333	0	0	0	0	98	0	0
Slc37a3	16.333333	98	0	0	0	0	0	0
Rsph9	16.333333	0	0	0	0	98	0	0
Rnft2	16.333333	0	0	0	0	98	0	0
Rab19	16.333333	98	0	0	0	0	0	0
Ppat	16.333333	0	0	0	0	98	0	0
Pigx	16.333333	0	0	0	0	98	0	0
Paics	16.333333	0	0	0	0	98	0	0
Mri1	16.333333	0	0	0	98	0	0	0
Klra2	16.333333	0	0	0	0	98	0	0
Inf2	16.333333	0	0	0	98	0	0	0
Hat1	16.333333	0	0	0	0	98	0	0
Dpf3	16.333333	0	0	0	98	0	0	0
Cep19	16.333333	0	0	0	0	98	0	0
Cdpf1	16.333333	0	0	0	0	98	0	0
Btbd6	16.333333	0	0	0	0	98	0	0
Actg1	16.333333	0	0	0	98	0	0	0
A930007A09Rik	16.333333	0	0	0	0	98	0	0
4931408C20Rik	16.333333	0	0	0	98	0	0	0
Zfp672	16.166667	0	0	0	0	97	0	0
Usp34	16.166667	97	0	0	0	0	0	0
Trem1	16.166667	0	0	0	0	97	0	0
Tmem52b	16.166667	0	0	0	0	97	0	0
Sh3bp5l	16.166667	0	0	0	0	97	0	0
S1pr2	16.166667	0	0	0	97	0	0	0
Rnf38	16.166667	97	0	0	0	0	0	0
Phf14	16.166667	0	0	0	0	97	0	0
Ndufa6	16.166667	0	0	0	97	0	0	0
Ndufa4	16.166667	0	0	0	0	97	0	0
Jpt1	16.166667	0	0	0	0	97	0	0
Ifitm5	16.166667	0	0	0	97	0	0	0
Ifitm2	16.166667	0	0	0	97	0	0	0
Etfrf1	16.166667	0	0	0	0	97	0	0
Dym	16.166667	0	0	0	0	97	0	0
Cd1d1	16.166667	0	0	0	0	97	0	0
Casc1	16.166667	0	0	0	0	97	0	0
Armc9	16.166667	0	0	0	0	97	0	0
Aif1	16.166667	0	0	0	0	97	0	0
Abca13	16.166667	0	0	0	0	97	0	0
4930550C14Rik	16.166667	0	0	0	0	97	0	0
Washc4	16.000000	0	0	0	96	0	0	0
Ubn1	16.000000	96	0	0	0	0	0	0
Uba3	16.000000	0	0	0	96	0	0	0
Terf2ip	16.000000	0	0	0	0	96	0	0
Tbkbp1	16.000000	0	0	0	0	96	0	0
Sowahc	16.000000	96	0	0	0	0	0	0
Slc1a4	16.000000	96	0	0	0	0	0	0
Septin10	16.000000	96	0	0	0	0	0	0
Rbm15b	16.000000	0	0	0	96	0	0	0
Psmd4	16.000000	0	0	0	96	0	0	0
Plk1	16.000000	0	0	0	96	0	0	0
Pigh	16.000000	0	0	0	0	96	0	0
Pdss2	16.000000	0	0	0	0	96	0	0
Olfr1378	16.000000	96	0	0	0	0	0	0
Mrps2	16.000000	0	0	0	0	96	0	0
Manf	16.000000	0	0	0	96	0	0	0
Lrp12	16.000000	0	0	0	0	96	0	0
Kars	16.000000	0	0	0	0	96	0	0
Glyr1	16.000000	96	0	0	0	0	0	0
Eif3c	16.000000	0	0	0	0	96	0	0
Eif2d	16.000000	0	0	0	96	0	0	0
Depdc1a	16.000000	0	0	0	96	0	0	0
Ctnnb1	16.000000	0	0	0	96	0	0	0
Camsap2	16.000000	0	0	0	96	0	0	0
B3galnt2	16.000000	0	0	0	0	96	0	0
Arl6ip5	16.000000	0	0	0	96	0	0	0
Ankle1	16.000000	0	0	0	0	96	0	0
Aff2	16.000000	0	0	0	0	96	0	0
1700007K13Rik	16.000000	0	0	0	0	96	0	0
Zkscan5	15.833333	0	0	0	95	0	0	0
