Target_genes	Nfix|Average	SRX7895562|Cerebellum_neural_progenitors	SRX7895563|Cerebellum_neural_progenitors	SRX10118211|HPC5	SRX10118213|HPC5	SRX10118215|HPC5	SRX10118216|HPC5	STRING
Zfp346	16.166667	0	0	97	0	0	0	0
Zcrb1	16.166667	0	0	97	0	0	0	0
Wdr5	16.166667	0	0	0	0	97	0	0
Vps18	16.166667	0	0	97	0	0	0	0
Usp28	16.166667	0	97	0	0	0	0	0
Uimc1	16.166667	0	0	97	0	0	0	0
Tulp4	16.166667	0	97	0	0	0	0	0
Tpmt	16.166667	0	0	97	0	0	0	0
Tmem106c	16.166667	0	0	97	0	0	0	0
Sugct	16.166667	0	97	0	0	0	0	0
Stmn1	16.166667	0	97	0	0	0	0	0
Stil	16.166667	0	97	0	0	0	0	0
Shprh	16.166667	0	0	97	0	0	0	0
Scap	16.166667	0	0	97	0	0	0	0
Rbm26	16.166667	0	0	97	0	0	0	0
Pphln1	16.166667	0	0	97	0	0	0	0
Pomgnt2	16.166667	0	97	0	0	0	0	0
Pisd	16.166667	0	0	97	0	0	0	0
Pdcd7	16.166667	0	97	0	0	0	0	0
Orai1	16.166667	0	97	0	0	0	0	0
Opa3	16.166667	0	0	97	0	0	0	0
Ndufa12	16.166667	0	0	97	0	0	0	0
Mt2	16.166667	0	0	97	0	0	0	0
Mplkip	16.166667	0	97	0	0	0	0	0
Mphosph9	16.166667	0	0	0	0	97	0	0
Leprot	16.166667	0	97	0	0	0	0	0
Lactb	16.166667	0	0	97	0	0	0	0
Kif5b	16.166667	0	97	0	0	0	0	0
Kdm1b	16.166667	0	0	97	0	0	0	0
Kcna3	16.166667	0	0	97	0	0	0	0
Hdhd2	16.166667	0	97	0	0	0	0	0
Guca2a	16.166667	0	97	0	0	0	0	0
Gtpbp8	16.166667	0	0	97	0	0	0	0
Fnbp4	16.166667	0	0	0	0	97	0	0
Dut	16.166667	0	97	0	0	0	0	0
Dapk3	16.166667	0	0	97	0	0	0	0
Btbd1	16.166667	0	0	97	0	0	0	0
Atp10d	16.166667	0	0	97	0	0	0	0
Arid1b	16.166667	0	0	97	0	0	0	0
Adcy9	16.166667	0	0	97	0	0	0	0
2810006K23Rik	16.166667	0	0	0	0	97	0	0
2300009A05Rik	16.166667	0	0	97	0	0	0	0
Zc3h14	16.000000	0	0	96	0	0	0	0
Ypel3	16.000000	0	0	96	0	0	0	0
Tspan17	16.000000	0	0	96	0	0	0	0
Trip4	16.000000	0	0	96	0	0	0	0
Tgfbr3	16.000000	0	96	0	0	0	0	0
Tgfbr1	16.000000	0	96	0	0	0	0	0
Tecpr2	16.000000	0	0	0	0	96	0	0
Tbx6	16.000000	0	0	96	0	0	0	0
Sptbn4	16.000000	0	0	0	0	96	0	0
Slc35g1	16.000000	0	0	96	0	0	0	0
Setmar	16.000000	0	0	0	0	96	0	0
Sec63	16.000000	0	0	96	0	0	0	0
Rreb1	16.000000	0	0	0	0	96	0	0
Rb1cc1	16.000000	0	0	96	0	0	0	0
Rabl2	16.000000	0	0	96	0	0	0	0
Pym1	16.000000	0	0	96	0	0	0	0
Ppp3ca	16.000000	0	0	96	0	0	0	0
Ppp1r12b	16.000000	0	96	0	0	0	0	0
Ppp1r12a	16.000000	0	0	96	0	0	0	0
Plekha1	16.000000	0	0	0	0	96	0	0
Pld3	16.000000	0	0	96	0	0	0	0
Phc3	16.000000	0	96	0	0	0	0	0
Nrbf2	16.000000	0	0	96	0	0	0	0
Myo16	16.000000	0	96	0	0	0	0	0
Mtfr1l	16.000000	0	0	96	0	0	0	0
Mrps9	16.000000	0	96	0	0	0	0	0
Marchf1	16.000000	0	96	0	0	0	0	0
Lhfp	16.000000	0	96	0	0	0	0	0
Kctd2	16.000000	0	96	0	0	0	0	0
Itga6	16.000000	0	0	96	0	0	0	0
Iqgap1	16.000000	0	0	96	0	0	0	0
Inpp5e	16.000000	0	0	96	0	0	0	0
Grm8	16.000000	0	0	0	0	96	0	0
Ggt1	16.000000	0	0	96	0	0	0	0
Dgka	16.000000	0	0	96	0	0	0	0
Cyp7b1	16.000000	0	96	0	0	0	0	0
Ctbs	16.000000	0	0	96	0	0	0	0
Csnk1g1	16.000000	0	0	96	0	0	0	0
Csf1r	16.000000	0	0	96	0	0	0	0
Cry1	16.000000	0	0	96	0	0	0	0
Cinp	16.000000	0	0	0	0	96	0	0
Chchd3	16.000000	0	0	96	0	0	0	0
Ccnh	16.000000	0	0	96	0	0	0	0
Blvrb	16.000000	0	0	0	0	96	0	0
Atp5h	16.000000	0	96	0	0	0	0	0
Arl10	16.000000	0	0	0	0	96	0	0
Ankrd13d	16.000000	0	0	96	0	0	0	0
Adpgk	16.000000	0	0	96	0	0	0	0
2310022A10Rik	16.000000	0	0	96	0	0	0	0
Zfp689	15.833333	0	95	0	0	0	0	0
Yeats2	15.833333	0	0	0	0	95	0	0
Ybey	15.833333	0	0	95	0	0	0	0
Tspan4	15.833333	0	0	95	0	0	0	0
Tmem39b	15.833333	0	0	95	0	0	0	0
Tk1	15.833333	0	0	95	0	0	0	0
Tex10	15.833333	0	0	95	0	0	0	0
Taf13	15.833333	0	95	0	0	0	0	0
Srpk1	15.833333	0	0	0	0	95	0	0
Smpd5	15.833333	0	0	0	0	95	0	0
Slc16a13	15.833333	0	95	0	0	0	0	0
Slc12a9	15.833333	0	95	0	0	0	0	0
Sirpb1a	15.833333	0	0	95	0	0	0	0
Sgpp2	15.833333	0	95	0	0	0	0	0
Sass6	15.833333	0	95	0	0	0	0	0
Rfng	15.833333	0	0	95	0	0	0	0
Raph1	15.833333	0	95	0	0	0	0	0
Polr2l	15.833333	0	0	95	0	0	0	0
Pcyt1a	15.833333	0	0	95	0	0	0	0
Nrarp	15.833333	0	0	0	0	95	0	0
Nfe2l1	15.833333	0	0	0	0	95	0	0
Morc3	15.833333	0	0	95	0	0	0	0
Mcm3ap	15.833333	0	0	95	0	0	0	0
Kif16b	15.833333	0	0	95	0	0	0	0
Jade2	15.833333	0	0	95	0	0	0	0
Ift22	15.833333	0	0	95	0	0	0	0
Hnrnpa1l2-ps2	15.833333	0	95	0	0	0	0	0
Hint3	15.833333	0	0	0	0	95	0	0
H1f10	15.833333	0	95	0	0	0	0	0
Gps1	15.833333	0	0	95	0	0	0	0
Gm42517	15.833333	0	0	95	0	0	0	0
Far1	15.833333	0	95	0	0	0	0	0
Emc7	15.833333	0	0	95	0	0	0	0
Eif4e	15.833333	0	0	95	0	0	0	0
Dpy19l3	15.833333	0	0	0	0	95	0	0
Dnph1	15.833333	0	0	0	0	95	0	0
Dnmt1	15.833333	0	0	95	0	0	0	0
Cstf2	15.833333	0	0	95	0	0	0	0
Cnnm4	15.833333	0	0	95	0	0	0	0
Chrdl2	15.833333	0	95	0	0	0	0	0
Ccsap	15.833333	0	0	95	0	0	0	0
Afmid	15.833333	0	0	95	0	0	0	0
Abcb10	15.833333	0	0	0	0	95	0	0
Znrf3	15.666667	0	0	94	0	0	0	0
Zfp568	15.666667	0	0	94	0	0	0	0
Zfp146	15.666667	0	94	0	0	0	0	0
Wdfy1	15.666667	0	0	94	0	0	0	0
Ubxn4	15.666667	0	0	94	0	0	0	0
Uba6	15.666667	0	0	0	0	94	0	0
Timm10b	15.666667	0	0	94	0	0	0	0
Thap11	15.666667	0	0	94	0	0	0	0
Tent2	15.666667	0	0	94	0	0	0	0
Tal1	15.666667	0	0	94	0	0	0	0
Spef1	15.666667	0	0	0	0	94	0	0
Slc25a22	15.666667	0	94	0	0	0	0	0
Sike1	15.666667	0	0	94	0	0	0	0
Rbm6	15.666667	0	0	94	0	0	0	0
Rabepk	15.666667	0	94	0	0	0	0	0
Ptges3	15.666667	0	0	94	0	0	0	0
Primpol	15.666667	0	0	94	0	0	0	0
Ppp1r16a	15.666667	0	0	94	0	0	0	0
Plod1	15.666667	0	0	0	0	94	0	0
Pdp2	15.666667	0	0	0	0	94	0	0
Pdcd5	15.666667	0	0	94	0	0	0	0
Pak1ip1	15.666667	0	0	94	0	0	0	0
Nt5c	15.666667	0	0	94	0	0	0	0
Naa60	15.666667	0	0	94	0	0	0	0
Mettl18	15.666667	0	0	94	0	0	0	0
Mccc1	15.666667	0	0	94	0	0	0	0
Maml1	15.666667	0	0	94	0	0	0	0
Khdc4	15.666667	0	0	0	0	94	0	0
Hnrnpa3	15.666667	0	0	94	0	0	0	0
Hivep2	15.666667	0	94	0	0	0	0	0
Hipk3	15.666667	0	0	94	0	0	0	0
Gstp2	15.666667	0	94	0	0	0	0	0
Gm5796	15.666667	0	94	0	0	0	0	0
Foxh1	15.666667	0	0	94	0	0	0	0
Fos	15.666667	0	94	0	0	0	0	0
Elof1	15.666667	0	94	0	0	0	0	0
Dyrk2	15.666667	0	0	94	0	0	0	0
Depdc5	15.666667	0	0	94	0	0	0	0
Dennd2d	15.666667	0	0	0	0	94	0	0
Ctla2b	15.666667	0	0	94	0	0	0	0
Cenpt	15.666667	0	0	94	0	0	0	0
Cenpc1	15.666667	0	94	0	0	0	0	0
Cend1	15.666667	0	94	0	0	0	0	0
Casp3	15.666667	0	0	94	0	0	0	0
Btbd10	15.666667	0	0	94	0	0	0	0
Bclaf1	15.666667	0	0	94	0	0	0	0
BC055324	15.666667	0	0	94	0	0	0	0
Avl9	15.666667	0	0	94	0	0	0	0
Arfip2	15.666667	0	0	94	0	0	0	0
2510039O18Rik	15.666667	0	0	0	0	94	0	0
Zfp207	15.500000	0	93	0	0	0	0	0
Zbtb18	15.500000	0	93	0	0	0	0	0
Ubr7	15.500000	0	0	93	0	0	0	0
Ubr5	15.500000	0	0	93	0	0	0	0
Tubgcp5	15.500000	0	0	93	0	0	0	0
Tpst2	15.500000	0	93	0	0	0	0	0
Tmem30a	15.500000	0	0	93	0	0	0	0
Tbc1d9	15.500000	0	0	93	0	0	0	0
Slc35a5	15.500000	0	0	93	0	0	0	0
Rufy1	15.500000	0	0	0	0	93	0	0
Rps14	15.500000	0	0	93	0	0	0	0
Ralgapb	15.500000	0	93	0	0	0	0	0
Ptpn12	15.500000	0	93	0	0	0	0	0
Ptgr2	15.500000	0	0	93	0	0	0	0
Prkrip1	15.500000	0	0	93	0	0	0	0
Ppp1r27	15.500000	0	0	93	0	0	0	0
Parva	15.500000	0	93	0	0	0	0	0
Parp2	15.500000	0	0	0	0	93	0	0
Nupr1l	15.500000	0	0	0	0	93	0	0
Nup62	15.500000	0	0	93	0	0	0	0
Ncbp2	15.500000	0	0	93	0	0	0	0
Med26	15.500000	0	0	0	0	93	0	0
Mcrip1	15.500000	0	0	93	0	0	0	0
Magi3	15.500000	0	93	0	0	0	0	0
Kpna4	15.500000	0	0	93	0	0	0	0
Il4i1b	15.500000	0	0	93	0	0	0	0
Gon7	15.500000	0	0	93	0	0	0	0
Gm20604	15.500000	0	0	93	0	0	0	0
Galr2	15.500000	0	93	0	0	0	0	0
Fancl	15.500000	0	0	93	0	0	0	0
Eya3	15.500000	0	0	93	0	0	0	0
Dnajb5	15.500000	0	0	93	0	0	0	0
Dclre1b	15.500000	0	0	93	0	0	0	0
Dcaf10	15.500000	0	0	93	0	0	0	0
Chd4	15.500000	0	0	0	0	93	0	0
Ccz1	15.500000	0	0	93	0	0	0	0
Cct5	15.500000	0	0	0	0	93	0	0
Camta1	15.500000	0	0	93	0	0	0	0
Bptf	15.500000	0	0	93	0	0	0	0
B3galt1	15.500000	0	93	0	0	0	0	0
Atpsckmt	15.500000	0	0	0	0	93	0	0
Atg3	15.500000	0	0	93	0	0	0	0
Atf5	15.500000	0	0	93	0	0	0	0
Arf4	15.500000	0	93	0	0	0	0	0
Apba1	15.500000	0	93	0	0	0	0	0
Ap4b1	15.500000	0	0	93	0	0	0	0
AU041133	15.500000	0	0	93	0	0	0	0
1700008O03Rik	15.500000	0	0	93	0	0	0	0
0610012G03Rik	15.500000	0	0	93	0	0	0	0
Zfp941	15.333333	0	92	0	0	0	0	0
Zfp560	15.333333	0	92	0	0	0	0	0
Zfp316	15.333333	0	0	92	0	0	0	0
Zfp1	15.333333	0	0	92	0	0	0	0
Zfand2a	15.333333	0	92	0	0	0	0	0
Wdr45b	15.333333	0	92	0	0	0	0	0
Trrap	15.333333	0	92	0	0	0	0	0
Trmt11	15.333333	0	92	0	0	0	0	0
Trappc4	15.333333	0	92	0	0	0	0	0
Tmem183a	15.333333	0	0	92	0	0	0	0
Tmem150c	15.333333	0	92	0	0	0	0	0
Sumf2	15.333333	0	0	0	0	92	0	0
Stx18	15.333333	0	92	0	0	0	0	0
Spon2	15.333333	0	92	0	0	0	0	0
Spata5l1	15.333333	0	0	92	0	0	0	0
Slc1a2	15.333333	0	92	0	0	0	0	0
Slc15a4	15.333333	0	92	0	0	0	0	0
Sh3glb2	15.333333	0	0	92	0	0	0	0
Sec23a	15.333333	0	92	0	0	0	0	0
Rwdd3	15.333333	0	0	92	0	0	0	0
Rtn3	15.333333	0	0	92	0	0	0	0
Rps25	15.333333	0	92	0	0	0	0	0
Rprd2	15.333333	0	92	0	0	0	0	0
Rmc1	15.333333	0	0	92	0	0	0	0
Ric8a	15.333333	0	0	92	0	0	0	0
Rep15	15.333333	92	0	0	0	0	0	0
Pstpip1	15.333333	0	0	92	0	0	0	0
Ppm1k	15.333333	0	92	0	0	0	0	0
Plekhm1	15.333333	0	0	0	0	92	0	0
Pitpnm1	15.333333	0	92	0	0	0	0	0
Pdcd6ip	15.333333	0	0	0	0	92	0	0
Ogt	15.333333	0	92	0	0	0	0	0
Nxt1	15.333333	0	0	92	0	0	0	0
Mydgf	15.333333	0	0	92	0	0	0	0
Mob2	15.333333	0	0	92	0	0	0	0
Miga2	15.333333	0	0	92	0	0	0	0
Lhx9	15.333333	0	92	0	0	0	0	0
Ldah	15.333333	0	92	0	0	0	0	0
Iws1	15.333333	0	0	92	0	0	0	0
Itpkc	15.333333	0	92	0	0	0	0	0
H1f8	15.333333	0	92	0	0	0	0	0
Gpsm1	15.333333	0	92	0	0	0	0	0
Gm3285	15.333333	0	92	0	0	0	0	0
Gemin2	15.333333	0	92	0	0	0	0	0
Fam199x	15.333333	0	92	0	0	0	0	0
Fam110b	15.333333	0	92	0	0	0	0	0
Exoc7	15.333333	0	0	0	0	92	0	0
Dph5	15.333333	0	92	0	0	0	0	0
Desi2	15.333333	0	0	92	0	0	0	0
Crtap	15.333333	0	0	92	0	0	0	0
Coq8b	15.333333	0	92	0	0	0	0	0
Cops9	15.333333	0	92	0	0	0	0	0
Commd10	15.333333	0	0	92	0	0	0	0
Cdk2ap2	15.333333	0	92	0	0	0	0	0
Cdc37	15.333333	0	0	92	0	0	0	0
Casd1	15.333333	0	0	0	0	92	0	0
C2cd2l	15.333333	0	0	92	0	0	0	0
Bet1l	15.333333	0	0	92	0	0	0	0
Atoh7	15.333333	0	92	0	0	0	0	0
Arglu1	15.333333	0	0	92	0	0	0	0
Arf1	15.333333	0	0	92	0	0	0	0
Adra1b	15.333333	0	92	0	0	0	0	0
Abat	15.333333	0	92	0	0	0	0	0
2310011J03Rik	15.333333	0	0	0	0	92	0	0
Wnt10a	15.166667	0	0	91	0	0	0	0
Wdr48	15.166667	0	0	91	0	0	0	0
Usp33	15.166667	0	0	0	0	91	0	0
Upf3a	15.166667	0	91	0	0	0	0	0
Ufc1	15.166667	0	91	0	0	0	0	0
Ttpa	15.166667	0	0	91	0	0	0	0
Ttc9	15.166667	0	91	0	0	0	0	0
Trip13	15.166667	0	0	91	0	0	0	0
Trim3	15.166667	0	0	91	0	0	0	0
Tmem126a	15.166667	0	91	0	0	0	0	0
Samd4b	15.166667	0	91	0	0	0	0	0
Rsph14	15.166667	0	91	0	0	0	0	0
Rab36	15.166667	0	91	0	0	0	0	0
Prr14l	15.166667	0	0	91	0	0	0	0
Pigg	15.166667	0	0	91	0	0	0	0
Pctp	15.166667	0	0	91	0	0	0	0
Nol3	15.166667	0	0	91	0	0	0	0
Nmnat3	15.166667	0	0	91	0	0	0	0
Nemp1	15.166667	0	0	91	0	0	0	0
Nek6	15.166667	0	91	0	0	0	0	0
Myl12a	15.166667	0	0	91	0	0	0	0
Mctp1	15.166667	0	0	0	0	91	0	0
Mamstr	15.166667	0	0	91	0	0	0	0
Jmy	15.166667	0	0	91	0	0	0	0
Isoc1	15.166667	0	0	91	0	0	0	0
Hdac5	15.166667	0	0	0	0	91	0	0
Grb2	15.166667	0	0	0	0	91	0	0
Gmfg	15.166667	0	91	0	0	0	0	0
Fancd2os	15.166667	0	0	91	0	0	0	0
Dhodh	15.166667	0	0	91	0	0	0	0
Cnot3	15.166667	0	0	91	0	0	0	0
Cmtm6	15.166667	0	91	0	0	0	0	0
Bub1b	15.166667	0	0	91	0	0	0	0
Brk1	15.166667	0	0	91	0	0	0	0
Brd9	15.166667	0	0	91	0	0	0	0
Blvra	15.166667	0	0	0	0	91	0	0
Birc3	15.166667	0	0	91	0	0	0	0
Zhx3	15.000000	0	90	0	0	0	0	0
Vcpip1	15.000000	0	90	0	0	0	0	0
Unc13d	15.000000	0	0	0	0	90	0	0
Ulk4	15.000000	0	0	90	0	0	0	0
Txndc17	15.000000	0	0	90	0	0	0	0
Tubgcp3	15.000000	0	0	90	0	0	0	0
Trp53bp2	15.000000	0	90	0	0	0	0	0
Tigd2	15.000000	0	0	90	0	0	0	0
Tac4	15.000000	0	0	90	0	0	0	0
Spice1	15.000000	0	0	90	0	0	0	0
Spata17	15.000000	0	0	90	0	0	0	0
Slc20a1	15.000000	0	0	90	0	0	0	0
Sirt2	15.000000	0	0	0	0	90	0	0
Sfi1	15.000000	0	0	90	0	0	0	0
Sf3b5	15.000000	0	0	90	0	0	0	0
Sec61a1	15.000000	0	0	90	0	0	0	0
Rpusd2	15.000000	0	0	0	0	90	0	0
Rbm8a	15.000000	0	0	90	0	0	0	0
Rbm18	15.000000	0	0	0	0	90	0	0
Psma4	15.000000	0	0	90	0	0	0	0
Prodh	15.000000	0	0	90	0	0	0	0
Ppp1r2	15.000000	0	0	90	0	0	0	0
Nfkbib	15.000000	0	0	0	0	90	0	0
Mrtfb	15.000000	0	0	0	0	90	0	0
Mrrf	15.000000	0	0	0	0	90	0	0
Mogs	15.000000	0	0	90	0	0	0	0
Mfsd10	15.000000	0	0	0	0	90	0	0
Lrrc8c	15.000000	0	0	90	0	0	0	0
Ift52	15.000000	0	0	90	0	0	0	0
Ice1	15.000000	0	90	0	0	0	0	0
Gpatch2	15.000000	0	0	90	0	0	0	0
Gmnn	15.000000	0	0	90	0	0	0	0
Fntb	15.000000	0	90	0	0	0	0	0
Fgl2	15.000000	0	0	90	0	0	0	0
Fbxo3	15.000000	0	90	0	0	0	0	0
Fam193b	15.000000	0	90	0	0	0	0	0
Epb41	15.000000	0	0	90	0	0	0	0
Eif4enif1	15.000000	0	0	90	0	0	0	0
Dhdds	15.000000	0	0	90	0	0	0	0
Csde1	15.000000	0	0	90	0	0	0	0
Bach1	15.000000	0	0	90	0	0	0	0
Atp2a3	15.000000	0	0	0	0	90	0	0
Aftph	15.000000	0	0	90	0	0	0	0
Adam10	15.000000	0	0	90	0	0	0	0
AY074887	15.000000	0	0	90	0	0	0	0
4933427D14Rik	15.000000	0	0	90	0	0	0	0
4931422A03Rik	15.000000	0	90	0	0	0	0	0
1600014C10Rik	15.000000	0	0	90	0	0	0	0
Zfp46	14.833333	0	0	0	0	89	0	0
Wdhd1	14.833333	0	0	89	0	0	0	0
Usp15	14.833333	0	0	89	0	0	0	0
Trex1	14.833333	0	89	0	0	0	0	0
Tor1a	14.833333	0	89	0	0	0	0	0
Tma16	14.833333	0	0	89	0	0	0	0
Socs4	14.833333	0	0	89	0	0	0	0
Slc35f5	14.833333	0	0	89	0	0	0	0
Slc35d1	14.833333	0	0	89	0	0	0	0
Shisa5	14.833333	0	89	0	0	0	0	0
Prpf38b	14.833333	0	0	89	0	0	0	0
Pikfyve	14.833333	0	0	89	0	0	0	0
Phactr2	14.833333	0	0	0	0	89	0	0
Nsmce1	14.833333	0	0	0	0	89	0	0
Nrbp1	14.833333	0	89	0	0	0	0	0
Nprl3	14.833333	0	0	0	0	89	0	0
Nnt	14.833333	0	0	0	0	89	0	0
Nceh1	14.833333	0	0	89	0	0	0	0
Mapkapk2	14.833333	0	0	0	0	89	0	0
Luc7l2	14.833333	0	89	0	0	0	0	0
Lrrc20	14.833333	0	89	0	0	0	0	0
Lmbr1l	14.833333	0	0	89	0	0	0	0
Lats1	14.833333	0	0	89	0	0	0	0
Katnbl1	14.833333	0	0	89	0	0	0	0
Itgb1bp1	14.833333	0	0	89	0	0	0	0
Idh1	14.833333	0	0	89	0	0	0	0
H2bc4	14.833333	0	0	0	0	89	0	0
H2ac6	14.833333	0	0	0	0	89	0	0
H2-Q4	14.833333	0	0	89	0	0	0	0
Gale	14.833333	0	89	0	0	0	0	0
Fig4	14.833333	0	0	0	0	89	0	0
Fbxo25	14.833333	0	0	0	0	89	0	0
Erich4	14.833333	0	0	89	0	0	0	0
Dmac2	14.833333	0	0	89	0	0	0	0
Cpsf3	14.833333	0	0	89	0	0	0	0
Cep350	14.833333	0	89	0	0	0	0	0
Cdk5rap3	14.833333	0	0	89	0	0	0	0
Atxn7	14.833333	0	0	89	0	0	0	0
Atr	14.833333	0	89	0	0	0	0	0
Ak9	14.833333	0	0	0	0	89	0	0
Ago2	14.833333	0	0	89	0	0	0	0
1700065D16Rik	14.833333	0	89	0	0	0	0	0
Zbtb21	14.666667	0	0	88	0	0	0	0
Vps33b	14.666667	0	0	88	0	0	0	0
Vars2	14.666667	0	0	0	0	88	0	0
Tox4	14.666667	0	0	88	0	0	0	0
Sned1	14.666667	0	0	88	0	0	0	0
Smndc1	14.666667	0	0	88	0	0	0	0
Smad1	14.666667	0	88	0	0	0	0	0
Slc39a8	14.666667	0	0	88	0	0	0	0
Rbm22	14.666667	0	0	88	0	0	0	0
Rab2b	14.666667	0	0	88	0	0	0	0
Ptbp2	14.666667	0	0	88	0	0	0	0
Ptafr	14.666667	0	0	88	0	0	0	0
Psme4	14.666667	0	88	0	0	0	0	0
Prex1	14.666667	0	0	0	0	88	0	0
Plpbp	14.666667	0	88	0	0	0	0	0
Pkp2	14.666667	0	0	88	0	0	0	0
Nudt18	14.666667	0	0	88	0	0	0	0
Nin	14.666667	0	0	88	0	0	0	0
Ndst1	14.666667	0	0	88	0	0	0	0
Nap1l1	14.666667	0	0	88	0	0	0	0
Mtdh	14.666667	0	0	88	0	0	0	0
Megf8	14.666667	0	88	0	0	0	0	0
Jade3	14.666667	0	0	88	0	0	0	0
Jade1	14.666667	0	0	0	0	88	0	0
Itga4	14.666667	0	88	0	0	0	0	0
Immt	14.666667	0	0	88	0	0	0	0
H2aw	14.666667	0	88	0	0	0	0	0
Gpr75	14.666667	0	88	0	0	0	0	0
Gpr107	14.666667	0	88	0	0	0	0	0
Gls2	14.666667	0	0	88	0	0	0	0
Gigyf2	14.666667	0	88	0	0	0	0	0
Frg1	14.666667	0	0	88	0	0	0	0
Fbxo32	14.666667	0	0	88	0	0	0	0
Fancg	14.666667	0	0	0	0	88	0	0
Dgat2	14.666667	0	0	0	0	88	0	0
Ctsd	14.666667	0	0	0	0	88	0	0
Cpxm2	14.666667	0	88	0	0	0	0	0
Cdk5rap2	14.666667	0	88	0	0	0	0	0
Ccar2	14.666667	0	0	88	0	0	0	0
Btg1	14.666667	0	88	0	0	0	0	0
Bex6	14.666667	0	0	88	0	0	0	0
Arl2bp	14.666667	0	88	0	0	0	0	0
Alpk1	14.666667	0	0	88	0	0	0	0
Abcc5	14.666667	0	0	88	0	0	0	0
Trappc2l	14.500000	0	0	87	0	0	0	0
Stx17	14.500000	0	0	87	0	0	0	0
Stk10	14.500000	0	0	87	0	0	0	0
Rgl1	14.500000	0	0	87	0	0	0	0
Reck	14.500000	0	87	0	0	0	0	0
Pomt1	14.500000	0	0	87	0	0	0	0
Pofut1	14.500000	0	0	87	0	0	0	0
Plagl2	14.500000	0	0	87	0	0	0	0
Pcbd2	14.500000	0	0	87	0	0	0	0
Pak7	14.500000	0	87	0	0	0	0	0
Paf1	14.500000	0	87	0	0	0	0	0
Nsfl1c	14.500000	0	0	87	0	0	0	0
Mtx2	14.500000	0	0	87	0	0	0	0
Mfsd6	14.500000	0	0	87	0	0	0	0
Mettl7a1	14.500000	0	0	87	0	0	0	0
Med29	14.500000	0	87	0	0	0	0	0
Map3k7	14.500000	0	87	0	0	0	0	0
Loxl1	14.500000	0	87	0	0	0	0	0
Kif20b	14.500000	0	0	87	0	0	0	0
Galns	14.500000	0	0	87	0	0	0	0
Cmip	14.500000	0	0	87	0	0	0	0
Celsr1	14.500000	0	0	87	0	0	0	0
Cdkn1b	14.500000	0	87	0	0	0	0	0
Cdh7	14.500000	0	87	0	0	0	0	0
Cabyr	14.500000	0	87	0	0	0	0	0
Arpc5	14.500000	0	0	87	0	0	0	0
Apeh	14.500000	0	0	87	0	0	0	0
2700062C07Rik	14.500000	0	0	0	0	87	0	0
Wdfy2	14.333333	0	86	0	0	0	0	0
Tstd2	14.333333	0	0	86	0	0	0	0
Tomm34	14.333333	0	0	86	0	0	0	0
Tmx4	14.333333	0	86	0	0	0	0	0
Stk4	14.333333	0	0	86	0	0	0	0
Spin1	14.333333	0	0	86	0	0	0	0
Senp2	14.333333	0	0	86	0	0	0	0
Rgs20	14.333333	0	86	0	0	0	0	0
Rffl	14.333333	0	0	86	0	0	0	0
Rab3d	14.333333	0	86	0	0	0	0	0
Prr14	14.333333	0	86	0	0	0	0	0
Pik3r1	14.333333	0	0	86	0	0	0	0
Ntmt1	14.333333	0	86	0	0	0	0	0
Ncbp1	14.333333	0	0	86	0	0	0	0
Naa35	14.333333	0	0	86	0	0	0	0
Msantd4	14.333333	0	0	86	0	0	0	0
Luc7l	14.333333	0	0	86	0	0	0	0
Lipc	14.333333	0	86	0	0	0	0	0
Lamtor3	14.333333	0	0	86	0	0	0	0
Kctd5	14.333333	0	0	86	0	0	0	0
Katnal1	14.333333	0	0	86	0	0	0	0
Hexb	14.333333	0	0	0	0	86	0	0
Heatr6	14.333333	0	0	86	0	0	0	0
Gtf3c4	14.333333	0	0	86	0	0	0	0
Galnt1	14.333333	0	0	86	0	0	0	0
Fbxo31	14.333333	0	0	0	0	86	0	0
Fam171b	14.333333	0	86	0	0	0	0	0
Exoc5	14.333333	0	0	86	0	0	0	0
Eif3m	14.333333	0	0	0	0	86	0	0
Dnajc16	14.333333	0	0	86	0	0	0	0
Dmrta2	14.333333	0	0	0	0	86	0	0
Dis3l2	14.333333	0	0	86	0	0	0	0
Dennd1c	14.333333	0	0	86	0	0	0	0
Ddx31	14.333333	0	0	86	0	0	0	0
Cpox	14.333333	0	0	86	0	0	0	0
Ccl24	14.333333	0	0	86	0	0	0	0
Casp9	14.333333	0	0	86	0	0	0	0
Bmpr1a	14.333333	0	86	0	0	0	0	0
Bag6	14.333333	0	0	86	0	0	0	0
Axin1	14.333333	0	0	86	0	0	0	0
Arpc1b	14.333333	0	0	86	0	0	0	0
Arf3	14.333333	0	0	86	0	0	0	0
Apom	14.333333	0	0	86	0	0	0	0
Apoe	14.333333	0	0	86	0	0	0	0
Apoc1	14.333333	0	0	86	0	0	0	0
Ap5m1	14.333333	0	0	86	0	0	0	0
Amigo1	14.333333	0	0	0	0	86	0	0
Acbd6	14.333333	0	0	86	0	0	0	0
Acap1	14.333333	0	0	86	0	0	0	0
Aasdh	14.333333	0	86	0	0	0	0	0
Zscan12	14.166667	0	0	85	0	0	0	0
Zfp654	14.166667	0	0	0	0	85	0	0
Wdr43	14.166667	0	0	85	0	0	0	0
Uri1	14.166667	0	0	85	0	0	0	0
Ube2l3	14.166667	0	85	0	0	0	0	0
Tob2	14.166667	0	85	0	0	0	0	0
Tbc1d7	14.166667	0	0	85	0	0	0	0
