Target_genes	Foxp3|Average	SRX8769868|CD4+_T_cells	SRX8769869|CD4+_T_cells	SRX8769870|CD4+_T_cells	SRX495631|EL4	SRX1162501|iTreg	SRX1162502|iTreg	SRX495632|iTreg	SRX5689481|nTreg	SRX5689486|nTreg	SRX5689487|nTreg	SRX5689489|nTreg	SRX5689492|nTreg	SRX5689495|nTreg	SRX5689498|nTreg	SRX8123998|nTreg	SRX8123999|nTreg	SRX8124000|nTreg	SRX8124001|nTreg	SRX179486|Tconv	SRX179487|Tconv	SRX14474049|Treg	SRX14474050|Treg	SRX14474052|Treg	SRX14474053|Treg	SRX14590893|Treg	SRX14590894|Treg	SRX14590895|Treg	SRX14590896|Treg	SRX14590897|Treg	SRX14590898|Treg	SRX14743588|Treg	SRX14743589|Treg	SRX14743590|Treg	SRX14743594|Treg	SRX14743595|Treg	SRX14743596|Treg	SRX184860|Treg	SRX184861|Treg	SRX184863|Treg	SRX2341414|Treg	SRX2341415|Treg	SRX2341416|Treg	SRX2341417|Treg	SRX2341418|Treg	SRX2341419|Treg	SRX3829343|Treg	SRX3829344|Treg	SRX4814119|Treg	SRX4814120|Treg	SRX4814134|Treg	SRX4814135|Treg	SRX484252|Treg	SRX484253|Treg	SRX484254|Treg	SRX484255|Treg	SRX484256|Treg	STRING
Jagn1	14.267857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	81	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	276	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcc5	14.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	237	0	0	399	0	0	0	90	0	0	0	0	0	0	0	0	0	0
Tmem186	14.232143	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	172	0	0	260	156	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmm2	14.232143	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	172	0	0	260	156	0	0	0	0	0	0	0	0	0	0	0	0	0
Plod2	14.232143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	170	195	115	0	0	94	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flnb	14.232143	0	0	0	0	0	0	0	84	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp781	14.214286	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	155	0	0	0	91	0	0	0	0	0	177	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nono	14.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	94	83	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	172	0	0	154	0	0	101	0	0	0	0	0	0	0	0	0	0	0
Gm3055	14.214286	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	155	0	0	0	91	0	0	0	0	0	177	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aunip	14.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	164	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pim2	14.196429	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	485
Mmp24	14.178571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	185	0	0	0	0	0	0	96	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0
Casp7	14.178571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	166	0	0	220	82	0	113	108	0	0	0	0	0	0	0	0	0	0
Zfp800	14.160714	0	0	0	0	0	0	0	85	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	266	0	0	0	91	0	0	0	0	0	0	0	0	0	0
Zfp40	14.142857	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	167	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan1	14.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	124	354	162	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtmr7	14.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	167	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	160	238	0	0	0
Mtmr11	14.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	224	204	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acox3	14.142857	0	0	0	0	0	0	0	95	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	248	97	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042G07Rik	14.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	124	354	162	0	0	0	0	0	0	0	0	0	0	0	0	0
Tm4sf19	14.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	144	270	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Surf2	14.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	85	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	112	0	0	218	83	0	0	93	0	0	0	0	0	0	0	0	0	0
Surf1	14.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	85	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	112	0	0	218	83	0	0	93	0	0	0	0	0	0	0	0	0	0
Slc6a16	14.125000	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	94	113	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rdh11	14.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	173	166	0	0	0	0	0	0	0	0	0	0	0	0	0
M1ap	14.125000	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	204	201	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cand2	14.125000	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	189	0	252	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0
Stk36	14.107143	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf25	14.107143	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab29	14.107143	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	72	281	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpox	14.107143	0	0	0	0	0	0	0	110	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	117	0	0	117	0	0	0	0	0	0	0	0	0	168	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pea15a	14.089286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	126	0	0	0	0	0	0	80	0	0	102	0	0	0	0	0	0	0	0	0	152	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ocrl	14.089286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	418	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Eci1	14.089286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	311	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baz1a	14.089286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	140	0	0	0	0	0	0	0	0	0	150	0	0	207	0	0	0	160	0	0	0	0	0	0	0	0	0	0
Aebp1	14.089286	179	160	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp691	14.071429	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigyl	14.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	221	115	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnah12	14.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	204	401	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr3	14.071429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	175	202	145	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zkscan17	14.053571	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	294	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm8a2	14.053571	0	0	0	0	0	0	0	0	121	0	0	0	0	78	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	115	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad54b	14.053571	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	124	0	0	128	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map7d1	14.053571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	109	0	157	0	0	202	0	0	0	127	0	0	0	0	0	0	0	0	0	0
Hint1	14.053571	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	104	0	0	0	0	0	0	0	0	0	185	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq2	14.053571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	130	0	0	0	0	0	0	0	0	0	250	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylb	14.035714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	127	0	0	186	0	0	0	0	0	0	0	0	0	147	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs9	14.035714	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd35	14.035714	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	108	0	85	0	0	0	0	0	0	0	0	0	159	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp266	14.017857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	293	0	0	227	0	0	0	138	0	0	0	0	0	0	0	0	0	0
Fut4	14.017857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	106	237	120	152	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tanc1	13.982143	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	69	0	0	0	0	0	0	0	0	0	205	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Simc1	13.982143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	112	0	0	0	0	0	0	0	0	0	198	0	0	258	0	0	0	98	0	0	0	0	0	0	0	0	0	0
Cox6c	13.982143	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	145	0	0	0	130	0	0	0	0	0	0	0	0	0	0
Apbb2	13.982143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	101	0	148	0	0	0	0	0	0	0	0	0	203	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptdss2	13.964286	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	102	101	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	162	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntf5	13.964286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	116	0	0	0	162	108	0	0	0	0	0	0	0	0	0
Npffr1	13.964286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	208	144	0	0	0	112	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl3	13.964286	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	119	90	0	0	115	0	0	0	0	0	0	0	0	0	0
Ncf4	13.946429	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	158	147	157	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibp	13.946429	0	0	0	0	0	0	0	106	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap157	13.946429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	209	252	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc85b	13.946429	0	0	0	0	0	0	0	106	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp830	13.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	181	0	0	299	119	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd200	13.928571	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	102	134	0	0	0	0	0	0	0	0	0	0	0	0	0
Cct6b	13.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	181	0	0	299	119	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr4	13.928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	153	128	0	0	0	0	0	0	0	0	0	0	0	0	0
Atat1	13.928571	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	121	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vangl2	13.910714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	134	0	0	0	0	0	0	0	0	0	257	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim46	13.910714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	150	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme2	13.910714	0	0	0	0	0	0	0	0	70	0	0	0	0	80	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	148	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lzts3	13.910714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	81	0	0	0	0	0	0	0	0	0	157	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dok2	13.910714	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	169	177	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1s3	13.910714	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	119	0	0	118	0	0	0	0	0	0	0	0	0	163	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grin1	13.892857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	90	0	108	0	0	0	0	0	0	0	0	0	109	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930007A09Rik	13.892857	0	0	0	0	0	0	0	139	101	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfic	13.875000	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	272	0	0	70	134	0	0	0	0	0	0	0	0	0	0
Mospd2	13.875000	0	0	0	0	0	0	0	107	219	0	0	0	0	0	0	0	0	0	0	0	0	134	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif3a	13.875000	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	136	177	107	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fancb	13.875000	0	0	0	0	0	0	0	107	219	0	0	0	0	0	0	0	0	0	0	0	0	134	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc74a	13.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbr4	13.875000	0	0	0	0	0	0	0	119	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	164	0	0	216	85	0	0	0	0	0	0	0	0	0	0	0	0	0
Kpna6	13.857143	0	0	0	0	0	0	0	123	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	170	80	0	0	0	0	0	0	0	0	0	0	0	0	0
Klrb1b	13.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	127	129	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	175	0
Dlgap1	13.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	293	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cln6	13.857143	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	147	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chek1	13.857143	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	323	0	0	0	0	98	0	0	0	0	0	0	0	0	0
Lin7c	13.839286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	287	0	0	0	135	0	0	0	0	0	0	0	0	0	0
Esr2	13.839286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	178	205	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
Dtx1	13.839286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc30b	13.821429	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	80	84	0	0	0	0	0	0	127	0	0	0	98	0	0	0	0	0	120	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pola1	13.821429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	68	0	0	0	0	0	0	0	0	0	199	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gba	13.821429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0
Crh	13.821429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	116	0	0	0	0	0	0	0	0	0	180	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifit3b	13.803571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afg3l2	13.803571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	109	0	0	0	0	0	213	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp935	13.785714	0	0	0	0	0	0	0	0	81	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	161	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zeb2	13.785714	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	95	0	0	0	0	0	0	0	0	0	213	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp954	13.750000	0	0	0	0	0	0	0	109	123	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdcp	13.750000	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	89	0	0	0	0	0	0	0	0	0	152	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syngr1	13.750000	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	105	0	0	0	0	0	0	0	0	0	224	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcb4	13.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pimreg	13.732143	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	259	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnase1l3	13.732143	0	0	0	0	0	0	0	90	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	203	167	0	0	0	0	0	0	0	0	0
Aipl1	13.732143	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	259	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Spink2	13.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	94	0	160	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0
