Target_genes	Bcl11a|Average	SRX8030787|Acute_myeloid_leukemia	ERX2242378|Breast_cells	ERX200399|Mammary_epithelial_cells	ERX200403|Mammary_epithelial_cells	ERX200408|Mammary_epithelial_cells	ERX200412|Mammary_epithelial_cells	ERX200417|Mammary_epithelial_cells	ERX200421|Mammary_epithelial_cells	ERX200426|Mammary_epithelial_cells	ERX200430|Mammary_epithelial_cells	ERX200435|Mammary_epithelial_cells	ERX200439|Mammary_epithelial_cells	STRING
Bpi	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Bloc1s2	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Blmh	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Arpc5	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd49	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Vps18	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Tuba1b	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Tmem116	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Srd5a1	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Smarca2	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a2	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a10	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Serinc3	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Sema6b	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Sc5d	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Rnf40	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Pigk	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Pfkp	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Paqr7	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Ormdl3	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Nsun2	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Mt1	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Msmo1	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Map3k6	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Gins4	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Erp29	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a3	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Dgat2	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Clec4n	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc189	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l3	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Atp13a3	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Atad2	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Arf1	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Apeh	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Zcwpw2	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb45	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Xrn1	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Utp4	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Trip10	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Traf5	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Tmem183a	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Tmem131	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Tmem11	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Socs6	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Rnf170	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Psme3	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Pop5	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb4	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Naca	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl54	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Mrm1	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Miip	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Leprot	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Itfg2	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf1	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Hook3	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Hif1a	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Hap1	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Gpr108	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Gabpa	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Fv1	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Ftsj1	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Derpc	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Dapk3	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Chtf8	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn3	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Bag6	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Azi2	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Atp5j	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Apom	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Apba3	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Akirin1	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Tpm1	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Tcirg1	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d32	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Sugp2	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Socs5	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Skp1	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Sin3a	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Rnaseh1	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r5c	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Polk	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Pja2	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Pias2	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Mgst3	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Mex3c	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Klf16	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Glrx5	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo33	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo30	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Dnase1	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Cnnm4	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Cert1	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Armc6	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Arfgef2	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Zswim3	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Ypel3	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Utp14b	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Usp16	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Ubb	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Trim44	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Tle6	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Tbx6	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Srsf3	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Sesn2	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Rnf214	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Rassf3	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Rab11a	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r27	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Pole3	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Phrf1	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk7	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Pcmtd2	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Ndc80	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Mob3a	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Mcrip1	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Mat2b	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Maco1	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Izumo4	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Ipo5	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Iah1	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Gpd1l	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Fam122a	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
F2rl2	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Ell	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Dpp8	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Ddx56	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Ddt	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Catsperg1	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Canx	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Braf	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Bbs10	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Asf1b	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Acsl3	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Acot8	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Acot7	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
4933430I17Rik	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb22	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Tyk2	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Trim28	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Trib1	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Tgif1	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Tesmin	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Tcof1	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Tapbp	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Son	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Socs7	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Slc66a2	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Shkbp1	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Rrad	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Rassf7	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Pmf1	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
P2ry13	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Nabp2	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Mfng	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Med9	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Lmntd2	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Gpx4	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Gm36712	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Gart	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw5	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo43	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Csnk1d	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
C8g	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Bcas2	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Arid3a	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Ano6	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Ammecr1l	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Zfp846	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Wdr53	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Ube3a	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Ttc14	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Trappc4	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Tma16	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Tbl1xr1	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Slc20a1	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Sipa1	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Set	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Sec24d	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Rps25	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Rnpepl1	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Rnf151	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Prelid2	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Pcnx4	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Ogfod1	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Nudt21	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Mettl1	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Itgb1	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Iqcn	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Ints13	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Fgfr1op2	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo45	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Eepd1	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Eef1akmt3	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Dusp4	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Dusp28	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Dmxl1	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Def8	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Cdc7	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Bmp2k	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Ankmy1	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Akap8	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Adcy9	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Zfp1	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb21	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Txn1	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Troap	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
T2	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Serpini1	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Rbpj	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Qdpr	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Prr14	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Prkci	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Plekhf1	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd10	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Nudt19	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Nf2	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Mtrf1l	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Mapre2	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2ird2	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Gadd45a	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Fam193b	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Esco2	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Eef2k	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Dnmt3l	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Dbi	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Cybc1	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr2	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Crebl2	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Clrn2	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc25	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Atf7ip	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Adnp	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Acyp1	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
3110009E18Rik	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Zzz3	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Zfp446	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb10	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Wdr13	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Vinac1	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Vcpkmt	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Ufsp2	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Ube2o	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Ttl	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Tnk2	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Tmem175	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Thap4	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Tex261	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Snx10	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Snrpd2	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Slc35b3	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Rab11fip5	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Qpctl	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Pgbd5	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Mtfr2	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Morf4l2	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Med1	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Hyls1	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Gpr160	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Gnpat	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Gins2	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Gan	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Gak	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Entpd6	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Dnaaf2	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Ctnnb1	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Bmpr2	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Atg4b	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Agpat2	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Adrm1	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
2810004N23Rik	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
1700029J07Rik	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Zfp141	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Zc2hc1a	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Wdyhv1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Usp21	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Upf2	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Tusc1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Ticrr	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Thnsl1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Them4	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Ssr4	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Slpi	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Slc18a2	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Sgta	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Sgk1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Secisbp2l	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Rxylt1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Rplp2	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Rbm8a	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Rap1gds1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Ptbp1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Psmd14	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Prmt2	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r14b	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Pitrm1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Pidd1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Pex7	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1226	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Nol4l	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp12	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Nfxl1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Nck1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Mthfd1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Mgst2	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd14b	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Med28	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Map9	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Man1a	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
LOC114841036	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Kifbp	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Junb	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Iqcb1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Ints14	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Ift140	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Idh3g	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Hspa4l	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Hopx	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Hbegf	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Gapt	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Fnbp1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp2	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Fam98c	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Ezr	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Enkur	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Emd	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Eaf2	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Dynlrb1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Dync1h1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Cyfip1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Cx3cr1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Crls1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Cramp1l	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Cops2	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Cmtm6	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Clec4a1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc124	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Camsap2	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
C1galt1	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Btg2	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Bphl	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l2	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Atad3a	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Arrdc2	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Acot9	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
1810010H24Rik	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Vps33a	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d10a	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Svbp	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Srsf9	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Sptlc2	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Spata2	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Scd2	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Rnmt	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Rnf6	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Rnf114	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Rab2a	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Psmb3	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r12b	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Pcgf2	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Nfyb	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Mapkapk5	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Mafk	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Lmbrd1	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Igsf8	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Ift57	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Fam210a	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Dennd5a	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
