Target_genes	Pknox1|Average	SRX170715|Embryonic_trunk	SRX759626|ES_cells	SRX442884|MEF	SRX625489|MEF	SRX625491|MEF	STRING
Dnaja2	24.000000	0	0	0	0	120	0
Cwh43	24.000000	0	0	0	0	120	0
Cldn4	24.000000	0	120	0	0	0	0
Cdk13	24.000000	0	0	0	0	120	0
Arrb2	24.000000	0	0	0	0	120	0
Acad11	24.000000	0	0	0	0	120	0
Uba1	23.800000	0	0	0	0	119	0
Tmem126a	23.800000	0	0	0	0	119	0
Smug1	23.800000	0	0	0	0	119	0
Slc16a11	23.800000	0	0	0	0	119	0
Sf3b3	23.800000	0	0	0	0	119	0
Nfil3	23.800000	0	119	0	0	0	0
Lsm8	23.800000	0	0	0	0	119	0
Commd10	23.800000	0	0	0	0	119	0
Cog4	23.800000	0	0	0	0	119	0
Cacnb3	23.800000	0	119	0	0	0	0
Tex101	23.600000	0	118	0	0	0	0
Ssh1	23.600000	0	0	0	0	118	0
Pgrmc2	23.600000	0	0	0	0	118	0
Pde12	23.600000	0	0	0	0	118	0
Parp12	23.600000	0	0	0	0	118	0
Gab2	23.600000	0	0	0	0	118	0
Etv3	23.600000	0	0	0	0	118	0
Zfp763	23.400000	0	0	0	0	117	0
Zar1l	23.400000	0	0	0	0	117	0
Ufc1	23.400000	0	0	0	0	117	0
Tnfaip8	23.400000	0	0	0	0	117	0
Tmem256	23.400000	0	0	0	0	117	0
Rps11	23.400000	0	0	0	0	117	0
Rpl13a	23.400000	0	0	0	0	117	0
Ptprb	23.400000	0	0	0	0	117	0
Plek2	23.400000	0	0	0	0	117	0
Nlgn2	23.400000	0	0	0	0	117	0
Lurap1l	23.400000	0	0	0	0	117	0
Grasp	23.400000	0	0	0	0	117	0
En1	23.400000	0	0	0	0	117	0
Dnajc30	23.400000	0	0	0	0	117	0
Cnot11	23.400000	0	0	0	0	117	0
Bud23	23.400000	0	0	0	0	117	0
Brca2	23.400000	0	0	0	0	117	0
Abcb9	23.400000	0	0	0	0	117	0
Yeats4	23.200000	0	0	116	0	0	0
Uhrf2	23.200000	116	0	0	0	0	0
Purb	23.200000	0	0	0	0	116	0
Mettl6	23.200000	0	0	0	0	116	0
Gtf2h3	23.200000	0	0	0	0	116	0
Fdft1	23.200000	0	0	0	0	116	0
Eif2b1	23.200000	0	0	0	0	116	0
Ehd4	23.200000	0	0	0	0	116	0
Eaf1	23.200000	0	0	0	0	116	0
Cstb	23.200000	0	0	0	0	116	0
Anxa5	23.200000	0	0	116	0	0	0
Acadm	23.200000	0	0	0	0	116	0
1810062G17Rik	23.200000	0	0	116	0	0	0
Wdr70	23.000000	0	0	0	0	115	0
Slc39a9	23.000000	0	0	0	0	115	0
Sike1	23.000000	0	0	0	0	115	0
Rab27b	23.000000	0	0	0	0	115	0
Oard1	23.000000	0	0	0	0	115	0
Nfya	23.000000	0	0	0	0	115	0
Lix1	23.000000	115	0	0	0	0	0
Erh	23.000000	0	0	0	0	115	0
Cmpk1	23.000000	0	0	0	0	115	0
Ccdc142	23.000000	0	0	0	0	115	0
Agtpbp1	23.000000	0	0	115	0	0	0
Aacs	23.000000	0	0	0	0	115	0
Txnl4b	22.800000	0	0	0	0	114	0
Snx17	22.800000	0	0	0	0	114	0
Mettl4	22.800000	0	0	0	0	114	0
Fut10	22.800000	0	0	0	0	114	0
Eif2b4	22.800000	0	0	0	0	114	0
Dusp18	22.800000	0	0	0	0	114	0
Dhx38	22.800000	0	0	0	0	114	0
4921536K21Rik	22.800000	0	0	0	0	114	0
Tes	22.600000	0	0	0	0	113	0
Syngap1	22.600000	0	0	0	0	113	0
Sptb	22.600000	0	113	0	0	0	0
Psmb10	22.600000	0	0	0	0	113	0
Mrpl4	22.600000	0	0	0	0	113	0
Lgi3	22.600000	0	0	113	0	0	0
Gtpbp3	22.600000	0	0	0	0	113	0
Dhodh	22.600000	0	0	0	0	113	0
Cuta	22.600000	0	0	0	0	113	0
Ctrl	22.600000	0	0	0	0	113	0
Atxn1	22.600000	0	0	0	0	113	0
Ano8	22.600000	0	0	0	0	113	0
9230019H11Rik	22.600000	0	0	113	0	0	0
Wdr95	22.400000	0	0	0	0	112	0
Mfsd7a	22.400000	0	0	0	0	112	0
Cant1	22.400000	0	0	0	0	112	0
Avl9	22.400000	0	0	112	0	0	0
Vps25	22.200000	0	0	0	0	111	0
Slc35f2	22.200000	0	111	0	0	0	0
Slc1a5	22.200000	0	0	0	0	111	0
Itgb7	22.200000	0	0	0	0	111	0
Hoxb4	22.200000	0	0	0	0	111	0
Chst5	22.200000	0	0	0	0	111	0
Atp1a3	22.200000	0	111	0	0	0	0
Trim2	22.000000	0	0	0	0	110	0
H2bc4	22.000000	0	0	0	0	110	0
H2ac6	22.000000	0	0	0	0	110	0
Cdh18	22.000000	0	0	0	0	110	0
Ablim1	22.000000	0	0	0	0	110	0
Pola2	21.800000	0	0	0	0	109	0
Pak3	21.800000	0	0	0	0	109	0
Fam234a	21.800000	0	0	0	0	109	0
Ddx5	21.800000	0	0	0	0	109	0
Cep95	21.800000	0	0	0	0	109	0
Btbd9	21.800000	0	0	0	0	109	0
Agpat4	21.800000	0	0	0	0	109	0
Prorp	21.600000	0	0	108	0	0	0
Nrn1l	21.600000	0	0	0	0	108	0
Neurl4	21.600000	0	0	0	0	108	0
Lhfpl2	21.600000	0	0	0	0	108	0
Eya4	21.600000	0	0	0	0	108	0
Eif4e2	21.600000	0	0	0	0	108	0
Cpsf1	21.600000	0	0	0	0	108	0
Cox18	21.600000	0	0	0	0	108	0
Bmp1	21.600000	0	0	0	0	108	0
Bace1	21.600000	0	0	0	0	108	0
Anxa4	21.600000	0	0	0	0	108	0
2810408A11Rik	21.600000	0	0	0	0	108	0
Zcchc4	21.400000	0	0	0	0	107	0
Rnf19b	21.400000	0	0	0	0	107	0
Rnf19a	21.400000	0	0	0	0	107	0
Plscr2	21.400000	0	0	0	0	107	0
Hapln4	21.400000	0	0	0	0	107	0
Mlxip	21.200000	0	106	0	0	0	0
Mapk1	21.200000	0	0	0	0	106	0
Actn4	21.200000	0	0	0	0	106	0
Prkn	21.000000	0	0	0	0	105	0
Pacrg	21.000000	0	0	0	0	105	0
Fzd3	21.000000	105	0	0	0	0	0
Fbxo16	21.000000	105	0	0	0	0	0
Ell	21.000000	0	0	0	0	105	0
Dusp8	21.000000	0	105	0	0	0	0
Zfp457	20.800000	0	0	0	0	104	0
Vmn1r43	20.800000	0	0	0	0	104	0
Rnase10	20.800000	0	0	0	0	104	0
Ptp4a1	20.800000	0	0	0	0	104	0
Picalm	20.800000	0	0	0	0	104	0
Phc2	20.800000	0	0	0	0	104	0
Nfib	20.800000	0	0	0	0	104	0
Kif20b	20.800000	0	0	0	0	104	0
Dusp1	20.800000	0	0	0	0	104	0
Dhrs11	20.800000	0	0	0	0	104	0
Smarca5	20.600000	0	0	0	0	103	0
Mob4	20.600000	0	0	103	0	0	0
Fem1a	20.600000	0	0	0	0	103	0
Arg2	20.600000	0	103	0	0	0	0
Acp5	20.600000	0	103	0	0	0	0
Mtmr3	20.400000	0	0	0	0	102	0
Gdf5	20.400000	0	0	0	0	102	0
Fadd	20.400000	0	0	0	0	102	0
Baz2a	20.400000	0	0	0	0	102	0
Adamts5	20.400000	0	0	0	0	102	0
Zdhhc6	20.200000	0	0	0	0	101	0
Vti1a	20.200000	0	0	0	0	101	0
Tgds	20.200000	0	0	0	0	101	0
Nsa2	20.200000	0	0	0	0	101	0
Mfsd5	20.200000	0	0	0	0	101	0
Lrrc61	20.200000	0	0	0	0	101	0
Gpr180	20.200000	0	0	0	0	101	0
Gfm2	20.200000	0	0	0	0	101	0
Carns1	20.200000	0	0	0	0	101	0
Tlx1	20.000000	0	100	0	0	0	0
Psmc3	20.000000	0	0	100	0	0	0
Otud7b	20.000000	0	0	0	0	100	0
Mknk2	20.000000	0	0	0	0	100	0
Gsta1	20.000000	0	0	0	0	100	0
Cks2	20.000000	0	0	0	0	100	0
Trpm4	19.800000	0	99	0	0	0	0
Tmsb10	19.800000	0	99	0	0	0	0
Rpusd2	19.800000	0	0	0	0	99	0
Rpl34-ps1	19.800000	0	0	0	0	99	0
Rpl34	19.800000	0	0	0	0	99	0
Rdh11	19.800000	0	0	0	0	99	0
Prmt7	19.800000	0	0	0	0	99	0
Nfatc1	19.800000	0	0	0	0	99	0
Hrc	19.800000	0	99	0	0	0	0
Hnrnpul1	19.800000	99	0	0	0	0	0
Fmo5	19.800000	0	0	0	0	99	0
Fbxo10	19.800000	0	0	0	0	99	0
Fam71e1	19.800000	0	0	0	0	99	0
Emc10	19.800000	0	0	0	0	99	0
Crls1	19.800000	0	0	0	0	99	0
Cfap73	19.800000	0	99	0	0	0	0
Psma5	19.600000	0	0	0	0	98	0
Rps15	19.400000	0	0	0	97	0	0
Ifi211	19.400000	0	0	0	0	97	0
Fhod3	19.400000	0	0	0	0	97	0
Farp1	19.400000	0	0	0	0	97	0
Apc2	19.400000	0	0	0	97	0	0
Tmem107	19.200000	0	0	0	0	96	0
Supt7l	19.200000	0	0	0	0	96	0
Slc4a1ap	19.200000	0	0	0	0	96	0
Slc30a10	19.200000	96	0	0	0	0	0
Schip1	19.200000	0	0	0	0	96	0
Kcnd1	19.200000	0	0	0	0	96	0
Gjb2	19.200000	0	0	0	0	96	0
Dbx1	19.200000	0	96	0	0	0	0
Zfp947	19.000000	0	95	0	0	0	0
Slfn9	19.000000	0	0	0	0	95	0
Sema3a	19.000000	0	0	0	0	95	0
Parp1	19.000000	0	95	0	0	0	0
Flrt2	19.000000	0	0	0	0	95	0
Fbln1	19.000000	0	0	0	0	95	0
Cux1	19.000000	0	0	0	0	95	0
Ciart	19.000000	0	0	0	0	95	0
Tmem144	18.800000	0	0	0	0	94	0
Ppip5k1	18.800000	0	0	94	0	0	0
Ckmt1	18.800000	0	0	94	0	0	0
9530068E07Rik	18.800000	0	0	0	0	94	0
Tmem128	18.600000	0	0	0	0	93	0
Tada3	18.600000	0	0	0	0	93	0
Sh3glb1	18.600000	0	0	0	0	93	0
Rpl37rt	18.600000	0	0	0	93	0	0
Rap1gap2	18.600000	0	93	0	0	0	0
Pck2	18.600000	0	0	0	0	93	0
Igsf10	18.600000	0	0	0	0	93	0
Gstp2	18.600000	0	0	0	0	93	0
Arpc4	18.600000	0	0	0	0	93	0
Rabepk	18.400000	0	0	0	0	92	0
Mvb12a	18.400000	0	0	0	0	92	0
Ino80	18.400000	0	0	92	0	0	0
Zscan21	18.200000	0	0	0	0	91	0
Tmem14c	18.200000	0	0	0	0	91	0
Tjap1	18.200000	0	0	0	0	91	0
Lgals2	18.200000	0	0	0	91	0	0
Clcf1	18.200000	0	0	0	0	91	0
Bbc3	18.200000	0	0	0	0	91	0
Ppp1r12b	18.000000	0	0	0	0	90	0
Omp	18.000000	0	0	0	0	90	0
Helt	18.000000	0	0	0	0	90	0
Fgl1	18.000000	0	0	0	0	90	0
Cops9	18.000000	0	0	0	0	90	0
Brf1	18.000000	0	0	0	0	90	0
Taf9	17.800000	0	0	0	0	89	0
Rad17	17.800000	0	0	0	0	89	0
Ptn	17.800000	0	0	0	0	89	0
Krtap1-5	17.800000	0	0	0	0	89	0
Krtap1-4	17.800000	0	0	0	0	89	0
Kng1	17.800000	0	89	0	0	0	0
Ak6	17.800000	0	0	0	0	89	0
Rsbn1	17.600000	0	0	0	0	88	0
Hipk1	17.600000	0	0	0	0	88	0
Prkar1a	17.400000	0	0	0	0	87	0
Nfu1	17.200000	0	0	0	0	86	0
Hacd4	17.200000	0	0	0	0	86	0
Ttc37	17.000000	0	0	0	0	85	0
Rsph3a	17.000000	0	0	0	0	85	0
Rrm2b	17.000000	0	0	0	0	85	0
Idnk	17.000000	0	0	0	0	85	0
Fam161b	17.000000	0	0	85	0	0	0
Coq6	17.000000	0	0	85	0	0	0
Arsk	17.000000	0	0	0	0	85	0
Rps19	16.800000	0	0	0	0	84	0
Rcc1l	16.600000	0	0	0	0	83	0
Prss30	16.600000	0	0	0	0	83	0
Lbr	16.600000	0	0	83	0	0	0
Hsbp1	16.400000	0	0	0	0	82	0
Yod1	16.200000	0	0	0	0	81	0
Tm4sf1	16.200000	0	0	0	0	81	0
Rps26	16.200000	0	0	0	0	81	0
Pfkfb2	16.200000	0	0	0	0	81	0
Med9	16.200000	0	0	0	0	81	0
Gns	16.200000	0	0	0	0	81	0
B3gnt3	16.200000	0	0	0	0	81	0
Znhit6	15.400000	0	0	0	0	77	0
Il6ra	15.400000	0	0	0	0	77	0
Tmem205	15.200000	0	0	0	0	76	0
Gpr85	15.200000	0	0	0	0	76	0
Fgfr1	15.200000	0	0	76	0	0	0
Ccdc159	15.200000	0	0	0	0	76	0
Tnfaip3	15.000000	0	0	0	0	75	0
Sfi1	15.000000	0	0	0	0	75	0
Eif4enif1	15.000000	0	0	0	0	75	0
Spring1	14.600000	0	0	0	0	73	0
Rnft2	14.600000	0	0	0	0	73	0
Prkag1	14.200000	0	0	0	0	71	0
Dpp8	14.000000	0	0	70	0	0	0
Nub1	13.800000	0	0	0	0	69	0
Rhno1	13.200000	0	0	0	0	66	0
Foxm1	13.200000	0	0	0	0	66	0
Zfp318	12.800000	0	0	0	0	64	0
