Target_genes	Mafk|Average	SRX140361|CH12	SRX16499736|ES_cells	SRX16499737|ES_cells	SRX188829|ES_cells	SRX140362|MEL	SRX188826|MEL	SRX3937205|NIH/3T3	SRX3937206|NIH/3T3	SRX3937207|NIH/3T3	SRX3937208|NIH/3T3	SRX3937210|RAW_264.7	SRX3937211|RAW_264.7	SRX3937212|RAW_264.7	SRX3730249|Trophoblast_stem_cells	SRX3730250|Trophoblast_stem_cells	SRX3730280|Trophoblast_stem_cells	STRING
Lgals6	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Lgals4	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Lamc2	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Ica1	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Hspb1	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Gm5155	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Gfy	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Gad1	9.062500	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw4	9.062500	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw11	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Fbxo3	9.062500	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0
Fam234a	9.062500	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0
Fam160b2	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Ddt	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Chrdl2	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Cd86	9.062500	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd300e	9.062500	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr4	9.062500	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cand1	9.062500	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0
Arl5b	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Arhgef7	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Acvrl1	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
4931422A03Rik	9.062500	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0
2610042L04Rik	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
Zpbp2	9.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmynd19	9.000000	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Yme1l1	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Ttc30a2	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Ttc30a1	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Trim47	9.000000	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0
Spata13	9.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a12	9.000000	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Scaf11	9.000000	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Sars	9.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpp38	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Rell2	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Ptges2	9.000000	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Ppie	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Pparg	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Pou6f1	9.000000	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhh1	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Pla2g7	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Patz1	9.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pabpn1	9.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ociad2	9.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mkrn3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Minpp1	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Mastl	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Itch	9.000000	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0
Ikzf3	9.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Gm5930	9.000000	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv4	9.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cped1	9.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd5	9.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baz1b	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0
Asnsd1	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Asdurf	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Arnt	9.000000	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Anxa6	9.000000	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acbd7	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
A530016L24Rik	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
2410141K09Rik	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Zfp526	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Vwa1	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Vezf1	8.937500	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttll11	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Tsen15	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Trim43b	8.937500	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trappc2l	8.937500	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Topbp1	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Tmprss9	8.937500	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Sri	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Rrn3	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Rpl23a	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Rhbdd2	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Rab34	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Pth	8.937500	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Pigf	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Phf19	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Pglyrp1	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Parp14	8.937500	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr633	8.937500	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0
Npsr1	8.937500	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfu1	8.937500	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0
Naaladl2	8.937500	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Mansc4	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Ly6d	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Klhl42	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Klhl18	8.937500	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif9	8.937500	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnh1	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Katna1	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Hook1	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Galns	8.937500	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxa1	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Farp1	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Dennd5a	8.937500	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dedd2	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Cript	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
B3galt5	8.937500	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aatf	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Trim72	8.875000	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbr3l	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Tbx2	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Snapc2	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Smyd2	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Sh3bgrl3	8.875000	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Scgb1a1	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Rdh11	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Phip	8.875000	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0
Pcdha9	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
Med26	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Krcc1	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Klrb1c	8.875000	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glis3	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Coa8	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Btnl9	8.875000	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btla	8.875000	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bag5	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
4932438A13Rik	8.875000	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tma7	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Timm9	8.812500	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thumpd2	8.812500	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Smad5	8.812500	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Rbm5	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Rasip1	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Pycrl	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Phtf1	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Nsmce3	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Mzt1	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Mcu	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Maea	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Lpcat2	8.812500	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Glis2	8.812500	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl13	8.812500	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Fam193b	8.812500	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egln1	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Dusp22	8.812500	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd10	8.812500	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Cyp51	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Ccdc51	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Bora	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0
Armc10	8.812500	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
2700049A03Rik	8.812500	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmym6	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Zfp318	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uts2r	8.750000	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem183a	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0
Srsf5	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Spata31d1d	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarca4	8.750000	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0
Slc46a2	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Slc35e3	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Slc30a3	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100a11	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Rsph9	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Rpl37	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Rab3b	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss55	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss51	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prodh2	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp3r1	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh19	8.750000	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0
Padi1	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Mtarc2	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp4	8.750000	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0
Jag2	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Ivd	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Irf5	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ipo4	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbq1a	8.750000	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0
Gm29825	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp7	8.750000	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0
Dnajc5g	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs4	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0
Defb47	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baiap2l2	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atn1	8.750000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amfr	8.750000	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0
Adgra2	8.750000	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
Zfp110	8.687500	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
Umad1	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Tut7	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Tecta	8.687500	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Susd1	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Spata32	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Snrpd2	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Sgo2a	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Serpinb9e	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Sema7a	8.687500	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4c	8.687500	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpa3	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Rnmt	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Rfc3	8.687500	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralgapa2	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Qpctl	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Pogz	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Plcb2	8.687500	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
Pgam5	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Nrbp2	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Mrps9	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Mphosph8	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Mmgt1	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Lypla2	8.687500	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
Klhl6	8.687500	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
Klhdc8b	8.687500	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
Kcnab1	8.687500	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp9	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Fam3c	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Fam210a	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Fam131b	8.687500	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc13	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Cfap97	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Cdc16	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Ccdc71	8.687500	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc6	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Btbd10	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Adck2	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0
Zcchc9	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Vcl	8.625000	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem60	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Slc22a17	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Shroom4	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Rrp12	8.625000	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0
Rps6ka4	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Rasl10b	8.625000	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Purb	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Ptpn14	8.625000	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
Phldb2	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Pcdhgb2	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Pcdhga5	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Parp9	8.625000	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0
P3h4	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Ncapg	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Mst1r	8.625000	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0
Mreg	8.625000	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapt	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Krt15	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Kif1b	8.625000	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kank3	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Hectd2	8.625000	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
Gpd1l	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Foxn4	8.625000	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp10	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Fam111a	8.625000	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eps8l2	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Dtx3l	8.625000	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc27	8.625000	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deaf1	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
Vwa8	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Tor1a	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Tomm34	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Tmem45a	8.562500	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfb1m	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Tecr	8.562500	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk4	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Stk35	8.562500	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Stard13	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Sprn	8.562500	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Slc35c2	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Sgk2	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Sgip1	8.562500	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
Rpl24	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Rbp2	8.562500	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
Pigr	8.562500	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
Pdss2	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Nqo2	8.562500	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Npr3	8.562500	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0
Naip1	8.562500	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi202b	8.562500	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
Ier2	8.562500	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
Hspb7	8.562500	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Hibch	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Gpr1	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Golga4	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Gm5800	8.562500	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Gdpgp1	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Elovl5	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Dkk1	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Dcp2	8.562500	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2m	8.562500	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcnkb	8.562500	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
Cib1	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Cdc25b	8.562500	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brd4	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Ap1b1	8.562500	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aen	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
1700029P11Rik	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Zfp995	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Zfp958	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Wwp2	8.500000	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
Wfdc15a	8.500000	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uchl3	8.500000	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tob1	8.500000	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thyn1	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Tbc1d10c	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Sirt1	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Serinc4	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Rhox4e	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Rbbp6	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Pyroxd1	8.500000	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
Prl8a9	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Prelid2	8.500000	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
