Target_genes	Nfkb1|Average	SRX122534|Dendritic_Cells	SRX122535|Dendritic_Cells	SRX122536|Dendritic_Cells	SRX122537|Dendritic_Cells	SRX122538|Dendritic_Cells	SRX122539|Dendritic_Cells	SRX122540|Dendritic_Cells	SRX122541|Dendritic_Cells	SRX122542|Dendritic_Cells	SRX122543|Dendritic_Cells	SRX450298|Macrophages	SRX450299|Macrophages	SRX450300|Macrophages	SRX450301|Macrophages	SRX450302|Macrophages	SRX450303|Macrophages	SRX450304|Macrophages	SRX7618597|Macrophages	STRING
Rnf169	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Prdm4	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Ppan	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Pdcd11	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Olfr1129	7.555556	0	0	0	0	0	0	0	0	0	0	0	54	82	0	0	0	0	0	0
Nfyc	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Ncdn	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Mtrex	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Miga2	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Kdelr2	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Itpk1	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Gm12258	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Dhx29	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Cndp2	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Atp5md	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Alg14	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Aanat	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0
AU040320	7.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Wdr62	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Wdr3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
Tsn	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Tram1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
Sla2	7.500000	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
Sdhc	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Rcor3	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Rap2b	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Ptov1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Ppdpf	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Pcm1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
P2ry2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Olfr222	7.500000	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
Mpz	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Mknk1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Ltn1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Lonp2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Lilra5	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Elf4	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Dnajb2	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Dcaf1	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Cep295nl	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
Bgn	7.500000	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
Arhgap9	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Aph1b	7.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Zzz3	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Ythdf2	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Tmem167b	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Tmem134	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Tdrd9	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Tanc1	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Sult6b2	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Stag3	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Rhbdl3	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Rgs12	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Rab19	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Prl2c5	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Pole4	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Pkm	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Mecom	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Mafk	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Igfbp7	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Gpc2	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Cyb561d1	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Cdk5rap3	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Atp5mpl	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Arhgap19	7.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Zfp637	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
Yme1l1	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Uba52	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Troap	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Tfpt	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Sulf2	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Stk16	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Ssty1	7.388889	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0
Spag1	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Sdha	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Rufy3	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Rraga	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Rex1bd	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Psme1	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Prpf31	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Polr2k	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Nacc2	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Mtmr12	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Mettl2	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Mastl	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Lamtor4	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Inpp1	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Gm21454	7.388889	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0
Gm21302	7.388889	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0
Gm20852	7.388889	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0
Glb1l	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Fitm1	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Eno1	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Ddn	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Coro1b	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Ccdc127	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Bcl2l12	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Bag3	7.388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0
Zfp932	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Zfp462	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Ypel2	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Wdfy1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Tdp2	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Rnf40	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Plin3	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Olfr620	7.333333	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
Olfr619	7.333333	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
Olfr1396	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Nxf1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Nqo1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Nfatc2	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Neurog2	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Mtus1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Jup	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Inppl1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Hk3	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
H3c15	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
H3c14	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
H2ac19	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
H2ac18	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Gja1	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Ficd	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Depdc1b	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Ccdc189	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Atxn7l3	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Atp1a3	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Acot13	7.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Ythdc2	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Trim39	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Slc33a1	7.277778	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
Rae1	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Rad18	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Pla2g5	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Pdzd9	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Mphosph6	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Mob1b	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Mettl1	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Kif3c	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Foxn2	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Fads2	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Eef1akmt3	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Ddx21	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Dcaf5	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Col24a1	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
Chic2	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Bbs2	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0
Bace1	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Atp2a3	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Atg4c	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Arhgap18	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Ankar	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
4932438A13Rik	7.277778	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
Zfp358	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Zar1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Wnt10a	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Wdr90	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Tns1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Tm7sf2	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Tirap	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Tesmin	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Spc24	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Rufy4	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Rpa2	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Rbfox1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Pkd1l3	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Pik3ap1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Phyhd1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Phlda3	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Ovgp1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Otop2	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Oit3	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Med9	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Lrrd1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Lcorl	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Kdm5c	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Jade3	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Itih5	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Gm20346	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Gcnt4	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Fbxo3	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Elfn2	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Diras2	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Cox19	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Col16a1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Cep295	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Baiap2l2	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Aoc1	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Anp32a	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Agpat5	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Adamts3	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0
4931422A03Rik	7.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Ywhah	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Taldo1	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Stk11ip	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Snx24	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Rbp4	7.166667	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Ppic	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Plekhh1	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Pa2g4	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Olfr1431	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
Lsr	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Lama3	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Kpna2	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Kif3b	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Jph3	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
Htra4	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Hps1	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Gspt1	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Fam187b	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Elavl1	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Eed	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Camk2n2	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Btg1	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Bnip2	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Bbs4	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
Abcc2	7.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0
a	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Zbed4	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Utp20	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Usp21	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Txlng	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Tbc1d16	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Svbp	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Snx16	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Rpf1	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Rexo1	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Ralgapb	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Ptma	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Prr27	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
Ppox	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Pgk1	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Manea	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Klk1b16	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
Isg20	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Got1	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Dcaf7	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
Chpt1	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Ccpg1os	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Ccpg1	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Ccdc40	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Ap2a1	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
Abcg2	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
6430548M08Rik	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0
2210407C18Rik	7.111111	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
Zcchc17	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Xiap	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Tsen34	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Tpcn2	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0
Stil	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Snx30	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Snrnp40	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Senp6	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Rtn3	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Ptgdr	7.055556	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
Psmc1	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Pdcl	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Pdcd1lg2	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
Nyap1	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Mrc1	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Metap1	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Mboat7	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Lactbl1	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0
Hsd17b7	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Glyctk	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Fam53c	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Eif4g3	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Dhrs9	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Dennd1b	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Calm1	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Atp7b	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Alg11	7.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0
Zfp93	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Zfp157	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Tgfb3	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Sult2a8	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Stx7	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Smim40	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Slc24a5	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Rpn2	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
