Target_genes	Atf3|Average	SRX15561941|C2C12	SRX122483|Dendritic_Cells	SRX122484|Dendritic_Cells	SRX122485|Dendritic_Cells	SRX122486|Dendritic_Cells	SRX122487|Dendritic_Cells	SRX122488|Dendritic_Cells	SRX122489|Dendritic_Cells	SRX122490|Dendritic_Cells	SRX122491|Dendritic_Cells	SRX122492|Dendritic_Cells	SRX2901300|Macrophages	SRX2901301|Macrophages	SRX2901302|Macrophages	SRX2901303|Macrophages	SRX2901304|Macrophages	SRX450305|Macrophages	SRX450306|Macrophages	SRX450309|Macrophages	SRX475801|Macrophages	SRX475802|Macrophages	SRX475803|Macrophages	SRX475804|Macrophages	SRX475805|Macrophages	SRX475806|Macrophages	SRX8245912|Macrophages	SRX8245913|Macrophages	SRX8245926|Macrophages	SRX8245927|Macrophages	SRX672451|Pancreas	STRING
Pgp	10.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo10	10.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	102	130	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ivns1abp	10.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	99	113	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0
Diablo	10.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bricd5	10.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfhx2	10.333333	0	0	0	0	0	0	0	0	0	0	0	87	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0
Syt8	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sar1b	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znhit3	10.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
Veph1	10.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	169	0	0	0	0	0	0	0	0	0
Sox5	10.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	169	0	0	0	0	0	0	0	0	0
Slc5a12	10.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	155	0	0	0	0	0	0	0	0	0
Obp1b	10.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	155	0	0	0	0	0	0	0	0	0
Nanp	10.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il17ra	10.300000	0	0	0	0	0	0	0	0	0	0	0	120	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecsit	10.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Echdc2	10.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	141	0	0	0	0	0	0	0	0	0
Creb1	10.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1s2	10.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	148	0	0
Add1	10.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	124	88	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A330070K13Rik	10.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	141	0	0	0	0	0	0	0	0	0
Zc3h8	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	70	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Setd1a	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0
Pttg1ip	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	93	87	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r9a	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltb	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	154	0	0	0
Lrwd1	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
Gsto1	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	222	0	0	0
Ergic1	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0
Crkl	10.266667	0	0	0	0	0	0	0	0	0	0	0	0	92	0	151	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm3	10.233333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Pgm2l1	10.233333	0	0	0	0	0	0	0	0	0	0	0	0	0	91	115	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc47	10.233333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	124	0	0
Fam131c	10.233333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D230025D16Rik	10.233333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	159	0	0	0
Slc35b3	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0
Sf3b4	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpp25l	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpv	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	172	0	0	0
Usp12	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0
Sly	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	154	0	0	0	0	0	0	0	0	0	0	0
Serinc4	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	117	0	0
Ppcdc	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	129	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1022	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	199	0	0
Mettl26	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	129	0	0
Hypk	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	117	0	0
Gm20931	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	154	0	0	0	0	0	0	0	0	0	0	0
Gckr	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	115	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Det1	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0
Cog3	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	78	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
Zfp61	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0
Wdr47	10.133333	0	0	0	0	0	0	0	0	0	0	0	60	0	0	171	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trip12	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0
Rabl3	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	148	0	0
Nsun5	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	156	0	0	0
Ngrn	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	93	87	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfap1b	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	123	0	0	0
Gtf2e1	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	148	0	0
Gpr89	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	88	83	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Gpn2	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0
Gale	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Fbxo36	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0
Caprin2	10.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r171	10.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	130	0	0	0	0	0	0	0	0	0	0	0	0
Tmem138	10.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Rnf181	10.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	115	82	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0
Rfx3	10.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	77	124	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigo	10.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	216	0	0	0
Krt79	10.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0
Igsf11	10.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	133	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13276	10.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	149	0	0	0
Cyb561a3	10.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Caly	10.100000	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr54	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	113	0	99	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uxs1	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	102	104	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
Prkar2b	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	128	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Panx1	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr420	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	181	0	0	0	0	0	0	0	0	0	0	0	0
Mansc4	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl42	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpd	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	63	0	114	0	0	0	0	0	0	0	0	0
Ddx11	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	0	96	95	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0
Cep152	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	68	0	0
1700003E16Rik	10.066667	0	0	0	0	0	0	0	0	0	0	0	0	113	0	99	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp28	10.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	72	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
Scp2	10.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	84	0	113	0	0	0
Sall2	10.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
Rpgr	10.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rp1	10.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	213	0	0	0	0	0	0	0	0	0
Opa1	10.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	118	0	0	0
Itgb3bp	10.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
H2bc6	10.033333	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
Efcab7	10.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0
Chsy1	10.033333	0	0	0	0	0	0	0	0	0	0	0	84	0	107	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenof	10.000000	0	0	0	0	0	0	0	0	0	0	0	103	0	83	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdsr	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs2st1	10.000000	0	0	0	0	0	0	0	0	0	0	0	103	0	83	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc3a	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
Alms1	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0
Wdr3	9.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pwwp2a	9.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	116	0	117	0	0	0
Pgm1	9.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myh9	9.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eid3	9.966667	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0
Clcc1	9.966667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
Snrnp48	9.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	118	0	0
Pygl	9.933333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	98	100	0	0
Haus5	9.933333	0	150	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem177	9.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	87	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0
Taf3	9.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	188	0	0	0
Spef2	9.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	88	104	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rergl	9.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	154	0	0	0	0	0	0	0	0	0	0	0
Pdp2	9.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
Nr1i3	9.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	145	0	0	0
Eed	9.900000	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	85	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0
Ldlrap1	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c11	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	93	0	104	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20939	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dok3	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
Cntf	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccn2	9.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdhaf3	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	96	0	112	0	0	0
Rpl34-ps1	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	158	0	0	0
Rpl34	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	158	0	0	0
Ppox	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0
Lamp5	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	141	0	0	0	0	0	0	0	0	0
Kdelr2	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	65	132	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irf1	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8b	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	155	0	0	0	0	0	0	0	0	0
Blk	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bhlhe41	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI429214	9.833333	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0
Ttc37	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	161	0	0
Rab22a	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	101	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0
Ndufaf3	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	157	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dalrd3	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	157	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsk	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	161	0	0
Arid4a	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr18	9.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	107	96	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0
Spata46	9.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	148	0	0
Rnf139	9.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Noc3l	9.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	98	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
Klhl35	9.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	172	0	0	0
Gm7694	9.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	148	0	0
Frmpd4	9.766667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	123	0	0	0
Tmem265	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	156	0	0	0
Tbc1d16	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	165	0	0	0
Taf13	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	94	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0
Slc26a2	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scamp4	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Napb	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnh4	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il17rc	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0
Hcrt	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Errfi1	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc40	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	165	0	0	0
Bmyc	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0
Adat3	9.733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Rps23	9.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	97	96	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0
Rfxap	9.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0
Invs	9.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
Erp44	9.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0
Ephx3	9.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox4	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pabpc5	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	169	0	0	0	0	0	0	0	0	0
Mgst1	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	63	0	0
Gpr137b	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Crybb1	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	176	0	0	0	0	0
C6	9.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	166	0	0	0
Zfp383	9.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp27	9.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss38	9.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0
Pik3r5	9.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
Ctsb	9.633333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0
U2af1l4	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	111	76	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trp53inp1	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
Tcf19	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psenen	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	111	76	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lin37	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	111	76	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hvcn1	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0
Cchcr1	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam8	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0
Zfp84	9.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	135	0	0	0
Olfr211	9.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
Hnrnpa1l2-ps2	9.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	99	75	0	0	0	0	0	0	0	0	0	0	0
