Target_genes	Mlxipl|Average	SRX15941723|Liver	SRX15941725|Liver	SRX6099407|Liver	SRX6099408|Liver	SRX6099409|Liver	SRX6099410|Liver	SRX6099411|Liver	SRX6099412|Liver	SRX6099413|Liver	SRX6099414|Liver	SRX6099415|Liver	SRX6099416|Liver	SRX6099417|Liver	SRX6099418|Liver	STRING
Ggps1	19.500000	0	0	0	0	0	0	0	0	101	172	0	0	0	0	0
Fech	19.500000	0	0	0	0	0	0	120	153	0	0	0	0	0	0	0
Arid4b	19.500000	0	0	0	0	0	0	0	0	101	172	0	0	0	0	0
Anapc2	19.500000	0	0	0	0	0	0	0	0	133	140	0	0	0	0	0
Zfp189	19.428571	0	0	0	0	0	0	0	155	0	117	0	0	0	0	0
Ube3a	19.428571	86	0	0	0	0	0	0	84	0	102	0	0	0	0	0
Rpl19	19.428571	0	0	0	0	0	0	0	0	0	117	0	155	0	0	0
Nup160	19.428571	0	0	0	0	0	0	83	0	0	124	0	65	0	0	0
Mrpl50	19.428571	0	0	0	0	0	0	0	155	0	117	0	0	0	0	0
Lsm6	19.428571	0	0	0	0	0	0	0	95	83	94	0	0	0	0	0
Ddc	19.428571	0	0	0	0	0	0	0	160	0	0	0	0	0	112	0
Cacnb1	19.428571	0	0	0	0	0	0	0	0	0	117	0	155	0	0	0
Ap1s1	19.428571	0	0	0	0	0	0	0	130	0	142	0	0	0	0	0
Zscan25	19.357143	0	0	0	0	0	0	0	130	0	141	0	0	0	0	0
Wdr26	19.357143	0	0	0	0	0	0	116	155	0	0	0	0	0	0	0
Specc1l	19.357143	0	0	0	0	0	0	0	153	118	0	0	0	0	0	0
Sik1	19.357143	0	0	0	0	0	0	0	116	0	155	0	0	0	0	0
Sars2	19.357143	0	0	0	0	0	0	0	125	0	146	0	0	0	0	0
Pskh1	19.357143	0	0	0	0	0	0	97	107	0	67	0	0	0	0	0
Phax	19.357143	0	0	0	0	0	0	0	170	0	0	0	101	0	0	0
Oga	19.357143	0	0	0	0	0	0	0	103	0	168	0	0	0	0	0
Myo18a	19.357143	0	0	0	0	0	0	0	179	0	92	0	0	0	0	0
Mrps12	19.357143	0	0	0	0	0	0	0	125	0	146	0	0	0	0	0
Hnrnpul1	19.357143	0	0	0	0	0	0	0	0	0	156	0	115	0	0	0
Hnf4g	19.357143	0	0	0	0	0	0	108	163	0	0	0	0	0	0	0
Ddt	19.357143	0	0	0	0	0	0	0	0	0	0	0	150	0	121	0
Aldh7a1	19.357143	0	0	0	0	0	0	0	170	0	0	0	101	0	0	0
Slc39a9	19.285714	0	0	0	0	0	0	0	0	0	168	0	102	0	0	0
Rgs2	19.285714	0	0	0	0	0	0	0	120	0	0	0	150	0	0	0
Fmo5	19.285714	0	0	0	0	0	0	0	0	0	89	0	0	0	181	0
Erh	19.285714	0	0	0	0	0	0	0	0	0	168	0	102	0	0	0
Abcd4	19.285714	0	0	0	0	0	0	0	0	0	0	0	126	0	144	0
Zfp960	19.214286	0	0	0	0	0	0	0	111	0	0	0	158	0	0	0
Traf5	19.214286	0	0	0	0	0	0	0	186	0	83	0	0	0	0	0
Fubp3	19.214286	0	0	0	0	0	0	0	152	0	0	0	0	0	117	0
Decr1	19.214286	0	0	0	0	0	0	138	131	0	0	0	0	0	0	0
Apbb1ip	19.214286	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0
Zfp367	19.142857	0	0	0	0	0	0	0	103	0	165	0	0	0	0	0
Serpini1	19.142857	0	0	0	0	0	0	0	128	0	140	0	0	0	0	0
Pdcd10	19.142857	0	0	0	0	0	0	0	128	0	140	0	0	0	0	0
Pcdhgb8	19.142857	0	0	0	0	0	0	0	0	0	0	0	112	0	156	0
Pcdhga11	19.142857	0	0	0	0	0	0	0	0	0	0	0	112	0	156	0
Cyp4f17	19.142857	0	0	0	0	0	0	0	144	0	0	0	0	0	124	0
Ate1	19.142857	0	0	0	0	0	0	0	123	0	145	0	0	0	0	0
Sybu	19.071429	0	0	0	0	0	0	109	158	0	0	0	0	0	0	0
Sesn3	19.071429	0	0	0	0	0	0	0	0	128	139	0	0	0	0	0
Lsm14b	19.071429	0	0	0	0	0	0	148	0	0	119	0	0	0	0	0
Fth1	19.071429	0	0	0	0	0	0	0	106	0	0	74	0	0	87	0
Cct4	19.071429	0	0	0	0	0	0	0	105	0	162	0	0	0	0	0
Banp	19.071429	0	0	0	0	0	0	0	0	0	129	0	138	0	0	0
Mal2	19.000000	0	0	0	0	0	0	0	156	0	110	0	0	0	0	0
Wrnip1	18.928571	0	0	0	0	0	0	0	152	0	113	0	0	0	0	0
Vcpip1	18.928571	0	0	0	0	0	0	0	0	117	148	0	0	0	0	0
Snrpa1	18.928571	0	0	0	0	0	0	0	91	0	174	0	0	0	0	0
Smim10l1	18.928571	0	0	0	0	0	0	0	0	0	108	0	0	0	157	0
Sinhcaf	18.928571	0	0	0	0	0	0	0	146	0	119	0	0	0	0	0
Rabl3	18.928571	0	0	0	0	0	0	0	0	0	140	0	125	0	0	0
Pld3	18.928571	0	0	0	0	0	0	0	110	0	155	0	0	0	0	0
Gtf2e1	18.928571	0	0	0	0	0	0	0	0	0	140	0	125	0	0	0
2310022A10Rik	18.928571	0	0	0	0	0	0	0	110	0	155	0	0	0	0	0
Wsb2	18.857143	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0
Sult1c2	18.857143	0	0	0	0	0	0	164	100	0	0	0	0	0	0	0
Rabep1	18.857143	0	0	0	0	0	0	0	178	0	86	0	0	0	0	0
Nfkbil1	18.857143	0	0	0	0	0	0	0	112	0	152	0	0	0	0	0
Kat5	18.857143	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0
Gss	18.857143	0	0	0	0	0	0	0	151	0	113	0	0	0	0	0
Grb2	18.857143	0	0	0	0	0	0	0	115	0	149	0	0	0	0	0
Ap4e1	18.857143	0	0	0	0	0	0	0	0	130	134	0	0	0	0	0
Ankrd54	18.857143	0	0	0	0	0	0	0	0	0	124	0	140	0	0	0
Pcif1	18.785714	0	0	0	0	0	0	0	0	0	0	108	0	0	155	0
Mtmr6	18.785714	0	0	0	0	0	0	0	147	0	116	0	0	0	0	0
Cdv3	18.785714	0	0	0	0	0	0	0	0	103	160	0	0	0	0	0
Asb1	18.785714	0	0	0	0	0	0	0	114	0	149	0	0	0	0	0
Ankrd10	18.785714	0	0	0	0	0	0	0	0	107	156	0	0	0	0	0
Xbp1	18.714286	0	0	0	0	0	0	146	0	116	0	0	0	0	0	0
Tmem106b	18.714286	0	0	0	0	0	0	108	154	0	0	0	0	0	0	0
Tmed5	18.714286	0	0	0	0	0	0	0	0	111	151	0	0	0	0	0
Pnpla6	18.714286	0	0	0	0	0	0	0	105	0	0	0	0	0	157	0
Kif20b	18.714286	0	0	0	0	0	0	0	96	0	166	0	0	0	0	0
Cog3	18.714286	0	0	0	0	0	0	142	0	0	120	0	0	0	0	0
Ccdc18	18.714286	0	0	0	0	0	0	0	0	111	151	0	0	0	0	0
Bin1	18.714286	0	0	0	0	0	0	149	0	113	0	0	0	0	0	0
Amn1	18.714286	0	0	0	0	0	0	0	0	128	134	0	0	0	0	0
Aifm1	18.714286	0	0	0	0	0	0	0	151	0	0	0	111	0	0	0
Usp24	18.642857	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0
Rpgrip1l	18.642857	0	0	0	0	0	0	0	0	123	138	0	0	0	0	0
Ndufaf7	18.642857	0	0	0	0	0	0	0	158	0	103	0	0	0	0	0
Fto	18.642857	0	0	0	0	0	0	0	0	123	138	0	0	0	0	0
Cxxc1	18.642857	0	0	0	0	0	0	0	0	0	181	0	0	0	80	0
Cebpz	18.642857	0	0	0	0	0	0	0	158	0	103	0	0	0	0	0
Cdyl	18.642857	0	0	0	0	0	0	129	0	0	132	0	0	0	0	0
Tprn	18.571429	0	0	0	0	0	0	96	0	0	164	0	0	0	0	0
Nim1k	18.571429	0	0	0	0	0	0	0	156	104	0	0	0	0	0	0
Mettl4	18.571429	0	0	0	0	0	0	0	117	71	72	0	0	0	0	0
Spink1	18.500000	0	0	0	0	0	0	0	0	155	104	0	0	0	0	0
Ggnbp1	18.500000	0	0	0	0	0	0	0	130	0	0	0	129	0	0	0
Espl1	18.500000	0	0	0	0	0	0	0	120	0	0	0	139	0	0	0
Zfp622	18.428571	0	0	0	0	0	0	0	66	0	0	0	192	0	0	0
Smg1	18.428571	0	0	0	0	0	0	0	141	0	117	0	0	0	0	0
Rps26	18.428571	0	0	0	0	0	0	0	0	133	125	0	0	0	0	0
Ndufaf3	18.428571	0	0	0	0	0	0	0	0	0	99	0	0	0	159	0
Lipa	18.428571	132	0	0	0	0	0	0	126	0	0	0	0	0	0	0
Dalrd3	18.428571	0	0	0	0	0	0	0	0	0	99	0	0	0	159	0
Whamm	18.357143	0	0	0	0	0	0	101	156	0	0	0	0	0	0	0
Trio	18.357143	0	0	0	0	0	0	0	134	0	123	0	0	0	0	0
Tmem54	18.357143	99	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Tbcc	18.357143	0	0	0	0	0	0	0	118	0	139	0	0	0	0	0
Sec11c	18.357143	0	0	0	0	0	0	118	0	0	0	0	139	0	0	0
Fsd2	18.357143	0	0	0	0	0	0	101	156	0	0	0	0	0	0	0
Dbndd2	18.357143	0	0	0	0	0	0	0	0	0	0	78	179	0	0	0
Rbfox2	18.285714	0	0	0	0	0	0	0	117	0	139	0	0	0	0	0
Mvk	18.285714	0	0	0	0	0	0	0	0	111	145	0	0	0	0	0
Mmab	18.285714	0	0	0	0	0	0	0	0	111	145	0	0	0	0	0
Foxn3	18.285714	0	0	0	0	0	0	0	0	0	124	0	0	0	132	0
Cryl1	18.285714	0	0	0	0	0	0	0	140	116	0	0	0	0	0	0
Ubr4	18.214286	0	0	0	0	0	0	0	0	75	180	0	0	0	0	0
Abca1	18.214286	0	0	0	0	0	0	0	128	0	127	0	0	0	0	0
Trak2	18.142857	0	0	0	0	0	0	83	0	80	91	0	0	0	0	0
Tonsl	18.142857	0	0	0	0	0	0	0	120	0	134	0	0	0	0	0
Stat6	18.142857	0	0	0	0	0	0	0	0	0	0	0	115	0	139	0
Prr3	18.142857	0	0	0	0	0	0	0	134	0	120	0	0	0	0	0
Ppp2r5b	18.142857	0	115	0	0	0	0	0	139	0	0	0	0	0	0	0
Nfkbia	18.142857	0	0	0	0	0	0	0	120	0	134	0	0	0	0	0
Mrps21	18.142857	0	0	0	0	0	0	152	0	102	0	0	0	0	0	0
Gnl1	18.142857	0	0	0	0	0	0	0	134	0	120	0	0	0	0	0
Eri3	18.142857	0	0	0	0	0	0	0	130	0	124	0	0	0	0	0
Ccdc124	18.142857	0	0	0	0	0	0	0	140	0	114	0	0	0	0	0
Ascl2	18.142857	0	0	0	0	0	0	0	0	0	0	116	138	0	0	0
Ncdn	18.071429	0	0	0	0	0	0	0	0	0	109	0	144	0	0	0
Mvb12a	18.071429	0	0	0	0	0	0	0	135	0	118	0	0	0	0	0
Mfn1	18.071429	0	0	0	0	0	0	0	121	0	132	0	0	0	0	0
Gnaq	18.071429	0	0	0	0	0	0	140	0	0	113	0	0	0	0	0
Flywch2	18.071429	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0
Clybl	18.071429	109	0	0	0	0	0	0	0	0	144	0	0	0	0	0
AU040320	18.071429	0	0	0	0	0	0	0	0	0	109	0	144	0	0	0
Tmem88b	18.000000	0	0	0	0	0	0	0	105	0	0	0	147	0	0	0
Tmem212	18.000000	0	0	0	0	0	0	0	155	0	97	0	0	0	0	0
Ddx52	18.000000	0	0	0	0	0	0	114	138	0	0	0	0	0	0	0
Cpne3	18.000000	131	0	0	0	0	0	0	121	0	0	0	0	0	0	0
Ube2q2	17.928571	0	0	0	0	0	0	170	81	0	0	0	0	0	0	0
Ttc14	17.928571	0	0	0	0	0	0	0	0	134	117	0	0	0	0	0
Stx4a	17.928571	0	0	0	0	0	0	0	106	0	145	0	0	0	0	0
Kctd6	17.928571	0	0	0	0	0	0	156	95	0	0	0	0	0	0	0
Gnb2	17.928571	0	0	0	0	0	0	0	0	0	90	0	161	0	0	0
Ccdc50	17.928571	0	0	0	0	0	0	141	110	0	0	0	0	0	0	0
Ccdc130	17.928571	0	0	0	0	0	0	0	0	86	165	0	0	0	0	0
Wdr20	17.857143	0	0	0	0	0	0	120	130	0	0	0	0	0	0	0
Tmem171	17.857143	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0
Slc35b1	17.857143	0	0	0	0	0	0	0	98	61	91	0	0	0	0	0
Slc30a9	17.857143	0	0	0	0	0	0	0	140	0	110	0	0	0	0	0
Psmc2	17.857143	0	0	0	0	0	0	0	0	0	0	0	115	0	135	0
Dnajc2	17.857143	0	0	0	0	0	0	0	0	0	0	0	115	0	135	0
Cyth2	17.857143	0	0	0	0	0	0	0	0	0	161	0	0	0	89	0
Plekha3	17.785714	0	0	0	0	0	0	0	0	0	101	0	148	0	0	0
Ints1	17.785714	0	0	0	0	0	0	0	135	0	114	0	0	0	0	0
Fkbp7	17.785714	0	0	0	0	0	0	0	0	0	101	0	148	0	0	0
Cdk8	17.785714	0	0	0	0	0	0	0	0	0	136	0	0	0	113	0
Tmem198b	17.714286	0	0	0	0	0	0	0	122	0	126	0	0	0	0	0
Srxn1	17.714286	0	0	0	0	0	0	94	0	0	154	0	0	0	0	0
Rsf1	17.714286	0	0	0	0	0	0	0	136	0	112	0	0	0	0	0
Pnn	17.714286	0	0	0	0	0	0	0	107	0	141	0	0	0	0	0
Lfng	17.714286	0	0	0	0	0	0	0	0	0	0	119	129	0	0	0
Dnajc14	17.714286	0	0	0	0	0	0	0	122	0	126	0	0	0	0	0
Dele1	17.714286	0	0	0	0	0	0	0	0	108	140	0	0	0	0	0
Ccdc17	17.714286	0	0	0	0	0	0	0	99	0	149	0	0	0	0	0
Apba1	17.714286	0	0	0	0	0	0	0	0	0	0	119	129	0	0	0
Aamdc	17.714286	0	0	0	0	0	0	0	136	0	112	0	0	0	0	0
Thada	17.642857	0	0	0	0	0	0	0	0	138	109	0	0	0	0	0
Ssrp1	17.642857	0	0	0	0	0	0	0	120	0	0	0	127	0	0	0
P2rx3	17.642857	0	0	0	0	0	0	0	120	0	0	0	127	0	0	0
Fbxw2	17.642857	0	0	0	0	0	0	0	0	0	98	0	149	0	0	0
Smarca5	17.571429	0	0	0	0	0	0	0	138	0	108	0	0	0	0	0
Ryk	17.571429	0	0	0	0	0	0	140	0	0	0	0	106	0	0	0
Rcor3	17.571429	134	0	0	0	0	0	0	0	0	112	0	0	0	0	0
Rbp4	17.571429	0	0	0	0	0	0	0	135	0	0	0	0	0	111	0
Rab5b	17.571429	0	0	0	0	0	0	0	142	0	104	0	0	0	0	0
Prep	17.571429	0	0	0	0	0	0	0	119	0	0	0	0	0	127	0
Ier3ip1	17.571429	0	0	0	0	0	0	0	131	115	0	0	0	0	0	0
Tasp1	17.500000	0	0	0	0	0	0	0	0	0	124	0	0	0	121	0
Rps14	17.500000	0	0	0	0	0	0	0	0	0	102	0	143	0	0	0
Mtx3	17.500000	0	0	0	0	0	0	0	0	0	0	121	124	0	0	0
Mtrf1l	17.500000	0	0	0	0	0	0	0	131	0	114	0	0	0	0	0
Zfp871	17.428571	0	0	0	0	0	0	150	94	0	0	0	0	0	0	0
Zfp174	17.428571	0	0	0	0	0	0	0	151	0	93	0	0	0	0	0
Tada2b	17.428571	0	0	0	0	0	0	0	114	0	130	0	0	0	0	0
Srd5a3	17.428571	0	0	0	0	0	0	115	129	0	0	0	0	0	0	0
Nfatc3	17.428571	0	0	0	0	0	0	135	0	0	109	0	0	0	0	0
Eif2ak3	17.428571	0	0	0	0	0	0	0	0	98	146	0	0	0	0	0
Ccdc96	17.428571	0	0	0	0	0	0	0	114	0	130	0	0	0	0	0
Taf6l	17.357143	0	0	0	0	0	0	0	114	0	129	0	0	0	0	0
Rpsa	17.357143	0	0	0	0	0	0	0	103	0	0	0	140	0	0	0
Ric8a	17.357143	0	0	0	0	0	0	0	108	0	135	0	0	0	0	0
Ints8	17.357143	0	0	0	0	0	0	0	125	0	118	0	0	0	0	0
Cep63	17.357143	0	0	0	0	0	0	0	0	119	124	0	0	0	0	0
Bet1l	17.357143	0	0	0	0	0	0	0	108	0	135	0	0	0	0	0
Anapc13	17.357143	0	0	0	0	0	0	0	0	119	124	0	0	0	0	0
Zfp975	17.285714	0	0	0	0	0	0	126	0	0	116	0	0	0	0	0
Wdr83os	17.285714	0	0	0	0	0	0	0	0	107	135	0	0	0	0	0
Wdr83	17.285714	0	0	0	0	0	0	0	0	107	135	0	0	0	0	0
Rwdd1	17.285714	0	0	0	0	0	0	120	0	0	122	0	0	0	0	0
Mup17	17.285714	0	0	0	0	0	0	0	0	0	0	0	0	129	113	0
Man2b1	17.285714	0	0	0	0	0	0	0	0	107	135	0	0	0	0	0
Lars	17.285714	0	0	0	0	0	0	0	0	85	157	0	0	0	0	0
Cbll1	17.285714	0	0	0	0	0	0	0	101	0	141	0	0	0	0	0
Auts2	17.285714	0	0	0	0	0	0	0	119	0	123	0	0	0	0	0
Sbp	17.214286	0	0	0	0	0	0	0	0	143	0	98	0	0	0	0
Notch1	17.214286	109	0	0	0	0	0	0	0	0	132	0	0	0	0	0
Tmem127	17.142857	0	0	0	0	0	0	0	0	119	121	0	0	0	0	0
Psmc1	17.142857	0	0	0	0	0	0	0	0	0	139	0	0	0	101	0
Id1	17.142857	0	0	0	0	0	0	139	101	0	0	0	0	0	0	0
Ciao1	17.142857	0	0	0	0	0	0	0	0	119	121	0	0	0	0	0
Aars2	17.142857	0	0	0	0	0	0	116	0	0	124	0	0	0	0	0
Gabrd	17.071429	0	0	0	0	0	0	0	110	0	0	0	129	0	0	0
Echdc1	17.071429	0	0	0	0	0	0	0	72	0	80	0	87	0	0	0
Cfdp1	17.071429	0	0	0	0	0	0	0	128	0	0	0	111	0	0	0
Zfp972	17.000000	0	0	0	0	0	0	0	0	0	0	0	158	0	80	0
Zfp619	17.000000	0	0	0	0	0	0	0	99	0	139	0	0	0	0	0
Sgta	17.000000	0	0	0	0	0	0	0	130	0	0	0	108	0	0	0
Rps10	17.000000	0	0	0	0	0	0	103	0	0	135	0	0	0	0	0
Pigu	17.000000	0	0	0	0	0	0	0	87	0	151	0	0	0	0	0
Gm960	17.000000	0	0	0	0	0	0	0	0	0	101	137	0	0	0	0
Arhgef18	17.000000	0	0	0	0	0	0	119	119	0	0	0	0	0	0	0
S100a10	16.928571	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0
Rsrc2	16.928571	0	0	0	0	0	0	0	137	0	100	0	0	0	0	0
Krt23	16.928571	0	0	0	0	0	0	0	0	107	130	0	0	0	0	0
Kntc1	16.928571	0	0	0	0	0	0	0	137	0	100	0	0	0	0	0
Akap8l	16.928571	0	0	0	0	0	0	0	137	0	100	0	0	0	0	0
Tfeb	16.857143	0	0	0	0	0	0	0	0	113	123	0	0	0	0	0
Prkrip1	16.857143	0	0	0	0	0	0	0	0	122	114	0	0	0	0	0
Gcsam	16.857143	0	0	0	0	0	0	0	128	0	108	0	0	0	0	0
Fam207a	16.857143	0	0	0	0	0	0	117	0	0	119	0	0	0	0	0
Slc2a1	16.785714	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0
Rpl34-ps1	16.785714	0	0	0	0	0	0	0	0	136	99	0	0	0	0	0
Rpl34	16.785714	0	0	0	0	0	0	0	0	136	99	0	0	0	0	0
Lrig2	16.785714	0	0	0	0	0	0	0	0	0	151	0	0	0	84	0
Cdpf1	16.785714	0	0	0	0	0	0	0	139	0	96	0	0	0	0	0
Borcs7	16.785714	0	0	0	0	0	0	0	90	0	145	0	0	0	0	0
Tnfrsf14	16.714286	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0
Sntb1	16.714286	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0
Rps24	16.714286	121	0	0	0	0	0	0	113	0	0	0	0	0	0	0
Polr3a	16.714286	121	0	0	0	0	0	0	113	0	0	0	0	0	0	0
Ncor1	16.714286	0	0	0	0	0	0	0	0	0	112	0	0	0	122	0
Mpeg1	16.714286	0	0	0	0	0	0	0	0	0	0	0	110	0	124	0
Acad12	16.714286	0	0	0	0	0	0	0	111	0	123	0	0	0	0	0
Zfp408	16.642857	0	0	0	0	0	0	0	124	0	109	0	0	0	0	0
Vamp3	16.642857	0	0	0	0	0	0	0	133	0	100	0	0	0	0	0
Tuba1b	16.642857	0	0	0	0	0	0	0	130	103	0	0	0	0	0	0
Thpo	16.642857	0	0	0	0	0	0	0	135	0	98	0	0	0	0	0
Sptssa	16.642857	0	0	0	0	0	0	0	0	0	102	0	131	0	0	0
Qsox2	16.642857	0	0	0	0	0	0	0	131	0	0	0	102	0	0	0
Pitpnm1	16.642857	0	0	0	0	0	0	0	0	84	149	0	0	0	0	0
Mthfd1l	16.642857	0	0	0	0	0	0	0	0	0	111	0	122	0	0	0
LOC114841036	16.642857	0	0	0	0	0	0	137	96	0	0	0	0	0	0	0
Hpd	16.642857	0	0	0	0	0	0	89	144	0	0	0	0	0	0	0
Chrd	16.642857	0	0	0	0	0	0	0	135	0	98	0	0	0	0	0
Cdk2ap2	16.642857	0	0	0	0	0	0	0	0	84	149	0	0	0	0	0
Ccdc117	16.642857	0	0	0	0	0	0	0	90	0	143	0	0	0	0	0
Arhgap1	16.642857	0	0	0	0	0	0	0	124	0	109	0	0	0	0	0
Xrcc4	16.571429	0	0	0	0	0	0	0	105	0	127	0	0	0	0	0
Tmem167	16.571429	0	0	0	0	0	0	0	105	0	127	0	0	0	0	0
Ipo4	16.571429	0	0	0	0	0	0	0	120	0	112	0	0	0	0	0
Uhrf2	16.500000	0	0	0	0	0	0	120	111	0	0	0	0	0	0	0
Slc35c2	16.500000	0	0	0	0	0	0	0	112	0	0	0	119	0	0	0
Rarb	16.500000	0	0	0	0	0	0	0	0	0	93	0	0	0	138	0
Nudt18	16.500000	0	0	0	0	0	0	0	0	116	115	0	0	0	0	0
Il22ra1	16.500000	0	0	0	0	0	0	0	108	0	123	0	0	0	0	0
Fmc1	16.500000	0	0	0	0	0	0	0	0	0	107	0	124	0	0	0
Creb3l2	16.500000	0	0	0	0	0	0	110	0	0	121	0	0	0	0	0
Snx11	16.428571	0	0	0	0	0	0	0	0	106	124	0	0	0	0	0
Plxdc1	16.428571	0	0	0	0	0	0	0	142	0	0	0	0	0	88	0
Odf2	16.428571	0	0	0	0	0	0	0	0	0	87	0	0	0	143	0
Mul1	16.428571	0	0	0	0	0	0	0	0	118	112	0	0	0	0	0
Ddx23	16.428571	102	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Zfp53	16.357143	0	0	0	0	0	0	0	0	0	119	0	110	0	0	0
Tgfbr1	16.357143	0	0	0	0	0	0	0	0	87	142	0	0	0	0	0
Klf8	16.357143	0	0	0	0	0	0	0	0	0	0	109	120	0	0	0
Clic3	16.357143	0	0	0	0	0	0	0	0	0	112	0	0	0	117	0
Anapc5	16.357143	0	0	0	0	0	0	0	0	0	104	0	125	0	0	0
Tuft1	16.285714	0	0	0	0	0	0	83	145	0	0	0	0	0	0	0
Rpl29	16.285714	0	0	0	0	0	0	0	0	86	142	0	0	0	0	0
Polr3g	16.285714	0	0	0	0	0	0	0	0	105	123	0	0	0	0	0
Ndc80	16.285714	0	0	0	0	0	0	0	0	114	114	0	0	0	0	0
Mrps9	16.285714	0	0	0	0	0	0	0	0	100	128	0	0	0	0	0
Mknk2	16.285714	0	0	0	0	0	0	108	120	0	0	0	0	0	0	0
Mblac2	16.285714	0	0	0	0	0	0	0	0	105	123	0	0	0	0	0
Lztfl1	16.285714	0	0	0	0	0	0	0	0	0	99	0	129	0	0	0
Lrp6	16.285714	0	0	0	0	0	0	0	139	0	0	0	0	0	89	0
Hdac1	16.285714	0	0	0	0	0	0	0	0	119	109	0	0	0	0	0
Dnajc19	16.285714	0	0	0	0	0	0	0	0	0	113	115	0	0	0	0
Zfp790	16.214286	0	0	0	0	0	0	0	99	0	128	0	0	0	0	0
Zbtb45	16.214286	0	0	0	0	0	0	0	93	0	134	0	0	0	0	0
Wdr45b	16.214286	0	0	0	0	0	0	95	0	0	132	0	0	0	0	0
Ppp2r3a	16.214286	0	0	0	0	0	0	0	0	0	119	0	108	0	0	0
Oat	16.214286	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0
Zscan22	16.142857	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0
Zfp687	16.142857	0	0	0	0	0	0	0	0	93	133	0	0	0	0	0
Tec	16.142857	0	0	0	0	0	0	0	106	0	120	0	0	0	0	0
Spata24	16.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Prob1	16.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0
Dusp22	16.142857	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0
B230307C23Rik	16.142857	0	0	0	0	0	0	0	109	0	117	0	0	0	0	0
Smtnl2	16.071429	0	0	0	0	0	0	103	122	0	0	0	0	0	0	0
Rtn4	16.071429	0	0	0	0	0	0	0	95	0	130	0	0	0	0	0
Pank3	16.071429	0	0	0	0	0	0	0	115	0	110	0	0	0	0	0
Map3k8	16.071429	0	0	0	0	0	0	0	0	0	120	0	105	0	0	0
Tpd52l2	16.000000	0	0	0	0	0	0	0	0	110	114	0	0	0	0	0
Tnrc18	16.000000	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0
Rad51	16.000000	0	0	0	0	0	0	0	0	69	155	0	0	0	0	0
Hnrnpc	16.000000	0	0	0	0	0	0	0	97	127	0	0	0	0	0	0
Clps	16.000000	0	0	0	0	0	0	73	151	0	0	0	0	0	0	0
Blm	16.000000	0	0	0	0	0	0	0	110	0	114	0	0	0	0	0
Abhd16b	16.000000	0	0	0	0	0	0	0	0	110	114	0	0	0	0	0
Smarcd1	15.928571	0	0	0	0	0	0	0	129	0	94	0	0	0	0	0
Slc26a6	15.928571	0	0	0	0	0	0	0	0	0	92	0	131	0	0	0
Pold2	15.928571	0	0	0	0	0	0	101	122	0	0	0	0	0	0	0
Lsg1	15.928571	0	0	0	0	0	0	0	119	0	104	0	0	0	0	0
Gfpt1	15.928571	0	0	0	0	0	0	0	126	0	0	0	97	0	0	0
Eci3	15.928571	0	0	0	0	0	0	0	135	0	0	0	88	0	0	0
Casp6	15.928571	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0
Psmd3	15.857143	0	0	0	0	0	0	0	109	0	113	0	0	0	0	0
Nubp1	15.857143	0	0	0	0	0	0	0	0	108	114	0	0	0	0	0
Lasp1	15.857143	0	0	0	0	0	0	0	116	0	0	106	0	0	0	0
Slc39a11	15.785714	0	0	0	0	0	0	0	0	0	0	119	102	0	0	0
Serp2	15.785714	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0
Park7	15.785714	0	0	0	0	0	0	107	114	0	0	0	0	0	0	0
Mtx2	15.785714	0	0	0	0	0	0	0	110	0	111	0	0	0	0	0
Get1	15.785714	135	0	0	0	0	0	0	0	86	0	0	0	0	0	0
Galk1	15.785714	0	0	0	0	0	0	0	100	0	121	0	0	0	0	0
Arfgap3	15.785714	0	0	0	0	0	0	121	100	0	0	0	0	0	0	0
Apob	15.785714	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0
Trim23	15.714286	0	0	0	0	0	0	0	124	0	96	0	0	0	0	0
Trappc13	15.714286	0	0	0	0	0	0	0	124	0	96	0	0	0	0	0
Shld3	15.714286	0	0	0	0	0	0	0	124	0	96	0	0	0	0	0
Mri1	15.714286	0	0	0	0	0	0	0	120	0	100	0	0	0	0	0
Ero1a	15.714286	0	0	0	0	0	0	0	0	137	83	0	0	0	0	0
Coa8	15.714286	0	0	0	0	0	0	0	0	118	102	0	0	0	0	0
