Target_genes	Arnt|Average	SRX6386420|4T1	SRX6386421|4T1	SRX6386422|4T1	SRX6386423|4T1	SRX8844237|EpiSC	SRX8844238|EpiSC	SRX8844239|EpiSC	SRX8844240|EpiSC	SRX6386412|ES_cells	SRX6386413|ES_cells	SRX6386414|ES_cells	SRX6386415|ES_cells	SRX6386416|ES_cells	SRX6386417|ES_cells	SRX6386418|ES_cells	SRX6386419|ES_cells	STRING
Atg9b	9.375000	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0
Abcf1	9.375000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcc12	9.375000	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strap	9.312500	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk10	9.312500	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx9	9.312500	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep131	9.312500	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox10	9.250000	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf23	9.250000	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcc	9.250000	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpd	9.250000	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnaz	9.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
Dvl2	9.250000	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc42ep1	9.250000	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc25a	9.250000	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccser2	9.250000	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc38	9.250000	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brwd1	9.250000	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amdhd1	9.250000	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss46	9.187500	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prox2	9.187500	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtdc1	9.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0
Dapk3	9.187500	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
1700001O22Rik	9.187500	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb21	9.125000	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfap2a	9.125000	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pbrm1	9.125000	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf8	9.125000	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hif1a	9.125000	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceacam16	9.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
BC029722	9.125000	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp787	9.062500	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp36l2	9.062500	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpo6	9.062500	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tprn	9.062500	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps16	9.062500	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nog	9.062500	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0
Nip7	9.062500	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxc2	9.062500	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cog8	9.062500	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp119b	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Zar1l	9.000000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spats2	9.000000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Runx3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Rnf17	9.000000	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0
Rasal1	9.000000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgm2l1	9.000000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pank3	9.000000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Men1	9.000000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif2a	9.000000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebi3	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0
Brca2	9.000000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atf6	9.000000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc3	9.000000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp719	8.937500	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scpep1	8.937500	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862220	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Jrkl	8.937500	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21953	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Gm21586	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Gm20878	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Cxxc5	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Ccdc82	8.937500	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpt1	8.875000	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pptc7	8.875000	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudcd3	8.875000	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nop9	8.875000	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs1	8.875000	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep68	8.875000	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd17	8.875000	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zxdb	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp945	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc14	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiprl	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbno1	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrp1b	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkd1l2	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncapg	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa10	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hprt	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hccs	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf3c4	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15246	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdf3	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0
Fscn1	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frs2	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx31	8.812500	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp868	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlcd4	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrp8	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf123	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pts	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Per3	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mst1	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl2	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marchf6	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Larp1b	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilk	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gchfr	8.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
Dhrs9	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb43	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl13b	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900026A02Rik	8.750000	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St14	8.687500	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smap1	8.687500	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slx4	8.687500	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map6d1	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0
Gng11	8.687500	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx32	8.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0
Daw1	8.687500	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdx6	8.625000	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppfia1	8.625000	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbp2	8.625000	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo1b	8.625000	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl14	8.625000	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints7	8.625000	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd4	8.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
Eif6	8.625000	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtl	8.625000	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnt1	8.625000	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930415O20Rik	8.625000	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem9	8.562500	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senp1	8.562500	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg16	8.562500	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
Pfkm	8.562500	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngef	8.562500	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neu2	8.562500	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp4	8.562500	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxf1	8.562500	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep170b	8.562500	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnf	8.562500	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd1	8.562500	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Birc5	8.562500	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnrc6a	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0
Six5	8.500000	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Picalm	8.500000	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf7	8.500000	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mob4	8.500000	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk9	8.500000	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kifc1	8.500000	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo32	8.500000	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhdds	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
Cdk9	8.500000	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bdnf	8.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
Bap1	8.500000	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf32	8.437500	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc194	8.437500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Capn10	8.437500	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calcoco1	8.437500	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asb8	8.437500	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp386	8.375000	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pa2g4	8.375000	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muc6	8.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Bptf	8.375000	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bok	8.375000	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl10	8.375000	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg101	8.375000	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsd3	8.312500	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrg2	8.312500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
Letm2	8.312500	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hr	8.312500	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp322a	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txlng	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Twnk	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspear	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt2b	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem144	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripk2	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rars2	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orc3	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr102	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr100	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl43	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ldhd	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jade3	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3776	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19402	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14137	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fas	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg5	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh4a1	8.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Acaa2	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A430005L14Rik	8.250000	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnp2	8.187500	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem181a	8.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Tcf15	8.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Socs1	8.187500	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prm3	8.187500	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsm1	8.187500	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irf2bp1	8.187500	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnl1	8.187500	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cavin1	8.187500	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bag4	8.187500	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim39	8.125000	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smyd5	8.125000	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smtn	8.125000	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrbp1	8.125000	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptprf	8.125000	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgls	8.125000	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h10	8.062500	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0
Vezt	8.062500	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpc1	8.062500	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trib1	8.062500	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a1	8.062500	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a23	8.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
Rpl41	8.062500	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0
Pon2	8.062500	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbp	8.062500	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgd6	8.062500	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daam1	8.062500	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creb3l4	8.062500	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd14b	8.062500	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd14a	8.062500	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ywhah	8.000000	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lbr	8.000000	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb4	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
H3c3	8.000000	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bc3	8.000000	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2ac4	8.000000	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo41	8.000000	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
Amz2	8.000000	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610028H24Rik	8.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Ywhaq	7.937500	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf26	7.937500	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl3	7.937500	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mydgf	7.937500	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlh3	7.937500	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm5	7.937500	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chchd6	7.937500	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bard1	7.937500	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agbl3	7.937500	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp511	7.875000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubgcp2	7.875000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc1	7.875000	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0
Tcf3	7.875000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soat2	7.875000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smpd1	7.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Smad4	7.875000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b5	7.875000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp6	7.875000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gucy2g	7.875000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgfbp1	7.875000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx16	7.875000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5r1	7.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Atad2	7.875000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp4	7.812500	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0
Sppl2b	7.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
Saxo2	7.812500	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r7	7.812500	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plscr2	7.812500	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pask	7.812500	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il6st	7.812500	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-K1	7.812500	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grk6	7.812500	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efl1	7.812500	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus2	7.812500	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx28	7.812500	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox11	7.812500	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc141	7.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
Calm3	7.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
As3mt	7.812500	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb12	7.750000	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tarsl2	7.750000	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2ca	7.750000	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pitpnc1	7.750000	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif1c	7.750000	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Irak2	7.750000	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inca1	7.750000	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl3	7.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0
Ehmt2	7.750000	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp995	7.687500	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc9	7.687500	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyk2	7.687500	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a1	7.687500	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otud1	7.687500	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nomo1	7.687500	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx41	7.687500	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth1	7.687500	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcc6	7.687500	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnks1bp1	7.625000	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tagln2	7.625000	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd4	7.625000	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100a6	7.625000	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf4	7.625000	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgm2	7.625000	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3c7	7.625000	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bc9	7.625000	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130308A19Rik	7.625000	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc8	7.625000	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc26	7.625000	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cars2	7.625000	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atpif1	7.625000	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wbp2	7.562500	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a11	7.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Phf13	7.562500	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdlim2	7.562500	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mx2	7.562500	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ext1	7.562500	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zswim7	7.500000	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc19	7.500000	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem229a	7.500000	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0
Tgds	7.500000	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfmbt2	7.500000	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec24a	7.500000	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Relt	7.500000	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralb	7.500000	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
