Target_genes	Chd2|Average	DRX001066|C2C12	SRX140389|CH12	DRX000343|ES_cells	SRX6784012|ES_cells	SRX6784013|ES_cells	SRX140392|MEL	STRING
Fam207a	21.333333	0	128	0	0	0	0	0
Egr2	21.333333	0	128	0	0	0	0	0
Depdc5	21.333333	0	128	0	0	0	0	0
Ctu2	21.333333	0	128	0	0	0	0	0
Clk3	21.333333	0	128	0	0	0	0	0
Capza2	21.333333	0	128	0	0	0	0	0
Ackr2	21.333333	0	128	0	0	0	0	0
Vps13c	21.166667	0	127	0	0	0	0	0
Utp20	21.166667	0	0	0	0	0	127	0
Ufl1	21.166667	0	0	0	0	0	127	0
Rnps1	21.166667	0	127	0	0	0	0	0
Reps2	21.166667	0	0	0	0	0	127	0
Prox2	21.166667	0	127	0	0	0	0	0
Panx3	21.166667	0	0	0	0	0	127	0
Nos2	21.166667	0	127	0	0	0	0	0
Myh13	21.166667	0	127	0	0	0	0	0
Mical3	21.166667	0	127	0	0	0	0	0
Lst1	21.166667	0	127	0	0	0	0	0
Kyat1	21.166667	0	0	0	0	0	127	0
Hyi	21.166667	0	127	0	0	0	0	0
Gm21818	21.166667	0	127	0	0	0	0	0
Erich4	21.166667	0	127	0	0	0	0	0
Endod1	21.166667	0	0	0	0	0	127	0
Dtnb	21.166667	0	127	0	0	0	0	0
Dmac2	21.166667	0	127	0	0	0	0	0
Cnksr3	21.166667	0	127	0	0	0	0	0
Cmc2	21.166667	0	127	0	0	0	0	0
Cenps	21.166667	0	127	0	0	0	0	0
Cenpn	21.166667	0	127	0	0	0	0	0
Agtr1a	21.166667	0	0	0	0	0	127	0
Zfyve16	21.000000	0	126	0	0	0	0	0
Zfp647	21.000000	0	126	0	0	0	0	0
Wdr82	21.000000	0	126	0	0	0	0	0
Vstm2a	21.000000	0	0	0	0	126	0	0
U2af1	21.000000	0	126	0	0	0	0	0
Ttn	21.000000	0	126	0	0	0	0	0
Tsen15	21.000000	0	126	0	0	0	0	0
Tmem185a	21.000000	0	126	0	0	0	0	0
Tex12	21.000000	0	0	0	0	126	0	0
Polr3d	21.000000	0	126	0	0	0	0	0
Podxl2	21.000000	0	126	0	0	0	0	0
Plpbp	21.000000	0	126	0	0	0	0	0
Pdlim4	21.000000	0	126	0	0	0	0	0
Nde1	21.000000	0	126	0	0	0	0	0
Mthfd2l	21.000000	0	126	0	0	0	0	0
Mindy2	21.000000	0	126	0	0	0	0	0
Med28	21.000000	0	0	0	0	0	126	0
Marf1	21.000000	0	126	0	0	0	0	0
Fcer1a	21.000000	0	0	0	0	0	126	0
Elf4	21.000000	0	126	0	0	0	0	0
Dmkn	21.000000	0	126	0	0	0	0	0
Car13	21.000000	0	126	0	0	0	0	0
Camk1d	21.000000	0	126	0	0	0	0	0
Bccip	21.000000	0	126	0	0	0	0	0
B430306N03Rik	21.000000	0	126	0	0	0	0	0
Adar	21.000000	0	126	0	0	0	0	0
Use1	20.833333	0	125	0	0	0	0	0
Surf2	20.833333	0	0	0	0	0	125	0
Surf1	20.833333	0	0	0	0	0	125	0
Scarb2	20.833333	0	125	0	0	0	0	0
Rnf11	20.833333	0	125	0	0	0	0	0
Psg16	20.833333	0	0	0	0	0	125	0
Ppp1r16b	20.833333	0	125	0	0	0	0	0
Ocel1	20.833333	0	125	0	0	0	0	0
Nipal2	20.833333	0	0	0	0	0	125	0
Mtif3	20.833333	0	0	0	0	0	125	0
Mrpl35	20.833333	0	125	0	0	0	0	0
Macroh2a1	20.833333	0	125	0	0	0	0	0
Keap1	20.833333	0	0	0	0	0	125	0
Gzf1	20.833333	0	125	0	0	0	0	0
Gprc5a	20.833333	0	125	0	0	0	0	0
Gpm6b	20.833333	0	0	0	0	0	125	0
Efcab5	20.833333	0	125	0	0	0	0	0
Cryba2	20.833333	0	125	0	0	0	0	0
Cdh17	20.833333	0	125	0	0	0	0	0
Ccdc136	20.833333	0	125	0	0	0	0	0
Btbd6	20.833333	0	125	0	0	0	0	0
Alpk2	20.833333	0	125	0	0	0	0	0
Akap6	20.833333	0	125	0	0	0	0	0
Vdac2	20.666667	0	124	0	0	0	0	0
Utrn	20.666667	0	0	0	0	0	124	0
Usp18	20.666667	0	0	0	0	0	124	0
Uaca	20.666667	0	0	0	124	0	0	0
Tsc22d2	20.666667	0	124	0	0	0	0	0
Tomm6	20.666667	0	124	0	0	0	0	0
Tfam	20.666667	0	124	0	0	0	0	0
St6galnac6	20.666667	0	124	0	0	0	0	0
Shisa8	20.666667	0	124	0	0	0	0	0
Setd6	20.666667	0	0	0	0	0	124	0
Rassf2	20.666667	0	0	0	0	0	124	0
P2ry10b	20.666667	0	124	0	0	0	0	0
Mmp27	20.666667	0	0	0	0	0	124	0
Map4	20.666667	0	124	0	0	0	0	0
Ly6a2	20.666667	0	124	0	0	0	0	0
Lime1	20.666667	0	124	0	0	0	0	0
Kcp	20.666667	0	0	0	0	0	124	0
Esm1	20.666667	0	0	0	124	0	0	0
Ctsb	20.666667	0	124	0	0	0	0	0
Cnih2	20.666667	0	0	0	0	0	124	0
Avil	20.666667	0	0	0	0	0	124	0
Appbp2	20.666667	0	124	0	0	0	0	0
A3galt2	20.666667	0	0	0	0	0	124	0
Ttll6	20.500000	0	0	0	0	0	123	0
Trappc12	20.500000	0	123	0	0	0	0	0
Tmem65	20.500000	0	123	0	0	0	0	0
Slc38a2	20.500000	0	0	0	123	0	0	0
Slc22a23	20.500000	0	0	0	0	0	123	0
Rdh12	20.500000	0	123	0	0	0	0	0
Olfr697	20.500000	0	0	0	0	123	0	0
Ndufaf4	20.500000	0	123	0	0	0	0	0
Lpar5	20.500000	0	0	0	0	0	123	0
Gm3173	20.500000	0	0	0	0	123	0	0
Gbx1	20.500000	0	0	0	0	0	123	0
Foxd1	20.500000	0	123	0	0	0	0	0
Eloa	20.500000	0	123	0	0	0	0	0
Dnmt3a	20.500000	0	123	0	0	0	0	0
Disp1	20.500000	0	0	0	0	0	123	0
Celf5	20.500000	0	0	0	0	0	123	0
Cebpe	20.500000	0	0	0	0	0	123	0
Ccl12	20.500000	0	123	0	0	0	0	0
Bloc1s2	20.500000	0	0	0	0	0	123	0
4930583I09Rik	20.500000	0	123	0	0	0	0	0
Zc3h7b	20.333333	0	122	0	0	0	0	0
Tmem106c	20.333333	0	0	0	0	0	122	0
Tac4	20.333333	0	122	0	0	0	0	0
Slc5a10	20.333333	0	0	0	0	0	122	0
Sec14l4	20.333333	0	122	0	0	0	0	0
Rnf111	20.333333	0	122	0	0	0	0	0
Rdx	20.333333	0	122	0	0	0	0	0
Rap1a	20.333333	0	122	0	0	0	0	0
Rab21	20.333333	0	122	0	0	0	0	0
Prss34	20.333333	0	0	0	0	0	122	0
Polr2h	20.333333	0	122	0	0	0	0	0
Pigh	20.333333	0	122	0	0	0	0	0
Pebp1	20.333333	0	122	0	0	0	0	0
Parp1	20.333333	0	122	0	0	0	0	0
Ostf1	20.333333	0	122	0	0	0	0	0
Olfr1344	20.333333	0	0	0	122	0	0	0
Nup188	20.333333	0	122	0	0	0	0	0
Nrp2	20.333333	0	122	0	0	0	0	0
Nmrk1	20.333333	0	122	0	0	0	0	0
Mettl1	20.333333	0	122	0	0	0	0	0
Hsd17b4	20.333333	0	0	0	0	0	122	0
Gpr137	20.333333	0	122	0	0	0	0	0
Gm13272	20.333333	0	0	0	0	0	122	0
Faxc	20.333333	0	122	0	0	0	0	0
Fam98a	20.333333	0	122	0	0	0	0	0
Eef1akmt3	20.333333	0	122	0	0	0	0	0
Dolk	20.333333	0	122	0	0	0	0	0
Cracd	20.333333	0	0	0	0	0	122	0
Clcn2	20.333333	0	122	0	0	0	0	0
Ccdc38	20.333333	0	122	0	0	0	0	0
Bad	20.333333	0	122	0	0	0	0	0
Asah1	20.333333	0	0	0	0	0	122	0
Ap5b1	20.333333	0	122	0	0	0	0	0
Amdhd1	20.333333	0	122	0	0	0	0	0
Acadl	20.333333	0	122	0	0	0	0	0
Abca2	20.333333	0	122	0	0	0	0	0
8030462N17Rik	20.333333	0	122	0	0	0	0	0
Zfp830	20.166667	0	121	0	0	0	0	0
Utp25	20.166667	0	121	0	0	0	0	0
Tmub1	20.166667	0	0	0	0	0	121	0
Tm6sf2	20.166667	0	0	0	0	0	121	0
Tbc1d25	20.166667	0	0	0	0	0	121	0
Serpine1	20.166667	0	0	0	0	0	121	0
Rsph9	20.166667	0	0	0	0	0	121	0
Ptpn2	20.166667	0	121	0	0	0	0	0
Psmd1	20.166667	0	121	0	0	0	0	0
Pex11b	20.166667	0	0	0	0	0	121	0
Pdss2	20.166667	0	0	0	0	0	121	0
Mif	20.166667	0	121	0	0	0	0	0
Itga5	20.166667	0	0	0	0	0	121	0
Gm3411	20.166667	0	0	0	0	121	0	0
Foxj2	20.166667	0	121	0	0	0	0	0
Fastk	20.166667	0	0	0	0	0	121	0
Elmo1	20.166667	0	121	0	0	0	0	0
Cyb5r3	20.166667	0	121	0	0	0	0	0
Cep170b	20.166667	0	0	0	0	0	121	0
Cct6b	20.166667	0	121	0	0	0	0	0
Ccsap	20.166667	0	0	0	0	0	121	0
Agap3	20.166667	0	0	0	0	0	121	0
Adam10	20.166667	0	121	0	0	0	0	0
2610507B11Rik	20.166667	0	121	0	0	0	0	0
Tnfrsf18	20.000000	0	120	0	0	0	0	0
Suox	20.000000	0	120	0	0	0	0	0
Slc39a14	20.000000	0	0	0	0	120	0	0
Shoc1	20.000000	0	0	0	0	0	120	0
Scn2a	20.000000	0	0	0	120	0	0	0
Prorsd1	20.000000	0	120	0	0	0	0	0
Olfr872	20.000000	0	0	0	0	0	120	0
Neil1	20.000000	0	0	0	0	0	120	0
Map3k20	20.000000	0	0	0	0	0	120	0
Lrp1	20.000000	0	120	0	0	0	0	0
Il18	20.000000	0	120	0	0	0	0	0
Garre1	20.000000	0	120	0	0	0	0	0
Eif4g1	20.000000	0	120	0	0	0	0	0
Cpz	20.000000	0	0	0	120	0	0	0
Bco2	20.000000	0	120	0	0	0	0	0
Aqp1	20.000000	0	0	0	0	0	120	0
Ulbp1	19.833333	0	119	0	0	0	0	0
Trpm7	19.833333	0	0	0	0	0	119	0
Tex48	19.833333	0	119	0	0	0	0	0
Stx11	19.833333	0	119	0	0	0	0	0
Snx24	19.833333	0	119	0	0	0	0	0
Smco4	19.833333	0	119	0	0	0	0	0
Ptpn11	19.833333	0	119	0	0	0	0	0
Plscr2	19.833333	0	0	0	0	0	119	0
Phf19	19.833333	0	119	0	0	0	0	0
Nfatc4	19.833333	0	0	0	0	0	119	0
Mmadhc	19.833333	0	119	0	0	0	0	0
Il4ra	19.833333	0	119	0	0	0	0	0
Gm13279	19.833333	0	0	0	0	0	119	0
Gm13278	19.833333	0	0	0	0	0	119	0
Eif4ebp2	19.833333	0	119	0	0	0	0	0
Dus4l	19.833333	0	119	0	0	0	0	0
Cog5	19.833333	0	119	0	0	0	0	0
Adm2	19.833333	0	0	0	0	0	119	0
Tnfrsf25	19.666667	0	118	0	0	0	0	0
Tmem121	19.666667	0	0	0	0	0	118	0
Tbx22	19.666667	0	0	0	0	0	118	0
Spata5l1	19.666667	0	118	0	0	0	0	0
Ric1	19.666667	0	118	0	0	0	0	0
Rarg	19.666667	0	118	0	0	0	0	0
Psme1	19.666667	0	118	0	0	0	0	0
Pola2	19.666667	0	118	0	0	0	0	0
Pkp4	19.666667	0	0	0	118	0	0	0
Mup4	19.666667	0	0	0	0	118	0	0
Fitm1	19.666667	0	118	0	0	0	0	0
Dnajc13	19.666667	0	118	0	0	0	0	0
Cops9	19.666667	0	0	0	0	0	118	0
Chrna1	19.666667	0	118	0	0	0	0	0
Cdc37l1	19.666667	0	118	0	0	0	0	0
Ccdc50	19.666667	0	118	0	0	0	0	0
Ccdc148	19.666667	0	0	0	118	0	0	0
Apobec1	19.666667	0	118	0	0	0	0	0
Ahnak	19.666667	0	118	0	0	0	0	0
Aff1	19.666667	0	0	0	0	0	118	0
Adi1	19.666667	0	118	0	0	0	0	0
Zfp503	19.500000	0	0	0	0	117	0	0
Zbtb21	19.500000	0	117	0	0	0	0	0
Wfdc5	19.500000	0	117	0	0	0	0	0
Wdr35	19.500000	0	117	0	0	0	0	0
Tppp	19.500000	0	117	0	0	0	0	0
Smarca1	19.500000	0	117	0	0	0	0	0
Rin1	19.500000	0	117	0	0	0	0	0
Plin5	19.500000	0	117	0	0	0	0	0
Pirb	19.500000	0	117	0	0	0	0	0
Pdzd11	19.500000	0	117	0	0	0	0	0
Nob1	19.500000	0	0	0	0	0	117	0
Mia2	19.500000	0	0	0	0	0	117	0
Lrg1	19.500000	0	117	0	0	0	0	0
Kif4	19.500000	0	117	0	0	0	0	0
Kcne4	19.500000	0	117	0	0	0	0	0
Kcnb1	19.500000	0	117	0	0	0	0	0
Gpx7	19.500000	0	117	0	0	0	0	0
Gpd1l	19.500000	0	117	0	0	0	0	0
Gm3667	19.500000	0	0	0	0	117	0	0
Gm1966	19.500000	0	117	0	0	0	0	0
Frmd6	19.500000	0	0	0	0	0	117	0
Fndc10	19.500000	0	117	0	0	0	0	0
Fblim1	19.500000	0	117	0	0	0	0	0
F9	19.500000	0	117	0	0	0	0	0
Ecpas	19.500000	0	117	0	0	0	0	0
Dpf2	19.500000	0	0	0	0	0	117	0
Disp2	19.500000	0	117	0	0	0	0	0
Col12a1	19.500000	0	117	0	0	0	0	0
Ciz1	19.500000	0	117	0	0	0	0	0
Chaf1b	19.500000	0	117	0	0	0	0	0
Cfap161	19.500000	0	117	0	0	0	0	0
Ccdc181	19.500000	0	117	0	0	0	0	0
C1ra	19.500000	0	117	0	0	0	0	0
Bptf	19.500000	0	117	0	0	0	0	0
Bag3	19.500000	0	0	0	0	117	0	0
Asb6	19.500000	0	117	0	0	0	0	0
Aldh9a1	19.500000	0	117	0	0	0	0	0
Zfp322a	19.333333	0	116	0	0	0	0	0
Wars2	19.333333	0	116	0	0	0	0	0
Vars	19.333333	0	116	0	0	0	0	0
Trim30d	19.333333	0	116	0	0	0	0	0
Tmem131	19.333333	0	0	0	0	0	116	0
Sppl2b	19.333333	0	116	0	0	0	0	0
Shtn1	19.333333	0	116	0	0	0	0	0
Rnf168	19.333333	0	116	0	0	0	0	0
Rbfa	19.333333	0	0	0	0	0	116	0
Ptcra	19.333333	0	116	0	0	0	0	0
Parp14	19.333333	0	116	0	0	0	0	0
Lsm7	19.333333	0	116	0	0	0	0	0
Klhl21	19.333333	0	116	0	0	0	0	0
Gsta4	19.333333	0	0	0	0	0	116	0
Gbgt1	19.333333	0	116	0	0	0	0	0
Gabpb1	19.333333	0	116	0	0	0	0	0
Fbrsl1	19.333333	0	116	0	0	0	0	0
Dsn1	19.333333	0	116	0	0	0	0	0
Dop1b	19.333333	0	116	0	0	0	0	0
Dok1	19.333333	0	116	0	0	0	0	0
D17H6S56E-5	19.333333	0	116	0	0	0	0	0
Ccdc34	19.333333	0	116	0	0	0	0	0
Zfp12	19.166667	0	115	0	0	0	0	0
Ypel4	19.166667	0	115	0	0	0	0	0
Wnt2b	19.166667	0	0	0	0	0	115	0
Vwa5b2	19.166667	0	0	0	0	0	115	0
Tspo2	19.166667	0	0	0	0	0	115	0
Trpv4	19.166667	0	115	0	0	0	0	0
Tnip1	19.166667	0	115	0	0	0	0	0
Tmem158	19.166667	0	115	0	0	0	0	0
Stab1	19.166667	0	0	0	0	0	115	0
Slc9b2	19.166667	0	115	0	0	0	0	0
Slc30a7	19.166667	0	115	0	0	0	0	0
Shisa7	19.166667	0	0	0	115	0	0	0
Scn2b	19.166667	0	0	0	0	0	115	0
Rorc	19.166667	0	115	0	0	0	0	0
Rev1	19.166667	0	0	0	0	0	115	0
Pole2	19.166667	0	115	0	0	0	0	0
Pnma3	19.166667	0	0	0	0	0	115	0
Plvap	19.166667	0	0	0	0	0	115	0
Pcsk5	19.166667	0	0	0	0	0	115	0
Olfm4	19.166667	0	115	0	0	0	0	0
Nubpl	19.166667	0	0	0	0	0	115	0
Krt88	19.166667	0	0	0	0	0	115	0
Klra9	19.166667	0	0	0	0	0	115	0
Impa2	19.166667	0	115	0	0	0	0	0
Ikbke	19.166667	0	115	0	0	0	0	0
Glis2	19.166667	0	115	0	0	0	0	0
Fgd4	19.166667	0	0	0	0	115	0	0
Fbln7	19.166667	0	0	0	0	0	115	0
Extl2	19.166667	0	115	0	0	0	0	0
Ddb2	19.166667	0	115	0	0	0	0	0
Atp6v0d1	19.166667	0	115	0	0	0	0	0
Agrp	19.166667	0	115	0	0	0	0	0
Adgrb2	19.166667	0	115	0	0	0	0	0
Tuft1	19.000000	0	0	0	114	0	0	0
Sytl3	19.000000	0	114	0	0	0	0	0
Smim1	19.000000	0	0	0	0	0	114	0
Slc25a1	19.000000	0	114	0	0	0	0	0
Nedd4l	19.000000	0	0	0	0	0	114	0
Mettl7a3	19.000000	0	0	0	0	0	114	0
Lactb	19.000000	0	0	0	0	0	114	0
Il3	19.000000	0	0	0	0	0	114	0
Il17d	19.000000	0	114	0	0	0	0	0
Heatr5a	19.000000	0	0	0	0	0	114	0
Gsdmd	19.000000	0	114	0	0	0	0	0
Fcsk	19.000000	0	114	0	0	0	0	0
Fam174a	19.000000	0	0	0	0	0	114	0
Faim	19.000000	0	114	0	0	0	0	0
Dcaf12	19.000000	0	114	0	0	0	0	0
Dao	19.000000	0	114	0	0	0	0	0
Cs	19.000000	0	0	0	0	0	114	0
Cldn10	19.000000	0	114	0	0	0	0	0
Cep112	19.000000	0	114	0	0	0	0	0
Zdhhc19	18.833333	0	113	0	0	0	0	0
Strada	18.833333	0	113	0	0	0	0	0
Pqlc3	18.833333	0	113	0	0	0	0	0
Popdc2	18.833333	0	113	0	0	0	0	0
Nudt9	18.833333	0	113	0	0	0	0	0
Mycn	18.833333	0	0	0	0	113	0	0
Mrps35	18.833333	0	113	0	0	0	0	0
Large1	18.833333	0	0	0	0	113	0	0
Krt25	18.833333	0	113	0	0	0	0	0
Gss	18.833333	0	113	0	0	0	0	0
Fig4	18.833333	0	113	0	0	0	0	0
Dgkd	18.833333	0	113	0	0	0	0	0
Cxcr4	18.833333	0	113	0	0	0	0	0
Ak9	18.833333	0	113	0	0	0	0	0
1700057G04Rik	18.833333	0	113	0	0	0	0	0
Zfp629	18.666667	0	0	0	0	0	112	0
Zc3h15	18.666667	0	112	0	0	0	0	0
Xrn1	18.666667	0	0	0	0	0	112	0
Ube3c	18.666667	0	0	0	0	0	112	0
Spata32	18.666667	0	112	0	0	0	0	0
Sox6	18.666667	0	112	0	0	0	0	0
Snx25	18.666667	0	112	0	0	0	0	0
Smchd1	18.666667	0	0	0	0	0	112	0
Slfn9	18.666667	0	112	0	0	0	0	0
Postn	18.666667	0	112	0	0	0	0	0
Pfdn5	18.666667	0	112	0	0	0	0	0
Lpar2	18.666667	0	112	0	0	0	0	0
Laptm4b	18.666667	0	112	0	0	0	0	0
Ipp	18.666667	0	112	0	0	0	0	0
Hhex	18.666667	0	112	0	0	0	0	0
Gjc1	18.666667	0	0	0	112	0	0	0
Gipr	18.666667	0	0	0	0	0	112	0
Gck	18.666667	0	112	0	0	0	0	0
Fmo5	18.666667	0	0	0	0	0	112	0
Dstn	18.666667	0	0	0	0	112	0	0
Drap1	18.666667	0	0	0	0	112	0	0
Dennd11	18.666667	0	112	0	0	0	0	0
Ckap2	18.666667	0	112	0	0	0	0	0
Cisd3	18.666667	0	112	0	0	0	0	0
Atp2b1	18.666667	0	112	0	0	0	0	0
Ago2	18.666667	0	112	0	0	0	0	0
AI837181	18.666667	0	0	0	0	112	0	0
Ttc17	18.500000	0	111	0	0	0	0	0
Stk36	18.500000	0	0	0	0	0	111	0
Stambp	18.500000	0	111	0	0	0	0	0
Scp2	18.500000	0	111	0	0	0	0	0
Saa4	18.500000	0	111	0	0	0	0	0
Rnf25	18.500000	0	0	0	0	0	111	0
Pdgfrb	18.500000	0	0	0	0	0	111	0
Itga9	18.500000	0	0	0	111	0	0	0
Ip6k3	18.500000	0	111	0	0	0	0	0
H1f7	18.500000	0	111	0	0	0	0	0
Flnb	18.500000	0	111	0	0	0	0	0
Exoc3	18.500000	0	111	0	0	0	0	0
Entpd5	18.500000	0	0	0	0	0	111	0
Dok2	18.500000	0	0	0	0	0	111	0
Dnajc19	18.500000	0	111	0	0	0	0	0
Cbll1	18.500000	0	111	0	0	0	0	0
Brdt	18.500000	0	0	0	0	0	111	0
Bbof1	18.500000	0	0	0	0	0	111	0
Asb13	18.500000	0	111	0	0	0	0	0
Abca4	18.500000	0	111	0	0	0	0	0
Znrd2	18.333333	0	0	0	0	0	110	0
Zbtb39	18.333333	0	0	0	0	0	110	0
Traf5	18.333333	0	110	0	0	0	0	0
Ssb	18.333333	0	0	0	0	0	110	0
Sh2b1	18.333333	0	110	0	0	0	0	0
Ptdss1	18.333333	0	110	0	0	0	0	0
Prrg4	18.333333	0	110	0	0	0	0	0
Mterf3	18.333333	0	110	0	0	0	0	0
Mbd1	18.333333	0	110	0	0	0	0	0
Ly6k	18.333333	0	110	0	0	0	0	0
Fam89b	18.333333	0	0	0	0	0	110	0
Epb41l1	18.333333	0	0	0	0	0	110	0
Ehbp1l1	18.333333	0	0	0	0	0	110	0
Csrnp2	18.333333	0	0	0	0	0	110	0
Zfp746	18.166667	0	0	0	0	0	109	0
Xpo4	18.166667	0	109	0	0	0	0	0
Wdr37	18.166667	0	109	0	0	0	0	0
Uqcc2	18.166667	0	109	0	0	0	0	0
Tm9sf1	18.166667	0	109	0	0	0	0	0
Sult6b2	18.166667	0	0	0	0	0	109	0
Stk38	18.166667	0	109	0	0	0	0	0
Spaca6	18.166667	0	0	0	109	0	0	0
Slc35c2	18.166667	0	109	0	0	0	0	0
Rpl36	18.166667	0	0	0	0	0	109	0
Parn	18.166667	0	109	0	0	0	0	0
Nrsn2	18.166667	0	0	0	0	0	109	0
Nap1l1	18.166667	0	109	0	0	0	0	0
Micos13	18.166667	0	0	0	0	0	109	0
Kcnj1	18.166667	0	109	0	0	0	0	0
Kcne1	18.166667	0	109	0	0	0	0	0
Il2rb	18.166667	0	109	0	0	0	0	0
Gpam	18.166667	0	0	0	0	0	109	0
Ebf1	18.166667	0	109	0	0	0	0	0
Coq10b	18.166667	0	109	0	0	0	0	0
Cfap46	18.166667	0	109	0	0	0	0	0
Cd320	18.166667	0	109	0	0	0	0	0
Ccr4	18.166667	0	109	0	0	0	0	0
Cass4	18.166667	0	109	0	0	0	0	0
Bfar	18.166667	0	109	0	0	0	0	0
Acot11	18.166667	0	0	0	0	0	109	0
Zfp239	18.000000	0	108	0	0	0	0	0
Zcchc24	18.000000	0	108	0	0	0	0	0
Xrcc2	18.000000	0	108	0	0	0	0	0
Wdr93	18.000000	0	0	0	0	0	108	0
Tmem270	18.000000	0	108	0	0	0	0	0
Tmem191c	18.000000	0	108	0	0	0	0	0
Syne2	18.000000	0	108	0	0	0	0	0
Slc2a1	18.000000	0	108	0	0	0	0	0
Rorb	18.000000	0	108	0	0	0	0	0
Rab5if	18.000000	0	0	0	0	0	108	0
Pptc7	18.000000	0	108	0	0	0	0	0
Pira2	18.000000	0	108	0	0	0	0	0
Phactr3	18.000000	0	0	0	108	0	0	0
Pex11a	18.000000	0	0	0	0	0	108	0
Pdrg1	18.000000	0	108	0	0	0	0	0
Pdpr	18.000000	0	108	0	0	0	0	0
Nsmf	18.000000	0	108	0	0	0	0	0
Nnt	18.000000	0	108	0	0	0	0	0
Ms4a6d	18.000000	0	108	0	0	0	0	0
Ms4a2	18.000000	0	0	0	0	0	108	0
Mapk8ip1	18.000000	0	108	0	0	0	0	0
Lmnb1	18.000000	0	0	0	0	0	108	0
Katna1	18.000000	0	108	0	0	0	0	0
Jmjd7	18.000000	0	108	0	0	0	0	0
Hpdl	18.000000	0	108	0	0	0	0	0
Fundc1	18.000000	0	108	0	0	0	0	0
Ern1	18.000000	0	0	0	0	0	108	0
Bex3	18.000000	0	108	0	0	0	0	0
1700022I11Rik	18.000000	0	108	0	0	0	0	0
Ube2e1	17.833333	0	107	0	0	0	0	0
Tmem154	17.833333	0	107	0	0	0	0	0
Tctex1d1	17.833333	0	0	0	107	0	0	0
Syt7	17.833333	0	0	0	0	107	0	0
Sugt1	17.833333	0	107	0	0	0	0	0
Slc16a6	17.833333	0	107	0	0	0	0	0
Saysd1	17.833333	0	107	0	0	0	0	0
S100z	17.833333	0	0	0	0	0	107	0
Rspo1	17.833333	0	107	0	0	0	0	0
Rab27a	17.833333	0	107	0	0	0	0	0
Prss57	17.833333	0	107	0	0	0	0	0
Prr23a1	17.833333	0	0	0	0	107	0	0
Pigbos1	17.833333	0	107	0	0	0	0	0
Pigb	17.833333	0	107	0	0	0	0	0
Pheta1	17.833333	0	107	0	0	0	0	0
Palm	17.833333	0	107	0	0	0	0	0
Obsl1	17.833333	0	0	0	0	107	0	0
Nepn	17.833333	0	0	0	0	0	107	0
Ndufs5	17.833333	0	0	0	0	0	107	0
Msto1	17.833333	0	107	0	0	0	0	0
Inha	17.833333	0	0	0	0	107	0	0
Glrx	17.833333	0	0	0	0	0	107	0
Gcm1	17.833333	0	107	0	0	0	0	0
Fam177a2	17.833333	0	107	0	0	0	0	0
Fam177a	17.833333	0	107	0	0	0	0	0
Ezh1	17.833333	0	0	0	0	0	107	0
Eif3d	17.833333	0	107	0	0	0	0	0
Csn1s2a	17.833333	0	0	0	107	0	0	0
Crls1	17.833333	0	107	0	0	0	0	0
Cd300lg	17.833333	0	0	0	0	0	107	0
B3gnt5	17.833333	0	107	0	0	0	0	0
Ass1	17.833333	0	107	0	0	0	0	0
Arl10	17.833333	0	107	0	0	0	0	0
Arhgap29	17.833333	0	107	0	0	0	0	0
Akr1a1	17.833333	0	107	0	0	0	0	0
Adam23	17.833333	0	0	0	107	0	0	0
Zfp541	17.666667	0	0	0	0	0	106	0
St6galnac5	17.666667	0	0	0	0	0	106	0
Slc25a36	17.666667	0	0	0	0	106	0	0
Sla2	17.666667	0	0	0	0	0	106	0
Septin5	17.666667	0	0	0	0	0	106	0
Rrp7a	17.666667	0	106	0	0	0	0	0
Rhbdf1	17.666667	0	0	0	0	0	106	0
Rffl	17.666667	0	0	0	0	0	106	0
Ppp1cb	17.666667	0	106	0	0	0	0	0
Olfr1034	17.666667	0	0	0	106	0	0	0
Nudt14	17.666667	0	0	0	0	0	106	0
Nodal	17.666667	0	0	0	0	0	106	0
Naa16	17.666667	0	106	0	0	0	0	0
Mpg	17.666667	0	0	0	0	0	106	0
Mfap5	17.666667	0	0	0	0	0	106	0
Lrp6	17.666667	0	106	0	0	0	0	0
Il15ra	17.666667	0	106	0	0	0	0	0
Gp1bb	17.666667	0	0	0	0	0	106	0
Fbxo22	17.666667	0	106	0	0	0	0	0
Eif4e1b	17.666667	0	0	0	106	0	0	0
Dux	17.666667	106	0	0	0	0	0	0
Cmc1	17.666667	0	106	0	0	0	0	0
Cdkl5	17.666667	0	0	0	0	0	106	0
Cd200r3	17.666667	0	0	0	0	0	106	0
Bicdl2	17.666667	0	0	0	0	0	106	0
Atrip	17.666667	0	106	0	0	0	0	0
Aoc1	17.666667	0	0	0	0	0	106	0
Washc2	17.500000	0	105	0	0	0	0	0
Ubtd1	17.500000	0	0	0	0	0	105	0
Ube2r2	17.500000	0	105	0	0	0	0	0
Tmem95	17.500000	0	105	0	0	0	0	0
Tmem87b	17.500000	0	105	0	0	0	0	0
Tcf4	17.500000	0	105	0	0	0	0	0
Scimp	17.500000	0	105	0	0	0	0	0
Rfx4	17.500000	0	0	0	105	0	0	0
Rfx3	17.500000	0	0	0	0	0	105	0
Prop1	17.500000	0	105	0	0	0	0	0
Piezo1	17.500000	0	105	0	0	0	0	0
Nova1	17.500000	0	0	0	0	0	105	0
Mrps16	17.500000	0	105	0	0	0	0	0
Mms19	17.500000	0	0	0	0	0	105	0
