Target_genes	Smad3|Average	SRX14617681|CH12	SRX14617689|CH12	SRX14617690|CH12	SRX14617691|CH12	SRX14617703|CH12	SRX14617704|CH12	SRX9912241|CH12	SRX9912242|CH12	SRX2245993|Corpus_Striatum	SRX2245994|Corpus_Striatum	SRX2245995|Corpus_Striatum	SRX2245996|Corpus_Striatum	SRX5251393|Embryoid_Bodies	SRX5251394|Embryoid_Bodies	SRX130598|Embryonic_brains	SRX026254|ES_cells	SRX026255|ES_cells	SRX026256|ES_cells	SRX026257|ES_cells	SRX477547|ES_cells	SRX5251387|ES_cells	SRX1998723|MEF	SRX1998724|MEF	SRX1998725|MEF	SRX1998728|MEF	SRX1998729|MEF	SRX1998730|MEF	SRX15279811|TCMK-1	SRX3855869|Vascular_smooth_muscle_cells	SRX3855871|Vascular_smooth_muscle_cells	SRX3855877|Vascular_smooth_muscle_cells	SRX3855879|Vascular_smooth_muscle_cells	STRING
Cfap45	9.625000	0	0	0	0	0	0	0	0	0	0	0	0	136	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox14	9.593750	0	0	0	0	0	0	0	0	0	0	0	0	126	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtp4	9.593750	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0
Kif26a	9.593750	0	0	0	0	0	0	0	0	0	0	0	0	139	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc45	9.593750	0	0	0	0	0	0	0	0	0	0	0	0	0	107	115	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0
Zfp493	9.562500	0	0	0	0	0	0	0	0	0	0	0	0	99	123	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0
Tmem102	9.562500	0	0	0	0	0	0	126	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc4a9	9.562500	0	0	0	0	0	0	153	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb9	9.562500	0	0	0	0	0	0	106	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rxra	9.562500	0	0	0	0	0	0	0	0	0	0	0	0	104	95	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0
Necab2	9.562500	0	0	0	0	0	0	0	0	0	0	0	0	91	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcng2	9.562500	0	0	0	0	0	0	0	0	0	0	0	0	80	124	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0
Gbp4	9.562500	0	0	0	0	0	0	0	0	0	0	0	0	95	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf11	9.562500	0	0	0	0	0	0	126	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elavl3	9.562500	0	0	0	0	0	0	0	0	0	0	0	0	155	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna3	9.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0
Cfap97d2	9.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn1	9.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Ada	9.562500	0	0	0	0	0	0	0	0	0	0	0	0	154	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1238	9.531250	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magee2	9.531250	0	0	0	0	0	0	0	0	0	0	0	0	119	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrtm1	9.531250	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11837	9.531250	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acaa1b	9.531250	0	0	0	0	0	0	90	0	0	0	0	0	99	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snrpf	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0
Il17rb	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	112	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38396	9.500000	75	0	0	0	0	0	0	0	0	0	0	0	0	115	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cspg4b	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	119	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chdh	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	112	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkl5	9.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0
2200002D01Rik	9.500000	108	0	0	0	94	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ucp1	9.468750	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Klk9	9.468750	127	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kank1	9.468750	0	0	0	0	0	0	0	0	0	0	0	0	129	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hadh	9.468750	0	0	0	0	0	0	0	0	0	0	0	0	199	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b10	9.468750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	107	0	122	0
Cacna1c	9.468750	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0
Syngr3	9.437500	0	0	0	0	0	0	0	0	0	0	0	0	93	117	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0
Smgc	9.437500	0	0	0	0	0	0	0	0	0	0	0	0	0	192	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh2d6	9.437500	129	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rimbp2	9.437500	0	0	0	0	0	0	0	0	0	0	0	0	126	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramel12	9.437500	111	0	0	0	0	0	0	0	0	0	0	0	0	102	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inka1	9.437500	0	0	0	0	0	0	0	0	0	0	0	0	103	83	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0
Gpr156	9.437500	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Gpha2	9.437500	0	0	0	0	0	0	0	0	0	0	0	0	134	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45337	9.437500	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd60	9.437500	0	0	0	0	0	0	0	0	0	0	0	0	85	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot6	9.437500	112	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Wdr35	9.406250	102	0	0	0	0	0	93	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigz	9.406250	0	0	0	0	0	0	0	0	0	0	0	0	0	108	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odf3	9.406250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0
Kcne4	9.406250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0
Kcna1	9.406250	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0
Ddx60	9.406250	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aard	9.406250	0	0	0	0	0	0	0	0	0	0	0	0	104	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txk	9.375000	221	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tm6sf1	9.375000	87	0	0	0	0	0	0	0	0	0	0	0	86	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psors1c2	9.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	183	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5d	9.375000	185	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il15	9.375000	0	0	0	0	0	0	119	0	0	0	0	0	79	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp7	9.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	109	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebna1bp2	9.375000	120	0	0	0	0	0	91	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crybb2	9.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap57	9.375000	120	0	0	0	0	0	91	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn3	9.375000	119	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1c2	9.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Zfp366	9.343750	160	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif1ax	9.343750	0	0	0	0	0	0	83	0	0	0	0	0	0	89	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CK137956	9.343750	0	0	0	0	0	0	0	0	0	0	0	0	174	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot4	9.343750	0	0	0	0	0	0	0	0	0	0	0	0	106	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgb1b17	9.312500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0
Scgb1b15	9.312500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0
Prr15	9.312500	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0
Tex26	9.281250	0	0	0	0	0	0	0	0	0	0	0	0	101	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata4	9.281250	0	0	0	0	0	0	0	0	0	0	0	0	105	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc15	9.281250	0	0	0	0	0	0	95	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hapln2	9.281250	0	0	0	0	0	0	0	0	0	0	0	0	145	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cspg5	9.281250	0	0	0	0	0	0	0	0	0	0	0	0	103	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf1	9.250000	139	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poc1a	9.250000	0	0	0	0	0	0	101	0	0	0	0	0	79	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3285	9.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw10	9.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Bub1b	9.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	95	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc11	9.218750	136	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox7	9.218750	0	0	0	0	0	0	0	0	0	0	0	0	144	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps6ka6	9.218750	0	0	0	0	0	0	0	0	0	0	0	0	119	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptprv	9.218750	167	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn7	9.218750	167	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrfn3	9.218750	0	0	0	0	0	0	0	0	0	0	0	0	149	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car9	9.218750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	103	0	0	0	0	0	0	0	0	74	0	0	0
Arhgef39	9.218750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	103	0	0	0	0	0	0	0	0	74	0	0	0
Ttc34	9.187500	0	0	0	0	0	0	0	0	0	0	0	0	134	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odaph	9.187500	170	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd46	9.187500	0	0	0	0	0	0	0	0	0	0	0	0	149	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930430F08Rik	9.187500	0	0	0	0	0	0	0	0	0	0	0	0	99	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700017N19Rik	9.187500	0	0	0	0	0	0	0	0	0	0	0	0	99	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp469	9.156250	0	0	0	0	0	0	0	0	0	0	0	0	77	111	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a11	9.156250	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0
Shisa3	9.156250	0	0	0	0	0	0	0	0	0	0	0	0	100	93	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Sgsh	9.156250	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0
Hus1b	9.156250	0	0	158	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh9	9.156250	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttll1	9.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	82	104	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0
Spock2	9.125000	0	0	0	0	0	0	0	0	0	0	0	0	95	103	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Gm5544	9.125000	88	0	0	0	101	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glmp	9.125000	0	0	0	0	0	0	142	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnl3l	9.093750	0	0	0	0	0	0	0	0	0	0	0	0	0	116	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0
D430019H16Rik	9.093750	0	0	0	0	0	0	0	0	0	0	0	0	134	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap74	9.093750	0	0	0	0	0	0	0	0	0	0	0	0	92	116	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd200	9.093750	65	0	0	0	108	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bik	9.093750	0	0	0	0	0	0	0	0	0	0	0	0	121	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ucn2	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	126	78	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
Ptgdr2	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	92	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
Plce1	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	142	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nova2	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	101	92	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
Map6	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Krt1	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	146	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpp2	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryge	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	113	96	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0
Clip4	9.062500	0	0	0	0	0	0	0	0	0	0	0	0	122	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp937	9.031250	0	0	0	0	0	0	0	0	0	0	0	0	0	113	85	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0
Tnfaip6	9.031250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf213	9.031250	111	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0
C4bp	9.031250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	153	0	0	0
Aldh1l1	9.031250	0	0	0	0	0	0	0	0	0	0	0	0	216	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubd	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	112	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr94	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	112	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc14b	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itih1	9.000000	0	0	76	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0
Itga1	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	116	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpyd	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	79	109	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Wdr66	8.968750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spta1	8.968750	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema5a	8.968750	0	0	0	0	0	0	81	0	0	0	0	0	0	128	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0
Lmtk3	8.968750	0	0	0	0	0	0	0	0	0	0	0	0	0	153	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt19	8.968750	0	0	0	0	0	0	0	0	0	0	0	0	77	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33887	8.968750	141	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crx	8.968750	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrdl1	8.968750	0	0	0	0	0	0	0	0	0	0	0	0	119	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp12a	8.968750	0	0	0	0	0	0	0	0	0	0	0	0	117	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tceal9	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	112	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag6l	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a11	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	134	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ramp3	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	92	117	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0
Padi3	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	166	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmgt1	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	109	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgd5	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	96	100	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
En1	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	156	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cracr2b	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	98	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr6	8.937500	127	0	0	0	85	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacng5	8.937500	0	0	0	0	0	0	0	0	0	0	0	0	141	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwf	8.906250	146	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf181	8.906250	103	0	0	0	109	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkrf	8.906250	0	0	0	0	0	0	83	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
Myl9	8.906250	0	0	0	0	0	0	0	0	0	0	0	0	104	100	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hap1	8.906250	0	0	0	0	0	0	0	0	0	0	0	0	0	113	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gp5	8.906250	0	0	0	0	0	0	0	0	0	0	0	0	116	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp945	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0
Tifab	8.875000	115	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thegl	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	92	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plxna2	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	91	117	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0
Myom3	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
Kcnrg	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	98	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dsc2	8.875000	0	0	0	0	0	0	0	0	0	0	0	0	116	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adora3	8.875000	181	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd4	8.843750	0	0	0	0	0	0	0	0	0	0	0	0	92	92	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0
Sycn	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	115	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serp2	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	110	101	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgis	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	130	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nccrp1	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	115	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmd2	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	134	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcna7	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ikbkg	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	78	0
Fam3a	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	78	0
Cacna1i	8.812500	0	0	0	0	0	0	0	0	0	0	0	0	133	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
