Target_genes	FOXO1|Average	SRX1012536|B_cells	SRX1012537|B_cells	SRX7587157|Chondrocytes	SRX7587158|Chondrocytes	SRX7587159|Chondrocytes	SRX1048948|Endometrial_stromal_cells	SRX10475880|Hep_G2	SRX10475881|Hep_G2	SRX3230384|Hep_G2	SRX5548891|HUVEC	SRX5548892|HUVEC	SRX359830|LoVo	SRX9674621|Myoblasts	SRX9674623|Myoblasts	SRX9674625|Myoblasts	SRX5771936|OCI-LY1	SRX1735651|Pre-leukemia_stem_cells	SRX9674615|RH-30	SRX9674611|Rh-4	SRX9674613|Rh-4	SRX9674619|SMS-CTR	SRX7570799|SU-DHL-4	SRX7570800|SU-DHL-4	SRX7570801|SU-DHL-4	SRX9674617|Unclassified	STRING
CADM4	9.640000	0	0	0	0	0	0	123	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM270	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0
PKP2	9.600000	0	0	0	0	0	0	92	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PITHD1	9.600000	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIB2	9.600000	0	0	0	0	0	125	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX4	9.600000	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf118	9.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN18	9.560000	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR3	9.560000	0	0	0	0	0	0	117	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TACR1	9.560000	0	0	0	0	0	0	115	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STEAP1B	9.560000	0	0	0	0	0	0	106	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCXD1	9.560000	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0
NCOA6	9.560000	0	0	0	0	0	0	137	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTARC1	9.560000	0	0	0	0	0	0	97	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR85	9.560000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0
BCAM	9.560000	0	0	0	0	0	0	0	120	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0
TMEM35B	9.520000	0	0	0	0	0	0	0	0	0	0	137	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0
CR1	9.520000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0
CDAN1	9.520000	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0
CD163	9.520000	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM5	9.480000	0	0	0	0	0	0	0	0	0	0	100	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
NEXMIF	9.480000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0
MYO10	9.480000	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
MCOLN3	9.480000	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0
IL5	9.480000	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17C	9.480000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0
ZNF260	9.440000	0	0	0	0	0	0	124	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPYL2	9.440000	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0
TBCK	9.440000	0	0	0	0	0	0	131	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35D3	9.440000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0
RBMX	9.440000	0	0	0	0	0	0	105	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALS3BP	9.440000	0	0	0	0	0	0	125	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL41	9.440000	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR2B	9.440000	0	0	0	0	0	0	0	102	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFAR2	9.440000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0
BEST2	9.440000	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0
ARSD	9.440000	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0
AIMP1	9.440000	0	0	0	0	0	0	131	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMIZ1	9.400000	0	0	0	0	0	0	0	0	0	0	117	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0
TMEM139	9.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	101	0	0	0	0	0	0	0
SERPINA9	9.400000	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHPN1	9.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0
RBM3	9.400000	0	0	0	0	0	0	81	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
LAMC3	9.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0
KANK2	9.400000	0	0	0	0	0	0	105	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAZF1	9.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0
INHBB	9.400000	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0
HTRA4	9.400000	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCDC2C	9.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0
CTTNBP2NL	9.400000	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBL4A	9.360000	0	0	0	0	0	0	0	92	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP6	9.360000	0	0	0	0	0	0	119	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A3	9.360000	0	0	0	0	0	0	0	92	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCLO	9.360000	0	0	0	0	0	0	93	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LITAF	9.360000	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0
KLRC4-KLRK1	9.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0
KLRC4	9.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0
KCTD19	9.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0
FZD9	9.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0
FGF6	9.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	161	73	0	0	0	0	0	0	0	0	0	0	0
DNAJB8	9.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0
DGKG	9.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0
CABCOCO1	9.360000	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB9	9.360000	0	0	0	0	0	0	93	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLCD3A	9.320000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0
SNX27	9.320000	0	0	0	0	0	0	144	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAPCD2	9.320000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0
RGS8	9.320000	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
RAB5C	9.320000	0	0	0	0	0	0	0	149	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTOGL	9.320000	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP7D3	9.320000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0
KRT37	9.320000	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRG	9.320000	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC12	9.320000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0
ARX	9.320000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0
ZNF207	9.280000	0	0	0	0	0	0	143	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TENT2	9.280000	0	0	0	0	0	0	131	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDSL	9.280000	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0
RUSC1	9.280000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0
RPTN	9.280000	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPRM	9.280000	0	0	0	0	0	0	128	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROG2	9.280000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0
LGI2	9.280000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0
LDLRAD3	9.280000	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	101	0	0	0	0	0	0	0	0	0
IGFBP3	9.280000	0	0	0	0	0	0	0	0	0	0	139	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0
HABP4	9.280000	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0
FAM117A	9.280000	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOSC10	9.280000	0	0	0	0	0	0	122	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP45	9.280000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0
CD81	9.280000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0
AQP2	9.280000	0	0	0	0	0	0	102	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER3	9.280000	0	0	0	0	0	0	128	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TERT	9.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0
SYT6	9.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	81	0	0	0	0	0	0	0	0	0
SPDYE12P	9.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0
PRR35	9.240000	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NXT2	9.240000	0	0	0	0	0	0	0	88	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KPNA6	9.240000	0	0	0	0	0	0	96	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HVCN1	9.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0
GINS2	9.240000	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0
EFNB2	9.240000	0	0	0	0	0	0	132	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC113	9.240000	0	0	0	0	0	0	109	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL9	9.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0
ANAPC7	9.240000	0	0	0	0	0	0	95	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	9.240000	0	0	0	0	0	0	0	123	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT11	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
TAFA3	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	148	0	0	0	0
SLC25A29	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
SCN4A	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
PPM1J	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	148	0	0	0	0
L3MBTL3	9.200000	0	0	0	0	0	99	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM167A	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
CRABP2	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	116	114	0	0	0	0	0	0	0	0	0	0	0
ATP1B2	9.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
ZRSR2	9.160000	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0
ZNF883	9.160000	0	0	0	0	0	0	122	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM5	9.160000	128	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAB3	9.160000	0	0	0	0	0	0	126	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A1	9.160000	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REP15	9.160000	0	0	0	0	0	0	0	133	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASGRF1	9.160000	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	145	0	0	0	0	0	0	0	0	0
PTGER2	9.160000	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO1H	9.160000	0	0	0	0	0	120	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1TD1	9.160000	0	0	0	0	0	0	81	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTRA3	9.160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
DNAAF3	9.160000	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
CITED1	9.160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
C20orf85	9.160000	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0
ZNF43	9.120000	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
ZDHHC3	9.120000	0	0	0	0	0	0	146	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSTM2L	9.120000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0
VAT1L	9.120000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	111	0	0	0	0	0	0	0
EXOSC7	9.120000	0	0	0	0	0	0	146	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGLN3	9.120000	0	0	0	0	0	0	0	107	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCA2	9.120000	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOE	9.120000	0	0	0	0	0	0	89	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX19	9.080000	0	0	0	0	0	0	0	0	0	0	0	0	0	101	126	0	0	0	0	0	0	0	0	0	0	0
RPL13A	9.080000	0	0	0	0	0	0	126	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF165	9.080000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0
PSMD4	9.080000	0	0	0	0	0	0	157	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHO1	9.080000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0
MRPS9	9.080000	0	0	0	0	0	0	139	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MR1	9.080000	0	0	0	0	0	115	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP6D1	9.080000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0
MAP1S	9.080000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0
INTS11	9.080000	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0
IL11RA	9.080000	0	0	0	0	0	0	88	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPTP	9.080000	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0
C1orf100	9.080000	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA2	9.080000	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0
ZNF284	9.040000	0	0	0	0	0	0	144	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R5	9.040000	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETMAR	9.040000	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0
NBPF19	9.040000	0	0	0	0	0	146	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPVD1	9.040000	0	0	0	0	0	0	124	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM171A2	9.040000	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0
PDX1	9.000000	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	460
ZASP	9.000000	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0
YME1L1	9.000000	0	0	0	0	0	0	127	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPSG1	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0
TPSB2	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0
SYT1	9.000000	0	0	0	0	0	0	128	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM20	9.000000	0	0	0	0	0	0	131	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM47	9.000000	86	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONECUT1	9.000000	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0
KIF3C	9.000000	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA7	9.000000	0	0	0	0	0	103	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR88	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0
GFPT2	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0
CREG1	9.000000	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0
CD68	9.000000	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0
CCS	9.000000	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
CCDC87	9.000000	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
CAVIN1	9.000000	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0
BLMH	9.000000	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0
AUTS2	9.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0
ZNF717	8.960000	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
SPDL1	8.960000	0	0	0	0	0	0	0	0	0	0	105	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0
RGS6	8.960000	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QPRT	8.960000	0	0	0	0	0	0	108	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTNG2	8.960000	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	146	0	0	0	0	0	0	0	0	0
NKAIN1	8.960000	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	128	0	0	0	0	0	0	0
LRRC63	8.960000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0
COBL	8.960000	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEST4	8.960000	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0
ZNF777	8.920000	0	0	0	0	0	0	122	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINAGL1	8.920000	0	0	0	0	0	92	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHROOM2	8.920000	0	0	0	0	0	106	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX11B	8.920000	0	0	0	0	0	0	85	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0
NPM3	8.920000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
MTARC2	8.920000	0	0	0	0	0	0	80	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLIS2	8.920000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
F2RL2	8.920000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0
DUOXA2	8.920000	0	0	0	0	0	0	71	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUOXA1	8.920000	0	0	0	0	0	0	71	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUOX2	8.920000	0	0	0	0	0	0	71	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB116	8.920000	0	0	0	0	0	0	134	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA1	8.920000	0	0	0	0	0	0	133	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZUP1	8.880000	0	0	0	0	0	0	130	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCD3	8.880000	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
PPP2R3A	8.880000	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0
GABPB2	8.880000	0	0	0	0	0	0	0	0	0	0	146	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1A2	8.880000	0	0	0	0	0	0	0	0	0	0	86	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
ZFYVE19	8.840000	0	0	0	0	0	0	113	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC5CL	8.840000	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPO2	8.840000	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHC2	8.840000	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
SH3RF2	8.840000	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0
RPL3L	8.840000	0	0	0	0	0	0	112	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHBDL3	8.840000	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0
PROSER2	8.840000	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0
NDUFB10	8.840000	0	0	0	0	0	0	112	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEH1	8.840000	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL3	8.840000	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0
HOGA1	8.840000	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSTL1	8.840000	0	0	0	0	0	106	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
